time,CANESM5,FGOALS-F3-L,IPSL-CM6A-LR,BCC-CSM2-MR,ACCESS-CM2,CESM2,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4,EC-EARTH3,INM-CM5-0,INM-CM4-8,CAMS-CSM1-0,TAIESM1,CESM2-WACCM,MRI-ESM2-0,EC-EARTH3-VEG,ACCESS-ESM1-5,CMCC-CM2-SR5
2010.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0
2011.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0
2012.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0
2013.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0
2014.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0
2015.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0
2016.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0
2017.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0
2018.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0
2019.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0
2020.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0
2021.0,10036731000.0,10038691000.0,10040462000.0,10041173000.0,10036554000.0,10042762000.0,10039251000.0,10036721000.0,10041405000.0,10038824000.0,10041180000.0,10044277000.0,10038529000.0,10039581000.0,10040677000.0,10040249000.0,10041364000.0,10043881000.0,10045056000.0
2022.0,10027736000.0,10032094000.0,10036029000.0,10040164000.0,10029069000.0,10036567000.0,10036092000.0,10028658000.0,10036266000.0,10029971000.0,10031919000.0,10038500000.0,10030108000.0,10031214000.0,10032266000.0,10033454000.0,10034087000.0,10038845000.0,10039312000.0
2023.0,10016818000.0,10027202000.0,10030625000.0,10034569000.0,10023845000.0,10031079000.0,10032897000.0,10024204000.0,10032932000.0,10025756000.0,10028277000.0,10035280000.0,10020961000.0,10028364000.0,10027765000.0,10026857000.0,10030120000.0,10034117000.0,10035436000.0
2024.0,10001564000.0,10021885000.0,10027645000.0,10029800000.0,10017261000.0,10025629000.0,10029804000.0,10019191000.0,10026896000.0,10018095000.0,10022904000.0,10032551000.0,10008503000.0,10020941000.0,10023416000.0,10017271000.0,10022254000.0,10035568000.0,10035828000.0
2025.0,9988973000.0,10020031000.0,10023804000.0,10022416000.0,10014421000.0,10021948000.0,10024714000.0,10013883000.0,10022641000.0,10005982000.0,10016366000.0,10028473000.0,9995403000.0,10014533000.0,10019907000.0,10006127000.0,10017703000.0,10028394000.0,10032301000.0
2026.0,9973861000.0,10016461000.0,10018307000.0,10018416000.0,10008561000.0,10015812000.0,10020010000.0,10010605000.0,10020449000.0,9996020000.0,10008539000.0,10024454000.0,9986951000.0,10004329000.0,10011532000.0,9996216000.0,10010709000.0,10024742000.0,10029211000.0
2027.0,9955218000.0,10010583000.0,10011304000.0,10008950000.0,10004395000.0,10005915000.0,10012272000.0,10003432000.0,10015016000.0,9976646000.0,9997825000.0,10023354000.0,9964196000.0,9994108000.0,10006701000.0,9979617000.0,10009463000.0,10017766000.0,10026040000.0
2028.0,9927145000.0,9994592000.0,9994910000.0,9995780000.0,9989087000.0,10003372000.0,10009487000.0,9997347000.0,10007879000.0,9968866000.0,9982553000.0,10019970000.0,9958880000.0,9971978000.0,9991714000.0,9974007000.0,9991329000.0,10009911000.0,10012277000.0
2029.0,9902073000.0,9987919000.0,9991001000.0,9987552000.0,9979961000.0,9995580000.0,10005122000.0,9983844000.0,9996613000.0,9943191000.0,9968442000.0,10012911000.0,9933992000.0,9946481000.0,9983642000.0,9950782000.0,9981301000.0,9998599000.0,10003124000.0
2030.0,9875659000.0,9969867000.0,9968373000.0,9969845000.0,9957688000.0,9970021000.0,9995703000.0,9978004000.0,9983167000.0,9920217000.0,9953414000.0,10000127000.0,9913246000.0,9924210000.0,9965634000.0,9926217000.0,9960169000.0,9984581000.0,9979280000.0
2031.0,9841587000.0,9968274000.0,9961454000.0,9955140000.0,9938556000.0,9964208000.0,9980456000.0,9958553000.0,9975032000.0,9898673000.0,9928552000.0,9988107000.0,9898322000.0,9912697000.0,9955908000.0,9906737000.0,9946333000.0,9973248000.0,9970738000.0
2032.0,9816940000.0,9955238000.0,9942671000.0,9936097000.0,9927868000.0,9946056000.0,9965832000.0,9948974000.0,9957973000.0,9863362000.0,9914974000.0,9972165000.0,9868519000.0,9889470000.0,9938728000.0,9881341000.0,9937744000.0,9957237000.0,9954314000.0
2033.0,9777909000.0,9949394000.0,9933022000.0,9926808000.0,9916433000.0,9934456000.0,9951202000.0,9931076000.0,9949627000.0,9833754000.0,9887684000.0,9963585000.0,9846882000.0,9866489000.0,9928648000.0,9855749000.0,9930035000.0,9952012000.0,9943137000.0
2034.0,9745974000.0,9942301000.0,9909866000.0,9909006000.0,9884691000.0,9911851000.0,9944890000.0,9918462000.0,9946285000.0,9787722000.0,9857572000.0,9947777000.0,9816759000.0,9836438000.0,9907624000.0,9813082000.0,9906984000.0,9941126000.0,9922299000.0
2035.0,9698726000.0,9914604000.0,9887177000.0,9880455000.0,9867428000.0,9891384000.0,9940841000.0,9892620000.0,9920271000.0,9748045000.0,9830731000.0,9941877000.0,9782493000.0,9799096000.0,9889765000.0,9779584000.0,9888070000.0,9913572000.0,9908160000.0
2036.0,9652887000.0,9908899000.0,9877591000.0,9864301000.0,9843019000.0,9879515000.0,9919508000.0,9863922000.0,9913716000.0,9701401000.0,9797113000.0,9924081000.0,9746349000.0,9775530000.0,9874006000.0,9742365000.0,9870455000.0,9900982000.0,9889416000.0
2037.0,9605982000.0,9899094000.0,9855160000.0,9850542000.0,9809343000.0,9869135000.0,9909810000.0,9849467000.0,9902325000.0,9649225000.0,9757401000.0,9908700000.0,9712897000.0,9745213000.0,9847228000.0,9699604000.0,9849945000.0,9891967000.0,9869395000.0
2038.0,9525492000.0,9878103000.0,9831374000.0,9814439000.0,9781250000.0,9843565000.0,9894916000.0,9817501000.0,9871449000.0,9600822000.0,9715144000.0,9888062000.0,9685290000.0,9694783000.0,9829311000.0,9656012000.0,9823803000.0,9863185000.0,9836091000.0
2039.0,9447004000.0,9858737000.0,9801523000.0,9804034000.0,9745391000.0,9820448000.0,9885018000.0,9789330000.0,9852423000.0,9529390000.0,9675175000.0,9869899000.0,9646721000.0,9655895000.0,9807070000.0,9618515000.0,9804973000.0,9847136000.0,9799396000.0
2040.0,9343871000.0,9836151000.0,9766179000.0,9774095000.0,9724607000.0,9786107000.0,9867548000.0,9758332000.0,9823806000.0,9470500000.0,9619717000.0,9839974000.0,9603239000.0,9626178000.0,9778763000.0,9574488000.0,9775753000.0,9831363000.0,9763184000.0
2041.0,9260459000.0,9809537000.0,9739949000.0,9731769000.0,9680045000.0,9749743000.0,9844440000.0,9720756000.0,9784943000.0,9376407000.0,9585836000.0,9823349000.0,9579528000.0,9595682000.0,9744183000.0,9533066000.0,9734533000.0,9802080000.0,9733827000.0
2042.0,9176183000.0,9783621000.0,9714633000.0,9701931000.0,9648653000.0,9724662000.0,9812547000.0,9694510000.0,9755429000.0,9269549000.0,9554876000.0,9797159000.0,9552652000.0,9560214000.0,9713040000.0,9450195000.0,9708117000.0,9770637000.0,9701023000.0
2043.0,9077033000.0,9763407000.0,9681588000.0,9676299000.0,9630391000.0,9700539000.0,9798306000.0,9662817000.0,9735535000.0,9177490000.0,9512845000.0,9774965000.0,9515702000.0,9506164000.0,9687075000.0,9385075000.0,9673596000.0,9762157000.0,9668532000.0
2044.0,8929371000.0,9752663000.0,9643905000.0,9646273000.0,9601453000.0,9676646000.0,9778146000.0,9628790000.0,9709268000.0,9085484000.0,9476408000.0,9751389000.0,9473504000.0,9451318000.0,9675532000.0,9321363000.0,9637496000.0,9722267000.0,9632101000.0
2045.0,8793669000.0,9731834000.0,9617357000.0,9618041000.0,9564607000.0,9646766000.0,9751203000.0,9596525000.0,9705345000.0,8995419000.0,9429416000.0,9721564000.0,9424900000.0,9391060000.0,9655173000.0,9254444000.0,9614679000.0,9721990000.0,9581711000.0
2046.0,8652857000.0,9712416000.0,9572760000.0,9598752000.0,9517511000.0,9619587000.0,9736812000.0,9554071000.0,9682034000.0,8889966000.0,9368839000.0,9699035000.0,9382432000.0,9329255000.0,9623300000.0,9168173000.0,9597126000.0,9712973000.0,9524997000.0
2047.0,8528394000.0,9685551000.0,9532143000.0,9553651000.0,9453221000.0,9589433000.0,9721294000.0,9519390000.0,9665516000.0,8740988000.0,9268641000.0,9674547000.0,9325672000.0,9228477000.0,9592814000.0,9061608000.0,9549114000.0,9693130000.0,9459589000.0
2048.0,8426652000.0,9659784000.0,9472583000.0,9506563000.0,9375628000.0,9549161000.0,9689801000.0,9457996000.0,9646895000.0,8614802000.0,9221392000.0,9638065000.0,9264901000.0,9147269000.0,9547439000.0,8972628000.0,9508639000.0,9678049000.0,9412854000.0
2049.0,8287997000.0,9624765000.0,9373102000.0,9457480000.0,9336208000.0,9517130000.0,9671705000.0,9412463000.0,9608523000.0,8520231000.0,9150808000.0,9593208000.0,9192357000.0,9066920000.0,9494798000.0,8878638000.0,9469334000.0,9654681000.0,9334248000.0
2050.0,8150809000.0,9577181000.0,9320541000.0,9425258000.0,9264663000.0,9486635000.0,9654241000.0,9362292000.0,9556740000.0,8423743000.0,9064531000.0,9558218000.0,9121671000.0,8931990000.0,9447992000.0,8771044000.0,9405165000.0,9621175000.0,9240097000.0
2051.0,8024000500.0,9531380000.0,9262945000.0,9347683000.0,9206553000.0,9436545000.0,9627255000.0,9322271000.0,9531198000.0,8311214600.0,8990625000.0,9504932000.0,9059714000.0,8809482000.0,9397646000.0,8687569000.0,9346337000.0,9585411000.0,9188289000.0
2052.0,7885976000.0,9488902000.0,9176563000.0,9276757000.0,9138126000.0,9374705000.0,9604862000.0,9269364000.0,9482038000.0,8206043600.0,8914835000.0,9456608000.0,9016178000.0,8689917000.0,9329995000.0,8571044400.0,9295480000.0,9562051000.0,9128902000.0
2053.0,7771066000.0,9436838000.0,9112102000.0,9212689000.0,9076822000.0,9328890000.0,9575301000.0,9223646000.0,9452835000.0,8128763400.0,8820934000.0,9401867000.0,8946928000.0,8539772400.0,9273940000.0,8497011000.0,9175514000.0,9522146000.0,9070022000.0
2054.0,7630971400.0,9377000000.0,9042555000.0,9147363000.0,9003501000.0,9258267000.0,9549067000.0,9172866000.0,9396093000.0,8068888600.0,8713822000.0,9308751000.0,8867113000.0,8446852000.0,9216759000.0,8408015400.0,9119630000.0,9482448000.0,8963208000.0
2055.0,7523414500.0,9302243000.0,8931075000.0,9116618000.0,8904339000.0,9199561000.0,9513979000.0,9117857000.0,9357992000.0,7980473300.0,8613934000.0,9255732000.0,8815411000.0,8335452700.0,9167934000.0,8311907300.0,9026115000.0,9440947000.0,8866013000.0
2056.0,7393035000.0,9210188000.0,8827145000.0,9012442000.0,8786454000.0,9142330000.0,9481232000.0,9056579000.0,9316898000.0,7879908400.0,8522454000.0,9162620000.0,8743430000.0,8216809500.0,9121633000.0,8261767000.0,8907446000.0,9391327000.0,8768566000.0
2057.0,7226361000.0,9151878000.0,8704343000.0,8940039000.0,8708992000.0,9084775000.0,9444334000.0,8992605000.0,9272429000.0,7773481000.0,8464900000.0,9054415000.0,8654054000.0,8093784000.0,9049871000.0,8203398000.0,8839085000.0,9342568000.0,8670861000.0
2058.0,7086396400.0,9041253000.0,8622762000.0,8857528000.0,8609371000.0,9022771000.0,9399241000.0,8926463000.0,9230309000.0,7679443000.0,8352021500.0,8980916000.0,8569080300.0,8027066400.0,8978767000.0,8129076700.0,8744413000.0,9277656000.0,8584667600.0
2059.0,6913902000.0,8941082000.0,8538102000.0,8804342000.0,8510578000.0,8959770000.0,9345662000.0,8881272000.0,9165702000.0,7575162000.0,8314189300.0,8918313000.0,8529563600.0,7936522000.0,8901063000.0,8072509400.0,8653892000.0,9237232000.0,8508537000.0
2060.0,6703247000.0,8832404000.0,8450742300.0,8717229000.0,8471409700.0,8903277000.0,9312093000.0,8807013000.0,9112741000.0,7484383000.0,8226834000.0,8815728000.0,8424665600.0,7829540400.0,8820272000.0,8009723000.0,8565011000.0,9203287000.0,8397818400.0
2061.0,6488296000.0,8751439000.0,8336504300.0,8655621000.0,8361261000.0,8840316000.0,9251378000.0,8762824000.0,9042744000.0,7346047500.0,8155538000.0,8708051000.0,8371532300.0,7703336000.0,8776493000.0,7915316700.0,8477952500.0,9133732000.0,8336383500.0
2062.0,6300615700.0,8696717000.0,8249501000.0,8591373000.0,8278222000.0,8772027000.0,9215092000.0,8697207000.0,8977242000.0,7244891000.0,8093576000.0,8628901000.0,8294519300.0,7573724000.0,8704916000.0,7868762000.0,8390679600.0,9053113000.0,8245171000.0
2063.0,6073203700.0,8597333000.0,8175220000.0,8510485000.0,8198270000.0,8721976000.0,9185702000.0,8649882000.0,8922824000.0,7176173000.0,8024470500.0,8486476000.0,8249958400.0,7455103500.0,8654532000.0,7767500000.0,8340798000.0,8988511000.0,8146128000.0
2064.0,5950674400.0,8517663000.0,8062699500.0,8442362000.0,8112828000.0,8649723000.0,9117272000.0,8597987000.0,8849071000.0,7091792000.0,7938810400.0,8366878000.0,8189202000.0,7343574000.0,8590153000.0,7652590000.0,8264685600.0,8943649000.0,8046194000.0
2065.0,5808786000.0,8429009400.0,8003183000.0,8392701400.0,8055392000.0,8571277300.0,9074889000.0,8502810000.0,8790542000.0,6983171000.0,7856083000.0,8253131000.0,8126861000.0,7230576000.0,8536130000.0,7595185000.0,8189111300.0,8931808000.0,7940865000.0
2066.0,5622848500.0,8342516700.0,7922170400.0,8294016000.0,7973566500.0,8504006000.0,9028528000.0,8466582000.0,8747223000.0,6834419700.0,7799409700.0,8168858600.0,8055058400.0,7137270300.0,8504210400.0,7554735000.0,8112675300.0,8897945000.0,7835188700.0
2067.0,5503318500.0,8266760000.0,7857789000.0,8227587600.0,7908052000.0,8415488000.0,8985848000.0,8417102300.0,8660044000.0,6711113000.0,7725603300.0,8073672700.0,8005504000.0,7048585700.0,8453176300.0,7477711000.0,8052970500.0,8823828000.0,7721144000.0
2068.0,5386519600.0,8178500000.0,7801764400.0,8173387000.0,7822891500.0,8362845700.0,8932606000.0,8357198000.0,8614356000.0,6597931500.0,7657112000.0,7964176400.0,7936649700.0,6933172000.0,8410731000.0,7436280300.0,7954892000.0,8758355000.0,7590463000.0
2069.0,5192589000.0,8115144000.0,7714952000.0,8107981000.0,7758709000.0,8327837000.0,8906397000.0,8284595700.0,8576186000.0,6470742000.0,7585387000.0,7867153000.0,7903263000.0,6737315000.0,8386980000.0,7381308000.0,7870329000.0,8706033000.0,7469295000.0
2070.0,5058355700.0,8037495300.0,7641929000.0,8043307500.0,7682548000.0,8272110600.0,8845837000.0,8224702500.0,8532793000.0,6389587000.0,7508982000.0,7740105700.0,7871137300.0,6632843000.0,8350201000.0,7282188000.0,7763073000.0,8665474000.0,7355510300.0
2071.0,4939343000.0,7920024000.0,7576969000.0,7967202300.0,7586305500.0,8212959700.0,8791766000.0,8171700000.0,8473504300.0,6272015000.0,7453949400.0,7670743000.0,7804851000.0,6548010500.0,8297704400.0,7170622500.0,7664068000.0,8584007700.0,7208167400.0
2072.0,4798857000.0,7815914500.0,7474192400.0,7879570400.0,7467306500.0,8157335600.0,8747583000.0,8117362700.0,8421690400.0,6171590700.0,7370956300.0,7593681400.0,7718901000.0,6418874000.0,8259723300.0,7088424000.0,7593979400.0,8553221000.0,7147863600.0
2073.0,4666126300.0,7718784000.0,7390264300.0,7817931000.0,7373545500.0,8103760000.0,8699127000.0,8057164000.0,8368037400.0,6073863000.0,7288928000.0,7478782000.0,7655646000.0,6335855600.0,8203974000.0,7021310000.0,7500145000.0,8532607500.0,7044936700.0
2074.0,4521430000.0,7608595000.0,7259875000.0,7735729700.0,7256185000.0,8055895600.0,8651928000.0,7984960000.0,8344955000.0,5904242700.0,7249455600.0,7407026700.0,7585652700.0,6203441700.0,8171572700.0,6980952000.0,7419897000.0,8460064300.0,6945180000.0
2075.0,4330931700.0,7498099000.0,7175066600.0,7648941600.0,7147932700.0,7970212000.0,8607576000.0,7926147000.0,8302122500.0,5810346000.0,7170480000.0,7318177300.0,7481938400.0,6123604000.0,8118777300.0,6918273000.0,7311954400.0,8399134700.0,6816607700.0
2076.0,4213384700.0,7366837000.0,7072113000.0,7548066000.0,7016683000.0,7920985000.0,8557687300.0,7886380000.0,8242502700.0,5656891000.0,7110419500.0,7219487000.0,7403426000.0,6007941600.0,8053072000.0,6866370000.0,7220722000.0,8350817000.0,6665492500.0
2077.0,4119718100.0,7248922000.0,6944327000.0,7459542000.0,6926269000.0,7891160600.0,8521385000.0,7821598700.0,8209361400.0,5528385500.0,7033555500.0,7107819000.0,7346625000.0,5912516000.0,8020972000.0,6821043700.0,7098171000.0,8308181500.0,6527836000.0
2078.0,4001038000.0,7117286000.0,6870930000.0,7417306600.0,6816968700.0,7840453000.0,8463622000.0,7749490000.0,8168345600.0,5438159400.0,6964031500.0,6978853400.0,7322674700.0,5800657400.0,7930523600.0,6757340000.0,6998698500.0,8214711300.0,6423775700.0
2079.0,3834547700.0,7035477000.0,6730838000.0,7356568000.0,6674306000.0,7810802700.0,8431418000.0,7728654000.0,8099457000.0,5327572500.0,6928377000.0,6888095000.0,7244294000.0,5620257300.0,7885859000.0,6725882000.0,6869121000.0,8164475400.0,6251855000.0
2080.0,3752715000.0,6874722000.0,6671528400.0,7270702000.0,6546621400.0,7741884400.0,8376804000.0,7655866000.0,8071299600.0,5201601500.0,6884901400.0,6722893300.0,7175142400.0,5542062000.0,7802033000.0,6707846000.0,6757158400.0,8107646000.0,6072098000.0
2081.0,3581130000.0,6724062000.0,6576827400.0,7217392600.0,6400287000.0,7671770000.0,8345342500.0,7600334300.0,8006169600.0,5087660500.0,6804573000.0,6652349400.0,7098359000.0,5452329500.0,7756551700.0,6652078000.0,6661780500.0,8059383000.0,5917853700.0
2082.0,3453783000.0,6598422500.0,6453596000.0,7166027000.0,6315090000.0,7627766300.0,8287801000.0,7532478500.0,7967435300.0,4967758300.0,6728411000.0,6580941000.0,7008160300.0,5349437400.0,7649463000.0,6610203000.0,6455356000.0,8011948000.0,5754868700.0
2083.0,3352111000.0,6454830600.0,6326250500.0,7073704000.0,6180657000.0,7550720500.0,8230714400.0,7440883000.0,7903806500.0,4844731000.0,6655732000.0,6490305500.0,6971569000.0,5267856400.0,7566838300.0,6577345500.0,6316328000.0,7969569000.0,5600102000.0
2084.0,3190122000.0,6281356000.0,6266369500.0,7008200700.0,6088662500.0,7475240000.0,8206252000.0,7369770500.0,7809586700.0,4740703700.0,6572306000.0,6375428600.0,6924155400.0,5160404500.0,7501921000.0,6539936300.0,6123487000.0,7896144000.0,5479531500.0
2085.0,3015033900.0,6144784000.0,6154133500.0,6921920000.0,6000204000.0,7394264600.0,8126916000.0,7283944000.0,7747568000.0,4598258700.0,6498884600.0,6314470000.0,6857611300.0,5096951000.0,7433980400.0,6489535500.0,5974437400.0,7824400400.0,5339190000.0
2086.0,2777117400.0,6015219700.0,6080875500.0,6829202000.0,5885073400.0,7315069400.0,8070463000.0,7227834000.0,7666186000.0,4509298000.0,6422754300.0,6210238500.0,6812889000.0,4999643600.0,7352232000.0,6424788000.0,5817866000.0,7744744000.0,5223322000.0
2087.0,2627091500.0,5876551000.0,5978816500.0,6740991000.0,5764025000.0,7258974000.0,8020381700.0,7187215400.0,7636987400.0,4383069700.0,6346183000.0,6150616600.0,6706321400.0,4948825000.0,7295366000.0,6378216400.0,5664371700.0,7701990000.0,5090118000.0
2088.0,2475449600.0,5748045300.0,5911363600.0,6658279400.0,5656820700.0,7194931700.0,7958599000.0,7112900600.0,7590686000.0,4279967000.0,6284869000.0,6080888300.0,6628975600.0,4876626400.0,7240936400.0,6325923000.0,5502544000.0,7612071000.0,5011363300.0
2089.0,2317603300.0,5634895000.0,5842237000.0,6618932000.0,5568391700.0,7095353000.0,7895002600.0,7049657300.0,7547560000.0,4163799000.0,6183618000.0,5999523300.0,6555147300.0,4794353700.0,7155017700.0,6258327000.0,5339190300.0,7550726700.0,4872014300.0
2090.0,2137977300.0,5504660500.0,5765541000.0,6587727400.0,5433515000.0,7036203500.0,7818619400.0,6989090000.0,7499962000.0,4099621600.0,6106194400.0,5922050000.0,6493286400.0,4745623600.0,7063671000.0,6186279000.0,5194021000.0,7466456000.0,4751319000.0
2091.0,2020494600.0,5392107500.0,5650830300.0,6508870700.0,5303074000.0,6927592000.0,7746989600.0,6936495600.0,7451431000.0,3957772000.0,6014824000.0,5831786000.0,6429995000.0,4680263000.0,6978915300.0,6127577000.0,5078288000.0,7409168000.0,4629119000.0
2092.0,1898601500.0,5294306300.0,5561940000.0,6430394000.0,5209072000.0,6841288000.0,7703247000.0,6844731400.0,7398667000.0,3842920000.0,5926967000.0,5732369400.0,6362086400.0,4598485500.0,6870076000.0,6036806000.0,4914812000.0,7340529700.0,4501889500.0
2093.0,1781272000.0,5194476500.0,5447273000.0,6355292000.0,5140319700.0,6768580600.0,7627110400.0,6807909400.0,7321646000.0,3714225700.0,5886779400.0,5640598500.0,6302520000.0,4520029000.0,6768697300.0,5995637000.0,4805279000.0,7254179300.0,4405393400.0
2094.0,1685623200.0,5123931600.0,5349871000.0,6297813000.0,5047893500.0,6709047000.0,7566422500.0,6749860000.0,7235708000.0,3644674300.0,5797960700.0,5503796000.0,6241297400.0,4460864500.0,6678458400.0,5937086500.0,4667626500.0,7177275400.0,4322585000.0
2095.0,1538767000.0,5007454700.0,5254834700.0,6219182000.0,4960645000.0,6603142000.0,7508807000.0,6693941000.0,7196306000.0,3515116500.0,5682243000.0,5372161500.0,6176389000.0,4430484000.0,6570047500.0,5879958000.0,4513445000.0,7089744400.0,4215056100.0
2096.0,1457405200.0,4932589000.0,5161551400.0,6189489700.0,4836844500.0,6536886000.0,7424627000.0,6609139700.0,7147696000.0,3391104000.0,5601520600.0,5277533000.0,6115433000.0,4349640700.0,6497838000.0,5832662000.0,4373007400.0,6939592700.0,4099056600.0
2097.0,1372672800.0,4819272700.0,5068780500.0,6126276600.0,4732986000.0,6454307000.0,7365324000.0,6577181700.0,7077288400.0,3314950100.0,5528362000.0,5211534000.0,6044032500.0,4308055000.0,6406298600.0,5797994000.0,4284677000.0,6862024000.0,3998672400.0
