time,MRI-ESM2-0,GFDL-ESM4,CESM2,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,CESM2-WACCM,CAMS-CSM1-0,NORESM2-MM,INM-CM5-0,INM-CM4-8,EC-EARTH3-VEG,EC-EARTH3
2010.0,2079213300.0,2079213300.0,2079213300.0,2079213300.0,2079213300.0,2079213300.0,2079213300.0,2079213300.0,2079213300.0,2079213300.0,2079213300.0,2079213300.0,2079213300.0
2011.0,2093350400.0,2093350400.0,2093350400.0,2093350400.0,2093350400.0,2093350400.0,2093350400.0,2093350400.0,2093350400.0,2093350400.0,2093350400.0,2093350400.0,2093350400.0
2012.0,2058399700.0,2058399700.0,2058399700.0,2058399700.0,2058399700.0,2058399700.0,2058399700.0,2058399700.0,2058399700.0,2058399700.0,2058399700.0,2058399700.0,2058399700.0
2013.0,2049174800.0,2049174800.0,2049174800.0,2049174800.0,2049174800.0,2049174800.0,2049174800.0,2049174800.0,2049174800.0,2049174800.0,2049174800.0,2049174800.0,2049174800.0
2014.0,2051196900.0,2051196900.0,2051196900.0,2051196900.0,2051196900.0,2051196900.0,2051196900.0,2051196900.0,2051196900.0,2051196900.0,2051196900.0,2051196900.0,2051196900.0
2015.0,2065916300.0,2065916300.0,2065916300.0,2065916300.0,2065916300.0,2065916300.0,2065916300.0,2065916300.0,2065916300.0,2065916300.0,2065916300.0,2065916300.0,2065916300.0
2016.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0
2017.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0
2018.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0
2019.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0
2020.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0
2021.0,1933345700.0,1914081200.0,1923760800.0,1913919500.0,1921140100.0,1898581900.0,1896690400.0,1918607600.0,1924351600.0,1933941900.0,1932000600.0,1958702500.0,1911149400.0
2022.0,1912113500.0,1887886000.0,1897246000.0,1886904300.0,1903192800.0,1908173700.0,1874493000.0,1910255600.0,1914968800.0,1938426500.0,1896957200.0,1909613300.0,1879157100.0
2023.0,1871974100.0,1874391200.0,1878555600.0,1857441200.0,1868274000.0,1919808000.0,1852995200.0,1892542200.0,1879988700.0,1887867900.0,2186599000.0,1874278400.0,1854783700.0
2024.0,1820004000.0,1836468000.0,1823371600.0,1821818800.0,1823333200.0,1847582600.0,1883681800.0,1842323100.0,1833253800.0,1858778200.0,1965110400.0,1841002100.0,1812452000.0
2025.0,1782215300.0,1813813900.0,1811411300.0,1815696800.0,1788015400.0,1789419900.0,1811265800.0,1863744500.0,1812300400.0,1837878000.0,1927111700.0,1835507000.0,1776361100.0
2026.0,1721835000.0,1818816300.0,1766000500.0,1803836500.0,1793890300.0,1824003800.0,1777467000.0,1831110900.0,1764420700.0,1787970200.0,1873347800.0,1817902500.0,1752001700.0
2027.0,1673019900.0,1813895200.0,1704397000.0,1760524900.0,1727976400.0,1736192300.0,1730349700.0,1783935900.0,1732570200.0,1738591200.0,1838592800.0,1788234000.0,1717958900.0
2028.0,1642242600.0,1755659800.0,1663811300.0,1686999900.0,1702379100.0,1698942600.0,1698674600.0,1742469100.0,1664587600.0,1822654600.0,1801334500.0,1743499100.0,1657260500.0
2029.0,1631165300.0,1726513800.0,1605787300.0,1640425100.0,1670149200.0,1850979300.0,1688309900.0,1755397800.0,1607686900.0,1690723500.0,1768405600.0,1732301000.0,1609495700.0
2030.0,1568110700.0,1696719900.0,1566625900.0,1577403800.0,1634890600.0,1761633400.0,1646560400.0,1692370000.0,1607590000.0,1639444200.0,1744512300.0,1696814800.0,1546613000.0
2031.0,1524464300.0,1702950400.0,1528414600.0,1546887000.0,1571357400.0,1618014600.0,1578858800.0,1835393400.0,1548580700.0,1609061200.0,1718882400.0,1670754800.0,1481249500.0
2032.0,1474247200.0,1639244400.0,1610679000.0,1562261600.0,1518607400.0,1574059000.0,1535673900.0,1742049500.0,1509102500.0,1535870200.0,1681354100.0,1625366400.0,1394582000.0
2033.0,1425764100.0,1613542800.0,1485661600.0,1451322600.0,1490975900.0,1518852100.0,1607886000.0,1648652800.0,1453764900.0,1488235800.0,1641700100.0,1573146100.0,1301739400.0
2034.0,1367772300.0,1585126700.0,1443790500.0,1398353400.0,1686208100.0,1472178700.0,1477898500.0,1618858500.0,1405119000.0,1446772900.0,1624187100.0,1546425200.0,1218530400.0
2035.0,1328387300.0,1551663500.0,1355601800.0,1360914000.0,1474555400.0,1425171000.0,1442992300.0,1577125900.0,1355064600.0,1414233600.0,1547479700.0,1525813900.0,1149741400.0
2036.0,1271440600.0,1514576500.0,1294645200.0,1317109200.0,1406386700.0,1408245400.0,1369985500.0,1519382100.0,1293231600.0,1354465000.0,1548958700.0,1493042000.0,1084398600.0
2037.0,1220478800.0,1499797600.0,1252871400.0,1327818200.0,1378554500.0,1363281200.0,1317101600.0,1519593200.0,1236161200.0,1321638900.0,1472965400.0,1428922000.0,1032433500.0
2038.0,1178768400.0,1466491400.0,1227750800.0,1254649100.0,1328456000.0,1332268500.0,1263559600.0,1485878900.0,1173393300.0,1255093800.0,1456015600.0,1347056900.0,970406600.0
2039.0,1122936800.0,1417796000.0,1191639900.0,1215902500.0,1232700200.0,1331923000.0,1373834000.0,1509021800.0,1175248100.0,1228892700.0,1421670400.0,1291473800.0,927917950.0
2040.0,1081888300.0,1383614200.0,1154327800.0,1230129300.0,1190371600.0,1513703700.0,1211932300.0,1494733600.0,1116780000.0,1166374100.0,1375029200.0,1258841200.0,886178500.0
2041.0,1025785400.0,1332177200.0,1105914400.0,1177830400.0,1128377000.0,1312753900.0,1207988900.0,1451027600.0,1088268000.0,1130789100.0,1336711800.0,1216385500.0,834162900.0
2042.0,979086340.0,1309221200.0,1117425500.0,1136902100.0,1092352800.0,1238833200.0,1170507800.0,1407009500.0,1025051460.0,1089541200.0,1315902300.0,1277417300.0,818170050.0
2043.0,933749200.0,1280864000.0,1064218560.0,1108571100.0,1052767400.0,1215404800.0,1154639600.0,1417719400.0,988398400.0,1044174660.0,1262154500.0,1149989400.0,782910460.0
2044.0,898288640.0,1232878100.0,1004575700.0,1071136000.0,1015752450.0,1185677300.0,1116716700.0,1429314000.0,963909700.0,967946560.0,1212054800.0,1396196000.0,733396400.0
2045.0,882009300.0,1224242300.0,999027650.0,1045444740.0,953365250.0,1164134800.0,1083821200.0,1408125700.0,923505000.0,935904830.0,1179522000.0,1166706000.0,677299400.0
2046.0,852849400.0,1191318700.0,959649700.0,1011125900.0,904135000.0,1142329000.0,1052087000.0,1369762800.0,883980100.0,889982900.0,1132821600.0,1083756000.0,639315100.0
2047.0,833990400.0,1168684200.0,896676600.0,959699260.0,863665900.0,1112179300.0,1017955100.0,1331620100.0,847643300.0,898402370.0,1116583700.0,1060465800.0,608204600.0
2048.0,801318000.0,1140011000.0,830639360.0,918586800.0,837260740.0,1078108400.0,992075200.0,1303673100.0,802445600.0,840309800.0,1088174700.0,1015290560.0,579037250.0
2049.0,755993200.0,1101143400.0,791001600.0,892112000.0,845184640.0,1090170800.0,958539970.0,1283082800.0,777183100.0,837264450.0,1036692200.0,975127200.0,553879600.0
2050.0,732980100.0,1078478000.0,751529700.0,856520700.0,784105540.0,1027395000.0,931667460.0,1266764700.0,752375900.0,840013950.0,1004191170.0,948133800.0,547774300.0
2051.0,695247740.0,1050317760.0,720489900.0,829915700.0,741760200.0,983115300.0,901071900.0,1231680600.0,730795840.0,792088200.0,976309060.0,929770000.0,527418020.0
2052.0,687415740.0,1029525700.0,741029400.0,800814900.0,700496450.0,955026500.0,890256300.0,1224179800.0,698137100.0,770128400.0,945842600.0,885994900.0,485373470.0
2053.0,652701060.0,973762500.0,674967700.0,786870800.0,670288000.0,916558700.0,848354200.0,1200472400.0,648583230.0,724068860.0,911995100.0,859813800.0,461344770.0
2054.0,633246300.0,952674000.0,624483700.0,770140860.0,613707840.0,895214800.0,824590800.0,1185408800.0,616277250.0,691015600.0,888882240.0,838207170.0,438107740.0
2055.0,766435000.0,921812700.0,597628400.0,755062600.0,594872000.0,871695170.0,790311100.0,1432061300.0,585395700.0,655824830.0,862646340.0,814762900.0,404054400.0
2056.0,629736600.0,897075300.0,573990660.0,717912450.0,567308000.0,844354900.0,760073200.0,1168678400.0,549725800.0,621613250.0,860127940.0,767352100.0,391178400.0
2057.0,588061630.0,853641800.0,547284900.0,693210560.0,537960900.0,935265000.0,720574300.0,1151980900.0,519374620.0,593872900.0,812004100.0,740718100.0,372323520.0
2058.0,557391900.0,834082750.0,554863040.0,681709400.0,511125440.0,821596740.0,703169700.0,1129267600.0,502073440.0,587316740.0,776188700.0,708413500.0,345023460.0
2059.0,548470700.0,809235200.0,500770100.0,654641300.0,495183070.0,797315460.0,694467000.0,1109923000.0,461552200.0,562171600.0,738263200.0,675876500.0,329874240.0
2060.0,517090300.0,786099200.0,483237250.0,636018700.0,469448830.0,779124200.0,657156800.0,1092369300.0,457109000.0,527191330.0,717174900.0,648603200.0,313071800.0
2061.0,502580800.0,771797440.0,464476540.0,618396900.0,431531600.0,880546300.0,638454100.0,1074716000.0,435949500.0,493539140.0,681386050.0,629781950.0,293574000.0
2062.0,485225150.0,743161300.0,442116500.0,598350400.0,408315620.0,747821800.0,609289540.0,1046603260.0,409222560.0,477631650.0,655009000.0,592029760.0,302401200.0
2063.0,488907070.0,718506400.0,416475940.0,573202940.0,381066560.0,703080700.0,578557500.0,1035247360.0,384522560.0,454204600.0,617462140.0,562810300.0,269444640.0
2064.0,461109220.0,695437000.0,410579550.0,552000100.0,360025400.0,661138900.0,544973300.0,996880060.0,371239360.0,443408350.0,594882200.0,518225660.0,258580560.0
2065.0,449455870.0,667958600.0,373065500.0,525776770.0,347657900.0,638374100.0,517411230.0,966549440.0,345511170.0,428293900.0,649346050.0,493418140.0,239163630.0
2066.0,438373540.0,672340300.0,354290560.0,517693950.0,332086370.0,698536300.0,502293600.0,929772700.0,325515260.0,428521340.0,573257860.0,462330850.0,254151260.0
2067.0,423333860.0,632287040.0,340636100.0,501770780.0,332977100.0,592111550.0,478483500.0,976766000.0,310124600.0,407308030.0,539779140.0,439873800.0,215763840.0
2068.0,416012300.0,599668030.0,394943500.0,470128420.0,310664260.0,573511900.0,452273440.0,909443900.0,290468540.0,393627800.0,506829150.0,410220350.0,208621550.0
2069.0,400214340.0,572367200.0,323153280.0,445966050.0,292189380.0,555391300.0,437452580.0,905159100.0,276883700.0,382792100.0,485418900.0,370246240.0,198756930.0
2070.0,385577300.0,540292600.0,310345180.0,427024260.0,280629800.0,541693000.0,415122080.0,876456600.0,263376540.0,362410530.0,453385150.0,351680500.0,185318580.0
2071.0,372775520.0,515872700.0,334354620.0,416249900.0,268588860.0,530537200.0,395825380.0,846527940.0,245217460.0,347863700.0,434608300.0,325737860.0,173729360.0
2072.0,359175550.0,550095700.0,289500700.0,397023200.0,248234700.0,509414700.0,393313800.0,831705540.0,225433760.0,333995100.0,410760830.0,308657760.0,162840900.0
2073.0,348731140.0,484484450.0,277648030.0,385779600.0,234131800.0,506934850.0,375140060.0,788604000.0,216863140.0,320420130.0,388700220.0,290774050.0,158010720.0
2074.0,347008000.0,450547360.0,251378050.0,373018020.0,223528910.0,458190270.0,358509440.0,797059200.0,205279090.0,308467140.0,383746700.0,281509150.0,148965420.0
2075.0,335650000.0,428894660.0,240073150.0,359116800.0,209774600.0,438509600.0,344679200.0,771793150.0,194592290.0,307402340.0,353971780.0,274687900.0,135906900.0
2076.0,328129380.0,416369300.0,412046800.0,353555000.0,198848210.0,420679650.0,329767680.0,743598850.0,186718510.0,293325950.0,351626600.0,259976580.0,131356856.0
2077.0,324848060.0,411257250.0,234578720.0,332918800.0,193086380.0,409631780.0,316537400.0,714063940.0,179656000.0,305543360.0,324063230.0,242650260.0,125709730.0
2078.0,307754270.0,397944350.0,222899630.0,318056860.0,183282540.0,396376300.0,302764960.0,688319100.0,170526900.0,280340160.0,311671200.0,218197250.0,118182250.0
2079.0,296358720.0,387895700.0,216468690.0,309560200.0,175034880.0,458941220.0,292836450.0,646623550.0,168789600.0,265786300.0,315471550.0,203124110.0,112467480.0
2080.0,287886600.0,366227140.0,213371680.0,296812640.0,159133100.0,379549250.0,274380740.0,634345700.0,156288000.0,259699950.0,297727600.0,194079170.0,96548290.0
2081.0,295622750.0,356131650.0,205441500.0,289184770.0,152580460.0,373574370.0,266576030.0,616965800.0,153110690.0,249584980.0,282037200.0,175823680.0,92496510.0
2082.0,291918080.0,343814460.0,201711730.0,278846800.0,141283980.0,366777600.0,240996020.0,592162300.0,148560200.0,240113020.0,282400260.0,169787020.0,87201710.0
2083.0,274271260.0,330682300.0,194180370.0,280082240.0,131478380.0,349098940.0,226115900.0,571609700.0,140044830.0,230833680.0,265807220.0,161420820.0,81198000.0
2084.0,263313760.0,319776600.0,187979780.0,264263150.0,123014536.0,333619400.0,217096430.0,555901400.0,133884520.0,211516700.0,257756240.0,154624160.0,95123990.0
2085.0,247810600.0,307785900.0,184113900.0,252598020.0,112040550.0,337816600.0,204246900.0,550340540.0,127519880.0,200268750.0,248320240.0,151836460.0,72835350.0
2086.0,243849710.0,294715600.0,165768860.0,243190780.0,102329400.0,315120320.0,192533650.0,527113400.0,121005660.0,198989920.0,239877220.0,134010860.0,69582230.0
2087.0,232372030.0,286234240.0,162733550.0,231686720.0,87796060.0,298245900.0,184538540.0,507774700.0,110943820.0,194732860.0,235842290.0,124899144.0,65650384.0
2088.0,221736020.0,280260500.0,163569950.0,226188160.0,86111320.0,279465340.0,178951890.0,470893220.0,100308790.0,188463360.0,231338660.0,120251250.0,64150916.0
2089.0,213940180.0,272267800.0,155696420.0,214415860.0,82947020.0,270746500.0,170071280.0,460172640.0,98672936.0,172680560.0,212058420.0,113094570.0,85496650.0
2090.0,205357710.0,265413300.0,153583570.0,204307760.0,80760900.0,264684830.0,166958270.0,445730200.0,96121680.0,164941950.0,205403500.0,96529930.0,62635210.0
2091.0,201258200.0,256899900.0,149528450.0,200101620.0,75229830.0,254383780.0,157245070.0,428271600.0,87823850.0,150197420.0,198576200.0,92359930.0,61576636.0
2092.0,193208590.0,245159020.0,140797980.0,191887520.0,74970650.0,255480300.0,147246910.0,413447140.0,88370980.0,140066910.0,184799250.0,89018870.0,60468116.0
2093.0,182071420.0,239563630.0,136980260.0,191999150.0,69374730.0,231002300.0,129849760.0,405203000.0,83084230.0,137561040.0,172777170.0,83683950.0,65413252.0
2094.0,245087120.0,225581870.0,117606180.0,184807630.0,62309692.0,221305780.0,121393800.0,392033950.0,79185590.0,131395690.0,166761570.0,71651360.0,50080350.0
2095.0,177366130.0,212341170.0,110535030.0,180656860.0,53788716.0,206614930.0,113466024.0,383084600.0,78558800.0,115312450.0,164385230.0,67822200.0,49070384.0
2096.0,170011900.0,198057090.0,104451780.0,177431760.0,48727010.0,198483520.0,99347336.0,368630600.0,74758980.0,109702264.0,158169360.0,63997460.0,46706290.0
2097.0,163461390.0,196174910.0,101724540.0,171484800.0,44567030.0,192672350.0,96676640.0,347810200.0,71585680.0,101814870.0,152422100.0,61628396.0,37113664.0
2098.0,158141040.0,190272350.0,100590824.0,173109840.0,44064940.0,195367570.0,87164750.0,332682430.0,68438560.0,99126530.0,145148690.0,52510884.0,36125090.0
2099.0,152637810.0,182845250.0,88498264.0,165037100.0,40615324.0,200072340.0,79239210.0,330604830.0,62355496.0,94956056.0,138407660.0,46003788.0,36056184.0
2100.0,145100960.0,175851440.0,81444800.0,147754180.0,37122064.0,184807040.0,67854200.0,332840100.0,59197092.0,88239210.0,125242930.0,40176676.0,35793280.0
