time,GFDL-ESM4,MRI-ESM2-0,CESM2,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,IPSL-CM6A-LR,CESM2-WACCM,CAMS-CSM1-0,NORESM2-MM,INM-CM5-0,INM-CM4-8,EC-EARTH3-VEG,CANESM5,EC-EARTH3,ACCESS-CM2,ACCESS-ESM1-5
2012.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0
2013.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0
2014.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0
2015.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0
2016.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0
2017.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0
2018.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0
2019.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0
2020.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0
2021.0,28263776000.0,28324490000.0,28535198000.0,28240140000.0,28391584000.0,28456874000.0,28326447000.0,28287287000.0,28334520000.0,28290150000.0,28255402000.0,28258220000.0,28251107000.0,28314050000.0,28276576000.0,28264989000.0,28300315000.0
2022.0,28258347000.0,28210096000.0,28180280000.0,28219824000.0,28241842000.0,28511748000.0,28175708000.0,28424456000.0,28202955000.0,28164241000.0,28167293000.0,28160481000.0,28227109000.0,28189843000.0,28126610000.0,28210983000.0,28196235000.0
2023.0,28131744000.0,28070050000.0,28195908000.0,28040288000.0,28080691000.0,28243673000.0,28263694000.0,28088508000.0,28256594000.0,28049158000.0,28085619000.0,28205570000.0,28044782000.0,28057903000.0,28044042000.0,28033835000.0,28078170000.0
2024.0,27992801000.0,27992084000.0,27764302000.0,27891732000.0,27885859000.0,28217539000.0,28025774000.0,27892808000.0,28200094000.0,27917160000.0,27904506000.0,27978869000.0,27906560000.0,28041509000.0,27986596000.0,27918550000.0,28015300000.0
2025.0,28123136000.0,27835154000.0,27716315000.0,27728374000.0,27759480000.0,28043753000.0,27912696000.0,27980330000.0,27958508000.0,27808686000.0,27743857000.0,27855483000.0,27839676000.0,27900662000.0,27781360000.0,27791845000.0,27813837000.0
2026.0,28081605000.0,27689312000.0,27747473000.0,27785419000.0,27614216000.0,27870145000.0,27654609000.0,27699575000.0,27780116000.0,28030994000.0,27740174000.0,27887610000.0,27717120000.0,27811373000.0,27651180000.0,27539427000.0,27881185000.0
2027.0,27792447000.0,27550160000.0,27449213000.0,27530371000.0,27476287000.0,27741805000.0,27573445000.0,27722170000.0,27706325000.0,27529036000.0,27553767000.0,27645743000.0,27655686000.0,27686523000.0,27539655000.0,27336796000.0,27659444000.0
2028.0,27653740000.0,27430770000.0,27234701000.0,27340896000.0,27294380000.0,27614351000.0,27354874000.0,27438373000.0,27571192000.0,27356613000.0,27537633000.0,27590957000.0,27313588000.0,27486212000.0,27675972000.0,27098845000.0,27578583000.0
2029.0,27478817000.0,27272415000.0,27408724000.0,27234603000.0,27145705000.0,27483585000.0,27236882000.0,27255267000.0,27393688000.0,27164322000.0,27284290000.0,27485817000.0,27141170000.0,27377365000.0,27270218000.0,27087626000.0,27381674000.0
2030.0,27388885000.0,27179680000.0,26902032000.0,27067316000.0,26950314000.0,27315452000.0,27092912000.0,27098841000.0,27310125000.0,26975169000.0,27164727000.0,27236078000.0,27058600000.0,27287271000.0,27046185000.0,26808093000.0,27226558000.0
2031.0,27267596000.0,26999036000.0,26578130000.0,26884016000.0,26715736000.0,27184097000.0,26915826000.0,26970431000.0,27306725000.0,26785477000.0,27021036000.0,27093144000.0,26860947000.0,27087930000.0,27049394000.0,26556572000.0,27101030000.0
2032.0,27198430000.0,26860923000.0,26367120000.0,26702980000.0,26586073000.0,27008970000.0,26708222000.0,26796780000.0,27052503000.0,26897203000.0,26958864000.0,26895380000.0,27054789000.0,26912717000.0,26920411000.0,26393027000.0,27271084000.0
2033.0,27042218000.0,26658435000.0,26156012000.0,26490320000.0,26416600000.0,26849001000.0,26434226000.0,26622405000.0,26919918000.0,26434984000.0,26736070000.0,26720346000.0,26616992000.0,26603244000.0,26833060000.0,26301264000.0,27144358000.0
2034.0,27120474000.0,26510645000.0,25885585000.0,26246904000.0,26167427000.0,26635205000.0,26139304000.0,26637630000.0,26799596000.0,26290883000.0,26545656000.0,26595148000.0,26532411000.0,26410803000.0,26506478000.0,25974936000.0,26879906000.0
2035.0,26830730000.0,26266794000.0,25655830000.0,25988033000.0,25873498000.0,26426880000.0,25927277000.0,26263308000.0,26809088000.0,26143592000.0,26332297000.0,26553178000.0,26264381000.0,26148833000.0,26245272000.0,25735182000.0,26682405000.0
2036.0,26603661000.0,26151450000.0,25397480000.0,25846616000.0,25584870000.0,26610514000.0,25710973000.0,26018886000.0,26578704000.0,25921761000.0,26216921000.0,26330431000.0,26051543000.0,26004853000.0,25998590000.0,25460574000.0,26650675000.0
2037.0,26470517000.0,26118892000.0,25140190000.0,25642058000.0,25516319000.0,26132447000.0,25460605000.0,25788215000.0,26443990000.0,25781008000.0,26155991000.0,26185312000.0,25878536000.0,25822984000.0,25850358000.0,25299198000.0,26482485000.0
2038.0,26285523000.0,25886802000.0,25002822000.0,25468780000.0,25186470000.0,26054120000.0,25180236000.0,25549576000.0,26244899000.0,25632496000.0,26020670000.0,26007388000.0,25795930000.0,25628720000.0,25702017000.0,24979796000.0,26286002000.0
2039.0,26120240000.0,25814174000.0,24714949000.0,25334014000.0,24947003000.0,25937992000.0,24937886000.0,25390715000.0,26113565000.0,25392820000.0,25786868000.0,25871526000.0,25587300000.0,25444805000.0,25532684000.0,24768115000.0,26206374000.0
2040.0,26003835000.0,25810715000.0,24498827000.0,25088246000.0,24775180000.0,25743933000.0,24705413000.0,25198242000.0,25962990000.0,25108908000.0,25740683000.0,25767533000.0,25413290000.0,25182945000.0,25553187000.0,24583326000.0,25991422000.0
2041.0,25918347000.0,25510220000.0,24273816000.0,25155475000.0,24513819000.0,25673118000.0,24525300000.0,25023685000.0,25818270000.0,25320990000.0,25609523000.0,25574013000.0,25228863000.0,25002375000.0,25207282000.0,24423230000.0,25907603000.0
2042.0,25832124000.0,25381124000.0,23992044000.0,24838924000.0,24788822000.0,25430518000.0,24288055000.0,24802546000.0,25627103000.0,24994042000.0,25509534000.0,25435906000.0,25100663000.0,24808989000.0,24994318000.0,24170027000.0,25745187000.0
2043.0,25673697000.0,25218527000.0,23855987000.0,24629244000.0,24404021000.0,25336222000.0,24020339000.0,24536470000.0,25713035000.0,24654746000.0,25332697000.0,25321097000.0,25015695000.0,24786809000.0,25082782000.0,23990223000.0,25683767000.0
2044.0,25563390000.0,25120016000.0,23645575000.0,24470966000.0,24102674000.0,25187025000.0,23889353000.0,24353500000.0,25439058000.0,24656114000.0,25350742000.0,25182958000.0,24789524000.0,24467364000.0,24864920000.0,23747418000.0,25475795000.0
2045.0,25397287000.0,25054430000.0,23685320000.0,24325143000.0,23884510000.0,25113324000.0,23765137000.0,24192618000.0,25781320000.0,24372333000.0,25242430000.0,25054317000.0,24616808000.0,24142168000.0,24680626000.0,23584657000.0,25327362000.0
2046.0,25280637000.0,24872155000.0,23300067000.0,24081545000.0,23644862000.0,25348272000.0,23576041000.0,23972880000.0,25378960000.0,24181359000.0,25033691000.0,25156380000.0,24420956000.0,23988802000.0,24550316000.0,23286014000.0,26016660000.0
2047.0,25146403000.0,24741112000.0,23022348000.0,23908850000.0,23528034000.0,25192161000.0,23353414000.0,23947074000.0,25144963000.0,24198492000.0,24878040000.0,24851313000.0,24246837000.0,23660747000.0,24408713000.0,23124492000.0,25203012000.0
2048.0,25018782000.0,24542261000.0,22806465000.0,23823727000.0,23228074000.0,24814565000.0,23248775000.0,23697158000.0,25096516000.0,24317168000.0,24732613000.0,24767912000.0,24006724000.0,23505457000.0,24148804000.0,22894133000.0,25060864000.0
2049.0,24897626000.0,24725289000.0,22596182000.0,23496450000.0,22908800000.0,24676235000.0,22972975000.0,23567553000.0,24829348000.0,23710378000.0,24574362000.0,24679604000.0,23826860000.0,23336153000.0,23901026000.0,22666838000.0,24908454000.0
2050.0,24937515000.0,24306958000.0,22376253000.0,23345949000.0,22769627000.0,24656048000.0,22727220000.0,23314788000.0,24796285000.0,23515638000.0,24446603000.0,24585701000.0,23838507000.0,23224164000.0,23975870000.0,22408923000.0,24806870000.0
2051.0,24672948000.0,24305670000.0,22249595000.0,23298894000.0,22545734000.0,24470882000.0,22642104000.0,23112718000.0,24692103000.0,23769242000.0,24341262000.0,24447541000.0,23507384000.0,22945575000.0,23969888000.0,22239250000.0,24750752000.0
2052.0,24538501000.0,24067453000.0,21964410000.0,23200390000.0,22413066000.0,24263303000.0,22424500000.0,23071260000.0,24570388000.0,23226034000.0,24306848000.0,24321782000.0,23380224000.0,22800515000.0,23599854000.0,22061533000.0,24480586000.0
2053.0,24369850000.0,23926880000.0,21730191000.0,22985353000.0,22117560000.0,24283230000.0,22328218000.0,22832070000.0,24503036000.0,23162208000.0,24199560000.0,24357691000.0,23212450000.0,22584390000.0,23419486000.0,21869961000.0,24357840000.0
2054.0,24285895000.0,23778560000.0,21525666000.0,23148528000.0,21929267000.0,24062100000.0,22304723000.0,22576605000.0,24328380000.0,23085605000.0,24218057000.0,24226816000.0,23060353000.0,22488678000.0,23274664000.0,21670640000.0,24718367000.0
2055.0,24151601000.0,23695320000.0,21321904000.0,22694693000.0,21759836000.0,24024566000.0,22560465000.0,22666560000.0,25123308000.0,22884596000.0,24123191000.0,24089061000.0,22900154000.0,22263065000.0,23082580000.0,21471724000.0,24496206000.0
2056.0,24144957000.0,23570786000.0,21134797000.0,22484111000.0,21547150000.0,24162677000.0,22251155000.0,22195680000.0,24312690000.0,23774580000.0,24240308000.0,24022964000.0,22712330000.0,22098438000.0,23137462000.0,21295344000.0,24241943000.0
2057.0,24054467000.0,23451146000.0,21038268000.0,22690132000.0,21384378000.0,24022270000.0,21999740000.0,21887090000.0,24331882000.0,22780824000.0,23859360000.0,23874976000.0,22671155000.0,21860516000.0,22947650000.0,21054149000.0,24051603000.0
2058.0,23854832000.0,23324367000.0,20922374000.0,22250449000.0,21148183000.0,23918510000.0,21877811000.0,21700428000.0,24018485000.0,22505038000.0,23819680000.0,23882625000.0,22381595000.0,21678051000.0,22668605000.0,20909912000.0,23947078000.0
2059.0,23854926000.0,23209300000.0,20676977000.0,22860034000.0,20985856000.0,23770335000.0,21698484000.0,21525275000.0,23926272000.0,22335685000.0,23726674000.0,23725548000.0,22256738000.0,21481914000.0,22557210000.0,20634964000.0,23750530000.0
2060.0,23757173000.0,23525632000.0,20531003000.0,22081210000.0,20833825000.0,23964832000.0,21669685000.0,21395606000.0,23883997000.0,22300680000.0,23607034000.0,23581972000.0,22229737000.0,21333797000.0,22454620000.0,20423741000.0,23585825000.0
2061.0,23665426000.0,23122794000.0,20356129000.0,21821727000.0,20611906000.0,23669060000.0,21509738000.0,21127952000.0,23744977000.0,22106038000.0,23514894000.0,23506973000.0,21912406000.0,21189560000.0,22248910000.0,20259564000.0,23725773000.0
2062.0,23490503000.0,23559004000.0,20197840000.0,21696289000.0,20463493000.0,23487695000.0,21383084000.0,20908239000.0,23634135000.0,22191395000.0,23417186000.0,24106437000.0,21818806000.0,21002148000.0,22092851000.0,20128475000.0,23399330000.0
2063.0,23439778000.0,23521286000.0,20035250000.0,21699009000.0,20305730000.0,23345623000.0,21267982000.0,20765745000.0,23694950000.0,21909983000.0,23308780000.0,23692170000.0,21664508000.0,20832625000.0,21921778000.0,19977628000.0,23170124000.0
2064.0,23272317000.0,22904620000.0,19874628000.0,21324384000.0,20149414000.0,23260543000.0,21121671000.0,20535796000.0,23388682000.0,21855875000.0,23515156000.0,23482350000.0,21505020000.0,20763870000.0,21774856000.0,19796492000.0,23119923000.0
2065.0,23165262000.0,22756780000.0,19741549000.0,21194043000.0,19995132000.0,23183096000.0,21030564000.0,20360760000.0,23245236000.0,21625666000.0,23372055000.0,23711510000.0,21348303000.0,20629527000.0,21725923000.0,19622371000.0,23035343000.0
2066.0,23116095000.0,22747441000.0,19615007000.0,21129828000.0,19762864000.0,23077526000.0,20945840000.0,20233355000.0,23153197000.0,21456185000.0,23219540000.0,23529052000.0,21228943000.0,20483455000.0,21554570000.0,19436003000.0,22881243000.0
2067.0,23333618000.0,22555304000.0,19903711000.0,20993655000.0,19706171000.0,23159876000.0,22108550000.0,20035746000.0,23365792000.0,21391843000.0,23247440000.0,23372014000.0,21417906000.0,20314352000.0,21416497000.0,19256318000.0,22930993000.0
2068.0,23005352000.0,22500129000.0,20040851000.0,20756611000.0,19567331000.0,23169778000.0,21449101000.0,19872370000.0,22954502000.0,21348379000.0,23023106000.0,23313720000.0,21044234000.0,20213576000.0,21286090000.0,19165354000.0,22646325000.0
2069.0,22921900000.0,22383305000.0,19395810000.0,20664377000.0,19336354000.0,22874055000.0,20954999000.0,19714193000.0,23408660000.0,21140982000.0,22969332000.0,23261688000.0,20891787000.0,20059978000.0,21220751000.0,19066360000.0,22501552000.0
2070.0,22765689000.0,22287560000.0,19296731000.0,20527534000.0,19348877000.0,22861933000.0,21376862000.0,19543904000.0,23000883000.0,21120782000.0,22867855000.0,23180435000.0,20769065000.0,19897570000.0,21040079000.0,18748674000.0,22416548000.0
2071.0,23190213000.0,22619333000.0,19198830000.0,20454896000.0,19142290000.0,22769674000.0,20720656000.0,19430930000.0,22793026000.0,20990603000.0,22808232000.0,23128007000.0,20682710000.0,19778593000.0,21167757000.0,18606580000.0,22313597000.0
2072.0,22676820000.0,22292216000.0,19081441000.0,20279085000.0,19000121000.0,22626191000.0,20607003000.0,19289143000.0,22778403000.0,20902337000.0,22869199000.0,23437777000.0,20700142000.0,19619723000.0,20865397000.0,18599900000.0,22116202000.0
2073.0,22598625000.0,22076641000.0,18978875000.0,20106564000.0,18870616000.0,22660252000.0,20471304000.0,19048090000.0,22656932000.0,20820228000.0,22821743000.0,23131242000.0,20460114000.0,19507680000.0,20740630000.0,18349380000.0,22068453000.0
2074.0,22600320000.0,22181091000.0,18883058000.0,20011350000.0,18719910000.0,22476777000.0,20355619000.0,18911113000.0,22635810000.0,20980005000.0,23083200000.0,22977194000.0,20437688000.0,19367220000.0,21413763000.0,18179449000.0,21952422000.0
2075.0,22576339000.0,21972998000.0,18852213000.0,19880150000.0,18600337000.0,22396473000.0,20335976000.0,18725833000.0,22549637000.0,20967539000.0,22637724000.0,22965676000.0,20221532000.0,19227032000.0,20524120000.0,18115000000.0,21828286000.0
2076.0,22509070000.0,21854265000.0,18743480000.0,19725226000.0,18479340000.0,22324886000.0,20262957000.0,18535197000.0,22543469000.0,20739092000.0,23035103000.0,22899960000.0,20174870000.0,19186209000.0,20425284000.0,18018724000.0,21650571000.0
2077.0,22484398000.0,21774459000.0,18540345000.0,19629871000.0,18415970000.0,22388822000.0,20140597000.0,18410523000.0,22483587000.0,20597850000.0,22901926000.0,23388377000.0,20045595000.0,18975793000.0,20349078000.0,17818792000.0,21556951000.0
2078.0,22414813000.0,21670742000.0,18499064000.0,19613897000.0,18197375000.0,22273763000.0,20250057000.0,18235525000.0,22325047000.0,20567808000.0,22780185000.0,22903630000.0,19906617000.0,18932818000.0,20124377000.0,17687382000.0,21644534000.0
2079.0,22200136000.0,21651442000.0,18381937000.0,19359609000.0,18095688000.0,22087682000.0,19978842000.0,18313927000.0,22229053000.0,20750520000.0,22719752000.0,22918896000.0,19851040000.0,18810302000.0,19962740000.0,17632629000.0,21365008000.0
2080.0,22121380000.0,21515325000.0,18305393000.0,19256779000.0,18119800000.0,21995680000.0,20005698000.0,18182144000.0,22185918000.0,21240760000.0,22641285000.0,22830561000.0,20035727000.0,18631578000.0,20925286000.0,17476487000.0,21350740000.0
2081.0,22112913000.0,21473638000.0,18196370000.0,19160914000.0,17920230000.0,21953184000.0,19845177000.0,17868110000.0,22119344000.0,20455220000.0,22607815000.0,23408540000.0,19710407000.0,18876264000.0,19943238000.0,17362127000.0,21233711000.0
2082.0,21990350000.0,21469807000.0,18090365000.0,18973456000.0,17922982000.0,21814125000.0,19698205000.0,18675610000.0,22077743000.0,20177943000.0,22440389000.0,23482580000.0,19844588000.0,18459924000.0,19724270000.0,17324888000.0,21131057000.0
2083.0,22289880000.0,21738738000.0,18042960000.0,19293776000.0,17723644000.0,21714295000.0,19618583000.0,17977678000.0,22075406000.0,20094310000.0,22525401000.0,23072844000.0,19541008000.0,18867984000.0,19972166000.0,17157745000.0,20991840000.0
2084.0,21859623000.0,21449646000.0,17931278000.0,18839007000.0,17734472000.0,21667844000.0,19519762000.0,17805540000.0,21878442000.0,20002335000.0,22626265000.0,23032482000.0,19473334000.0,18308280000.0,19485868000.0,17104417000.0,20961143000.0
2085.0,22537646000.0,21227653000.0,18625880000.0,19131638000.0,17569364000.0,21681779000.0,19446233000.0,17496450000.0,21920328000.0,20075354000.0,22666152000.0,22790361000.0,19376398000.0,18317710000.0,19427041000.0,17013878000.0,20991090000.0
2086.0,21785086000.0,21145221000.0,17965978000.0,18709064000.0,17706967000.0,21536140000.0,19613018000.0,17461754000.0,21667834000.0,19907370000.0,22382193000.0,22865986000.0,19244446000.0,18361252000.0,19332688000.0,16908785000.0,21230602000.0
2087.0,21633760000.0,20998633000.0,18027061000.0,18579386000.0,17815628000.0,21511141000.0,19602084000.0,17280160000.0,21864915000.0,19790404000.0,22689976000.0,22839159000.0,19110752000.0,18334740000.0,19431900000.0,16846648000.0,20846020000.0
2088.0,21547362000.0,20870236000.0,17764962000.0,19023065000.0,17567498000.0,21505829000.0,19314686000.0,17077365000.0,21636733000.0,19898386000.0,22324642000.0,23012020000.0,19056101000.0,18116379000.0,19176946000.0,16662332000.0,20669790000.0
2089.0,21859195000.0,20800522000.0,17672675000.0,19374467000.0,17453339000.0,21346576000.0,19143432000.0,16943567000.0,21584466000.0,20132854000.0,22213761000.0,22640870000.0,18842884000.0,17939829000.0,18963388000.0,16513919000.0,20556851000.0
2090.0,21413063000.0,20877089000.0,17491558000.0,18385002000.0,17267540000.0,21287866000.0,19084915000.0,16807440000.0,21511786000.0,19878414000.0,22527173000.0,22702811000.0,18816324000.0,17699738000.0,19410450000.0,16818859000.0,21482873000.0
2091.0,21345647000.0,20625543000.0,17402587000.0,18246500000.0,17872824000.0,21526657000.0,19010705000.0,16681667000.0,21450174000.0,19711824000.0,22245569000.0,22669441000.0,18713444000.0,17529092000.0,18814462000.0,16339247000.0,20876317000.0
2092.0,21277147000.0,20579006000.0,17317284000.0,18324994000.0,18459210000.0,21228827000.0,18894442000.0,16766107000.0,21368513000.0,19520176000.0,22184438000.0,22658595000.0,18656565000.0,17359602000.0,18713577000.0,16221805000.0,20503546000.0
2093.0,21836750000.0,20444453000.0,17274227000.0,18110521000.0,18063606000.0,21082341000.0,18823555000.0,16501260000.0,21337942000.0,19430880000.0,22403058000.0,22675253000.0,18548308000.0,17770365000.0,18687734000.0,16452515000.0,20736014000.0
2094.0,21217716000.0,20500734000.0,17130354000.0,17992116000.0,17402500000.0,21068786000.0,18742780000.0,16719087000.0,21219852000.0,19289890000.0,22367203000.0,22914890000.0,18568442000.0,17819707000.0,18781334000.0,16210910000.0,20307192000.0
2095.0,22146116000.0,20614468000.0,17097229000.0,17970640000.0,17516800000.0,21075663000.0,19051426000.0,16362930000.0,21129005000.0,19274592000.0,22210204000.0,22724338000.0,18573212000.0,17916758000.0,18944326000.0,16004754000.0,20205660000.0
2096.0,21269447000.0,20275632000.0,16973132000.0,18101068000.0,17259820000.0,21224120000.0,19319765000.0,16216736000.0,21053751000.0,19370887000.0,22029990000.0,22624193000.0,18512871000.0,17541712000.0,18587523000.0,15966804000.0,20532036000.0
2097.0,21176607000.0,20154847000.0,16965356000.0,18013805000.0,17218589000.0,20837624000.0,18651267000.0,16099003000.0,21091269000.0,19210890000.0,22158363000.0,22513760000.0,18485363000.0,17195581000.0,18690355000.0,15856450000.0,20349590000.0
2098.0,20946356000.0,20186903000.0,16877690000.0,17904298000.0,16981021000.0,20688798000.0,18675622000.0,16004025000.0,20964720000.0,19276106000.0,22019422000.0,22409590000.0,18253588000.0,17088031000.0,18453463000.0,15759954000.0,20357165000.0
2099.0,20921250000.0,20578777000.0,16678961000.0,17939010000.0,17034075000.0,20629481000.0,18554198000.0,16216252000.0,20814070000.0,19053451000.0,21995125000.0,22363570000.0,18176283000.0,17204992000.0,18368043000.0,16049470000.0,20534503000.0
2100.0,21543571000.0,20064074000.0,16607853000.0,17655240000.0,17084646000.0,20756271000.0,18449390000.0,16286643000.0,20757869000.0,19481156000.0,22091053000.0,22436434000.0,18179822000.0,17237907000.0,19118733000.0,15756064000.0,20096463000.0
