time,INM-CM4-8,INM-CM5-0,EC-EARTH3,EC-EARTH3-VEG,CAMS-CSM1-0,CESM2-WACCM,CMCC-CM2-SR5,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4,MRI-ESM2-0,CESM2,BCC-CSM2-MR,FGOALS-F3-L
2037.0,25861580000.0,26295800000.0,26026510000.0,26015360000.0,26207609000.0,25241385000.0,26606232000.0,25881035000.0,26439236000.0,25988550000.0,26822857000.0,25655300000.0,25165765000.0,25332734000.0
2038.0,25693102000.0,26147730000.0,25841664000.0,25755490000.0,26102344000.0,25432834000.0,26312548000.0,25922560000.0,26453737000.0,25881900000.0,26648752000.0,25592883000.0,24930963000.0,24996956000.0
2039.0,25546189000.0,26226565000.0,25676632000.0,25661913000.0,25867550000.0,24861297000.0,26180526000.0,25481878000.0,26345062000.0,25741476000.0,26510782000.0,25268447000.0,24790886000.0,24958104000.0
2040.0,25446920000.0,25962822000.0,25540936000.0,25476534000.0,25733830000.0,24629424000.0,26841029000.0,25347604000.0,26419317000.0,25602193000.0,26386590000.0,25094724000.0,24354159000.0,24632984000.0
2041.0,25303443000.0,25799997000.0,25371730000.0,25179509000.0,25559198000.0,24334300000.0,26352159000.0,25175716000.0,26190969000.0,25951259000.0,26278746000.0,24851540000.0,24090548000.0,24343966000.0
2042.0,25128614000.0,25743150000.0,25395000000.0,25016627000.0,25391372000.0,24125530000.0,26005346000.0,25003725000.0,26097938000.0,25431132000.0,26210644000.0,24555650000.0,24023880000.0,24192270000.0
2043.0,24977535000.0,25502056000.0,25019412000.0,24893323000.0,25215130000.0,24707150000.0,25837779000.0,24802400000.0,25933877000.0,25260060000.0,26112178000.0,24434653000.0,23838718000.0,24019208000.0
2044.0,24871062000.0,25385190000.0,24877257000.0,24694950000.0,25087324000.0,24114387000.0,25800124000.0,24661277000.0,25805648000.0,25110532000.0,25981452000.0,24150645000.0,23585890000.0,23814218000.0
2045.0,24766910000.0,25267126000.0,24755493000.0,24523205000.0,24994232000.0,23684383000.0,25436880000.0,24467735000.0,25676460000.0,24976646000.0,25848504000.0,23982248000.0,23429798000.0,23544336000.0
2046.0,24583942000.0,25148625000.0,24586535000.0,24329466000.0,24903377000.0,23447548000.0,25296808000.0,24322470000.0,25537053000.0,24939651000.0,25714186000.0,23899353000.0,23164185000.0,23434300000.0
2047.0,24381790000.0,25040648000.0,24393548000.0,24129686000.0,24739390000.0,23112516000.0,25406284000.0,24202920000.0,25453408000.0,24809669000.0,25619640000.0,23623954000.0,22808936000.0,23146555000.0
2048.0,24291890000.0,24872070000.0,24209750000.0,23969206000.0,24466364000.0,22857517000.0,25071243000.0,23981427000.0,25335992000.0,24686907000.0,25473065000.0,23361493000.0,22528864000.0,22974646000.0
2049.0,24270550000.0,24726118000.0,24028293000.0,23753322000.0,24371005000.0,22726863000.0,24980007000.0,23834417000.0,25131534000.0,24503600000.0,25322955000.0,23180694000.0,22434910000.0,22842070000.0
2050.0,23964858000.0,24674232000.0,23838423000.0,23580461000.0,24167180000.0,22321641000.0,24691722000.0,23680514000.0,25028276000.0,24312609000.0,25183408000.0,23014190000.0,22200550000.0,22506498000.0
2051.0,23920947000.0,24545253000.0,23716098000.0,23426525000.0,24044673000.0,22046947000.0,24591071000.0,23573529000.0,24899332000.0,24217506000.0,25039284000.0,22762275000.0,21970600000.0,22308141000.0
2052.0,23840510000.0,24371884000.0,23413190000.0,23374244000.0,23922358000.0,21817715000.0,24442530000.0,23393059000.0,24724951000.0,24147483000.0,24871475000.0,22500020000.0,21801100000.0,22160595000.0
2053.0,23633064000.0,24432340000.0,23260430000.0,23101264000.0,23671520000.0,21631625000.0,24307830000.0,23533961000.0,24579537000.0,23983831000.0,24691999000.0,22128347000.0,21618637000.0,21867780000.0
2054.0,23413445000.0,24334033000.0,23110128000.0,22864250000.0,23536220000.0,21457035000.0,24121287000.0,23021340000.0,24571226000.0,23827214000.0,24623151000.0,21894554000.0,21472516000.0,21549050000.0
2055.0,23307280000.0,24103379000.0,22871294000.0,22745799000.0,23395725000.0,21181872000.0,23959785000.0,22893607000.0,24441358000.0,23686822000.0,24484977000.0,21591070000.0,21303187000.0,21328706000.0
2056.0,23242324000.0,24016447000.0,22669830000.0,22548253000.0,23293737000.0,21039612000.0,23838032000.0,22786430000.0,24293280000.0,23648176000.0,24299028000.0,21314994000.0,21107036000.0,21062100000.0
2057.0,23032506000.0,23874914000.0,22466590000.0,22429745000.0,23132627000.0,20601833000.0,23679498000.0,22688872000.0,24068650000.0,23493710000.0,24137673000.0,21062187000.0,20871352000.0,20945723000.0
2058.0,22878652000.0,23747190000.0,22508880000.0,22219303000.0,22931612000.0,20350495000.0,23452084000.0,22519480000.0,23864031000.0,23319245000.0,23921074000.0,20824502000.0,20631423000.0,20637866000.0
2059.0,22815200000.0,23652966000.0,22236078000.0,21940224000.0,23117998000.0,20180060000.0,23268837000.0,22567811000.0,23660784000.0,23167703000.0,23693349000.0,20567320000.0,20482556000.0,20408166000.0
2060.0,22615448000.0,23534758000.0,21966266000.0,21790026000.0,22664354000.0,19916810000.0,23082017000.0,22363103000.0,23476834000.0,23014945000.0,23512291000.0,20450114000.0,20250837000.0,20139141000.0
2061.0,22489672000.0,23419367000.0,21698658000.0,21577226000.0,22447751000.0,19626226000.0,23396700000.0,22018324000.0,23344194000.0,22913931000.0,23459780000.0,20082692000.0,20021480000.0,19911926000.0
2062.0,22348440000.0,23250227000.0,21384268000.0,21368138000.0,22630115000.0,19376314000.0,22886935000.0,21888283000.0,23205964000.0,22774233000.0,23263900000.0,19785464000.0,19936618000.0,19832711000.0
2063.0,22171986000.0,23103097000.0,21205250000.0,21183801000.0,22143360000.0,19253582000.0,22757435000.0,21760029000.0,23045898000.0,22619668000.0,23024882000.0,19546667000.0,19680358000.0,19651138000.0
2064.0,22095077000.0,23070226000.0,21036138000.0,20915260000.0,21954775000.0,18994820000.0,22611124000.0,21569827000.0,22889667000.0,22503030000.0,22756410000.0,19400360000.0,19515980000.0,19489767000.0
2065.0,21918670000.0,22934590000.0,20793864000.0,20697215000.0,21803639000.0,18835493000.0,22477451000.0,22307908000.0,22689915000.0,22307640000.0,22754080000.0,19212438000.0,19494928000.0,19300040000.0
2066.0,21812513000.0,22802723000.0,20638872000.0,20560775000.0,21588738000.0,18664870000.0,22273038000.0,21857688000.0,22488060000.0,22246906000.0,22449023000.0,19025963000.0,19593075000.0,19197432000.0
2067.0,21666214000.0,22688160000.0,20442485000.0,20665200000.0,21697434000.0,18574418000.0,22154248000.0,21514390000.0,22358237000.0,22076367000.0,22514921000.0,18820596000.0,19236547000.0,19000017000.0
2068.0,21533235000.0,22553987000.0,20263370000.0,20305656000.0,21466757000.0,18373415000.0,22107230000.0,21488435000.0,22223016000.0,21962033000.0,22202710000.0,18638154000.0,19151590000.0,18831745000.0
2069.0,21411998000.0,22447106000.0,20102310000.0,20061665000.0,21335626000.0,18187459000.0,21967440000.0,21776775000.0,22051772000.0,21775794000.0,22110333000.0,18599094000.0,19013499000.0,18711376000.0
2070.0,21284684000.0,22354393000.0,19971998000.0,19868940000.0,21171161000.0,18079992000.0,21910491000.0,21154050000.0,21903366000.0,21637925000.0,21922546000.0,18373466000.0,18812473000.0,18520136000.0
2071.0,21309219000.0,22243970000.0,19805768000.0,19718191000.0,20992037000.0,17923748000.0,21671400000.0,21003395000.0,22025070000.0,21504342000.0,21759787000.0,18206075000.0,18813790000.0,18417981000.0
2072.0,21084897000.0,22165742000.0,19628716000.0,19551947000.0,20931721000.0,17791252000.0,21538679000.0,20879460000.0,21651317000.0,21501112000.0,21562845000.0,18430960000.0,18757878000.0,18556279000.0
2073.0,20968548000.0,22036190000.0,19447765000.0,19402290000.0,20701868000.0,17563220000.0,21435625000.0,20699180000.0,21463060000.0,21282128000.0,21376596000.0,17956740000.0,18547145000.0,18401448000.0
2074.0,20931850000.0,21935845000.0,19282880000.0,19346080000.0,20734857000.0,17381202000.0,21289138000.0,20557398000.0,21306690000.0,21195905000.0,21249501000.0,17940810000.0,18389746000.0,18097590000.0
2075.0,20796490000.0,21842625000.0,18946073000.0,19032758000.0,20612366000.0,17189614000.0,21202446000.0,20457087000.0,21149934000.0,21109901000.0,21096227000.0,17660166000.0,18245366000.0,18245896000.0
2076.0,20648778000.0,21747548000.0,18801887000.0,18883877000.0,20437109000.0,16988904000.0,21118460000.0,20346567000.0,21009457000.0,20935514000.0,20864786000.0,17474697000.0,18099366000.0,17893083000.0
2077.0,20510618000.0,21655070000.0,18650405000.0,18757808000.0,20297200000.0,16853205000.0,20944118000.0,20243044000.0,20913050000.0,20782367000.0,20667920000.0,17289499000.0,18019146000.0,17761812000.0
2078.0,20433240000.0,21526833000.0,18437579000.0,18596266000.0,20219032000.0,16815233000.0,20851804000.0,20107346000.0,20898329000.0,20604563000.0,20495028000.0,17111569000.0,17906321000.0,17638177000.0
2079.0,20353907000.0,21368690000.0,18315092000.0,18433126000.0,20112861000.0,16593543000.0,20716407000.0,19967220000.0,20650164000.0,20509843000.0,20393685000.0,16914542000.0,17838629000.0,17571482000.0
2080.0,20304638000.0,21264085000.0,18154195000.0,18325200000.0,20043390000.0,16431940000.0,20677208000.0,19884827000.0,20509380000.0,20446034000.0,20208323000.0,16835102000.0,17719570000.0,17364025000.0
2081.0,20357280000.0,21135335000.0,17994197000.0,18125986000.0,20084120000.0,16227997000.0,20456989000.0,19652528000.0,20393808000.0,20358339000.0,20025086000.0,16638067000.0,17602000000.0,17265383000.0
2082.0,20068252000.0,21124063000.0,17818044000.0,17936589000.0,19850346000.0,16060331000.0,20266805000.0,20160678000.0,20230498000.0,20204040000.0,19821824000.0,16504537000.0,17477382000.0,17210786000.0
2083.0,20038541000.0,20917107000.0,17649959000.0,17796667000.0,19731048000.0,15955345000.0,20103637000.0,19573977000.0,20269769000.0,20074027000.0,19650951000.0,16313077000.0,17448086000.0,16981911000.0
2084.0,19925230000.0,20768776000.0,17475285000.0,17605636000.0,20001120000.0,15862067000.0,20007064000.0,19517720000.0,20039506000.0,19942904000.0,19678448000.0,16156162000.0,17300128000.0,16865184000.0
2085.0,19805830000.0,20658213000.0,17469094000.0,17476700000.0,19677616000.0,15626950000.0,19856460000.0,19515005000.0,19959966000.0,20253590000.0,19371559000.0,15954996000.0,17229838000.0,16783880000.0
2086.0,19673885000.0,20600621000.0,17266299000.0,17344391000.0,19723905000.0,15461216000.0,19844594000.0,19208186000.0,19862420000.0,19923155000.0,19184247000.0,15841521000.0,17872648000.0,16674114000.0
2087.0,19605199000.0,20524526000.0,17153729000.0,17219572000.0,20264636000.0,15420379000.0,19768164000.0,19021912000.0,19809292000.0,19666104000.0,18953533000.0,15675375000.0,17053521000.0,16598442000.0
2088.0,19615470000.0,20460855000.0,17109939000.0,17074427000.0,19484600000.0,15198651000.0,19523105000.0,18870045000.0,19649716000.0,19575554000.0,18772419000.0,15588462000.0,16883524000.0,16489730000.0
2089.0,19429394000.0,20223762000.0,17028231000.0,16920383000.0,19411986000.0,15055250000.0,19632690000.0,18808100000.0,19553240000.0,19474405000.0,18793626000.0,15411037000.0,16806687000.0,16418438000.0
2090.0,19373353000.0,20155181000.0,16891937000.0,16755934000.0,19386600000.0,14876930000.0,19391226000.0,18677514000.0,19452692000.0,19653820000.0,18490198000.0,15265352000.0,16722985000.0,16324359000.0
2091.0,19300210000.0,20003375000.0,16763357000.0,16641135000.0,19247098000.0,14761611000.0,19117974000.0,18540997000.0,19361225000.0,19290272000.0,18328977000.0,15143546000.0,16906922000.0,16234050000.0
2092.0,19180570000.0,20235053000.0,16554875000.0,16465712000.0,19215802000.0,14597676000.0,18951440000.0,18399306000.0,19252617000.0,19180263000.0,18153701000.0,14976853000.0,16874144000.0,16113786000.0
2093.0,19134249000.0,19846020000.0,16431670000.0,16349837000.0,19117863000.0,14437095000.0,18795694000.0,18318481000.0,19149631000.0,19096134000.0,17981233000.0,14845700000.0,16575842000.0,16013912000.0
2094.0,19064822000.0,19737096000.0,16270329000.0,16214843000.0,19025988000.0,14255582000.0,18674106000.0,18229457000.0,19123476000.0,18934380000.0,17882415000.0,14749438000.0,16439180000.0,15923921000.0
2095.0,18931999000.0,19639638000.0,16173243000.0,16078803000.0,19060871000.0,14141981000.0,18574713000.0,18312724000.0,18981392000.0,18872592000.0,17690501000.0,14531706000.0,16331337000.0,15814691000.0
2096.0,18855793000.0,19526280000.0,16065994000.0,15921485000.0,18874050000.0,13998374000.0,18471154000.0,18050398000.0,18905303000.0,18780322000.0,17927715000.0,14350004000.0,16234753000.0,15651455000.0
2097.0,18788622000.0,19450274000.0,15904777000.0,15801806000.0,18790918000.0,13840873000.0,18323410000.0,17908445000.0,19046070000.0,18744670000.0,17486070000.0,14342511000.0,16161189000.0,15618971000.0
2098.0,19153232000.0,19619530000.0,15814783000.0,15646809000.0,18749740000.0,13741199000.0,18184376000.0,17855281000.0,18759450000.0,18947056000.0,17385220000.0,14028747000.0,16086621000.0,15464201000.0
2099.0,18687214000.0,19412800000.0,15704679000.0,15540228000.0,18653893000.0,13634602000.0,18063100000.0,17761085000.0,18661804000.0,18521420000.0,17252202000.0,13983748000.0,16029664000.0,15377343000.0
2100.0,18627828000.0,19262759000.0,15577242000.0,15443820000.0,18581805000.0,13443165000.0,17960448000.0,17733054000.0,18577990000.0,18387374000.0,17150085000.0,13864785000.0,15926762000.0,15290598000.0
