time,GISS-E2-R,CESM1-CAM5,NORESM1-M,CCSM4,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,IPSL-CM5A-LR
2042.0,84646630000.0,81184014000.0,83588660000.0,85661655000.0,81420500000.0,86301050000.0,85428410000.0,82847970000.0
2043.0,85069780000.0,80834520000.0,83125580000.0,85454400000.0,80943280000.0,86509180000.0,84717265000.0,82440370000.0
2044.0,84514955000.0,80787810000.0,82771060000.0,85390280000.0,80488350000.0,86220235000.0,84587200000.0,82200760000.0
2045.0,84338660000.0,80401270000.0,82574760000.0,85100175000.0,80155850000.0,86047920000.0,84251320000.0,81782530000.0
2046.0,83985200000.0,79723280000.0,82137930000.0,84978630000.0,79551906000.0,86140460000.0,84338475000.0,81744390000.0
2047.0,83706670000.0,78957760000.0,81882890000.0,85189160000.0,79073800000.0,85770090000.0,84593110000.0,81300850000.0
2048.0,83741400000.0,78698120000.0,81463670000.0,84846486000.0,78492390000.0,86003210000.0,84181300000.0,80635000000.0
2049.0,83253070000.0,78153230000.0,81012740000.0,84382870000.0,77891530000.0,85971450000.0,84674314000.0,80453690000.0
2050.0,82920284000.0,77541425000.0,80530570000.0,84049470000.0,77507305000.0,85677820000.0,83783320000.0,79655470000.0
2051.0,82669920000.0,76909770000.0,80293620000.0,83847070000.0,76795810000.0,85784920000.0,85493290000.0,79134990000.0
2052.0,82420560000.0,76253380000.0,80200300000.0,83700010000.0,76167635000.0,85499020000.0,83820330000.0,79097450000.0
2053.0,83452360000.0,75539870000.0,79505020000.0,83444560000.0,75457585000.0,85364670000.0,83595030000.0,79265410000.0
2054.0,82143920000.0,75036975000.0,78995720000.0,83018310000.0,74865100000.0,85198070000.0,83099830000.0,79783710000.0
2055.0,81966520000.0,74420216000.0,78389960000.0,82714280000.0,74230170000.0,85180680000.0,82753650000.0,78771840000.0
2056.0,82069220000.0,73636030000.0,77914570000.0,82850910000.0,73558710000.0,85006880000.0,82518650000.0,77694690000.0
2057.0,81443510000.0,72883740000.0,77414490000.0,82313670000.0,72872530000.0,84814700000.0,82403810000.0,77082770000.0
2058.0,81009150000.0,72374780000.0,76907350000.0,81959050000.0,72142920000.0,84585930000.0,82113620000.0,77516130000.0
2059.0,80700160000.0,71611370000.0,76420194000.0,81619220000.0,71408970000.0,84459360000.0,82323366000.0,77490225000.0
2060.0,80555160000.0,70752600000.0,76263060000.0,81284006000.0,70966090000.0,84421760000.0,81490395000.0,76531786000.0
2061.0,80388450000.0,70143590000.0,75456560000.0,81029000000.0,70443910000.0,84131170000.0,82083260000.0,76094415000.0
2062.0,80208690000.0,69340100000.0,74967196000.0,80655250000.0,69876510000.0,84204060000.0,81070916000.0,75614540000.0
2063.0,79844150000.0,68381106000.0,74480270000.0,80440550000.0,69196460000.0,83961180000.0,80947134000.0,74910130000.0
2064.0,80080810000.0,67398513000.0,73886650000.0,79875680000.0,68418330000.0,83671200000.0,80428900000.0,74349270000.0
2065.0,79407240000.0,66422354000.0,73368584000.0,79468100000.0,67809677000.0,83413295000.0,80124535000.0,74895330000.0
2066.0,79982980000.0,65160598000.0,72840870000.0,79143020000.0,67149650000.0,83595000000.0,79921280000.0,74306980000.0
2067.0,79388050000.0,64240370000.0,72248480000.0,78814190000.0,66586075000.0,83334510000.0,79711770000.0,73738280000.0
2068.0,78807474000.0,63336698000.0,71772996000.0,78436270000.0,65881040000.0,83542800000.0,79257190000.0,73014230000.0
2069.0,78780424000.0,62308990000.0,71250660000.0,78099360000.0,65399300000.0,83125666000.0,78927634000.0,72853770000.0
2070.0,78231780000.0,61345882000.0,70961930000.0,78202280000.0,64667836000.0,82898080000.0,78820660000.0,72498620000.0
2071.0,77983740000.0,60548160000.0,70156420000.0,77384760000.0,64172515000.0,82685760000.0,78649930000.0,72048880000.0
2072.0,78015950000.0,59585220000.0,69568590000.0,77458840000.0,63504060000.0,82507690000.0,78125290000.0,71826596000.0
2073.0,77537395000.0,58982370000.0,69278474000.0,76710580000.0,62861857000.0,82848170000.0,77826650000.0,71359790000.0
2074.0,77385920000.0,58093253000.0,68678738000.0,76736140000.0,62011736000.0,82507020000.0,78189340000.0,70784040000.0
2075.0,77002210000.0,57207095000.0,68028645000.0,76285840000.0,61361455000.0,82054530000.0,79216150000.0,70316876000.0
2076.0,77174720000.0,56222430000.0,67356880000.0,75598330000.0,60551590000.0,81857855000.0,77003530000.0,69862540000.0
2077.0,76761470000.0,55197700000.0,66721970000.0,75180840000.0,59899048000.0,81607790000.0,76510085000.0,69772540000.0
2078.0,77028550000.0,54491940000.0,66084545000.0,74687046000.0,59185455000.0,81214000000.0,76174070000.0,70465300000.0
2079.0,76104350000.0,53573448000.0,66148800000.0,74286060000.0,58407870000.0,80890700000.0,75740200000.0,69448460000.0
2080.0,76937120000.0,52730720000.0,65350690000.0,74074290000.0,57612660000.0,80877670000.0,76266640000.0,68477075000.0
2081.0,75787530000.0,51937640000.0,64430965000.0,73800220000.0,56839635000.0,80505225000.0,75442200000.0,68066280000.0
2082.0,75283430000.0,51113386000.0,63896613000.0,73103960000.0,56043260000.0,80526750000.0,75009760000.0,67482890000.0
2083.0,75102536000.0,49968690000.0,63240016000.0,72726905000.0,55124020000.0,79916750000.0,76344410000.0,66956360000.0
2084.0,74687095000.0,48836290000.0,62442700000.0,72292590000.0,54373730000.0,79729450000.0,74604970000.0,66530767000.0
2085.0,74467800000.0,47824200000.0,61777330000.0,71657350000.0,53402165000.0,79325590000.0,74194310000.0,66592444000.0
2086.0,74575220000.0,47028007000.0,61086863000.0,71411560000.0,52532850000.0,80972320000.0,75335390000.0,65755275000.0
2087.0,75568230000.0,45957583000.0,60541927000.0,70932120000.0,51705620000.0,79849185000.0,73907540000.0,65261023000.0
2088.0,74867720000.0,44943507000.0,60253463000.0,70586680000.0,50916516000.0,78941170000.0,73307046000.0,65004663000.0
2089.0,74730090000.0,44000674000.0,59836445000.0,70312340000.0,50070230000.0,78370080000.0,72956715000.0,64557044000.0
2090.0,73935000000.0,43347595000.0,58877800000.0,69863020000.0,49246474000.0,77923660000.0,73908050000.0,64432490000.0
2091.0,75555200000.0,42467100000.0,58268370000.0,69389670000.0,48301314000.0,77463536000.0,72443160000.0,64154075000.0
2092.0,73469660000.0,41417175000.0,57647653000.0,68930896000.0,47645550000.0,77399910000.0,71960584000.0,63489106000.0
2093.0,73262220000.0,40400445000.0,57088060000.0,68548186000.0,46803436000.0,76846055000.0,71516280000.0,63956173000.0
2094.0,72765700000.0,39656590000.0,56531850000.0,67992010000.0,46029710000.0,76231350000.0,71203730000.0,62468526000.0
2095.0,72241270000.0,38791012000.0,56050872000.0,67555560000.0,45828395000.0,75989070000.0,71108970000.0,62019700000.0
2096.0,71997850000.0,38253350000.0,55375340000.0,67083190000.0,44992610000.0,75908110000.0,70529210000.0,61509150000.0
2097.0,71683220000.0,37327466000.0,54736278000.0,66674150000.0,44096475000.0,75364510000.0,70182180000.0,61190332000.0
2098.0,71495970000.0,36542583000.0,54160160000.0,66337034000.0,43423273000.0,74754120000.0,69767680000.0,61589900000.0
2099.0,71066410000.0,35741835000.0,53664120000.0,65941516000.0,42858480000.0,75252060000.0,69364210000.0,60667730000.0
2100.0,70801900000.0,34862250000.0,52955263000.0,65797673000.0,42213190000.0,74626120000.0,69173450000.0,59926962000.0
