time,CSIRO-MK3-6-0,GFDL-ESM2G,NORESM1-M,IPSL-CM5A-LR,CANESM2,GISS-E2-R,CNRM-CM5,MPI-ESM-LR,CCSM4,GFDL-CM3
2011.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0
2012.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0
2013.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0
2014.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0
2015.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0
2016.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0
2017.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0
2018.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0
2019.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0
2020.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0
2021.0,3012086200000.0,3028667600000.0,3016391100000.0,3037037600000.0,3025455800000.0,3032629000000.0,3014114000000.0,3036030000000.0,3016599500000.0,3014700600000.0
2022.0,2991465200000.0,3020695300000.0,2988947000000.0,3009186600000.0,3009341000000.0,3026640200000.0,2999503300000.0,3033586500000.0,2988190000000.0,2982116300000.0
2023.0,2938976600000.0,3026191400000.0,2978212500000.0,2996048800000.0,3007772000000.0,3004428200000.0,2964817000000.0,3011856300000.0,2968506300000.0,2950832300000.0
2024.0,2907346800000.0,3028933400000.0,2955443200000.0,2968871800000.0,2956546800000.0,2995801600000.0,2961221000000.0,2983684200000.0,2943664500000.0,2921737700000.0
2025.0,2881940000000.0,3006991400000.0,2918637000000.0,2938123600000.0,2914229200000.0,2963358000000.0,2937535300000.0,2974377000000.0,2921185400000.0,2884804300000.0
2026.0,2830289600000.0,2990293600000.0,2879001700000.0,2910697600000.0,2884895500000.0,2941849000000.0,2920609700000.0,2966452000000.0,2908262500000.0,2837680500000.0
2027.0,2805615000000.0,2941417200000.0,2835082600000.0,2874911800000.0,2820215400000.0,2918505800000.0,2909039800000.0,2978565000000.0,2899768500000.0,2789986000000.0
2028.0,2778534500000.0,2943824200000.0,2815838400000.0,2846980600000.0,2789748000000.0,2888472500000.0,2889938000000.0,2973330600000.0,2877348600000.0,2730625000000.0
2029.0,2734593700000.0,2933175000000.0,2776560800000.0,2813201000000.0,2732553400000.0,2860928000000.0,2852997000000.0,2948466700000.0,2832722000000.0,2660867800000.0
2030.0,2700969800000.0,2905990000000.0,2714751500000.0,2771072300000.0,2720164500000.0,2838469500000.0,2830747000000.0,2927834000000.0,2798089400000.0,2592698500000.0
2031.0,2674359800000.0,2869161400000.0,2659953000000.0,2735568800000.0,2681515000000.0,2802023000000.0,2806409300000.0,2899708200000.0,2760612500000.0,2532895600000.0
2032.0,2639913300000.0,2856043400000.0,2627871000000.0,2698042000000.0,2659005200000.0,2768582500000.0,2782857800000.0,2856950200000.0,2706761800000.0,2453345400000.0
2033.0,2581905000000.0,2835761900000.0,2589249500000.0,2656449600000.0,2624341100000.0,2736027900000.0,2760482000000.0,2834144200000.0,2681256300000.0,2404561000000.0
2034.0,2522744600000.0,2814473000000.0,2545052000000.0,2619462400000.0,2581896000000.0,2700892200000.0,2735055800000.0,2812206600000.0,2654021600000.0,2334516000000.0
2035.0,2476691700000.0,2773616000000.0,2511675600000.0,2570787500000.0,2526993000000.0,2675777700000.0,2710786300000.0,2804470800000.0,2612243700000.0,2265807000000.0
2036.0,2440374800000.0,2724053600000.0,2474511000000.0,2513120800000.0,2483353000000.0,2634713100000.0,2688459000000.0,2756768400000.0,2569734000000.0,2199636700000.0
2037.0,2394011200000.0,2694483000000.0,2450751200000.0,2457275200000.0,2436283000000.0,2593328200000.0,2663890000000.0,2715914600000.0,2538452000000.0,2135384300000.0
2038.0,2336160000000.0,2667518600000.0,2422660100000.0,2402155500000.0,2389616600000.0,2549274600000.0,2630736400000.0,2688919300000.0,2504230200000.0,2066817500000.0
2039.0,2282820000000.0,2643066600000.0,2386757200000.0,2350811400000.0,2339586400000.0,2506417000000.0,2604014200000.0,2653316200000.0,2463796300000.0,1978481000000.0
2040.0,2218740200000.0,2630487000000.0,2347790800000.0,2291908700000.0,2284472200000.0,2447083300000.0,2577642000000.0,2611629300000.0,2419238000000.0,1895104800000.0
2041.0,2167865500000.0,2632110000000.0,2309418600000.0,2241183600000.0,2229189000000.0,2411308500000.0,2538954800000.0,2566173800000.0,2379967400000.0,1816186700000.0
2042.0,2109455700000.0,2602467300000.0,2260484800000.0,2191963200000.0,2198542100000.0,2365805600000.0,2510228300000.0,2513035900000.0,2348150400000.0,1731218400000.0
2043.0,2057571800000.0,2572331300000.0,2216291200000.0,2145987300000.0,2144629700000.0,2316666400000.0,2474006800000.0,2484864000000.0,2310789700000.0,1649405200000.0
2044.0,2014176200000.0,2559587400000.0,2176798400000.0,2096287400000.0,2092360300000.0,2281152000000.0,2443422200000.0,2454172000000.0,2257962700000.0,1586241600000.0
2045.0,1959460000000.0,2541775200000.0,2136407500000.0,2031381000000.0,2033162300000.0,2250276000000.0,2399958500000.0,2408192700000.0,2208106300000.0,1524639000000.0
2046.0,1919943700000.0,2515092400000.0,2086244500000.0,1961355500000.0,1988190900000.0,2204428100000.0,2367979000000.0,2338209400000.0,2165034600000.0,1448665400000.0
2047.0,1877743400000.0,2474746300000.0,2045105700000.0,1896085600000.0,1925514300000.0,2153868300000.0,2339167500000.0,2276864300000.0,2122524100000.0,1381957100000.0
2048.0,1821377000000.0,2442378600000.0,2018002500000.0,1842798000000.0,1878773000000.0,2110219900000.0,2302844900000.0,2243991000000.0,2074468200000.0,1326225800000.0
2049.0,1768330800000.0,2414495400000.0,1973858000000.0,1779931500000.0,1822328200000.0,2067180400000.0,2272015400000.0,2186374300000.0,2039547200000.0,1263893300000.0
2050.0,1721347100000.0,2396034700000.0,1926105000000.0,1727959800000.0,1759175500000.0,2039986800000.0,2236902500000.0,2144031700000.0,2002050200000.0,1194175900000.0
2051.0,1666132200000.0,2366691300000.0,1894406300000.0,1674207000000.0,1699515100000.0,1991912800000.0,2207149500000.0,2097825400000.0,1959296000000.0,1144452500000.0
2052.0,1634643000000.0,2321812300000.0,1853119700000.0,1624417200000.0,1638075700000.0,1951055200000.0,2166120300000.0,2053763200000.0,1918414500000.0,1085707700000.0
2053.0,1584100000000.0,2302435100000.0,1798472700000.0,1571253100000.0,1576032800000.0,1907608800000.0,2136746600000.0,2011802800000.0,1885665100000.0,1034278100000.0
2054.0,1547310200000.0,2267983600000.0,1762291600000.0,1514159900000.0,1522581000000.0,1873288600000.0,2093492500000.0,1973146700000.0,1856635800000.0,973890060000.0
2055.0,1504015400000.0,2208805700000.0,1723854400000.0,1469441100000.0,1479790400000.0,1836159200000.0,2047662800000.0,1962365400000.0,1819401800000.0,928934850000.0
2056.0,1458763700000.0,2160797200000.0,1682065300000.0,1416823700000.0,1442547200000.0,1790644800000.0,2010156000000.0,1917926200000.0,1776190000000.0,879648900000.0
2057.0,1422194900000.0,2098363000000.0,1631323600000.0,1376316600000.0,1390945000000.0,1742190400000.0,1969277400000.0,1863189900000.0,1733925100000.0,840147340000.0
2058.0,1365876900000.0,2068658500000.0,1588137300000.0,1326748100000.0,1334463000000.0,1709437500000.0,1922386400000.0,1814186700000.0,1695161900000.0,796193060000.0
2059.0,1320635200000.0,2024923600000.0,1542365200000.0,1280349700000.0,1299361600000.0,1670431100000.0,1886226600000.0,1765734100000.0,1663185600000.0,755032060000.0
2060.0,1272522100000.0,1991144200000.0,1501290200000.0,1239279000000.0,1250175500000.0,1631039700000.0,1854535500000.0,1713000800000.0,1625373400000.0,716754450000.0
2061.0,1233513500000.0,1949623400000.0,1470963600000.0,1205831600000.0,1197926300000.0,1598997800000.0,1821907700000.0,1654688200000.0,1589816000000.0,683289800000.0
2062.0,1195406300000.0,1926098600000.0,1443715500000.0,1162551000000.0,1150557500000.0,1566142500000.0,1796924600000.0,1586844800000.0,1546562700000.0,651386550000.0
2063.0,1156155400000.0,1899493600000.0,1403885000000.0,1122295700000.0,1104990700000.0,1535821100000.0,1755401700000.0,1546781700000.0,1515550400000.0,614828700000.0
2064.0,1107969000000.0,1880807300000.0,1353202900000.0,1088713460000.0,1072404000000.0,1507072300000.0,1712288600000.0,1496120000000.0,1479166800000.0,584823300000.0
2065.0,1063955860000.0,1839328100000.0,1312820000000.0,1040247600000.0,1033616200000.0,1476154100000.0,1678909600000.0,1446131000000.0,1443581800000.0,553998300000.0
2066.0,1026137260000.0,1804407100000.0,1279224600000.0,1003342400000.0,990080140000.0,1444422400000.0,1630207700000.0,1393950700000.0,1404637700000.0,526651420000.0
2067.0,994126660000.0,1773507400000.0,1243263100000.0,963016260000.0,945113660000.0,1414907600000.0,1589509200000.0,1341385900000.0,1372264100000.0,499524340000.0
2068.0,959890260000.0,1730055100000.0,1211439100000.0,922430800000.0,912667250000.0,1377465900000.0,1547783000000.0,1298385700000.0,1332496600000.0,474313800000.0
2069.0,925880160000.0,1703894800000.0,1169029000000.0,889898300000.0,877864000000.0,1343722100000.0,1514429700000.0,1261078200000.0,1286677500000.0,449256200000.0
2070.0,886913000000.0,1665899300000.0,1125767300000.0,848020440000.0,845263200000.0,1314566000000.0,1489664900000.0,1222498200000.0,1242362200000.0,427806700000.0
2071.0,858503000000.0,1621486200000.0,1087478600000.0,810032800000.0,806188940000.0,1286310500000.0,1447169200000.0,1171569800000.0,1204795200000.0,406365770000.0
2072.0,826373200000.0,1595146000000.0,1052433700000.0,770741630000.0,779447400000.0,1256300000000.0,1409732800000.0,1131222700000.0,1173657200000.0,383346970000.0
2073.0,800972600000.0,1567635700000.0,1016588800000.0,738583800000.0,751992640000.0,1227165800000.0,1366128300000.0,1100981600000.0,1135746700000.0,361351400000.0
2074.0,768354000000.0,1536054300000.0,985156750000.0,700438740000.0,721644700000.0,1198433800000.0,1333476200000.0,1073733800000.0,1105212600000.0,343251580000.0
2075.0,742349340000.0,1489683300000.0,947824750000.0,664647400000.0,692114950000.0,1172573900000.0,1307982400000.0,1026858800000.0,1081722200000.0,325654970000.0
2076.0,704398500000.0,1452073200000.0,912666600000.0,632355000000.0,665740400000.0,1148901400000.0,1266127500000.0,979446460000.0,1047006300000.0,304787260000.0
2077.0,674090800000.0,1415820600000.0,880085000000.0,597791700000.0,633482800000.0,1121208000000.0,1228836200000.0,948730200000.0,1004523200000.0,288627160000.0
2078.0,644260560000.0,1381754900000.0,852573800000.0,563881300000.0,598238360000.0,1094298900000.0,1198173800000.0,915505940000.0,970665200000.0,272783820000.0
2079.0,615571200000.0,1342217100000.0,819602650000.0,539977700000.0,566779840000.0,1069981760000.0,1171189000000.0,888320560000.0,937006860000.0,254556650000.0
2080.0,597065470000.0,1310103000000.0,789876830000.0,508978660000.0,546649960000.0,1045192250000.0,1136540000000.0,846822500000.0,907085700000.0,239541570000.0
2081.0,574664740000.0,1285170100000.0,763038200000.0,483658240000.0,518193680000.0,1022371400000.0,1105436300000.0,802054340000.0,871543200000.0,220277330000.0
2082.0,545488760000.0,1247074200000.0,743415200000.0,456546500000.0,490096000000.0,993648300000.0,1077298860000.0,765532240000.0,839809300000.0,206211090000.0
2083.0,520845620000.0,1214871900000.0,715645650000.0,430432200000.0,465543170000.0,967133900000.0,1040061000000.0,732654100000.0,820417700000.0,190074100000.0
2084.0,500847300000.0,1183121700000.0,690337900000.0,407797100000.0,438262760000.0,940254700000.0,1018420000000.0,703879250000.0,793287800000.0,176472160000.0
2085.0,478067620000.0,1136533300000.0,663882300000.0,386882860000.0,412951800000.0,919122800000.0,985894940000.0,687221900000.0,762103800000.0,161763560000.0
2086.0,458375530000.0,1092238800000.0,642149900000.0,357314130000.0,388943970000.0,890987100000.0,956779200000.0,655474560000.0,735275840000.0,148611900000.0
2087.0,436455930000.0,1054467800000.0,619309500000.0,334628950000.0,364514200000.0,863569440000.0,921485600000.0,626459300000.0,709538350000.0,137215580000.0
2088.0,415894270000.0,1021487550000.0,602572500000.0,308441650000.0,344817200000.0,838383040000.0,892091100000.0,597844500000.0,688785060000.0,128112050000.0
2089.0,389984800000.0,988599100000.0,575935350000.0,281780550000.0,320367030000.0,814398600000.0,869799170000.0,567056400000.0,672036950000.0,118946980000.0
2090.0,369767400000.0,965578700000.0,552217900000.0,265019620000.0,297362800000.0,793801800000.0,841799430000.0,535285200000.0,646199640000.0,109484490000.0
2091.0,346019820000.0,939492970000.0,528046030000.0,247169900000.0,281561960000.0,769343000000.0,819043000000.0,504880230000.0,619601260000.0,99520260000.0
2092.0,324767220000.0,905373500000.0,507294550000.0,228059630000.0,258922100000.0,746036260000.0,794314600000.0,478738680000.0,593642300000.0,93434320000.0
2093.0,311013000000.0,874067300000.0,489327070000.0,206582400000.0,241463430000.0,722667770000.0,778615400000.0,453939820000.0,569953700000.0,86588670000.0
2094.0,292331850000.0,834033900000.0,465298260000.0,187884580000.0,225385410000.0,702260700000.0,752939100000.0,429564000000.0,539862140000.0,81299060000.0
2095.0,273216830000.0,805492600000.0,448234300000.0,168123480000.0,209240110000.0,675966940000.0,729629400000.0,412136700000.0,515973020000.0,75717880000.0
2096.0,255566580000.0,779926040000.0,430338240000.0,155925180000.0,196177510000.0,652202800000.0,708082500000.0,385604750000.0,494322000000.0,70994440000.0
2097.0,239049790000.0,761175300000.0,408952830000.0,143092940000.0,178557930000.0,632904300000.0,690314800000.0,365980600000.0,474631700000.0,66095088000.0
2098.0,223700040000.0,734602400000.0,390912080000.0,132784440000.0,167389640000.0,612092350000.0,670817650000.0,351555880000.0,455376370000.0,61094670000.0
2099.0,211519060000.0,716781500000.0,373514340000.0,122045540000.0,155473080000.0,593533670000.0,648931050000.0,326705550000.0,439769240000.0,56088383000.0
2100.0,200583040000.0,692389150000.0,354725760000.0,112785490000.0,147242090000.0,575471200000.0,632320900000.0,304423270000.0,420494570000.0,51472957000.0
