time,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2,IPSL-CM6A-LR,CMCC-CM2-SR5,BCC-CSM2-MR,ACCESS-CM2,FGOALS-F3-L,INM-CM4-8,EC-EARTH3,EC-EARTH3-VEG,NORESM2-MM,TAIESM1,INM-CM5-0,CESM2-WACCM,GFDL-ESM4,CANESM5,MRI-ESM2-0,ACCESS-ESM1-5
2026.0,54219567000.0,49544233000.0,52147003000.0,50109460000.0,50012578000.0,50661708000.0,51222680000.0,49800550000.0,53464277000.0,54048334000.0,50843816000.0,55240167000.0,45161853000.0,50324170000.0,54541513000.0,52840042000.0,47240430000.0,52725887000.0,47667050000.0
2027.0,54536340000.0,48191943000.0,51331604000.0,50038325000.0,48968610000.0,50718446000.0,49871135000.0,48488137000.0,52791886000.0,53715423000.0,49877510000.0,55385125000.0,42775100000.0,49873048000.0,53964444000.0,51538596000.0,45923217000.0,51062366000.0,47004690000.0
2028.0,54683720000.0,47992180000.0,51115946000.0,49554743000.0,47899435000.0,51324160000.0,49633882000.0,47337080000.0,51976344000.0,53631156000.0,50054922000.0,53969945000.0,42023584000.0,49370290000.0,52743900000.0,51644903000.0,44113523000.0,52184826000.0,46524477000.0
2029.0,53209027000.0,46976745000.0,50518974000.0,48444494000.0,46898627000.0,50020385000.0,48754430000.0,47046370000.0,51247784000.0,52710474000.0,51879723000.0,54352888000.0,41383903000.0,48621224000.0,51961060000.0,51122754000.0,42119643000.0,52289167000.0,46021698000.0
2030.0,53773513000.0,45136757000.0,50003124000.0,48277217000.0,45740580000.0,50107015000.0,47986143000.0,45733130000.0,50309910000.0,51336290000.0,51583283000.0,53825745000.0,40032530000.0,48962728000.0,51092690000.0,50129950000.0,41039868000.0,51279507000.0,46053315000.0
2031.0,53856195000.0,43946164000.0,47991923000.0,47159173000.0,45382240000.0,49495400000.0,48532386000.0,43367220000.0,49982767000.0,49706300000.0,49879800000.0,51438400000.0,39000285000.0,47624070000.0,51066160000.0,50480493000.0,41135850000.0,50835030000.0,46573597000.0
2032.0,53481796000.0,42593087000.0,46663037000.0,46659340000.0,45794693000.0,50073235000.0,48209486000.0,41699280000.0,47721710000.0,51329800000.0,48986090000.0,51483810000.0,37069378000.0,46618976000.0,49965400000.0,49313427000.0,40611033000.0,50641280000.0,45706490000.0
2033.0,53601726000.0,43129670000.0,46510390000.0,46059830000.0,45204970000.0,50478125000.0,46782706000.0,40723603000.0,47512064000.0,51490990000.0,48005288000.0,51175473000.0,35950215000.0,46128886000.0,48935420000.0,49640423000.0,39756095000.0,51496915000.0,45452200000.0
2034.0,53236360000.0,43314790000.0,45495853000.0,45622518000.0,44203246000.0,50623250000.0,46854670000.0,39847760000.0,48309314000.0,50836620000.0,46853673000.0,49224897000.0,34692596000.0,46098338000.0,47289123000.0,49885954000.0,38850085000.0,50466760000.0,44996230000.0
2035.0,52328903000.0,42077860000.0,43528470000.0,45934805000.0,43026590000.0,49042457000.0,44722560000.0,39120232000.0,49168670000.0,49493463000.0,45798486000.0,49456017000.0,34229082000.0,44581454000.0,47123608000.0,50348814000.0,38051380000.0,49453170000.0,44311010000.0
2036.0,51845124000.0,41966408000.0,42015416000.0,44755153000.0,41945430000.0,48365072000.0,43198505000.0,38047120000.0,48643280000.0,47754908000.0,45721092000.0,50522400000.0,32823468000.0,44627230000.0,45623560000.0,50179973000.0,37628170000.0,49855330000.0,43774595000.0
2037.0,51583955000.0,40534080000.0,40356794000.0,42849776000.0,39724806000.0,47123227000.0,42458657000.0,36572176000.0,48120830000.0,48796025000.0,44896050000.0,50879586000.0,30914939000.0,43312000000.0,44289282000.0,50369143000.0,37304345000.0,50538516000.0,43016073000.0
2038.0,50689100000.0,41898885000.0,39053150000.0,41220874000.0,37713568000.0,45519974000.0,41598263000.0,35568026000.0,47344644000.0,47959220000.0,44644024000.0,51099107000.0,30475037000.0,42961502000.0,43964310000.0,50524450000.0,35950750000.0,50496810000.0,42460060000.0
2039.0,51217960000.0,41690480000.0,37686845000.0,39748350000.0,36192620000.0,43954440000.0,41324184000.0,34404807000.0,45230480000.0,47672095000.0,45013574000.0,51315356000.0,29420567000.0,42837900000.0,43004383000.0,50224767000.0,34675732000.0,49627333000.0,43005810000.0
2040.0,50679243000.0,40034804000.0,37396550000.0,38360805000.0,35558904000.0,43138363000.0,39395820000.0,32529154000.0,44561306000.0,48422920000.0,42953617000.0,51472888000.0,28290576000.0,41910333000.0,40596156000.0,50612503000.0,33513554000.0,48575533000.0,43002240000.0
2041.0,48669348000.0,40520876000.0,36443554000.0,37752713000.0,34237225000.0,41883316000.0,37987680000.0,30933025000.0,44583993000.0,47848400000.0,42361110000.0,51401830000.0,26950146000.0,41726693000.0,39430720000.0,51092664000.0,33073320000.0,49147675000.0,42002883000.0
2042.0,47601136000.0,39339094000.0,35543500000.0,36642443000.0,33116113000.0,41756316000.0,36670493000.0,30203531000.0,43724313000.0,49089462000.0,41353410000.0,51401593000.0,26592618000.0,41117647000.0,38798324000.0,50457285000.0,32029954000.0,48356630000.0,39793816000.0
2043.0,46259010000.0,38298313000.0,35490830000.0,35681083000.0,32152525000.0,41585010000.0,35611087000.0,28933245000.0,42579153000.0,47707128000.0,40367866000.0,50135880000.0,24993204000.0,39828894000.0,37774390000.0,49898460000.0,31121324000.0,48481554000.0,38600790000.0
2044.0,45308318000.0,37986850000.0,34584515000.0,35120550000.0,31895849000.0,40796260000.0,35078190000.0,28603531000.0,41829777000.0,46780297000.0,40364716000.0,49429066000.0,23784608000.0,39440966000.0,36708024000.0,49009246000.0,30942487000.0,47564263000.0,37729390000.0
2045.0,45862662000.0,38023262000.0,33982861000.0,34585006000.0,31008967000.0,39604863000.0,33962818000.0,27969812000.0,41695120000.0,46579175000.0,40944280000.0,47554790000.0,22889828000.0,37976543000.0,34795650000.0,48657620000.0,30158567000.0,45022340000.0,36892865000.0
2046.0,45938530000.0,37040013000.0,33952893000.0,34016459000.0,30434930000.0,39425315000.0,33672464000.0,27788300000.0,40592470000.0,45480178000.0,39982838000.0,47634125000.0,21592720000.0,37201633000.0,34671645000.0,48302576000.0,29214507000.0,42124960000.0,36335160000.0
2047.0,43472480000.0,36729733000.0,33401764000.0,32525793000.0,28747730000.0,38025937000.0,32597627000.0,27016088000.0,40119583000.0,45175312000.0,38475817000.0,48675520000.0,20872573000.0,35380945000.0,33447186000.0,47029244000.0,27546218000.0,41342185000.0,35811430000.0
2048.0,40454780000.0,36207297000.0,32773880000.0,31271653000.0,27871885000.0,37876744000.0,31814791000.0,26476650000.0,38877786000.0,45554893000.0,37642826000.0,47501525000.0,19485960000.0,35063718000.0,32525662000.0,45578744000.0,27139222000.0,39979336000.0,34396504000.0
2049.0,39496450000.0,35262358000.0,31700599000.0,29869670000.0,27254444000.0,37501186000.0,30804328000.0,26052514000.0,37916570000.0,45892444000.0,36195684000.0,48950900000.0,18487593000.0,33912290000.0,31368479000.0,45962670000.0,26017896000.0,37596316000.0,33317230000.0
2050.0,39020580000.0,35586810000.0,30883180000.0,28876548000.0,27256242000.0,37051335000.0,30013565000.0,25652249000.0,36987410000.0,44517646000.0,35536000000.0,48477684000.0,17981080000.0,33118648000.0,30996752000.0,44415640000.0,24832311000.0,36053787000.0,32656884000.0
2051.0,37512250000.0,34455343000.0,30162625000.0,28512391000.0,26523760000.0,35628630000.0,29257863000.0,24833028000.0,36414243000.0,42972144000.0,35802874000.0,47389467000.0,17242728000.0,32238807000.0,29761692000.0,43532200000.0,24036342000.0,35730997000.0,31531147000.0
2052.0,36699050000.0,34316933000.0,29001267000.0,28051403000.0,25761503000.0,34664223000.0,28607185000.0,24472115000.0,35498490000.0,43909607000.0,34684555000.0,45866856000.0,16856297000.0,31604787000.0,28603460000.0,43084788000.0,22845334000.0,33539766000.0,29527206000.0
2053.0,35245924000.0,33135938000.0,28550457000.0,26719156000.0,24885529000.0,33445642000.0,28042752000.0,24568734000.0,34640224000.0,43756085000.0,34294614000.0,45492840000.0,15925849000.0,30463396000.0,27966140000.0,42779853000.0,21851382000.0,31920950000.0,29047243000.0
2054.0,33991627000.0,33327942000.0,27585964000.0,25725780000.0,23222653000.0,32841118000.0,27556979000.0,24056015000.0,32858590000.0,43013800000.0,34293000000.0,44571370000.0,15526958000.0,29821663000.0,27070474000.0,42802217000.0,21094832000.0,31760894000.0,27490646000.0
2055.0,32470696000.0,31870706000.0,26787189000.0,25266369000.0,21540465000.0,31836545000.0,26414721000.0,23828652000.0,31333340000.0,41658802000.0,34143680000.0,42798470000.0,15139427000.0,28962474000.0,25940214000.0,41726560000.0,20446826000.0,30756458000.0,26623060000.0
2056.0,30832840000.0,30788008000.0,26468923000.0,24274352000.0,20793518000.0,30511555000.0,25074084000.0,23310535000.0,30291235000.0,41270830000.0,33581636000.0,42594690000.0,14604432000.0,27724870000.0,25072173000.0,41924137000.0,20102576000.0,30119289000.0,25872160000.0
2057.0,28720673000.0,29880388000.0,26013727000.0,23327883000.0,20421272000.0,29777054000.0,23223804000.0,22991655000.0,29883490000.0,41243020000.0,32862759000.0,41577775000.0,13930591000.0,27474950000.0,24781310000.0,41163694000.0,19676807000.0,29530225000.0,24300175000.0
2058.0,27480123000.0,28365537000.0,25395812000.0,22338740000.0,19880878000.0,29411068000.0,22573040000.0,22065234000.0,29794968000.0,41328770000.0,32105695000.0,40667900000.0,13137262000.0,27061019000.0,23745882000.0,39689770000.0,18845053000.0,29100030000.0,23564786000.0
2059.0,26301104000.0,26967482000.0,24569670000.0,22185513000.0,19277195000.0,28774674000.0,22111564000.0,21622921000.0,28610079000.0,39911560000.0,31287780000.0,39842190000.0,13030014000.0,26764937000.0,22458544000.0,39203004000.0,18374353000.0,28427310000.0,23261147000.0
2060.0,25420526000.0,26677766000.0,23197719000.0,20698489000.0,17935348000.0,27831032000.0,21612520000.0,20730920000.0,28121547000.0,38097930000.0,31807934000.0,38565030000.0,12582021000.0,26679402000.0,21356257000.0,39166046000.0,17630003000.0,28092512000.0,22568841000.0
2061.0,25228665000.0,26150298000.0,21902332000.0,19419290000.0,17078825000.0,26734275000.0,20685525000.0,20302290000.0,27384185000.0,38856147000.0,31134330000.0,36736780000.0,11731254000.0,26819109000.0,19991333000.0,37530296000.0,16407813000.0,27778273000.0,22594146000.0
2062.0,25059830000.0,25531100000.0,21099475000.0,18595117000.0,16785570000.0,25886902000.0,19889981000.0,19752096000.0,26601574000.0,37412880000.0,29732057000.0,35674653000.0,11217566000.0,26257510000.0,19052490000.0,37587227000.0,15034016000.0,26851795000.0,20964620000.0
2063.0,25071352000.0,25559423000.0,20434895000.0,17700210000.0,16141481000.0,25645855000.0,18829738000.0,19827569000.0,26228855000.0,36125010000.0,28743868000.0,34914492000.0,10665059000.0,25759760000.0,18212014000.0,36718890000.0,13968476000.0,26426794000.0,20495160000.0
2064.0,24296546000.0,26208688000.0,19382112000.0,17088937000.0,15403941000.0,25432433000.0,18202438000.0,19131170000.0,26046261000.0,34339568000.0,28675125000.0,34350390000.0,10207671000.0,25209590000.0,17146842000.0,35218290000.0,13047782000.0,26255480000.0,19993977000.0
2065.0,24088959000.0,25667981000.0,18417277000.0,16828684000.0,14562856000.0,24481335000.0,17165848000.0,18508632000.0,25332450000.0,33238764000.0,27390554000.0,33316330000.0,9720616000.0,24691438000.0,16477366000.0,35450687000.0,11966337000.0,24983270000.0,19287417000.0
2066.0,23920548000.0,25500652000.0,17454877000.0,16256542000.0,14065134000.0,23240167000.0,16315616000.0,17499466000.0,24453544000.0,32518190000.0,26449617000.0,31661128000.0,9143095000.0,24032664000.0,16729198000.0,34027368000.0,11621040000.0,24384047000.0,19254364000.0
2067.0,23352040000.0,24954352000.0,16799935000.0,15932658000.0,13291233000.0,22321883000.0,15617028000.0,16705762000.0,24019143000.0,31907355000.0,25056246000.0,31261147000.0,8491860000.0,23674024000.0,16516894000.0,33242305000.0,10749072000.0,23972035000.0,18960822000.0
2068.0,22622575000.0,24130933000.0,15676245000.0,15207836000.0,12773984000.0,21330606000.0,15113310000.0,15826632000.0,23660329000.0,31891718000.0,24126170000.0,31385668000.0,8266251300.0,23390589000.0,15809915000.0,32223017000.0,9951288000.0,23303860000.0,18292881000.0
2069.0,22329934000.0,23493724000.0,15156893000.0,15073618000.0,12316686000.0,20487387000.0,14543252000.0,14937418000.0,23366765000.0,30277226000.0,24100268000.0,31191636000.0,8151731000.0,22919553000.0,15371164000.0,31228578000.0,9294554000.0,23149281000.0,17954010000.0
2070.0,21697174000.0,23039541000.0,14416541000.0,14328810000.0,12278345000.0,19599389000.0,13842864000.0,14582776000.0,22639686000.0,28742330000.0,22869790000.0,29927967000.0,7540980700.0,22196103000.0,14568449000.0,30623044000.0,8858229000.0,22367760000.0,17691138000.0
2071.0,21670005000.0,22465004000.0,14022032000.0,13353718000.0,12051022000.0,19444500000.0,13126802000.0,13813362000.0,22049118000.0,28939563000.0,22257859000.0,29394950000.0,7256957000.0,21496738000.0,14208155000.0,29402580000.0,8462059500.0,21794110000.0,17435689000.0
2072.0,20913635000.0,21801214000.0,13492145000.0,12873868000.0,11367301000.0,18769342000.0,12439931000.0,13371672000.0,21940095000.0,27683774000.0,21234452000.0,28353122000.0,7109821400.0,21474834000.0,13932687000.0,28079530000.0,8097386500.0,21216557000.0,17161672000.0
2073.0,20458732000.0,21644343000.0,12924556000.0,12512229000.0,11190612000.0,17608042000.0,11977085000.0,12887214000.0,21533645000.0,26436116000.0,20797667000.0,28136413000.0,6615748000.0,21671485000.0,13492246000.0,27432958000.0,7759402000.0,20300933000.0,16776407000.0
2074.0,19962855000.0,21465674000.0,12505722000.0,11830120000.0,10939878000.0,16943187000.0,11384120000.0,12367413000.0,21198703000.0,24621992000.0,19995361000.0,27866372000.0,6299612000.0,21691775000.0,13144289000.0,25956889000.0,7504504300.0,19900910000.0,16546186000.0
2075.0,19547412000.0,21311916000.0,12247745000.0,11615217000.0,10640966000.0,16405294000.0,10884735000.0,11412466000.0,20870881000.0,23747342000.0,19268469000.0,27664118000.0,5934935600.0,21447463000.0,12805588000.0,25760274000.0,7129086500.0,19395117000.0,16242003000.0
2076.0,18982410000.0,21038676000.0,11749871000.0,11300294000.0,10250392000.0,15514808000.0,10949052000.0,10759955000.0,20617595000.0,24112527000.0,18573984000.0,26564516000.0,5643064000.0,21575248000.0,12379987000.0,25039442000.0,6710986000.0,18681287000.0,15737245000.0
2077.0,18360650000.0,20914166000.0,11001864000.0,11013988000.0,10014399000.0,15564942000.0,10490982000.0,10040740000.0,20359086000.0,22523822000.0,18741764000.0,26428727000.0,5308524000.0,21514602000.0,12239224000.0,24064650000.0,6302324000.0,18668612000.0,15687070000.0
2078.0,17649750000.0,20429961000.0,10482943000.0,10386873000.0,9778370000.0,15380111000.0,10128466000.0,9511205000.0,20130160000.0,21138326000.0,18277272000.0,25749324000.0,5023552500.0,21314884000.0,11960223000.0,23482153000.0,6139906600.0,18036726000.0,15708440000.0
2079.0,17159726000.0,20288051000.0,10130270000.0,10007705000.0,9383415000.0,14771207000.0,9631505000.0,8991055000.0,19580248000.0,20747477000.0,17873070000.0,24668443000.0,4746309600.0,20904456000.0,11169192000.0,22863825000.0,5801168400.0,17941924000.0,15150768000.0
2080.0,16736329000.0,20120863000.0,9626949000.0,9618018000.0,9325439000.0,14294661000.0,9115573000.0,8355648000.0,18946850000.0,19763515000.0,17158431000.0,23191665000.0,4501350000.0,20935240000.0,10577167000.0,21521834000.0,5484864500.0,17545435000.0,14566218000.0
2081.0,16393465000.0,19724239000.0,8830747000.0,9301180000.0,9235204000.0,14227897000.0,8604827000.0,7979552300.0,18384701000.0,18706852000.0,16657141000.0,22393727000.0,4283218700.0,21403523000.0,10237246000.0,20365107000.0,5229914000.0,17141273000.0,14094822000.0
2082.0,16071021000.0,19023530000.0,8188113400.0,9491168000.0,8968170000.0,13780359000.0,8506421000.0,7443143000.0,18173170000.0,17741949000.0,16023793000.0,21685252000.0,4090758000.0,21287993000.0,10040619000.0,19578962000.0,4971958300.0,17079978000.0,13997677000.0
2083.0,15698988000.0,18369500000.0,7539931600.0,9139743000.0,8615856000.0,13048919000.0,8179918000.0,7408845000.0,18008113000.0,17047248000.0,15611784000.0,20714945000.0,3882602000.0,20883593000.0,9390094000.0,18991313000.0,4904773600.0,16714663000.0,13698572000.0
2084.0,15206495000.0,18398753000.0,7125790700.0,8620878000.0,8469515300.0,12301847000.0,7730080300.0,7166140400.0,17812265000.0,16001042000.0,14823444000.0,19798440000.0,3578500400.0,20346438000.0,8859366000.0,18135245000.0,4845693000.0,16330955000.0,13049008000.0
2085.0,14388319000.0,17923197000.0,6606534000.0,8434528000.0,8557951500.0,11662934000.0,7434342000.0,6852842500.0,17906393000.0,15055567000.0,14398356000.0,19553438000.0,3441962500.0,19991474000.0,8369260000.0,17271642000.0,4747888600.0,16041008000.0,12619317000.0
2086.0,13937340000.0,18158811000.0,6227117000.0,7878358500.0,8203639000.0,11184155000.0,7086261000.0,6525675000.0,17855232000.0,14461181000.0,14134684000.0,18996736000.0,3253711600.0,19907850000.0,8075246000.0,16909654000.0,4650948000.0,15954497000.0,12107722000.0
2087.0,12956812000.0,17626511000.0,5918017500.0,7499528000.0,7821192700.0,10634615000.0,6563877400.0,6289979400.0,17501385000.0,14129920000.0,13503921000.0,18535670000.0,3174972700.0,19755835000.0,7637995000.0,16541834000.0,4602343400.0,15674299000.0,11562386000.0
2088.0,12170216000.0,16698532000.0,5573105000.0,7243481600.0,7584049700.0,10402261000.0,6191707600.0,5993450500.0,16842888000.0,13597296000.0,12952468000.0,18223004000.0,3116635000.0,19167635000.0,7510630000.0,15886342000.0,4625044500.0,15401714000.0,11425878000.0
2089.0,11677963000.0,16438435000.0,5409296400.0,6953535500.0,7435121700.0,9878685000.0,5980162600.0,5673238500.0,16342888000.0,13012382000.0,12815230000.0,18079525000.0,3023954400.0,18736042000.0,7160624000.0,15057871000.0,4335165000.0,15163326000.0,10713628000.0
2090.0,11148803000.0,16710015000.0,5003495000.0,6622099500.0,7240951000.0,9711227000.0,5634562600.0,5469661700.0,15706692000.0,12287194000.0,12219538000.0,17392220000.0,2854324500.0,18310416000.0,6815167500.0,14698570000.0,4094543600.0,14456249000.0,10514914000.0
2091.0,10722130000.0,16432459000.0,4821550000.0,6455775000.0,6943816700.0,9404520000.0,5543329000.0,5200909000.0,15189351000.0,12114562000.0,11557991000.0,17811145000.0,2808329200.0,17884473000.0,6482520000.0,13949026000.0,4032649500.0,13718738000.0,10444935000.0
2092.0,10385318000.0,16437346000.0,4742921700.0,6161402400.0,6647622700.0,9016021000.0,5347299300.0,5006266400.0,14515185000.0,12306331000.0,11670698000.0,17138921000.0,2733728000.0,17744466000.0,6304901600.0,13575622000.0,3862414800.0,13311652000.0,9711709000.0
2093.0,9838268000.0,16344178000.0,4475680300.0,5996053500.0,6344975400.0,8725560000.0,5230774000.0,4872903700.0,14412832000.0,11875120000.0,11220200000.0,16354352000.0,2569019600.0,17493664000.0,5969604000.0,13214623000.0,3749038000.0,13560401000.0,9307039000.0
2094.0,9417131000.0,16315101000.0,4206251800.0,5771242500.0,6240872000.0,8421221000.0,4976642600.0,4717356500.0,13676142000.0,11199205000.0,10538591000.0,15948975000.0,2440544800.0,17514424000.0,5693161500.0,13266103000.0,3589199000.0,13532744000.0,8743115000.0
2095.0,8998860000.0,16601476000.0,4036049700.0,5464262700.0,6153775000.0,8298189300.0,4973842000.0,4717758000.0,13300033000.0,10601859000.0,10472759000.0,15515283000.0,2371418400.0,17143001000.0,5488652300.0,12809441000.0,3385335300.0,13417479000.0,8367202300.0
2096.0,8986488000.0,16174393000.0,3926459100.0,5261157400.0,5905911300.0,8005643300.0,5003980000.0,4704865300.0,12781258000.0,9996528000.0,9913450000.0,14688039000.0,2247298600.0,17071889000.0,5264314000.0,12189124000.0,3295422700.0,12560635000.0,8280152600.0
2097.0,8577981400.0,15694423000.0,3913016000.0,5229076000.0,5721743000.0,7621113300.0,4901017600.0,4637166600.0,12285800000.0,9373069000.0,9462495000.0,14652889000.0,2075494700.0,16363750000.0,4988846600.0,12071959000.0,3137736200.0,12018259000.0,8076961300.0
