time,MPI-ESM1-2-HR,FGOALS-F3-L,MRI-ESM2-0,CESM2,BCC-CSM2-MR,INM-CM4-8,EC-EARTH3,EC-EARTH3-VEG,CAMS-CSM1-0,NORESM2-MM,INM-CM5-0,CESM2-WACCM,GFDL-ESM4
2047.0,770938800.0,622942900.0,591137150.0,631113540.0,632561500.0,624284300.0,569794750.0,801627200.0,698255400.0,671960400.0,727247000.0,642343100.0,624747700.0
2048.0,767050750.0,608021500.0,573009300.0,604531300.0,609433860.0,604754240.0,556907300.0,790388700.0,684192260.0,649163840.0,719566340.0,625877300.0,600088640.0
2049.0,750338100.0,591987500.0,558925950.0,583914100.0,584312600.0,587853400.0,538183900.0,776984640.0,669553800.0,630966660.0,705194600.0,617234940.0,586351040.0
2050.0,739876500.0,576770940.0,552134460.0,570296260.0,565964160.0,582096800.0,522832100.0,761206200.0,654856770.0,611428500.0,700486500.0,597850800.0,568505200.0
2051.0,729380500.0,568925630.0,538629200.0,555628700.0,546046100.0,575053300.0,528377660.0,754810430.0,641113600.0,598702140.0,735108600.0,580161300.0,550094700.0
2052.0,717791900.0,555896300.0,521050400.0,540744450.0,525747460.0,552011140.0,504618050.0,740790140.0,616576100.0,581371840.0,677492400.0,563022100.0,529467550.0
2053.0,706497700.0,555224100.0,512061340.0,526157900.0,496199170.0,541363100.0,490812260.0,727140100.0,649280300.0,559235000.0,664578370.0,549061200.0,519267100.0
2054.0,697113150.0,534837540.0,497470980.0,509413700.0,479254300.0,524628350.0,483561120.0,705296640.0,642895740.0,537553540.0,638771460.0,535845800.0,517451680.0
2055.0,677695500.0,520851800.0,487615140.0,490976060.0,459303840.0,505341950.0,470392600.0,682562400.0,671331500.0,510089020.0,623064770.0,518297800.0,501268350.0
2056.0,659426750.0,506748540.0,472874660.0,475030340.0,445917920.0,506481200.0,459742050.0,657869200.0,600935200.0,494609470.0,631096800.0,505730900.0,480725300.0
2057.0,649487200.0,488314500.0,461269220.0,464489120.0,430870530.0,491813440.0,446628500.0,642530800.0,570278100.0,467720100.0,599774000.0,491546000.0,459950940.0
2058.0,637806800.0,473978270.0,452732480.0,446489440.0,405752400.0,479864900.0,435476200.0,626244900.0,581809860.0,446123400.0,585365760.0,476736480.0,444372670.0
2059.0,618801100.0,492508670.0,431881700.0,428422180.0,384414140.0,469836580.0,426042340.0,603381800.0,566685000.0,435386240.0,566715650.0,463103400.0,429216480.0
2060.0,600692300.0,457664300.0,417353600.0,411448420.0,372938050.0,447448260.0,414737950.0,595530900.0,554026430.0,418195420.0,553277100.0,450519100.0,408249540.0
2061.0,585300740.0,463031740.0,402812100.0,400073300.0,365999170.0,442200200.0,403937920.0,571934400.0,568674370.0,402276060.0,542751200.0,430319940.0,395028450.0
2062.0,602029600.0,444524400.0,399668770.0,384607260.0,351862100.0,425173060.0,391983680.0,558799170.0,540459500.0,390362460.0,526534820.0,414464960.0,386627550.0
2063.0,566947260.0,433183970.0,386451200.0,367481300.0,337525500.0,432442140.0,383648480.0,534577000.0,531538700.0,377493600.0,514944830.0,403187870.0,372951520.0
2064.0,557336900.0,424266620.0,373328640.0,348442750.0,324793570.0,402816450.0,373051500.0,519138240.0,526770800.0,360121820.0,499318140.0,393531800.0,362718140.0
2065.0,538859200.0,429158460.0,361135330.0,341631900.0,315457920.0,392061730.0,365959940.0,506442720.0,512921020.0,352100200.0,488648100.0,376414750.0,351011680.0
2066.0,516445250.0,412626080.0,351235230.0,331629660.0,303962900.0,381492800.0,359158700.0,494812220.0,502536400.0,341863330.0,481258340.0,365700800.0,338392860.0
2067.0,503667070.0,396602460.0,338156740.0,319294600.0,303698720.0,373996060.0,346543330.0,480901800.0,496393860.0,324529700.0,471767870.0,352559260.0,326598800.0
2068.0,480166600.0,389428300.0,334629470.0,304810080.0,298544400.0,369936260.0,339483840.0,470840450.0,485627330.0,311365800.0,463566050.0,341525400.0,313143800.0
2069.0,465496600.0,373099900.0,323249060.0,286872300.0,283568130.0,366026500.0,330072260.0,458512960.0,539035260.0,300553730.0,450096000.0,332595550.0,296824350.0
2070.0,448956400.0,360665060.0,315233660.0,271218940.0,271633150.0,354500400.0,322396770.0,444583600.0,485570660.0,290291550.0,434529900.0,318570180.0,289452960.0
2071.0,425384320.0,351167940.0,308452000.0,260002500.0,263575940.0,339318720.0,328832160.0,425479360.0,470152300.0,275190300.0,426094460.0,303592160.0,275017250.0
2072.0,417210980.0,345149440.0,291622180.0,248770960.0,258964430.0,325583000.0,306665200.0,409827550.0,467702560.0,262702480.0,419625630.0,292373800.0,264423470.0
2073.0,407455230.0,338144300.0,277673340.0,241861800.0,249832240.0,318395940.0,297002000.0,395797100.0,456543360.0,249523580.0,409525280.0,277578080.0,255463680.0
2074.0,392535940.0,326301300.0,264267060.0,233358880.0,242685900.0,301381470.0,289567840.0,377649200.0,452391870.0,238034800.0,402298850.0,267017500.0,249718200.0
2075.0,391242780.0,314898000.0,255514180.0,225060270.0,233688300.0,297197500.0,277833150.0,361096160.0,445094750.0,230072320.0,394007140.0,258901570.0,233141020.0
2076.0,377077020.0,307430180.0,250202290.0,217248850.0,223226240.0,287576580.0,269623780.0,347110180.0,436647870.0,226274600.0,390809020.0,249938290.0,224467860.0
2077.0,369835000.0,302989150.0,243282290.0,203328210.0,215247660.0,279614400.0,260253020.0,337669860.0,429294080.0,220064200.0,375894900.0,236815970.0,218171890.0
2078.0,351688300.0,292619800.0,233321150.0,197965230.0,202929300.0,269478240.0,251083120.0,327632770.0,417678340.0,205192300.0,365100300.0,222403200.0,212640050.0
2079.0,338527200.0,277871070.0,227038620.0,198341220.0,195794860.0,260371090.0,244105250.0,310529950.0,403236540.0,198333490.0,356117920.0,215798620.0,205521840.0
2080.0,329377760.0,270941600.0,222286560.0,188267740.0,190539650.0,249915090.0,234919760.0,292041250.0,393549440.0,195257020.0,344994020.0,203521890.0,200150560.0
2081.0,316019900.0,261892180.0,211264180.0,183320130.0,185056660.0,241745460.0,221188770.0,286286850.0,392243740.0,193974740.0,334121760.0,195310640.0,196738420.0
2082.0,301280800.0,251338350.0,208492850.0,179693660.0,176930270.0,235476500.0,209400000.0,271727300.0,376001280.0,188063380.0,325108670.0,189492590.0,189491760.0
2083.0,292574300.0,243225710.0,203562770.0,174619820.0,173256690.0,225846240.0,199978780.0,266056560.0,367682140.0,187803100.0,316804500.0,183640980.0,187415100.0
2084.0,277440900.0,237445740.0,199406030.0,168417890.0,163383920.0,215279070.0,186519950.0,253754980.0,358884670.0,181327410.0,306567230.0,180266080.0,181224530.0
2085.0,264757550.0,226221360.0,198087540.0,162635680.0,155951650.0,204969390.0,176806530.0,240399260.0,348270240.0,171685040.0,295991420.0,180474640.0,176045760.0
2086.0,253265580.0,222336780.0,193275710.0,157387260.0,149610580.0,197793680.0,168864210.0,222798600.0,340229000.0,166864430.0,281138600.0,169416450.0,171268140.0
2087.0,239225950.0,220870100.0,188227340.0,150080640.0,144285360.0,189391620.0,156041630.0,212253520.0,332420860.0,162352750.0,269235260.0,165138420.0,165105730.0
2088.0,231037600.0,212428140.0,184549060.0,146230420.0,134676750.0,183577390.0,147576350.0,208127950.0,321290340.0,157576350.0,259385800.0,162176180.0,160394850.0
2089.0,219578510.0,202178820.0,182185740.0,141178300.0,129385130.0,177791710.0,142687680.0,194326720.0,311313180.0,151878700.0,248865390.0,156840800.0,157088540.0
2090.0,213855840.0,197770910.0,177662260.0,137278670.0,123186456.0,175420670.0,137421260.0,186948530.0,305643330.0,152535180.0,238384450.0,154985000.0,153665330.0
2091.0,198362540.0,192099230.0,173232560.0,131795350.0,115172230.0,171297600.0,132338500.0,180686940.0,298934700.0,145153620.0,230157780.0,150630580.0,150628420.0
2092.0,179782060.0,189006140.0,166638980.0,127669260.0,109680370.0,165227840.0,123123350.0,172214800.0,286696860.0,140874020.0,221616500.0,146560620.0,147862690.0
2093.0,171735440.0,186384220.0,164102220.0,126742800.0,98727016.0,157681680.0,115534776.0,164286800.0,278552060.0,132862900.0,212018720.0,139113540.0,142082820.0
2094.0,156632740.0,177429740.0,158520210.0,119693690.0,94438060.0,154182740.0,110832616.0,158400450.0,272270180.0,127561736.0,199459950.0,136047680.0,138783840.0
2095.0,142765470.0,169653070.0,154100910.0,113558420.0,90636120.0,150955790.0,103549370.0,151171570.0,263846620.0,122074776.0,193582130.0,133196936.0,131875230.0
2096.0,137730180.0,164710080.0,149374030.0,108814160.0,88052460.0,145997550.0,97466936.0,141269100.0,259890260.0,118656360.0,187964660.0,129100300.0,125732820.0
2097.0,133127270.0,159531980.0,147616240.0,103502890.0,81638520.0,142073580.0,92357944.0,136700740.0,249630740.0,112563030.0,181830580.0,129786700.0,120705750.0
2098.0,126649960.0,155282820.0,149629650.0,101412616.0,78029490.0,139136400.0,87825100.0,135306720.0,244878200.0,106966600.0,173070580.0,126040920.0,119466200.0
2099.0,125135390.0,151880370.0,143825630.0,96590000.0,72956100.0,139266430.0,84989940.0,124720296.0,240833890.0,104607530.0,179053540.0,123656510.0,116954410.0
2100.0,119167020.0,146303790.0,140973120.0,93297840.0,65208028.0,135911900.0,83268470.0,119407660.0,239207260.0,99682904.0,169532140.0,121687860.0,112202220.0
