time,GISS-E2-R,CSIRO-MK3-6-0,CCSM4,GFDL-ESM2G,NORESM1-M,GFDL-CM3,IPSL-CM5A-LR
2035.0,26204256000.0,26446840000.0,26232875000.0,26975807000.0,26524290000.0,26284474000.0,26371547000.0
2036.0,26000916000.0,26157068000.0,27032812000.0,26966288000.0,26249603000.0,25906100000.0,26097814000.0
2037.0,26106909000.0,26111700000.0,26058269000.0,26845362000.0,26102977000.0,25956289000.0,25871852000.0
2038.0,25871983000.0,25988970000.0,25800909000.0,26731555000.0,25899035000.0,25717780000.0,25720320000.0
2039.0,25692404000.0,25876584000.0,25648100000.0,26689305000.0,25663982000.0,25656162000.0,25543825000.0
2040.0,25520644000.0,25714385000.0,25476045000.0,26581547000.0,25600348000.0,25380790000.0,25448835000.0
2041.0,25406964000.0,25543305000.0,25286291000.0,26472530000.0,25526389000.0,25226877000.0,25280072000.0
2042.0,25271546000.0,25418033000.0,25108074000.0,26386887000.0,25305403000.0,25050020000.0,25146272000.0
2043.0,25155404000.0,25281670000.0,24911514000.0,26286268000.0,25313490000.0,24747143000.0,24941572000.0
2044.0,25054090000.0,25208424000.0,24919816000.0,26205050000.0,25166465000.0,24571937000.0,24796450000.0
2045.0,24848240000.0,25220737000.0,24683162000.0,26106819000.0,25030949000.0,24421851000.0,24806510000.0
2046.0,24685607000.0,25180236000.0,24510060000.0,26043105000.0,24804778000.0,24651293000.0,24558730000.0
2047.0,24556251000.0,24914754000.0,24282067000.0,25836261000.0,24752361000.0,24331168000.0,24376492000.0
2048.0,24479128000.0,24750416000.0,24097060000.0,25707792000.0,24537520000.0,24048204000.0,24207348000.0
2049.0,24394690000.0,24664807000.0,23830485000.0,25602318000.0,24337852000.0,23855194000.0,24086940000.0
2050.0,24302926000.0,24471136000.0,23736179000.0,25558348000.0,24096911000.0,23752909000.0,23970417000.0
2051.0,24111794000.0,24289042000.0,23651883000.0,25572760000.0,23897426000.0,23524000000.0,23848573000.0
2052.0,23975950000.0,24211577000.0,23303727000.0,25345841000.0,23793506000.0,23388140000.0,23691590000.0
2053.0,23792390000.0,24063953000.0,23137415000.0,25270847000.0,23745671000.0,23190026000.0,24056540000.0
2054.0,23699550000.0,24110900000.0,22936517000.0,25213157000.0,23483984000.0,23000553000.0,23454691000.0
2055.0,23496172000.0,23874110000.0,22817804000.0,25547651000.0,23352100000.0,22776932000.0,23303980000.0
2056.0,23324965000.0,23728570000.0,22582088000.0,25115790000.0,23269872000.0,22679240000.0,23181355000.0
2057.0,23158723000.0,23606931000.0,22397977000.0,25088217000.0,23202515000.0,22270580000.0,23037678000.0
2058.0,22969039000.0,23488963000.0,22913548000.0,24895068000.0,23024962000.0,22116407000.0,23672986000.0
2059.0,22824624000.0,23311933000.0,22187993000.0,24922511000.0,22841760000.0,21939886000.0,22874237000.0
2060.0,22662187000.0,23091558000.0,22058938000.0,24741736000.0,22745315000.0,21729765000.0,22701558000.0
2061.0,22713262000.0,22901200000.0,21856815000.0,24660396000.0,22788796000.0,21538980000.0,22562922000.0
2062.0,22370093000.0,22759150000.0,21706160000.0,24507365000.0,22461440000.0,21434819000.0,22403703000.0
2063.0,22130010000.0,22650434000.0,21520871000.0,24388740000.0,22293596000.0,21151304000.0,22294559000.0
2064.0,22066657000.0,22456717000.0,21283199000.0,24311941000.0,22180772000.0,21082587000.0,22189865000.0
2065.0,21872003000.0,22303797000.0,21156063000.0,24200722000.0,21987596000.0,20841284000.0,21992511000.0
2066.0,21701634000.0,22098172000.0,21020635000.0,24095046000.0,21876249000.0,20678412000.0,21890288000.0
2067.0,21568385000.0,21975010000.0,20958255000.0,24009440000.0,21805597000.0,20493664000.0,21768241000.0
2068.0,21432090000.0,21813883000.0,20771600000.0,23865973000.0,21620058000.0,20327365000.0,21673865000.0
2069.0,21283938000.0,21631594000.0,20694925000.0,23716348000.0,21494852000.0,20272173000.0,21578234000.0
2070.0,21464388000.0,21396850000.0,20535177000.0,23556368000.0,21409767000.0,20039074000.0,21445835000.0
2071.0,21121206000.0,21256718000.0,20472437000.0,23466433000.0,21263980000.0,19945064000.0,21310790000.0
2072.0,20921051000.0,21136292000.0,20306614000.0,23436597000.0,21167587000.0,19811244000.0,21180574000.0
2073.0,20785940000.0,20972786000.0,20208860000.0,23232444000.0,21058630000.0,19692415000.0,21052930000.0
2074.0,20726807000.0,20754323000.0,20011290000.0,23110662000.0,20940655000.0,19536355000.0,20874334000.0
2075.0,20563278000.0,20588153000.0,19825656000.0,22980266000.0,20730520000.0,19422038000.0,20703883000.0
2076.0,20414358000.0,20414886000.0,19687268000.0,22840865000.0,20609964000.0,19491215000.0,20636355000.0
2077.0,20258740000.0,20295795000.0,19588305000.0,22706209000.0,20555868000.0,19269097000.0,20458780000.0
2078.0,20110199000.0,20133073000.0,19533912000.0,22636230000.0,20414010000.0,19084065000.0,20337523000.0
2079.0,19958714000.0,20005884000.0,19375557000.0,22575480000.0,20338915000.0,18947066000.0,20161393000.0
2080.0,19944460000.0,19869104000.0,19212850000.0,22477402000.0,20702951000.0,18840828000.0,19962175000.0
2081.0,19665543000.0,19693920000.0,19068029000.0,22354129000.0,20175692000.0,18725670000.0,19815231000.0
2082.0,19650520000.0,19874730000.0,18935380000.0,22251553000.0,20169146000.0,18595383000.0,19692010000.0
2083.0,19442174000.0,19426079000.0,18771900000.0,22075503000.0,19964080000.0,18455409000.0,19545244000.0
2084.0,19310397000.0,19266787000.0,18648080000.0,21901900000.0,19853271000.0,18303904000.0,19414544000.0
2085.0,19178412000.0,19145095000.0,18473474000.0,21799553000.0,20445660000.0,18198491000.0,19282467000.0
2086.0,19036762000.0,18995667000.0,18300551000.0,21689350000.0,19704470000.0,18170364000.0,19252892000.0
2087.0,18896065000.0,18817747000.0,18179037000.0,21582440000.0,19537310000.0,18052573000.0,19366732000.0
2088.0,18674153000.0,18653670000.0,18032366000.0,21466216000.0,19408271000.0,17957181000.0,19047133000.0
2089.0,18526360000.0,18530843000.0,17837345000.0,21457586000.0,19263179000.0,17828174000.0,18903063000.0
2090.0,18400651000.0,18406504000.0,17646586000.0,21296306000.0,19142095000.0,17696903000.0,18815975000.0
2091.0,18276610000.0,18250700000.0,17451557000.0,21154966000.0,19010814000.0,17595048000.0,18656725000.0
2092.0,18129992000.0,17995557000.0,17334612000.0,21067465000.0,18883820000.0,17476434000.0,18482074000.0
2093.0,17957902000.0,18209868000.0,17233953000.0,20905980000.0,18771837000.0,17412460000.0,18358204000.0
2094.0,17802856000.0,17735694000.0,17066709000.0,20783946000.0,18646077000.0,17303364000.0,18332398000.0
2095.0,17641687000.0,17561276000.0,17075958000.0,20713437000.0,18537939000.0,17187283000.0,18153384000.0
2096.0,17535859000.0,17414631000.0,16860168000.0,20559794000.0,19098984000.0,17112088000.0,18020270000.0
2097.0,17402044000.0,17294526000.0,16720614000.0,20378632000.0,18367107000.0,16988341000.0,17873215000.0
2098.0,17250615000.0,17142980000.0,16591958000.0,20229300000.0,18265166000.0,16943918000.0,17815171000.0
2099.0,17091260000.0,17029267000.0,16430624000.0,20202869000.0,18308549000.0,16827531000.0,17815927000.0
2100.0,16974695000.0,16797909000.0,16294726000.0,19985373000.0,18107628000.0,16745508000.0,17681668000.0
