time,EC-EARTH3,EC-EARTH3-VEG,INM-CM5-0,INM-CM4-8,MRI-ESM2-0,CESM2,CESM2-WACCM,CAMS-CSM1-0,MPI-ESM1-2-HR,CMCC-CM2-SR5,FGOALS-F3-L,BCC-CSM2-MR,NORESM2-MM,GFDL-ESM4
2018.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0
2019.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0
2020.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0
2021.0,26799090000000.0,26763665000000.0,26772679000000.0,26758750000000.0,26780985000000.0,26758907000000.0,26763137000000.0,26715571000000.0,26741402000000.0,26854300000000.0,26739332000000.0,26760513000000.0,26777278000000.0,26797196000000.0
2022.0,26773144000000.0,26723767000000.0,26749140000000.0,26708816000000.0,26773547000000.0,26641705000000.0,26748433000000.0,26652606000000.0,26651715000000.0,26867707000000.0,26664930000000.0,26696128000000.0,26661160000000.0,26775386000000.0
2023.0,26670790000000.0,26716802000000.0,26736343000000.0,26703454000000.0,26781992000000.0,26569867000000.0,26696948000000.0,26566753000000.0,26677371000000.0,26806780000000.0,26639140000000.0,26728435000000.0,26642480000000.0,26763447000000.0
2024.0,26652608000000.0,26684620000000.0,26707793000000.0,26659797000000.0,26732340000000.0,26510940000000.0,26656442000000.0,26546656000000.0,26589207000000.0,26768620000000.0,26600876000000.0,26707302000000.0,26615080000000.0,26769696000000.0
2025.0,26552736000000.0,26641309000000.0,26654850000000.0,26629440000000.0,26703177000000.0,26421425000000.0,26604560000000.0,26549844000000.0,26551618000000.0,26694367000000.0,26580938000000.0,26620016000000.0,26578596000000.0,26748708000000.0
2026.0,26416253000000.0,26599750000000.0,26592628000000.0,26557635000000.0,26681564000000.0,26389250000000.0,26568945000000.0,26516430000000.0,26512430000000.0,26688677000000.0,26549225000000.0,26635740000000.0,26549818000000.0,26672999000000.0
2027.0,26346428000000.0,26587647000000.0,26533820000000.0,26532339000000.0,26649322000000.0,26265280000000.0,26492562000000.0,26491640000000.0,26463298000000.0,26703003000000.0,26461111000000.0,26646717000000.0,26516195000000.0,26652678000000.0
2028.0,26280741000000.0,26451926000000.0,26496345000000.0,26510975000000.0,26544313000000.0,26235546000000.0,26447211000000.0,26456908000000.0,26405033000000.0,26732453000000.0,26418606000000.0,26616044000000.0,26526756000000.0,26636322000000.0
2029.0,26196694000000.0,26458932000000.0,26460457000000.0,26456082000000.0,26569983000000.0,26220184000000.0,26390840000000.0,26408095000000.0,26317318000000.0,26667272000000.0,26378640000000.0,26624605000000.0,26465305000000.0,26613396000000.0
2030.0,26117606000000.0,26524235000000.0,26379867000000.0,26410990000000.0,26576492000000.0,26138804000000.0,26297490000000.0,26355203000000.0,26209580000000.0,26632757000000.0,26310993000000.0,26540641000000.0,26433020000000.0,26548023000000.0
2031.0,26052860000000.0,26421716000000.0,26332178000000.0,26354469000000.0,26514802000000.0,26070716000000.0,26213815000000.0,26316231000000.0,26138011000000.0,26665214000000.0,26218588000000.0,26538043000000.0,26391586000000.0,26473612000000.0
2032.0,26004040000000.0,26289490000000.0,26325981000000.0,26361763000000.0,26457913000000.0,26004337000000.0,26167652000000.0,26310066000000.0,26085490000000.0,26654995000000.0,26186833000000.0,26480382000000.0,26343847000000.0,26397911000000.0
2033.0,25967846000000.0,26276287000000.0,26273802000000.0,26286376000000.0,26378905000000.0,25934132000000.0,26143766000000.0,26289593000000.0,25996634000000.0,26584050000000.0,26173963000000.0,26468044000000.0,26286700000000.0,26355960000000.0
2034.0,25943916000000.0,26188368000000.0,26232566000000.0,26180973000000.0,26363824000000.0,25813133000000.0,26046412000000.0,26231850000000.0,25939342000000.0,26566434000000.0,26130174000000.0,26392087000000.0,26226438000000.0,26376730000000.0
2035.0,25847916000000.0,26116518000000.0,26210273000000.0,26144026000000.0,26252463000000.0,25700464000000.0,26004477000000.0,26158754000000.0,25870452000000.0,26581725000000.0,26055035000000.0,26354510000000.0,26213310000000.0,26317985000000.0
2036.0,25653754000000.0,26025710000000.0,26187475000000.0,26107965000000.0,26175389000000.0,25645034000000.0,25943870000000.0,26108867000000.0,25911043000000.0,26423459000000.0,26060643000000.0,26303177000000.0,26155248000000.0,26308285000000.0
2037.0,25456888000000.0,25925054000000.0,26125953000000.0,26093510000000.0,26056790000000.0,25485344000000.0,25907771000000.0,26066435000000.0,25896698000000.0,26312070000000.0,25977032000000.0,26249989000000.0,26104373000000.0,26317045000000.0
2038.0,25373251000000.0,25903306000000.0,26049050000000.0,26016913000000.0,25943041000000.0,25454954000000.0,25890388000000.0,26029379000000.0,25844397000000.0,26212905000000.0,25966353000000.0,26176024000000.0,25992567000000.0,26251240000000.0
2039.0,25341370000000.0,25795555000000.0,26047985000000.0,25996520000000.0,25856865000000.0,25383238000000.0,25810654000000.0,25966858000000.0,25785319000000.0,26062330000000.0,25948366000000.0,26137074000000.0,25905005000000.0,26184410000000.0
2040.0,25304210000000.0,25752863000000.0,26006243000000.0,25900305000000.0,25804772000000.0,25323991000000.0,25789362000000.0,25917804000000.0,25749835000000.0,26032180000000.0,25834618000000.0,26094097000000.0,25782844000000.0,26155525000000.0
2041.0,25154451000000.0,25709340000000.0,25982684000000.0,25838706000000.0,25736604000000.0,25234567000000.0,25749543000000.0,25872440000000.0,25653808000000.0,26003110000000.0,25728523000000.0,26037635000000.0,25760583000000.0,26152872000000.0
2042.0,24973962000000.0,25617806000000.0,25903864000000.0,25781032000000.0,25651021000000.0,25160092000000.0,25759240000000.0,25871310000000.0,25612257000000.0,25943475000000.0,25709756000000.0,25974532000000.0,25698499000000.0,26124847000000.0
2043.0,24942809000000.0,25475720000000.0,25873172000000.0,25751220000000.0,25667324000000.0,25112527000000.0,25731021000000.0,25852237000000.0,25527675000000.0,25750858000000.0,25610462000000.0,25937123000000.0,25669222000000.0,26030436000000.0
2044.0,24840490000000.0,25287637000000.0,25801144000000.0,25689370000000.0,25635578000000.0,25072704000000.0,25710352000000.0,25783970000000.0,25451820000000.0,25620436000000.0,25583298000000.0,25873978000000.0,25502104000000.0,25922724000000.0
2045.0,24801498000000.0,25184887000000.0,25813984000000.0,25649834000000.0,25518584000000.0,25053460000000.0,25660820000000.0,25755065000000.0,25411342000000.0,25478530000000.0,25486644000000.0,25764592000000.0,25481093000000.0,25948898000000.0
2046.0,24668240000000.0,25041289000000.0,25769365000000.0,25601868000000.0,25442484000000.0,25000067000000.0,25533033000000.0,25707837000000.0,25447799000000.0,25352910000000.0,25410245000000.0,25652458000000.0,25425638000000.0,25912250000000.0
2047.0,24525810000000.0,24952219000000.0,25724684000000.0,25497656000000.0,25389860000000.0,24934814000000.0,25437530000000.0,25655874000000.0,25419340000000.0,25243098000000.0,25411990000000.0,25607782000000.0,25384016000000.0,25896670000000.0
2048.0,24370650000000.0,24872060000000.0,25662513000000.0,25438284000000.0,25211773000000.0,24826499000000.0,25408295000000.0,25578948000000.0,25346700000000.0,25057913000000.0,25322754000000.0,25596462000000.0,25307843000000.0,25876306000000.0
2049.0,24237239000000.0,24772340000000.0,25626723000000.0,25401010000000.0,25141914000000.0,24687352000000.0,25361836000000.0,25561890000000.0,25273244000000.0,24981832000000.0,25240613000000.0,25549571000000.0,25279846000000.0,25824349000000.0
2050.0,24129053000000.0,24630979000000.0,25573240000000.0,25362547000000.0,25088888000000.0,24600862000000.0,25247862000000.0,25447850000000.0,25173840000000.0,24816590000000.0,25099659000000.0,25428773000000.0,25230060000000.0,25753182000000.0
2051.0,23899572000000.0,24536668000000.0,25508438000000.0,25247284000000.0,25052729000000.0,24497374000000.0,25143714000000.0,25445928000000.0,25096075000000.0,24780936000000.0,25044034000000.0,25387843000000.0,25183604000000.0,25759668000000.0
2052.0,23703247000000.0,24416799000000.0,25505273000000.0,25241200000000.0,25028549000000.0,24377454000000.0,25057858000000.0,25402250000000.0,25094361000000.0,24707766000000.0,24988682000000.0,25287109000000.0,25106665000000.0,25680715000000.0
2053.0,23612742000000.0,24323052000000.0,25452080000000.0,25226432000000.0,25029476000000.0,24246835000000.0,24967807000000.0,25401764000000.0,25030059000000.0,24529100000000.0,24951636000000.0,25213069000000.0,25015710000000.0,25639036000000.0
2054.0,23460191000000.0,24187810000000.0,25410392000000.0,25120706000000.0,24949958000000.0,24192194000000.0,24882910000000.0,25381285000000.0,24948213000000.0,24343413000000.0,24873940000000.0,25148179000000.0,24993023000000.0,25634338000000.0
2055.0,23306713000000.0,24060300000000.0,25391188000000.0,25125670000000.0,24903477000000.0,23934196000000.0,24881809000000.0,25365340000000.0,24868398000000.0,24142764000000.0,24845394000000.0,25051405000000.0,24921346000000.0,25618905000000.0
2056.0,23115113000000.0,23838868000000.0,25316050000000.0,25071937000000.0,24834564000000.0,23839610000000.0,24775617000000.0,25321530000000.0,24806129000000.0,24003159000000.0,24826866000000.0,24983923000000.0,24843611000000.0,25522960000000.0
2057.0,22919399000000.0,23759036000000.0,25280907000000.0,25021129000000.0,24734381000000.0,23633441000000.0,24643757000000.0,25285032000000.0,24756970000000.0,23818364000000.0,24732628000000.0,24920977000000.0,24795106000000.0,25471702000000.0
2058.0,22635973000000.0,23609404000000.0,25246833000000.0,24913128000000.0,24531612000000.0,23404265000000.0,24543440000000.0,25165927000000.0,24697945000000.0,23610561000000.0,24691914000000.0,24882824000000.0,24788213000000.0,25443357000000.0
2059.0,22487228000000.0,23406437000000.0,25188370000000.0,24827300000000.0,24401391000000.0,23300892000000.0,24370903000000.0,25100225000000.0,24641990000000.0,23451312000000.0,24621689000000.0,24802990000000.0,24746735000000.0,25407087000000.0
2060.0,22318705000000.0,23219510000000.0,25130315000000.0,24794884000000.0,24324814000000.0,23136020000000.0,24167334000000.0,25064527000000.0,24600860000000.0,23276317000000.0,24546359000000.0,24711575000000.0,24689775000000.0,25427385000000.0
2061.0,22016225000000.0,23040193000000.0,25098680000000.0,24757670000000.0,24254538000000.0,23037708000000.0,24086476000000.0,24996850000000.0,24546780000000.0,23215005000000.0,24491330000000.0,24706544000000.0,24574412000000.0,25429964000000.0
2062.0,21781325000000.0,22940423000000.0,25043500000000.0,24665949000000.0,24125140000000.0,22921177000000.0,23919394000000.0,24969591000000.0,24427289000000.0,23100505000000.0,24438186000000.0,24651858000000.0,24476886000000.0,25417830000000.0
2063.0,21523352000000.0,22776906000000.0,25024335000000.0,24607302000000.0,24038986000000.0,22813386000000.0,23787517000000.0,24932518000000.0,24370473000000.0,22955189000000.0,24375259000000.0,24577525000000.0,24423648000000.0,25290563000000.0
2064.0,21274953000000.0,22595626000000.0,24978527000000.0,24558436000000.0,23953058000000.0,22767225000000.0,23686925000000.0,24876572000000.0,24343076000000.0,22902110000000.0,24326196000000.0,24574675000000.0,24338716000000.0,25244425000000.0
2065.0,21033558000000.0,22466080000000.0,24923427000000.0,24464568000000.0,23918310000000.0,22522924000000.0,23597339000000.0,24784551000000.0,24231027000000.0,22775278000000.0,24286702000000.0,24510095000000.0,24238302000000.0,25240336000000.0
2066.0,20865643000000.0,22339280000000.0,24849097000000.0,24431708000000.0,23887396000000.0,22342026000000.0,23544268000000.0,24760030000000.0,24184623000000.0,22607072000000.0,24206522000000.0,24389272000000.0,24193463000000.0,25258216000000.0
2067.0,20647535000000.0,22154412000000.0,24795742000000.0,24385260000000.0,23880138000000.0,22186308000000.0,23546198000000.0,24745576000000.0,24161716000000.0,22399209000000.0,24132517000000.0,24293524000000.0,24082165000000.0,25223808000000.0
2068.0,20468660000000.0,21974751000000.0,24756923000000.0,24310152000000.0,23904756000000.0,22008805000000.0,23377455000000.0,24726202000000.0,24085530000000.0,22161037000000.0,24052710000000.0,24196835000000.0,24053887000000.0,25159421000000.0
2069.0,20300261000000.0,21738980000000.0,24735258000000.0,24265273000000.0,23898612000000.0,21854918000000.0,23213596000000.0,24682598000000.0,24068328000000.0,22011584000000.0,23960809000000.0,24079620000000.0,23987787000000.0,25069825000000.0
2070.0,20100812000000.0,21573490000000.0,24693430000000.0,24230782000000.0,23829238000000.0,21744578000000.0,23059790000000.0,24605750000000.0,23987533000000.0,21831000000000.0,23862618000000.0,23887920000000.0,23936323000000.0,25001378000000.0
2071.0,19916139000000.0,21396883000000.0,24620772000000.0,24200784000000.0,23798777000000.0,21606143000000.0,22993047000000.0,24572827000000.0,23953620000000.0,21738824000000.0,23751744000000.0,23843947000000.0,23846830000000.0,24954286000000.0
2072.0,19760373000000.0,21249567000000.0,24548464000000.0,24147833000000.0,23673060000000.0,21520473000000.0,22883263000000.0,24530412000000.0,23901267000000.0,21488183000000.0,23701104000000.0,23791360000000.0,23804957000000.0,24953420000000.0
2073.0,19599922000000.0,21075136000000.0,24492779000000.0,24098344000000.0,23602924000000.0,21293760000000.0,22794044000000.0,24475318000000.0,23877965000000.0,21318513000000.0,23582032000000.0,23754334000000.0,23728969000000.0,24879130000000.0
2074.0,19506240000000.0,21007960000000.0,24499276000000.0,24022935000000.0,23599413000000.0,21164701000000.0,22621480000000.0,24382653000000.0,23853254000000.0,21044182000000.0,23506117000000.0,23674474000000.0,23675390000000.0,24741776000000.0
2075.0,19274664000000.0,20880636000000.0,24430790000000.0,23962466000000.0,23524805000000.0,20969950000000.0,22429330000000.0,24310756000000.0,23805114000000.0,20921987000000.0,23462820000000.0,23555203000000.0,23647640000000.0,24679325000000.0
2076.0,19056432000000.0,20694704000000.0,24432414000000.0,23882866000000.0,23478820000000.0,20906330000000.0,22279533000000.0,24231052000000.0,23748653000000.0,20751562000000.0,23444820000000.0,23496856000000.0,23574973000000.0,24601438000000.0
2077.0,18810204000000.0,20503803000000.0,24351814000000.0,23862675000000.0,23350707000000.0,20712566000000.0,22057996000000.0,24178313000000.0,23713787000000.0,20589180000000.0,23386923000000.0,23439528000000.0,23461666000000.0,24506560000000.0
2078.0,18529355000000.0,20247930000000.0,24277162000000.0,23836640000000.0,23154209000000.0,20631813000000.0,22019670000000.0,24170290000000.0,23666740000000.0,20350272000000.0,23309960000000.0,23424525000000.0,23350307000000.0,24483562000000.0
2079.0,18419024000000.0,19983705000000.0,24227265000000.0,23780668000000.0,23054506000000.0,20525475000000.0,21895735000000.0,24156020000000.0,23658410000000.0,20182870000000.0,23271741000000.0,23401234000000.0,23263841000000.0,24381844000000.0
2080.0,18190925000000.0,19885998000000.0,24163415000000.0,23690330000000.0,22945513000000.0,20306056000000.0,21771013000000.0,24060761000000.0,23626231000000.0,19963155000000.0,23207506000000.0,23317157000000.0,23168585000000.0,24349648000000.0
2081.0,17954417000000.0,19645585000000.0,24113643000000.0,23619527000000.0,22870588000000.0,20190690000000.0,21608306000000.0,23981344000000.0,23500820000000.0,19724799000000.0,23126207000000.0,23178724000000.0,23075523000000.0,24255807000000.0
2082.0,17829634000000.0,19444988000000.0,24045582000000.0,23562889000000.0,22811488000000.0,20120255000000.0,21332377000000.0,23942730000000.0,23435610000000.0,19498665000000.0,22970729000000.0,23138222000000.0,23014880000000.0,24238354000000.0
2083.0,17714366000000.0,19263046000000.0,24002475000000.0,23502243000000.0,22803290000000.0,20044528000000.0,21207716000000.0,23940820000000.0,23386674000000.0,19208450000000.0,22837717000000.0,22986250000000.0,22957032000000.0,24220183000000.0
2084.0,17508825000000.0,19041027000000.0,23947690000000.0,23400477000000.0,22700820000000.0,19865876000000.0,21092643000000.0,23846032000000.0,23311357000000.0,18875463000000.0,22813625000000.0,22837652000000.0,22916383000000.0,24209323000000.0
2085.0,17335597000000.0,18899130000000.0,23912180000000.0,23353157000000.0,22548725000000.0,19617947000000.0,20859180000000.0,23830668000000.0,23244283000000.0,18665148000000.0,22729957000000.0,22673978000000.0,22768228000000.0,24102033000000.0
2086.0,17118106000000.0,18777492000000.0,23900866000000.0,23234265000000.0,22545955000000.0,19532679000000.0,20717740000000.0,23755254000000.0,23228362000000.0,18601285000000.0,22657930000000.0,22474767000000.0,22659042000000.0,24098890000000.0
2087.0,16957303000000.0,18563197000000.0,23875493000000.0,23188870000000.0,22353724000000.0,19318146000000.0,20640654000000.0,23657984000000.0,23177451000000.0,18322773000000.0,22600485000000.0,22411091000000.0,22640863000000.0,24009312000000.0
2088.0,16731497000000.0,18292956000000.0,23827055000000.0,23169233000000.0,22194292000000.0,19096574000000.0,20570236000000.0,23621160000000.0,23118454000000.0,18079030000000.0,22483529000000.0,22331815000000.0,22524100000000.0,23895487000000.0
2089.0,16485141000000.0,18099928000000.0,23807916000000.0,23117588000000.0,22031750000000.0,18895417000000.0,20383206000000.0,23602223000000.0,23039570000000.0,17885292000000.0,22340996000000.0,22257382000000.0,22423634000000.0,23858906000000.0
2090.0,16303021000000.0,17816388000000.0,23771518000000.0,23079495000000.0,22048030000000.0,18742193000000.0,20149302000000.0,23601060000000.0,23035644000000.0,17665626000000.0,22298617000000.0,22215442000000.0,22418274000000.0,23846980000000.0
2091.0,16153375000000.0,17548643000000.0,23745465000000.0,22993453000000.0,21903205000000.0,18637186000000.0,19987375000000.0,23545070000000.0,22923120000000.0,17523164000000.0,22297370000000.0,22158003000000.0,22275126000000.0,23776035000000.0
2092.0,15921692000000.0,17236458000000.0,23698500000000.0,22912665000000.0,21782923000000.0,18373591000000.0,19922306000000.0,23466703000000.0,22802455000000.0,17366790000000.0,22281730000000.0,22076480000000.0,22169977000000.0,23661505000000.0
2093.0,15667079000000.0,16967108000000.0,23631338000000.0,22834440000000.0,21748940000000.0,18351617000000.0,19756440000000.0,23407226000000.0,22720452000000.0,17208626000000.0,22261411000000.0,21938343000000.0,22072523000000.0,23616159000000.0
2094.0,15460462000000.0,16765423000000.0,23604855000000.0,22764914000000.0,21716649000000.0,18217100000000.0,19476636000000.0,23343015000000.0,22678415000000.0,16919081000000.0,22180410000000.0,21877949000000.0,22004334000000.0,23549742000000.0
2095.0,15305700000000.0,16593036000000.0,23556109000000.0,22721020000000.0,21605575000000.0,18076582000000.0,19392874000000.0,23310019000000.0,22606660000000.0,16708977000000.0,22095717000000.0,21749834000000.0,21943231000000.0,23524157000000.0
2096.0,15077707000000.0,16458469000000.0,23511091000000.0,22658607000000.0,21603550000000.0,17975248000000.0,19221436000000.0,23294512000000.0,22537726000000.0,16512945000000.0,21962127000000.0,21599057000000.0,21907653000000.0,23377815000000.0
2097.0,14821429000000.0,16304209000000.0,23497152000000.0,22612060000000.0,21493516000000.0,17930255000000.0,19126697000000.0,23282588000000.0,22508440000000.0,16370278000000.0,21887038000000.0,21471334000000.0,21838411000000.0,23261985000000.0
2098.0,14610024000000.0,16066830000000.0,23428057000000.0,22520097000000.0,21351855000000.0,17802805000000.0,18972552000000.0,23206890000000.0,22399823000000.0,16085341000000.0,21817640000000.0,21372133000000.0,21773430000000.0,23235260000000.0
2099.0,14395230000000.0,15883390000000.0,23330044000000.0,22454985000000.0,21356578000000.0,17601925000000.0,18806812000000.0,23248340000000.0,22358190000000.0,15800232000000.0,21801613000000.0,21270586000000.0,21668987000000.0,23167777000000.0
2100.0,14190330000000.0,15664623000000.0,23304344000000.0,22395757000000.0,21321450000000.0,17307075000000.0,18683863000000.0,23155945000000.0,22347440000000.0,15475171000000.0,21648581000000.0,21137954000000.0,21560929000000.0,23153177000000.0
