time,BCC-CSM2-MR,FGOALS-F3-L,NORESM2-MM,CANESM5,GFDL-ESM4,MPI-ESM1-2-HR,ACCESS-CM2,MRI-ESM2-0,IPSL-CM6A-LR,CESM2,CAMS-CSM1-0,CESM2-WACCM,EC-EARTH3,EC-EARTH3-VEG,INM-CM4-8,INM-CM5-0,ACCESS-ESM1-5
2050.0,25324715000000.0,25317928000000.0,25266491000000.0,24860550000000.0,25727636000000.0,25529540000000.0,25117847000000.0,25090600000000.0,24848569000000.0,24403516000000.0,25684867000000.0,25266248000000.0,23022367000000.0,24594725000000.0,25416160000000.0,25322560000000.0,25183390000000.0
2051.0,25192647000000.0,25256192000000.0,25152587000000.0,24714693000000.0,25619860000000.0,25482660000000.0,25056604000000.0,25038086000000.0,24828721000000.0,24325252000000.0,25678347000000.0,25158195000000.0,22893620000000.0,24518410000000.0,25299043000000.0,25273960000000.0,25061335000000.0
2052.0,25155374000000.0,25223780000000.0,25176056000000.0,24701133000000.0,25549827000000.0,25478654000000.0,25002270000000.0,24935580000000.0,24666133000000.0,24173766000000.0,25623634000000.0,25073084000000.0,22755183000000.0,24440520000000.0,25266022000000.0,25258675000000.0,25012071000000.0
2053.0,25122874000000.0,25189675000000.0,25138184000000.0,24636555000000.0,25480988000000.0,25462940000000.0,24899414000000.0,24913590000000.0,24616687000000.0,24102870000000.0,25593549000000.0,25045754000000.0,22618703000000.0,24398770000000.0,25202203000000.0,25207610000000.0,24967394000000.0
2054.0,25023140000000.0,25114165000000.0,25143647000000.0,24591560000000.0,25429614000000.0,25442273000000.0,24848074000000.0,24879728000000.0,24560101000000.0,23909160000000.0,25509193000000.0,24970936000000.0,22448555000000.0,24353155000000.0,25138565000000.0,25127000000000.0,24925272000000.0
2055.0,24961928000000.0,25063103000000.0,25103190000000.0,24471270000000.0,25410966000000.0,25388953000000.0,24742732000000.0,24795737000000.0,24580744000000.0,23800287000000.0,25527507000000.0,24827102000000.0,22393144000000.0,24289682000000.0,25094680000000.0,25122912000000.0,24914800000000.0
2056.0,24856433000000.0,25024325000000.0,25028469000000.0,24400003000000.0,25386670000000.0,25338420000000.0,24684085000000.0,24701898000000.0,24491447000000.0,23658186000000.0,25530870000000.0,24685880000000.0,22332658000000.0,24242922000000.0,25009390000000.0,25096542000000.0,24901610000000.0
2057.0,24847374000000.0,24904437000000.0,24965080000000.0,24267900000000.0,25332487000000.0,25283044000000.0,24561024000000.0,24729262000000.0,24440200000000.0,23501935000000.0,25460925000000.0,24659462000000.0,22205568000000.0,24193794000000.0,24934955000000.0,25023434000000.0,24813666000000.0
2058.0,24834273000000.0,24880867000000.0,24899467000000.0,24144968000000.0,25237773000000.0,25235300000000.0,24515449000000.0,24707080000000.0,24426330000000.0,23478620000000.0,25380065000000.0,24597343000000.0,22064006000000.0,24157677000000.0,24936444000000.0,24897198000000.0,24751852000000.0
2059.0,24819144000000.0,24856012000000.0,24826127000000.0,24086770000000.0,25191925000000.0,25205303000000.0,24478392000000.0,24697626000000.0,24286335000000.0,23311067000000.0,25377649000000.0,24465862000000.0,21978287000000.0,24034056000000.0,24881045000000.0,24839381000000.0,24631453000000.0
2060.0,24811546000000.0,24815155000000.0,24733670000000.0,23938554000000.0,25171060000000.0,25140150000000.0,24437011000000.0,24664397000000.0,24159973000000.0,23209383000000.0,25256990000000.0,24412470000000.0,21896427000000.0,23964812000000.0,24834214000000.0,24782135000000.0,24563450000000.0
2061.0,24740593000000.0,24715119000000.0,24659800000000.0,23801388000000.0,25090022000000.0,25045000000000.0,24367916000000.0,24529974000000.0,24017140000000.0,22950400000000.0,25169563000000.0,24332950000000.0,21765906000000.0,23786976000000.0,24739483000000.0,24741325000000.0,24583632000000.0
2062.0,24600610000000.0,24663166000000.0,24627898000000.0,23688689000000.0,24951130000000.0,24976336000000.0,24353530000000.0,24399852000000.0,23909800000000.0,22780804000000.0,25113246000000.0,24287680000000.0,21688553000000.0,23748772000000.0,24700934000000.0,24742608000000.0,24596774000000.0
2063.0,24539898000000.0,24624360000000.0,24545533000000.0,23605147000000.0,24872095000000.0,24950390000000.0,24224272000000.0,24308838000000.0,23873729000000.0,22658821000000.0,25090725000000.0,24115390000000.0,21586655000000.0,23648023000000.0,24653553000000.0,24689387000000.0,24553070000000.0
2064.0,24434467000000.0,24522440000000.0,24477579000000.0,23584848000000.0,24829570000000.0,24895235000000.0,24164190000000.0,24298872000000.0,23789922000000.0,22479267000000.0,25097725000000.0,24025630000000.0,21460783000000.0,23539310000000.0,24608780000000.0,24640756000000.0,24451440000000.0
2065.0,24402540000000.0,24497384000000.0,24456870000000.0,23633825000000.0,24769911000000.0,24872206000000.0,24155332000000.0,24208023000000.0,23690765000000.0,22373697000000.0,25075690000000.0,23996737000000.0,21288607000000.0,23463664000000.0,24539604000000.0,24646326000000.0,24404096000000.0
2066.0,24267010000000.0,24461464000000.0,24424485000000.0,23508868000000.0,24744910000000.0,24800827000000.0,24069634000000.0,24118613000000.0,23620768000000.0,22263462000000.0,25024280000000.0,23796696000000.0,21206346000000.0,23303723000000.0,24475727000000.0,24590277000000.0,24335073000000.0
2067.0,24199186000000.0,24441407000000.0,24381886000000.0,23413700000000.0,24723250000000.0,24810082000000.0,23946860000000.0,24069104000000.0,23539430000000.0,22135480000000.0,24998807000000.0,23637506000000.0,21047015000000.0,23179358000000.0,24391421000000.0,24540332000000.0,24247678000000.0
2068.0,24142535000000.0,24380086000000.0,24314122000000.0,23305980000000.0,24696863000000.0,24809983000000.0,23855289000000.0,23999241000000.0,23442206000000.0,21970163000000.0,24872355000000.0,23513633000000.0,20885832000000.0,23036235000000.0,24328098000000.0,24496830000000.0,24196963000000.0
2069.0,24077392000000.0,24287518000000.0,24216129000000.0,23174314000000.0,24691054000000.0,24774082000000.0,23826725000000.0,23900885000000.0,23351951000000.0,21808420000000.0,24828240000000.0,23355273000000.0,20759087000000.0,22936772000000.0,24270320000000.0,24436395000000.0,24146290000000.0
2070.0,23988580000000.0,24255960000000.0,24162196000000.0,23117173000000.0,24684706000000.0,24779256000000.0,23680852000000.0,23820530000000.0,23288133000000.0,21762564000000.0,24804615000000.0,23201460000000.0,20643226000000.0,22841188000000.0,24213625000000.0,24358018000000.0,24152030000000.0
2071.0,23939286000000.0,24166323000000.0,24052740000000.0,23096520000000.0,24704224000000.0,24750607000000.0,23642260000000.0,23732770000000.0,23200254000000.0,21762266000000.0,24791778000000.0,23142095000000.0,20473428000000.0,22709019000000.0,24202357000000.0,24264010000000.0,24133184000000.0
2072.0,23935683000000.0,24130570000000.0,23941960000000.0,23044260000000.0,24655702000000.0,24685218000000.0,23539097000000.0,23640966000000.0,23053197000000.0,21610296000000.0,24761028000000.0,23078292000000.0,20276744000000.0,22626260000000.0,24144324000000.0,24222978000000.0,24080317000000.0
2073.0,23887150000000.0,24051548000000.0,23861762000000.0,22966698000000.0,24589050000000.0,24599918000000.0,23470818000000.0,23528812000000.0,22988236000000.0,21547830000000.0,24726045000000.0,22970412000000.0,20095310000000.0,22546724000000.0,24065720000000.0,24178780000000.0,23989078000000.0
2074.0,23796229000000.0,23960081000000.0,23762552000000.0,22859705000000.0,24541617000000.0,24620848000000.0,23431232000000.0,23495105000000.0,22878842000000.0,21421774000000.0,24662910000000.0,22782270000000.0,19983313000000.0,22381853000000.0,23968157000000.0,24119650000000.0,23980669000000.0
2075.0,23750792000000.0,23961012000000.0,23713339000000.0,22749970000000.0,24512853000000.0,24541418000000.0,23344380000000.0,23446930000000.0,22771530000000.0,21263496000000.0,24593438000000.0,22753450000000.0,19847182000000.0,22310742000000.0,23902959000000.0,24078935000000.0,23914999000000.0
2076.0,23705462000000.0,23980268000000.0,23657360000000.0,22605728000000.0,24432740000000.0,24491808000000.0,23323327000000.0,23467790000000.0,22718947000000.0,20964323000000.0,24582150000000.0,22730200000000.0,19676411000000.0,22260264000000.0,23832291000000.0,24020250000000.0,23903024000000.0
2077.0,23599591000000.0,23963428000000.0,23605760000000.0,22507887000000.0,24413764000000.0,24484426000000.0,23272459000000.0,23429546000000.0,22645930000000.0,20883383000000.0,24511718000000.0,22606367000000.0,19485770000000.0,22208831000000.0,23768090000000.0,23971708000000.0,23778740000000.0
2078.0,23574270000000.0,23889747000000.0,23520201000000.0,22404342000000.0,24402194000000.0,24443915000000.0,23217538000000.0,23429684000000.0,22569514000000.0,20791115000000.0,24460023000000.0,22588238000000.0,19347465000000.0,22046317000000.0,23748965000000.0,23933460000000.0,23781500000000.0
2079.0,23492687000000.0,23848836000000.0,23510114000000.0,22314574000000.0,24357852000000.0,24397543000000.0,23121038000000.0,23363769000000.0,22523610000000.0,20708210000000.0,24440453000000.0,22445268000000.0,19244251000000.0,21977645000000.0,23696890000000.0,23932680000000.0,23712483000000.0
2080.0,23440436000000.0,23775626000000.0,23451677000000.0,22218864000000.0,24320330000000.0,24290028000000.0,23007876000000.0,23377220000000.0,22492513000000.0,20541327000000.0,24362814000000.0,22302467000000.0,19060706000000.0,21909970000000.0,23626766000000.0,23901757000000.0,23645141000000.0
2081.0,23349344000000.0,23756162000000.0,23434283000000.0,22195405000000.0,24246450000000.0,24221007000000.0,22900841000000.0,23331560000000.0,22402180000000.0,20374574000000.0,24307822000000.0,22224262000000.0,18903105000000.0,21745220000000.0,23588715000000.0,23844438000000.0,23562260000000.0
2082.0,23266358000000.0,23756611000000.0,23411740000000.0,22105159000000.0,24204894000000.0,24227485000000.0,22814910000000.0,23305359000000.0,22346172000000.0,20186999000000.0,24322758000000.0,22168658000000.0,18777719000000.0,21634308000000.0,23560140000000.0,23789553000000.0,23535863000000.0
2083.0,23283085000000.0,23676557000000.0,23351465000000.0,22046122000000.0,24124160000000.0,24121864000000.0,22809965000000.0,23262388000000.0,22256720000000.0,20137286000000.0,24244360000000.0,22128546000000.0,18661992000000.0,21622243000000.0,23498660000000.0,23773185000000.0,23511039000000.0
2084.0,23155597000000.0,23625864000000.0,23305113000000.0,21968733000000.0,24067774000000.0,24111256000000.0,22711372000000.0,23182981000000.0,22131350000000.0,20082061000000.0,24212996000000.0,21940340000000.0,18488029000000.0,21516748000000.0,23448986000000.0,23743456000000.0,23498300000000.0
2085.0,23120405000000.0,23608820000000.0,23230073000000.0,21809020000000.0,24053155000000.0,24104093000000.0,22648206000000.0,23119824000000.0,22036504000000.0,19996655000000.0,24152208000000.0,21845950000000.0,18377966000000.0,21459150000000.0,23429258000000.0,23671794000000.0,23495413000000.0
2086.0,23058354000000.0,23518510000000.0,23170410000000.0,21747416000000.0,23936973000000.0,24087034000000.0,22580050000000.0,23096145000000.0,21930610000000.0,19931360000000.0,24118957000000.0,21767679000000.0,18222621000000.0,21422632000000.0,23369225000000.0,23618298000000.0,23407553000000.0
2087.0,22953054000000.0,23522097000000.0,23141582000000.0,21634530000000.0,23911471000000.0,24077645000000.0,22566171000000.0,23004333000000.0,21842423000000.0,19784534000000.0,24100005000000.0,21589316000000.0,18090474000000.0,21374861000000.0,23293620000000.0,23527502000000.0,23342770000000.0
2088.0,22896332000000.0,23452290000000.0,23086989000000.0,21551330000000.0,23827619000000.0,23992847000000.0,22514175000000.0,22982118000000.0,21752283000000.0,19586276000000.0,24084400000000.0,21450480000000.0,17912604000000.0,21289526000000.0,23261460000000.0,23488255000000.0,23248434000000.0
2089.0,22807000000000.0,23346387000000.0,23046155000000.0,21519988000000.0,23794698000000.0,23834820000000.0,22438027000000.0,22984480000000.0,21663670000000.0,19515077000000.0,24032898000000.0,21241562000000.0,17785336000000.0,21134634000000.0,23229048000000.0,23452438000000.0,23185815000000.0
2090.0,22768430000000.0,23309666000000.0,23035185000000.0,21471770000000.0,23720398000000.0,23792122000000.0,22358250000000.0,22930950000000.0,21535780000000.0,19378672000000.0,24015872000000.0,21073802000000.0,17702970000000.0,20998496000000.0,23145761000000.0,23414510000000.0,23138350000000.0
2091.0,22757683000000.0,23186316000000.0,22992659000000.0,21398005000000.0,23630505000000.0,23760359000000.0,22327236000000.0,22934985000000.0,21426631000000.0,19356734000000.0,23927078000000.0,20997804000000.0,17626030000000.0,20877840000000.0,23086456000000.0,23331141000000.0,23117133000000.0
2092.0,22671526000000.0,23162352000000.0,22906550000000.0,21344471000000.0,23558904000000.0,23745417000000.0,22208833000000.0,22886600000000.0,21380261000000.0,19157220000000.0,23893167000000.0,20818422000000.0,17494607000000.0,20817904000000.0,23011843000000.0,23285295000000.0,23114369000000.0
2093.0,22598120000000.0,23096270000000.0,22870320000000.0,21273835000000.0,23520216000000.0,23659196000000.0,22139552000000.0,22781878000000.0,21295260000000.0,18960764000000.0,23891232000000.0,20797903000000.0,17364541000000.0,20756910000000.0,22968636000000.0,23266901000000.0,23014612000000.0
2094.0,22491693000000.0,23088207000000.0,22840705000000.0,21250343000000.0,23509040000000.0,23635459000000.0,22057656000000.0,22768740000000.0,21270509000000.0,18783182000000.0,23792848000000.0,20654164000000.0,17176394000000.0,20655504000000.0,22940154000000.0,23250820000000.0,22933074000000.0
2095.0,22468782000000.0,23041285000000.0,22769805000000.0,21196318000000.0,23499605000000.0,23606319000000.0,21967457000000.0,22784493000000.0,21194430000000.0,18550658000000.0,23720932000000.0,20492392000000.0,17054641000000.0,20567734000000.0,22945534000000.0,23216404000000.0,22877185000000.0
