time,BCC-CSM2-MR,MRI-ESM2-0,EC-EARTH3,INM-CM4-8,CAMS-CSM1-0,FGOALS-F3-L,CESM2-WACCM,GFDL-ESM4,NORESM2-MM,EC-EARTH3-VEG,MPI-ESM1-2-HR,CESM2,INM-CM5-0
2014.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0
2015.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0
2016.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0
2017.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0
2018.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0
2019.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0
2020.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0
2021.0,88966636000.0,88686640000.0,88899625000.0,88987740000.0,89369100000.0,90060420000.0,89042035000.0,89211360000.0,88970035000.0,90246560000.0,88980520000.0,89152774000.0,89070910000.0
2022.0,89100700000.0,88491910000.0,88862515000.0,88786076000.0,89002340000.0,89359300000.0,89143580000.0,89137970000.0,88715240000.0,89359750000.0,89021350000.0,88789160000.0,88979450000.0
2023.0,89609350000.0,88453740000.0,88626010000.0,88612510000.0,88746180000.0,89609330000.0,88861550000.0,88799040000.0,88779760000.0,88847840000.0,88751540000.0,88654950000.0,89114940000.0
2024.0,90458130000.0,88522160000.0,88396055000.0,88573840000.0,88825766000.0,89412180000.0,88579130000.0,88898970000.0,88978350000.0,88691810000.0,88614940000.0,88805140000.0,88710940000.0
2025.0,88907860000.0,89569255000.0,88166690000.0,88491745000.0,88444760000.0,88963050000.0,88465400000.0,88526160000.0,88448660000.0,88959000000.0,88823850000.0,88285540000.0,88445985000.0
2026.0,88857485000.0,88377640000.0,87951900000.0,88581290000.0,88372430000.0,88683620000.0,88727520000.0,88444460000.0,88376840000.0,88779670000.0,88629500000.0,88537506000.0,88728930000.0
2027.0,89294360000.0,87889390000.0,87748770000.0,88081015000.0,88219260000.0,88426185000.0,89141080000.0,88238870000.0,88333080000.0,88400230000.0,88912920000.0,88209060000.0,88472265000.0
2028.0,88517400000.0,87853460000.0,87706130000.0,87858450000.0,88164460000.0,88595690000.0,88348760000.0,88135030000.0,88288500000.0,88418240000.0,88196470000.0,87936745000.0,88170520000.0
2029.0,88543070000.0,87522435000.0,87235820000.0,87753196000.0,87975210000.0,88465510000.0,88786970000.0,88648510000.0,88011780000.0,88130445000.0,87899020000.0,87813260000.0,87897350000.0
2030.0,88308080000.0,87429510000.0,86909166000.0,87636025000.0,87961960000.0,88888820000.0,88439520000.0,88071635000.0,88372404000.0,87851470000.0,88058180000.0,87632930000.0,87625030000.0
2031.0,88999380000.0,87111120000.0,86599190000.0,87459045000.0,87630720000.0,88283780000.0,88045780000.0,87831870000.0,87992660000.0,87789150000.0,87630540000.0,87394850000.0,87591290000.0
2032.0,88152646000.0,87449620000.0,86258550000.0,87304380000.0,87784290000.0,87889900000.0,87927880000.0,87643324000.0,88097970000.0,87882180000.0,87754130000.0,87231100000.0,87441424000.0
2033.0,87827366000.0,86875810000.0,86109315000.0,87330240000.0,88414405000.0,89076410000.0,87792930000.0,87442820000.0,87513550000.0,87381890000.0,87713140000.0,86967100000.0,86994720000.0
2034.0,87637795000.0,86730810000.0,85813040000.0,86884600000.0,87633215000.0,88445920000.0,87512410000.0,87328440000.0,87448945000.0,87196410000.0,87740810000.0,86803100000.0,86680370000.0
2035.0,87515600000.0,86351960000.0,85412160000.0,86870010000.0,87345400000.0,88142455000.0,87790140000.0,87181990000.0,87018610000.0,86991900000.0,87132520000.0,86839870000.0,86469790000.0
2036.0,87530620000.0,86044060000.0,84994400000.0,87141400000.0,87348890000.0,87902050000.0,87469430000.0,86920765000.0,86809520000.0,86751940000.0,86888590000.0,86519430000.0,85994180000.0
2037.0,87203670000.0,85695600000.0,84621090000.0,86588375000.0,86903650000.0,87525450000.0,87164305000.0,86702780000.0,86665140000.0,86473080000.0,86706905000.0,86172795000.0,85697360000.0
2038.0,86971090000.0,85563350000.0,84386726000.0,86229590000.0,86523600000.0,87319716000.0,87133910000.0,86362310000.0,86794290000.0,86240970000.0,86474830000.0,85940085000.0,85749694000.0
2039.0,86876520000.0,85401800000.0,83853130000.0,86102655000.0,86502244000.0,86918720000.0,86996480000.0,86208850000.0,86228190000.0,85903480000.0,86214090000.0,85557290000.0,85115530000.0
2040.0,88305205000.0,85064390000.0,83282395000.0,85695650000.0,86086060000.0,86739090000.0,86746560000.0,86220370000.0,85997060000.0,85611100000.0,86114880000.0,85426160000.0,84709100000.0
2041.0,86859770000.0,85488770000.0,82794640000.0,85425860000.0,85809820000.0,86362150000.0,86471614000.0,85847040000.0,85645270000.0,85955174000.0,86086050000.0,85047740000.0,84310245000.0
2042.0,86330294000.0,85307060000.0,82474720000.0,85102810000.0,85907640000.0,86418020000.0,86143795000.0,86235234000.0,85435630000.0,85259200000.0,85791560000.0,85115130000.0,83741400000.0
2043.0,86260120000.0,84330540000.0,81760215000.0,84848100000.0,85516950000.0,86125430000.0,85884396000.0,86011830000.0,85243440000.0,84953680000.0,85420330000.0,84789760000.0,83216970000.0
2044.0,85848120000.0,83863036000.0,81107706000.0,84628430000.0,85262690000.0,85747280000.0,85912764000.0,85536490000.0,84977040000.0,84783230000.0,85187080000.0,84499140000.0,82838725000.0
2045.0,85856460000.0,83678510000.0,80638304000.0,84364360000.0,85169684000.0,85507700000.0,85697680000.0,85458060000.0,85211824000.0,84244130000.0,85095880000.0,84050250000.0,82664950000.0
2046.0,85437320000.0,83334130000.0,80081740000.0,84391870000.0,84823540000.0,85946990000.0,85317810000.0,84848730000.0,84405470000.0,83822490000.0,84757220000.0,83595030000.0,82237710000.0
2047.0,85228060000.0,82960120000.0,79491150000.0,83780256000.0,84454990000.0,85207440000.0,85000086000.0,84681550000.0,84269580000.0,83338110000.0,84650350000.0,83233730000.0,81686360000.0
2048.0,85069100000.0,82367010000.0,78879110000.0,83513430000.0,84311130000.0,86188600000.0,84726060000.0,84301600000.0,83876274000.0,82936460000.0,84296770000.0,82932930000.0,81366880000.0
2049.0,84603490000.0,81927300000.0,78258905000.0,82963200000.0,83868980000.0,84971725000.0,84541000000.0,84870046000.0,83374694000.0,82537550000.0,83953730000.0,82463970000.0,80876050000.0
2050.0,84160210000.0,82053740000.0,77502590000.0,82632360000.0,83725290000.0,84327710000.0,84046880000.0,83887950000.0,83039540000.0,81927880000.0,83643310000.0,82291650000.0,80491330000.0
2051.0,83918050000.0,81366060000.0,76852250000.0,82481180000.0,83748470000.0,84247280000.0,83645874000.0,83774930000.0,82830930000.0,81434460000.0,83413750000.0,81659120000.0,80235990000.0
2052.0,84144260000.0,80978110000.0,76121055000.0,82064970000.0,83075680000.0,83839370000.0,83558244000.0,83578405000.0,82250540000.0,80862160000.0,83003970000.0,81187950000.0,79717286000.0
2053.0,83345740000.0,80568386000.0,75368220000.0,81586420000.0,83236274000.0,83669270000.0,83095740000.0,83014550000.0,81860840000.0,80322580000.0,82587930000.0,80832010000.0,79418060000.0
2054.0,83055510000.0,80000090000.0,74558400000.0,81000300000.0,82532200000.0,83289060000.0,82809920000.0,82562530000.0,81360070000.0,79518650000.0,82374340000.0,80359375000.0,79024820000.0
2055.0,82538550000.0,79307290000.0,73616410000.0,80686140000.0,82776110000.0,82811900000.0,82597320000.0,82273130000.0,80924780000.0,78785600000.0,82118710000.0,79884030000.0,78690440000.0
2056.0,82783470000.0,78724110000.0,72804336000.0,80334860000.0,82064785000.0,82571840000.0,82122826000.0,82398716000.0,80746240000.0,78179830000.0,81516520000.0,79704910000.0,78309280000.0
2057.0,82230630000.0,78170060000.0,71840040000.0,79725674000.0,81686440000.0,82364940000.0,81660610000.0,82324450000.0,80456180000.0,77557760000.0,81238910000.0,79284970000.0,77998690000.0
2058.0,81472490000.0,77983080000.0,70919470000.0,79224635000.0,81429870000.0,81829880000.0,81110880000.0,81498460000.0,79852770000.0,76851150000.0,80672720000.0,78783324000.0,77648994000.0
2059.0,81246640000.0,78041450000.0,69959480000.0,78683810000.0,81407050000.0,81473910000.0,81050870000.0,81097530000.0,79443960000.0,76071330000.0,80553720000.0,78315720000.0,77083360000.0
2060.0,80698710000.0,77761550000.0,68848116000.0,78296820000.0,80890520000.0,81257780000.0,80503880000.0,80531220000.0,79025240000.0,75438530000.0,79875514000.0,77608000000.0,76804145000.0
2061.0,80268845000.0,76772884000.0,68037800000.0,77978530000.0,80683140000.0,81001430000.0,79975400000.0,80113890000.0,78752440000.0,74722670000.0,79509840000.0,77172105000.0,76493865000.0
2062.0,79744640000.0,76191000000.0,66982023000.0,77391700000.0,80245060000.0,80253220000.0,79596634000.0,80372470000.0,78181520000.0,74041240000.0,79233760000.0,76690326000.0,76092826000.0
2063.0,79311570000.0,75561750000.0,65929064000.0,77020190000.0,79919235000.0,79710224000.0,79142280000.0,79466410000.0,77608600000.0,73251980000.0,78793105000.0,75988330000.0,75725080000.0
2064.0,78902800000.0,74913554000.0,65134424000.0,76667610000.0,79590970000.0,79329620000.0,79228470000.0,79114970000.0,77140910000.0,72415220000.0,78378430000.0,75502756000.0,75260854000.0
2065.0,78432620000.0,74551880000.0,64759624000.0,76105670000.0,79587705000.0,78865270000.0,78277200000.0,78648640000.0,76668610000.0,71529620000.0,77937025000.0,74875410000.0,74833250000.0
2066.0,77987450000.0,74047630000.0,63422235000.0,75609020000.0,79316330000.0,78479606000.0,77856670000.0,78180770000.0,76223060000.0,70641310000.0,77527490000.0,74610760000.0,74274914000.0
2067.0,77426745000.0,73627790000.0,62339920000.0,75176860000.0,78920440000.0,78430520000.0,77242384000.0,77693665000.0,75370350000.0,69752520000.0,77220750000.0,73684760000.0,73836680000.0
2068.0,77056385000.0,72733260000.0,61477010000.0,74664430000.0,78493450000.0,77712200000.0,76551960000.0,77230110000.0,74848340000.0,68820540000.0,76998370000.0,72950776000.0,73825075000.0
2069.0,76525460000.0,72220795000.0,60456920000.0,74201750000.0,78305310000.0,77264600000.0,76104565000.0,76899000000.0,74277945000.0,67723715000.0,76437710000.0,72433560000.0,73899120000.0
2070.0,76250464000.0,71670540000.0,59469943000.0,73664390000.0,78681055000.0,77344780000.0,75400080000.0,76541110000.0,73522390000.0,66656600000.0,75862560000.0,71585060000.0,73236830000.0
2071.0,75505150000.0,71108485000.0,58516906000.0,73165480000.0,77962660000.0,76623634000.0,74807320000.0,77467910000.0,73137980000.0,65778070000.0,75369920000.0,70871440000.0,72773870000.0
2072.0,75223835000.0,70330245000.0,57562784000.0,72751300000.0,77549370000.0,76018960000.0,74340516000.0,76206240000.0,72384830000.0,64696330000.0,75201720000.0,70194180000.0,72323090000.0
2073.0,74535600000.0,69832510000.0,56612040000.0,72250770000.0,77395804000.0,76649220000.0,73717640000.0,76336910000.0,71805430000.0,63826285000.0,74754500000.0,69514100000.0,71770690000.0
2074.0,73942130000.0,69183420000.0,55589500000.0,71755630000.0,77029570000.0,75248490000.0,73131250000.0,75296670000.0,71713170000.0,62634390000.0,74427510000.0,68663423000.0,71231020000.0
2075.0,73415390000.0,68648480000.0,54544940000.0,71217220000.0,76664960000.0,74718670000.0,72465780000.0,74755890000.0,70652090000.0,61993950000.0,73797480000.0,68191015000.0,70855885000.0
2076.0,73230820000.0,67831386000.0,53474583000.0,70621570000.0,76340110000.0,74175280000.0,71622115000.0,77426140000.0,70034060000.0,60753880000.0,73353675000.0,67303424000.0,70435540000.0
2077.0,72347430000.0,67092390000.0,52512506000.0,70095400000.0,75918440000.0,73721060000.0,71010116000.0,74416530000.0,69511310000.0,59730633000.0,72967540000.0,66413535000.0,69884500000.0
2078.0,71805490000.0,66291480000.0,51433980000.0,69509220000.0,75676090000.0,73062050000.0,70344470000.0,74038380000.0,68850750000.0,58601857000.0,72635190000.0,65697174000.0,69405190000.0
2079.0,71224205000.0,65646977000.0,49958355000.0,69053570000.0,76561820000.0,72481730000.0,69687640000.0,73560270000.0,68130144000.0,57514004000.0,72035990000.0,64795060000.0,68977650000.0
2080.0,70614510000.0,65168482000.0,48549190000.0,68387238000.0,75342310000.0,71833350000.0,69002260000.0,73064950000.0,67525830000.0,56488313000.0,71502860000.0,63733090000.0,68656880000.0
2081.0,70240910000.0,64614056000.0,47329270000.0,67719586000.0,75052310000.0,71749165000.0,68110530000.0,72390000000.0,66828850000.0,55069090000.0,71084660000.0,63106966000.0,68285624000.0
2082.0,70419870000.0,63611388000.0,46193920000.0,67216237000.0,74629640000.0,71462010000.0,67441713000.0,71801815000.0,66254780000.0,53781606000.0,72472080000.0,62286850000.0,67649340000.0
2083.0,69453136000.0,62901547000.0,45276460000.0,66991346000.0,74352430000.0,70800800000.0,66527724000.0,71319600000.0,65352920000.0,52431864000.0,70475360000.0,61416450000.0,67204120000.0
2084.0,68835525000.0,62236090000.0,44055376000.0,66047510000.0,73916105000.0,70179406000.0,65744330000.0,71031120000.0,64769626000.0,51253236000.0,70113450000.0,60620990000.0,66763534000.0
2085.0,68001820000.0,61339930000.0,42926130000.0,65406116000.0,73662620000.0,69589360000.0,64880910000.0,70175780000.0,63925498000.0,49849848000.0,70115530000.0,59701547000.0,66285765000.0
2086.0,67736290000.0,60537364000.0,41608410000.0,64927666000.0,73276236000.0,69011366000.0,63856290000.0,71426380000.0,63201812000.0,48682332000.0,69709240000.0,59100725000.0,65752090000.0
2087.0,67145010000.0,59625337000.0,40453767000.0,64423610000.0,72913440000.0,68769540000.0,62859506000.0,69520920000.0,62168190000.0,47501455000.0,68951065000.0,58224656000.0,65047360000.0
2088.0,66405010000.0,58712326000.0,39388877000.0,63560065000.0,72767780000.0,67829703000.0,62017974000.0,69460430000.0,61383430000.0,46341485000.0,68666110000.0,57242284000.0,66176820000.0
2089.0,65864210000.0,57876150000.0,38175190000.0,63272680000.0,72341190000.0,67157287000.0,61178335000.0,68850835000.0,60792816000.0,45141160000.0,67927314000.0,56304906000.0,64386925000.0
2090.0,65257878000.0,57033120000.0,36642832000.0,62541287000.0,72371190000.0,66457248000.0,60199940000.0,68294370000.0,59985842000.0,43880296000.0,67514122000.0,55316677000.0,63959020000.0
2091.0,64900940000.0,56339464000.0,35232740000.0,62089610000.0,71784880000.0,66743517000.0,59325950000.0,67476554000.0,59222094000.0,42614407000.0,67523940000.0,54214832000.0,63570977000.0
2092.0,64000180000.0,55699180000.0,34261377000.0,61496760000.0,71547085000.0,65368363000.0,58455323000.0,67687318000.0,58370980000.0,41289036000.0,66676883000.0,53393285000.0,62824923000.0
2093.0,63862340000.0,54588707000.0,32812325000.0,60910690000.0,71081206000.0,64627840000.0,57881047000.0,66583695000.0,57630200000.0,40363352000.0,66329027000.0,52286200000.0,62437490000.0
2094.0,62726644000.0,53661864000.0,31332768000.0,60194290000.0,70702060000.0,64247630000.0,56721773000.0,66300740000.0,56964276000.0,38959790000.0,65913830000.0,51416756000.0,61840900000.0
2095.0,61740830000.0,52791157000.0,30087756000.0,59651047000.0,70271950000.0,63527612000.0,55941366000.0,65465090000.0,56150500000.0,37605650000.0,65737327000.0,50456736000.0,61350700000.0
2096.0,61380010000.0,51779770000.0,28921360000.0,59052257000.0,69874440000.0,62640400000.0,55158067000.0,65035870000.0,55331330000.0,36195360000.0,64912986000.0,49438253000.0,60956316000.0
2097.0,60644190000.0,50895696000.0,27666743000.0,58551030000.0,69487030000.0,62307672000.0,54141604000.0,64446400000.0,54763856000.0,34735116000.0,64463573000.0,48541670000.0,60510597000.0
2098.0,59648270000.0,49944060000.0,26688272000.0,59567456000.0,69124440000.0,61329195000.0,53405870000.0,63887094000.0,53750590000.0,33298948000.0,63945847000.0,47550050000.0,60024260000.0
2099.0,59158240000.0,48854250000.0,25331083000.0,57532494000.0,68632750000.0,60683460000.0,52537733000.0,63235750000.0,52913955000.0,31829588000.0,63405093000.0,46732345000.0,59775255000.0
2100.0,58168287000.0,47949290000.0,24006652000.0,56934270000.0,68188037000.0,60027773000.0,51937030000.0,62547227000.0,52208566000.0,30491904000.0,64004755000.0,45856158000.0,60237726000.0
