time,INM-CM4-8,CAMS-CSM1-0,ACCESS-ESM1-5,BCC-CSM2-MR,EC-EARTH3,MRI-ESM2-0,FGOALS-F3-L,GFDL-ESM4,NORESM2-MM,EC-EARTH3-VEG,CANESM5,CESM2-WACCM,ACCESS-CM2,CESM2,INM-CM5-0,IPSL-CM6A-LR,MPI-ESM1-2-HR
2010.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0
2011.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0
2012.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0
2013.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0
2014.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0
2015.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0
2016.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0
2017.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0
2018.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0
2019.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0
2020.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0
2021.0,89228450000.0,88936920000.0,89055800000.0,89064610000.0,88963970000.0,88717260000.0,88941085000.0,90951000000.0,88873525000.0,89349330000.0,88902480000.0,88838990000.0,88967280000.0,88904880000.0,89005285000.0,89154890000.0,88928740000.0
2022.0,88925040000.0,88870396000.0,88888050000.0,89350060000.0,89201310000.0,88570356000.0,88788970000.0,89049555000.0,88941300000.0,89663200000.0,89761400000.0,88715620000.0,88608810000.0,88682930000.0,88996350000.0,88861550000.0,90294370000.0
2023.0,89472614000.0,88945910000.0,88697790000.0,88827870000.0,88535730000.0,88312150000.0,88836810000.0,88788380000.0,88740880000.0,88847606000.0,89092340000.0,89056756000.0,88466390000.0,88583390000.0,89394180000.0,88717580000.0,90189900000.0
2024.0,88837005000.0,88543050000.0,88626100000.0,89962050000.0,88128730000.0,88174770000.0,88674705000.0,88914420000.0,88475490000.0,88693710000.0,89010230000.0,88517390000.0,88977580000.0,88396960000.0,88712860000.0,89191570000.0,89431750000.0
2025.0,88489484000.0,88491450000.0,88451640000.0,89399120000.0,88214470000.0,87877180000.0,88328880000.0,89414510000.0,88259800000.0,88478990000.0,88467410000.0,88218170000.0,88629130000.0,88419740000.0,88735610000.0,88496185000.0,88771450000.0
2026.0,88258550000.0,88573900000.0,88253990000.0,88739450000.0,87786455000.0,87633306000.0,88313815000.0,88697640000.0,88180110000.0,88422330000.0,88146270000.0,87994910000.0,88831074000.0,88194170000.0,88243090000.0,88357220000.0,88603530000.0
2027.0,88164024000.0,88571160000.0,88217310000.0,88493195000.0,87522460000.0,87413890000.0,88206130000.0,88368300000.0,87944590000.0,88093670000.0,87911850000.0,87734460000.0,88421660000.0,88066880000.0,88383280000.0,88517850000.0,88458780000.0
2028.0,87985820000.0,88138550000.0,87887135000.0,88349030000.0,87176300000.0,87120660000.0,89720005000.0,88137650000.0,87821400000.0,87930140000.0,88210160000.0,87586440000.0,88112690000.0,88003060000.0,88228770000.0,88133330000.0,88208540000.0
2029.0,87844940000.0,88026130000.0,87759315000.0,88220940000.0,86802014000.0,86902030000.0,88566830000.0,87970390000.0,87582220000.0,87839000000.0,87695240000.0,87497790000.0,87722350000.0,87780930000.0,87954760000.0,88191115000.0,88349340000.0
2030.0,87648270000.0,87706610000.0,87564180000.0,87982480000.0,86446850000.0,86656320000.0,88081450000.0,87828100000.0,87565430000.0,87695300000.0,87470195000.0,87267390000.0,87651525000.0,87674210000.0,87851885000.0,87894740000.0,87921100000.0
2031.0,87660560000.0,87569300000.0,87454530000.0,87778610000.0,86108070000.0,86360530000.0,87828440000.0,87703400000.0,87270590000.0,87762895000.0,87189060000.0,87011730000.0,87263040000.0,87461675000.0,87583600000.0,88263180000.0,87825290000.0
2032.0,87207215000.0,87545800000.0,87379210000.0,87951550000.0,85671770000.0,85998660000.0,87599970000.0,88114815000.0,87130380000.0,87362040000.0,86945570000.0,86760010000.0,87029270000.0,87230060000.0,87202940000.0,88179940000.0,88088250000.0
2033.0,87140290000.0,87406510000.0,87213695000.0,87465060000.0,85295055000.0,86310520000.0,87327500000.0,87756370000.0,87545800000.0,87304045000.0,86543884000.0,86627100000.0,87865590000.0,87030740000.0,87032130000.0,87405270000.0,87809240000.0
2034.0,86891550000.0,87132094000.0,87115040000.0,87948560000.0,84869570000.0,85645290000.0,87664960000.0,87263090000.0,87347780000.0,86919150000.0,86306310000.0,86529920000.0,87380870000.0,86856114000.0,86672290000.0,87338720000.0,87368960000.0
2035.0,87295640000.0,87532400000.0,86798025000.0,87619880000.0,84497630000.0,85169010000.0,87242916000.0,86915880000.0,86757710000.0,86884450000.0,85865650000.0,86140620000.0,86645780000.0,86859194000.0,86334530000.0,86917915000.0,87913490000.0
2036.0,86682880000.0,86945140000.0,86527150000.0,87105610000.0,84167290000.0,84856880000.0,86829180000.0,87088870000.0,86472340000.0,86374910000.0,85518580000.0,85809545000.0,86774430000.0,86468665000.0,86162645000.0,86589006000.0,87378910000.0
2037.0,86286680000.0,86942350000.0,86871245000.0,86968550000.0,83711730000.0,84589445000.0,86770880000.0,87524070000.0,86185255000.0,86117330000.0,85203200000.0,85446750000.0,86746350000.0,86235865000.0,85878980000.0,86527570000.0,87341270000.0
2038.0,86076875000.0,86615850000.0,86667500000.0,86902840000.0,83107830000.0,84162640000.0,87033070000.0,86708450000.0,85998500000.0,86067920000.0,84793280000.0,85303740000.0,86721446000.0,85943870000.0,85693500000.0,86417965000.0,87116850000.0
2039.0,85776780000.0,86839020000.0,86436766000.0,86560760000.0,82598310000.0,84017816000.0,86738280000.0,86341860000.0,85734965000.0,86131294000.0,84322880000.0,84997910000.0,85878720000.0,86089564000.0,85237310000.0,86108900000.0,87380440000.0
2040.0,85720080000.0,86235320000.0,86241770000.0,87036880000.0,81947460000.0,83629650000.0,86340440000.0,86030260000.0,85595250000.0,85801870000.0,83974360000.0,84623920000.0,85728805000.0,85491530000.0,84863600000.0,85848210000.0,86803300000.0
2041.0,85221530000.0,85961190000.0,86016070000.0,87674135000.0,81474040000.0,83325880000.0,86262800000.0,86675860000.0,85338640000.0,85563980000.0,83528830000.0,84210010000.0,85161340000.0,85451890000.0,84552650000.0,86284210000.0,87282950000.0
2042.0,85117550000.0,86205750000.0,85713396000.0,87270105000.0,81028145000.0,83203270000.0,86209600000.0,86126030000.0,85254136000.0,85302500000.0,83047630000.0,84067040000.0,84807700000.0,84944480000.0,84204680000.0,85580910000.0,86749690000.0
2043.0,84766490000.0,85647340000.0,85868945000.0,86292490000.0,80452750000.0,83630390000.0,85979046000.0,86637530000.0,84768604000.0,84909960000.0,82819270000.0,83556010000.0,84577720000.0,84759830000.0,84055360000.0,86042200000.0,87051480000.0
2044.0,84454890000.0,85417980000.0,85169540000.0,85982000000.0,79716220000.0,83088510000.0,85751530000.0,86281060000.0,84414830000.0,84639010000.0,82328170000.0,83414565000.0,84162610000.0,84348650000.0,83608170000.0,85186750000.0,87203470000.0
2045.0,84159635000.0,85430500000.0,84909750000.0,86211980000.0,79147065000.0,82291210000.0,85448425000.0,85518156000.0,84164240000.0,84498580000.0,81739380000.0,82996240000.0,83760260000.0,84063050000.0,83145064000.0,85163010000.0,87140336000.0
2046.0,83743015000.0,85014820000.0,84823510000.0,85974290000.0,78355720000.0,81684920000.0,85985770000.0,84899840000.0,83802670000.0,84248430000.0,81198840000.0,82576020000.0,83328060000.0,83636190000.0,82794860000.0,85352645000.0,86796110000.0
2047.0,83727940000.0,84791206000.0,84419970000.0,85733790000.0,77755370000.0,81089840000.0,85243790000.0,85035000000.0,83454540000.0,83892390000.0,80775406000.0,82188710000.0,83076620000.0,83259800000.0,82411270000.0,84739920000.0,86166905000.0
2048.0,83148276000.0,84608010000.0,84157790000.0,85303230000.0,76956690000.0,80859250000.0,84792160000.0,84311490000.0,83467936000.0,83839320000.0,80668885000.0,81768930000.0,82531820000.0,82900880000.0,82078910000.0,84138370000.0,85874205000.0
2049.0,82822136000.0,84256850000.0,84533620000.0,85050606000.0,76290420000.0,80787900000.0,84546355000.0,84096550000.0,82917490000.0,83511150000.0,80042746000.0,81333080000.0,82146230000.0,82649120000.0,82042380000.0,83783240000.0,86297715000.0
2050.0,83163540000.0,83836590000.0,83987325000.0,84786045000.0,75705440000.0,80123580000.0,85460930000.0,83899120000.0,82516280000.0,83545150000.0,79730470000.0,80886820000.0,81753055000.0,82122780000.0,81745040000.0,83460160000.0,85918605000.0
2051.0,82400750000.0,83677650000.0,83590780000.0,85564050000.0,75105526000.0,79760480000.0,84320350000.0,83621370000.0,82118430000.0,82812100000.0,79622320000.0,80559735000.0,81242300000.0,81636385000.0,81371810000.0,83202180000.0,85281930000.0
2052.0,82086280000.0,83699210000.0,83517190000.0,84743774000.0,74532140000.0,79762375000.0,84031450000.0,83286580000.0,81999870000.0,82505580000.0,79071740000.0,81531355000.0,80963730000.0,81246314000.0,80990280000.0,82549380000.0,85100020000.0
2053.0,81739465000.0,83005550000.0,83178660000.0,84417870000.0,73793870000.0,79106430000.0,84101644000.0,83097756000.0,81860330000.0,82310820000.0,78454790000.0,80333880000.0,80313120000.0,80715270000.0,80572580000.0,82242970000.0,84842930000.0
2054.0,81441235000.0,82824990000.0,82826750000.0,83931670000.0,73061550000.0,78610750000.0,83563080000.0,83686010000.0,81399250000.0,81752540000.0,77698200000.0,80828236000.0,79861694000.0,80108710000.0,80242350000.0,81972990000.0,84501000000.0
2055.0,81144050000.0,82611670000.0,82553586000.0,83624090000.0,72615550000.0,78196730000.0,83107920000.0,83191030000.0,81069940000.0,81268460000.0,77253390000.0,79943250000.0,79460690000.0,79793120000.0,80003540000.0,81770690000.0,85167220000.0
2056.0,80773170000.0,82380780000.0,82633370000.0,84133220000.0,72287085000.0,78057160000.0,83005400000.0,82801760000.0,80640920000.0,81000145000.0,76758170000.0,79306555000.0,78933550000.0,79291150000.0,79727740000.0,81306800000.0,84272360000.0
2057.0,80643260000.0,82405740000.0,82517030000.0,83444410000.0,72004530000.0,77462815000.0,82978415000.0,82201250000.0,80275055000.0,80891770000.0,76312940000.0,79313260000.0,78612800000.0,79105430000.0,79770920000.0,81337600000.0,84136630000.0
2058.0,80233850000.0,81869900000.0,82104850000.0,82990236000.0,70780010000.0,76890370000.0,82681545000.0,81939325000.0,79917840000.0,80416014000.0,75678966000.0,79129690000.0,78224130000.0,78651286000.0,78929410000.0,80793390000.0,84070760000.0
2059.0,79765440000.0,81413850000.0,81571560000.0,82763020000.0,70200115000.0,76569800000.0,82722410000.0,81626710000.0,79474745000.0,79893094000.0,75234460000.0,79032600000.0,77733340000.0,77859095000.0,78607750000.0,80171350000.0,84265180000.0
2060.0,79369130000.0,81006400000.0,81820566000.0,82930210000.0,69711520000.0,76300600000.0,82004910000.0,81806190000.0,79186610000.0,79725070000.0,74369010000.0,78045690000.0,77332010000.0,78469770000.0,78400310000.0,79674810000.0,83896205000.0
2061.0,79239170000.0,80850890000.0,81473260000.0,82516630000.0,69111830000.0,75973260000.0,81812710000.0,81311230000.0,78996030000.0,79101650000.0,74092660000.0,77813970000.0,76798420000.0,76984630000.0,77876855000.0,79200060000.0,83535140000.0
2062.0,78591810000.0,80446560000.0,81110295000.0,82201700000.0,68495876000.0,75624040000.0,81681260000.0,81137890000.0,78592066000.0,78888990000.0,73472490000.0,77450930000.0,76453950000.0,76459794000.0,77888250000.0,78777240000.0,83155990000.0
2063.0,78370730000.0,80403790000.0,80767390000.0,82012990000.0,67854418000.0,75072770000.0,81572040000.0,81343510000.0,78188450000.0,78264050000.0,72867660000.0,76924125000.0,76168610000.0,75821646000.0,77357170000.0,78364210000.0,83299295000.0
2064.0,78759600000.0,80156080000.0,80252490000.0,81861670000.0,67276284000.0,76026050000.0,81384150000.0,81776460000.0,77785120000.0,78143095000.0,72988330000.0,76689080000.0,75724300000.0,75298930000.0,77122930000.0,77887330000.0,83212570000.0
2065.0,77622870000.0,79806530000.0,80074520000.0,82528870000.0,66679636000.0,75514960000.0,81019675000.0,80812120000.0,77659670000.0,77832680000.0,72078960000.0,77245080000.0,75355324000.0,75108024000.0,77083100000.0,77717790000.0,82884310000.0
2066.0,77101330000.0,79724820000.0,79705300000.0,81607746000.0,66097754000.0,75144530000.0,81635690000.0,80390580000.0,77256120000.0,77369300000.0,71145590000.0,76245080000.0,75338360000.0,74675820000.0,77192970000.0,76941820000.0,82468780000.0
2067.0,76581070000.0,79510440000.0,79561200000.0,81236640000.0,65480510000.0,74637640000.0,81809330000.0,80111970000.0,77284140000.0,77256560000.0,70960120000.0,75797690000.0,74991190000.0,74142840000.0,76406810000.0,76410630000.0,82558140000.0
2068.0,76530050000.0,79602890000.0,79278580000.0,81358030000.0,64994100000.0,74406880000.0,80841440000.0,79763450000.0,76808280000.0,76761915000.0,70416190000.0,75375220000.0,74213384000.0,73535040000.0,75930680000.0,76230360000.0,82521360000.0
2069.0,75963875000.0,79507920000.0,78959820000.0,81361270000.0,64455512000.0,73532195000.0,80302050000.0,80088340000.0,76247460000.0,76127940000.0,69881370000.0,75389500000.0,73988320000.0,73185500000.0,75548280000.0,75619340000.0,82045390000.0
2070.0,75492820000.0,78768280000.0,78604665000.0,80943450000.0,63665943000.0,73202180000.0,80307634000.0,79590830000.0,76160490000.0,76104794000.0,69191620000.0,75285280000.0,73388830000.0,73317570000.0,75183370000.0,75141970000.0,81817666000.0
2071.0,75361350000.0,78502870000.0,78444356000.0,80413230000.0,62856800000.0,73500890000.0,80076980000.0,79274320000.0,75794330000.0,75405220000.0,68575220000.0,74873350000.0,73111560000.0,73088280000.0,74888135000.0,74720805000.0,81533060000.0
2072.0,75489350000.0,78701140000.0,78220984000.0,80007020000.0,62130990000.0,72796780000.0,79850870000.0,78898545000.0,75400570000.0,75309100000.0,68075400000.0,74779075000.0,72571840000.0,72116560000.0,74567260000.0,74029730000.0,81193650000.0
2073.0,74526230000.0,78573806000.0,77721300000.0,79765840000.0,61494380000.0,72735950000.0,79270310000.0,79535140000.0,74905150000.0,74680180000.0,67684426000.0,74754780000.0,72166030000.0,71775050000.0,74359610000.0,73429980000.0,81187955000.0
2074.0,74043335000.0,78277190000.0,77678890000.0,79376680000.0,60906164000.0,72137940000.0,78880240000.0,78485684000.0,74565540000.0,74241830000.0,66948223000.0,73878856000.0,71800160000.0,70897870000.0,74168070000.0,74029970000.0,81079890000.0
2075.0,73730925000.0,77633250000.0,77161775000.0,81794510000.0,60394435000.0,71777790000.0,78904870000.0,78430970000.0,74331000000.0,74002800000.0,66328710000.0,73490490000.0,71468080000.0,70572710000.0,73891504000.0,72950860000.0,80708600000.0
2076.0,73741120000.0,77599880000.0,77608490000.0,79347490000.0,59551154000.0,72572580000.0,78578590000.0,78147140000.0,73772660000.0,74422395000.0,65784386000.0,73287590000.0,71272820000.0,69891424000.0,73481360000.0,72248975000.0,80443695000.0
2077.0,73119250000.0,78007920000.0,76478990000.0,79403780000.0,59627190000.0,71639560000.0,78680550000.0,77940550000.0,73714190000.0,73246880000.0,65507040000.0,74182255000.0,70922310000.0,69524095000.0,73184756000.0,71907550000.0,81259910000.0
2078.0,74051920000.0,77955420000.0,76102150000.0,78941800000.0,58780570000.0,74962540000.0,78551780000.0,77999735000.0,73352405000.0,72651660000.0,64851497000.0,72881760000.0,70420130000.0,69333630000.0,72798550000.0,71330775000.0,80783580000.0
2079.0,72613810000.0,77689690000.0,75600355000.0,78602030000.0,57997140000.0,71857010000.0,78238360000.0,77777350000.0,73222840000.0,72497046000.0,64391580000.0,72881300000.0,69811995000.0,69847060000.0,72505230000.0,71353250000.0,80134470000.0
2080.0,72209710000.0,77128530000.0,75395960000.0,78539880000.0,57595597000.0,71897100000.0,77768270000.0,77348900000.0,72635460000.0,72364860000.0,64284094000.0,71870180000.0,69379180000.0,68486443000.0,72145010000.0,71416610000.0,79911450000.0
2081.0,71762700000.0,79173330000.0,74978970000.0,77940950000.0,56760205000.0,71784820000.0,78692060000.0,77581640000.0,72148410000.0,71787550000.0,63711437000.0,71342326000.0,68929670000.0,67647697000.0,71995970000.0,70260340000.0,79793420000.0
2082.0,71383540000.0,78069015000.0,74638434000.0,77671720000.0,56278344000.0,70624660000.0,78283590000.0,76929660000.0,72015740000.0,71220600000.0,62970597000.0,71716670000.0,68673516000.0,67213353000.0,72829930000.0,70648100000.0,79710260000.0
2083.0,71142670000.0,78757100000.0,74274740000.0,77427530000.0,56092810000.0,70047350000.0,77502340000.0,76489286000.0,71542570000.0,71442490000.0,62597330000.0,71134050000.0,68901830000.0,66687656000.0,71467560000.0,69427980000.0,79371035000.0
2084.0,70643690000.0,77386700000.0,74281850000.0,77428040000.0,54988160000.0,69845710000.0,77118210000.0,76233990000.0,71090200000.0,70447890000.0,62119227000.0,70512026000.0,67872430000.0,66419274000.0,71043000000.0,69190870000.0,79115624000.0
2085.0,70229510000.0,76637086000.0,74120454000.0,77627105000.0,54592356000.0,69717330000.0,76925936000.0,76640150000.0,70841420000.0,69899870000.0,61746905000.0,69892870000.0,67402410000.0,66090783000.0,70946365000.0,68840700000.0,78703330000.0
2086.0,69900480000.0,77233840000.0,73548770000.0,77589365000.0,53810418000.0,70209810000.0,77028390000.0,75864195000.0,70373570000.0,69256840000.0,61222138000.0,69475240000.0,67931455000.0,65612410000.0,70574390000.0,67985703000.0,78550565000.0
2087.0,69713090000.0,76566170000.0,73241666000.0,76702110000.0,53296470000.0,69481850000.0,76530650000.0,75965840000.0,70746374000.0,69072130000.0,60982673000.0,68931020000.0,66641568000.0,65137717000.0,70164630000.0,67594970000.0,78600225000.0
2088.0,69482060000.0,75862480000.0,72723170000.0,76306280000.0,52817134000.0,68773480000.0,76168765000.0,75797970000.0,69991375000.0,68258284000.0,60347515000.0,68607898000.0,66022662000.0,64265486000.0,70004540000.0,67270880000.0,77942310000.0
2089.0,68952920000.0,76140700000.0,72973920000.0,76152780000.0,52159914000.0,69304795000.0,75828400000.0,76831160000.0,69480120000.0,67784080000.0,60007227000.0,68201718000.0,65515405000.0,63719797000.0,69896630000.0,66689348000.0,77746700000.0
2090.0,68604465000.0,75304810000.0,72634384000.0,76485650000.0,51775586000.0,68469100000.0,75480240000.0,75433525000.0,69121835000.0,67306140000.0,60264800000.0,67794560000.0,65275474000.0,63296120000.0,70711440000.0,66167132000.0,78746780000.0
2091.0,68376105000.0,75020870000.0,72268775000.0,76044170000.0,51214360000.0,68595446000.0,76769020000.0,76236850000.0,68790755000.0,67011020000.0,59363267000.0,67589310000.0,64758970000.0,62980854000.0,69240890000.0,65893060000.0,77785410000.0
2092.0,67937436000.0,74828210000.0,72062790000.0,75675296000.0,50720674000.0,68687528000.0,76750184000.0,74777125000.0,68452350000.0,66481600000.0,58981200000.0,69584950000.0,64350544000.0,62005383000.0,68755030000.0,66214363000.0,77497230000.0
2093.0,67624423000.0,74992380000.0,71525390000.0,75763280000.0,50461090000.0,69390250000.0,74924590000.0,74857960000.0,68083266000.0,66906878000.0,59450000000.0,67932385000.0,65605997000.0,61504280000.0,68839200000.0,65321464000.0,76912860000.0
2094.0,67422800000.0,74598230000.0,71769390000.0,75747710000.0,49767190000.0,68266045000.0,77944130000.0,75002700000.0,67873874000.0,66286174000.0,58458202000.0,67682734000.0,63932617000.0,61023293000.0,68656700000.0,65368244000.0,78095290000.0
2095.0,67542460000.0,74406620000.0,71634800000.0,75253285000.0,49427116000.0,69820030000.0,76256575000.0,74600210000.0,67438120000.0,65710457000.0,57985712000.0,66532196000.0,63404990000.0,60387623000.0,68314070000.0,64163020000.0,76883790000.0
2096.0,66835436000.0,74631045000.0,72098620000.0,74838050000.0,48976600000.0,68260106000.0,74996330000.0,74398650000.0,67127950000.0,65143570000.0,57608760000.0,65878303000.0,62866460000.0,59829907000.0,68019438000.0,63534810000.0,77233250000.0
2097.0,68350380000.0,74179130000.0,71103150000.0,74761060000.0,48442490000.0,67656045000.0,74786230000.0,74220446000.0,66837205000.0,64859700000.0,57124930000.0,65919947000.0,62723140000.0,59266613000.0,68108382000.0,63105212000.0,76639216000.0
2098.0,67199800000.0,74157800000.0,70524200000.0,75173340000.0,47945093000.0,67741434000.0,74516840000.0,73863550000.0,66507215000.0,63853457000.0,58188590000.0,65477700000.0,62300440000.0,58739170000.0,67565072000.0,63234860000.0,76215880000.0
2099.0,66222470000.0,74158310000.0,70504670000.0,77392660000.0,47537426000.0,67428380000.0,74284050000.0,74339510000.0,66312593000.0,63290350000.0,57467500000.0,65142067000.0,61735240000.0,57985634000.0,67251835000.0,62899827000.0,75754970000.0
2100.0,66076650000.0,75450520000.0,70255160000.0,76322324000.0,46984634000.0,67781610000.0,73756280000.0,73723650000.0,65944166000.0,62778565000.0,56092692000.0,64539193000.0,61237817000.0,57673236000.0,67832037000.0,62377583000.0,75938550000.0
