time,IPSL-CM5A-LR,CSIRO-MK3-6-0,NORESM1-M,CCSM4,GFDL-ESM2G,CESM1-CAM5,GFDL-CM3,GISS-E2-R
2026.0,7866604300000.0,7958889000000.0,7914637000000.0,7965364500000.0,7941246000000.0,7742343300000.0,7785184500000.0,8019471500000.0
2027.0,7814620000000.0,7932456500000.0,7869401400000.0,7934955000000.0,7912308000000.0,7693414000000.0,7718922000000.0,8003301400000.0
2028.0,7765820400000.0,7902573600000.0,7823412000000.0,7894312400000.0,7886615300000.0,7629020000000.0,7638803300000.0,7974459000000.0
2029.0,7726692000000.0,7876188300000.0,7783285000000.0,7852794600000.0,7862398000000.0,7549994700000.0,7564965000000.0,7928775400000.0
2030.0,7673847000000.0,7844933400000.0,7744213500000.0,7809700700000.0,7841357000000.0,7480765600000.0,7502221000000.0,7905409500000.0
2031.0,7632156000000.0,7809243500000.0,7703773600000.0,7788190000000.0,7811451300000.0,7395036600000.0,7431736000000.0,7874177700000.0
2032.0,7573469700000.0,7782811600000.0,7663988000000.0,7752450000000.0,7783796700000.0,7330871000000.0,7353687000000.0,7853232000000.0
2033.0,7511423300000.0,7748816700000.0,7628634000000.0,7731486000000.0,7761557500000.0,7258434400000.0,7282773500000.0,7817293500000.0
2034.0,7465942000000.0,7705350600000.0,7589685000000.0,7689958000000.0,7744548000000.0,7182587300000.0,7204309600000.0,7777333000000.0
2035.0,7406411000000.0,7662241000000.0,7539834000000.0,7651596400000.0,7726597400000.0,7100506000000.0,7132444400000.0,7760715000000.0
2036.0,7341583400000.0,7628284500000.0,7490336000000.0,7619097400000.0,7704413700000.0,7031712000000.0,7035894600000.0,7742574600000.0
2037.0,7277249000000.0,7600084000000.0,7446521000000.0,7578135000000.0,7666334000000.0,6945042000000.0,6938177300000.0,7708641600000.0
2038.0,7229041000000.0,7565842300000.0,7402530300000.0,7562047500000.0,7616723000000.0,6864091000000.0,6866994000000.0,7676796300000.0
2039.0,7163729000000.0,7543370300000.0,7376218000000.0,7517551000000.0,7585664600000.0,6774775600000.0,6775740000000.0,7641015000000.0
2040.0,7104885000000.0,7498607600000.0,7334906000000.0,7484998700000.0,7554863000000.0,6693588600000.0,6705071000000.0,7603140700000.0
2041.0,7067079000000.0,7458920000000.0,7268930700000.0,7459701000000.0,7521560400000.0,6612763000000.0,6625054700000.0,7571133400000.0
2042.0,7020579700000.0,7421585500000.0,7224898000000.0,7410619000000.0,7474430600000.0,6539417500000.0,6540366000000.0,7547099000000.0
2043.0,6966748000000.0,7381378000000.0,7170615700000.0,7375016700000.0,7438746500000.0,6454300000000.0,6463441300000.0,7522845500000.0
2044.0,6928347000000.0,7333969700000.0,7116327000000.0,7332221000000.0,7408290600000.0,6376144000000.0,6387351400000.0,7481119500000.0
2045.0,6876709000000.0,7286746500000.0,7066930000000.0,7280786400000.0,7379826000000.0,6290904400000.0,6303919000000.0,7432767000000.0
2046.0,6820268600000.0,7239595700000.0,7005161000000.0,7227540000000.0,7357156000000.0,6203671300000.0,6219713000000.0,7405552300000.0
2047.0,6775298000000.0,7212337500000.0,6946474700000.0,7200216000000.0,7340146300000.0,6095668500000.0,6157758400000.0,7352261000000.0
2048.0,6709158300000.0,7166954000000.0,6884562000000.0,7152629400000.0,7319583000000.0,5995786400000.0,6072196000000.0,7319799000000.0
2049.0,6640676400000.0,7132847500000.0,6838000500000.0,7097067500000.0,7299277000000.0,5914494000000.0,5990631600000.0,7268229000000.0
2050.0,6574047000000.0,7086627400000.0,6791975400000.0,7039761000000.0,7267128000000.0,5828388600000.0,5915871300000.0,7233817000000.0
2051.0,6516038000000.0,7057293000000.0,6750034000000.0,7001090300000.0,7224359000000.0,5720958300000.0,5827521000000.0,7185435700000.0
2052.0,6442482400000.0,7013298300000.0,6695349000000.0,6943002000000.0,7196281000000.0,5618014000000.0,5742405400000.0,7143127000000.0
2053.0,6393257000000.0,6967121000000.0,6637053500000.0,6876442400000.0,7146259300000.0,5519717000000.0,5652667700000.0,7104603600000.0
2054.0,6324282000000.0,6922767400000.0,6584064300000.0,6800199400000.0,7123342700000.0,5441113300000.0,5569102000000.0,7071955700000.0
2055.0,6268383000000.0,6880005000000.0,6523700000000.0,6756013000000.0,7078094600000.0,5356319000000.0,5485735000000.0,7037838700000.0
2056.0,6189173000000.0,6836574000000.0,6460606000000.0,6698134000000.0,7050337000000.0,5258879700000.0,5391664000000.0,7007906000000.0
2057.0,6132693000000.0,6796173000000.0,6387955400000.0,6636597400000.0,7029767000000.0,5161617000000.0,5302783600000.0,6975979500000.0
2058.0,6048246700000.0,6749601000000.0,6322245300000.0,6589640000000.0,6992828600000.0,5098000000000.0,5215995600000.0,6932780300000.0
2059.0,5989683700000.0,6702778000000.0,6266135500000.0,6533795500000.0,6962416000000.0,5009331000000.0,5121756400000.0,6898037300000.0
2060.0,5909199700000.0,6674237600000.0,6195660700000.0,6471590300000.0,6941383000000.0,4916682700000.0,5029137000000.0,6854256000000.0
2061.0,5830007600000.0,6639498000000.0,6120277500000.0,6419734600000.0,6909478300000.0,4829414000000.0,4940548000000.0,6790252000000.0
2062.0,5746588600000.0,6605575300000.0,6046103400000.0,6351214000000.0,6860091400000.0,4732023700000.0,4853753000000.0,6754770400000.0
2063.0,5665866600000.0,6576297500000.0,5972766000000.0,6284567000000.0,6807601300000.0,4646003300000.0,4756148300000.0,6717677000000.0
2064.0,5577598000000.0,6530646700000.0,5899310600000.0,6241493500000.0,6764713500000.0,4560556000000.0,4661114000000.0,6683536400000.0
2065.0,5510014700000.0,6496602000000.0,5822801000000.0,6191272400000.0,6721418000000.0,4473264500000.0,4549548400000.0,6655330000000.0
2066.0,5434655000000.0,6440897000000.0,5740723400000.0,6118464600000.0,6691281000000.0,4378125000000.0,4467659000000.0,6619809000000.0
2067.0,5376552000000.0,6387348000000.0,5664380000000.0,6059856500000.0,6656789000000.0,4273080000000.0,4372939400000.0,6578911000000.0
2068.0,5325728000000.0,6348580300000.0,5589513500000.0,6010690300000.0,6616417600000.0,4175680000000.0,4275893700000.0,6533742600000.0
2069.0,5251698000000.0,6305330000000.0,5525475000000.0,5964130000000.0,6569065000000.0,4088900600000.0,4190669600000.0,6489262000000.0
2070.0,5178696000000.0,6257404000000.0,5463581000000.0,5913941000000.0,6518744000000.0,3990588000000.0,4099410200000.0,6423813600000.0
2071.0,5116127600000.0,6224087600000.0,5371260000000.0,5866987700000.0,6469943000000.0,3894547300000.0,4017599500000.0,6374012000000.0
2072.0,5045927000000.0,6182509500000.0,5280799000000.0,5808026000000.0,6430584000000.0,3807367000000.0,3908464800000.0,6316975700000.0
2073.0,4962850000000.0,6145398000000.0,5205090000000.0,5769031300000.0,6390698000000.0,3730877200000.0,3808059500000.0,6274185400000.0
2074.0,4903258300000.0,6102114000000.0,5134245400000.0,5727323700000.0,6337326500000.0,3649838300000.0,3714783000000.0,6226416500000.0
2075.0,4830581500000.0,6035118000000.0,5049554600000.0,5679383300000.0,6285830000000.0,3559206000000.0,3617160200000.0,6177896000000.0
2076.0,4770405300000.0,5982348400000.0,4955824500000.0,5622899700000.0,6246117000000.0,3481123000000.0,3529756600000.0,6140170600000.0
2077.0,4726124400000.0,5943634400000.0,4866677000000.0,5548179700000.0,6206529700000.0,3415708000000.0,3432416300000.0,6083574000000.0
2078.0,4667111000000.0,5887183300000.0,4785064000000.0,5480700000000.0,6165042000000.0,3331851800000.0,3333556800000.0,6027630600000.0
2079.0,4592171500000.0,5843596600000.0,4707509000000.0,5426309500000.0,6125339500000.0,3247914400000.0,3243060800000.0,5986567000000.0
2080.0,4523426000000.0,5790315300000.0,4610770600000.0,5382800400000.0,6102064000000.0,3163038700000.0,3162749300000.0,5931862000000.0
2081.0,4452376400000.0,5719518000000.0,4521777400000.0,5327152500000.0,6067456600000.0,3086088400000.0,3065871600000.0,5884126700000.0
2082.0,4380880500000.0,5661921000000.0,4423722500000.0,5280462500000.0,6016490500000.0,3015123100000.0,2976676600000.0,5839354600000.0
2083.0,4298434700000.0,5604976000000.0,4326415100000.0,5223364000000.0,5977314000000.0,2934601200000.0,2883483900000.0,5793510000000.0
2084.0,4224086200000.0,5550480000000.0,4242748500000.0,5155054000000.0,5949177000000.0,2858879300000.0,2793780000000.0,5763362000000.0
2085.0,4158681000000.0,5494547000000.0,4160766600000.0,5086857700000.0,5913333000000.0,2785749000000.0,2710429500000.0,5715185000000.0
2086.0,4086579300000.0,5438432000000.0,4069023000000.0,5029095000000.0,5862738400000.0,2709833000000.0,2622467900000.0,5686552400000.0
2087.0,4010625000000.0,5383534400000.0,3990235600000.0,4974895000000.0,5816838500000.0,2640060600000.0,2534908000000.0,5646053300000.0
2088.0,3929789000000.0,5322827000000.0,3912065000000.0,4923709700000.0,5773230300000.0,2559652000000.0,2452104200000.0,5585242000000.0
2089.0,3858233800000.0,5255915000000.0,3841011700000.0,4876237000000.0,5724204000000.0,2485749000000.0,2375894200000.0,5534454400000.0
2090.0,3790002200000.0,5205447000000.0,3752221500000.0,4827702600000.0,5672293400000.0,2409888700000.0,2303920200000.0,5470232000000.0
2091.0,3713420200000.0,5149981400000.0,3653104300000.0,4759299300000.0,5616584600000.0,2331775300000.0,2224806000000.0,5427337000000.0
2092.0,3629575000000.0,5094486600000.0,3572315700000.0,4692947000000.0,5579753000000.0,2266469200000.0,2150328000000.0,5382189000000.0
2093.0,3553025300000.0,5047654000000.0,3498967800000.0,4633959000000.0,5534351000000.0,2193229700000.0,2077979600000.0,5320122000000.0
2094.0,3483088500000.0,4983440000000.0,3415902800000.0,4581678000000.0,5502773000000.0,2123537700000.0,2008990200000.0,5268135000000.0
2095.0,3425771200000.0,4930530000000.0,3343906000000.0,4515641000000.0,5464881400000.0,2056140200000.0,1945551900000.0,5226889000000.0
2096.0,3367045700000.0,4870130000000.0,3254838600000.0,4454741000000.0,5422364000000.0,1993974100000.0,1881041900000.0,5188183700000.0
2097.0,3301385000000.0,4804880000000.0,3162677200000.0,4385618000000.0,5382626300000.0,1931431200000.0,1814494700000.0,5141008000000.0
2098.0,3238104000000.0,4729980600000.0,3082074700000.0,4344735300000.0,5349081000000.0,1863375900000.0,1746163900000.0,5085906000000.0
2099.0,3179610400000.0,4665951000000.0,3012997000000.0,4279892000000.0,5301383700000.0,1798798600000.0,1686634800000.0,5049073000000.0
2100.0,3113876500000.0,4599545600000.0,2931084000000.0,4224437500000.0,5260387000000.0,1733996700000.0,1624033200000.0,5011263700000.0
