time,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2-WACCM,CESM2,EC-EARTH3,NORESM2-MM,INM-CM4-8,INM-CM5-0,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,GFDL-ESM4,MRI-ESM2-0
2019.0,49772143000.0,49772143000.0,49772143000.0,49772143000.0,49772143000.0,49772143000.0,49772143000.0,49772143000.0,49772143000.0,49772143000.0,49772143000.0,49772143000.0,49772143000.0
2020.0,49528850000.0,49528850000.0,49528850000.0,49528850000.0,49528850000.0,49528850000.0,49528850000.0,49528850000.0,49528850000.0,49528850000.0,49528850000.0,49528850000.0,49528850000.0
2021.0,49057510000.0,49479393000.0,49152483000.0,49078403000.0,49106633000.0,49131954000.0,49001046000.0,49233945000.0,49249423000.0,49120133000.0,49346350000.0,49242943000.0,48989716000.0
2022.0,48850534000.0,49072610000.0,49027760000.0,48791097000.0,48791680000.0,48883660000.0,48936006000.0,49110210000.0,48988717000.0,48949408000.0,49046450000.0,49472210000.0,48875487000.0
2023.0,48648430000.0,48780600000.0,48767308000.0,48546670000.0,48614285000.0,48687804000.0,49703424000.0,48861880000.0,48737780000.0,48806105000.0,48856117000.0,48987505000.0,48623686000.0
2024.0,48435200000.0,48758223000.0,48794747000.0,48377274000.0,48311650000.0,48557814000.0,48862777000.0,48673935000.0,48623660000.0,48670085000.0,48767623000.0,48590053000.0,48412440000.0
2025.0,48107594000.0,48461406000.0,48705425000.0,48160023000.0,48055040000.0,48307376000.0,48760058000.0,48467538000.0,48512850000.0,48480567000.0,48692376000.0,48440430000.0,48275340000.0
2026.0,48009646000.0,48250490000.0,48222835000.0,48012874000.0,47759983000.0,48125874000.0,48474760000.0,48316720000.0,48104018000.0,48477196000.0,50176260000.0,48208208000.0,47972147000.0
2027.0,47786815000.0,48007594000.0,48016232000.0,47735280000.0,47441097000.0,47961390000.0,48290152000.0,48363643000.0,47832770000.0,48413245000.0,48790536000.0,48107620000.0,47748055000.0
2028.0,47622197000.0,47843250000.0,47851393000.0,47468360000.0,47140545000.0,48113983000.0,48287910000.0,47934132000.0,47601218000.0,47983464000.0,48157815000.0,47794266000.0,47482196000.0
2029.0,47420297000.0,48083630000.0,47626625000.0,47178658000.0,46739014000.0,47524295000.0,47988605000.0,47586690000.0,47219286000.0,47813804000.0,47998840000.0,47613460000.0,47138865000.0
2030.0,47056355000.0,48064647000.0,47348167000.0,47036480000.0,46316524000.0,47200000000.0,47794000000.0,47241724000.0,46940856000.0,47564386000.0,47765520000.0,47400280000.0,46846538000.0
2031.0,46870192000.0,47364633000.0,47025693000.0,46663975000.0,45812924000.0,46954460000.0,47554007000.0,47015985000.0,46638027000.0,47272215000.0,47524274000.0,47070437000.0,46492830000.0
2032.0,46975144000.0,47257870000.0,46962520000.0,46271627000.0,45328585000.0,46694770000.0,47248250000.0,46793875000.0,46262440000.0,47030740000.0,47364420000.0,46729620000.0,46224870000.0
2033.0,46357885000.0,46812320000.0,46576243000.0,46014040000.0,45005440000.0,46489985000.0,47031140000.0,46494900000.0,45888950000.0,46746630000.0,47611230000.0,46535660000.0,46008046000.0
2034.0,46573437000.0,46491950000.0,46250920000.0,45689405000.0,44387580000.0,46079255000.0,46791635000.0,46284358000.0,45530673000.0,46466458000.0,46862516000.0,46241907000.0,45588922000.0
2035.0,46114540000.0,46311965000.0,45901373000.0,45488554000.0,44002955000.0,45742190000.0,46589510000.0,45837824000.0,44929020000.0,46173303000.0,46606393000.0,45870280000.0,45195055000.0
2036.0,45791180000.0,46007837000.0,45628375000.0,45052150000.0,43386340000.0,45412495000.0,46318375000.0,45397710000.0,44618097000.0,45775540000.0,46700120000.0,45655683000.0,44757234000.0
2037.0,45356737000.0,45665116000.0,45340110000.0,44617810000.0,42622410000.0,45190513000.0,46021940000.0,45336314000.0,44351672000.0,45506120000.0,46648580000.0,45319580000.0,44302733000.0
2038.0,44991780000.0,45373140000.0,45175030000.0,44312500000.0,42042528000.0,44757770000.0,45909512000.0,44744364000.0,43788540000.0,45195063000.0,45950145000.0,44926300000.0,43939656000.0
2039.0,44778127000.0,45386480000.0,44814725000.0,43831742000.0,41495253000.0,44338885000.0,45551178000.0,44397752000.0,43331125000.0,44853383000.0,45629338000.0,44513358000.0,43364980000.0
2040.0,45205262000.0,45026420000.0,44398567000.0,43245756000.0,41081696000.0,43931714000.0,45199350000.0,43956610000.0,42955387000.0,44458400000.0,45503970000.0,44208697000.0,42900603000.0
2041.0,44393040000.0,44909294000.0,44126900000.0,42720630000.0,40368243000.0,43519960000.0,44779516000.0,43489706000.0,42262704000.0,44016353000.0,45711245000.0,43797360000.0,42395455000.0
2042.0,43759358000.0,44455866000.0,43550806000.0,42101293000.0,40128045000.0,43108364000.0,44326120000.0,42909753000.0,41724396000.0,43638546000.0,45007364000.0,43394994000.0,41856483000.0
2043.0,43313787000.0,44158628000.0,43141677000.0,41538370000.0,39285092000.0,42815640000.0,43982184000.0,42429680000.0,41287705000.0,43089514000.0,44803236000.0,43019770000.0,41340020000.0
2044.0,43371460000.0,43721100000.0,42703016000.0,41188004000.0,38618110000.0,42706477000.0,43671233000.0,41908244000.0,40725344000.0,42631287000.0,44288356000.0,42652680000.0,40842850000.0
2045.0,42654183000.0,43879793000.0,42086950000.0,40575107000.0,37927650000.0,41928160000.0,43336940000.0,41463173000.0,40162750000.0,42134730000.0,43786736000.0,42307350000.0,40310387000.0
2046.0,42198565000.0,43225640000.0,41645720000.0,40000508000.0,37148910000.0,41480830000.0,43003875000.0,40711033000.0,39713850000.0,41747800000.0,43444090000.0,41832813000.0,39697416000.0
2047.0,41772280000.0,42766650000.0,41247710000.0,39337070000.0,36411208000.0,41039462000.0,42574320000.0,40108798000.0,39177020000.0,41226050000.0,43031220000.0,41347930000.0,39260844000.0
2048.0,41778410000.0,42315730000.0,40760185000.0,38648177000.0,35821100000.0,40593093000.0,42338587000.0,39606858000.0,38502986000.0,40742896000.0,42804023000.0,40924094000.0,38704013000.0
2049.0,40875160000.0,41792655000.0,40274797000.0,38078157000.0,35115320000.0,40187280000.0,41853153000.0,39035070000.0,38038580000.0,40145228000.0,42205530000.0,40404870000.0,38038835000.0
2050.0,40361865000.0,41325875000.0,39668232000.0,37591280000.0,34470160000.0,39551447000.0,41938784000.0,38410584000.0,37540258000.0,39570137000.0,42129568000.0,39736960000.0,37627625000.0
2051.0,40784770000.0,40696824000.0,39125074000.0,36951240000.0,33606791000.0,39158650000.0,41238794000.0,37787664000.0,36905538000.0,39106875000.0,41594814000.0,39135883000.0,36868210000.0
2052.0,39623066000.0,40212402000.0,38750770000.0,36704408000.0,32759603000.0,38678704000.0,40711496000.0,37273560000.0,36236000000.0,38403903000.0,41007792000.0,38668014000.0,36213965000.0
2053.0,39128195000.0,39732306000.0,38287393000.0,35831136000.0,32129638000.0,38142320000.0,40154630000.0,36807580000.0,35575996000.0,37798990000.0,40534532000.0,38042450000.0,35689510000.0
2054.0,38556610000.0,40111845000.0,37662667000.0,35214500000.0,31519500000.0,37474087000.0,39527547000.0,36160602000.0,34792305000.0,37112648000.0,40276955000.0,37775938000.0,35076833000.0
2055.0,37923310000.0,40246370000.0,36970440000.0,34694484000.0,30822107000.0,36809396000.0,39057826000.0,35621910000.0,34215125000.0,36508856000.0,39555040000.0,36971856000.0,34501800000.0
2056.0,37454946000.0,38968095000.0,36420080000.0,34115162000.0,30031016000.0,36163290000.0,39119127000.0,35069293000.0,33489017000.0,35659387000.0,38987317000.0,36408275000.0,33762517000.0
2057.0,36916826000.0,38351184000.0,35665834000.0,33527265000.0,29208844000.0,35755810000.0,38385967000.0,34443153000.0,32698046000.0,35090506000.0,38620750000.0,35947530000.0,33076267000.0
2058.0,36482200000.0,37845470000.0,34864870000.0,32927326000.0,28566917000.0,35160680000.0,37718884000.0,33952915000.0,31981236000.0,34377236000.0,37958414000.0,35360510000.0,32466130000.0
2059.0,35839087000.0,37453783000.0,34267040000.0,32602178000.0,28077550000.0,34412230000.0,37083353000.0,33317920000.0,31309494000.0,33667262000.0,37522590000.0,34689266000.0,31734548000.0
2060.0,35132100000.0,36920810000.0,33786767000.0,31928519000.0,27300710000.0,33666343000.0,36458090000.0,32629692000.0,30620097000.0,32774140000.0,38299275000.0,34037348000.0,31186973000.0
2061.0,34583286000.0,36435845000.0,33096150000.0,31368751000.0,26699500000.0,33867196000.0,35824116000.0,31817363000.0,29949575000.0,32114473000.0,36952510000.0,33270403000.0,30459453000.0
2062.0,33898928000.0,36007006000.0,32560767000.0,30661317000.0,26161010000.0,32686550000.0,35144260000.0,31278965000.0,29507086000.0,31365224000.0,36027515000.0,32669534000.0,29957433000.0
2063.0,33874543000.0,35463440000.0,31850912000.0,30512610000.0,25488652000.0,31958086000.0,34519980000.0,30741955000.0,28616858000.0,30482565000.0,35346960000.0,32066950000.0,29419833000.0
2064.0,33338036000.0,34931077000.0,31055784000.0,29545249000.0,24758917000.0,31317856000.0,34177840000.0,30158107000.0,27883745000.0,29730537000.0,34717032000.0,31349092000.0,28824158000.0
2065.0,32386382000.0,34453610000.0,30233203000.0,28948530000.0,24358953000.0,30791148000.0,33731127000.0,29542269000.0,27120468000.0,28939123000.0,34167160000.0,30768482000.0,28369248000.0
2066.0,31760070000.0,33845690000.0,29514990000.0,28495135000.0,23844147000.0,30173660000.0,33300230000.0,29011986000.0,26615063000.0,28158493000.0,33507486000.0,30187946000.0,27730504000.0
2067.0,31337492000.0,33228014000.0,28960810000.0,27844094000.0,23269640000.0,29559804000.0,32674726000.0,28639971000.0,26100716000.0,27417958000.0,32840750000.0,29552144000.0,27210699000.0
2068.0,30872517000.0,32657097000.0,28338735000.0,27311660000.0,22707870000.0,29015116000.0,32235356000.0,28144058000.0,25529172000.0,26602703000.0,32308374000.0,28831642000.0,26742987000.0
2069.0,30318705000.0,32588487000.0,27776230000.0,26870696000.0,22230426000.0,28390844000.0,32102190000.0,27711371000.0,24966050000.0,25837134000.0,31679455000.0,28219159000.0,26223400000.0
2070.0,29558522000.0,31980583000.0,27122567000.0,26291925000.0,21752520000.0,27735048000.0,31399980000.0,27251206000.0,24390332000.0,25097304000.0,30977036000.0,27771963000.0,25619628000.0
2071.0,28914057000.0,31510143000.0,26505163000.0,25729204000.0,21252958000.0,27191826000.0,30727307000.0,26818900000.0,23785181000.0,24315494000.0,30363150000.0,27151397000.0,24875293000.0
2072.0,28327377000.0,30993127000.0,25870440000.0,25168090000.0,20790268000.0,26620019000.0,30222457000.0,26328093000.0,23257952000.0,23505630000.0,29528992000.0,26574710000.0,24381422000.0
2073.0,27938492000.0,30465364000.0,25278128000.0,24656867000.0,20319144000.0,26339017000.0,29712333000.0,25844632000.0,22832263000.0,22703278000.0,28897870000.0,26022818000.0,23842255000.0
2074.0,27344153000.0,30339652000.0,24625054000.0,24111403000.0,19916329000.0,25555540000.0,29171728000.0,25330692000.0,22319874000.0,21962910000.0,28209373000.0,25503328000.0,23385168000.0
2075.0,26977397000.0,31550810000.0,24132733000.0,23603485000.0,19535413000.0,24995660000.0,28579730000.0,24860152000.0,21888082000.0,21405540000.0,27676934000.0,25058384000.0,22953417000.0
2076.0,26353190000.0,29668973000.0,23659190000.0,23143418000.0,19168258000.0,24617419000.0,28229030000.0,24243644000.0,21395325000.0,20693730000.0,27090684000.0,24609346000.0,22373216000.0
2077.0,25729485000.0,29134539000.0,23090217000.0,22737375000.0,18742016000.0,24014473000.0,27670553000.0,23709913000.0,20894622000.0,20042297000.0,26453565000.0,23895880000.0,21882003000.0
2078.0,25018155000.0,28599239000.0,22942677000.0,22294387000.0,18398067000.0,23441732000.0,27165907000.0,23277470000.0,20387242000.0,19457135000.0,25595509000.0,23433710000.0,21410935000.0
2079.0,24421830000.0,28073419000.0,22184655000.0,21833783000.0,18095730000.0,22877446000.0,26616363000.0,23324516000.0,20081381000.0,18934624000.0,24947794000.0,23020085000.0,20975036000.0
2080.0,23924744000.0,27708287000.0,21660338000.0,21205780000.0,17590923000.0,22714868000.0,26001007000.0,22614063000.0,19600865000.0,18392460000.0,24397371000.0,22582036000.0,20551387000.0
2081.0,23357108000.0,27135224000.0,21296650000.0,20678363000.0,17181118000.0,22248684000.0,25490803000.0,22142216000.0,19226320000.0,17843343000.0,23733580000.0,22187380000.0,20141076000.0
2082.0,22796515000.0,26651808000.0,20843686000.0,20274033000.0,16791269000.0,22406560000.0,25153133000.0,21811690000.0,18808037000.0,17287858000.0,23064398000.0,21858560000.0,19821873000.0
2083.0,22389029000.0,26105813000.0,20440134000.0,19806915000.0,16462831000.0,21883384000.0,24619913000.0,21450414000.0,18464684000.0,16667217000.0,22346977000.0,21427974000.0,19399320000.0
2084.0,22069178000.0,25596260000.0,19907332000.0,19338099000.0,16154468000.0,21364790000.0,24330789000.0,20956148000.0,18046312000.0,16217614000.0,21843460000.0,20908286000.0,18990105000.0
2085.0,21543586000.0,25113690000.0,19665805000.0,18830637000.0,15819143000.0,20727742000.0,23821066000.0,20617730000.0,17633782000.0,15677362000.0,21272064000.0,20533168000.0,18500153000.0
2086.0,21087480000.0,24685943000.0,19163711000.0,18434574000.0,15450860000.0,20269410000.0,23513907000.0,20259870000.0,17305387000.0,15209071000.0,20677720000.0,20187062000.0,18174392000.0
2087.0,20676012000.0,24247570000.0,18705080000.0,18078600000.0,15109820000.0,19771822000.0,23079752000.0,19871072000.0,16949416000.0,14741756000.0,20120357000.0,19853060000.0,17769112000.0
2088.0,20068667000.0,23655406000.0,18379180000.0,17704630000.0,14812162000.0,19395838000.0,22675876000.0,19599532000.0,16610727000.0,14325728000.0,19604343000.0,19471202000.0,17396337000.0
2089.0,19704630000.0,23349210000.0,17944947000.0,17310646000.0,14474750000.0,19057666000.0,22361246000.0,19237087000.0,16242653000.0,13886181000.0,19180530000.0,19186985000.0,17026308000.0
2090.0,19342748000.0,22849139000.0,17569563000.0,16957358000.0,14190631000.0,18644770000.0,21909258000.0,19540394000.0,15873335000.0,13471028000.0,18670434000.0,18848210000.0,16711499000.0
2091.0,18794512000.0,22504850000.0,17246788000.0,16603257000.0,13873283000.0,18153306000.0,21519217000.0,18674380000.0,15604259000.0,13121001000.0,18129355000.0,18523466000.0,16404752000.0
2092.0,18347706000.0,22027620000.0,16795754000.0,16264514000.0,13551324000.0,17674914000.0,21066885000.0,18304764000.0,15307353000.0,12787205000.0,17507930000.0,18256478000.0,16063399000.0
2093.0,17943149000.0,21604512000.0,16408882000.0,15864941000.0,13224396000.0,17297410000.0,20723395000.0,17952549000.0,14992684000.0,12433930000.0,17091110000.0,17805548000.0,15754152000.0
2094.0,17514300000.0,21236675000.0,16182305000.0,15450265000.0,12955086000.0,16972299000.0,20271671000.0,17558567000.0,14730937000.0,12129452000.0,16619379000.0,17445177000.0,15440713000.0
2095.0,17154591000.0,20866136000.0,15699372000.0,15147570000.0,12633978000.0,16645971000.0,19956296000.0,17233111000.0,14416840000.0,11778818000.0,16139959000.0,17120356000.0,15094422000.0
2096.0,16758182000.0,20516493000.0,15400172000.0,14754680000.0,12257736000.0,16262954000.0,19465056000.0,16886610000.0,14117756000.0,11506471000.0,15752713000.0,16827095000.0,14846722000.0
2097.0,16293718000.0,20066808000.0,15077089000.0,14347693000.0,11957958000.0,15858688000.0,19202114000.0,16618182000.0,13827368000.0,11189304000.0,15321965000.0,16558776000.0,14576311000.0
2098.0,15885005000.0,19643603000.0,14807960000.0,14054324000.0,11699326000.0,15534692000.0,18843656000.0,16309683000.0,13552423000.0,10951813000.0,14913696000.0,16244484000.0,14315166000.0
2099.0,15616091000.0,19116149000.0,14514469000.0,13700796000.0,11381598000.0,15305996000.0,18519812000.0,16047779000.0,13248916000.0,10601421000.0,14487212000.0,15977802000.0,14073541000.0
2100.0,15181924000.0,18932000000.0,14145595000.0,13409479000.0,11122013000.0,15038425000.0,18167382000.0,15742942000.0,12987724000.0,10350047000.0,14116327000.0,15727412000.0,13786598000.0
