time,MPI-ESM-LR,CSIRO-MK3-6-0,NORESM1-M,CESM1-CAM5
2070.0,72848680000.0,79034016000.0,71384340000.0,61514700000.0
2071.0,72319140000.0,78835430000.0,70971180000.0,60793225000.0
2072.0,72050310000.0,78649510000.0,71177100000.0,60109087000.0
2073.0,71463540000.0,79396890000.0,70125990000.0,59537440000.0
2074.0,70941680000.0,78510050000.0,69573170000.0,58695078000.0
2075.0,70388890000.0,78262034000.0,69060100000.0,58187200000.0
2076.0,69952810000.0,77575274000.0,68747215000.0,57439965000.0
2077.0,69434925000.0,77231505000.0,68233425000.0,56779980000.0
2078.0,68924920000.0,76936500000.0,67710464000.0,55926637000.0
2079.0,68273750000.0,76641255000.0,67100635000.0,55252337000.0
2080.0,67751985000.0,76333310000.0,66827330000.0,54321690000.0
2081.0,67228566000.0,76469560000.0,66290880000.0,53406216000.0
2082.0,67637330000.0,76200485000.0,65747520000.0,52511620000.0
2083.0,66366407000.0,75742765000.0,65151750000.0,51723256000.0
2084.0,65758220000.0,75308590000.0,64661260000.0,50909303000.0
2085.0,65327540000.0,74961780000.0,64125854000.0,50113683000.0
2086.0,65530937000.0,74683790000.0,63834410000.0,50230477000.0
2087.0,67104410000.0,74324560000.0,63159734000.0,48925925000.0
2088.0,64229820000.0,74025420000.0,62675186000.0,48075768000.0
2089.0,63912755000.0,73680670000.0,62266778000.0,47311220000.0
2090.0,63253148000.0,73513530000.0,61789577000.0,46593556000.0
2091.0,62976170000.0,73240040000.0,61190100000.0,45924426000.0
2092.0,62294987000.0,72780370000.0,60662596000.0,45219520000.0
2093.0,62227505000.0,72452000000.0,60036770000.0,44596777000.0
2094.0,61490885000.0,72065390000.0,60124316000.0,43917250000.0
2095.0,61118980000.0,71945085000.0,59267924000.0,45056400000.0
2096.0,60700353000.0,71494050000.0,58721960000.0,43007300000.0
2097.0,60221313000.0,73063430000.0,58372240000.0,42390467000.0
2098.0,60275032000.0,72480620000.0,57943490000.0,41650500000.0
2099.0,60543648000.0,71307340000.0,57232204000.0,40719897000.0
2100.0,59310694000.0,70936410000.0,59058962000.0,40143800000.0
2101.0,58714320000.0,70419390000.0,58018310000.0,39513706000.0
2102.0,58227420000.0,70002410000.0,56861577000.0,39117170000.0
2103.0,57796620000.0,71226490000.0,55588344000.0,38601806000.0
2104.0,57864840000.0,69932450000.0,54945444000.0,37966758000.0
2105.0,56843250000.0,69360130000.0,54286725000.0,37494460000.0
2106.0,56707445000.0,69121340000.0,53904600000.0,36933538000.0
2107.0,56527114000.0,69079340000.0,53258613000.0,36359516000.0
2108.0,56488890000.0,69703800000.0,52705530000.0,35687960000.0
2109.0,55479380000.0,68767140000.0,52425392000.0,35062940000.0
2110.0,54712900000.0,68327480000.0,51859100000.0,34459316000.0
2111.0,54224286000.0,68078570000.0,51301200000.0,34143680000.0
2112.0,53775100000.0,67943610000.0,50658165000.0,33455636000.0
2113.0,53325046000.0,68048220000.0,50077070000.0,32977290000.0
2114.0,52907980000.0,67225890000.0,49400017000.0,32361361000.0
2115.0,52297150000.0,67011146000.0,49283130000.0,31860120000.0
2116.0,51837907000.0,66687574000.0,49997210000.0,31309132000.0
2117.0,51625734000.0,66478174000.0,48917774000.0,30837142000.0
2118.0,51281424000.0,66188198000.0,47803480000.0,30763803000.0
2119.0,50733850000.0,65910820000.0,47160844000.0,30360349000.0
2120.0,51016730000.0,65866457000.0,46669885000.0,29914202000.0
2121.0,49902543000.0,65140863000.0,46029746000.0,29475619000.0
2122.0,49332330000.0,65806574000.0,45534183000.0,28765640000.0
2123.0,48844603000.0,65167090000.0,45660710000.0,28129307000.0
2124.0,48361275000.0,65522594000.0,45432656000.0,27475706000.0
2125.0,48002056000.0,64689734000.0,45142893000.0,27258210000.0
2126.0,47742910000.0,63989404000.0,43976524000.0,26496120000.0
2127.0,47224040000.0,63916550000.0,43465834000.0,25941518000.0
2128.0,46842610000.0,63840264000.0,43055630000.0,25378245000.0
2129.0,46827393000.0,63296240000.0,48422527000.0,24956862000.0
2130.0,46977683000.0,62982030000.0,43838407000.0,24465869000.0
2131.0,46120464000.0,62706102000.0,42410246000.0,24648530000.0
2132.0,45691437000.0,62327460000.0,41399990000.0,23954358000.0
2133.0,45360505000.0,61999790000.0,41029070000.0,23468937000.0
2134.0,44768915000.0,61750310000.0,40540190000.0,23193328000.0
2135.0,44397126000.0,62238600000.0,39939195000.0,22680562000.0
2136.0,44060635000.0,60971620000.0,41685193000.0,22310924000.0
2137.0,43812372000.0,60566140000.0,39199790000.0,22050845000.0
2138.0,43434200000.0,60533420000.0,38765770000.0,21754444000.0
2139.0,43039175000.0,59939357000.0,38290280000.0,21381208000.0
2140.0,43102090000.0,59842544000.0,37800080000.0,21179152000.0
2141.0,42452083000.0,59631450000.0,37465160000.0,21112330000.0
2142.0,42061095000.0,59139092000.0,36881793000.0,20463512000.0
2143.0,41661720000.0,58946716000.0,36467225000.0,20310034000.0
2144.0,42225127000.0,59092173000.0,36016693000.0,19974770000.0
2145.0,42336640000.0,62480640000.0,35785376000.0,19618226000.0
2146.0,41076130000.0,60645437000.0,35407420000.0,19405517000.0
2147.0,40806183000.0,58897760000.0,34880012000.0,19444726000.0
2148.0,40502755000.0,58533683000.0,34561840000.0,18917396000.0
2149.0,39907197000.0,57769300000.0,34171420000.0,18681890000.0
2150.0,39988818000.0,57499242000.0,33797554000.0,18299582000.0
2151.0,39486960000.0,56838865000.0,33815910000.0,18194039000.0
2152.0,39209755000.0,56473973000.0,33750729000.0,17846899000.0
2153.0,39047050000.0,56308572000.0,32955062000.0,17935047000.0
2154.0,38492103000.0,56950493000.0,32574919000.0,16936348000.0
2155.0,38165500000.0,55859536000.0,32185477000.0,19243210000.0
2156.0,37987120000.0,55504523000.0,31894276000.0,16321852000.0
2157.0,37713916000.0,55457014000.0,31565136000.0,15940392000.0
2158.0,37255570000.0,55016813000.0,31238110000.0,15604263000.0
2159.0,37022155000.0,54784254000.0,32806222000.0,15060009000.0
2160.0,36712063000.0,55625277000.0,30812178000.0,16217869000.0
2161.0,36520760000.0,55946727000.0,30472219000.0,14206409000.0
2162.0,36022596000.0,54252220000.0,30090996000.0,13988655000.0
2163.0,35789720000.0,54954295000.0,30161926000.0,13595688000.0
2164.0,36263944000.0,55517190000.0,29573530000.0,13236406000.0
2165.0,35226243000.0,53822087000.0,29357224000.0,13071318000.0
2166.0,34979963000.0,54254137000.0,29269550000.0,13041760000.0
2167.0,34800760000.0,53654670000.0,29746786000.0,12740931000.0
2168.0,34536747000.0,54468743000.0,29239468000.0,12544667000.0
2169.0,34278791000.0,59184165000.0,28481348000.0,12422953000.0
2170.0,34093530000.0,53171860000.0,28200976000.0,12153072000.0
2171.0,34011245000.0,52701160000.0,27925248000.0,12015089000.0
2172.0,33901285000.0,52418960000.0,27685954000.0,12974322000.0
2173.0,33936658000.0,51990536000.0,27447355000.0,11896242000.0
2174.0,33235898000.0,51825980000.0,27146040000.0,11667001000.0
2175.0,33000362000.0,51504650000.0,26865482000.0,16732049000.0
2176.0,32660533000.0,51973570000.0,26701863000.0,12901365000.0
2177.0,32478771000.0,52203810000.0,26473843000.0,12318900000.0
2178.0,32165818000.0,51092240000.0,26223743000.0,11302851000.0
2179.0,31997522000.0,53010640000.0,26156823000.0,10803314000.0
2180.0,33397647000.0,53871215000.0,25800870000.0,10577738000.0
2181.0,31731868000.0,51784470000.0,25707055000.0,10341787000.0
2182.0,31375102000.0,50974237000.0,25270960000.0,10166845000.0
2183.0,31049124000.0,50320744000.0,25858441000.0,10068071000.0
2184.0,30739501000.0,50037720000.0,25153196000.0,9938940000.0
2185.0,31893640000.0,49758786000.0,26773955000.0,9867445000.0
2186.0,33261316000.0,50870727000.0,25006766000.0,9956056000.0
2187.0,30671229000.0,52913394000.0,24777670000.0,9900911000.0
2188.0,30179293000.0,53508596000.0,24201828000.0,9767738000.0
2189.0,29986845000.0,50551902000.0,23849628000.0,9944410000.0
2190.0,30542040000.0,49209340000.0,23658922000.0,9395323000.0
2191.0,29555837000.0,48844358000.0,23515476000.0,9692162000.0
2192.0,29366139000.0,48579015000.0,24128664000.0,9352356000.0
2193.0,29197180000.0,49000880000.0,23212420000.0,9646762000.0
2194.0,28854921000.0,48215150000.0,22976702000.0,9090961000.0
2195.0,29052506000.0,48607703000.0,22686690000.0,8981981000.0
2196.0,28984617000.0,47924007000.0,22477849000.0,8859207000.0
2197.0,28655852000.0,48045683000.0,23390374000.0,8716916000.0
2198.0,28373400000.0,47472005000.0,27668517000.0,8678547000.0
2199.0,29479033000.0,47102824000.0,23228373000.0,8825726000.0
2200.0,27949340000.0,47192584000.0,21947656000.0,8511144400.0
2201.0,27890262000.0,46798480000.0,22414883000.0,8320254000.0
2202.0,27678968000.0,46409843000.0,21493730000.0,8814175000.0
2203.0,28167020000.0,46117490000.0,21242358000.0,8303010300.0
2204.0,27358554000.0,45961654000.0,21255883000.0,8527976000.0
2205.0,27074079000.0,45640606000.0,21000045000.0,8050121700.0
2206.0,26928067000.0,45491670000.0,20835252000.0,7924402700.0
2207.0,26755754000.0,45213966000.0,20640668000.0,7895891000.0
2208.0,28993240000.0,45149938000.0,20432191000.0,7631106600.0
2209.0,28118139000.0,44822524000.0,20227404000.0,10040241000.0
2210.0,26983287000.0,45284520000.0,20122270000.0,7205100000.0
2211.0,32064715000.0,44741034000.0,19891782000.0,7084259000.0
2212.0,26422438000.0,45021225000.0,19966110000.0,7011779600.0
2213.0,26660500000.0,44071924000.0,19711986000.0,6898311700.0
2214.0,28700674000.0,43889287000.0,19875142000.0,6827672000.0
2215.0,26948514000.0,43637700000.0,19371250000.0,6779290600.0
2216.0,26079672000.0,43213520000.0,21100974000.0,6593569000.0
2217.0,29804861000.0,43669780000.0,19550120000.0,6630425000.0
2218.0,25879515000.0,42900673000.0,18955203000.0,6587605500.0
2219.0,25478435000.0,43856974000.0,18782353000.0,6487105500.0
2220.0,25190492000.0,42573770000.0,19202077000.0,6327363000.0
2221.0,27876186000.0,42228232000.0,18484750000.0,6708174000.0
2222.0,24866861000.0,42226307000.0,18344612000.0,6192430000.0
2223.0,24739690000.0,43109052000.0,18731313000.0,6133424000.0
2224.0,24615380000.0,42343092000.0,19650759000.0,6077952000.0
2225.0,25280854000.0,42608095000.0,18157290000.0,6241659400.0
2226.0,24724244000.0,41822290000.0,18113671000.0,5981621000.0
2227.0,26716195000.0,41393394000.0,17902952000.0,5886405000.0
2228.0,24721959000.0,41375416000.0,17828434000.0,5803915000.0
2229.0,24622297000.0,41238880000.0,18723926000.0,5803122000.0
2230.0,24009650000.0,42687164000.0,18608839000.0,5649121000.0
2231.0,23992275000.0,41566953000.0,17489975000.0,5612087000.0
2232.0,24538692000.0,41090523000.0,16930953000.0,5573338600.0
2233.0,24400912000.0,40614162000.0,18182154000.0,5490976000.0
2234.0,23891333000.0,40483330000.0,17464488000.0,5450445300.0
2235.0,23989150000.0,40443890000.0,17348458000.0,5560720000.0
2236.0,23346225000.0,40987850000.0,16454408000.0,5288240600.0
2237.0,23271756000.0,39945085000.0,16242807000.0,5181590000.0
2238.0,22932462000.0,39613730000.0,16258284000.0,5155738600.0
2239.0,22745635000.0,39781520000.0,17733510000.0,5080653000.0
2240.0,22584426000.0,39432815000.0,20877875000.0,4989886000.0
2241.0,25879750000.0,40022843000.0,17618299000.0,4835945500.0
2242.0,24683379000.0,40852967000.0,16475526000.0,4852987000.0
2243.0,22567174000.0,39042190000.0,16021358000.0,4750129700.0
2244.0,22459238000.0,38971847000.0,15766118000.0,4716386300.0
2245.0,22061498000.0,38415254000.0,15782439000.0,5249835500.0
2246.0,21591390000.0,38190182000.0,15475583000.0,4646525000.0
2247.0,21176185000.0,38275944000.0,15344317000.0,5144784000.0
2248.0,21098350000.0,39441715000.0,15350431000.0,4555242000.0
2249.0,21059720000.0,37796330000.0,15271267000.0,5427679700.0
2250.0,21004947000.0,37511623000.0,17136945000.0,4575568000.0
2251.0,20962757000.0,37365686000.0,15223694000.0,4474096000.0
2252.0,20751778000.0,37356765000.0,15093825000.0,4218896100.0
2253.0,20851728000.0,36939370000.0,14986856000.0,4173801200.0
2254.0,20737720000.0,37025520000.0,15320952000.0,4656982000.0
2255.0,20375146000.0,37455390000.0,15360855000.0,4196788700.0
2256.0,20233288000.0,36901396000.0,14873244000.0,4086316000.0
2257.0,20158575000.0,36506604000.0,16093422000.0,4040617000.0
2258.0,20054157000.0,36250970000.0,14730246000.0,4596066000.0
2259.0,19993213000.0,36432320000.0,14541910000.0,3955450600.0
2260.0,21976644000.0,44237345000.0,14527782000.0,3880286000.0
2261.0,20270969000.0,39328990000.0,14395751000.0,3883125000.0
2262.0,19816823000.0,36932090000.0,14307260000.0,3835765200.0
2263.0,19720763000.0,38460750000.0,14211494000.0,3825021400.0
2264.0,19642579000.0,36262180000.0,15621215000.0,3774599400.0
2265.0,19646919000.0,35635945000.0,14250476000.0,3889713400.0
2266.0,19564157000.0,35746080000.0,14067384000.0,3684212000.0
2267.0,19399047000.0,35163800000.0,13996824000.0,3607778800.0
2268.0,19231750000.0,35681886000.0,15139586000.0,3563453700.0
2269.0,19054320000.0,34833710000.0,13735619000.0,3753447700.0
2270.0,18982287000.0,34618696000.0,13642229000.0,3642416400.0
2271.0,18913820000.0,34471970000.0,13829647000.0,3627267300.0
2272.0,19884480000.0,34208475000.0,15256511000.0,3654056700.0
2273.0,18649856000.0,34177250000.0,13712210000.0,3506861600.0
2274.0,19037108000.0,33923643000.0,13525705000.0,3512687000.0
2275.0,18798416000.0,33718729000.0,13653709000.0,3435049700.0
2276.0,19350893000.0,33702007000.0,15821098000.0,3339491800.0
2277.0,19023942000.0,34119117000.0,13548515000.0,3298001200.0
2278.0,20550832000.0,33278517000.0,13216202000.0,3230915300.0
2279.0,19166796000.0,33138792000.0,12973190000.0,3242777900.0
2280.0,18367044000.0,33267542000.0,12913924000.0,3152838100.0
2281.0,18163687000.0,32951470000.0,13366885000.0,3056109800.0
2282.0,17943577000.0,32755528000.0,12877093000.0,3365310000.0
2283.0,20932491000.0,32551084000.0,12833353000.0,2967314700.0
2284.0,18162766000.0,32604826000.0,12689221000.0,3265407200.0
2285.0,19715930000.0,32572045000.0,12750980000.0,2944094000.0
2286.0,18411944000.0,32352449000.0,12853188000.0,3005548300.0
2287.0,17648968000.0,32075130000.0,15228185000.0,2903220000.0
2288.0,17647194000.0,31933260000.0,13852619000.0,4522927000.0
2289.0,17561197000.0,31995599000.0,12933399000.0,2869767200.0
2290.0,17434272000.0,31968322000.0,12452213000.0,2740707300.0
2291.0,17562122000.0,32613648000.0,12219879000.0,3061276400.0
2292.0,17606322000.0,35442483000.0,12090329000.0,2761795800.0
2293.0,17544850000.0,32795298000.0,14514505000.0,2769075200.0
2294.0,17235202000.0,31852690000.0,12768567000.0,2846563600.0
2295.0,17194906000.0,32875380000.0,12144296000.0,2661861600.0
2296.0,16991695000.0,32546520000.0,16937648000.0,2680414000.0
2297.0,16945922000.0,32058909000.0,13074480000.0,2695328800.0
2298.0,17120243000.0,31528040000.0,12988678000.0,2604312000.0
2299.0,17085535000.0,31095654000.0,12023409000.0,2620513000.0
2300.0,16775746000.0,30769030000.0,11996753000.0,2679372300.0
