time,MRI-ESM2-0,ACCESS-CM2,ACCESS-ESM1-5,CANESM5,IPSL-CM6A-LR,CESM2-WACCM
2261.0,17419497000000.0,15183994000000.0,23777220000000.0,23097036000000.0,21976834000000.0,8292496000000.0
2262.0,17373799000000.0,15132744000000.0,23744983000000.0,23077046000000.0,21970033000000.0,8241673700000.0
2263.0,17334037000000.0,15029495000000.0,23776616000000.0,23056142000000.0,21921125000000.0,8191099300000.0
2264.0,17266590000000.0,14948974000000.0,23725779000000.0,23005580000000.0,21905046000000.0,8126155700000.0
2265.0,17185383000000.0,14880492000000.0,23696738000000.0,22954973000000.0,21915842000000.0,8088128600000.0
2266.0,17119645000000.0,14820786000000.0,23677939000000.0,22934630000000.0,21855030000000.0,8075688000000.0
2267.0,17032514000000.0,14796243000000.0,23669321000000.0,22935054000000.0,21845047000000.0,8054040400000.0
2268.0,16935866000000.0,14794464000000.0,23620118000000.0,22911518000000.0,21786792000000.0,8020986700000.0
2269.0,16868267000000.0,14776860000000.0,23521334000000.0,22895667000000.0,21788721000000.0,7981565500000.0
2270.0,16796242000000.0,14719909000000.0,23515625000000.0,22882728000000.0,21753145000000.0,7944808000000.0
2271.0,16741719000000.0,14677596000000.0,23454640000000.0,22902334000000.0,21761708000000.0,7888249600000.0
2272.0,16713750000000.0,14630827000000.0,23369355000000.0,22916261000000.0,21780517000000.0,7843965000000.0
2273.0,16674313000000.0,14578052000000.0,23365272000000.0,22902498000000.0,21809852000000.0,7815967500000.0
2274.0,16623492000000.0,14521970000000.0,23344955000000.0,22935199000000.0,21823954000000.0,7796606600000.0
2275.0,16576174000000.0,14467770000000.0,23344460000000.0,22943550000000.0,21803657000000.0,7769266600000.0
2276.0,16516435000000.0,14434658000000.0,23353660000000.0,22968992000000.0,21785700000000.0,7709139700000.0
2277.0,16488747000000.0,14380978000000.0,23301880000000.0,22958830000000.0,21757591000000.0,7665383000000.0
2278.0,16422005000000.0,14340320000000.0,23228095000000.0,22929478000000.0,21694243000000.0,7646052600000.0
2279.0,16321175000000.0,14325214000000.0,23173454000000.0,22946351000000.0,21673344000000.0,7605083000000.0
2280.0,16283667000000.0,14322127000000.0,23158640000000.0,22935100000000.0,21639056000000.0,7584130500000.0
2281.0,16242943000000.0,14299008000000.0,23126660000000.0,22950703000000.0,21648349000000.0,7515556000000.0
2282.0,16227848000000.0,14248305000000.0,23022600000000.0,22959289000000.0,21620360000000.0,7463404000000.0
2283.0,16189440000000.0,14231636000000.0,23003612000000.0,22975087000000.0,21613773000000.0,7422674500000.0
2284.0,16160447000000.0,14244654000000.0,22940012000000.0,22968569000000.0,21601886000000.0,7389051000000.0
2285.0,16156869000000.0,14236625000000.0,22914750000000.0,22981290000000.0,21559337000000.0,7375484000000.0
2286.0,16112886000000.0,14200138000000.0,22859322000000.0,22905285000000.0,21497680000000.0,7353196300000.0
2287.0,16046936000000.0,14178624000000.0,22791220000000.0,22908315000000.0,21503326000000.0,7330659000000.0
2288.0,16012752000000.0,14155505000000.0,22707520000000.0,22906057000000.0,21465297000000.0,7297034600000.0
2289.0,16001813000000.0,14131035000000.0,22662858000000.0,22920491000000.0,21491295000000.0,7283159300000.0
2290.0,15978874000000.0,14100100000000.0,22611371000000.0,22936916000000.0,21439216000000.0,7245276400000.0
2291.0,15925629000000.0,14061775000000.0,22503420000000.0,22936017000000.0,21410221000000.0,7214874000000.0
2292.0,15880762000000.0,14042833000000.0,22441210000000.0,22945294000000.0,21462025000000.0,7180156000000.0
2293.0,15774516000000.0,13972061000000.0,22425635000000.0,22882957000000.0,21464420000000.0,7138876300000.0
2294.0,15674841000000.0,13927640000000.0,22373680000000.0,22884995000000.0,21458862000000.0,7080365000000.0
2295.0,15646108000000.0,13922608000000.0,22347354000000.0,22874084000000.0,21409610000000.0,7031809400000.0
2296.0,15580257000000.0,13891378000000.0,22301729000000.0,22868840000000.0,21358760000000.0,7009539700000.0
2297.0,15532335000000.0,13856070000000.0,22214401000000.0,22869245000000.0,21313347000000.0,6972614600000.0
2298.0,15459487000000.0,13816100000000.0,22138935000000.0,22889028000000.0,21270730000000.0,6942311300000.0
2299.0,15401818000000.0,13777241000000.0,22062167000000.0,22888699000000.0,21276640000000.0,6895530700000.0
2300.0,15361281000000.0,13728117000000.0,21956026000000.0,22839992000000.0,21274970000000.0,6858469000000.0
