time,CAMS-CSM1-0,EC-EARTH3-VEG,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,MRI-ESM2-0,MPI-ESM1-2-HR,EC-EARTH3,INM-CM5-0,CESM2,CESM2-WACCM,CMCC-CM2-SR5,GFDL-ESM4,NORESM2-MM
2042.0,56903324000.0,46592836000.0,31592909000.0,39171674000.0,43020136000.0,34542740000.0,43050300000.0,37692355000.0,38947725000.0,38248250000.0,49609120000.0,53101793000.0,54400504000.0,40320340000.0
2043.0,56057070000.0,44013930000.0,29054622000.0,36255252000.0,41345282000.0,33178933000.0,39689855000.0,34577998000.0,38163472000.0,36510126000.0,47206277000.0,50233475000.0,54551470000.0,38321275000.0
2044.0,55193997000.0,41468670000.0,27756327000.0,34901430000.0,41101263000.0,31579148000.0,40472154000.0,32947765000.0,37729670000.0,34251553000.0,44280488000.0,49464775000.0,54266683000.0,37725240000.0
2045.0,54945070000.0,39378030000.0,26874692000.0,32520909000.0,38854463000.0,31181736000.0,37513806000.0,32590889000.0,37962617000.0,34548306000.0,43512943000.0,49060217000.0,52724840000.0,34401423000.0
2046.0,52810470000.0,38881630000.0,26547860000.0,31119362000.0,36984218000.0,30112958000.0,36804866000.0,32030638000.0,37287633000.0,33977573000.0,43521390000.0,44870120000.0,51497970000.0,32573962000.0
2047.0,51592643000.0,38399220000.0,24918583000.0,31351986000.0,36986794000.0,28442784000.0,35589730000.0,31522060000.0,38168445000.0,33677668000.0,42413190000.0,42754540000.0,48625700000.0,32259764000.0
2048.0,50935677000.0,35533107000.0,22857208000.0,29022908000.0,35521126000.0,27051377000.0,35920670000.0,30959299000.0,37296853000.0,32934685000.0,40781697000.0,39716080000.0,48015810000.0,30886207000.0
2049.0,49852867000.0,35839504000.0,21424204000.0,27923493000.0,34566615000.0,26853749000.0,34692270000.0,28319283000.0,36181980000.0,31594023000.0,39742480000.0,38694576000.0,48222700000.0,28500283000.0
2050.0,49735135000.0,33358480000.0,20824795000.0,26975187000.0,33471545000.0,25668723000.0,32892460000.0,26454845000.0,35500364000.0,30076180000.0,37293800000.0,37443998000.0,47410380000.0,27439716000.0
2051.0,47933080000.0,32717476000.0,19723497000.0,24886320000.0,31694154000.0,24056551000.0,31711918000.0,24778070000.0,34752037000.0,29688216000.0,37040214000.0,35915833000.0,45631177000.0,26636990000.0
2052.0,45853905000.0,32177558000.0,19508650000.0,24500965000.0,30938149000.0,23510692000.0,31449740000.0,23054846000.0,32733897000.0,28339763000.0,38628130000.0,33022396000.0,44906360000.0,26103788000.0
2053.0,44938170000.0,32377692000.0,18597538000.0,24160422000.0,29497831000.0,22948119000.0,29769770000.0,20956803000.0,31614067000.0,27028906000.0,38687480000.0,31680872000.0,44841590000.0,24441868000.0
2054.0,40982327000.0,31152126000.0,18037880000.0,22976182000.0,28047385000.0,22102303000.0,29519096000.0,20128063000.0,31351343000.0,25235567000.0,37938397000.0,28474540000.0,43635870000.0,23074927000.0
2055.0,39747478000.0,30378308000.0,17422987000.0,21802811000.0,27220312000.0,20531304000.0,29535961000.0,18581553000.0,29323540000.0,24242958000.0,35963277000.0,26862215000.0,43075576000.0,22106569000.0
2056.0,40395410000.0,28983126000.0,16103672000.0,20000823000.0,26504995000.0,19897883000.0,29316508000.0,17433651000.0,28364216000.0,23543650000.0,33891580000.0,26852411000.0,42300170000.0,21469846000.0
2057.0,40754258000.0,28800948000.0,15555430000.0,19253879000.0,25684257000.0,19771306000.0,27997153000.0,16778370000.0,27124445000.0,22413898000.0,32815192000.0,23937448000.0,41649766000.0,20687454000.0
2058.0,41051950000.0,28060817000.0,14167759000.0,17939184000.0,24891345000.0,19311899000.0,26689774000.0,16027138000.0,26918044000.0,21188413000.0,31962585000.0,22498595000.0,40985678000.0,19206578000.0
2059.0,40290960000.0,27575140000.0,13403147000.0,17518488000.0,24363737000.0,18937823000.0,26053188000.0,14504430000.0,25752488000.0,20842660000.0,33125233000.0,20934986000.0,39927755000.0,17247572000.0
2060.0,40461440000.0,26309680000.0,12994373000.0,16694206000.0,23660372000.0,18179996000.0,25480740000.0,13516419000.0,23805002000.0,19933848000.0,32263946000.0,19239930000.0,39171400000.0,16773493000.0
2061.0,39456346000.0,26179439000.0,12061868000.0,16099705000.0,24145052000.0,17189800000.0,24372177000.0,13171141000.0,23061555000.0,19006523000.0,31529132000.0,17610727000.0,38940620000.0,16327913000.0
2062.0,38490630000.0,25706015000.0,11511125000.0,15797665000.0,23658879000.0,17572823000.0,23510550000.0,12779185000.0,22021878000.0,17785498000.0,29465040000.0,15705258000.0,37431697000.0,15280791000.0
2063.0,39401595000.0,23688675000.0,11003221000.0,15111911000.0,22272444000.0,17411170000.0,23175066000.0,12657595000.0,21769378000.0,17751855000.0,28423731000.0,15490300000.0,37529604000.0,14475147000.0
2064.0,39918584000.0,23479122000.0,10247712000.0,14849886000.0,20909816000.0,16287696000.0,21999820000.0,12367988000.0,20875950000.0,17343846000.0,27203973000.0,14760774000.0,37645170000.0,14306087000.0
2065.0,37801185000.0,22909544000.0,9683996000.0,13985231000.0,19843242000.0,15983066000.0,19744532000.0,11752494000.0,21080326000.0,16219572000.0,25956483000.0,14250020000.0,36111470000.0,14054814000.0
2066.0,38523110000.0,22186224000.0,9292107000.0,13672251000.0,19947852000.0,15898454000.0,18924839000.0,11303203000.0,19298510000.0,15514651000.0,24499750000.0,13082662000.0,35300310000.0,14077498000.0
2067.0,38115664000.0,21488212000.0,8865121000.0,13071929000.0,19447876000.0,15386692000.0,19159476000.0,11686398000.0,18455204000.0,15518665000.0,23996158000.0,12016778000.0,34869735000.0,14518966000.0
2068.0,39038693000.0,20369455000.0,8428792300.0,12531408000.0,18699278000.0,14955144000.0,18023786000.0,10685127000.0,17864202000.0,15017235000.0,24112510000.0,11733852000.0,34045940000.0,13449995000.0
2069.0,39244790000.0,18891024000.0,8317876000.0,12253139000.0,18409396000.0,14266604000.0,17419209000.0,10603906000.0,16600586000.0,14758237000.0,22842171000.0,11376946000.0,33324386000.0,12824410000.0
2070.0,38567310000.0,17609535000.0,8146176500.0,12155111000.0,17605580000.0,14413078000.0,15527708000.0,10554255000.0,15945382000.0,13920546000.0,21609615000.0,11639780000.0,32502190000.0,12592827000.0
2071.0,38640243000.0,17068581000.0,7613760000.0,11424334000.0,16974239000.0,14072366000.0,15585315000.0,9982960000.0,15804027000.0,13533683000.0,20588274000.0,11437697000.0,31530330000.0,12013921000.0
2072.0,37227598000.0,16606407000.0,7279648000.0,10826132000.0,17020347000.0,13891130000.0,15284562000.0,9710616000.0,15114127000.0,13324236000.0,20932040000.0,11436325000.0,31321338000.0,11429105000.0
2073.0,35762315000.0,15968248000.0,6842422300.0,10789779000.0,16753683000.0,13178273000.0,14439563000.0,9918320000.0,14251686000.0,13233280000.0,20060060000.0,10968189000.0,30931239000.0,11285998000.0
2074.0,35267600000.0,15479298000.0,6783660000.0,10151747000.0,16856293000.0,12690497000.0,14706844000.0,9525473000.0,13858329000.0,13149972000.0,18965975000.0,10542456000.0,30600057000.0,10772013000.0
2075.0,34598097000.0,14447264000.0,6888689700.0,9699335000.0,16590300000.0,12612243000.0,14449988000.0,9172707000.0,13463636000.0,13212170000.0,17980725000.0,10196862000.0,30436846000.0,10509801000.0
2076.0,34551120000.0,14482485000.0,6857765400.0,9471222000.0,16328917000.0,12479098000.0,14974895000.0,9084592000.0,13273718000.0,11870202000.0,17452628000.0,10340963000.0,29115865000.0,10462022000.0
2077.0,33904330000.0,13518595000.0,7032416000.0,9099774000.0,16242905000.0,12165278000.0,14785144000.0,8465761000.0,13120633000.0,11551060000.0,15954683000.0,9885728000.0,28075084000.0,9923422000.0
2078.0,33467073000.0,13072267000.0,7031971000.0,9185851000.0,16167525000.0,12579878000.0,15467801000.0,8220825600.0,12598774000.0,11304447000.0,14988275000.0,9397725000.0,26629430000.0,9584566000.0
2079.0,31884454000.0,11886471000.0,7293484000.0,9172113000.0,16130000000.0,11974134000.0,14580897000.0,7677533700.0,12063130000.0,12637478000.0,14328852000.0,8975545000.0,27430816000.0,9883770000.0
2080.0,31752012000.0,11636322000.0,7094636000.0,9247192000.0,16126712000.0,11473604000.0,14748112000.0,7561051000.0,11770000000.0,11643693000.0,14352731000.0,8472824300.0,26242793000.0,9813770000.0
2081.0,31829640000.0,11441582000.0,7128921600.0,9228708000.0,15235522000.0,11388820000.0,14572546000.0,7931798500.0,12347922000.0,11745539000.0,13571184000.0,8350048000.0,25922020000.0,9306229000.0
2082.0,30744960000.0,10898822000.0,7103773000.0,9227138000.0,15540256000.0,11459704000.0,14841810000.0,8023560000.0,11918949000.0,11045449000.0,13156076000.0,8271592400.0,24863910000.0,9043604000.0
2083.0,31284541000.0,10677964000.0,7243278000.0,9111510000.0,14868987000.0,11162141000.0,14528899000.0,7729559000.0,11685894000.0,10887257000.0,13621876000.0,7621539000.0,24221493000.0,8380939000.0
2084.0,29876160000.0,10813462000.0,7225604000.0,9228777000.0,14198577000.0,11128877000.0,13789352000.0,7790007300.0,11675607000.0,10596877000.0,13262133000.0,7043173400.0,23458208000.0,8098619000.0
2085.0,29006117000.0,10372439000.0,7218394600.0,9736414000.0,14153935000.0,11089186000.0,13984425000.0,7835028500.0,11349163000.0,9968989000.0,12481696000.0,6820706000.0,23195308000.0,8157630500.0
2086.0,27728871000.0,9385117000.0,7079878000.0,9544685000.0,13053244000.0,10736629000.0,13286500000.0,7651140000.0,10854085000.0,9785354000.0,12143769000.0,6328282600.0,22996437000.0,7992917500.0
2087.0,28410827000.0,9188259000.0,7035516400.0,9514516000.0,12946096000.0,10408286000.0,12063334000.0,7316242000.0,10627037000.0,9438460000.0,11793646000.0,5672349000.0,22153101000.0,7665005600.0
2088.0,27902423000.0,9008752000.0,6555480000.0,9059598000.0,13254397000.0,10263925000.0,12158829000.0,6783564300.0,10208914000.0,9061200000.0,11326152000.0,4937441300.0,21716020000.0,7214264300.0
2089.0,27042548000.0,8796416000.0,6164655000.0,9151421000.0,13138261000.0,10105584000.0,12299464000.0,6585754000.0,10515196000.0,8707019000.0,10778415000.0,4276602600.0,21249690000.0,7028470000.0
2090.0,27037389000.0,8516301000.0,6049805000.0,8713851000.0,13261200000.0,10119772000.0,12096982000.0,6763728400.0,9738408000.0,8282100000.0,10245104000.0,3951755000.0,20721793000.0,6976513500.0
2091.0,27209578000.0,8302553000.0,6004057000.0,8561484300.0,12795129000.0,10101406000.0,12100135000.0,6717260000.0,9652040000.0,8291561500.0,10117380000.0,3989687600.0,20744172000.0,6958908000.0
2092.0,26699575000.0,8212339700.0,5732919000.0,8571690500.0,12796922000.0,9803073000.0,11712391000.0,6808151000.0,9396733000.0,8052329500.0,10153583000.0,3658194400.0,21248098000.0,6540078600.0
2093.0,25373014000.0,7919714300.0,5500571600.0,8575483400.0,12657687000.0,9655942000.0,11557317000.0,6933740000.0,9107837000.0,7282101000.0,9920684000.0,3630853600.0,19701055000.0,6336977000.0
2094.0,25707893000.0,7771647000.0,5727655000.0,8414856000.0,12791000000.0,9522006000.0,11257193000.0,6733665300.0,9096517000.0,7489822000.0,9726752000.0,3737362400.0,18962250000.0,5989626400.0
2095.0,25627986000.0,7604222500.0,5501294600.0,8227346000.0,12739078000.0,9532215000.0,11403339000.0,6490719700.0,8572630000.0,6878660600.0,9991214000.0,3696402400.0,18600167000.0,6178661400.0
2096.0,25642267000.0,7349616000.0,5348322000.0,8318696400.0,12738474000.0,9631375000.0,10318627000.0,6591842300.0,8139802000.0,6739005000.0,9767246000.0,3948337000.0,18135940000.0,6036963300.0
2097.0,25565243000.0,6968128000.0,5387904000.0,8664919000.0,12738410000.0,9927893000.0,9730579000.0,6406684000.0,8087834600.0,6447831000.0,9472658000.0,3898732800.0,17476850000.0,5937167000.0
2098.0,24498037000.0,6879455000.0,5303227000.0,8682745000.0,12746011000.0,10020776000.0,9809706000.0,6319709000.0,8275114500.0,6185290000.0,9348402000.0,3841492500.0,17043882000.0,5971248000.0
2099.0,23538807000.0,6661796400.0,5344729000.0,8688252000.0,12404900000.0,9963778000.0,9434404000.0,6420528600.0,7527967000.0,6285053000.0,9008241000.0,3752979000.0,16126493000.0,6007335400.0
2100.0,23790758000.0,6823317500.0,5290353000.0,8696449000.0,12491730000.0,9634331000.0,9057183000.0,6270444000.0,7353278500.0,6421543400.0,8713571000.0,3780187000.0,16304237000.0,5590290400.0
