time,MRI-ESM2-0,CNRM-ESM2-1,CANESM5,IPSL-CM6A-LR,UKESM1-0-LL
2030.0,134063410000.0,134720586000.0,133915150000.0,133906390000.0,133582560000.0
2031.0,133827050000.0,133670040000.0,133418440000.0,133239110000.0,133070230000.0
2032.0,133477286000.0,133185940000.0,133631280000.0,132832690000.0,132818840000.0
2033.0,133408470000.0,133032550000.0,133082270000.0,132976540000.0,132644905000.0
2034.0,133376610000.0,132891060000.0,132950070000.0,133554060000.0,132680770000.0
2035.0,133819910000.0,132795120000.0,132829810000.0,133045035000.0,132580110000.0
2036.0,132979840000.0,133117910000.0,132693110000.0,132639060000.0,132147110000.0
2037.0,132846360000.0,132512790000.0,133008640000.0,132503260000.0,131744465000.0
2038.0,132952180000.0,132447760000.0,132582170000.0,132357095000.0,131598810000.0
2039.0,132790400000.0,132235740000.0,132450530000.0,131888770000.0,131509110000.0
2040.0,132684710000.0,132347850000.0,132653646000.0,131752460000.0,131222990000.0
2041.0,132288370000.0,131604660000.0,132509190000.0,131477185000.0,131031020000.0
2042.0,132299810000.0,131319390000.0,132793280000.0,131492635000.0,130691180000.0
2043.0,132269244000.0,131046820000.0,131961315000.0,131461010000.0,130390490000.0
2044.0,132329330000.0,130752700000.0,131924720000.0,131056206000.0,129918820000.0
2045.0,131851130000.0,130426750000.0,131780395000.0,130785510000.0,129518264000.0
2046.0,131504250000.0,130437020000.0,131422750000.0,130334925000.0,129108705000.0
2047.0,131184075000.0,129938750000.0,131626615000.0,130132360000.0,128832330000.0
2048.0,130920800000.0,129669560000.0,131172155000.0,129886970000.0,128338350000.0
2049.0,130732240000.0,129397730000.0,131044260000.0,129718620000.0,127870484000.0
2050.0,131001510000.0,128901530000.0,130608670000.0,129604440000.0,127218975000.0
2051.0,130568010000.0,128519000000.0,130309580000.0,129177410000.0,126802760000.0
2052.0,130603180000.0,128116910000.0,129957160000.0,128803280000.0,126169880000.0
2053.0,130144960000.0,127544140000.0,129751090000.0,128545030000.0,125607560000.0
2054.0,129862010000.0,127409570000.0,129584510000.0,128173870000.0,124965180000.0
2055.0,129508690000.0,126964690000.0,129640490000.0,127933686000.0,124558410000.0
2056.0,129321060000.0,126613640000.0,129260590000.0,127473950000.0,123646220000.0
2057.0,129174045000.0,125938020000.0,128844700000.0,127236760000.0,122934400000.0
2058.0,128738790000.0,125385196000.0,128655200000.0,127020440000.0,122569610000.0
2059.0,128548700000.0,124962546000.0,128334870000.0,126844950000.0,121776415000.0
2060.0,128254180000.0,123780680000.0,128073960000.0,126362730000.0,121090090000.0
2061.0,128069300000.0,123501720000.0,127582310000.0,125817320000.0,120536890000.0
2062.0,127862830000.0,123009155000.0,127914460000.0,125331490000.0,119543850000.0
2063.0,127966330000.0,122692370000.0,126976830000.0,124869580000.0,119069300000.0
2064.0,127337800000.0,122121630000.0,126719880000.0,124461965000.0,118485770000.0
2065.0,126863330000.0,121472300000.0,125945405000.0,123984675000.0,117623000000.0
2066.0,126329730000.0,120458670000.0,125636750000.0,123877240000.0,117247280000.0
2067.0,125930760000.0,119695580000.0,125174650000.0,123447240000.0,116746250000.0
2068.0,125628060000.0,119027350000.0,124564500000.0,123363240000.0,115928060000.0
2069.0,125296460000.0,117976605000.0,124397180000.0,123266770000.0,115505680000.0
2070.0,124979960000.0,117628000000.0,123894490000.0,122610790000.0,114386550000.0
2071.0,124687970000.0,116556644000.0,123621610000.0,121957170000.0,113829110000.0
2072.0,124219150000.0,115639430000.0,123068950000.0,121345300000.0,113511260000.0
2073.0,123983750000.0,114652870000.0,122529940000.0,120658370000.0,112931040000.0
2074.0,123882300000.0,113994780000.0,122288840000.0,120444535000.0,112100950000.0
2075.0,123548760000.0,113246260000.0,121936450000.0,120385290000.0,111379100000.0
2076.0,123062936000.0,112495360000.0,121604760000.0,119938590000.0,110837200000.0
2077.0,122668590000.0,111561590000.0,121303330000.0,119130830000.0,109984640000.0
2078.0,122160470000.0,110844370000.0,120869180000.0,118530240000.0,109493535000.0
2079.0,121935960000.0,110235550000.0,120513090000.0,118171680000.0,108963170000.0
2080.0,121645000000.0,109377230000.0,120021410000.0,117851170000.0,108078660000.0
2081.0,121148056000.0,108565670000.0,119679840000.0,117681275000.0,107404310000.0
2082.0,120748100000.0,107711450000.0,119006290000.0,117241090000.0,106609300000.0
2083.0,120312240000.0,106923910000.0,118522080000.0,116768750000.0,105828655000.0
2084.0,119915940000.0,105588330000.0,118663740000.0,116417810000.0,104959295000.0
2085.0,119448486000.0,104483370000.0,117910390000.0,115904710000.0,104369046000.0
2086.0,119253340000.0,103588840000.0,117387260000.0,115508355000.0,103710180000.0
2087.0,119325500000.0,102844190000.0,117427620000.0,115427190000.0,103223796000.0
2088.0,118890700000.0,101635890000.0,116963050000.0,115149790000.0,102487950000.0
2089.0,118390920000.0,101268150000.0,116248700000.0,114530345000.0,101686125000.0
2090.0,117687960000.0,100324450000.0,115809370000.0,113908200000.0,100952890000.0
2091.0,117502630000.0,99233550000.0,115200705000.0,113488404000.0,100389120000.0
2092.0,116910820000.0,98345210000.0,114884350000.0,113199170000.0,99654975000.0
2093.0,116686750000.0,97293920000.0,114300830000.0,112745940000.0,98745975000.0
2094.0,116304800000.0,95812680000.0,113821010000.0,112755460000.0,98138040000.0
2095.0,116105690000.0,94487740000.0,113236255000.0,112068840000.0,97094090000.0
2096.0,115802956000.0,93539290000.0,112563670000.0,111566586000.0,96754600000.0
2097.0,115734454000.0,92287610000.0,112259465000.0,111273810000.0,96324035000.0
2098.0,115601280000.0,91195590000.0,111710960000.0,110844070000.0,95574350000.0
2099.0,114844780000.0,89785610000.0,111430170000.0,110718200000.0,94780555000.0
2100.0,114434420000.0,88537720000.0,111239780000.0,110396920000.0,94260820000.0
