time,IPSL-CM5A-LR,GFDL-CM3,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0,GISS-E2-R,GFDL-ESM2G,CCSM4
2088.0,11005336000000.0,8633587000000.0,11258355000000.0,9726285000000.0,12181693000000.0,12161324000000.0,11582122000000.0,10794937000000.0
2089.0,10940719000000.0,8516644400000.0,11150584000000.0,9628346000000.0,12134577000000.0,12128910000000.0,11538572000000.0,10668112000000.0
2090.0,10840275000000.0,8383137000000.0,11058998000000.0,9531541000000.0,12083152000000.0,12108640000000.0,11483148000000.0,10607747000000.0
2091.0,10795170000000.0,8261893400000.0,10996655000000.0,9446751000000.0,12057743000000.0,12058983000000.0,11447218000000.0,10541236000000.0
2092.0,10749752000000.0,8145566400000.0,10921398000000.0,9322285000000.0,12038228000000.0,12026561000000.0,11405657000000.0,10487111000000.0
2093.0,10669441000000.0,8013613000000.0,10834319000000.0,9249895000000.0,12009308000000.0,11988731000000.0,11373427000000.0,10435183000000.0
2094.0,10595554000000.0,7879749000000.0,10724011000000.0,9166698000000.0,11972953000000.0,11943287000000.0,11350117000000.0,10366117000000.0
2095.0,10513030000000.0,7776560500000.0,10633334000000.0,9070972000000.0,11940736000000.0,11892534000000.0,11300741000000.0,10302773000000.0
2096.0,10452450000000.0,7638909000000.0,10582597000000.0,8978627000000.0,11893764000000.0,11850410000000.0,11237442000000.0,10230821000000.0
2097.0,10371820000000.0,7540900000000.0,10532995000000.0,8877967000000.0,11867754000000.0,11783570000000.0,11192339000000.0,10139898000000.0
2098.0,10302030000000.0,7425381000000.0,10494316000000.0,8797453000000.0,11855226000000.0,11748239000000.0,11138456000000.0,10085227000000.0
2099.0,10206631000000.0,7311072000000.0,10428268000000.0,8699188000000.0,11822230000000.0,11663344000000.0,11100301000000.0,10025288000000.0
2100.0,10123572000000.0,7210558000000.0,10348511000000.0,8621963000000.0,11789530000000.0,11652033000000.0,11076001000000.0,9932660000000.0
