time,CSIRO-MK3-6-0,GISS-E2-R,GFDL-ESM2G,CCSM4,GFDL-CM3,CANESM2,IPSL-CM5A-LR,CNRM-CM5,MPI-ESM-LR,NORESM1-M
2039.0,13293336000000.0,13366430000000.0,13088298000000.0,13252756000000.0,12825597000000.0,12988882000000.0,13332719000000.0,12856596000000.0,13156408000000.0,12988294000000.0
2040.0,13270652000000.0,13341371000000.0,13068974000000.0,13257814000000.0,12730512000000.0,12942760000000.0,13309953000000.0,12821625000000.0,13135062000000.0,12958450000000.0
2041.0,13232767000000.0,13338078000000.0,13045477000000.0,13251047000000.0,12647008000000.0,12917965000000.0,13288022000000.0,12745521000000.0,13089738000000.0,12934345000000.0
2042.0,13199124000000.0,13311620000000.0,13009541000000.0,13237587000000.0,12543256000000.0,12833148000000.0,13261868000000.0,12659076000000.0,13065761000000.0,12862329000000.0
2043.0,13180147000000.0,13307705000000.0,13001820000000.0,13225232000000.0,12471966000000.0,12762315000000.0,13244294000000.0,12579809000000.0,13028140000000.0,12812918000000.0
2044.0,13158019000000.0,13304549000000.0,12988836000000.0,13193907000000.0,12378690000000.0,12711040000000.0,13221091000000.0,12503690000000.0,12989309000000.0,12757942000000.0
2045.0,13124726000000.0,13273190000000.0,12942326000000.0,13163836000000.0,12290517000000.0,12645386000000.0,13195309000000.0,12439167000000.0,12938207000000.0,12721173000000.0
2046.0,13104732000000.0,13263912000000.0,12918953000000.0,13140183000000.0,12201421000000.0,12582930000000.0,13161410000000.0,12362006000000.0,12906219000000.0,12664134000000.0
2047.0,13068655000000.0,13245747000000.0,12897354000000.0,13121595000000.0,12090890000000.0,12509251000000.0,13122260000000.0,12303723000000.0,12862590000000.0,12591988000000.0
2048.0,13022902000000.0,13224691000000.0,12837866000000.0,13092427000000.0,12009505000000.0,12413349000000.0,13014670000000.0,12221946000000.0,12814443000000.0,12511895000000.0
2049.0,12982125000000.0,13194826000000.0,12812205000000.0,13063638000000.0,11930709000000.0,12375660000000.0,12949789000000.0,12146723000000.0,12750270000000.0,12423472000000.0
2050.0,12945246000000.0,13173489000000.0,12751620000000.0,13040883000000.0,11850538000000.0,12262208000000.0,12898189000000.0,12042215000000.0,12688357000000.0,12372171000000.0
2051.0,12910520000000.0,13131168000000.0,12702492000000.0,13000424000000.0,11761513000000.0,12163532000000.0,12832398000000.0,11909659000000.0,12637359000000.0,12307288000000.0
2052.0,12879006000000.0,13103397000000.0,12656178000000.0,12934586000000.0,11661818000000.0,12051299000000.0,12773696000000.0,11769156000000.0,12583436000000.0,12242984000000.0
2053.0,12827216000000.0,13077706000000.0,12591390000000.0,12887768000000.0,11549272000000.0,11965927000000.0,12711440000000.0,11686045000000.0,12510440000000.0,12198366000000.0
2054.0,12797817000000.0,13063030000000.0,12544028000000.0,12841267000000.0,11441675000000.0,11859980000000.0,12630973000000.0,11595307000000.0,12443760000000.0,12121773000000.0
2055.0,12753932000000.0,13032139000000.0,12475468000000.0,12805159000000.0,11362028000000.0,11811193000000.0,12564856000000.0,11498084000000.0,12381110000000.0,12034677000000.0
2056.0,12717667000000.0,12995982000000.0,12382942000000.0,12782231000000.0,11270116000000.0,11742041000000.0,12482459000000.0,11446072000000.0,12279838000000.0,11942990000000.0
2057.0,12673268000000.0,12922848000000.0,12304549000000.0,12719683000000.0,11161442000000.0,11675857000000.0,12410704000000.0,11324502000000.0,12207427000000.0,11875676000000.0
2058.0,12629703000000.0,12890898000000.0,12220281000000.0,12663811000000.0,11038727000000.0,11604803000000.0,12328046000000.0,11198420000000.0,12149781000000.0,11797661000000.0
2059.0,12599966000000.0,12859578000000.0,12140074000000.0,12607465000000.0,10934099000000.0,11543071000000.0,12253380000000.0,11105939000000.0,12072067000000.0,11727950000000.0
2060.0,12549117000000.0,12811079000000.0,12064080000000.0,12548478000000.0,10811228000000.0,11413241000000.0,12147297000000.0,10965474000000.0,11990214000000.0,11670803000000.0
2061.0,12510549000000.0,12743370000000.0,12002028000000.0,12523322000000.0,10710237000000.0,11353678000000.0,12089551000000.0,10825748000000.0,11916319000000.0,11600730000000.0
2062.0,12468003000000.0,12703220000000.0,11929430000000.0,12475075000000.0,10572817000000.0,11255025000000.0,11999842000000.0,10675273000000.0,11863579000000.0,11520240000000.0
2063.0,12433796000000.0,12653535000000.0,11871398000000.0,12405323000000.0,10423808000000.0,11107096000000.0,11947166000000.0,10523193000000.0,11787444000000.0,11426409000000.0
2064.0,12379831000000.0,12610041000000.0,11822760000000.0,12356319000000.0,10271868000000.0,11012269000000.0,11820169000000.0,10377503000000.0,11713718000000.0,11353290000000.0
2065.0,12335627000000.0,12572118000000.0,11777022000000.0,12288167000000.0,10130877000000.0,10920550000000.0,11746241000000.0,10217201000000.0,11631194000000.0,11241730000000.0
2066.0,12288787000000.0,12533737000000.0,11739801000000.0,12213704000000.0,9959240000000.0,10788229000000.0,11667269000000.0,10088081000000.0,11570076000000.0,11128439000000.0
2067.0,12236384000000.0,12490199000000.0,11690940000000.0,12134790000000.0,9813483000000.0,10647214000000.0,11551957000000.0,9955475000000.0,11505866000000.0,11035312000000.0
2068.0,12186632000000.0,12434234000000.0,11648704000000.0,12095154000000.0,9665544000000.0,10459229000000.0,11424204000000.0,9834136000000.0,11414592000000.0,10944698000000.0
2069.0,12124955000000.0,12413947000000.0,11578097000000.0,12011396000000.0,9535165000000.0,10310421000000.0,11332547000000.0,9736784000000.0,11318242000000.0,10845189000000.0
2070.0,12072578000000.0,12338141000000.0,11502403000000.0,11935617000000.0,9402879000000.0,10188510000000.0,11240516000000.0,9615966000000.0,11223877000000.0,10813760000000.0
2071.0,12020032000000.0,12275362000000.0,11421527000000.0,11884460000000.0,9252414000000.0,10017284000000.0,11131850000000.0,9469728000000.0,11141004000000.0,10740958000000.0
2072.0,11978383000000.0,12242471000000.0,11377432000000.0,11833452000000.0,9110239000000.0,9878131000000.0,10990889000000.0,9310668000000.0,11075933000000.0,10632775000000.0
2073.0,11930332000000.0,12191787000000.0,11308626000000.0,11751538000000.0,8964535000000.0,9761818000000.0,10886214000000.0,9126979000000.0,10984818000000.0,10558673000000.0
2074.0,11877559000000.0,12166769000000.0,11239170000000.0,11676864000000.0,8824929000000.0,9657182000000.0,10783624000000.0,8996651000000.0,10909062000000.0,10483138000000.0
2075.0,11817320000000.0,12142305000000.0,11169469000000.0,11604647000000.0,8683122000000.0,9540936000000.0,10681669000000.0,8838773000000.0,10824173000000.0,10423998000000.0
2076.0,11745192000000.0,12079035000000.0,11109247000000.0,11522338000000.0,8537069600000.0,9416324000000.0,10540282000000.0,8667224600000.0,10714286000000.0,10352916000000.0
2077.0,11699299000000.0,12047083000000.0,11039859000000.0,11442156000000.0,8374669000000.0,9250968000000.0,10415363000000.0,8525875500000.0,10619831000000.0,10250410000000.0
2078.0,11655567000000.0,12034034000000.0,10975405000000.0,11353094000000.0,8225315400000.0,9140480000000.0,10345421000000.0,8355471000000.0,10546007000000.0,10139707000000.0
2079.0,11603070000000.0,11953927000000.0,10879644000000.0,11258998000000.0,8078645000000.0,8984374000000.0,10257892000000.0,8153400000000.0,10474669000000.0,10023012000000.0
2080.0,11547797000000.0,11894530000000.0,10819040000000.0,11120626000000.0,7930052600000.0,8843527000000.0,10135748000000.0,7998830000000.0,10376913000000.0,9932519000000.0
2081.0,11465846000000.0,11867863000000.0,10765036000000.0,11013702000000.0,7767505500000.0,8715303400000.0,10018837000000.0,7822842000000.0,10306729000000.0,9828194000000.0
2082.0,11422712000000.0,11813969000000.0,10710423000000.0,10895417000000.0,7613350000000.0,8621485700000.0,9926031000000.0,7634650000000.0,10209239000000.0,9759225000000.0
2083.0,11374067000000.0,11772193000000.0,10607674000000.0,10788050000000.0,7467932600000.0,8501278500000.0,9799889000000.0,7486221300000.0,10100482000000.0,9666538000000.0
2084.0,11313570000000.0,11688603000000.0,10524481000000.0,10663217000000.0,7327235700000.0,8356245300000.0,9623887000000.0,7360817000000.0,9984303000000.0,9578069000000.0
2085.0,11257052000000.0,11601381000000.0,10457543000000.0,10570400000000.0,7168780000000.0,8242982300000.0,9509124000000.0,7215524600000.0,9871256000000.0,9486215000000.0
2086.0,11193165000000.0,11558881000000.0,10407506000000.0,10468924000000.0,6990502300000.0,8105987400000.0,9348693000000.0,7073221300000.0,9788774000000.0,9388947000000.0
2087.0,11135034000000.0,11501916000000.0,10320991000000.0,10349498000000.0,6831589000000.0,7972109400000.0,9220077000000.0,6921559500000.0,9678018000000.0,9284428000000.0
2088.0,11069173000000.0,11472984000000.0,10227763000000.0,10220137000000.0,6676886300000.0,7803996500000.0,9114386000000.0,6774489000000.0,9574339000000.0,9183427000000.0
2089.0,11004534000000.0,11436796000000.0,10155475000000.0,10101047000000.0,6528153000000.0,7664161000000.0,9014611000000.0,6613689000000.0,9490151000000.0,9080307000000.0
2090.0,10938979000000.0,11380387000000.0,10067140000000.0,9972280000000.0,6375737000000.0,7502531400000.0,8909472000000.0,6487652400000.0,9407931000000.0,8990487000000.0
2091.0,10867372000000.0,11338271000000.0,9944146000000.0,9864210000000.0,6202725500000.0,7361564000000.0,8799772000000.0,6324061500000.0,9319612000000.0,8905573000000.0
2092.0,10806872000000.0,11281482000000.0,9855554000000.0,9732981000000.0,6048682300000.0,7194351000000.0,8670583000000.0,6143271000000.0,9231998000000.0,8772830000000.0
2093.0,10746141000000.0,11218183000000.0,9776240000000.0,9582941000000.0,5900410600000.0,7004765600000.0,8563075000000.0,6001008000000.0,9141757000000.0,8677193000000.0
2094.0,10686318000000.0,11171177000000.0,9650414000000.0,9456081000000.0,5751685000000.0,6821475500000.0,8482761000000.0,5869177000000.0,9051321000000.0,8575902500000.0
2095.0,10639291000000.0,11133032000000.0,9563700000000.0,9364120000000.0,5592558000000.0,6640513000000.0,8393805000000.0,5730616700000.0,8943390000000.0,8462887000000.0
2096.0,10579016000000.0,11082244000000.0,9486602000000.0,9224709000000.0,5461060400000.0,6475104600000.0,8311567500000.0,5601606000000.0,8840598000000.0,8358093000000.0
2097.0,10519382000000.0,11017242000000.0,9399303000000.0,9091156000000.0,5314306000000.0,6304127000000.0,8218499000000.0,5456044500000.0,8746036600000.0,8258058700000.0
2098.0,10445763000000.0,10986524000000.0,9300075000000.0,8986821000000.0,5170705000000.0,6135113000000.0,8092865500000.0,5323653000000.0,8665491000000.0,8122430000000.0
2099.0,10382217000000.0,10934151000000.0,9225485000000.0,8834478000000.0,5021227300000.0,5958515300000.0,8012933600000.0,5183613000000.0,8567051000000.0,7992663600000.0
2100.0,10296494000000.0,10876377000000.0,9138005000000.0,8715107300000.0,4864662000000.0,5763615400000.0,7898545500000.0,5036264000000.0,8487196700000.0,7881204000000.0
