time,CESM1-CAM5,NORESM1-M,CSIRO-MK3-6-0,MPI-ESM-LR
2097.0,380192260.0,609811400.0,175965360.0,474070720.0
2098.0,372556260.0,604334140.0,173663100.0,483858020.0
2099.0,364133920.0,592469400.0,171111940.0,492518700.0
2100.0,361352300.0,586637400.0,168422620.0,488574460.0
2101.0,357162270.0,578766300.0,168996960.0,473271940.0
2102.0,350290530.0,572834600.0,170771860.0,463190820.0
2103.0,343968220.0,579795460.0,176049890.0,458600320.0
2104.0,347216350.0,602686000.0,173350260.0,454935900.0
2105.0,346965920.0,595770560.0,170771700.0,449235140.0
2106.0,340637020.0,589051140.0,167406560.0,445236900.0
2107.0,331423700.0,581248260.0,166622200.0,435583940.0
2108.0,327253020.0,593830140.0,164467100.0,423278100.0
2109.0,323115230.0,583531970.0,163051440.0,414038050.0
2110.0,317549500.0,573296450.0,161523500.0,417102500.0
2111.0,313419700.0,566410100.0,160609920.0,407037600.0
2112.0,312127200.0,562964740.0,160036370.0,398162700.0
2113.0,317002780.0,554715300.0,158069460.0,400276930.0
2114.0,309184350.0,550930560.0,156647620.0,389614300.0
2115.0,303313180.0,556178370.0,156079840.0,381359070.0
2116.0,305715260.0,543461800.0,155897390.0,378232450.0
2117.0,306808030.0,539287940.0,159189260.0,404040960.0
2118.0,304423780.0,561699800.0,154417260.0,383254720.0
2119.0,300442720.0,544872600.0,152676210.0,378608900.0
2120.0,304497280.0,532338240.0,150616480.0,373850660.0
2121.0,316468380.0,526859600.0,160308700.0,370019740.0
2122.0,305077730.0,526645570.0,154222900.0,366612670.0
2123.0,300315840.0,525441760.0,149300620.0,382963140.0
2124.0,299977730.0,521894370.0,149300130.0,398470080.0
2125.0,297319680.0,520776160.0,147680900.0,391542900.0
2126.0,293983520.0,518670430.0,147443860.0,390676060.0
2127.0,297851740.0,516307600.0,144641620.0,399062240.0
2128.0,294990270.0,513750080.0,149779730.0,394959100.0
2129.0,291900160.0,510942240.0,146130600.0,390080770.0
2130.0,289673400.0,508652320.0,177071440.0,381186240.0
2131.0,287764350.0,518631550.0,162321170.0,372353440.0
2132.0,287334850.0,509220030.0,153284100.0,374950530.0
2133.0,289552200.0,503552400.0,157031340.0,407131800.0
2134.0,287986180.0,497732860.0,152007600.0,385229120.0
2135.0,283203460.0,498656130.0,148961390.0,365403260.0
2136.0,281188200.0,491805150.0,146272370.0,359750660.0
2137.0,279896900.0,488996030.0,142739470.0,414722240.0
2138.0,283639870.0,487744400.0,140871780.0,427068100.0
2139.0,283762700.0,554646660.0,137690400.0,389543140.0
2140.0,279371680.0,526361800.0,133793140.0,383146750.0
2141.0,278314240.0,501805860.0,126471640.0,398078400.0
2142.0,291321300.0,500699780.0,123611840.0,386323200.0
2143.0,289295580.0,533326880.0,117832440.0,376234880.0
2144.0,283037380.0,523497540.0,111855310.0,377702880.0
2145.0,280831170.0,508137400.0,111412860.0,422879700.0
2146.0,284198500.0,514387230.0,111171260.0,397168320.0
2147.0,284480160.0,515904220.0,108408470.0,382298560.0
2148.0,281303260.0,513432350.0,111368056.0,383570340.0
2149.0,280201180.0,551959000.0,112938344.0,386038200.0
2150.0,277614980.0,579363400.0,112157944.0,386842430.0
2151.0,279172900.0,566931400.0,111012990.0,406543840.0
2152.0,277046340.0,554408770.0,111788210.0,418139500.0
2153.0,274987680.0,549804200.0,114742180.0,408990000.0
2154.0,271732580.0,547457600.0,113478620.0,406502400.0
2155.0,271215500.0,537746000.0,110079610.0,408149660.0
2156.0,268887460.0,532609800.0,116103020.0,412598800.0
2157.0,265502980.0,530675260.0,118785010.0,398213020.0
2158.0,261455420.0,523100350.0,112044776.0,392170340.0
2159.0,259407740.0,513901760.0,110612490.0,390892580.0
2160.0,254990800.0,502931780.0,109609830.0,392194050.0
2161.0,250030740.0,494859650.0,107438030.0,384438100.0
2162.0,249743710.0,487678750.0,105747840.0,375933100.0
2163.0,249424670.0,495263650.0,104737016.0,370843840.0
2164.0,249149280.0,483073730.0,132031030.0,363208860.0
2165.0,243273780.0,474714500.0,120063780.0,354631070.0
2166.0,237906050.0,466944000.0,112727416.0,347299940.0
2167.0,248810610.0,476719360.0,111151950.0,341814800.0
2168.0,250620380.0,463848300.0,114166890.0,344694370.0
2169.0,251670020.0,461547300.0,117232670.0,333812700.0
2170.0,248712370.0,470082050.0,116787520.0,329833280.0
2171.0,242230160.0,467327170.0,120567016.0,329134900.0
2172.0,241529970.0,466150900.0,120126810.0,327348030.0
2173.0,240012720.0,467964030.0,117045170.0,327970460.0
2174.0,235916590.0,476268900.0,113983940.0,324211100.0
2175.0,236056800.0,470426800.0,110935830.0,322310300.0
2176.0,240662260.0,480252320.0,110383620.0,328836900.0
2177.0,238732720.0,474383360.0,108855550.0,349144160.0
2178.0,238793010.0,466609100.0,106424584.0,331209060.0
2179.0,235054690.0,481289800.0,103660296.0,327676300.0
2180.0,237922600.0,467172700.0,101387304.0,347358180.0
2181.0,243174990.0,464363970.0,97828180.0,336451500.0
2182.0,233527090.0,554857340.0,95468696.0,343821120.0
2183.0,230148130.0,513469380.0,94114950.0,344392900.0
2184.0,229568800.0,495331620.0,92388350.0,340094300.0
2185.0,229245020.0,486534000.0,93764790.0,337187700.0
2186.0,228363630.0,482676060.0,91068210.0,333191300.0
2187.0,227265700.0,480249600.0,90048930.0,338195040.0
2188.0,228404830.0,476308400.0,86525680.0,334717280.0
2189.0,227093000.0,470226460.0,86797690.0,328970100.0
2190.0,225592660.0,497730400.0,92378350.0,324755300.0
2191.0,229665040.0,502417020.0,92038390.0,325227600.0
2192.0,226915890.0,512016580.0,92129944.0,329640930.0
2193.0,224469800.0,500787000.0,92254730.0,320999420.0
2194.0,225131310.0,496263600.0,95249120.0,319357860.0
2195.0,223533980.0,493410660.0,91535780.0,315034240.0
2196.0,221967090.0,488167100.0,89927210.0,312065760.0
2197.0,221067740.0,479812800.0,97427540.0,323396800.0
2198.0,239816670.0,475779420.0,96696140.0,378590200.0
2199.0,237937660.0,471500220.0,90687144.0,358361760.0
2200.0,232726100.0,473262660.0,89935090.0,344983360.0
2201.0,234573680.0,470387870.0,90452070.0,333118530.0
2202.0,229833280.0,467136670.0,87312630.0,352924540.0
2203.0,227401620.0,462496930.0,90680860.0,335055600.0
2204.0,224434620.0,460160220.0,88936070.0,331296000.0
2205.0,221319260.0,455399550.0,91945976.0,331359300.0
2206.0,218638800.0,451210780.0,98629360.0,330859780.0
2207.0,219195100.0,456833300.0,95150370.0,336025820.0
2208.0,217437660.0,452870430.0,91595410.0,331367970.0
2209.0,214255440.0,456904640.0,89759030.0,326662100.0
2210.0,212938400.0,454007400.0,96414860.0,323616160.0
2211.0,224460690.0,449126370.0,89912310.0,321602600.0
2212.0,227749200.0,447158700.0,88427240.0,335254100.0
2213.0,218489220.0,459467650.0,85415820.0,334605920.0
2214.0,214324020.0,460725060.0,82029070.0,338821800.0
2215.0,212734100.0,454672060.0,83221544.0,332766370.0
2216.0,214439840.0,448157470.0,80734290.0,328388200.0
2217.0,218261980.0,446897200.0,78452936.0,337862560.0
2218.0,212793420.0,443959780.0,77325140.0,327537020.0
2219.0,210575360.0,442969630.0,78075710.0,318958180.0
2220.0,209985170.0,443759600.0,77564000.0,315066340.0
2221.0,210035580.0,440889340.0,77732910.0,322194340.0
2222.0,210066610.0,439172000.0,76885496.0,322328400.0
2223.0,208796660.0,436460380.0,81097310.0,327540200.0
2224.0,207575100.0,438581570.0,77852760.0,320591870.0
2225.0,208765700.0,461596800.0,75057170.0,309525060.0
2226.0,209615520.0,456497630.0,73713440.0,302410900.0
2227.0,207158540.0,453634430.0,73119760.0,303787040.0
2228.0,203617280.0,468394340.0,79153624.0,309040640.0
2229.0,203251800.0,458989630.0,116257384.0,301163360.0
2230.0,203074700.0,454946340.0,96703210.0,318876770.0
2231.0,201516270.0,450382850.0,82764230.0,303955970.0
2232.0,199244540.0,450247870.0,77909416.0,296235170.0
2233.0,202861500.0,450968000.0,77732870.0,292658100.0
2234.0,210507980.0,441657340.0,76000360.0,294910050.0
2235.0,204056110.0,432977500.0,76144860.0,288500320.0
2236.0,200375900.0,425940200.0,79338400.0,283213020.0
2237.0,198685440.0,443974800.0,88187800.0,319969950.0
2238.0,202077810.0,431687100.0,82999576.0,312213380.0
2239.0,198140640.0,418758820.0,81941390.0,279846500.0
2240.0,195500560.0,412919740.0,81339064.0,274571420.0
2241.0,195684500.0,413769470.0,79448140.0,269054700.0
2242.0,203874690.0,419482460.0,79142440.0,335713760.0
2243.0,201586670.0,428279600.0,84605336.0,321411700.0
2244.0,196442270.0,442898530.0,80661700.0,285385950.0
2245.0,195288690.0,444572830.0,80332184.0,271053000.0
2246.0,196635200.0,429997500.0,78291020.0,266947980.0
2247.0,193606910.0,425285950.0,77629350.0,267715540.0
2248.0,191864130.0,438480480.0,78919290.0,265267540.0
2249.0,196291730.0,449945600.0,76907496.0,263264050.0
2250.0,191021940.0,466524030.0,78966060.0,257875440.0
2251.0,189278180.0,451890940.0,77107090.0,255022830.0
2252.0,187693800.0,442055260.0,75277010.0,256241580.0
2253.0,206531710.0,436622850.0,74132744.0,289303040.0
2254.0,199468700.0,431364500.0,72779480.0,285844000.0
2255.0,198536380.0,425202620.0,72998664.0,255108220.0
2256.0,197954530.0,425673760.0,72020060.0,248473620.0
2257.0,198722140.0,422127000.0,72057300.0,265956780.0
2258.0,197286450.0,416018140.0,70044480.0,383262980.0
2259.0,200694110.0,410854370.0,68508584.0,321724200.0
2260.0,198523340.0,410425860.0,68530910.0,296308830.0
2261.0,195996530.0,404644830.0,68711760.0,295095260.0
2262.0,202648380.0,400686660.0,67096756.0,285716400.0
2263.0,197840270.0,395115460.0,65270820.0,290370720.0
2264.0,194522980.0,393329860.0,64516350.0,297698100.0
2265.0,196554700.0,398836400.0,63254224.0,292353440.0
2266.0,202148560.0,413276740.0,63159724.0,288142370.0
2267.0,196821950.0,398577000.0,65234940.0,281510720.0
2268.0,195763550.0,396667650.0,67197530.0,318074620.0
2269.0,193335800.0,393221700.0,66925340.0,340373760.0
2270.0,191489170.0,391299680.0,73007736.0,302085900.0
2271.0,203178850.0,386382800.0,83795130.0,295775600.0
2272.0,201021120.0,384371200.0,78506120.0,307515870.0
2273.0,201192600.0,384090880.0,75333260.0,312352200.0
2274.0,196175710.0,378743140.0,73527020.0,314494300.0
2275.0,192702370.0,407287680.0,74321800.0,305158850.0
2276.0,195265090.0,398717280.0,72265880.0,297921470.0
2277.0,192405490.0,392735100.0,71632860.0,300960300.0
2278.0,191130220.0,388000700.0,71813176.0,294470660.0
2279.0,188860480.0,387447200.0,68760700.0,299882370.0
2280.0,187669380.0,419101470.0,66460304.0,302239140.0
2281.0,187217970.0,411647870.0,65486300.0,306364960.0
2282.0,190096370.0,409119420.0,64445700.0,315975100.0
2283.0,189558080.0,399914560.0,63122770.0,306920350.0
2284.0,186690990.0,394833820.0,61067856.0,296054240.0
2285.0,185021220.0,389629760.0,64086320.0,317189500.0
2286.0,184068000.0,389011070.0,82683940.0,323145860.0
2287.0,183821280.0,386077600.0,74014130.0,307386270.0
2288.0,182869620.0,380931000.0,75353930.0,301074780.0
2289.0,181537620.0,379104220.0,70969700.0,321928160.0
2290.0,181221980.0,377157950.0,67742130.0,312690300.0
2291.0,195694030.0,379608200.0,66060450.0,305367100.0
2292.0,194797070.0,376495580.0,66281330.0,300068670.0
2293.0,187878510.0,378745700.0,63565576.0,303518800.0
2294.0,186214640.0,382270400.0,61339536.0,296596540.0
2295.0,196176850.0,408335740.0,59298400.0,292289600.0
2296.0,202261250.0,412779970.0,58488456.0,293226340.0
2297.0,198353570.0,397317600.0,61428240.0,314174300.0
2298.0,196845760.0,391969440.0,58122660.0,300829470.0
2299.0,191934780.0,390770460.0,56745004.0,296554700.0
2300.0,197942620.0,417045300.0,56162296.0,285365600.0
