time,UKESM1-0-LL,MRI-ESM2-0,IPSL-CM6A-LR,CNRM-ESM2-1,CANESM5
2040.0,2832774500000.0,2860977200000.0,3104960000000.0,3166745400000.0,2357939700000.0
2041.0,2783650800000.0,2834168800000.0,3094544600000.0,3157142500000.0,2303672700000.0
2042.0,2737426100000.0,2803053400000.0,3068594700000.0,3148341300000.0,2250067100000.0
2043.0,2686846200000.0,2760657000000.0,3048039300000.0,3147750200000.0,2194899900000.0
2044.0,2644586800000.0,2726307600000.0,3022803400000.0,3137324200000.0,2136248500000.0
2045.0,2603653300000.0,2680314100000.0,2995280000000.0,3131431200000.0,2066273800000.0
2046.0,2552006400000.0,2642712500000.0,2958662000000.0,3123651300000.0,1999239100000.0
2047.0,2507981500000.0,2599982000000.0,2932992600000.0,3124309300000.0,1945148200000.0
2048.0,2465941400000.0,2563620700000.0,2895844200000.0,3102849600000.0,1885901700000.0
2049.0,2411839000000.0,2535707600000.0,2866024800000.0,3091844600000.0,1820471700000.0
2050.0,2356680000000.0,2498564500000.0,2849250500000.0,3096610000000.0,1750436200000.0
2051.0,2308821000000.0,2473801300000.0,2810863200000.0,3093305500000.0,1689916400000.0
2052.0,2265247000000.0,2438695700000.0,2783729700000.0,3078377200000.0,1632676700000.0
2053.0,2224683000000.0,2411819400000.0,2752221000000.0,3061339700000.0,1581534800000.0
2054.0,2169742800000.0,2387099800000.0,2733677500000.0,3055852700000.0,1524364500000.0
2055.0,2114597700000.0,2362266400000.0,2706649600000.0,3034381500000.0,1464765500000.0
2056.0,2046347300000.0,2331296700000.0,2684419300000.0,3036380700000.0,1411718700000.0
2057.0,1991915900000.0,2311531000000.0,2661696400000.0,3033577600000.0,1355131000000.0
2058.0,1931827000000.0,2285821800000.0,2633760500000.0,3019433600000.0,1306066300000.0
2059.0,1878153400000.0,2257553700000.0,2611355800000.0,3005626700000.0,1257878800000.0
2060.0,1845615000000.0,2233958000000.0,2593881000000.0,2995299500000.0,1209353800000.0
2061.0,1801131300000.0,2211329300000.0,2574747700000.0,2983711700000.0,1167653500000.0
2062.0,1746222400000.0,2190069100000.0,2542050200000.0,2981391800000.0,1122139900000.0
2063.0,1701351500000.0,2165300100000.0,2515978000000.0,2955247600000.0,1077253960000.0
2064.0,1650754800000.0,2148112400000.0,2486326000000.0,2944398800000.0,1030880800000.0
2065.0,1611913200000.0,2136834400000.0,2460948000000.0,2932907200000.0,986542400000.0
2066.0,1569009600000.0,2122735400000.0,2445850200000.0,2923633600000.0,947840500000.0
2067.0,1524768700000.0,2109473200000.0,2427319200000.0,2905250200000.0,903612660000.0
2068.0,1481019800000.0,2093848500000.0,2407956700000.0,2898729400000.0,860018050000.0
2069.0,1443163000000.0,2095010800000.0,2382825000000.0,2881421300000.0,822191300000.0
2070.0,1391714900000.0,2089354700000.0,2357653700000.0,2864276600000.0,789818970000.0
2071.0,1357275900000.0,2082826400000.0,2329359700000.0,2848321000000.0,750580100000.0
2072.0,1321351600000.0,2067268400000.0,2301399400000.0,2825828000000.0,712820900000.0
2073.0,1292359600000.0,2057260900000.0,2275358300000.0,2800662300000.0,680167200000.0
2074.0,1262448800000.0,2043310200000.0,2252567200000.0,2792307600000.0,641491140000.0
2075.0,1230703700000.0,2032222300000.0,2225623300000.0,2768911200000.0,606531550000.0
2076.0,1203754900000.0,2022992400000.0,2208933000000.0,2747566400000.0,570609500000.0
2077.0,1163145900000.0,2007335200000.0,2190078200000.0,2730748300000.0,536947800000.0
2078.0,1128417700000.0,2006103800000.0,2165438500000.0,2715533200000.0,506092980000.0
2079.0,1094885970000.0,1998939000000.0,2146559900000.0,2694170800000.0,477287220000.0
2080.0,1063857360000.0,1989078500000.0,2132711700000.0,2667806700000.0,451830970000.0
2081.0,1031240900000.0,1978453600000.0,2116789100000.0,2646988300000.0,424085300000.0
2082.0,1000351470000.0,1974166700000.0,2094636000000.0,2635796000000.0,400745500000.0
2083.0,970130400000.0,1965280300000.0,2078707300000.0,2625580000000.0,378757640000.0
2084.0,938553300000.0,1958858900000.0,2059874100000.0,2605797600000.0,359012040000.0
2085.0,905258700000.0,1955179800000.0,2044847600000.0,2588206200000.0,339642350000.0
2086.0,877522800000.0,1955832300000.0,2038647400000.0,2581206100000.0,317387870000.0
2087.0,851137200000.0,1955351500000.0,2026382400000.0,2565125200000.0,296880300000.0
2088.0,816330050000.0,1952210400000.0,2015454400000.0,2553955500000.0,275381880000.0
2089.0,789314340000.0,1956868000000.0,1993026600000.0,2529343000000.0,253864330000.0
2090.0,755287260000.0,1951531100000.0,1979011000000.0,2510511000000.0,235033350000.0
2091.0,730094100000.0,1944411300000.0,1960758000000.0,2495476100000.0,218541160000.0
2092.0,709984400000.0,1944204100000.0,1947202600000.0,2471206300000.0,202149760000.0
2093.0,687809950000.0,1937915500000.0,1936556000000.0,2462652600000.0,187842070000.0
2094.0,663627500000.0,1941678900000.0,1918692500000.0,2441713800000.0,172939260000.0
2095.0,643031700000.0,1947997600000.0,1901283500000.0,2437865800000.0,161436400000.0
2096.0,619082300000.0,1940347300000.0,1882666600000.0,2427013300000.0,148119950000.0
2097.0,599841440000.0,1934561200000.0,1860577300000.0,2412258300000.0,135761764000.0
2098.0,579983050000.0,1932306700000.0,1854879000000.0,2398339000000.0,125389930000.0
2099.0,559992300000.0,1934920000000.0,1840000700000.0,2380502700000.0,115971980000.0
2100.0,539377430000.0,1937029200000.0,1834982300000.0,2364163500000.0,108750770000.0
