time,NORESM1-M,IPSL-CM5A-LR,CCSM4,GISS-E2-R,GFDL-ESM2G,GFDL-CM3,CESM1-CAM5,CSIRO-MK3-6-0
2042.0,32579256000.0,31592360000.0,32406383000.0,31894112000.0,31813116000.0,28808724000.0,31896605000.0,32719507000.0
2043.0,32477307000.0,31425817000.0,32289843000.0,31754222000.0,31673242000.0,28413463000.0,31764472000.0,32990851000.0
2044.0,32371767000.0,31147717000.0,32619454000.0,31745612000.0,31469715000.0,27840516000.0,31566420000.0,32561175000.0
2045.0,32265120000.0,30932912000.0,32026964000.0,31620254000.0,31245736000.0,27388522000.0,31400319000.0,32413990000.0
2046.0,32101708000.0,30615790000.0,31883977000.0,31410012000.0,31093582000.0,26944043000.0,31348541000.0,32532250000.0
2047.0,31992494000.0,30681303000.0,31823751000.0,31186725000.0,31411235000.0,26594929000.0,31054500000.0,32260823000.0
2048.0,31846513000.0,30146173000.0,31694442000.0,30991450000.0,30758578000.0,26248808000.0,30887506000.0,32177320000.0
2049.0,31663841000.0,29535457000.0,31529742000.0,30850152000.0,30608499000.0,25717690000.0,30640300000.0,32084900000.0
2050.0,31516359000.0,29284528000.0,31290196000.0,30640744000.0,30410258000.0,25486594000.0,30415024000.0,32771164000.0
2051.0,31260400000.0,29126360000.0,31068266000.0,30510604000.0,30313497000.0,25066142000.0,30346725000.0,32071550000.0
2052.0,31018525000.0,29305510000.0,30944932000.0,30330132000.0,30223340000.0,24674160000.0,30176276000.0,32053840000.0
2053.0,30855193000.0,28653238000.0,30748178000.0,30094238000.0,29841650000.0,24186970000.0,29905224000.0,31721228000.0
2054.0,31112524000.0,28400093000.0,30499916000.0,29937981000.0,29626558000.0,23960520000.0,29683855000.0,31536120000.0
2055.0,30525907000.0,28007012000.0,30329682000.0,29726847000.0,29398800000.0,23418670000.0,29552644000.0,31375354000.0
2056.0,30196525000.0,27672678000.0,30313128000.0,29565907000.0,29190890000.0,22975605000.0,31169745000.0,31390351000.0
2057.0,30001584000.0,27283220000.0,30135540000.0,29364564000.0,28841100000.0,22523728000.0,29521508000.0,31012225000.0
2058.0,29675459000.0,26976537000.0,29890703000.0,29186677000.0,28490197000.0,22099640000.0,29088926000.0,30831915000.0
2059.0,29550954000.0,27033930000.0,29633923000.0,29098498000.0,28253497000.0,21754640000.0,29566466000.0,30682765000.0
2060.0,29323910000.0,26717665000.0,29350926000.0,28915694000.0,27815629000.0,21344029000.0,28890360000.0,30460310000.0
2061.0,29156450000.0,26278510000.0,29090361000.0,28689615000.0,27423418000.0,20874138000.0,28663101000.0,30205864000.0
2062.0,28938322000.0,25883652000.0,28888623000.0,28606597000.0,27187988000.0,20500902000.0,28328028000.0,29937125000.0
2063.0,28825883000.0,25595630000.0,28679846000.0,28379943000.0,26936904000.0,20090632000.0,28097456000.0,29756019000.0
2064.0,28648882000.0,25347338000.0,28465572000.0,28216265000.0,26549066000.0,19602477000.0,28004057000.0,29502007000.0
2065.0,28378362000.0,25017346000.0,28213004000.0,28043934000.0,26247037000.0,19241243000.0,27768938000.0,29267448000.0
2066.0,28454146000.0,24692589000.0,27948108000.0,27992418000.0,25936534000.0,18919279000.0,27542166000.0,29092970000.0
2067.0,27905229000.0,24388803000.0,27698958000.0,27726220000.0,25990500000.0,18480216000.0,27351777000.0,28829415000.0
2068.0,27832222000.0,24156580000.0,27405660000.0,27531168000.0,25612521000.0,18070424000.0,27068561000.0,28527410000.0
2069.0,27447855000.0,23856216000.0,27107467000.0,27368684000.0,25160680000.0,17676558000.0,26808996000.0,28317866000.0
2070.0,27104776000.0,23475544000.0,26903767000.0,27114668000.0,25137410000.0,17190783000.0,26597057000.0,27953152000.0
2071.0,26801332000.0,23228813000.0,26653112000.0,26986742000.0,24669577000.0,16845562000.0,26342623000.0,27531563000.0
2072.0,26545338000.0,22914130000.0,26360783000.0,26781737000.0,24330357000.0,16445026000.0,26080825000.0,27328133000.0
2073.0,26256030000.0,22582893000.0,26036765000.0,26534939000.0,23938718000.0,16049354000.0,25908822000.0,27327713000.0
2074.0,26054244000.0,22214867000.0,25897770000.0,26427159000.0,24227540000.0,15687979000.0,25672796000.0,26875345000.0
2075.0,25739090000.0,21834154000.0,25668770000.0,26182760000.0,23666401000.0,15314414000.0,25362233000.0,26487128000.0
2076.0,25296298000.0,21395309000.0,25236816000.0,25934047000.0,23419350000.0,14893345000.0,25003150000.0,26104367000.0
2077.0,25057931000.0,21106266000.0,24929444000.0,25707717000.0,23144387000.0,14395960000.0,24725254000.0,26220446000.0
2078.0,24858827000.0,20676024000.0,24690233000.0,25514744000.0,22905743000.0,13992441000.0,24475107000.0,25716146000.0
2079.0,24574206000.0,20183175000.0,24401674000.0,25439764000.0,22575065000.0,13574326000.0,24230480000.0,25511397000.0
2080.0,24232772000.0,19791320000.0,24602118000.0,25196755000.0,22266497000.0,13160331000.0,23847717000.0,25168419000.0
2081.0,23887090000.0,19542043000.0,24136420000.0,24991287000.0,21959447000.0,12699174000.0,23525667000.0,25071073000.0
2082.0,23614800000.0,19215160000.0,23647584000.0,24644624000.0,21766248000.0,12266740000.0,23247151000.0,24505223000.0
2083.0,23303780000.0,18911306000.0,23445570000.0,24407407000.0,21468377000.0,11847297000.0,22904003000.0,24177816000.0
2084.0,23028255000.0,18521550000.0,23173546000.0,24204745000.0,21114395000.0,11515096000.0,22575292000.0,24486697000.0
2085.0,22743065000.0,18170425000.0,22801711000.0,23933026000.0,21016277000.0,11050567000.0,22125599000.0,23950174000.0
2086.0,23228668000.0,17769617000.0,22786079000.0,23638358000.0,20742902000.0,10673828000.0,21743454000.0,23755230000.0
2087.0,22356679000.0,17443328000.0,22368358000.0,23461147000.0,20558232000.0,10388552000.0,21580497000.0,23628468000.0
2088.0,21969013000.0,17118027000.0,22098184000.0,23228183000.0,20373674000.0,9937368000.0,21297375000.0,23112434000.0
2089.0,21830060000.0,16809049000.0,22038012000.0,22968644000.0,20139390000.0,9615558000.0,20974463000.0,22791740000.0
2090.0,21607820000.0,16473601000.0,21733712000.0,22753323000.0,19970552000.0,9295025000.0,20653296000.0,22620406000.0
2091.0,21232945000.0,16149074000.0,21381427000.0,22407400000.0,19712158000.0,8910931000.0,20847722000.0,22081477000.0
2092.0,21095598000.0,15791757000.0,21119142000.0,22111644000.0,19549050000.0,8601870000.0,20135959000.0,21767539000.0
2093.0,20793990000.0,15335467000.0,20839660000.0,21858620000.0,19380826000.0,8203123700.0,19734802000.0,21432440000.0
2094.0,20588274000.0,14953110000.0,20552479000.0,22872080000.0,19019480000.0,7927153700.0,19429106000.0,21248557000.0
2095.0,20243667000.0,14629730000.0,20301928000.0,21518285000.0,18822885000.0,7686782500.0,19258480000.0,20907890000.0
2096.0,20000800000.0,14269986000.0,20084087000.0,21241498000.0,19169430000.0,7478683000.0,18816344000.0,20618045000.0
2097.0,19698434000.0,13985806000.0,19835412000.0,21058255000.0,18864415000.0,7308071400.0,18362073000.0,20346049000.0
2098.0,19359914000.0,13757512000.0,19532800000.0,20772817000.0,18575706000.0,7085581000.0,17972763000.0,20091533000.0
2099.0,19072640000.0,15260212000.0,19318422000.0,20497350000.0,18271730000.0,6826887000.0,17814417000.0,19868404000.0
2100.0,18865023000.0,13243463000.0,19061332000.0,20252762000.0,18146910000.0,6593829000.0,17455907000.0,19550556000.0
