time,CESM1-CAM5,CCSM4,IPSL-CM5A-LR,CANESM2,NORESM1-M,CNRM-CM5,MPI-ESM-LR,GFDL-CM3,GFDL-ESM2G,GISS-E2-R,CSIRO-MK3-6-0
2011.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0
2012.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0
2013.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0
2014.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0
2015.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0
2016.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0
2017.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0
2018.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0
2019.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0
2020.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0
2021.0,33573788000.0,33721768000.0,33662126000.0,34155364000.0,33617502000.0,33744413000.0,33662132000.0,33609828000.0,33561498000.0,33664588000.0,33673398000.0
2022.0,33692563000.0,33582080000.0,33533670000.0,33788019000.0,33563257000.0,33539824000.0,33887963000.0,33524992000.0,33567934000.0,33698939000.0,33559863000.0
2023.0,33492961000.0,33705834000.0,33478693000.0,33589723000.0,33478582000.0,33437397000.0,33558962000.0,33410533000.0,33505702000.0,33606600000.0,33490751000.0
2024.0,33451942000.0,33657268000.0,33553644000.0,33675244000.0,33523149000.0,33392898000.0,33468080000.0,33292634000.0,33463103000.0,33576737000.0,33399476000.0
2025.0,33935710000.0,33498124000.0,33299595000.0,33501932000.0,33297697000.0,33421722000.0,33402022000.0,33182915000.0,33317474000.0,33566351000.0,33592912000.0
2026.0,34045247000.0,33666000000.0,33301277000.0,33312233000.0,33221026000.0,33398608000.0,33617412000.0,33048893000.0,33243466000.0,33442073000.0,33332292000.0
2027.0,33384034000.0,33396870000.0,33658660000.0,33183179000.0,33093650000.0,33356080000.0,33434872000.0,33010630000.0,33139941000.0,33375578000.0,33203616000.0
2028.0,33282077000.0,33397471000.0,33194637000.0,32999182000.0,32981393000.0,33144965000.0,33260790000.0,33111742000.0,33728500000.0,33292536000.0,33068069000.0
2029.0,33216330000.0,33258560000.0,33004180000.0,32879663000.0,33009064000.0,32987988000.0,33156215000.0,32778519000.0,33144940000.0,33246044000.0,32969116000.0
2030.0,33167930000.0,33232749000.0,33090236000.0,33126040000.0,32879202000.0,32877738000.0,33216053000.0,32530594000.0,32975114000.0,33168976000.0,32883505000.0
2031.0,33486529000.0,33681975000.0,32733430000.0,32719415000.0,32765598000.0,32794090000.0,33069160000.0,32300933000.0,32771965000.0,33118900000.0,32900112000.0
2032.0,33106270000.0,33254349000.0,32527366000.0,32532550000.0,32646470000.0,32675146000.0,33010065000.0,31986934000.0,32749197000.0,33002725000.0,32669958000.0
2033.0,33104517000.0,33699357000.0,32368624000.0,32487793000.0,32457816000.0,32588075000.0,32883829000.0,31692145000.0,32574450000.0,32918442000.0,32650523000.0
2034.0,33114827000.0,32999244000.0,32178740000.0,32255902000.0,32258190000.0,32454150000.0,33281640000.0,31437380000.0,32561838000.0,32885629000.0,32446675000.0
2035.0,32843653000.0,32887450000.0,32073763000.0,32132633000.0,32045138000.0,32278454000.0,32810007000.0,31152996000.0,32411994000.0,33076398000.0,32264870000.0
2036.0,32804452000.0,32845906000.0,31727716000.0,31819350000.0,31842212000.0,32142774000.0,32585624000.0,30856581000.0,32404232000.0,32693496000.0,32103109000.0
2037.0,32635343000.0,32734198000.0,31403897000.0,31552686000.0,31956595000.0,31935275000.0,32439382000.0,30562950000.0,32160657000.0,32640492000.0,31960189000.0
2038.0,32608027000.0,32581863000.0,31116170000.0,31744040000.0,31669901000.0,31790780000.0,32648606000.0,30292976000.0,31938345000.0,32466321000.0,32065804000.0
2039.0,32364745000.0,32452250000.0,30881493000.0,31229573000.0,31350526000.0,31815780000.0,32257470000.0,29870113000.0,31838175000.0,32337287000.0,31887305000.0
2040.0,32519594000.0,32354822000.0,30605773000.0,30920830000.0,31476880000.0,31468435000.0,32107385000.0,29450850000.0,31472224000.0,32188895000.0,31620880000.0
2041.0,32138662000.0,32238535000.0,30282371000.0,30717768000.0,31065565000.0,31214055000.0,31832248000.0,29156862000.0,31262691000.0,32095130000.0,31439628000.0
2042.0,31931840000.0,32023994000.0,30026025000.0,30353418000.0,30758277000.0,31098260000.0,31578620000.0,28847888000.0,31088462000.0,31942046000.0,31124662000.0
2043.0,31690179000.0,31838542000.0,29853387000.0,30398783000.0,30477017000.0,30874137000.0,31377367000.0,28374878000.0,30901098000.0,31768723000.0,30943450000.0
2044.0,31459158000.0,31707520000.0,29360190000.0,30044810000.0,30341536000.0,30996652000.0,31761043000.0,27988079000.0,30599207000.0,31612576000.0,30646178000.0
2045.0,31275842000.0,31621306000.0,29003053000.0,29569995000.0,30040648000.0,30652043000.0,31133708000.0,28049535000.0,30375221000.0,31445006000.0,30416638000.0
2046.0,31004543000.0,31534182000.0,28644934000.0,29115507000.0,29927346000.0,30390706000.0,30770762000.0,27441904000.0,30093484000.0,31370168000.0,30133922000.0
2047.0,30841561000.0,31191523000.0,28149563000.0,29027897000.0,29531290000.0,30251207000.0,30482729000.0,26877410000.0,29797964000.0,31153814000.0,29808263000.0
2048.0,31259976000.0,30966833000.0,27911565000.0,28603210000.0,29145809000.0,30024784000.0,30280018000.0,26325656000.0,29618323000.0,31026530000.0,29544522000.0
2049.0,30489539000.0,30787478000.0,27555434000.0,28155300000.0,28924957000.0,29620713000.0,30002674000.0,25790796000.0,29357978000.0,30641183000.0,29298106000.0
2050.0,30186533000.0,30566615000.0,27185224000.0,27814287000.0,28471106000.0,29434608000.0,29718071000.0,25291640000.0,29129535000.0,30398788000.0,28974164000.0
2051.0,30032919000.0,30348106000.0,26847367000.0,27355990000.0,28147720000.0,29115650000.0,29363526000.0,24991687000.0,28866726000.0,30094924000.0,28829549000.0
2052.0,29834660000.0,30116694000.0,26420558000.0,27393868000.0,27803610000.0,28880216000.0,29108210000.0,24434582000.0,28543437000.0,29771747000.0,28768393000.0
2053.0,29602005000.0,30082298000.0,26051865000.0,26614120000.0,27477522000.0,28635533000.0,28829661000.0,23951840000.0,28248242000.0,29537735000.0,28237179000.0
2054.0,29331150000.0,30101907000.0,25695298000.0,26567698000.0,27352478000.0,28434210000.0,28470714000.0,23419585000.0,28070822000.0,29272836000.0,28000424000.0
2055.0,29119770000.0,29947523000.0,25305465000.0,25778100000.0,26997535000.0,28097958000.0,28204456000.0,22810454000.0,28210164000.0,29069249000.0,27776573000.0
2056.0,29382703000.0,29544296000.0,24886050000.0,25292386000.0,26724815000.0,27856500000.0,27884487000.0,22278238000.0,27832166000.0,28813560000.0,27311798000.0
2057.0,28718512000.0,29267612000.0,24439216000.0,24916402000.0,26492160000.0,27608642000.0,27520764000.0,21753162000.0,27501324000.0,28588358000.0,26845862000.0
2058.0,28462807000.0,29067524000.0,24024056000.0,24560730000.0,26201006000.0,27583154000.0,27116590000.0,21300370000.0,27206083000.0,28273535000.0,26486645000.0
2059.0,28221750000.0,28843708000.0,23831100000.0,24110475000.0,26144317000.0,27138245000.0,26902639000.0,20713683000.0,27250698000.0,28072935000.0,26091133000.0
2060.0,27882355000.0,28602808000.0,23374740000.0,24216048000.0,25798273000.0,26758240000.0,26421842000.0,20060250000.0,26733898000.0,27853010000.0,25772739000.0
2061.0,27924480000.0,28330400000.0,22928116000.0,23771773000.0,25680542000.0,26404930000.0,26102360000.0,19534879000.0,26521760000.0,27477008000.0,25916970000.0
2062.0,27718906000.0,28222886000.0,22587902000.0,23226092000.0,25424630000.0,26180342000.0,25793204000.0,18887707000.0,26550317000.0,27074404000.0,25174104000.0
2063.0,27046642000.0,27834470000.0,22313249000.0,22752434000.0,25113602000.0,26204625000.0,25499365000.0,18353470000.0,26125564000.0,26822072000.0,24772602000.0
2064.0,26742700000.0,27634538000.0,21962875000.0,22262643000.0,24856943000.0,25824432000.0,25242724000.0,17734537000.0,25795187000.0,26565010000.0,24522019000.0
2065.0,26505964000.0,27384717000.0,21526604000.0,21883922000.0,24503427000.0,26678964000.0,25026417000.0,17137011000.0,25688700000.0,26322248000.0,24158370000.0
2066.0,26295984000.0,27109420000.0,21140052000.0,21474961000.0,24335452000.0,25959467000.0,24639599000.0,16541588000.0,25450107000.0,25993337000.0,23811220000.0
2067.0,26118935000.0,26815724000.0,20755982000.0,21161308000.0,24026137000.0,25266557000.0,24396454000.0,15891620000.0,25325316000.0,25759472000.0,24085228000.0
2068.0,25915625000.0,26707298000.0,20425490000.0,20794430000.0,23754160000.0,25111654000.0,24011262000.0,15313459000.0,26082263000.0,25497373000.0,23231556000.0
2069.0,25703870000.0,26553342000.0,20058028000.0,20406342000.0,23364104000.0,24798249000.0,23744766000.0,14753818000.0,24996286000.0,25308676000.0,22900951000.0
2070.0,25408954000.0,26258469000.0,20052124000.0,20070046000.0,23128238000.0,24523219000.0,24224858000.0,14311179000.0,24825390000.0,25054597000.0,22578725000.0
2071.0,25427268000.0,26442756000.0,19576132000.0,19735482000.0,22924163000.0,24356356000.0,23504826000.0,13894445000.0,24886317000.0,24849244000.0,24162259000.0
2072.0,25020910000.0,26182926000.0,19177546000.0,19434678000.0,22746315000.0,24269287000.0,23039726000.0,13465026000.0,24576946000.0,24546617000.0,22115224000.0
2073.0,24880159000.0,25780394000.0,18693896000.0,19045753000.0,22488224000.0,23982125000.0,22795790000.0,13062405000.0,24398135000.0,24483811000.0,22467860000.0
2074.0,24640700000.0,25510652000.0,18329700000.0,18828155000.0,22251596000.0,24110868000.0,22475950000.0,12718710000.0,25405960000.0,24232706000.0,21733278000.0
2075.0,24435399000.0,25567822000.0,19419423000.0,18441587000.0,22495130000.0,23545176000.0,22307295000.0,12231870000.0,24198644000.0,23959357000.0,21306823000.0
2076.0,24135922000.0,25331372000.0,18258088000.0,18181790000.0,21982503000.0,23533050000.0,21973682000.0,11866394000.0,24111673000.0,23677772000.0,21120360000.0
2077.0,23801068000.0,25091527000.0,17685037000.0,18211807000.0,21659455000.0,23106900000.0,21744159000.0,11434489000.0,23987511000.0,23437287000.0,20810613000.0
2078.0,23598402000.0,25100825000.0,17317126000.0,17675196000.0,21460070000.0,22919987000.0,21535200000.0,10991746000.0,23798591000.0,23261065000.0,20938990000.0
2079.0,23465247000.0,25022720000.0,17071373000.0,17402577000.0,21298016000.0,22632319000.0,21315123000.0,10606537000.0,23587908000.0,22901463000.0,20504912000.0
2080.0,23087815000.0,24614070000.0,16782511000.0,17026436000.0,20962177000.0,22351157000.0,21086015000.0,10227903000.0,23453104000.0,22676730000.0,20180360000.0
2081.0,22851318000.0,24420774000.0,16619033000.0,19386065000.0,20697276000.0,22153966000.0,20934530000.0,9870052000.0,25238702000.0,22439141000.0,20556722000.0
2082.0,22579302000.0,25949030000.0,17495530000.0,17806090000.0,20509606000.0,22088088000.0,22037115000.0,9472945000.0,24068469000.0,22194782000.0,20175172000.0
2083.0,22383108000.0,24512328000.0,16349355000.0,16654510000.0,20212853000.0,21700764000.0,20755440000.0,9208378000.0,23254225000.0,21912535000.0,20551586000.0
2084.0,22177296000.0,24129620000.0,16026704000.0,16340270000.0,19904002000.0,21528300000.0,20304816000.0,8930120000.0,22989505000.0,21668346000.0,19490275000.0
2085.0,21852158000.0,23952736000.0,15791460000.0,16001231000.0,19711592000.0,21289861000.0,20114039000.0,8630368000.0,22909006000.0,21480907000.0,19209860000.0
2086.0,21612167000.0,23759348000.0,15572435000.0,15719167000.0,19491674000.0,21116185000.0,19913574000.0,8325794300.0,22764685000.0,21326064000.0,19226622000.0
2087.0,21396281000.0,23680416000.0,15302219000.0,16113550000.0,19244149000.0,20923340000.0,19787864000.0,8112273000.0,22563903000.0,21143632000.0,18735454000.0
2088.0,21142809000.0,23677262000.0,15059919000.0,15446791000.0,18964496000.0,20670230000.0,19477363000.0,7964943000.0,22768032000.0,20993751000.0,18606533000.0
2089.0,20876700000.0,23646208000.0,14806214000.0,15161713000.0,18692700000.0,20392920000.0,19287906000.0,7659882500.0,22548785000.0,20808182000.0,18344204000.0
2090.0,20712757000.0,23518830000.0,14644802000.0,15077991000.0,18558857000.0,20316058000.0,18987487000.0,7310462000.0,22375498000.0,20570206000.0,18155526000.0
2091.0,20462561000.0,23213038000.0,14430025000.0,14843986000.0,18340458000.0,20026362000.0,18887830000.0,7168304600.0,22219276000.0,20401440000.0,17930957000.0
2092.0,20154214000.0,23040393000.0,14802579000.0,14600869000.0,18110378000.0,20226218000.0,18562281000.0,6861341000.0,22116327000.0,20662442000.0,17677117000.0
2093.0,20065325000.0,22931698000.0,16918082000.0,14289877000.0,18062033000.0,19610044000.0,18273708000.0,6629904400.0,22112715000.0,20216940000.0,17542440000.0
2094.0,19893357000.0,22772765000.0,14117463000.0,14109435000.0,17648520000.0,19323245000.0,18102368000.0,6400268300.0,22002823000.0,19982993000.0,17351520000.0
2095.0,19588243000.0,22639708000.0,14430227000.0,14060253000.0,17423413000.0,19118400000.0,18069520000.0,6216811500.0,21882016000.0,19819174000.0,17154891000.0
2096.0,19476515000.0,22658525000.0,13823686000.0,13777547000.0,17277475000.0,19450063000.0,18437925000.0,6039841300.0,21791648000.0,19603083000.0,17481290000.0
2097.0,19253383000.0,22444753000.0,14050350000.0,13606480000.0,17395335000.0,18752694000.0,17763004000.0,5818750000.0,21647682000.0,19466689000.0,17955166000.0
2098.0,19061481000.0,22264134000.0,13466919000.0,13397448000.0,16944814000.0,18527408000.0,17548718000.0,5657750500.0,21544266000.0,19280361000.0,17785090000.0
2099.0,18861025000.0,22097824000.0,13189694000.0,13256968000.0,16702861000.0,18333884000.0,17398344000.0,5524597000.0,21717514000.0,19110058000.0,17056565000.0
2100.0,18683855000.0,22400390000.0,13170875000.0,13053657000.0,16546034000.0,18212133000.0,17224008000.0,5284347400.0,21502482000.0,18999181000.0,16964999000.0
