time,IPSL-CM5A-LR,CSIRO-MK3-6-0,GFDL-CM3,GISS-E2-R,CCSM4,CNRM-CM5,CANESM2,MPI-ESM-LR,NORESM1-M,GFDL-ESM2G
2019.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0
2020.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0
2021.0,1911817900.0,1907379500.0,1890758000.0,1916959400.0,1880964700.0,1923034100.0,1905852400.0,1935888500.0,1912812200.0,1943236200.0
2022.0,1874491500.0,1974058900.0,1832611300.0,1862743900.0,1839814800.0,1905186000.0,1873358600.0,1901795600.0,1897917000.0,1884749700.0
2023.0,1862296300.0,1864057600.0,1804465700.0,1815616500.0,1778773500.0,1883318800.0,1841428900.0,1872665700.0,1873968400.0,1995812200.0
2024.0,1832782600.0,1851742000.0,1755362300.0,1763780600.0,1752077600.0,1831039900.0,1762286800.0,1962939600.0,1841920500.0,1871126300.0
2025.0,1832422000.0,1834649700.0,1736287700.0,1814836100.0,1695929600.0,1791946100.0,1728805900.0,1981890800.0,1789859800.0,1806361300.0
2026.0,1775587600.0,1792036900.0,1680033300.0,1695436700.0,1666224400.0,1735419600.0,1693595900.0,1927533300.0,1730159000.0,1757935100.0
2027.0,1762673900.0,1805374700.0,1632057900.0,1673934100.0,1633147300.0,1690763900.0,1654371500.0,1863840800.0,1698189300.0,1742254000.0
2028.0,1737713700.0,1750701800.0,1616511000.0,1734903200.0,1720337000.0,1656401500.0,1633570800.0,1833800300.0,1646347900.0,1709470700.0
2029.0,1674129900.0,1705733600.0,1560073100.0,1623207000.0,1534520300.0,1572559200.0,1635428200.0,1778275300.0,1585314300.0,1672186000.0
2030.0,1621790200.0,1683171100.0,1514691500.0,1573128400.0,1519267700.0,1512359400.0,1549574500.0,1743034800.0,1513935600.0,1612667000.0
2031.0,1560223400.0,1641025400.0,1410996700.0,1545020900.0,1430816800.0,1799892700.0,1560243300.0,1715146500.0,1555305100.0,1608965500.0
2032.0,1514696800.0,1606488300.0,1385111000.0,1511043700.0,1388308100.0,1510984200.0,1457496200.0,1642151300.0,1493484000.0,1563962800.0
2033.0,1470000100.0,1546507800.0,1283296800.0,1456299500.0,1352755300.0,1464017000.0,1414729100.0,1591948200.0,1401056900.0,1534238500.0
2034.0,1409251600.0,1500019800.0,1237772200.0,1379256000.0,1308640100.0,1371767400.0,1381445200.0,1553297800.0,1339509800.0,1573148000.0
2035.0,1363311400.0,1464717600.0,1194379500.0,1348609400.0,1370041700.0,1373730700.0,1299330400.0,1492783400.0,1295169700.0,1470622300.0
2036.0,1305261400.0,1432039400.0,1130059600.0,1322138600.0,1250792100.0,1307824900.0,1244756000.0,1444730100.0,1223838700.0,1437229600.0
2037.0,1278815200.0,1375753200.0,1109802000.0,1297450000.0,1199649400.0,1276861400.0,1209827600.0,1378581400.0,1191611300.0,1384558500.0
2038.0,1212779300.0,1318902900.0,1063277000.0,1247332700.0,1202961500.0,1231524700.0,1167101200.0,1367797400.0,1140998700.0,1356152200.0
2039.0,1157378600.0,1267481600.0,1010442750.0,1201111600.0,1170825300.0,1212532400.0,1120548900.0,1287160600.0,1105839100.0,1309381200.0
2040.0,1220216200.0,1232059000.0,974143550.0,1242535000.0,1099114100.0,1153878300.0,1095809700.0,1270778000.0,1058573900.0,1362126600.0
2041.0,1103304300.0,1182369300.0,1051158460.0,1154635900.0,1073760100.0,1093975700.0,1023691300.0,1235967000.0,1026280700.0,1245980700.0
2042.0,1033604600.0,1147785000.0,906447360.0,1119867100.0,1032020860.0,1101647900.0,968181900.0,1204334800.0,980245060.0,1265224700.0
2043.0,1013747900.0,1118113800.0,857992800.0,1100137100.0,989741500.0,1048782660.0,926639040.0,1152925200.0,948441000.0,1229555700.0
2044.0,979083840.0,1063869700.0,811192700.0,1060209860.0,973873340.0,1002090430.0,866613700.0,1116177800.0,902864100.0,1184859100.0
2045.0,934807800.0,1041368300.0,762592960.0,1029844400.0,938920500.0,976507460.0,807417200.0,1047744300.0,881955700.0,1125393300.0
2046.0,889643900.0,979752640.0,718216900.0,982125600.0,915342140.0,985297860.0,783041600.0,1030371600.0,841435200.0,1092184000.0
2047.0,860999740.0,935036300.0,684766340.0,949763900.0,894930050.0,927253440.0,742409660.0,977540600.0,826725900.0,1060312200.0
2048.0,818646660.0,884351200.0,653550600.0,918357900.0,865278660.0,911738430.0,713731900.0,951339460.0,800678660.0,1030276740.0
2049.0,782643460.0,850292740.0,620047100.0,1265695700.0,843129100.0,881204740.0,660192800.0,920208960.0,758545300.0,989379200.0
2050.0,754457150.0,818085570.0,591434900.0,966858600.0,823393100.0,858880200.0,624097540.0,880618000.0,718497800.0,954569600.0
2051.0,713928500.0,775362700.0,559440700.0,875683900.0,802347900.0,821035460.0,581322500.0,849916900.0,692345900.0,952714430.0
2052.0,688610400.0,745416800.0,512529900.0,858778500.0,781768060.0,790935800.0,543234100.0,815038340.0,685749700.0,910438460.0
2053.0,655037760.0,710797250.0,473170620.0,845044500.0,753040960.0,761532800.0,506831520.0,863820400.0,652184100.0,888138000.0
2054.0,621443300.0,653864000.0,426285470.0,811614000.0,723485630.0,735667100.0,464310140.0,759998600.0,632531500.0,887522700.0
2055.0,602599550.0,611489540.0,378446140.0,822267460.0,696672830.0,712078660.0,425332580.0,710212160.0,611056960.0,850651600.0
2056.0,573987650.0,567790400.0,326192770.0,827334400.0,668567700.0,693631200.0,422756130.0,680169900.0,588323400.0,820110460.0
2057.0,535675840.0,524554530.0,312089000.0,761298750.0,641562200.0,680030000.0,436444200.0,652948700.0,556946600.0,803539650.0
2058.0,509122600.0,490574600.0,283446720.0,744568060.0,666890700.0,748440800.0,373853540.0,609724400.0,528306560.0,783898940.0
2059.0,493026200.0,438976600.0,263069280.0,710678700.0,597786430.0,671326500.0,337634620.0,599093300.0,492770900.0,762790400.0
2060.0,487551260.0,395146850.0,251691250.0,684104700.0,569441500.0,648673150.0,319665630.0,556876300.0,470489180.0,741498300.0
2061.0,460442560.0,365144500.0,234060510.0,669180860.0,541530700.0,622979140.0,312184500.0,516904900.0,456816540.0,712593600.0
2062.0,437647740.0,331326720.0,209164500.0,642155650.0,519091800.0,616569660.0,296087330.0,586287000.0,440115600.0,693344060.0
2063.0,422587300.0,289481630.0,194326240.0,615760500.0,491866850.0,598223100.0,271050660.0,557411140.0,425508900.0,660155140.0
2064.0,397965500.0,255583980.0,173841840.0,650002100.0,474869000.0,578180500.0,244934220.0,480113600.0,402906140.0,643914240.0
2065.0,373450660.0,214832880.0,162618720.0,570784200.0,467141600.0,552558850.0,217363300.0,458877300.0,389965500.0,608277760.0
2066.0,350216350.0,200366460.0,136114600.0,552829700.0,429040300.0,526352670.0,199843440.0,437242700.0,361744930.0,581404700.0
2067.0,331810370.0,176108940.0,126019790.0,536886100.0,406425300.0,515192900.0,185304050.0,407981120.0,338932350.0,564577500.0
2068.0,321221920.0,141945040.0,117035430.0,514903460.0,379424740.0,499714020.0,169009120.0,390920640.0,324688130.0,550717600.0
2069.0,311526800.0,126080560.0,102256230.0,498957950.0,364174940.0,480379940.0,161003230.0,370882340.0,321179940.0,521387940.0
2070.0,286377100.0,105417930.0,85458540.0,480581730.0,351398720.0,455477220.0,154130200.0,352029340.0,321655700.0,504821100.0
2071.0,273188300.0,99945384.0,78057176.0,466073200.0,335288860.0,439534750.0,144389390.0,333180300.0,306653950.0,480598000.0
2072.0,257621860.0,81998270.0,66571144.0,445105000.0,331888060.0,427593950.0,133311140.0,315513440.0,291936800.0,463329440.0
2073.0,240207700.0,74474670.0,51572840.0,434735520.0,314188350.0,407714370.0,116426184.0,291521540.0,278696800.0,463420060.0
2074.0,213854530.0,62025532.0,48302576.0,430247900.0,307807140.0,407240220.0,109286610.0,280439100.0,264404880.0,434100380.0
2075.0,197301550.0,59154750.0,46330884.0,421070500.0,273554530.0,393186720.0,102182520.0,345721600.0,249690020.0,438102500.0
2076.0,187126990.0,50162676.0,44160076.0,401013540.0,260577400.0,363717700.0,88945224.0,268777540.0,224044450.0,427746560.0
2077.0,175637200.0,45433972.0,41984860.0,396527500.0,248832540.0,344409120.0,81124830.0,245346990.0,216508000.0,425235840.0
2078.0,165996240.0,39394132.0,42976320.0,384050600.0,236997760.0,336486430.0,78822490.0,241467310.0,205936580.0,403466660.0
2079.0,137842720.0,39143410.0,33654696.0,374010050.0,231303630.0,315682430.0,72978910.0,236065420.0,198122500.0,378107600.0
2080.0,127919176.0,38889450.0,32266256.0,358812100.0,216844100.0,298123840.0,70038030.0,217553800.0,195249000.0,368167500.0
2081.0,116822936.0,33784316.0,27709508.0,356566800.0,206137920.0,281025820.0,61879310.0,211088820.0,187890770.0,367015500.0
2082.0,103099490.0,33438880.0,24206018.0,340157380.0,197732560.0,262343250.0,54815500.0,206291280.0,178979070.0,349315870.0
2083.0,85161330.0,31685446.0,22721830.0,338870430.0,191076240.0,255587500.0,49876292.0,194102290.0,171002930.0,336172600.0
2084.0,75584610.0,32102064.0,21819248.0,323971460.0,187070220.0,231762900.0,49384508.0,185486050.0,159183280.0,323677220.0
2085.0,69202660.0,28911282.0,20402562.0,312805630.0,173552420.0,217422560.0,44108844.0,173576060.0,153391400.0,307750800.0
2086.0,66918412.0,27922484.0,19286400.0,311356770.0,157959170.0,204842400.0,43570850.0,161401380.0,146547540.0,304412700.0
2087.0,54268400.0,25898826.0,17955912.0,301782980.0,155303600.0,196005180.0,37328830.0,148540320.0,140278030.0,290563900.0
2088.0,52388430.0,22400280.0,15305153.0,280953570.0,150367620.0,191484860.0,34264840.0,142950670.0,132449060.0,273026370.0
2089.0,50444224.0,20608906.0,14890087.0,269560260.0,144131710.0,183668940.0,30831790.0,133664060.0,127201620.0,252202420.0
2090.0,47375416.0,20572722.0,13936909.0,249880240.0,135793600.0,174452400.0,29404160.0,117530400.0,111245440.0,242141420.0
2091.0,46281852.0,18651838.0,12273459.0,243785570.0,131679050.0,162768780.0,27265092.0,108458680.0,107872180.0,228852930.0
2092.0,44089040.0,17580414.0,11803533.0,235383180.0,119521140.0,157164660.0,26166582.0,105734060.0,102187930.0,205920050.0
2093.0,39855210.0,16908836.0,10994684.0,222989250.0,114683750.0,150994020.0,23428470.0,90903090.0,84785960.0,199181120.0
2094.0,34831076.0,16409405.0,9413820.0,212103780.0,104371270.0,140033550.0,20880456.0,80397800.0,81360990.0,188379330.0
2095.0,33774856.0,14267379.0,9027383.0,207989900.0,89660310.0,137746190.0,17237624.0,76322480.0,75617130.0,173473060.0
2096.0,31881372.0,13148052.0,8787237.0,203676080.0,86113060.0,126799624.0,16158727.0,76633760.0,71907430.0,162757840.0
2097.0,28099578.0,13000076.0,8625828.0,211024980.0,79228580.0,124166610.0,14390904.0,72287630.0,70327480.0,144614060.0
2098.0,27297614.0,12718546.0,8419426.0,200530980.0,77736450.0,119428910.0,13629174.0,67800376.0,66754624.0,135206960.0
2099.0,26615502.0,11542573.0,8164968.0,195114450.0,76892460.0,114633530.0,11243870.0,56717052.0,59341796.0,126283304.0
2100.0,26325552.0,10014031.0,6448782.5,187352380.0,73432410.0,100097850.0,10599330.0,55681230.0,57024868.0,119137624.0
