time,CESM2-WACCM,IITM-ESM,TAIESM1,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,UKESM1-0-LL,GFDL-ESM4
2013.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0
2014.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0
2015.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0
2016.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0
2017.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0
2018.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0
2019.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0
2020.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0
2021.0,1093990500.0,1168881200.0,1097175200.0,1104188500.0,1103493200.0,1113023000.0,1098211000.0,1108269600.0,1091445500.0
2022.0,1101044700.0,1110874800.0,1079311600.0,1096989400.0,1179665200.0,1168980000.0,1091407600.0,1092856700.0,1070313500.0
2023.0,1096070700.0,1186638600.0,1060585600.0,1077936600.0,1084160300.0,1092188900.0,1107787600.0,1080573300.0,1064256640.0
2024.0,1065430600.0,1092224500.0,1053082000.0,1054137700.0,1064276540.0,1078366500.0,1091123000.0,1074741800.0,1098619100.0
2025.0,1055061300.0,1072263230.0,1032769100.0,1037616500.0,1048689500.0,1131567500.0,1070306370.0,1051217860.0,1042244200.0
2026.0,1040669440.0,1054029440.0,1017240400.0,1012207740.0,1028943040.0,1082661600.0,1046319740.0,1029162560.0,1046652700.0
2027.0,1022270300.0,1164660000.0,1000978500.0,992713800.0,1013789100.0,1055709250.0,1060426400.0,997237300.0,1090638600.0
2028.0,1008592900.0,1070871200.0,974061760.0,1021818100.0,1004130750.0,1027941200.0,1037313000.0,975730240.0,1052602800.0
2029.0,1059753200.0,1047979600.0,936173200.0,985686000.0,986170050.0,1014776100.0,1012573200.0,939197060.0,1017471900.0
2030.0,1137944400.0,1089964400.0,912341250.0,942607040.0,972544100.0,1006466240.0,1000502100.0,917308350.0,1006279700.0
2031.0,1014705100.0,1038336700.0,894113000.0,935820600.0,964633800.0,997946500.0,989236200.0,1012180400.0,998722750.0
2032.0,988221400.0,1042105660.0,856737900.0,923941700.0,951130100.0,979780400.0,970093500.0,1050159040.0,989164500.0
2033.0,969980160.0,1034073150.0,820211840.0,912322300.0,926640100.0,962266560.0,953839900.0,964409400.0,982496400.0
2034.0,947638460.0,1017278340.0,784715900.0,877184830.0,904133900.0,938711360.0,933445400.0,889597440.0,976502340.0
2035.0,945238600.0,1004319700.0,760354300.0,861667100.0,878102200.0,977500100.0,928333440.0,849793500.0,964650900.0
2036.0,937730700.0,1021756600.0,740504600.0,869358600.0,846718660.0,941173500.0,902226050.0,822148000.0,969987700.0
2037.0,916894200.0,1037239800.0,710002940.0,839619600.0,826870460.0,936810800.0,880585000.0,805199800.0,1092876300.0
2038.0,906915200.0,1049728500.0,695598600.0,812410300.0,821159550.0,913856900.0,1050394560.0,807868800.0,1004848830.0
2039.0,897528060.0,1026164600.0,680292700.0,789382600.0,796496900.0,907663100.0,928943800.0,783986600.0,1013295700.0
2040.0,875595970.0,1099869000.0,646450400.0,766747260.0,786976600.0,888319400.0,888941440.0,761578700.0,985307260.0
2041.0,873566850.0,1046195300.0,621304260.0,752370700.0,777180900.0,864098100.0,855914400.0,746266600.0,986241100.0
2042.0,861348740.0,1059733900.0,615668800.0,760498800.0,765416200.0,853555900.0,840305800.0,724997400.0,961282560.0
2043.0,856309900.0,1007358100.0,601671800.0,719361500.0,742490430.0,830922750.0,829792100.0,701222660.0,954695600.0
2044.0,836484900.0,1132291600.0,579629440.0,701831100.0,751157570.0,796061760.0,817266560.0,680190660.0,950586500.0
2045.0,834639900.0,1007492350.0,565430400.0,682184900.0,722377340.0,761487700.0,802587260.0,670174900.0,936902000.0
2046.0,817214900.0,1013488640.0,550799940.0,665426940.0,710788500.0,743544000.0,821114430.0,690682000.0,917776200.0
2047.0,808989250.0,1003635500.0,534936220.0,646300300.0,691093800.0,730686660.0,812165760.0,644017200.0,911126800.0
2048.0,832462800.0,1131108600.0,519190530.0,639383300.0,688547200.0,713461000.0,776144700.0,624853950.0,930219100.0
2049.0,805489860.0,1089641200.0,510357920.0,623796160.0,683091460.0,696447940.0,773441660.0,606806140.0,894059460.0
2050.0,788339840.0,1059605440.0,499101570.0,599896200.0,670238900.0,677142660.0,759134850.0,583594700.0,887152640.0
2051.0,775331600.0,1048298600.0,485069800.0,576581400.0,654250500.0,833176960.0,747579840.0,554600000.0,878426940.0
2052.0,760445100.0,1106926500.0,481040600.0,573752500.0,630039800.0,754949500.0,737299700.0,539789700.0,886092740.0
2053.0,746690240.0,1061499650.0,470249570.0,556958850.0,617624600.0,697180350.0,721057500.0,517157300.0,863508540.0
2054.0,738139300.0,1031949440.0,461357600.0,548415170.0,676439360.0,653403000.0,715000450.0,486611360.0,927725900.0
2055.0,733037630.0,1062652700.0,451090700.0,541586200.0,605534200.0,657569800.0,703553000.0,473180800.0,861255300.0
2056.0,721536000.0,1043383740.0,452248900.0,528556700.0,598939300.0,622331900.0,691866900.0,454622660.0,873062000.0
2057.0,707566660.0,1049060800.0,438240830.0,549546300.0,580647900.0,603670850.0,680773400.0,435146850.0,978909800.0
2058.0,690960100.0,1072713540.0,423603650.0,515741920.0,591243650.0,591005400.0,673371000.0,418566270.0,893407900.0
2059.0,674761540.0,1051622100.0,416714100.0,526466340.0,572681500.0,575514700.0,659586500.0,410783840.0,861932400.0
2060.0,660744500.0,1281408900.0,412718700.0,502972130.0,556966000.0,661062340.0,658836000.0,398909760.0,958675900.0
2061.0,641540500.0,1223343000.0,405297800.0,493565630.0,543849700.0,610667700.0,646523200.0,376931200.0,935151300.0
2062.0,621696830.0,1141177100.0,393668700.0,503284860.0,532074980.0,555484860.0,636075140.0,422764030.0,879880200.0
2063.0,596597760.0,1135670400.0,382999360.0,484957470.0,518100220.0,546024200.0,655074800.0,386308740.0,856466000.0
2064.0,578226560.0,1197185400.0,376442500.0,480696220.0,504754620.0,536757000.0,622936900.0,356095970.0,845811400.0
2065.0,557608450.0,1137887700.0,367957540.0,490172900.0,494082080.0,531009660.0,666565440.0,342712160.0,875830400.0
2066.0,541913300.0,1160203900.0,360156450.0,474226370.0,483817950.0,556657900.0,659819970.0,334277380.0,841491700.0
2067.0,521982980.0,1137874300.0,353585900.0,469654080.0,491311550.0,561160100.0,610332350.0,325076700.0,839181200.0
2068.0,506906880.0,1098096100.0,345689860.0,469343740.0,471060300.0,523149470.0,600966600.0,328300450.0,849352770.0
2069.0,566789700.0,1097691500.0,337308740.0,463195200.0,509978940.0,509573340.0,615819460.0,309341120.0,831131460.0
2070.0,494715550.0,1109623600.0,329016100.0,459952670.0,461457340.0,502923520.0,599146900.0,303952130.0,819099500.0
2071.0,485184860.0,1246550900.0,322960600.0,453446370.0,449615700.0,496989860.0,593334800.0,302074800.0,812347700.0
2072.0,484925400.0,1208588800.0,314143900.0,446835780.0,438108000.0,489583000.0,584913400.0,301435900.0,821046660.0
2073.0,518297100.0,1202432000.0,305574620.0,439372480.0,434427100.0,483028030.0,583386500.0,291827940.0,804580030.0
2074.0,478686270.0,1182841000.0,294367970.0,441534180.0,422502560.0,477465900.0,575725900.0,286013540.0,790822140.0
2075.0,464788670.0,1154951000.0,280561200.0,432485630.0,509170200.0,470869500.0,571638900.0,279831780.0,781435260.0
2076.0,458025400.0,1170888000.0,274704420.0,427924600.0,440398300.0,516054140.0,567740160.0,275341660.0,776751600.0
2077.0,447662140.0,1141871000.0,269615550.0,495589700.0,413648220.0,468109000.0,565070340.0,270348800.0,788776260.0
2078.0,434555140.0,1255930500.0,256230480.0,497490530.0,401328160.0,460101570.0,552354560.0,342413250.0,780678660.0
2079.0,433346560.0,1251103000.0,244904480.0,462247260.0,409317340.0,453526980.0,543514240.0,264729460.0,759432200.0
2080.0,425783970.0,1226204800.0,237180000.0,426969800.0,390072830.0,446035330.0,537773300.0,258953710.0,797685800.0
2081.0,453374530.0,1291769500.0,249900930.0,417552770.0,384955900.0,487547520.0,533164000.0,259609400.0,787186050.0
2082.0,421290050.0,1289048300.0,228259280.0,410742750.0,391559780.0,454018080.0,527635230.0,331824600.0,752019000.0
2083.0,419467870.0,1266177400.0,215200560.0,406193950.0,373620400.0,441224320.0,517780480.0,273303780.0,744453570.0
2084.0,414824030.0,1265161100.0,209554290.0,403150530.0,368738880.0,431496260.0,506316900.0,265178530.0,731069100.0
2085.0,413546900.0,1280147600.0,208064900.0,397423740.0,363142340.0,424602460.0,525922020.0,258855250.0,718311600.0
2086.0,406459400.0,1367166800.0,201701740.0,394214900.0,359933630.0,420427100.0,523544900.0,254591220.0,703502700.0
2087.0,477190850.0,1267491200.0,195487520.0,387454530.0,353227140.0,415733000.0,503333340.0,252215000.0,692950600.0
2088.0,407001500.0,1412569000.0,187034540.0,380560540.0,349124700.0,414922000.0,493736900.0,250421280.0,675195000.0
2089.0,399207870.0,1288093800.0,179402190.0,375602340.0,341782240.0,409913380.0,484671400.0,262465360.0,666325760.0
2090.0,394678270.0,1282671700.0,179594780.0,364622050.0,335292770.0,410098600.0,476591840.0,247938500.0,652866800.0
2091.0,401009540.0,1295827500.0,175311490.0,355344200.0,331715550.0,403477150.0,462882020.0,246127600.0,642685500.0
2092.0,391575260.0,1267415600.0,172381920.0,350601300.0,330344060.0,399236860.0,453968500.0,244501390.0,629489500.0
2093.0,388711070.0,1265148200.0,169876100.0,340065470.0,325918340.0,394675460.0,448041300.0,240085700.0,619786600.0
2094.0,383732900.0,1248359200.0,172406110.0,331913280.0,317710050.0,392055970.0,440456400.0,262616930.0,607425400.0
2095.0,379710700.0,1266390100.0,166485870.0,322658530.0,312794300.0,389453900.0,435172450.0,245223700.0,593352200.0
2096.0,374898300.0,1225613800.0,163511740.0,314731700.0,312839500.0,388237200.0,424498980.0,243069140.0,608874050.0
2097.0,370618180.0,1207548300.0,163198800.0,311702980.0,317685900.0,384484770.0,485916400.0,237765150.0,572583500.0
2098.0,365369250.0,1195490800.0,161304960.0,310011600.0,326826850.0,398995360.0,420397300.0,236946560.0,561843800.0
2099.0,357520830.0,1206652500.0,159391730.0,300338880.0,316620670.0,393837380.0,410721150.0,233236080.0,554267260.0
2100.0,354647900.0,1344169300.0,155731360.0,290419460.0,308402180.0,398820450.0,403816200.0,232265800.0,599944640.0
