time,CNRM-CM6-1,IITM-ESM,CESM2-WACCM,MIROC6,GFDL-ESM4,CANESM5,UKESM1-0-LL,CNRM-ESM2-1,MRI-ESM2-0,MPI-ESM1-2-HR,IPSL-CM6A-LR,KACE-1-0-G,TAIESM1,EC-EARTH3
2075.0,641932350.0,1400347900.0,647292800.0,752059600.0,854751100.0,597014900.0,488763170.0,602389200.0,749241500.0,708204860.0,580049200.0,478500540.0,377614340.0,761012900.0
2076.0,637454660.0,1384014700.0,640502700.0,754692740.0,855807600.0,584149600.0,480108160.0,598037900.0,745189700.0,810781000.0,581724350.0,476845340.0,374876320.0,765607940.0
2077.0,647130940.0,1395604400.0,635693300.0,729344100.0,852221800.0,573013900.0,477161820.0,620150200.0,730073860.0,726268900.0,569895800.0,466567260.0,369088770.0,746316540.0
2078.0,648274800.0,1369608600.0,628748900.0,734723000.0,855039000.0,568036700.0,481646620.0,592673200.0,719227000.0,707998850.0,563196350.0,465612300.0,366004770.0,726071360.0
2079.0,627539300.0,1399363500.0,620746700.0,840318600.0,841402700.0,607877250.0,498391260.0,624729150.0,701298400.0,727133200.0,552912450.0,459905860.0,364883870.0,721425860.0
2080.0,620581000.0,1340194400.0,615977660.0,726587400.0,837961400.0,554592060.0,483749820.0,589108900.0,686024000.0,705140030.0,618263800.0,456018700.0,362092130.0,714671550.0
2081.0,716137150.0,1309968900.0,630002300.0,725241500.0,870934340.0,553201150.0,491608100.0,585735200.0,680368900.0,715998000.0,575998340.0,491984930.0,362313570.0,703299200.0
2082.0,695582400.0,1277790200.0,607453400.0,983906240.0,1164562000.0,544565600.0,706380100.0,697634200.0,668552100.0,699602560.0,557183550.0,555552100.0,359225020.0,730814460.0
2083.0,709200450.0,1280674700.0,594994560.0,773155700.0,875495200.0,545091500.0,632942000.0,619822300.0,654361800.0,695892860.0,842785400.0,489031680.0,361851970.0,981966800.0
2084.0,739161540.0,1255462700.0,585157500.0,761812000.0,915867800.0,559786560.0,609954000.0,653667100.0,644586800.0,707977900.0,722743600.0,484073470.0,349771400.0,931354050.0
2085.0,741530430.0,1239595300.0,574604800.0,737657340.0,853934660.0,535191420.0,542567800.0,586778500.0,685256300.0,768809800.0,637293800.0,503817400.0,349148640.0,784167600.0
2086.0,743101400.0,1245352100.0,564785900.0,730316900.0,874538430.0,529382080.0,545988100.0,575990300.0,733498400.0,743210600.0,581147900.0,498361180.0,345463100.0,705132100.0
2087.0,732622800.0,1229803100.0,552188160.0,871411400.0,862056450.0,552619500.0,534108260.0,575363000.0,687353500.0,710693600.0,554967400.0,478589440.0,339612320.0,686573250.0
2088.0,696836350.0,1227997600.0,544764100.0,752680100.0,839109000.0,527758750.0,514437950.0,565640700.0,661561340.0,696077800.0,721934800.0,473398940.0,334186140.0,763696450.0
2089.0,806004400.0,1247771600.0,539236740.0,731242200.0,830655550.0,551726200.0,510649400.0,571087000.0,644702100.0,692679400.0,824197000.0,466464160.0,327409540.0,683037100.0
2090.0,971698400.0,1214972700.0,537310100.0,766513900.0,827819300.0,551415100.0,507301540.0,557013800.0,706255900.0,692644350.0,722235460.0,460929150.0,323314430.0,676010200.0
2091.0,847436500.0,1262449900.0,527462600.0,726561540.0,852619600.0,539455170.0,503381700.0,558054100.0,634226370.0,699673100.0,653323400.0,455240320.0,318206720.0,693030340.0
2092.0,814428600.0,1207978500.0,521402340.0,720509500.0,826017150.0,527464130.0,512263300.0,551440700.0,627240900.0,688657860.0,615140400.0,454242660.0,317617900.0,969277300.0
2093.0,768102500.0,1189546400.0,516494270.0,758091400.0,844739300.0,525940830.0,502373950.0,628005250.0,635728600.0,685031230.0,610014140.0,461882940.0,313264160.0,774933700.0
2094.0,755690940.0,1186748700.0,510878180.0,729407700.0,954098600.0,555747100.0,510610430.0,595603650.0,616950340.0,682862460.0,648515260.0,454217150.0,310960640.0,762260860.0
2095.0,745375600.0,1233094900.0,505088900.0,720117500.0,828038100.0,527648580.0,532291070.0,574156540.0,749780400.0,680281150.0,610343230.0,455790180.0,351762000.0,731763800.0
2096.0,892374700.0,1208864900.0,501827200.0,713463900.0,828004700.0,605875000.0,510371700.0,596522500.0,718910100.0,682486400.0,588738600.0,451069400.0,306730660.0,752643840.0
2097.0,783132800.0,1200560600.0,496470900.0,872041400.0,814006700.0,532972830.0,519523000.0,553351600.0,756647700.0,730013060.0,590288400.0,481263940.0,298070980.0,699956300.0
2098.0,779488700.0,1179678200.0,488874940.0,713120960.0,814212860.0,527866940.0,500202700.0,556490900.0,647866500.0,677315700.0,691743040.0,454622300.0,295923400.0,691285400.0
2099.0,789124700.0,1166959700.0,479429340.0,902653000.0,809211300.0,692124700.0,496053380.0,550387800.0,637492030.0,720733760.0,710620500.0,450008100.0,288604580.0,746514750.0
2100.0,751001800.0,1243129000.0,476014560.0,929358300.0,808438140.0,625920600.0,506252600.0,542040400.0,647784100.0,668274400.0,740138430.0,499375580.0,285647940.0,908355600.0
