time,NORESM1-M,GFDL-ESM2G,CNRM-CM5,GFDL-CM3,CCSM4,CANESM2,IPSL-CM5A-LR,CSIRO-MK3-6-0,GISS-E2-R,MPI-ESM-LR
2036.0,27868246000.0,32612790000.0,33630192000.0,23238384000.0,30733384000.0,37578820000.0,31234402000.0,32528181000.0,30837715000.0,40095510000.0
2037.0,27170828000.0,32492800000.0,33376860000.0,22194498000.0,30208393000.0,36776534000.0,29643026000.0,31369357000.0,29296101000.0,36889350000.0
2038.0,26150216000.0,32958667000.0,32406740000.0,21075522000.0,28382079000.0,35772416000.0,28318930000.0,30589665000.0,28268696000.0,35721400000.0
2039.0,25190603000.0,33479502000.0,31182178000.0,20465281000.0,27119569000.0,35200143000.0,27537732000.0,28358877000.0,27444888000.0,34775843000.0
2040.0,24259023000.0,33402542000.0,30546604000.0,19568673000.0,25459593000.0,34076840000.0,26017917000.0,27545870000.0,26715770000.0,33227756000.0
2041.0,23552110000.0,33094185000.0,29065605000.0,18390534000.0,23964530000.0,32734716000.0,24192850000.0,25372200000.0,26273290000.0,31468104000.0
2042.0,22574277000.0,31984940000.0,28459071000.0,18024774000.0,22410643000.0,32428378000.0,23198853000.0,23534455000.0,25792143000.0,30328875000.0
2043.0,21192274000.0,30915836000.0,27783117000.0,16744105000.0,20812829000.0,31134192000.0,21785620000.0,21317026000.0,24315748000.0,29510357000.0
2044.0,20321790000.0,30733306000.0,26948170000.0,16137909000.0,19542475000.0,29844611000.0,20486574000.0,20664093000.0,23695925000.0,28994599000.0
2045.0,19639243000.0,29305854000.0,25916580000.0,15622753000.0,19167916000.0,28098947000.0,20301746000.0,20060357000.0,23021818000.0,27947012000.0
2046.0,18908120000.0,28263496000.0,25819430000.0,14496332000.0,18457590000.0,26453076000.0,19683720000.0,20054352000.0,22689570000.0,26748463000.0
2047.0,17804640000.0,26951760000.0,25680327000.0,14064042000.0,17075405000.0,26110929000.0,18423108000.0,19251507000.0,21864643000.0,26209712000.0
2048.0,17456181000.0,26513558000.0,25677100000.0,13401279000.0,16138879000.0,24548542000.0,17718727000.0,18353814000.0,21209663000.0,24702600000.0
2049.0,16673672000.0,25375082000.0,25895444000.0,12681470000.0,15680644000.0,23556300000.0,17184846000.0,17859529000.0,20756816000.0,22814527000.0
2050.0,16397676000.0,24783788000.0,25409765000.0,11897153000.0,15079295000.0,23071998000.0,16447930000.0,17659068000.0,20188496000.0,21845869000.0
2051.0,15737184000.0,23048022000.0,25339181000.0,11029389000.0,14191364000.0,21507602000.0,15664337000.0,16848701000.0,19718455000.0,21271224000.0
2052.0,15034270000.0,21936974000.0,24706042000.0,10373285000.0,13940287000.0,20809193000.0,15548954000.0,16707019000.0,19498668000.0,20977836000.0
2053.0,14079785000.0,21599779000.0,24495047000.0,9761346000.0,13363981000.0,19850060000.0,14769362000.0,16775946000.0,19349647000.0,19830348000.0
2054.0,13384365000.0,21552437000.0,24713480000.0,9222593000.0,12685066000.0,19048230000.0,14931202000.0,16003777000.0,18881430000.0,18564026000.0
2055.0,12893597000.0,20894573000.0,24019347000.0,8404987400.0,12340739000.0,18496487000.0,14864985000.0,15410879000.0,18748496000.0,18120884000.0
2056.0,12653989000.0,19675615000.0,23494943000.0,7633578500.0,11579553000.0,17330057000.0,14564741000.0,15146255000.0,17929642000.0,17874495000.0
2057.0,11630825000.0,19058508000.0,22122734000.0,7175032300.0,11450292000.0,16634360000.0,14003226000.0,14533371000.0,17817570000.0,17187357000.0
2058.0,11148246000.0,18121947000.0,21226856000.0,6509587000.0,11069158000.0,15364612000.0,13139550000.0,13842502000.0,17114890000.0,16300641000.0
2059.0,10445164000.0,16783834000.0,20259619000.0,5996442000.0,10577261000.0,14888788000.0,12497953000.0,13517956000.0,16565064000.0,15560854000.0
2060.0,9832120000.0,16149185000.0,18926377000.0,5615531500.0,10343387000.0,14014301000.0,12062593000.0,13068168000.0,16449283000.0,14741688000.0
2061.0,9496536000.0,15274455000.0,17901816000.0,5373481000.0,9680233000.0,13688633000.0,11333490000.0,13008591000.0,16134768000.0,14092698000.0
2062.0,9057471000.0,14626233000.0,17422993000.0,5139111000.0,8855059000.0,13060309000.0,10899875000.0,12362988000.0,16013221000.0,13361976000.0
2063.0,8747149000.0,13974627000.0,16305763000.0,4856150000.0,8595337000.0,12628953000.0,10305372000.0,12163193000.0,15151160000.0,12652187000.0
2064.0,8274864600.0,12804081000.0,16153761000.0,4503442400.0,8186171000.0,12534386000.0,9662944000.0,11626210000.0,14843511000.0,12732142000.0
2065.0,7850984400.0,12191236000.0,15819020000.0,4118495700.0,7807107600.0,12040765000.0,9202701000.0,11026300000.0,14640880000.0,11664174000.0
2066.0,7558850600.0,11524067000.0,15402748000.0,3405945000.0,7349618700.0,11512865000.0,8658838000.0,10873806000.0,14186779000.0,11139108000.0
2067.0,7203146000.0,10937900000.0,14839687000.0,3272429600.0,6959324700.0,10642031000.0,8194945500.0,10408453000.0,13452162000.0,9999523000.0
2068.0,6903540000.0,10748340000.0,14117786000.0,2979177500.0,6552449500.0,10000942000.0,7448874000.0,10054707000.0,13281018000.0,9650728000.0
2069.0,6613271600.0,10245835000.0,12702944000.0,2773471500.0,6507127300.0,9226470000.0,7351231000.0,9158203000.0,12477554000.0,9436066000.0
2070.0,6370492000.0,9720988000.0,12272340000.0,2371080000.0,6129067000.0,8333347000.0,6688066600.0,8341729000.0,12053328000.0,8948696000.0
2071.0,6150818000.0,9046490000.0,12092109000.0,2085142100.0,6069155000.0,7863965700.0,6326023700.0,8211418600.0,11732403000.0,8072609000.0
2072.0,5940858000.0,8658754000.0,11682148000.0,1976046300.0,5760607000.0,7358139400.0,5841007000.0,7732816400.0,11172292000.0,7160933400.0
2073.0,5651219000.0,8236180500.0,11473820000.0,1840962400.0,5296213500.0,7136946000.0,5386678000.0,7306133000.0,11311675000.0,6641215000.0
2074.0,5466545700.0,7989336600.0,11119487000.0,1750642300.0,5133607400.0,6691495000.0,5127100400.0,6938564000.0,11108396000.0,6902312000.0
2075.0,5091264500.0,7333687300.0,10837755000.0,1645988200.0,5139115000.0,6183663600.0,4550833700.0,6753917000.0,10939939000.0,6404067300.0
2076.0,4882547700.0,6669818000.0,10118449000.0,1486851800.0,5003733000.0,6022576600.0,4311383600.0,6620939000.0,10966984000.0,5566293000.0
2077.0,4647680000.0,6432037400.0,9919140000.0,1334983300.0,4765404700.0,5378580500.0,4044401700.0,6223661600.0,10596221000.0,5190761000.0
2078.0,4426645500.0,6206015500.0,9651195000.0,1263938400.0,4543961600.0,5157315000.0,3675103200.0,5881000400.0,10032559000.0,5465005000.0
2079.0,4247291100.0,6173688000.0,8968579000.0,1160512100.0,4479332000.0,4907728400.0,3297439200.0,5539279000.0,9788177000.0,5295414300.0
2080.0,4082554400.0,6098980400.0,8994104000.0,1161527400.0,4411147000.0,4874421000.0,3021957400.0,4995580000.0,9164006000.0,5094705700.0
2081.0,4014864000.0,5995934000.0,8636133000.0,1056730100.0,4117799400.0,4912042500.0,3096263000.0,5071706600.0,9226477000.0,4701477400.0
2082.0,3843410400.0,5685991400.0,8452571000.0,1038683500.0,4162333700.0,4699561000.0,2997175600.0,4529463000.0,8812418000.0,4479456000.0
2083.0,3673505300.0,5349977000.0,8242117600.0,998234000.0,4410003500.0,4519094000.0,2622886000.0,4267718400.0,8220516000.0,4285701400.0
2084.0,3533622500.0,5141541000.0,8084030500.0,1019445200.0,4166449400.0,4386713000.0,2422965200.0,3905530000.0,8067823600.0,3947413000.0
2085.0,3408022300.0,4787617300.0,7900207000.0,979665800.0,4245213700.0,4169935000.0,2285964500.0,3809003300.0,8063679500.0,3941950500.0
2086.0,3203034000.0,4740551700.0,7753648600.0,947200830.0,3911974400.0,4006596400.0,2121685800.0,3548035800.0,8052223000.0,3806099200.0
2087.0,3198824700.0,4649171500.0,7299297000.0,894418560.0,3726894300.0,3643444200.0,1963300500.0,3384704000.0,8012937000.0,3511968500.0
2088.0,3170151400.0,4439604700.0,7213625300.0,823707700.0,3708148500.0,3340971300.0,1726781000.0,3097653200.0,7503334000.0,3464476000.0
2089.0,2927239700.0,4266871300.0,6909461000.0,784275100.0,3650505000.0,3057966000.0,1626874500.0,2902184400.0,7273839000.0,3432435700.0
2090.0,2772401700.0,3915081200.0,6444881400.0,755107900.0,3504763400.0,3075462000.0,1547770400.0,2577015800.0,6935450000.0,3349942300.0
2091.0,2687814000.0,3770707500.0,6218897000.0,738516030.0,3291087000.0,2944003800.0,1560379900.0,2302893600.0,6896612400.0,3128408000.0
2092.0,2576593200.0,3698492700.0,6053811700.0,687976640.0,3247050000.0,2915008500.0,1491848100.0,2203687400.0,6504465000.0,2752189700.0
2093.0,2512063000.0,3588649700.0,5924644000.0,615154050.0,3179148300.0,2684405500.0,1437632000.0,2156843500.0,6114299000.0,2500774400.0
2094.0,2375420400.0,3478450200.0,5465535500.0,576821200.0,2874045000.0,2494123000.0,1457547800.0,1968609000.0,5942516700.0,2351100000.0
2095.0,2263096600.0,3245452800.0,5153353700.0,564233000.0,2802847700.0,2225798400.0,1494764400.0,1847731500.0,5997963300.0,2196937200.0
2096.0,2165006600.0,3014683000.0,4993772500.0,561305200.0,2691774700.0,2083894500.0,1511763300.0,1789614000.0,5713761000.0,1870463400.0
2097.0,2109520600.0,2819033600.0,4739834400.0,472612100.0,2617621000.0,1990118800.0,1491456100.0,1682082200.0,5359333400.0,1632510800.0
2098.0,2081741300.0,2679220700.0,4681089000.0,402649570.0,2488834000.0,1833229300.0,1426173600.0,1626917900.0,5095485400.0,1590634900.0
2099.0,2073983200.0,2595727600.0,4795406300.0,403432260.0,2468798500.0,1686777900.0,1363126300.0,1608134400.0,5104044000.0,1589862900.0
2100.0,2078408100.0,2356850000.0,4517404000.0,373174080.0,2278645000.0,1631846700.0,1326999000.0,1601403600.0,4720206300.0,1511348100.0
