time,CSIRO-MK3-6-0,GISS-E2-R,GFDL-CM3,CCSM4,GFDL-ESM2G,NORESM1-M,CESM1-CAM5,IPSL-CM5A-LR
2051.0,24854858000.0,30216063000.0,11690549000.0,26486403000.0,37053420000.0,19568093000.0,27159180000.0,22115710000.0
2052.0,23831402000.0,29978010000.0,11417611000.0,26122895000.0,36807800000.0,19554670000.0,26677756000.0,21223450000.0
2053.0,22817389000.0,30370120000.0,11264549000.0,25764645000.0,35508388000.0,19296256000.0,25837339000.0,20276668000.0
2054.0,23123919000.0,30316920000.0,11264566000.0,25084027000.0,34286725000.0,18709334000.0,25174760000.0,20079868000.0
2055.0,21862960000.0,29827000000.0,10738042000.0,23680195000.0,31824146000.0,17978372000.0,24628046000.0,19315490000.0
2056.0,21449984000.0,29214956000.0,10394054000.0,23147684000.0,30568088000.0,17584600000.0,24191775000.0,19353788000.0
2057.0,20711199000.0,29521082000.0,10512144000.0,22133727000.0,30443194000.0,17629293000.0,23246529000.0,18412163000.0
2058.0,20484235000.0,29225308000.0,10326513000.0,21585258000.0,30043904000.0,17022462000.0,22686378000.0,18220632000.0
2059.0,19851123000.0,29820445000.0,10176786000.0,20683178000.0,29525236000.0,16379231000.0,21409440000.0,18369667000.0
2060.0,20460718000.0,29001693000.0,10068832000.0,19995488000.0,29283977000.0,16084680000.0,21549552000.0,18241135000.0
2061.0,19947820000.0,27846132000.0,9796389000.0,19672582000.0,29377610000.0,15942931000.0,20951865000.0,18049223000.0
2062.0,19829740000.0,27601514000.0,9833218000.0,19312992000.0,28899168000.0,15606318000.0,20524450000.0,17620625000.0
2063.0,19637620000.0,27354943000.0,9406925000.0,18433954000.0,28629142000.0,14983951000.0,19994458000.0,17020543000.0
2064.0,19153189000.0,28066908000.0,9091760000.0,18020014000.0,27919933000.0,14617750000.0,19302631000.0,16808887000.0
2065.0,19195679000.0,27164870000.0,9007183000.0,17517064000.0,28062804000.0,14284994000.0,19067466000.0,16097843000.0
2066.0,18969827000.0,27620522000.0,8771845000.0,17214583000.0,28091142000.0,13940953000.0,18603889000.0,15059276000.0
2067.0,19065254000.0,27132640000.0,8749398000.0,17161520000.0,27279698000.0,13642704000.0,18329385000.0,14575729000.0
2068.0,18992644000.0,26638450000.0,8449000400.0,17386758000.0,26689554000.0,13231458000.0,17494240000.0,14187996000.0
2069.0,19355884000.0,26647527000.0,8171694600.0,17076653000.0,25801347000.0,13435885000.0,17113018000.0,13995768000.0
2070.0,19109368000.0,26056055000.0,8242921500.0,16733247000.0,25311564000.0,13059432000.0,16960041000.0,13795987000.0
2071.0,18655838000.0,26441572000.0,7543471600.0,16233889000.0,24486365000.0,12407805000.0,16159229000.0,13238849000.0
2072.0,18151285000.0,26328762000.0,7316467700.0,15870593000.0,23315384000.0,12180136000.0,16176526000.0,12860716000.0
2073.0,17647501000.0,26098704000.0,7020320300.0,15792850000.0,22704452000.0,12073134000.0,16058374000.0,12647794000.0
2074.0,16958773000.0,25727142000.0,6659788000.0,15753155000.0,22118615000.0,11757225000.0,15508461000.0,12070330000.0
2075.0,16524666000.0,25071260000.0,6217563600.0,15346123000.0,21162710000.0,11659717000.0,14742309000.0,11791684000.0
2076.0,16450084000.0,24810072000.0,5779304000.0,15451042000.0,20178655000.0,11407086000.0,14369026000.0,11504865000.0
2077.0,16448197000.0,24056615000.0,5520141300.0,15316005000.0,20137066000.0,11134762000.0,14250556000.0,11388486000.0
2078.0,15820028000.0,23414761000.0,5240406000.0,14746916000.0,20038460000.0,11091462000.0,14113642000.0,10834857000.0
2079.0,15281531000.0,23783037000.0,4874890000.0,14312703000.0,19630643000.0,10741471000.0,13931040000.0,10723296000.0
2080.0,14757744000.0,22885368000.0,4669864400.0,14331052000.0,18999489000.0,10553627000.0,13415231000.0,10361607000.0
2081.0,13924302000.0,22508777000.0,4329504300.0,13739727000.0,18401161000.0,10505576000.0,13191597000.0,9823925000.0
2082.0,13531438000.0,22630072000.0,4339644000.0,13891886000.0,17924840000.0,10312922000.0,13058104000.0,9434548000.0
2083.0,12895553000.0,22352302000.0,4122427600.0,14071890000.0,17297981000.0,10017724000.0,13128706000.0,8881138000.0
2084.0,12768361000.0,22067577000.0,3822212600.0,13924797000.0,16986626000.0,10057642000.0,12589917000.0,8384223700.0
2085.0,12210516000.0,20963020000.0,3784706000.0,13380324000.0,16620134000.0,9880236000.0,12502695000.0,8460329000.0
2086.0,11841475000.0,20464148000.0,3709144000.0,13155709000.0,15890221000.0,9501063000.0,11944240000.0,8460248000.0
2087.0,11868619000.0,20042332000.0,3525435400.0,13107368000.0,15244269000.0,9136158000.0,11589081000.0,8078271000.0
2088.0,11087847000.0,19584550000.0,3251543000.0,12892407000.0,15133741000.0,8747981000.0,11021418000.0,7583051300.0
2089.0,10585089000.0,19600937000.0,3057610000.0,12942568000.0,15106221000.0,8523535400.0,10788265000.0,7307826700.0
2090.0,10485805000.0,19378043000.0,2926245400.0,13051836000.0,15002506000.0,8270030300.0,10427132000.0,7053797000.0
2091.0,9865532000.0,19658443000.0,2917787100.0,13079766000.0,14979949000.0,8064968700.0,9891959000.0,6887518000.0
2092.0,9437092000.0,19186645000.0,2732614100.0,12475420000.0,14503193000.0,7928014300.0,9592400000.0,6485521000.0
2093.0,8788293000.0,18630887000.0,2564999200.0,11840793000.0,13930188000.0,7985853400.0,9224422000.0,6191911400.0
2094.0,8433323000.0,18133422000.0,2554923000.0,11497057000.0,13419941000.0,7917368300.0,8934019000.0,6173830000.0
2095.0,8389808600.0,17271067000.0,2445131000.0,11142610000.0,13409998000.0,7805640000.0,8775777000.0,5967660000.0
2096.0,8394222000.0,17181563000.0,2381106000.0,11197950000.0,13174542000.0,7535975400.0,8392848000.0,5793548300.0
2097.0,8220901000.0,17032233000.0,2155959600.0,11214021000.0,13219709000.0,7148580000.0,7986375700.0,5580654600.0
2098.0,7972979000.0,16514359000.0,2097499800.0,10520822000.0,12758238000.0,7014034400.0,7549171000.0,5540234000.0
2099.0,7731615000.0,16038304000.0,1955103600.0,10290378000.0,12611654000.0,6748606500.0,7314794500.0,5312240600.0
2100.0,7338587000.0,16147332000.0,1829459700.0,10278596000.0,12067378000.0,6556786700.0,7255497700.0,5190061000.0
