time,IPSL-CM6A-LR,MRI-ESM2-0,INM-CM5-0,CAMS-CSM1-0,CANESM5,CESM2,BCC-CSM2-MR,MPI-ESM1-2-HR,GFDL-ESM4,FGOALS-F3-L,EC-EARTH3-VEG,ACCESS-CM2,CESM2-WACCM,NORESM2-MM,INM-CM4-8,ACCESS-ESM1-5,EC-EARTH3
2028.0,7794609600000.0,7700950000000.0,7808040000000.0,7869151300000.0,7744888000000.0,7884988500000.0,7897000000000.0,7865721000000.0,7867663400000.0,7828062000000.0,7812743000000.0,7848598700000.0,7787580500000.0,7805655000000.0,7828707700000.0,7831590000000.0,7690314600000.0
2029.0,7741424300000.0,7643542300000.0,7769203000000.0,7831923700000.0,7695648000000.0,7841519000000.0,7861213600000.0,7838080000000.0,7850373000000.0,7796919600000.0,7776245000000.0,7808118000000.0,7754454000000.0,7763575000000.0,7789094000000.0,7799298000000.0,7632149500000.0
2030.0,7695952000000.0,7587596600000.0,7722454500000.0,7786730000000.0,7628535000000.0,7794631000000.0,7817414000000.0,7814571400000.0,7814581000000.0,7764960000000.0,7732309500000.0,7767832700000.0,7701788600000.0,7743220000000.0,7743279700000.0,7759390000000.0,7562547700000.0
2031.0,7642120500000.0,7525853300000.0,7668629000000.0,7739840400000.0,7565811400000.0,7752651000000.0,7791712400000.0,7777336400000.0,7765375300000.0,7731012400000.0,7700704000000.0,7731728000000.0,7632674400000.0,7706118700000.0,7710054000000.0,7712381000000.0,7492257000000.0
2032.0,7604169000000.0,7476312000000.0,7625413500000.0,7703926000000.0,7500927000000.0,7704843600000.0,7748750700000.0,7753095400000.0,7738020600000.0,7692470500000.0,7648606400000.0,7682628500000.0,7572676400000.0,7676322400000.0,7660814500000.0,7664632300000.0,7432771000000.0
2033.0,7546060400000.0,7421555600000.0,7588985400000.0,7662566000000.0,7419560700000.0,7645131000000.0,7691225300000.0,7727151600000.0,7707716000000.0,7650717000000.0,7616646000000.0,7634052700000.0,7518397000000.0,7634749000000.0,7608740600000.0,7614928000000.0,7380790700000.0
2034.0,7502783600000.0,7366252700000.0,7538621300000.0,7628956000000.0,7361546700000.0,7597809000000.0,7652716000000.0,7682069600000.0,7674589000000.0,7613551500000.0,7574278000000.0,7574477300000.0,7463289000000.0,7581979000000.0,7556762700000.0,7579859700000.0,7305968500000.0
2035.0,7442280000000.0,7312749600000.0,7492320400000.0,7595890000000.0,7297613000000.0,7543004000000.0,7603722600000.0,7632635600000.0,7639035500000.0,7578365500000.0,7539726500000.0,7525522000000.0,7412173500000.0,7538505400000.0,7514537000000.0,7518326000000.0,7236052600000.0
2036.0,7392156700000.0,7285438000000.0,7443780000000.0,7567133000000.0,7205154700000.0,7495968400000.0,7560091400000.0,7590834000000.0,7600673400000.0,7544749700000.0,7502379400000.0,7485136600000.0,7335660000000.0,7490370000000.0,7470046000000.0,7473535000000.0,7170126000000.0
2037.0,7357253300000.0,7237807000000.0,7402337000000.0,7558759700000.0,7101068300000.0,7461260500000.0,7497625600000.0,7557847000000.0,7562364000000.0,7502620500000.0,7476737500000.0,7440680000000.0,7255960300000.0,7439209500000.0,7430746000000.0,7442563000000.0,7102615000000.0
2038.0,7315740700000.0,7188748000000.0,7364294500000.0,7517311600000.0,7031510500000.0,7396167000000.0,7424409300000.0,7518522000000.0,7516700000000.0,7458250000000.0,7451731600000.0,7386405300000.0,7196166000000.0,7371644000000.0,7389436000000.0,7424549300000.0,7034786000000.0
2039.0,7274902300000.0,7127751000000.0,7334514400000.0,7487949400000.0,6963916700000.0,7316050000000.0,7389322400000.0,7468629400000.0,7477503500000.0,7410070000000.0,7433836000000.0,7332151000000.0,7144700600000.0,7321047500000.0,7338316000000.0,7380936400000.0,6963620500000.0
2040.0,7221957600000.0,7070826400000.0,7289409400000.0,7458294600000.0,6898500000000.0,7254659600000.0,7355872000000.0,7431035000000.0,7426926000000.0,7375120500000.0,7389471000000.0,7282344600000.0,7090307300000.0,7275881700000.0,7305473000000.0,7343360000000.0,6898688000000.0
2041.0,7162453000000.0,7037691000000.0,7259406000000.0,7401576600000.0,6813487500000.0,7203135000000.0,7325510300000.0,7389154600000.0,7380456700000.0,7319976000000.0,7362016400000.0,7241842300000.0,7013473500000.0,7210711600000.0,7261979000000.0,7279512000000.0,6825450000000.0
2042.0,7117552000000.0,7005206000000.0,7223519000000.0,7374115000000.0,6731839600000.0,7121049500000.0,7288942000000.0,7335555000000.0,7353532000000.0,7298887500000.0,7321665000000.0,7182321500000.0,6938900300000.0,7154846700000.0,7206392000000.0,7242218700000.0,6750940400000.0
2043.0,7069880000000.0,6944855000000.0,7166059600000.0,7333805600000.0,6662498000000.0,7038112000000.0,7235642000000.0,7295893000000.0,7308287000000.0,7257688400000.0,7277911700000.0,7129478000000.0,6890662700000.0,7075164000000.0,7164177400000.0,7204273000000.0,6659160000000.0
2044.0,7013037000000.0,6883928000000.0,7108435600000.0,7299516000000.0,6589756000000.0,6978249000000.0,7203375300000.0,7261359400000.0,7276783500000.0,7207567500000.0,7235918000000.0,7075331600000.0,6829194000000.0,7022776400000.0,7129196400000.0,7144151700000.0,6586239500000.0
2045.0,6961911000000.0,6835641000000.0,7077108000000.0,7267429000000.0,6508251000000.0,6922975000000.0,7180702000000.0,7226561000000.0,7242232400000.0,7167616000000.0,7210375600000.0,7032706000000.0,6763469000000.0,6983925600000.0,7080771600000.0,7103663000000.0,6509265000000.0
2046.0,6908889500000.0,6789708400000.0,7028747000000.0,7234053500000.0,6439439000000.0,6864763400000.0,7154196500000.0,7204152300000.0,7203615400000.0,7139955300000.0,7153762400000.0,6981788000000.0,6683648600000.0,6923393000000.0,7024488000000.0,7049073700000.0,6449727000000.0
2047.0,6843654000000.0,6736350500000.0,7000958000000.0,7203638500000.0,6364234500000.0,6804451000000.0,7123690000000.0,7158793000000.0,7167102400000.0,7118266600000.0,7119675000000.0,6928392500000.0,6615208600000.0,6874491500000.0,6983438000000.0,7013963000000.0,6387594000000.0
2048.0,6783444700000.0,6692179000000.0,6959691500000.0,7178549000000.0,6282432000000.0,6734652400000.0,7083849000000.0,7124779000000.0,7122440400000.0,7087987400000.0,7099525400000.0,6878587000000.0,6576052000000.0,6831314300000.0,6940322000000.0,6983227000000.0,6313812000000.0
2049.0,6713638400000.0,6641725500000.0,6921226600000.0,7135858500000.0,6218750400000.0,6660868000000.0,7025612000000.0,7078375600000.0,7088045600000.0,7049402400000.0,7047854000000.0,6823867000000.0,6513828000000.0,6767559000000.0,6895819000000.0,6947614500000.0,6267847000000.0
2050.0,6640015000000.0,6589947000000.0,6880065000000.0,7085495400000.0,6148148000000.0,6582374500000.0,6984867000000.0,7050175700000.0,7054085000000.0,7023359000000.0,7017186500000.0,6767003600000.0,6454318000000.0,6707274000000.0,6868550000000.0,6913021000000.0,6198492000000.0
2051.0,6588671700000.0,6539554300000.0,6833905000000.0,7055404000000.0,6065600000000.0,6516224600000.0,6935686400000.0,7008703500000.0,7020395000000.0,6990472000000.0,6966682300000.0,6714809600000.0,6373591000000.0,6649527400000.0,6823823300000.0,6859801000000.0,6134766000000.0
2052.0,6521077000000.0,6490059000000.0,6790899000000.0,7024757000000.0,6003484000000.0,6444680000000.0,6899265700000.0,6978200000000.0,6989000700000.0,6962071000000.0,6916488000000.0,6663304000000.0,6308081000000.0,6602551000000.0,6788618000000.0,6811758000000.0,6080081000000.0
2053.0,6462884000000.0,6447369300000.0,6756883000000.0,6979258400000.0,5926007000000.0,6382133700000.0,6841410000000.0,6941127000000.0,6955816500000.0,6933554700000.0,6874565400000.0,6591933300000.0,6246633600000.0,6541950300000.0,6744041000000.0,6751840600000.0,6015244300000.0
2054.0,6411335000000.0,6396647600000.0,6692603000000.0,6950203000000.0,5856253400000.0,6308419300000.0,6780275000000.0,6907751300000.0,6927955000000.0,6898966300000.0,6824576000000.0,6539907700000.0,6182974000000.0,6484892000000.0,6697812000000.0,6705010700000.0,5947158000000.0
2055.0,6329138700000.0,6332245600000.0,6671400700000.0,6934450700000.0,5769847000000.0,6246641000000.0,6736252000000.0,6885410000000.0,6893175600000.0,6859885400000.0,6786603000000.0,6476397500000.0,6112084000000.0,6442915000000.0,6655907500000.0,6662561700000.0,5898483000000.0
2056.0,6261932000000.0,6264703000000.0,6635468600000.0,6917393000000.0,5699642300000.0,6180426000000.0,6679411000000.0,6840966000000.0,6865731700000.0,6810791600000.0,6735418400000.0,6419833000000.0,6045812400000.0,6387514000000.0,6609875000000.0,6632683600000.0,5861963500000.0
2057.0,6224597000000.0,6227949000000.0,6596192600000.0,6874889500000.0,5613179000000.0,6097340500000.0,6654761400000.0,6796178600000.0,6810208000000.0,6761661600000.0,6696356300000.0,6346407000000.0,5980992600000.0,6327641300000.0,6562215600000.0,6588286400000.0,5813013000000.0
2058.0,6174607000000.0,6166215700000.0,6541949300000.0,6842046500000.0,5536767500000.0,6042290000000.0,6623506500000.0,6757082000000.0,6769099000000.0,6722537700000.0,6658867600000.0,6285546000000.0,5924692400000.0,6261480400000.0,6527136000000.0,6543534000000.0,5749419000000.0
2059.0,6112470400000.0,6131515700000.0,6488189300000.0,6807056000000.0,5473040300000.0,5961053000000.0,6596570000000.0,6715543000000.0,6742009000000.0,6685657700000.0,6615210700000.0,6224505000000.0,5873774600000.0,6203232000000.0,6487067300000.0,6488585000000.0,5702267000000.0
2060.0,6044035600000.0,6072931000000.0,6451609000000.0,6756684000000.0,5386802000000.0,5897905000000.0,6563962600000.0,6692705000000.0,6716572000000.0,6639755000000.0,6588332500000.0,6172331000000.0,5815972400000.0,6141665300000.0,6454905000000.0,6441501000000.0,5654461000000.0
2061.0,5972030000000.0,6009415300000.0,6423373700000.0,6713487000000.0,5302591700000.0,5820620000000.0,6521413000000.0,6654686000000.0,6672182400000.0,6595301000000.0,6522501300000.0,6113788000000.0,5756609400000.0,6082374700000.0,6413624000000.0,6402965000000.0,5608242000000.0
2062.0,5907942500000.0,5955134000000.0,6386135000000.0,6683969000000.0,5237555000000.0,5761955500000.0,6460263000000.0,6619556500000.0,6624429000000.0,6547470000000.0,6499700000000.0,6055129500000.0,5700829300000.0,6041414700000.0,6370880000000.0,6371570000000.0,5560882700000.0
2063.0,5853963400000.0,5893385000000.0,6346597000000.0,6646882000000.0,5174786500000.0,5692332700000.0,6419040000000.0,6575081700000.0,6583780600000.0,6502524400000.0,6455261000000.0,5996721000000.0,5616603000000.0,5988288600000.0,6325711400000.0,6331964600000.0,5515954000000.0
2064.0,5774760000000.0,5838483000000.0,6312955500000.0,6621141000000.0,5120225000000.0,5648822000000.0,6376074000000.0,6537353400000.0,6550977000000.0,6456111300000.0,6407166000000.0,5953892000000.0,5548084300000.0,5923809500000.0,6293784400000.0,6285561400000.0,5478101300000.0
2065.0,5716102300000.0,5782562700000.0,6280149000000.0,6595696700000.0,5050440000000.0,5593792000000.0,6337179700000.0,6515542500000.0,6513455300000.0,6418969700000.0,6380167600000.0,5914021600000.0,5482924000000.0,5891557400000.0,6261941700000.0,6243843000000.0,5420430000000.0
2066.0,5660482000000.0,5740419400000.0,6242198000000.0,6575564000000.0,4948179300000.0,5541903000000.0,6285909000000.0,6483658400000.0,6480127300000.0,6381665000000.0,6337943600000.0,5869525000000.0,5413340000000.0,5833415000000.0,6217573000000.0,6186560700000.0,5368803000000.0
2067.0,5585165000000.0,5695484000000.0,6196973000000.0,6537099000000.0,4859204000000.0,5487917500000.0,6239459000000.0,6459855700000.0,6459733000000.0,6355183000000.0,6290719400000.0,5799477000000.0,5344486000000.0,5783527400000.0,6162454400000.0,6145848600000.0,5325341000000.0
2068.0,5513194500000.0,5634395000000.0,6154701000000.0,6507131300000.0,4796641000000.0,5419878600000.0,6190242700000.0,6434282000000.0,6423734400000.0,6315772500000.0,6251157700000.0,5734407000000.0,5292855700000.0,5725268000000.0,6134418000000.0,6103732000000.0,5271985300000.0
2069.0,5447864000000.0,5592009700000.0,6108667000000.0,6474730000000.0,4716350000000.0,5367567000000.0,6136330000000.0,6402676400000.0,6397314500000.0,6279187700000.0,6220373600000.0,5672823000000.0,5231012000000.0,5662935400000.0,6103321500000.0,6056779000000.0,5209555000000.0
2070.0,5387885500000.0,5544255000000.0,6053668300000.0,6437547000000.0,4658873000000.0,5343984000000.0,6087810500000.0,6367511300000.0,6365229600000.0,6243101400000.0,6193935000000.0,5608360000000.0,5171095500000.0,5619489700000.0,6064761700000.0,6028447000000.0,5167000300000.0
2071.0,5325394500000.0,5501779700000.0,6000185000000.0,6406518000000.0,4584866600000.0,5309838400000.0,6045745300000.0,6334803000000.0,6333354500000.0,6211407000000.0,6149784000000.0,5563171700000.0,5107313000000.0,5563511500000.0,6024479000000.0,5995922000000.0,5101364000000.0
2072.0,5237450500000.0,5460197400000.0,5951944000000.0,6371661600000.0,4524870700000.0,5248678000000.0,5997386000000.0,6294431000000.0,6293070300000.0,6165284500000.0,6110527000000.0,5502685700000.0,5053210400000.0,5506766000000.0,5967985500000.0,5951000700000.0,5028304000000.0
2073.0,5155305000000.0,5408583300000.0,5917162000000.0,6337362000000.0,4456594300000.0,5204399000000.0,5953145000000.0,6268173000000.0,6258231300000.0,6122954600000.0,6077046300000.0,5445637000000.0,4991062400000.0,5448393000000.0,5919808700000.0,5907209500000.0,4959516000000.0
2074.0,5072369000000.0,5372199300000.0,5870920400000.0,6308839000000.0,4390874300000.0,5147347400000.0,5893401300000.0,6236185600000.0,6207504000000.0,6062167600000.0,6029445700000.0,5386763000000.0,4926585000000.0,5387888600000.0,5868180500000.0,5869025000000.0,4908064000000.0
2075.0,5008050000000.0,5327199000000.0,5826060000000.0,6282658400000.0,4310606800000.0,5099444000000.0,5842611500000.0,6203681300000.0,6177396000000.0,6032685300000.0,6002848000000.0,5338235400000.0,4875343600000.0,5334586400000.0,5819091000000.0,5827881000000.0,4862387400000.0
2076.0,4933206000000.0,5281681500000.0,5786971000000.0,6262841000000.0,4234551800000.0,5027648000000.0,5781730600000.0,6174482600000.0,6120638000000.0,6006567300000.0,5957945000000.0,5285257000000.0,4823272000000.0,5273015500000.0,5766746500000.0,5796821000000.0,4814308000000.0
2077.0,4847894500000.0,5228896000000.0,5734386000000.0,6230108500000.0,4164639500000.0,4983814600000.0,5739052500000.0,6142859000000.0,6091706000000.0,5971531300000.0,5930909000000.0,5227562400000.0,4764142700000.0,5222992700000.0,5717370000000.0,5746785000000.0,4749187000000.0
2078.0,4766340000000.0,5185738000000.0,5702352000000.0,6197177500000.0,4107494500000.0,4937778000000.0,5687876000000.0,6106633500000.0,6065876000000.0,5948358000000.0,5880006000000.0,5181277000000.0,4720969600000.0,5160912300000.0,5680268000000.0,5717331000000.0,4692980500000.0
2079.0,4685390000000.0,5130408700000.0,5666120000000.0,6165702400000.0,4036122400000.0,4895461000000.0,5642634000000.0,6062397000000.0,6037807600000.0,5914093400000.0,5852755000000.0,5115651000000.0,4657386000000.0,5121951000000.0,5643307600000.0,5677919500000.0,4640410700000.0
2080.0,4602476000000.0,5103563600000.0,5624610400000.0,6146351400000.0,3989419900000.0,4832169000000.0,5596760000000.0,6021645300000.0,5990225300000.0,5882518700000.0,5829129400000.0,5066783700000.0,4595413000000.0,5057347600000.0,5601615700000.0,5640315000000.0,4584279400000.0
2081.0,4526292600000.0,5068331000000.0,5585599000000.0,6115089000000.0,3925304000000.0,4762343000000.0,5556711500000.0,5980231000000.0,5948147500000.0,5833868400000.0,5769517000000.0,4997607000000.0,4552506500000.0,5008510000000.0,5565420400000.0,5595257600000.0,4523199000000.0
2082.0,4443059000000.0,5020836700000.0,5543850700000.0,6079806700000.0,3867270000000.0,4686405400000.0,5497979000000.0,5943852000000.0,5914605600000.0,5794489000000.0,5725264300000.0,4942534000000.0,4510827000000.0,4974916000000.0,5521711600000.0,5550029400000.0,4457172600000.0
2083.0,4386255500000.0,4979052500000.0,5510506500000.0,6038752300000.0,3801396800000.0,4640648000000.0,5468764000000.0,5906845700000.0,5867578600000.0,5753787600000.0,5692705500000.0,4897565000000.0,4461912000000.0,4916474500000.0,5466643500000.0,5512138600000.0,4402436000000.0
2084.0,4309639500000.0,4933879300000.0,5470068700000.0,6007924700000.0,3738243000000.0,4584206000000.0,5407104000000.0,5868760000000.0,5826363000000.0,5718392400000.0,5648216500000.0,4839875500000.0,4408129000000.0,4852513500000.0,5416203300000.0,5466068400000.0,4347238500000.0
2085.0,4245199500000.0,4898862700000.0,5431207000000.0,5983124300000.0,3672731000000.0,4539390000000.0,5369410000000.0,5820541000000.0,5792261000000.0,5679720400000.0,5608010400000.0,4795965400000.0,4354211600000.0,4789007000000.0,5373634300000.0,5433328700000.0,4312787000000.0
2086.0,4167009600000.0,4867550600000.0,5395959500000.0,5957317000000.0,3612778400000.0,4482483600000.0,5322468000000.0,5781882000000.0,5735896000000.0,5627873600000.0,5565112000000.0,4750356500000.0,4303943000000.0,4735121000000.0,5325116700000.0,5392861500000.0,4249510500000.0
2087.0,4079734500000.0,4823998000000.0,5354257000000.0,5928940700000.0,3549066000000.0,4420929600000.0,5274240000000.0,5767223000000.0,5698057400000.0,5598416000000.0,5519559000000.0,4706925500000.0,4232076600000.0,4710747000000.0,5288676600000.0,5368196400000.0,4197682500000.0
2088.0,4016816500000.0,4786848000000.0,5309942700000.0,5904347400000.0,3494321000000.0,4344819200000.0,5215040300000.0,5722853000000.0,5658806600000.0,5547337000000.0,5473391000000.0,4649673300000.0,4181212800000.0,4658869000000.0,5243239700000.0,5329780700000.0,4137787300000.0
2089.0,3947863500000.0,4746969000000.0,5266906500000.0,5878737500000.0,3439493000000.0,4292872200000.0,5165506600000.0,5668650600000.0,5617873300000.0,5505718700000.0,5421804000000.0,4600667600000.0,4119643300000.0,4605496300000.0,5208858000000.0,5286736000000.0,4082798200000.0
2090.0,3857819400000.0,4717726000000.0,5229889700000.0,5835755000000.0,3396386200000.0,4233730200000.0,5129128400000.0,5627741500000.0,5578326300000.0,5469343600000.0,5376986000000.0,4543194000000.0,4068246000000.0,4560457000000.0,5161372000000.0,5266860000000.0,4038334000000.0
2091.0,3777805700000.0,4689599400000.0,5187747400000.0,5789324400000.0,3330755800000.0,4200340400000.0,5102098700000.0,5598021000000.0,5538052000000.0,5429555400000.0,5319979700000.0,4485631400000.0,4020290500000.0,4514490400000.0,5129762000000.0,5226187700000.0,3992893800000.0
2092.0,3713180000000.0,4666197000000.0,5157183600000.0,5746894000000.0,3261942700000.0,4127393600000.0,5063340700000.0,5568210700000.0,5488120000000.0,5398705000000.0,5267463300000.0,4439506700000.0,3965700000000.0,4462040600000.0,5081199000000.0,5193660000000.0,3947514800000.0
2093.0,3638235000000.0,4621502000000.0,5124148000000.0,5720764000000.0,3196882000000.0,4066032700000.0,5018520400000.0,5542940500000.0,5443111000000.0,5358011500000.0,5235947300000.0,4386549700000.0,3926154300000.0,4434596700000.0,5041194300000.0,5149824000000.0,3896198600000.0
2094.0,3585430000000.0,4592064000000.0,5087447500000.0,5675874000000.0,3142386200000.0,4008602000000.0,4970288500000.0,5512449500000.0,5402305500000.0,5319176500000.0,5180799000000.0,4319130000000.0,3882914400000.0,4389645600000.0,5010033700000.0,5106478600000.0,3833939400000.0
2095.0,3528195800000.0,4580095600000.0,5061665000000.0,5633513400000.0,3091321800000.0,3938823000000.0,4939573600000.0,5487984600000.0,5359336000000.0,5281208600000.0,5142271000000.0,4264585600000.0,3831385800000.0,4355198800000.0,4988844000000.0,5059184700000.0,3784846300000.0
