time,GFDL-ESM4,MRI-ESM2-0,CAMS-CSM1-0,EC-EARTH3-VEG
2082.0,6021433000000.0,4887847000000.0,6010561400000.0,5656627000000.0
2083.0,5988582700000.0,4860603000000.0,5973582300000.0,5622645000000.0
2084.0,5958256000000.0,4822692000000.0,5937782000000.0,5579738700000.0
2085.0,5923821600000.0,4779600000000.0,5908789000000.0,5533839400000.0
2086.0,5883988000000.0,4749602000000.0,5876213000000.0,5479617000000.0
2087.0,5857124000000.0,4720697000000.0,5848828500000.0,5438732500000.0
2088.0,5836047000000.0,4691201000000.0,5817185600000.0,5401496000000.0
2089.0,5818093000000.0,4668162300000.0,5800832500000.0,5360024000000.0
2090.0,5783293500000.0,4649309000000.0,5764797700000.0,5316790000000.0
2091.0,5761146000000.0,4613619600000.0,5740728000000.0,5270766400000.0
2092.0,5728104000000.0,4590473000000.0,5705652000000.0,5243744600000.0
2093.0,5691818000000.0,4564439000000.0,5686903700000.0,5174678500000.0
2094.0,5661609400000.0,4539041700000.0,5644417000000.0,5130225000000.0
2095.0,5616758700000.0,4519371000000.0,5625792700000.0,5086435600000.0
2096.0,5587789000000.0,4489803700000.0,5600443000000.0,5040224000000.0
2097.0,5547347000000.0,4473099000000.0,5563961300000.0,4980877600000.0
2098.0,5514353700000.0,4451743600000.0,5526678700000.0,4930949000000.0
2099.0,5487329000000.0,4421784700000.0,5491346000000.0,4903685000000.0
2100.0,5459654000000.0,4396113000000.0,5444743000000.0,4855800000000.0
