time,NORESM1-M,GFDL-ESM2G,CCSM4,CESM1-CAM5,GFDL-CM3,CSIRO-MK3-6-0,GISS-E2-R,IPSL-CM5A-LR
2024.0,1090416900.0,1096810000.0,1091821000.0,1067235900.0,1069766200.0,1105462700.0,1092939400.0,1072981760.0
2025.0,1077886000.0,1151865000.0,1079663000.0,1060049700.0,1075293300.0,1098177900.0,1074930600.0,1065797600.0
2026.0,1066481150.0,1112392000.0,1067477300.0,1043182200.0,1068701440.0,1186219900.0,1061279700.0,1061022900.0
2027.0,1053065400.0,1093171300.0,1056045900.0,1076831700.0,1059680100.0,1112413000.0,1045527940.0,1046481340.0
2028.0,1039127000.0,1087215600.0,1049892540.0,1041674400.0,1054752500.0,1080782300.0,1039994240.0,1027271900.0
2029.0,1034051400.0,1119829900.0,1037714240.0,1023781700.0,1038488640.0,1065301500.0,1025398600.0,1013269440.0
2030.0,1036959100.0,1085437600.0,1025999600.0,1015929860.0,1032110140.0,1049481500.0,1009463800.0,1004815900.0
2031.0,1025940860.0,1134294800.0,1020675260.0,1019585540.0,1025136260.0,1037439000.0,994394600.0,991685100.0
2032.0,1016949500.0,1087040300.0,1002852860.0,1008136000.0,1017907140.0,1072149600.0,1011474600.0,970848500.0
2033.0,1003634940.0,1077311200.0,986545400.0,999938800.0,1025817800.0,1024342400.0,987979700.0,969150850.0
2034.0,989121100.0,1062366460.0,973344200.0,986911740.0,1025255600.0,1011143500.0,970953500.0,957554900.0
2035.0,975502460.0,1056288000.0,974090700.0,974765950.0,1078856200.0,1000325200.0,961077250.0,960590400.0
2036.0,959514800.0,1051172900.0,983767500.0,979492740.0,1046014140.0,996137150.0,948923300.0,977583500.0
2037.0,940832640.0,1043666500.0,952589900.0,972264640.0,1030974800.0,1005387700.0,953121800.0,941328400.0
2038.0,923511500.0,1034610560.0,940827600.0,956967550.0,1017304300.0,1008251140.0,934043500.0,924769860.0
2039.0,902411970.0,1030852900.0,924875100.0,955573760.0,1022432700.0,997481150.0,922271100.0,913513860.0
2040.0,885108300.0,1028608060.0,916120450.0,944581570.0,1083561700.0,987076500.0,905835000.0,906618240.0
2041.0,868198100.0,1026838340.0,903992200.0,946214700.0,1021136100.0,960937000.0,891277250.0,899290800.0
2042.0,847772160.0,1032036160.0,884391550.0,931096400.0,1020893500.0,934213760.0,872748300.0,884895600.0
2043.0,838280300.0,1022414900.0,869935170.0,920697500.0,1028146700.0,916481400.0,863510660.0,877349100.0
2044.0,820065150.0,1005217300.0,858562750.0,912625400.0,1020168500.0,904510400.0,894328100.0,879139460.0
2045.0,809940740.0,1000271740.0,840807200.0,904056640.0,1014813700.0,897791500.0,855895700.0,918055360.0
2046.0,784531100.0,996837500.0,829847800.0,886209860.0,1004396540.0,894085060.0,835926700.0,949654400.0
2047.0,772571840.0,988382460.0,810926200.0,867940200.0,1018585800.0,895930050.0,826771800.0,956424400.0
2048.0,797440800.0,1002746600.0,808881860.0,856654600.0,1004021000.0,871582850.0,819807360.0,897480300.0
2049.0,759350300.0,1022105150.0,795318800.0,851435100.0,999445800.0,852931200.0,839918660.0,866126850.0
2050.0,746135940.0,1061502460.0,780442900.0,850577340.0,992140860.0,864955140.0,809878140.0,863206000.0
2051.0,737152450.0,1002852540.0,767305900.0,832635700.0,987736800.0,855147970.0,804913600.0,865066300.0
2052.0,724488400.0,995923100.0,757870460.0,812773800.0,981755900.0,844988860.0,798466200.0,851768000.0
2053.0,716258500.0,990402500.0,748049400.0,805474200.0,1002748500.0,832558340.0,790821060.0,867168000.0
2054.0,708263600.0,989626750.0,757306200.0,781606600.0,996115200.0,826788300.0,837361800.0,875360450.0
2055.0,713289540.0,982359400.0,822699260.0,821252000.0,984220700.0,813113340.0,804552640.0,842080200.0
2056.0,701859460.0,984890940.0,767316800.0,791633860.0,969846340.0,833633540.0,788578100.0,834061060.0
2057.0,702935360.0,972488600.0,748286660.0,756416700.0,1036582700.0,807509400.0,782873700.0,828118600.0
2058.0,692816960.0,1020234750.0,740387260.0,741352060.0,963482100.0,808050370.0,784091650.0,823741760.0
2059.0,690731140.0,968008500.0,723017000.0,738723400.0,959843800.0,790411000.0,778596700.0,861516200.0
2060.0,685488260.0,961001150.0,721758800.0,735030400.0,974597440.0,780518460.0,774938940.0,846483700.0
2061.0,682771260.0,1028843650.0,718143500.0,712599600.0,953789800.0,775976260.0,769486140.0,831791740.0
2062.0,682899460.0,975912000.0,709640100.0,695020200.0,950821400.0,766951230.0,759123900.0,811954900.0
2063.0,674771260.0,954597440.0,719328600.0,681907300.0,936304830.0,752137500.0,751661500.0,822381440.0
2064.0,671602100.0,950670800.0,701622100.0,686887200.0,928193000.0,739216450.0,747437600.0,822247700.0
2065.0,677888300.0,979013400.0,700813200.0,670998900.0,924708160.0,752968260.0,737093000.0,808285950.0
2066.0,678296000.0,942749760.0,690307200.0,659103000.0,918578600.0,725638300.0,727640060.0,804116800.0
2067.0,667356000.0,962680600.0,683923000.0,647340200.0,911422660.0,719994400.0,724069400.0,844075100.0
2068.0,663330700.0,941105600.0,676417150.0,632886140.0,891794900.0,702863740.0,718201700.0,803889700.0
2069.0,658567900.0,936091900.0,691640200.0,623100740.0,885731650.0,687387140.0,710842500.0,807552600.0
2070.0,654291200.0,936257000.0,670245600.0,607243260.0,871764800.0,678142340.0,704164030.0,798294000.0
2071.0,652068740.0,942226800.0,664109440.0,592933100.0,848085060.0,664027970.0,694604350.0,793530200.0
2072.0,649304640.0,928694400.0,657505400.0,583257000.0,837454900.0,652290300.0,691421200.0,790467000.0
2073.0,646095300.0,923984800.0,660069700.0,574305150.0,928832830.0,647981440.0,676728300.0,780580400.0
2074.0,642597800.0,918606900.0,659755100.0,562968400.0,821500300.0,633340500.0,666708000.0,774903740.0
2075.0,637371400.0,913403460.0,650277300.0,545496700.0,805928960.0,619447230.0,657560900.0,765097600.0
2076.0,632916400.0,929085700.0,642413200.0,534479700.0,783498430.0,609056450.0,648994500.0,756965700.0
2077.0,627979600.0,910994600.0,633944260.0,514170080.0,766151700.0,596992600.0,640930050.0,745202500.0
2078.0,624657900.0,981671040.0,627086140.0,498907870.0,744697900.0,590580000.0,722180400.0,724124300.0
2079.0,619914900.0,953676200.0,621080500.0,484089440.0,721883700.0,579687200.0,628362700.0,707187000.0
2080.0,615912200.0,910183700.0,610027600.0,471306080.0,709854400.0,566096300.0,620148740.0,697052540.0
2081.0,610601540.0,899441660.0,597489860.0,455893220.0,727442500.0,557449800.0,609599360.0,682032600.0
2082.0,604716100.0,891774900.0,586734340.0,442786940.0,680683460.0,585655550.0,602487700.0,664610100.0
2083.0,602761150.0,888380200.0,571888060.0,434821470.0,665312960.0,562759800.0,590107800.0,653163100.0
2084.0,597318140.0,884388540.0,552237500.0,425914050.0,654520800.0,551213800.0,587735400.0,635563200.0
2085.0,594413760.0,878487740.0,534819330.0,411479780.0,636715000.0,542300740.0,577603800.0,615628160.0
2086.0,588553500.0,872360260.0,521198000.0,398649380.0,622628200.0,537547140.0,584801660.0,590465340.0
2087.0,581311040.0,873779900.0,505984220.0,383448420.0,605291260.0,539370500.0,581873540.0,571004000.0
2088.0,571262900.0,881629630.0,493909760.0,375227140.0,594548900.0,530877730.0,564382340.0,561740540.0
2089.0,563286600.0,863765400.0,485110500.0,365942940.0,585389000.0,570496700.0,553880200.0,545100000.0
2090.0,555138000.0,856429200.0,469350400.0,353119420.0,574161700.0,541252900.0,548284600.0,537676740.0
2091.0,552994050.0,848675900.0,457049440.0,347476830.0,562308900.0,529681570.0,543820540.0,529121400.0
2092.0,547405300.0,841575740.0,446539600.0,342902880.0,554598300.0,523609400.0,561681700.0,510596500.0
2093.0,543007500.0,835234600.0,435687230.0,332745440.0,551485600.0,521034880.0,535505700.0,501617900.0
2094.0,541159740.0,829099260.0,425273660.0,325472200.0,540048200.0,533513570.0,528630430.0,487266600.0
2095.0,535147520.0,831928770.0,415822880.0,314351940.0,532161730.0,517432580.0,548189400.0,480041060.0
2096.0,528173820.0,881760800.0,398322700.0,309396580.0,526756450.0,514317600.0,531879260.0,473936960.0
2097.0,522570270.0,870505100.0,393522800.0,304663870.0,536668130.0,555441900.0,523447970.0,463856830.0
2098.0,517971400.0,823247360.0,391484930.0,295504400.0,519396700.0,510440740.0,520099330.0,462616670.0
2099.0,514628060.0,821180740.0,376999100.0,306342180.0,516987500.0,506889060.0,516273470.0,552034940.0
2100.0,510296260.0,808086660.0,370721000.0,288660860.0,531632300.0,503092670.0,516790720.0,458982140.0
