time,CESM1-CAM5,CSIRO-MK3-6-0,NORESM1-M,MPI-ESM-LR
2059.0,28943804000.0,37803950000.0,36826575000.0,37776867000.0
2060.0,28491650000.0,37676250000.0,36636787000.0,37593047000.0
2061.0,27893303000.0,37552767000.0,36409330000.0,37458452000.0
2062.0,27497095000.0,37418844000.0,36220520000.0,37301020000.0
2063.0,27093641000.0,37282304000.0,36009350000.0,37167250000.0
2064.0,26607104000.0,37147120000.0,35737272000.0,37044638000.0
2065.0,26104359000.0,37058822000.0,35552300000.0,36910900000.0
2066.0,25571228000.0,36916500000.0,35267920000.0,36793557000.0
2067.0,25104368000.0,36764790000.0,34932556000.0,36608470000.0
2068.0,24710519000.0,36613087000.0,34690847000.0,36453265000.0
2069.0,24209388000.0,36462300000.0,34425127000.0,36328215000.0
2070.0,23780730000.0,36336935000.0,34157304000.0,36224690000.0
2071.0,23370318000.0,36211850000.0,33884754000.0,36043014000.0
2072.0,22957976000.0,36070780000.0,33560908000.0,35884190000.0
2073.0,22535630000.0,35898530000.0,33330813000.0,35746644000.0
2074.0,22053132000.0,35745096000.0,33066109000.0,35599802000.0
2075.0,21585265000.0,35623514000.0,32833317000.0,35390780000.0
2076.0,21151996000.0,35420103000.0,32504277000.0,35218410000.0
2077.0,20751860000.0,35278246000.0,32189688000.0,35077046000.0
2078.0,20189823000.0,35056370000.0,31933190000.0,34906706000.0
2079.0,19753603000.0,34831980000.0,31662146000.0,34739640000.0
2080.0,19326048000.0,34642473000.0,31494005000.0,34657133000.0
2081.0,18775366000.0,34455230000.0,31113832000.0,34438803000.0
2082.0,18145182000.0,34353625000.0,30825499000.0,34221574000.0
2083.0,17497336000.0,34109501000.0,30510010000.0,34022787000.0
2084.0,16943180000.0,33882520000.0,30226393000.0,33850941000.0
2085.0,16505701000.0,33657348000.0,29918520000.0,33645627000.0
2086.0,16013783000.0,33417613000.0,29606676000.0,33717144000.0
2087.0,15594041000.0,33204468000.0,29152130000.0,33401256000.0
2088.0,15161043000.0,32991797000.0,28818475000.0,33235235000.0
2089.0,14768691000.0,32780780000.0,28396997000.0,33010528000.0
2090.0,14370701000.0,32611183000.0,28070201000.0,32820242000.0
2091.0,14057913000.0,32394052000.0,27767814000.0,32819070000.0
2092.0,13831375000.0,32292205000.0,27450829000.0,32545227000.0
2093.0,13495745000.0,32025326000.0,27161946000.0,32396110000.0
2094.0,13108480000.0,31820296000.0,26842477000.0,32231287000.0
2095.0,12861262000.0,31620682000.0,26594170000.0,32063638000.0
2096.0,12625498000.0,31362957000.0,26335578000.0,31833540000.0
2097.0,12370796000.0,31232793000.0,26084850000.0,31716460000.0
2098.0,12073307000.0,30983272000.0,25765708000.0,31521378000.0
2099.0,11715815000.0,30736050000.0,25301180000.0,31320586000.0
2100.0,11433962000.0,30557467000.0,24934179000.0,31053935000.0
2101.0,11187218000.0,30346895000.0,24633203000.0,31083213000.0
2102.0,10868774000.0,30095112000.0,24252367000.0,30730500000.0
2103.0,10701975000.0,29862605000.0,23997913000.0,30452570000.0
2104.0,10367724000.0,29664752000.0,23703136000.0,30312987000.0
2105.0,10145490000.0,29355778000.0,23353310000.0,30118820000.0
2106.0,9813301000.0,29126566000.0,22894895000.0,29887918000.0
2107.0,9585443000.0,29037752000.0,22516842000.0,29656689000.0
2108.0,9338073000.0,28719080000.0,22216247000.0,29546156000.0
2109.0,9117822000.0,28488233000.0,21890017000.0,29356100000.0
2110.0,8792280000.0,28278954000.0,21591894000.0,29099543000.0
2111.0,8587562000.0,27944092000.0,21312356000.0,28930142000.0
2112.0,8461907500.0,27697280000.0,21064251000.0,28717525000.0
2113.0,8218295000.0,27437009000.0,20668211000.0,28539066000.0
2114.0,7942400000.0,27170267000.0,20425202000.0,28326690000.0
2115.0,7611887000.0,26940664000.0,20144648000.0,28175340000.0
2116.0,7424418000.0,26733779000.0,19803472000.0,27956505000.0
2117.0,7253228000.0,26475205000.0,19530213000.0,27805512000.0
2118.0,7043315700.0,26209581000.0,19391609000.0,27522185000.0
2119.0,6908011500.0,26056096000.0,18977462000.0,27264043000.0
2120.0,6686208500.0,25923426000.0,18706338000.0,27077476000.0
2121.0,6523896000.0,25611016000.0,18391603000.0,26831012000.0
2122.0,6351344000.0,25472537000.0,18077866000.0,26643644000.0
2123.0,6071942700.0,25219004000.0,17826777000.0,26396410000.0
2124.0,5841239600.0,24925532000.0,17449430000.0,26182550000.0
2125.0,5723468300.0,24653662000.0,17160214000.0,25931184000.0
2126.0,5555879400.0,24436363000.0,16827213000.0,25764893000.0
2127.0,5418672600.0,24145439000.0,16496613000.0,25608884000.0
2128.0,5286119400.0,23924345000.0,16202579000.0,25363436000.0
2129.0,5100787000.0,23722080000.0,15798349000.0,25183326000.0
2130.0,4962244600.0,23534973000.0,15475508000.0,24962302000.0
2131.0,4759431700.0,23397930000.0,15150978000.0,24766196000.0
2132.0,4617654000.0,23158405000.0,14763432000.0,24569055000.0
2133.0,4444435500.0,22946312000.0,14519301000.0,24625760000.0
2134.0,4215325400.0,22735970000.0,14200111000.0,24216736000.0
2135.0,3960420000.0,22556250000.0,13813565000.0,24016343000.0
2136.0,3743671000.0,22423966000.0,13450797000.0,23775890000.0
2137.0,3615771600.0,22272733000.0,13175669000.0,23596280000.0
2138.0,3477022500.0,22005215000.0,12859502000.0,23394140000.0
2139.0,3349000400.0,21835665000.0,12621160000.0,23208442000.0
2140.0,3215546400.0,21704660000.0,12344142000.0,23080151000.0
2141.0,3133192000.0,21513732000.0,12079652000.0,22902286000.0
2142.0,2947616800.0,21392404000.0,11869514000.0,22745958000.0
2143.0,2808146700.0,21143482000.0,11562179000.0,22598652000.0
2144.0,2562968300.0,20960000000.0,11295359000.0,22304928000.0
2145.0,2431487500.0,20705276000.0,11173668000.0,22081653000.0
2146.0,2307473700.0,20534495000.0,11109064000.0,21969287000.0
2147.0,2135447400.0,20351103000.0,10710644000.0,21786763000.0
2148.0,1997263200.0,20135115000.0,10501961000.0,21549710000.0
2149.0,1891001000.0,19949505000.0,10310846000.0,21475068000.0
2150.0,1707678200.0,19668007000.0,10074272000.0,21239583000.0
2151.0,1665525400.0,19458937000.0,9892301000.0,21063180000.0
2152.0,1624135400.0,19254403000.0,9683212000.0,20914176000.0
2153.0,1562806900.0,19065166000.0,9463615000.0,20651536000.0
2154.0,1529283800.0,18913671000.0,9277415000.0,20483750000.0
2155.0,1456153900.0,18638524000.0,9103233000.0,20271310000.0
2156.0,1391102000.0,18348917000.0,8834225000.0,20197042000.0
2157.0,1364155500.0,18287426000.0,8660940000.0,19941022000.0
2158.0,1322843500.0,18058684000.0,8456519700.0,19793370000.0
2159.0,1265583700.0,17852006000.0,8263298000.0,19633625000.0
2160.0,1207268100.0,17561637000.0,8045129700.0,19406940000.0
2161.0,1143431700.0,17422760000.0,7751259600.0,19237736000.0
2162.0,1058693060.0,17222822000.0,7653848600.0,19121013000.0
2163.0,1020527900.0,17031134000.0,7388587500.0,18882748000.0
2164.0,968177800.0,16901465000.0,7178859500.0,18713184000.0
2165.0,921438000.0,16761484000.0,6997448000.0,18627992000.0
2166.0,894621000.0,16483163000.0,6794281500.0,18522340000.0
2167.0,888649340.0,16314203000.0,6605533000.0,18263126000.0
2168.0,859504000.0,16205200000.0,6495543300.0,18123848000.0
2169.0,848570700.0,16023326000.0,6191012400.0,17951949000.0
2170.0,803584260.0,15865763000.0,5987888000.0,17827035000.0
2171.0,769515100.0,15772448000.0,5819085000.0,17651124000.0
2172.0,736671550.0,15607862000.0,5693226000.0,17620849000.0
2173.0,731634600.0,15435806000.0,5566251000.0,17306530000.0
2174.0,692665700.0,15328406000.0,5390337500.0,17077148000.0
2175.0,690223700.0,15116414000.0,5260010000.0,16896474000.0
2176.0,670032260.0,14975014000.0,5076379600.0,16779218000.0
2177.0,643365100.0,14843738000.0,5007566000.0,16584627000.0
2178.0,638527170.0,14693418000.0,4805739000.0,16450425000.0
2179.0,631445200.0,14545033000.0,4717078500.0,16329406000.0
2180.0,620824450.0,14406156000.0,4579645000.0,16178712000.0
2181.0,618098940.0,14597662000.0,4472251000.0,15937513000.0
2182.0,604224060.0,14171301000.0,4342209000.0,15858623000.0
2183.0,602344000.0,14046374000.0,4118536400.0,15772397000.0
2184.0,574342340.0,13868450000.0,3986034400.0,15494014000.0
2185.0,566702300.0,13766898000.0,3877044200.0,15370949000.0
2186.0,558783360.0,13630701000.0,3762447400.0,15266884000.0
2187.0,559865900.0,13458735000.0,3686232800.0,15144748000.0
2188.0,557297150.0,13355492000.0,3601647000.0,14980746000.0
2189.0,532719400.0,13140468000.0,3483458800.0,14838181000.0
2190.0,519088060.0,13068692000.0,3407901400.0,14691056000.0
2191.0,506122880.0,12866110000.0,3338904300.0,14571977000.0
2192.0,471908450.0,12700979000.0,3581398800.0,14397386000.0
2193.0,459438800.0,12537785000.0,3201621800.0,14263368000.0
2194.0,448250700.0,12441745000.0,3071483600.0,14166741000.0
2195.0,434820670.0,12280573000.0,2964392200.0,13973152000.0
2196.0,399824260.0,12180200000.0,2911908600.0,13872739000.0
2197.0,382348600.0,12045996000.0,2856850400.0,13872084000.0
2198.0,350551200.0,11873408000.0,2807213000.0,13639201000.0
2199.0,345655520.0,11765485000.0,2715810300.0,13497879000.0
2200.0,338630750.0,11690440000.0,2667593700.0,13388594000.0
2201.0,323639360.0,11566017000.0,2612603000.0,13285688000.0
2202.0,322980200.0,11570861000.0,2568768500.0,13263542000.0
2203.0,275115870.0,11372444000.0,2489348400.0,13164410000.0
2204.0,274956900.0,11235495000.0,2437470200.0,12971244000.0
2205.0,274777820.0,11148524000.0,2400428500.0,12796421000.0
2206.0,259117700.0,11063433000.0,2311188200.0,12817050000.0
2207.0,247511250.0,10882253000.0,2280127700.0,12615401000.0
2208.0,247258820.0,10890727000.0,2222667300.0,12484902000.0
2209.0,235922510.0,10633319000.0,2185166300.0,12365238000.0
2210.0,235648960.0,10548979000.0,2122459800.0,12257739000.0
2211.0,220701890.0,10379978000.0,2086246900.0,12134116000.0
2212.0,220366960.0,10311375000.0,2054781400.0,12031029000.0
2213.0,203179680.0,10211302000.0,2047138000.0,11935832000.0
2214.0,161531680.0,10041836000.0,2010367700.0,11862365000.0
2215.0,155008080.0,9956662000.0,2001819000.0,11777290000.0
2216.0,122310900.0,9840352000.0,1936692200.0,11692350000.0
2217.0,102253544.0,9793152000.0,1905352800.0,11528750000.0
2218.0,86232560.0,9636833000.0,1833523200.0,11532840000.0
2219.0,61435748.0,9522619000.0,1799196000.0,11375835000.0
2220.0,56011480.0,9381181000.0,1760626700.0,11197383000.0
2221.0,52146116.0,9274712000.0,1721372200.0,11061804000.0
2222.0,50363764.0,9156541000.0,1670129000.0,10939409000.0
2223.0,46671216.0,9073947000.0,1613208000.0,10836224000.0
2224.0,43699284.0,9047817000.0,1585850400.0,10767157000.0
2225.0,40003692.0,8893692000.0,1593293400.0,10641748000.0
2226.0,33258750.0,8792182000.0,1576448100.0,10536860000.0
2227.0,33016120.0,8730188000.0,1505760800.0,10478036000.0
2228.0,31856294.0,8617263000.0,1480685800.0,10365269000.0
2229.0,27440434.0,8463136300.0,1446190800.0,10227620000.0
2230.0,21974500.0,8386134000.0,1424671600.0,10152987000.0
2231.0,19634088.0,8277751300.0,1407200400.0,10056165000.0
2232.0,19421296.0,8212069000.0,1390238200.0,9894544000.0
2233.0,17422538.0,8128967000.0,1453421400.0,9807201000.0
2234.0,17315322.0,8052680700.0,1523243300.0,9721257000.0
2235.0,15389993.0,7970132000.0,1365966600.0,9638371000.0
2236.0,15350087.0,8061549000.0,1329254300.0,9546523000.0
2237.0,15311603.0,7782232600.0,1255780600.0,9497270000.0
2238.0,13916604.0,7629384000.0,1253517200.0,9428986000.0
2239.0,13657790.0,7554587600.0,1219069800.0,9300233000.0
2240.0,16599580.0,7742279700.0,1187528600.0,9228431000.0
2241.0,13595435.0,7390515000.0,1163294100.0,9117949000.0
2242.0,12373337.0,7320016400.0,1139632900.0,9105835000.0
2243.0,12285786.0,7203315000.0,1123659500.0,8983418000.0
2244.0,11820073.0,7127351000.0,1110053000.0,9435484000.0
2245.0,11980443.0,7114587600.0,1085686000.0,9135075000.0
2246.0,10813000.0,6993990000.0,1052781950.0,8996219000.0
2247.0,11176561.0,6896493000.0,1053067140.0,8741027000.0
2248.0,10163758.0,6801764000.0,1015546940.0,8655225000.0
2249.0,9786608.0,6741978600.0,1024038460.0,8541481500.0
2250.0,9767737.0,6616208400.0,1134443300.0,8471632400.0
2251.0,9605451.0,6559585300.0,1015756860.0,8524285000.0
2252.0,9602239.0,6501695000.0,961087360.0,8377181700.0
2253.0,9598357.0,6429428000.0,1154976900.0,8406149000.0
2254.0,10090002.0,6302775000.0,934738560.0,8313808000.0
2255.0,9964883.0,6284252000.0,920263740.0,8200248000.0
2256.0,9499988.0,6230798300.0,897934200.0,8124713500.0
2257.0,9364683.0,6168933400.0,1176899200.0,8055597000.0
2258.0,9346080.0,6091514400.0,894472450.0,8017405000.0
2259.0,9281338.0,6019535000.0,844453060.0,7892702700.0
2260.0,9262276.0,6037833000.0,810278800.0,7800784400.0
2261.0,9091215.0,5948223000.0,797053950.0,7786076700.0
2262.0,9085516.0,5991099400.0,754681900.0,7659997700.0
2263.0,10408547.0,5836495000.0,725990000.0,7704791600.0
2264.0,11603147.0,5831554000.0,748201500.0,7593945600.0
2265.0,9278630.0,5722744000.0,686582500.0,7544325600.0
2266.0,8990178.0,5658750000.0,681871900.0,7642985500.0
2267.0,8950086.0,5578763300.0,714709760.0,7612031000.0
2268.0,8916719.0,5539062300.0,664577860.0,7479343000.0
2269.0,8908698.0,5463924000.0,621309250.0,7434247000.0
2270.0,8894014.0,5422118400.0,611487500.0,7542286300.0
2271.0,8939920.0,5375366700.0,610458200.0,7429290500.0
2272.0,10029720.0,5274379300.0,592316540.0,7351123000.0
2273.0,8849618.0,5262628400.0,588997570.0,7304897500.0
2274.0,9165881.0,5227755500.0,582210560.0,7270914000.0
2275.0,8742809.0,5104638500.0,585382140.0,7240644600.0
2276.0,8734939.0,5054136000.0,583060600.0,7208285700.0
2277.0,8709479.0,5013242000.0,580438660.0,7148790000.0
2278.0,8723465.0,4974949400.0,592810600.0,7113599500.0
2279.0,9297391.0,4918055400.0,573238200.0,7107999000.0
2280.0,7012822.5,4876992000.0,542174000.0,7069913000.0
2281.0,6830385.0,4831560700.0,538582340.0,7283271700.0
2282.0,6824863.5,4834899500.0,536138240.0,7051667500.0
2283.0,7262881.0,4708908500.0,544259800.0,6951077400.0
2284.0,6975448.5,4672297500.0,532902200.0,6980789000.0
2285.0,6694006.5,4598952000.0,524737250.0,6885209600.0
2286.0,6629924.5,4523965400.0,521577570.0,6835711500.0
2287.0,6599076.0,4501147600.0,520656700.0,6828561400.0
2288.0,6597164.0,4470636500.0,520331600.0,6813753000.0
2289.0,6593584.0,4452846000.0,502467330.0,6757471700.0
2290.0,6565110.5,4383864000.0,502998370.0,6740198400.0
2291.0,6474651.0,4317810000.0,544811000.0,6687805400.0
2292.0,6471546.5,4256696800.0,537965060.0,6875456500.0
2293.0,6494936.5,4205458000.0,493397800.0,6649224700.0
2294.0,7843995.0,4186094000.0,474342400.0,6636472300.0
2295.0,6448889.5,4204220200.0,472976450.0,6682507300.0
2296.0,6383939.5,4119584300.0,469084800.0,6615995400.0
2297.0,6326635.5,4100691700.0,475975070.0,6590032400.0
2298.0,6108216.0,4059911000.0,478789020.0,6580063700.0
2299.0,6085499.5,4012100400.0,447557470.0,6575245300.0
2300.0,6015875.0,3964135700.0,447096260.0,6493441000.0
