time,CSIRO-MK3-6-0,GISS-E2-R,GFDL-CM3,CCSM4,GFDL-ESM2G,NORESM1-M,CESM1-CAM5,IPSL-CM5A-LR
2027.0,997735900.0,996827300.0,948237900.0,1023311040.0,1031804300.0,986893700.0,1003437400.0,956896960.0
2028.0,985708900.0,981630850.0,902969600.0,1006554900.0,1026715650.0,966714600.0,997866240.0,954807400.0
2029.0,969634370.0,964131600.0,891488060.0,989087600.0,1020290940.0,947930600.0,989577100.0,951088200.0
2030.0,957608800.0,945460900.0,855206800.0,973985150.0,1005039500.0,934048600.0,976534300.0,915142100.0
2031.0,942256600.0,955362500.0,830385200.0,978837060.0,1000151900.0,900094000.0,949788600.0,897511940.0
2032.0,923931260.0,966899650.0,803437900.0,966648700.0,990926300.0,880876800.0,967406200.0,859071900.0
2033.0,920831200.0,921488640.0,768370750.0,951130050.0,981761800.0,862619700.0,925268500.0,834894900.0
2034.0,894922430.0,923310300.0,737916350.0,930350850.0,969415700.0,837747500.0,906927170.0,807420200.0
2035.0,874542000.0,905761300.0,700273660.0,910314050.0,974051650.0,798749060.0,885625000.0,793513000.0
2036.0,866466050.0,879543900.0,677086850.0,898047300.0,959779460.0,778385900.0,866880960.0,775430300.0
2037.0,852849500.0,852505340.0,645662850.0,888445800.0,957013400.0,756381250.0,847005630.0,755617400.0
2038.0,838589400.0,847720500.0,625194400.0,876984200.0,946261000.0,726987200.0,851730940.0,742518600.0
2039.0,836764100.0,819860700.0,581238300.0,856002400.0,939234100.0,708760100.0,828995200.0,729525400.0
2040.0,806282200.0,805034800.0,540305300.0,847686600.0,933168830.0,698730940.0,806920900.0,721765700.0
2041.0,787342200.0,813064300.0,512925700.0,836917440.0,928341200.0,683057100.0,796382800.0,698866370.0
2042.0,768993700.0,817826700.0,498749600.0,823975900.0,912191040.0,669734850.0,778757000.0,683967200.0
2043.0,753839700.0,796779970.0,486989100.0,802994240.0,904466240.0,650451200.0,772912060.0,675715900.0
2044.0,737040500.0,799161200.0,473514780.0,794523970.0,914262800.0,634728640.0,777727550.0,656856300.0
2045.0,739606100.0,778412100.0,456694430.0,781541800.0,896664500.0,610954600.0,772981950.0,647749000.0
2046.0,718648060.0,758999400.0,438009150.0,767529600.0,882655300.0,600705500.0,743673800.0,634404300.0
2047.0,707488260.0,763864400.0,412606530.0,755285060.0,938366200.0,574437100.0,721249200.0,623496300.0
2048.0,689086500.0,745997630.0,396212700.0,731485500.0,877421760.0,553684350.0,704607500.0,607657150.0
2049.0,659416600.0,725028860.0,386632130.0,708766300.0,865648900.0,539224300.0,693607550.0,594002240.0
2050.0,671212100.0,715659700.0,371575700.0,703604500.0,855583360.0,526489180.0,692184260.0,576691260.0
2051.0,690463000.0,706630850.0,357955680.0,690370800.0,847689300.0,526025200.0,674215800.0,568301200.0
2052.0,634022700.0,700309900.0,346981020.0,678371100.0,844062460.0,517857570.0,662849900.0,551635800.0
2053.0,614728770.0,711043600.0,339077440.0,666769700.0,827755600.0,506626560.0,649897200.0,538030300.0
2054.0,655362400.0,694377600.0,339219260.0,652583740.0,817053760.0,492445470.0,637241150.0,530792000.0
2055.0,592391000.0,685041400.0,321295200.0,622835140.0,795086700.0,477007580.0,627466700.0,518128900.0
2056.0,578927040.0,675363140.0,312101860.0,607128770.0,782012200.0,468048600.0,615489100.0,517303970.0
2057.0,563315200.0,694245060.0,327632540.0,582814340.0,778793100.0,467164260.0,598321540.0,498506900.0
2058.0,556394700.0,666717440.0,300791170.0,569341700.0,770182300.0,451458530.0,585150850.0,490601760.0
2059.0,541664960.0,719909760.0,293137900.0,547066100.0,759451700.0,439582300.0,568113300.0,491111580.0
2060.0,640719550.0,656344770.0,285654660.0,529225500.0,751294900.0,431482500.0,588188740.0,478583580.0
2061.0,537208000.0,643946430.0,276535800.0,517864670.0,750450370.0,425275620.0,553685900.0,470700260.0
2062.0,525183500.0,638220300.0,273559970.0,507450780.0,732629440.0,418457630.0,540908350.0,460637860.0
2063.0,518324600.0,632728060.0,265999890.0,493516800.0,721195900.0,409701800.0,528456960.0,447337600.0
2064.0,504635360.0,774044400.0,260445100.0,481046880.0,705152060.0,404935800.0,513529630.0,439338560.0
2065.0,502868830.0,625601000.0,255519660.0,468777380.0,703958300.0,396912030.0,505106140.0,426532220.0
2066.0,495035360.0,665928800.0,248658660.0,457779330.0,698290000.0,390417860.0,493669340.0,411467600.0
2067.0,491604640.0,620602430.0,243139550.0,452662600.0,677841150.0,384842000.0,486935070.0,407658850.0
2068.0,485198200.0,612031400.0,237924210.0,468264600.0,664382200.0,377089000.0,469786940.0,396971550.0
2069.0,523538140.0,609914500.0,229090400.0,442618300.0,644811970.0,386367580.0,461018000.0,390677540.0
2070.0,475700800.0,600343800.0,234386900.0,429436220.0,631184300.0,368824000.0,452769440.0,382905150.0
2071.0,463967520.0,628761400.0,222699970.0,420622620.0,614333700.0,358433660.0,440279300.0,373573150.0
2072.0,455711650.0,601731100.0,218961860.0,413707780.0,594378240.0,353199870.0,434544420.0,366000130.0
2073.0,447534720.0,597407900.0,213187000.0,408569400.0,581742460.0,347515300.0,427373860.0,360074050.0
2074.0,440092400.0,587198660.0,211002910.0,400648420.0,570021950.0,341377660.0,413023260.0,350940000.0
2075.0,435100740.0,580407500.0,202819400.0,394018780.0,554881100.0,336012600.0,399684900.0,345166850.0
2076.0,432517950.0,578172540.0,196516450.0,395559870.0,539583170.0,330590340.0,393851140.0,338872670.0
2077.0,431615900.0,569268100.0,191199800.0,391003650.0,538002300.0,324118700.0,387891400.0,334955780.0
2078.0,421701400.0,562941630.0,184112770.0,381706180.0,529956030.0,318334270.0,381368770.0,322201700.0
2079.0,414012960.0,590774660.0,175035460.0,375611070.0,520277380.0,310378080.0,375992930.0,315836030.0
2080.0,407087870.0,552346300.0,168930350.0,375870430.0,509127420.0,303968500.0,368378720.0,307607140.0
2081.0,398938050.0,549790660.0,161580700.0,365866140.0,496256930.0,300067940.0,363384740.0,295687970.0
2082.0,393368670.0,549767230.0,160653360.0,371929800.0,484739620.0,294782660.0,357466460.0,287127400.0
2083.0,387531650.0,538642370.0,151824720.0,371996300.0,474185200.0,288803870.0,357488500.0,273974200.0
2084.0,385279140.0,533139260.0,142668270.0,357234940.0,465711100.0,286882460.0,347387300.0,264150180.0
2085.0,373342800.0,522666370.0,139880880.0,349417470.0,456704770.0,281506800.0,343887780.0,267238960.0
2086.0,366143460.0,514251700.0,136650990.0,345077440.0,444534850.0,273291500.0,334807800.0,261012640.0
2087.0,363298560.0,507234880.0,131945920.0,340555300.0,435524930.0,268623550.0,326457500.0,251800380.0
2088.0,346567700.0,500102660.0,126490400.0,337133570.0,432845340.0,259679020.0,316849760.0,240599740.0
2089.0,332144060.0,497220860.0,119870056.0,340612900.0,424014080.0,254533520.0,313026780.0,233546600.0
2090.0,327984930.0,490646200.0,116228660.0,342698080.0,417260350.0,248419540.0,302060300.0,226634030.0
2091.0,313294460.0,520898720.0,117724950.0,333886660.0,413882500.0,243962990.0,292739200.0,222006450.0
2092.0,302509950.0,483152830.0,111738504.0,326061820.0,402789630.0,240636200.0,287932860.0,210648140.0
2093.0,291142080.0,472586900.0,102073980.0,319296450.0,390014430.0,243145970.0,281124600.0,202826980.0
2094.0,276909730.0,466942080.0,98512070.0,314524380.0,380263460.0,235777680.0,273014340.0,198800500.0
2095.0,270751300.0,451586980.0,94697090.0,311029570.0,381874370.0,230669570.0,263823340.0,193040130.0
2096.0,266532670.0,447457380.0,91337390.0,310295000.0,369089120.0,224939230.0,257099760.0,185334140.0
2097.0,260961870.0,441275600.0,82980460.0,309353180.0,367936700.0,218833700.0,248953950.0,181195600.0
2098.0,253727260.0,432327200.0,81130090.0,300672100.0,358355230.0,213218420.0,238969420.0,176452450.0
2099.0,246695490.0,424982560.0,77265740.0,296968800.0,352737800.0,208933970.0,236334140.0,170267660.0
2100.0,238108460.0,425876220.0,73937560.0,295970900.0,345722750.0,204643800.0,226411550.0,166839470.0
