time,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,ACCESS-ESM1-5
2168.0,2306896.5,1666955.2,1529616.6,4514503.5,2044574.6,4959738.5
2169.0,2299420.5,1641067.4,1527923.8,4435889.5,2028407.9,4718333.0
2170.0,2265356.0,1620619.0,1518922.8,4265865.5,1997551.8,4549144.0
2171.0,2260013.0,1559644.8,1518919.5,4170034.2,1979909.9,4450908.0
2172.0,2166166.2,1549185.9,1516232.2,4130618.5,1964846.9,4321849.0
2173.0,2167846.5,1521451.4,1514242.0,4090102.8,1926207.6,4215603.0
2174.0,2096591.8,1504899.2,1512732.1,4000407.5,1885011.8,4161274.8
2175.0,2054202.4,1488173.6,1504764.2,3960039.2,1801031.6,4066087.2
2176.0,2045027.6,1466329.1,1501933.1,3934320.2,1783016.5,3959558.8
2177.0,1994685.8,1448260.5,1497260.6,3708235.2,1728447.5,3946605.8
2178.0,1977752.4,1387933.8,1492707.6,3681076.5,1622591.2,3862228.8
2179.0,1961807.2,1362476.9,1486569.1,3615500.0,1550107.9,3817574.8
2180.0,1956284.5,1338700.0,1485905.0,3607911.0,1527664.4,3795880.5
2181.0,1941892.1,1324454.6,1463088.0,3569725.0,1509635.4,3796466.5
2182.0,1918263.1,1313410.4,1456283.8,3552906.5,1433379.1,3758190.8
2183.0,1889735.9,1270641.5,1431114.1,3523918.8,1412547.9,3746606.8
2184.0,1856059.6,1265255.2,1412582.1,3450248.2,1390314.1,3733780.0
2185.0,1784497.1,1266693.2,1411774.0,3402957.2,1374338.5,3624798.2
2186.0,1764669.2,1258888.8,1414774.2,3368201.0,1332982.5,3581777.2
2187.0,1751983.1,1240004.9,1413828.9,3300335.5,1306034.6,3573663.8
2188.0,1750204.4,1232438.6,1409113.9,3270867.5,1301607.6,3513837.8
2189.0,1739223.5,1206202.5,1407406.6,3263610.5,1288424.8,3466603.2
2190.0,1714864.8,1200110.2,1384281.6,3257263.2,1283027.9,3455330.0
2191.0,1687085.5,1185319.8,1379892.6,3221048.5,1253108.2,3434390.0
2192.0,1658693.6,1175202.2,1374271.1,3194485.2,1245102.1,3340333.5
2193.0,1613582.6,1177667.0,1367251.5,3183037.2,1238094.5,3285905.2
2194.0,1596125.0,1165242.0,1390940.5,3152283.8,1199301.6,3250359.5
2195.0,1581594.4,1161146.9,1366768.5,3130235.5,1131656.4,3187740.0
2196.0,1543176.2,1154743.1,1364467.4,3106410.2,1027255.5,3129363.2
2197.0,1532025.9,1148896.4,1276631.2,3093616.8,1010430.8,3044671.5
2198.0,1518081.8,1148634.5,1276189.1,3088193.8,1004032.3,3001327.8
2199.0,1516986.9,1140908.8,1270108.8,3079365.0,896310.06,2996969.8
2200.0,1512326.4,1133239.4,1263340.4,2984638.2,892311.44,2972195.8
2201.0,1507141.4,1128651.0,1263354.5,2969183.5,889898.6,2992039.0
2202.0,1498287.1,1124114.5,1259545.0,2963320.5,886203.7,2959423.8
2203.0,1484627.9,1119036.6,1256978.2,2958335.0,850642.0,2943972.5
2204.0,1477952.2,1114179.8,1242042.1,2942082.5,847868.44,2920563.2
2205.0,1463545.6,1014621.0,1240417.1,2926212.5,843489.56,2907739.5
2206.0,1440432.2,978483.9,1228935.1,2914562.2,839117.1,2901598.2
2207.0,1362388.2,966590.0,1227468.6,2891494.2,836014.8,2896354.0
2208.0,1335086.0,946173.9,1226637.6,2879740.2,831188.4,2879938.8
2209.0,1317868.2,909646.94,1221915.1,2873482.5,787277.3,2874989.8
2210.0,1170807.0,900933.1,1216710.6,2868955.5,780863.2,2877819.2
2211.0,1163298.1,885895.44,1213289.5,2847079.0,775004.7,2876792.8
2212.0,1161579.0,877470.94,1208723.0,2841091.8,768093.7,2865122.2
2213.0,1157588.1,863935.8,1199193.1,2830830.2,760989.94,2860020.0
2214.0,1139423.2,847797.56,1174497.0,2826474.2,757769.8,2858495.0
2215.0,1122169.9,832382.2,1169624.4,2792296.8,750841.94,2889302.0
2216.0,1109892.4,787287.75,1154968.6,2790661.0,747573.7,2852271.5
2217.0,1096557.8,781556.06,1115714.5,2732728.2,743856.6,2813703.8
2218.0,1069320.2,763155.4,1115828.9,2718545.2,739257.2,2743443.8
2219.0,1014597.06,762672.3,1113960.6,2721319.5,733378.2,2745068.0
2220.0,998699.8,767347.4,1115663.6,2683519.2,727620.8,2728406.5
2221.0,1006614.5,763484.44,1106868.4,2680058.8,720971.2,2690992.0
2222.0,998914.1,764775.06,1105663.6,2670539.8,712519.94,2681659.8
2223.0,976204.2,764785.5,1101426.0,2649326.2,704739.75,2680006.8
2224.0,972053.44,769471.2,1104763.4,2612760.5,696867.94,2644191.2
2225.0,973560.7,765123.56,1104434.6,2608833.2,690691.7,2634934.8
2226.0,976535.06,764456.7,1105657.9,2599394.2,652629.56,2616467.8
2227.0,972171.9,762932.44,1103555.4,2596858.5,629642.3,2578498.2
2228.0,971709.06,760733.3,1100052.1,2574097.2,618515.2,2578090.8
2229.0,972122.1,757905.0,1099413.9,2572854.8,610464.56,2572212.0
2230.0,946602.7,755329.1,1099092.9,2562834.0,584045.94,2573907.2
2231.0,940369.06,753540.5,1100527.4,2552836.8,571432.9,2568743.5
2232.0,933805.75,744232.2,1098179.9,2547842.8,457742.94,2560608.5
2233.0,930732.1,743039.6,1075479.1,2553151.2,431466.12,2530165.2
2234.0,927940.06,741279.3,1073165.8,2522062.2,430794.12,2532300.0
2235.0,917290.6,737519.9,1065348.2,2502550.2,430225.1,2524892.5
2236.0,913583.2,733560.56,1064742.9,2485674.5,430084.78,2518576.2
2237.0,905716.94,728006.7,1062471.4,2475067.0,429749.25,2517224.8
2238.0,901548.0,725694.8,1061529.4,2474804.5,407143.72,2468548.0
2239.0,899107.44,714706.44,1057144.9,2445299.0,406868.5,2456332.8
2240.0,896794.56,709150.3,1051444.6,2444030.8,397154.7,2450165.2
2241.0,904483.25,598316.25,955516.0,2443767.2,397389.75,2441405.0
2242.0,894084.3,595770.3,978646.8,2456022.0,397346.53,2437887.5
2243.0,893065.1,566370.44,953733.7,2454673.0,397123.12,2422791.2
2244.0,888449.06,464653.6,846487.44,2444901.2,397114.38,2435671.5
2245.0,877906.0,455185.34,845595.7,2432045.8,396762.84,2392997.2
2246.0,875295.56,447284.97,848048.4,2433638.0,396748.94,2390338.8
2247.0,874279.4,447820.7,846281.1,2440454.0,396605.28,2378278.8
2248.0,869842.25,448100.44,847691.3,2403964.0,396858.16,2370680.2
2249.0,869942.2,448427.88,850950.06,2414786.8,396083.62,2348373.2
2250.0,877922.1,448567.78,839157.25,2416689.0,396257.8,2290614.2
2251.0,874206.5,448193.97,838024.1,2418036.0,396586.62,2266822.5
2252.0,858739.44,448251.56,838763.1,2419397.2,396539.44,2253681.0
2253.0,761617.06,447573.9,839651.56,2416051.8,396804.9,2258133.5
2254.0,771330.2,447454.2,837826.6,2413166.2,396536.22,2259505.8
2255.0,766270.2,446870.84,835892.75,2415547.8,385637.94,2256194.5
2256.0,659062.75,447866.88,835488.8,2322703.8,385396.84,2244203.5
2257.0,646859.3,447014.9,836767.5,2319802.0,385820.03,2242155.2
2258.0,646633.7,447020.84,836385.56,2317999.5,385957.12,2252748.5
2259.0,650856.06,447386.12,835747.4,2316653.8,385882.53,2243120.8
2260.0,646458.94,438858.66,826092.2,2313873.0,385527.62,2252583.0
2261.0,645072.0,438236.72,827709.94,2308280.2,385019.0,2249651.8
2262.0,643617.75,437728.3,828139.8,2310048.5,385027.47,2241952.5
2263.0,649935.75,437192.4,835555.44,2298388.2,384919.53,2241105.8
2264.0,647574.9,436627.8,826674.1,2283823.2,384886.47,2233645.2
2265.0,647704.8,437264.9,826937.9,2282431.8,384871.47,2226916.8
2266.0,644691.7,436741.72,836519.2,2293276.2,384313.34,2188482.2
2267.0,645291.1,436662.47,840041.9,2294126.8,384244.78,2187927.8
2268.0,645245.56,437014.97,837957.5,2298043.0,384690.4,2187285.2
2269.0,652913.7,437197.4,836277.25,2295162.2,384379.0,2187025.2
2270.0,647993.0,436660.38,833246.0,2289699.2,383808.44,2241043.8
2271.0,645500.06,432131.22,825770.06,2294198.2,383712.28,2187337.8
2272.0,621585.2,432265.78,826195.6,2263146.5,383404.4,2176303.2
2273.0,621680.5,432439.03,835614.94,2258185.8,383266.38,2176197.2
2274.0,622808.06,431967.0,826130.3,2258848.2,382982.75,2175642.8
2275.0,618907.44,430142.25,826090.0,2249983.2,383389.1,2220280.8
2276.0,617165.9,431302.16,836276.75,2246834.5,383557.94,2214597.8
2277.0,619112.44,435126.9,833427.44,2242051.5,383416.66,2216212.8
2278.0,619828.1,430362.97,834212.56,2238652.5,383511.6,2210425.2
2279.0,617909.56,430092.53,833775.25,2231300.8,382609.2,2197453.0
2280.0,614966.75,434573.72,822516.56,2238055.5,358794.2,2178140.5
2281.0,614812.4,429747.16,821076.9,2245690.0,358829.62,2176499.2
2282.0,612624.06,430444.88,821631.94,2241025.5,332950.72,2180176.2
2283.0,595180.4,434788.88,820492.4,2238926.5,333290.9,2201269.8
2284.0,592411.06,434912.44,819958.8,2234586.0,333575.44,2206103.5
2285.0,596792.94,429633.97,820727.3,2232316.5,333761.8,2220042.0
2286.0,596087.4,430038.8,818744.06,2229999.8,333733.44,2214626.8
2287.0,593806.3,432751.84,814957.56,2227633.8,333813.47,2197652.0
2288.0,591319.8,430631.4,816654.94,2232749.8,334479.72,2193017.5
2289.0,573780.06,430327.22,819935.8,2224936.8,334001.97,2182211.5
2290.0,568086.25,429979.9,820637.25,2216588.0,333233.2,2174032.8
2291.0,577901.3,429746.78,821337.25,2215975.0,330559.72,2173033.5
2292.0,572540.1,430400.9,819624.06,2218933.8,330594.47,2170608.5
2293.0,552694.4,429763.16,819765.2,2203921.2,330396.0,2162140.0
2294.0,544090.3,429104.25,816134.2,2215884.5,329984.75,2146835.0
2295.0,560405.5,429072.8,817163.1,2223718.5,330096.94,2144751.2
2296.0,560256.44,428798.16,817912.25,2214202.8,330251.84,2129381.0
2297.0,545148.9,428593.0,819622.06,2205316.5,330354.9,2143745.8
2298.0,543477.0,428860.16,819290.94,2207386.2,330290.34,2113332.0
2299.0,543978.56,428295.56,822834.56,2204558.5,330202.88,2116735.2
2300.0,544519.2,427675.56,821169.0,2181418.2,329683.53,2116906.8
