time,IPSL-CM5A-LR,GFDL-ESM2G,CSIRO-MK3-6-0,GFDL-CM3,CCSM4,NORESM1-M,CESM1-CAM5,CNRM-CM5,CANESM2,GISS-E2-R,MPI-ESM-LR
2045.0,83893125000.0,87793160000.0,86054390000.0,80224985000.0,85813630000.0,84042460000.0,81403350000.0,84926570000.0,84452050000.0,86395410000.0,83803900000.0
2046.0,85353150000.0,86666380000.0,85948695000.0,79431926000.0,85754620000.0,83655746000.0,81017550000.0,84818256000.0,84133480000.0,86267110000.0,83559780000.0
2047.0,84131510000.0,86020194000.0,85614760000.0,78743175000.0,85062345000.0,83369210000.0,80498156000.0,84326244000.0,83943090000.0,86081680000.0,83043660000.0
2048.0,83212255000.0,85679660000.0,85834270000.0,78090230000.0,84628340000.0,84063550000.0,80004620000.0,84677165000.0,83575690000.0,86198510000.0,82873770000.0
2049.0,82735560000.0,85982134000.0,85403165000.0,77441570000.0,84511690000.0,82831680000.0,79562770000.0,84005920000.0,83325380000.0,85815340000.0,82435250000.0
2050.0,82779505000.0,85307840000.0,84991950000.0,76815720000.0,84094030000.0,82316690000.0,79040090000.0,83488735000.0,83083250000.0,85282230000.0,82077110000.0
2051.0,82365596000.0,85310850000.0,85462280000.0,76229960000.0,85115990000.0,81876850000.0,78623840000.0,84264714000.0,82558440000.0,85092300000.0,82365410000.0
2052.0,81731990000.0,84789170000.0,85011510000.0,75610570000.0,84496286000.0,81893240000.0,78158440000.0,84670480000.0,82258190000.0,84960150000.0,81320960000.0
2053.0,81309570000.0,84748894000.0,84696410000.0,75029450000.0,83810160000.0,82879970000.0,77728730000.0,83026420000.0,81847500000.0,84702765000.0,80957520000.0
2054.0,80894600000.0,84886440000.0,84390674000.0,74307200000.0,84915814000.0,81229636000.0,77238395000.0,82555000000.0,81478870000.0,84470150000.0,80580300000.0
2055.0,81006640000.0,84893450000.0,84235910000.0,73652690000.0,83308175000.0,80677446000.0,76842670000.0,82817606000.0,81252590000.0,84825840000.0,80179220000.0
2056.0,80301466000.0,84361830000.0,84799270000.0,73080180000.0,84008340000.0,80867960000.0,76191800000.0,83787660000.0,81173330000.0,84223795000.0,79913470000.0
2057.0,79963850000.0,84383450000.0,84662125000.0,72711750000.0,83974440000.0,80668700000.0,75682540000.0,83025000000.0,80529840000.0,83847640000.0,79606320000.0
2058.0,79520326000.0,84253565000.0,84153060000.0,72145630000.0,83772330000.0,79861105000.0,75052690000.0,86801410000.0,80748855000.0,83709500000.0,79454600000.0
2059.0,81163936000.0,84728600000.0,84046725000.0,71433520000.0,83453960000.0,79540350000.0,74612520000.0,84380310000.0,79895210000.0,83845865000.0,79246120000.0
2060.0,79380865000.0,83822830000.0,83872050000.0,70726205000.0,82930400000.0,78990090000.0,74052150000.0,82219850000.0,79450825000.0,83383880000.0,78711734000.0
2061.0,78968740000.0,84669090000.0,83436560000.0,70029890000.0,82661425000.0,78659355000.0,73470886000.0,81558780000.0,79123770000.0,83775120000.0,78311694000.0
2062.0,78326145000.0,83903726000.0,83506140000.0,69597330000.0,84362625000.0,78596840000.0,72800940000.0,80892780000.0,78671870000.0,83558820000.0,77991410000.0
2063.0,78140950000.0,83351830000.0,83442030000.0,68908070000.0,84712915000.0,78138655000.0,72112430000.0,80308850000.0,78296410000.0,83041665000.0,77599800000.0
2064.0,77846230000.0,84363770000.0,83089520000.0,68379950000.0,83258990000.0,78137440000.0,71447480000.0,79756010000.0,78674430000.0,83375825000.0,77940100000.0
2065.0,77266040000.0,83596800000.0,84631190000.0,67788354000.0,82759620000.0,77365000000.0,70777190000.0,79714690000.0,78240590000.0,83802180000.0,77179300000.0
2066.0,79053670000.0,83032850000.0,83419090000.0,67220615000.0,83821850000.0,76910180000.0,70469170000.0,79306826000.0,77272120000.0,83188335000.0,76676880000.0
2067.0,77332380000.0,83395750000.0,82855990000.0,66662932000.0,83216770000.0,76516130000.0,69707680000.0,79297920000.0,77071910000.0,82671950000.0,76347910000.0
2068.0,76361680000.0,82723226000.0,82377335000.0,65986298000.0,82478070000.0,76162834000.0,69326990000.0,79001340000.0,76588830000.0,82315600000.0,75984310000.0
2069.0,75857820000.0,82315980000.0,82949790000.0,65357378000.0,82060900000.0,76218925000.0,68477320000.0,78629150000.0,76334220000.0,81993870000.0,75738030000.0
2070.0,75428690000.0,82046800000.0,82431040000.0,64933405000.0,81970530000.0,75527520000.0,67750650000.0,80209084000.0,75757870000.0,82207425000.0,75665370000.0
2071.0,75240180000.0,82249060000.0,82318720000.0,64436113000.0,81831990000.0,75114270000.0,67431604000.0,78912980000.0,75352640000.0,82384020000.0,75465720000.0
2072.0,74695080000.0,82321680000.0,82074900000.0,63787480000.0,81342145000.0,75620770000.0,66468050000.0,78132806000.0,75093930000.0,82044200000.0,74973610000.0
2073.0,74276970000.0,81972036000.0,82011850000.0,63168717000.0,81426250000.0,75340030000.0,65744556000.0,81465130000.0,74645316000.0,81553280000.0,74690260000.0
2074.0,73774850000.0,81732980000.0,81963960000.0,62524770000.0,81480400000.0,75616300000.0,65311330000.0,78924000000.0,74500240000.0,83146960000.0,74400260000.0
2075.0,73525920000.0,82778145000.0,82374420000.0,62170700000.0,80983040000.0,74550260000.0,65463310000.0,82040170000.0,74151100000.0,81919930000.0,73960080000.0
2076.0,73263780000.0,81999590000.0,83230620000.0,61665116000.0,80610206000.0,73880620000.0,64272020000.0,79101920000.0,73525630000.0,81246405000.0,73648500000.0
2077.0,73153610000.0,81762400000.0,82766900000.0,61173040000.0,80520266000.0,73732550000.0,63593460000.0,77777125000.0,73074990000.0,80917240000.0,73395980000.0
2078.0,75213900000.0,82009510000.0,81481560000.0,60459920000.0,82661390000.0,75730810000.0,63071490000.0,77560600000.0,72724324000.0,81002370000.0,72958200000.0
2079.0,72468300000.0,81502890000.0,81395910000.0,59946512000.0,81131260000.0,72906030000.0,62365800000.0,76775500000.0,72202960000.0,80932640000.0,72657090000.0
2080.0,72066310000.0,80905535000.0,80997230000.0,59596063000.0,80633610000.0,72630256000.0,61694640000.0,76277236000.0,72071100000.0,80953890000.0,72408550000.0
2081.0,71662660000.0,81238360000.0,81429600000.0,58793554000.0,80240160000.0,72277420000.0,61041290000.0,77015990000.0,71837830000.0,80505570000.0,71997780000.0
2082.0,71355850000.0,80671195000.0,80514240000.0,58274787000.0,80775350000.0,71745260000.0,60530530000.0,75686400000.0,71254426000.0,80111710000.0,71992130000.0
2083.0,71025340000.0,80473000000.0,81508580000.0,57830535000.0,80007380000.0,71283420000.0,59854450000.0,75359320000.0,70794020000.0,79893630000.0,72133740000.0
2084.0,70673195000.0,80653430000.0,81054020000.0,57297973000.0,80357620000.0,70808820000.0,59709890000.0,76678370000.0,70415000000.0,80176250000.0,71194920000.0
2085.0,70210830000.0,80585605000.0,81104530000.0,56796190000.0,79973335000.0,70559285000.0,59201940000.0,74821510000.0,70242130000.0,80174105000.0,71187600000.0
2086.0,69855035000.0,79787280000.0,80618270000.0,56283443000.0,82149990000.0,69961340000.0,58675167000.0,74423020000.0,69848560000.0,79606570000.0,70855980000.0
2087.0,70305850000.0,80193370000.0,80065680000.0,55719367000.0,80520724000.0,69618524000.0,58413896000.0,74273950000.0,69201410000.0,79269780000.0,70206650000.0
2088.0,69657450000.0,79999074000.0,80771230000.0,55492960000.0,81493980000.0,69340900000.0,57562026000.0,74309590000.0,69110505000.0,79337830000.0,70229950000.0
2089.0,69441230000.0,80337306000.0,80051814000.0,54906300000.0,80168320000.0,68785940000.0,56915046000.0,73376130000.0,68646020000.0,79078320000.0,70901620000.0
2090.0,71930440000.0,80596960000.0,79941755000.0,54493310000.0,79819870000.0,68573210000.0,56325992000.0,73104890000.0,68297937000.0,80013240000.0,69788310000.0
2091.0,69910930000.0,79735235000.0,80000090000.0,54263714000.0,79875810000.0,68148610000.0,55978344000.0,72798044000.0,67673630000.0,79590550000.0,69418240000.0
2092.0,68952640000.0,79259610000.0,79466460000.0,53801964000.0,80710980000.0,67598050000.0,55290840000.0,73129270000.0,67208820000.0,79175560000.0,69247705000.0
2093.0,68988930000.0,79037730000.0,79225510000.0,53192120000.0,79798420000.0,67041120000.0,55058340000.0,72404050000.0,66730705000.0,78697160000.0,69233540000.0
2094.0,69494100000.0,78763590000.0,78866040000.0,53105594000.0,79699100000.0,66796462000.0,54149784000.0,73259930000.0,68034200000.0,78368970000.0,68738834000.0
2095.0,67876217000.0,78824810000.0,78900470000.0,52497290000.0,79088660000.0,66501313000.0,53821160000.0,72004850000.0,66084598000.0,79507670000.0,69382320000.0
2096.0,67590906000.0,78372225000.0,78624630000.0,52660253000.0,79301750000.0,66320270000.0,53332693000.0,71433445000.0,65714470000.0,78598200000.0,68332850000.0
2097.0,67174920000.0,79229985000.0,78359710000.0,52196990000.0,81090260000.0,65966370000.0,52733490000.0,71557310000.0,65486197000.0,78134840000.0,68062708000.0
2098.0,66847162000.0,78546080000.0,78107990000.0,51310092000.0,80361325000.0,65562366000.0,52510390000.0,71085490000.0,65115537000.0,78213100000.0,67627200000.0
2099.0,66627375000.0,80135750000.0,77943030000.0,50840273000.0,79149330000.0,65118716000.0,51656503000.0,72300850000.0,64812597000.0,78079390000.0,68127207000.0
2100.0,66316060000.0,78279640000.0,77784670000.0,50421000000.0,79968805000.0,64833130000.0,51256267000.0,71406264000.0,64259183000.0,78223910000.0,68102940000.0
