time,CANESM5,IPSL-CM6A-LR,CNRM-ESM2-1,MRI-ESM2-0,UKESM1-0-LL
2031.0,2209520800000.0,2548202500000.0,2592416000000.0,2483287500000.0,2416134000000.0
2032.0,2160013700000.0,2522994700000.0,2566456300000.0,2472436000000.0,2378557000000.0
2033.0,2099871000000.0,2497060000000.0,2532694000000.0,2429786300000.0,2333980500000.0
2034.0,2055552100000.0,2458208200000.0,2491395600000.0,2394708800000.0,2286491800000.0
2035.0,1974384200000.0,2419719000000.0,2437321300000.0,2368453700000.0,2250666000000.0
2036.0,1922604900000.0,2403075000000.0,2426244200000.0,2341934700000.0,2203169800000.0
2037.0,1871193200000.0,2390168200000.0,2400503700000.0,2312571200000.0,2150664100000.0
2038.0,1820927900000.0,2374025300000.0,2402211900000.0,2254095300000.0,2116221800000.0
2039.0,1753436700000.0,2333396000000.0,2376402000000.0,2203713300000.0,2086584000000.0
2040.0,1741120500000.0,2293116000000.0,2382458000000.0,2191210700000.0,2062807000000.0
2041.0,1698503300000.0,2240276300000.0,2381334000000.0,2151811300000.0,2034304500000.0
2042.0,1666021200000.0,2219390500000.0,2371625700000.0,2128867800000.0,2001457900000.0
2043.0,1588575000000.0,2190389400000.0,2331804700000.0,2076021600000.0,1953991000000.0
2044.0,1533331200000.0,2154628000000.0,2295882000000.0,2012495900000.0,1916004100000.0
2045.0,1499437200000.0,2112448100000.0,2272524800000.0,1972117300000.0,1875436100000.0
2046.0,1456946800000.0,2081798800000.0,2229404000000.0,1935542600000.0,1800137600000.0
2047.0,1405874600000.0,2055517600000.0,2207263000000.0,1907584700000.0,1737828500000.0
2048.0,1370708600000.0,1997726200000.0,2177686400000.0,1844098100000.0,1695671800000.0
2049.0,1328730000000.0,1963242200000.0,2150324800000.0,1804006900000.0,1649331900000.0
2050.0,1285067900000.0,1917610200000.0,2119549600000.0,1759407500000.0,1584455500000.0
2051.0,1259803200000.0,1889741800000.0,2076453400000.0,1735832400000.0,1552053200000.0
2052.0,1227483000000.0,1851098100000.0,2043241800000.0,1699493600000.0,1512518300000.0
2053.0,1194444700000.0,1814088000000.0,2001276400000.0,1663528000000.0,1482655000000.0
2054.0,1175737900000.0,1785298200000.0,1996418800000.0,1648312700000.0,1449972600000.0
2055.0,1141738600000.0,1748529600000.0,1954454300000.0,1606650000000.0,1399572000000.0
2056.0,1097668700000.0,1728472000000.0,1922421100000.0,1583770500000.0,1349736000000.0
2057.0,1058159850000.0,1688522500000.0,1891673600000.0,1552979700000.0,1307383600000.0
2058.0,1029546250000.0,1651397900000.0,1849986000000.0,1536884500000.0,1274214600000.0
2059.0,996892900000.0,1619910700000.0,1816420500000.0,1501335100000.0,1239322900000.0
2060.0,970875540000.0,1577304200000.0,1754247700000.0,1470532300000.0,1197442500000.0
2061.0,946163350000.0,1546131200000.0,1724940000000.0,1432319600000.0,1171005200000.0
2062.0,923867800000.0,1508564400000.0,1698350500000.0,1422452700000.0,1140417200000.0
2063.0,896973800000.0,1476825300000.0,1673616200000.0,1414520500000.0,1114853200000.0
2064.0,882187440000.0,1455704900000.0,1638380000000.0,1400456100000.0,1083232100000.0
2065.0,855451040000.0,1436841500000.0,1615221800000.0,1379280200000.0,1050364540000.0
2066.0,839805040000.0,1417240000000.0,1595249800000.0,1368804000000.0,1007930800000.0
2067.0,822016600000.0,1381228600000.0,1583570600000.0,1357737500000.0,978468100000.0
2068.0,796781500000.0,1372143900000.0,1560616800000.0,1341009200000.0,955145500000.0
2069.0,767487600000.0,1356884100000.0,1532614400000.0,1320956200000.0,932364160000.0
2070.0,747036930000.0,1336706700000.0,1505319600000.0,1310894900000.0,903019800000.0
2071.0,738172860000.0,1310125700000.0,1492967400000.0,1300052600000.0,869867700000.0
2072.0,726418650000.0,1288901100000.0,1471644300000.0,1292987100000.0,844662800000.0
2073.0,709624900000.0,1275120200000.0,1437650100000.0,1276863400000.0,837926600000.0
2074.0,694359360000.0,1248510700000.0,1411865500000.0,1267170800000.0,818407500000.0
2075.0,673338750000.0,1239669900000.0,1369235100000.0,1253945600000.0,784197940000.0
2076.0,662640500000.0,1214867200000.0,1365821600000.0,1236040300000.0,761866200000.0
2077.0,650662600000.0,1199369000000.0,1350243000000.0,1230199600000.0,750984230000.0
2078.0,645325100000.0,1181720400000.0,1327048600000.0,1222451100000.0,742429000000.0
2079.0,631315560000.0,1171480400000.0,1309645300000.0,1216861800000.0,726537800000.0
2080.0,612323200000.0,1153313000000.0,1288289000000.0,1207571600000.0,704955500000.0
2081.0,591749400000.0,1132392300000.0,1270848800000.0,1190391300000.0,687516000000.0
2082.0,575089200000.0,1119875000000.0,1275588900000.0,1181675000000.0,672100400000.0
2083.0,568232600000.0,1100648800000.0,1247883800000.0,1172122400000.0,669502800000.0
2084.0,567224240000.0,1088076900000.0,1233249100000.0,1155099900000.0,651463160000.0
2085.0,560985300000.0,1064384860000.0,1221584700000.0,1143413100000.0,633215250000.0
2086.0,553445100000.0,1052706700000.0,1210025100000.0,1140230600000.0,630729300000.0
2087.0,548241080000.0,1039487600000.0,1202122100000.0,1125535200000.0,611845800000.0
2088.0,556825600000.0,1024210800000.0,1172196700000.0,1130318000000.0,595559800000.0
2089.0,548429530000.0,1014194630000.0,1173133300000.0,1126295400000.0,584307300000.0
2090.0,530840300000.0,1013664250000.0,1156725900000.0,1117085100000.0,573509200000.0
2091.0,514603060000.0,1015515300000.0,1146605400000.0,1117007100000.0,566446650000.0
2092.0,507925140000.0,1005105450000.0,1127281100000.0,1112308700000.0,567679060000.0
2093.0,500045250000.0,984620500000.0,1122366800000.0,1097987300000.0,555170400000.0
2094.0,489383000000.0,971283900000.0,1101669300000.0,1092187260000.0,542335800000.0
2095.0,481138900000.0,959042800000.0,1093719200000.0,1094675800000.0,530461430000.0
2096.0,477309040000.0,949884600000.0,1075697350000.0,1094150500000.0,522554800000.0
2097.0,470525020000.0,936829800000.0,1071858060000.0,1069400000000.0,516119430000.0
2098.0,464975950000.0,929247850000.0,1073588100000.0,1062927860000.0,502153940000.0
2099.0,461492030000.0,923822850000.0,1075622100000.0,1061835640000.0,489805640000.0
2100.0,457348840000.0,918319140000.0,1065177600000.0,1059455500000.0,474673000000.0
