time,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR
2085.0,13161351000.0,38078235000.0,30964482000.0,26315876000.0
2086.0,13765185000.0,38834870000.0,31875998000.0,27042316000.0
2087.0,14408269000.0,39023520000.0,31811828000.0,27967896000.0
2088.0,14599682000.0,39918570000.0,30721462000.0,28210893000.0
2089.0,15063197000.0,40623050000.0,31029197000.0,27483628000.0
2090.0,15491851000.0,41325703000.0,31526250000.0,28225978000.0
2091.0,15022810000.0,41326203000.0,32084607000.0,29122714000.0
2092.0,14330289000.0,40221016000.0,32260389000.0,29531542000.0
2093.0,14517615000.0,39120630000.0,31924430000.0,30315153000.0
2094.0,15021198000.0,40507690000.0,32266484000.0,30596237000.0
2095.0,14603636000.0,40490357000.0,32323848000.0,29785262000.0
2096.0,13899692000.0,39919540000.0,33360667000.0,30409011000.0
2097.0,14202501000.0,41187525000.0,33328940000.0,30934426000.0
2098.0,14759519000.0,41857958000.0,33866342000.0,31638230000.0
2099.0,14793857000.0,42679190000.0,34796855000.0,31461910000.0
2100.0,15282032000.0,42241036000.0,35132252000.0,31484025000.0
