time,CSIRO-MK3-6-0,GFDL-CM3,CNRM-CM5,GISS-E2-R,MPI-ESM-LR,CANESM2,IPSL-CM5A-LR,NORESM1-M,CCSM4,GFDL-ESM2G,CESM1-CAM5
2012.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0
2013.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0
2014.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0
2015.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0
2016.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0
2017.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0
2018.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0
2019.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0
2020.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0
2021.0,54791782000.0,54418436000.0,55316877000.0,55041475000.0,55690200000.0,55121457000.0,54900072000.0,55901254000.0,55148770000.0,55299277000.0,54844666000.0
2022.0,55004238000.0,54044890000.0,54215856000.0,56332640000.0,55355822000.0,53345784000.0,54883856000.0,57013330000.0,54704930000.0,54703882000.0,54021878000.0
2023.0,53753328000.0,55225102000.0,51208204000.0,55884390000.0,54316630000.0,51961000000.0,54665093000.0,56798190000.0,53361570000.0,55409185000.0,52887860000.0
2024.0,53544227000.0,55626703000.0,49686524000.0,54789230000.0,52134613000.0,49480983000.0,53697737000.0,56753885000.0,51369173000.0,56706680000.0,51739560000.0
2025.0,54339707000.0,56714740000.0,48099865000.0,54703010000.0,50142953000.0,49021452000.0,53630620000.0,56601924000.0,50978718000.0,58362180000.0,52591145000.0
2026.0,53604530000.0,56933507000.0,46445126000.0,54327940000.0,49239216000.0,49216860000.0,53735050000.0,55630025000.0,51084755000.0,58658558000.0,51470370000.0
2027.0,52025205000.0,56449827000.0,44828560000.0,55096058000.0,49638593000.0,48915448000.0,54138740000.0,54382105000.0,50004996000.0,58838454000.0,50507837000.0
2028.0,50749972000.0,57624220000.0,44471472000.0,53669294000.0,48926212000.0,48244535000.0,53416800000.0,52864086000.0,48592937000.0,58544443000.0,48881600000.0
2029.0,48783217000.0,56789815000.0,43206140000.0,52939930000.0,47232315000.0,46487060000.0,52529398000.0,51062915000.0,46774735000.0,58580040000.0,47572070000.0
2030.0,47570130000.0,56224756000.0,42881040000.0,52241240000.0,45623697000.0,45657480000.0,52283294000.0,49725633000.0,45413720000.0,59096050000.0,47277980000.0
2031.0,46527110000.0,55575065000.0,42019918000.0,51240985000.0,44717715000.0,46027070000.0,50982474000.0,49442275000.0,44573823000.0,60107436000.0,47211880000.0
2032.0,44803637000.0,55400530000.0,41316280000.0,50629650000.0,43986020000.0,45782573000.0,51326718000.0,48894800000.0,43740488000.0,60618370000.0,46454190000.0
2033.0,43032240000.0,55205167000.0,42156970000.0,50002770000.0,44024185000.0,44386030000.0,51223760000.0,48108917000.0,42253240000.0,59832900000.0,45645400000.0
2034.0,41484460000.0,55203510000.0,42490890000.0,49460224000.0,44799840000.0,44021666000.0,50068760000.0,47776416000.0,41131954000.0,59335467000.0,45478756000.0
2035.0,40274924000.0,56926458000.0,42899450000.0,49175430000.0,44361093000.0,43029220000.0,49593690000.0,46740690000.0,40083590000.0,59719090000.0,44955490000.0
2036.0,39839650000.0,55862895000.0,42615554000.0,49053876000.0,42547425000.0,41964896000.0,46993140000.0,46605984000.0,39515005000.0,60265185000.0,44371900000.0
2037.0,39331340000.0,56187830000.0,41492746000.0,48897835000.0,42620015000.0,40780980000.0,45794790000.0,46281410000.0,38802633000.0,61032845000.0,43548350000.0
2038.0,38575610000.0,56730997000.0,41386370000.0,48116110000.0,43279364000.0,40040624000.0,44717543000.0,46837180000.0,38353715000.0,62024573000.0,44415394000.0
2039.0,38361797000.0,55535240000.0,42466350000.0,47073346000.0,44374303000.0,38955975000.0,44550865000.0,47012078000.0,38225633000.0,61865900000.0,43841500000.0
2040.0,38832080000.0,54037594000.0,42989490000.0,47382974000.0,42562600000.0,37110470000.0,43970445000.0,47562830000.0,38327624000.0,59545854000.0,43778683000.0
2041.0,38412370000.0,53947888000.0,42715490000.0,47987620000.0,42461336000.0,37020668000.0,42645414000.0,46240256000.0,36892920000.0,59885793000.0,43469263000.0
2042.0,38658500000.0,52569096000.0,42939370000.0,48283394000.0,41693716000.0,37279910000.0,39508300000.0,46428560000.0,35540718000.0,59834376000.0,43457634000.0
2043.0,38240076000.0,52363743000.0,42750775000.0,47578760000.0,39786734000.0,36300063000.0,37967786000.0,47201490000.0,34756200000.0,60088160000.0,42671133000.0
2044.0,38530384000.0,50552900000.0,41810862000.0,48150966000.0,39517460000.0,34628764000.0,37798232000.0,47877173000.0,35228316000.0,59928736000.0,42578022000.0
2045.0,39210086000.0,48725410000.0,41362990000.0,47981912000.0,39297630000.0,33652992000.0,38028853000.0,47143666000.0,35341330000.0,58715440000.0,42334134000.0
2046.0,39421297000.0,47980870000.0,41345552000.0,48344270000.0,38862352000.0,34052983000.0,37272818000.0,47540780000.0,35154956000.0,59050725000.0,41145545000.0
2047.0,38249345000.0,48366092000.0,41765724000.0,48428626000.0,37655520000.0,35069645000.0,35757494000.0,47523738000.0,34470150000.0,59483283000.0,40644686000.0
2048.0,36803450000.0,47750873000.0,41473940000.0,49068487000.0,37360185000.0,35386860000.0,35992840000.0,46753456000.0,34438996000.0,59395530000.0,40558270000.0
2049.0,36238580000.0,48168145000.0,41178583000.0,48159830000.0,37653324000.0,34818843000.0,35387620000.0,45857247000.0,35127177000.0,59205840000.0,39688327000.0
2050.0,35918720000.0,47469056000.0,40909672000.0,47093273000.0,37730200000.0,34375500000.0,34952330000.0,44362494000.0,34660750000.0,59554435000.0,38951890000.0
2051.0,35388568000.0,46293700000.0,39888278000.0,46611910000.0,37321523000.0,33905938000.0,35610534000.0,43897560000.0,34149624000.0,59558105000.0,38940807000.0
2052.0,35619107000.0,45221870000.0,38975783000.0,46812870000.0,36532412000.0,33809156000.0,35500100000.0,43573584000.0,33976154000.0,59756300000.0,38736703000.0
2053.0,35438160000.0,44662927000.0,38893117000.0,47566066000.0,36254600000.0,33062513000.0,35635024000.0,41971380000.0,33684720000.0,59359322000.0,37469720000.0
2054.0,36255277000.0,43955855000.0,37728910000.0,46961210000.0,36267123000.0,32380963000.0,35146750000.0,41655595000.0,32729220000.0,58043580000.0,36743885000.0
2055.0,36595663000.0,42684346000.0,36711453000.0,47832056000.0,36098240000.0,31136874000.0,35171697000.0,40699540000.0,32245811000.0,57724383000.0,35449164000.0
2056.0,37141045000.0,41698990000.0,36490625000.0,46564230000.0,36379540000.0,30191534000.0,35296612000.0,39952024000.0,32173090000.0,59062580000.0,34324599000.0
2057.0,36428775000.0,41647790000.0,35251890000.0,45968273000.0,35649310000.0,29012705000.0,35322925000.0,38829842000.0,31161300000.0,57796366000.0,33282515000.0
2058.0,36322420000.0,42289040000.0,34235195000.0,44751237000.0,34440176000.0,28017586000.0,34351436000.0,38705947000.0,30779020000.0,57604207000.0,31974214000.0
2059.0,36665110000.0,42244076000.0,34503774000.0,44524995000.0,33694757000.0,25939170000.0,32999385000.0,37500280000.0,30702880000.0,55544263000.0,31114530000.0
2060.0,35952755000.0,42154110000.0,33897850000.0,43199400000.0,33468610000.0,25603609000.0,32523635000.0,37137570000.0,30134612000.0,54279627000.0,29917186000.0
2061.0,35286426000.0,42324886000.0,33785043000.0,43245597000.0,32852730000.0,24640178000.0,31609500000.0,35825740000.0,29701204000.0,53666898000.0,28728443000.0
2062.0,35395020000.0,42512240000.0,33657156000.0,43814826000.0,32836192000.0,23371348000.0,31210488000.0,34702844000.0,29473982000.0,51896672000.0,27948937000.0
2063.0,34932417000.0,43122168000.0,32938025000.0,43717880000.0,33634700000.0,22173819000.0,31776786000.0,34600886000.0,28670024000.0,51912552000.0,27220240000.0
2064.0,35182390000.0,43511493000.0,33212213000.0,43674440000.0,34338812000.0,21981436000.0,32166904000.0,34061270000.0,28269779000.0,51373000000.0,26401815000.0
2065.0,35167953000.0,43235030000.0,33247803000.0,43669940000.0,33368627000.0,21580065000.0,31975590000.0,34031186000.0,27540600000.0,51315790000.0,25313434000.0
2066.0,35106280000.0,43025710000.0,32446040000.0,44642968000.0,32668078000.0,21004863000.0,30919698000.0,33331087000.0,26529585000.0,50990862000.0,24384567000.0
2067.0,35705663000.0,42036277000.0,31507425000.0,44910354000.0,31551353000.0,19863388000.0,30741674000.0,34304887000.0,26124392000.0,50344930000.0,24217197000.0
2068.0,36087497000.0,41870578000.0,31109827000.0,45449010000.0,30763686000.0,19741049000.0,30394868000.0,33466126000.0,25942972000.0,50631504000.0,23378045000.0
2069.0,36469580000.0,42264960000.0,30870544000.0,45193510000.0,30874477000.0,19079156000.0,29519757000.0,32741757000.0,25229638000.0,50266395000.0,22841002000.0
2070.0,37069046000.0,42163655000.0,30833127000.0,45048177000.0,30957318000.0,18799612000.0,28572867000.0,32289180000.0,24158282000.0,49571390000.0,22889492000.0
2071.0,36820595000.0,42483675000.0,30609678000.0,44962894000.0,30299103000.0,18641890000.0,28104150000.0,31820055000.0,24645511000.0,48964140000.0,22792544000.0
2072.0,36082696000.0,42113122000.0,30247500000.0,45262455000.0,29411970000.0,18366628000.0,27776424000.0,31388668000.0,24296268000.0,48987910000.0,22105250000.0
2073.0,36602417000.0,41280520000.0,29687628000.0,45289116000.0,28306710000.0,19206707000.0,27463246000.0,31925918000.0,24270664000.0,48446083000.0,21413702000.0
2074.0,35757117000.0,41025520000.0,30006342000.0,45402500000.0,27982633000.0,18831206000.0,27918600000.0,32269967000.0,24586527000.0,47823143000.0,21024436000.0
2075.0,34978300000.0,41525035000.0,30197578000.0,46653178000.0,28109076000.0,18479892000.0,27904397000.0,32370993000.0,24189960000.0,46365700000.0,20885426000.0
2076.0,34879476000.0,41624445000.0,29373563000.0,46681498000.0,27478483000.0,18333536000.0,27234693000.0,31794180000.0,23711490000.0,45316846000.0,20270295000.0
2077.0,34235646000.0,41634410000.0,29050657000.0,46360380000.0,26340780000.0,18119277000.0,26626374000.0,31279112000.0,23356850000.0,44877586000.0,19789201000.0
2078.0,33647045000.0,41933734000.0,29412493000.0,45272080000.0,25263163000.0,17892049000.0,26123055000.0,31083354000.0,23158055000.0,45194363000.0,19212792000.0
2079.0,33421228000.0,41405637000.0,29758171000.0,44694696000.0,24296878000.0,17670267000.0,26153816000.0,31376304000.0,23321412000.0,44013646000.0,18894418000.0
2080.0,34189363000.0,40186393000.0,29113684000.0,44715940000.0,25057737000.0,17429029000.0,26095240000.0,31251448000.0,23664785000.0,43944276000.0,18588220000.0
2081.0,34245808000.0,40813597000.0,27656993000.0,44481126000.0,25313270000.0,17183971000.0,25970412000.0,30628573000.0,23921512000.0,43136970000.0,17993992000.0
2082.0,33738992000.0,40494653000.0,26646661000.0,44002423000.0,25765093000.0,17179167000.0,26175830000.0,30538690000.0,24405926000.0,43331800000.0,17667072000.0
2083.0,34428215000.0,40207770000.0,26255745000.0,43676893000.0,25753047000.0,17179040000.0,27277324000.0,30563172000.0,25064420000.0,44266058000.0,17353925000.0
2084.0,34410140000.0,39616066000.0,26134297000.0,42213100000.0,25426393000.0,17611477000.0,27680072000.0,30489141000.0,25342011000.0,44767770000.0,16604983000.0
2085.0,33856154000.0,38907798000.0,25569733000.0,41428590000.0,25220370000.0,17608286000.0,27997045000.0,30037828000.0,24847585000.0,43701727000.0,16109980000.0
2086.0,33742182000.0,38789145000.0,25356288000.0,41332370000.0,25473174000.0,17887457000.0,27865862000.0,30020497000.0,24345248000.0,43351500000.0,16347480000.0
2087.0,34156317000.0,39342985000.0,25556781000.0,40477258000.0,25695834000.0,17596236000.0,28408828000.0,30205240000.0,23922315000.0,42874266000.0,16411342000.0
2088.0,33494043000.0,38753313000.0,25185020000.0,40653870000.0,25914352000.0,17515422000.0,27900789000.0,29837048000.0,23824886000.0,42002026000.0,16187833000.0
2089.0,32968659000.0,37551473000.0,25080460000.0,40561144000.0,25462548000.0,17342880000.0,27787284000.0,29320393000.0,23574452000.0,42314015000.0,16183929000.0
2090.0,31813980000.0,37061750000.0,25021762000.0,40589590000.0,25684953000.0,17391000000.0,27053990000.0,28277703000.0,23631553000.0,42194420000.0,16189129000.0
2091.0,31318585000.0,36739100000.0,24756382000.0,40623395000.0,26150439000.0,17774619000.0,26976137000.0,27782160000.0,23151188000.0,41340940000.0,16698148000.0
2092.0,31538700000.0,36845367000.0,24490060000.0,39998566000.0,25695218000.0,17489630000.0,26725118000.0,27690121000.0,22488130000.0,41250583000.0,16523750000.0
2093.0,31883581000.0,36990624000.0,24075217000.0,39185910000.0,25279484000.0,16945470000.0,27427710000.0,27488178000.0,22425629000.0,42101486000.0,16201720000.0
2094.0,31973060000.0,36607680000.0,23608650000.0,38323868000.0,24632600000.0,16932856000.0,27167554000.0,27537355000.0,22738104000.0,43076555000.0,16140050000.0
2095.0,32180249000.0,36904436000.0,23225864000.0,37156910000.0,23877030000.0,16924668000.0,25985292000.0,27595512000.0,22210286000.0,43470303000.0,15987355000.0
2096.0,32061415000.0,35981780000.0,22526550000.0,37637472000.0,23893029000.0,16709303000.0,25120078000.0,28467700000.0,22068599000.0,43553292000.0,15605454000.0
2097.0,32328368000.0,35565715000.0,22814460000.0,37193945000.0,23374887000.0,16610684000.0,25056938000.0,27965490000.0,21821930000.0,43084480000.0,15460419000.0
2098.0,32430952000.0,35297420000.0,23363092000.0,37268857000.0,23126067000.0,16700983000.0,24254390000.0,28243888000.0,21366012000.0,43031486000.0,15218572000.0
2099.0,32144108000.0,36212420000.0,23651172000.0,36028580000.0,22424766000.0,16590728000.0,25402092000.0,28084093000.0,21425453000.0,42975863000.0,15896776000.0
2100.0,31885316000.0,36578100000.0,22938077000.0,35076276000.0,22599074000.0,16834497000.0,26742004000.0,27707105000.0,21556382000.0,43044210000.0,15643659000.0
