time,NORESM1-M,GFDL-ESM2G,CCSM4,CESM1-CAM5,GFDL-CM3,CSIRO-MK3-6-0,GISS-E2-R,IPSL-CM5A-LR
2038.0,42138264000.0,50344153000.0,43753000000.0,46746984000.0,52784680000.0,47257560000.0,45263307000.0,44249084000.0
2039.0,40588046000.0,50184750000.0,42803450000.0,46602453000.0,53072994000.0,47425143000.0,44310155000.0,43731380000.0
2040.0,39446122000.0,50175615000.0,42641290000.0,45724918000.0,54461950000.0,47497613000.0,42927047000.0,43655934000.0
2041.0,38735553000.0,50393380000.0,42159520000.0,46009758000.0,53469716000.0,45459750000.0,41645900000.0,43294770000.0
2042.0,37822165000.0,50908850000.0,40935014000.0,45212803000.0,53411602000.0,42970264000.0,40346747000.0,42293875000.0
2043.0,37823660000.0,50887238000.0,40290214000.0,44261126000.0,53719740000.0,41656054000.0,39963587000.0,42073354000.0
2044.0,37150028000.0,49334227000.0,39627110000.0,43574570000.0,53586890000.0,41025163000.0,40508800000.0,42426184000.0
2045.0,37011390000.0,49031086000.0,38825394000.0,43250848000.0,53034635000.0,40821494000.0,40366957000.0,43329593000.0
2046.0,35602555000.0,49169293000.0,38318900000.0,41311090000.0,51587523000.0,40688110000.0,39340347000.0,44547500000.0
2047.0,35438203000.0,48803910000.0,37027730000.0,39307020000.0,51660423000.0,40724648000.0,39111533000.0,45505552000.0
2048.0,36020118000.0,49179120000.0,37090562000.0,38515094000.0,51544340000.0,39938380000.0,39026024000.0,45030826000.0
2049.0,35506516000.0,49872610000.0,36575310000.0,38470200000.0,51125540000.0,38951300000.0,39628603000.0,43192386000.0
2050.0,34944487000.0,51234537000.0,35868270000.0,38599537000.0,50146130000.0,39425140000.0,39209300000.0,42961790000.0
2051.0,34611847000.0,50954730000.0,35132620000.0,37881460000.0,49743870000.0,39695820000.0,39249460000.0,42895210000.0
2052.0,34158910000.0,51041660000.0,34628567000.0,36617355000.0,48975086000.0,39644020000.0,39321874000.0,41815310000.0
2053.0,33896446000.0,50744852000.0,34251487000.0,36553680000.0,49530364000.0,39177770000.0,38980590000.0,42305000000.0
2054.0,33673935000.0,50879242000.0,34558476000.0,35249120000.0,50039840000.0,39213780000.0,39906083000.0,42758680000.0
2055.0,33965652000.0,50312868000.0,35465118000.0,35827150000.0,49683268000.0,38290223000.0,40041470000.0,40901976000.0
2056.0,33884840000.0,50371387000.0,35701264000.0,35947086000.0,48116036000.0,38813925000.0,39778066000.0,40051933000.0
2057.0,34173487000.0,49236920000.0,35740664000.0,34621297000.0,49239753000.0,38434150000.0,39400800000.0,39739736000.0
2058.0,33715180000.0,50007090000.0,35774075000.0,33679815000.0,47859204000.0,38632907000.0,39387034000.0,39492645000.0
2059.0,33841050000.0,48944767000.0,34850034000.0,33559202000.0,47724196000.0,37525520000.0,39174050000.0,40188686000.0
2060.0,33683796000.0,48214303000.0,35001180000.0,33823515000.0,48196125000.0,36739908000.0,38823305000.0,40666480000.0
2061.0,33526602000.0,49508160000.0,34903370000.0,32882336000.0,47344340000.0,36515607000.0,38317930000.0,40807330000.0
2062.0,33515418000.0,49291910000.0,34153642000.0,31517356000.0,47199740000.0,35951000000.0,37047420000.0,39578540000.0
2063.0,33033580000.0,47908667000.0,34436340000.0,30761160000.0,45170446000.0,34333952000.0,36324282000.0,39990845000.0
2064.0,33049436000.0,47498390000.0,33733915000.0,31055565000.0,44346610000.0,33174964000.0,35973247000.0,40354243000.0
2065.0,33243790000.0,48256365000.0,33876791000.0,30666504000.0,44255610000.0,33458768000.0,34927240000.0,39971353000.0
2066.0,33529890000.0,46918558000.0,33221054000.0,30042462000.0,43694973000.0,32302877000.0,33925341000.0,39768383000.0
2067.0,33250974000.0,47446397000.0,32785687000.0,29464013000.0,42484030000.0,31988806000.0,33890150000.0,40420413000.0
2068.0,32964078000.0,47012030000.0,32061895000.0,28600615000.0,40746893000.0,30611814000.0,33583974000.0,40054936000.0
2069.0,32668103000.0,46777740000.0,32270140000.0,28010620000.0,40570597000.0,29496330000.0,33252231000.0,40366137000.0
2070.0,32310847000.0,46701773000.0,31643703000.0,26784459000.0,39516004000.0,29175513000.0,32988764000.0,39836664000.0
2071.0,32051366000.0,46653743000.0,31236458000.0,25812570000.0,37612065000.0,28508133000.0,32293390000.0,39287470000.0
2072.0,31837307000.0,46176650000.0,30540024000.0,25338440000.0,36987023000.0,27970116000.0,32382130000.0,39130423000.0
2073.0,31685986000.0,45700060000.0,30809604000.0,24985362000.0,38084334000.0,28143483000.0,31230110000.0,37421556000.0
2074.0,31449213000.0,45250503000.0,30718962000.0,24101405000.0,36954173000.0,27583814000.0,30606221000.0,36711490000.0
2075.0,30861720000.0,45010616000.0,30505314000.0,22702653000.0,36035160000.0,26848387000.0,30168406000.0,35463553000.0
2076.0,30309292000.0,45536133000.0,29586770000.0,22213659000.0,34721310000.0,26718601000.0,29888506000.0,34428166000.0
2077.0,29735280000.0,45432426000.0,28874906000.0,20836964000.0,33674144000.0,26048682000.0,29873310000.0,32925176000.0
2078.0,29452972000.0,46567498000.0,28343503000.0,19956060000.0,32322451000.0,26046394000.0,30746124000.0,30594611000.0
2079.0,29068358000.0,47148680000.0,27978213000.0,18959933000.0,30971450000.0,25505290000.0,29644681000.0,29472741000.0
2080.0,28562835000.0,46354300000.0,26745561000.0,18327886000.0,30595027000.0,24780132000.0,29254148000.0,29169543000.0
2081.0,27958202000.0,45334200000.0,25731158000.0,17695010000.0,31145330000.0,24377370000.0,28480666000.0,28526854000.0
2082.0,27265403000.0,44220305000.0,24777216000.0,17274820000.0,29406462000.0,24816257000.0,28037294000.0,27890788000.0
2083.0,27236780000.0,43975586000.0,23564698000.0,16997006000.0,28703040000.0,25079136000.0,26873842000.0,27854019000.0
2084.0,27097010000.0,43924103000.0,22455908000.0,16642395000.0,28641063000.0,25006180000.0,26883217000.0,27082152000.0
2085.0,26904100000.0,43266367000.0,21428610000.0,15919480000.0,27617118000.0,24724138000.0,26109290000.0,26215447000.0
2086.0,26809194000.0,42569617000.0,20880540000.0,15273689000.0,26924538000.0,24607490000.0,26360728000.0,24869753000.0
2087.0,26359839000.0,42764990000.0,20060738000.0,14820848000.0,26133834000.0,24826860000.0,26610438000.0,24186650000.0
2088.0,25845543000.0,43265356000.0,19718480000.0,14653798000.0,25730621000.0,24394545000.0,25923090000.0,23897385000.0
2089.0,25420138000.0,42637308000.0,19496727000.0,14395631000.0,25600645000.0,24955599000.0,24941208000.0,23068594000.0
2090.0,25048027000.0,41835364000.0,18643778000.0,13828637000.0,25003438000.0,24944505000.0,24772794000.0,23077468000.0
2091.0,25083666000.0,41221930000.0,18147193000.0,13708505000.0,24355598000.0,24581827000.0,24609434000.0,22892780000.0
2092.0,24766585000.0,40477336000.0,17682321000.0,13615425000.0,24048544000.0,24150230000.0,25146806000.0,21554457000.0
2093.0,24749744000.0,40108765000.0,17188841000.0,13215516000.0,24159263000.0,23982166000.0,24592396000.0,21101510000.0
2094.0,24816622000.0,39656060000.0,16633503000.0,12919420000.0,23878494000.0,24098482000.0,23921222000.0,20570225000.0
2095.0,24755466000.0,40049050000.0,16287640000.0,12396612000.0,23481862000.0,23575341000.0,24316975000.0,20439192000.0
2096.0,24403722000.0,40890462000.0,15700626000.0,12009398000.0,23312610000.0,23398224000.0,24481070000.0,20147888000.0
2097.0,24205036000.0,41347326000.0,15773349000.0,11811892000.0,23590033000.0,23953400000.0,24551295000.0,19648616000.0
2098.0,23878963000.0,40693860000.0,15818061000.0,11440087000.0,23469156000.0,23194950000.0,24528376000.0,19709186000.0
2099.0,23608324000.0,40857276000.0,15410529000.0,11683778000.0,23556256000.0,22657673000.0,24401875000.0,20400804000.0
2100.0,23439628000.0,39635866000.0,15174619000.0,11512573000.0,23935603000.0,21989763000.0,24402493000.0,20013418000.0
