time,CANESM5,MRI-ESM2-0,ACCESS-ESM1-5,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR
2105.0,19465378000.0,28302436000.0,30846544000.0,26069004000.0,24464343000.0,23490177000.0
2106.0,19100320000.0,28119930000.0,30648949000.0,25785553000.0,24201136000.0,23231672000.0
2107.0,18897967000.0,28164660000.0,30432336000.0,25576184000.0,23954846000.0,22966544000.0
2108.0,18708017000.0,27847555000.0,30239787000.0,25420966000.0,23717941000.0,22716895000.0
2109.0,18572675000.0,27646132000.0,30114222000.0,25154277000.0,23574964000.0,22337772000.0
2110.0,18665914000.0,29045713000.0,30499074000.0,24911366000.0,23324707000.0,22025318000.0
2111.0,18130663000.0,28043820000.0,29917254000.0,24561244000.0,23087840000.0,21700542000.0
2112.0,17944125000.0,27914674000.0,29815992000.0,24205664000.0,22736690000.0,21453355000.0
2113.0,18015293000.0,27238384000.0,29620870000.0,23924015000.0,22566270000.0,21298730000.0
2114.0,17474111000.0,27601920000.0,29400363000.0,23674212000.0,22311942000.0,21162551000.0
2115.0,17299173000.0,27057218000.0,29159193000.0,23528040000.0,22125466000.0,20609591000.0
2116.0,17106988000.0,27865747000.0,29026957000.0,23216003000.0,21872693000.0,20437400000.0
2117.0,17128752000.0,27002063000.0,28833257000.0,23071814000.0,21547237000.0,19921394000.0
2118.0,16752353000.0,26924315000.0,28581183000.0,22877626000.0,21378760000.0,19696267000.0
2119.0,16572198000.0,27428438000.0,28607945000.0,22637623000.0,21277661000.0,19389045000.0
2120.0,16411337000.0,27670643000.0,28202424000.0,22368217000.0,21000784000.0,19084730000.0
2121.0,16360330000.0,27472840000.0,28346577000.0,22047732000.0,20898165000.0,18815187000.0
2122.0,16140884000.0,29028663000.0,28133390000.0,21837304000.0,20636103000.0,18463787000.0
2123.0,16191809000.0,28010940000.0,27931193000.0,21638902000.0,20278757000.0,18316308000.0
2124.0,15882724000.0,27471368000.0,27721447000.0,21370993000.0,20077007000.0,18207090000.0
2125.0,15700590000.0,27097317000.0,27780174000.0,21190859000.0,19929889000.0,17747778000.0
2126.0,15498535000.0,27822588000.0,27487270000.0,20993763000.0,19776991000.0,17724887000.0
2127.0,15485467000.0,27945710000.0,27290868000.0,20748087000.0,19689200000.0,17249819000.0
2128.0,15146366000.0,27027386000.0,27157400000.0,20475660000.0,19528374000.0,17025825000.0
2129.0,14993942000.0,27023417000.0,27058616000.0,20271624000.0,19178213000.0,16802855000.0
2130.0,14910246000.0,26536930000.0,26882157000.0,20035105000.0,18974585000.0,16356418000.0
2131.0,14771026000.0,26705430000.0,26806553000.0,19758313000.0,18869060000.0,16065587000.0
2132.0,14623494000.0,26579448000.0,26733388000.0,19523303000.0,18558330000.0,15839299000.0
2133.0,14440591000.0,27952339000.0,26594662000.0,19290448000.0,18266544000.0,15579432000.0
2134.0,14290029000.0,26291270000.0,26959354000.0,19252115000.0,18115980000.0,15390647000.0
2135.0,14108661000.0,26321030000.0,26304182000.0,18944846000.0,17835743000.0,15152326000.0
2136.0,13970481000.0,26458135000.0,26175807000.0,18726540000.0,17630568000.0,15024094000.0
2137.0,13781471000.0,26043648000.0,26051576000.0,18512165000.0,17414765000.0,14831435000.0
2138.0,13833524000.0,28577133000.0,26135417000.0,18395181000.0,17225257000.0,14511443000.0
2139.0,13611397000.0,27617660000.0,25797069000.0,18161519000.0,17029250000.0,14277240000.0
2140.0,13339553000.0,27070304000.0,25628555000.0,18218066000.0,16759965000.0,14070134000.0
2141.0,13240153000.0,26545558000.0,26286352000.0,17926623000.0,16607846000.0,13939589000.0
2142.0,13209464000.0,26902888000.0,25405180000.0,17710740000.0,16410723000.0,13706232000.0
2143.0,13192832000.0,28474788000.0,25313278000.0,17550844000.0,16194600000.0,13460225000.0
2144.0,12790667000.0,26643126000.0,25187240000.0,17352954000.0,15958947000.0,13234844000.0
2145.0,12667173000.0,27397749000.0,25049102000.0,17218154000.0,15732136000.0,13118761000.0
2146.0,12528337000.0,26688367000.0,25044402000.0,17036753000.0,15591924000.0,12978748000.0
2147.0,12462050000.0,27189086000.0,24810609000.0,16765738000.0,15443193000.0,12690619000.0
2148.0,12291172000.0,28959790000.0,24617677000.0,16587616000.0,15278159000.0,12578211000.0
2149.0,12150323000.0,27350899000.0,24643789000.0,16420358000.0,15074632000.0,12440170000.0
2150.0,12037214000.0,28847247000.0,24348183000.0,16274681000.0,14842651000.0,12307634000.0
2151.0,11970436000.0,27150608000.0,24336755000.0,16054183000.0,14726695000.0,12424891000.0
2152.0,11917057000.0,27179123000.0,24138540000.0,15831588000.0,14555758000.0,12228577000.0
2153.0,11648480000.0,27390683000.0,24076612000.0,15686270000.0,14438572000.0,11982648000.0
2154.0,11535120000.0,27063554000.0,23878250000.0,15529119000.0,14244375000.0,11765187000.0
2155.0,11465050000.0,27035111000.0,23780970000.0,15315422000.0,14008573000.0,11581150000.0
2156.0,11623930000.0,32305860000.0,23554343000.0,15090019000.0,14043091000.0,11432854000.0
2157.0,11255005000.0,31691504000.0,23453690000.0,15143367000.0,13717228000.0,11275017000.0
2158.0,11123942000.0,29717787000.0,23757711000.0,14797701000.0,13560559000.0,11191124000.0
2159.0,10915555000.0,29263653000.0,23300440000.0,14727227000.0,13405017000.0,11314377000.0
2160.0,11018512000.0,28920090000.0,23626775000.0,14496535000.0,13181646000.0,11282164000.0
2161.0,10738170000.0,30409163000.0,23234140000.0,14402678000.0,13047465000.0,10778236000.0
2162.0,10697495000.0,29363638000.0,23140534000.0,14290504000.0,13072858000.0,10624693000.0
2163.0,10576177000.0,33489197000.0,22928510000.0,14208861000.0,12854483000.0,11945756000.0
2164.0,11261464000.0,32083098000.0,22766858000.0,15011331000.0,12644776000.0,10780813000.0
2165.0,10603967000.0,32646810000.0,22594365000.0,14175660000.0,12514637000.0,10463607000.0
2166.0,10338152000.0,33142807000.0,22538020000.0,13849460000.0,12356919000.0,10182023000.0
2167.0,10154622000.0,30878472000.0,22550288000.0,13668787000.0,12212956000.0,10160400000.0
2168.0,10024221000.0,31458654000.0,22200476000.0,13550505000.0,12062348000.0,9981317000.0
2169.0,9863551000.0,30282815000.0,22090066000.0,13326254000.0,11921526000.0,9958717000.0
2170.0,9820916000.0,31405940000.0,22017243000.0,13161845000.0,11833523000.0,9746572000.0
2171.0,9873618000.0,31222362000.0,21915994000.0,12951505000.0,11728467000.0,9634927000.0
2172.0,9586605000.0,30243338000.0,21738174000.0,12806952000.0,11636357000.0,10034279000.0
2173.0,9434995000.0,29906504000.0,21576030000.0,12673803000.0,11541751000.0,9583990000.0
2174.0,9286015000.0,29714487000.0,21396700000.0,12591574000.0,11417291000.0,9594805000.0
2175.0,9949262000.0,29337627000.0,21314865000.0,12341911000.0,11310072000.0,9493951000.0
2176.0,9258151000.0,31256009000.0,21217010000.0,12231928000.0,11190915000.0,9154691000.0
2177.0,9108876000.0,29129673000.0,21019916000.0,12035064000.0,11271500000.0,9061242000.0
2178.0,8837440000.0,29325562000.0,20880120000.0,11944717000.0,11119488000.0,9070403000.0
2179.0,8784439000.0,28871696000.0,20748407000.0,11900979000.0,10828464000.0,8846658000.0
2180.0,8703035000.0,28625154000.0,20640500000.0,11982203000.0,11984444000.0,8614354000.0
2181.0,8801958000.0,28444647000.0,20495094000.0,11656396000.0,10868720000.0,8467740700.0
2182.0,8611889000.0,28715117000.0,20304736000.0,11539431000.0,10595433000.0,8346956000.0
2183.0,8492473000.0,28433357000.0,20220148000.0,11724197000.0,11595406000.0,8209849000.0
2184.0,8578082000.0,28405027000.0,20086936000.0,11453149000.0,10655237000.0,8154866000.0
2185.0,8463152000.0,28310555000.0,20055558000.0,11242349000.0,10440861000.0,7959196000.0
2186.0,8135627000.0,28327220000.0,19905913000.0,11146570000.0,10316048000.0,8211328500.0
2187.0,8177281500.0,31018600000.0,19784053000.0,11008332000.0,10185595000.0,7904198000.0
2188.0,7947164000.0,29823359000.0,19608103000.0,10992210000.0,11134297000.0,7756226600.0
2189.0,8295926000.0,29667710000.0,19711290000.0,10989189000.0,10028246000.0,7646671400.0
2190.0,8600109000.0,29770217000.0,19477370000.0,11035470000.0,9910581000.0,7714005500.0
2191.0,7708684000.0,28961855000.0,19365738000.0,10793379000.0,9786571000.0,7560521000.0
2192.0,7902080500.0,28658300000.0,19658807000.0,10617633000.0,9721517000.0,7480474000.0
2193.0,7718999000.0,28995434000.0,19364665000.0,10547073000.0,10091837000.0,7392164400.0
2194.0,7648054300.0,29117436000.0,19416226000.0,10432962000.0,9796709000.0,7388897300.0
2195.0,7465854000.0,28777728000.0,19051719000.0,10315185000.0,9518711000.0,7411369000.0
2196.0,7347470000.0,29947600000.0,18982599000.0,10196719000.0,9358058000.0,7359574500.0
2197.0,7286480000.0,28539195000.0,18856240000.0,10172251000.0,9218909000.0,7262519000.0
2198.0,7193345000.0,28738906000.0,18923729000.0,10011330000.0,9120682000.0,7098397700.0
2199.0,7151784000.0,28546450000.0,18965885000.0,9909032000.0,8997851000.0,7023921000.0
2200.0,7034990000.0,28844460000.0,18565083000.0,9858796000.0,8901024000.0,7061217000.0
2201.0,7007004000.0,28353425000.0,18477605000.0,9606113000.0,9242800000.0,8157641700.0
2202.0,7044463000.0,29167968000.0,18325524000.0,9425310000.0,8989532000.0,7030800400.0
2203.0,6848765000.0,28666178000.0,18130407000.0,9354827000.0,8962873000.0,6803887600.0
2204.0,6848621000.0,28953735000.0,18032835000.0,9253640000.0,8746676000.0,6721358300.0
2205.0,6771632000.0,28843176000.0,17967049000.0,9180302000.0,8836173000.0,6792202000.0
2206.0,6689381400.0,28456106000.0,17823710000.0,9132353000.0,8579440000.0,6765308400.0
2207.0,6627990500.0,29049076000.0,17796743000.0,9000976000.0,8756196000.0,6600139300.0
2208.0,6559603000.0,28684786000.0,17649822000.0,8849838000.0,8690229000.0,6839922700.0
2209.0,6479505000.0,30770954000.0,17530053000.0,8759381000.0,8861914000.0,6772363000.0
2210.0,6439002600.0,30007706000.0,17438824000.0,8615455000.0,8910088000.0,6650802000.0
2211.0,6349517300.0,29230770000.0,17331524000.0,8505806000.0,8802712000.0,6727389700.0
2212.0,6261746700.0,29281128000.0,17177917000.0,8611933000.0,8571402000.0,6549110000.0
2213.0,6135235000.0,29681891000.0,17285577000.0,8410223600.0,8568563700.0,6458605000.0
2214.0,6059729400.0,29069040000.0,16952303000.0,8285029400.0,8260308000.0,6380704300.0
2215.0,6612755500.0,28868962000.0,16910593000.0,8285782500.0,8131410000.0,6332328000.0
2216.0,5998178000.0,29599994000.0,17084923000.0,8197316600.0,8535181300.0,6317800000.0
2217.0,5807831600.0,28751581000.0,16827871000.0,8066982400.0,9555382000.0,6322775000.0
2218.0,5743387000.0,28531296000.0,16696536000.0,7989926000.0,8342861000.0,6215031000.0
2219.0,5672515000.0,29814847000.0,16567185000.0,7926010000.0,7917738000.0,6249972700.0
2220.0,5589655600.0,29294295000.0,16565965000.0,8186465000.0,7802980400.0,6112190000.0
2221.0,5504440000.0,28368527000.0,16464800000.0,9362376000.0,7741526000.0,6060809700.0
2222.0,5584100000.0,28802988000.0,16373840000.0,8199994000.0,7665884000.0,6365070300.0
2223.0,5534658000.0,28284551000.0,16290293000.0,7977148400.0,8785770000.0,6587477500.0
2224.0,5447794000.0,28255281000.0,16188453000.0,8014500000.0,7577825300.0,6685974000.0
2225.0,5316603400.0,28165390000.0,16090036000.0,8193149000.0,7455553000.0,6334669300.0
2226.0,5263167000.0,28636006000.0,15962080000.0,7713811500.0,7653734400.0,6029838300.0
2227.0,5514187000.0,28356358000.0,15890331000.0,7521999400.0,8208840700.0,5917453000.0
2228.0,5495060000.0,28099460000.0,15791713000.0,7497988600.0,7505181700.0,6019323400.0
2229.0,5348278300.0,28352700000.0,15790970000.0,7702113000.0,7301710000.0,5832696300.0
2230.0,5225590300.0,28392820000.0,15639034000.0,7472318000.0,7194823700.0,5793542000.0
2231.0,5163179000.0,28479674000.0,15602293000.0,7279467500.0,7238147600.0,6076793000.0
2232.0,5096388600.0,29326050000.0,17015760000.0,7213418000.0,7102616000.0,5743902000.0
2233.0,5060658700.0,30792436000.0,16261433000.0,7136820700.0,7025127400.0,5769818600.0
2234.0,5469192700.0,30059565000.0,15547792000.0,7017604000.0,6976586000.0,6237896700.0
2235.0,5537819000.0,30340240000.0,15326372000.0,6975359000.0,6875997000.0,5744108000.0
2236.0,5437556000.0,31626572000.0,15345981000.0,7002167300.0,8162292000.0,5973346000.0
2237.0,7483936300.0,32081560000.0,15209538000.0,6873583000.0,7169911300.0,5722172000.0
2238.0,5592434000.0,32553007000.0,15099536000.0,6769383400.0,7003608600.0,5991777000.0
2239.0,5700032500.0,34788377000.0,15080490000.0,6708294000.0,7779828700.0,6773305300.0
2240.0,5088704000.0,34536964000.0,15102720000.0,6668543500.0,6873257500.0,5787682000.0
2241.0,5457968600.0,33489113000.0,14926231000.0,6603734000.0,6742255600.0,6658282000.0
2242.0,5119053000.0,32431348000.0,14800063000.0,6501846500.0,6548621000.0,5755292000.0
2243.0,5050645500.0,32617447000.0,14739092000.0,6794080000.0,7307928600.0,5758770000.0
2244.0,4947059000.0,32663372000.0,14686662000.0,6372603000.0,6502405600.0,5841914400.0
2245.0,4929476000.0,32317178000.0,14550166000.0,6624656000.0,7693213000.0,5841798000.0
2246.0,6034525700.0,31982952000.0,14650244000.0,7656705000.0,7487479300.0,6061886500.0
2247.0,4950272000.0,31776088000.0,14535254000.0,6262181000.0,6910763000.0,5635286000.0
2248.0,4786873300.0,33776294000.0,14410041000.0,6130333700.0,6681918000.0,5991796700.0
2249.0,4676403700.0,32803822000.0,14509292000.0,6093295600.0,6430981000.0,5540671500.0
2250.0,4599939000.0,32320197000.0,14480099000.0,6003462700.0,6696740400.0,5766757400.0
2251.0,5689186300.0,32087640000.0,14450269000.0,5943868400.0,6403690500.0,5722083000.0
2252.0,5041850000.0,33874143000.0,14261681000.0,5853504500.0,6718619600.0,5644342300.0
2253.0,4913278500.0,33092823000.0,14243625000.0,5786800600.0,6645855000.0,6093969000.0
2254.0,4748672500.0,32693856000.0,14104665000.0,5732593700.0,6131861500.0,5692161500.0
2255.0,4782563300.0,32488047000.0,14493142000.0,5653558300.0,6085509000.0,6228200400.0
2256.0,4475778600.0,32663370000.0,14036031000.0,5586504700.0,5961325000.0,5690146000.0
2257.0,4393278500.0,33205860000.0,14008232000.0,5569470000.0,5891151400.0,5440598500.0
2258.0,4640644600.0,32513071000.0,13865449000.0,5490374000.0,6685597000.0,6472883000.0
2259.0,4793317400.0,32149762000.0,13780311000.0,5413243400.0,5901989400.0,5487125500.0
2260.0,4632296000.0,31922006000.0,13713917000.0,5375120400.0,5760217000.0,5325648000.0
2261.0,4384519000.0,31741288000.0,13666191000.0,5317562400.0,6070909400.0,6717376000.0
2262.0,4337351000.0,31591207000.0,13560958000.0,5233986000.0,5675333600.0,6661362700.0
2263.0,4247445800.0,31451322000.0,13554158000.0,5177544000.0,7138398000.0,6066989000.0
2264.0,4284968200.0,31306043000.0,13616318000.0,5146672600.0,6340658000.0,5617072000.0
2265.0,4370834000.0,31544875000.0,13436188000.0,5085395000.0,6244108300.0,5538860000.0
2266.0,4153121300.0,31183692000.0,13497000000.0,5151421400.0,5938178600.0,5452601300.0
2267.0,4150550000.0,31068586000.0,13336161000.0,4978811000.0,5807944000.0,5308877000.0
2268.0,4111262000.0,31099265000.0,13302315000.0,4987947000.0,6291766000.0,5222299600.0
2269.0,3986575600.0,30978255000.0,13193037000.0,4924929000.0,5667945000.0,5465670700.0
2270.0,4018057200.0,30877893000.0,13295074000.0,4826237400.0,5422948000.0,5229922000.0
2271.0,4047381200.0,30782855000.0,13239656000.0,4783053300.0,5527014000.0,5147273000.0
2272.0,4019003600.0,31285586000.0,13137401000.0,4705663500.0,5436022300.0,5396333600.0
2273.0,4190227000.0,31010468000.0,13025980000.0,4649528000.0,5324201500.0,5143331300.0
2274.0,3975944200.0,30860665000.0,12940037000.0,4947102000.0,5269090300.0,5267500000.0
2275.0,4053614800.0,30755140000.0,12908014000.0,4613701000.0,5218795500.0,5232439300.0
2276.0,3896665000.0,31147730000.0,12883854000.0,4493994500.0,5246334500.0,5098410000.0
2277.0,4477475300.0,31055040000.0,12794753000.0,4573013500.0,5597701000.0,5643481600.0
2278.0,4214760000.0,30766932000.0,12736085000.0,4434182700.0,5382408700.0,5397583000.0
2279.0,3795649500.0,32538898000.0,12688237000.0,4550268400.0,5305773000.0,5275838000.0
2280.0,3823161900.0,31225610000.0,12626547000.0,4533509600.0,5177671000.0,5072263000.0
2281.0,3813941000.0,31282174000.0,12600051000.0,4943908000.0,5392552000.0,5138776600.0
2282.0,4752265700.0,32314204000.0,12670194000.0,4930260000.0,5072585000.0,5017648600.0
2283.0,3804932400.0,32471770000.0,12542928000.0,4376930300.0,5047147000.0,5036372500.0
2284.0,3665999400.0,32236005000.0,12464033000.0,4586526000.0,5262162000.0,4980705000.0
2285.0,3585455000.0,33545978000.0,12467003000.0,4260964600.0,5109418500.0,4982867500.0
2286.0,3563787300.0,33859222000.0,12427547000.0,4139623700.0,5531876400.0,4933667000.0
2287.0,3551498000.0,32770180000.0,12351118000.0,4075970000.0,5269012500.0,5452400600.0
2288.0,3511886800.0,32775924000.0,12240244000.0,4129179600.0,5061425700.0,4980735500.0
2289.0,3889284000.0,32374330000.0,12340131000.0,4082233000.0,5152688600.0,4922658300.0
2290.0,3628619300.0,32243480000.0,12184026000.0,3972504800.0,5026848300.0,5154928000.0
2291.0,3535916000.0,33235794000.0,12196898000.0,3938401500.0,5032343000.0,4877768000.0
2292.0,3654733000.0,34185770000.0,12693507000.0,3860228400.0,5336123000.0,5005822000.0
2293.0,3464069000.0,33318953000.0,12233573000.0,3821429800.0,4957086700.0,4870656000.0
2294.0,3830562800.0,32745615000.0,11961532000.0,3904357600.0,4871840300.0,4921898500.0
