time,CNRM-ESM2-1,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,UKESM1-0-LL
2072.0,66438648000.0,65427653000.0,65855070000.0,50500210000.0,45124944000.0
2073.0,65482805000.0,64704690000.0,65232843000.0,49481544000.0,44168053000.0
2074.0,64840987000.0,64499990000.0,64730407000.0,49199133000.0,43177378000.0
2075.0,64077853000.0,64073794000.0,63965980000.0,48301410000.0,42435293000.0
2076.0,63292465000.0,63303164000.0,63297774000.0,47523050000.0,41854310000.0
2077.0,63112065000.0,62424270000.0,63389610000.0,46820647000.0,40635863000.0
2078.0,62142670000.0,63506567000.0,62581576000.0,46165512000.0,39857095000.0
2079.0,61240500000.0,61945120000.0,62398690000.0,45583856000.0,39164120000.0
2080.0,60520153000.0,61323186000.0,61561550000.0,45087160000.0,39773856000.0
2081.0,59592610000.0,60601487000.0,61135420000.0,44371943000.0,38334636000.0
2082.0,58941546000.0,60307210000.0,60500296000.0,43696520000.0,37254033000.0
2083.0,59236807000.0,59664753000.0,59837846000.0,43169570000.0,36472898000.0
2084.0,57862650000.0,59211375000.0,59297026000.0,42645590000.0,35650044000.0
2085.0,57608565000.0,59267530000.0,58734486000.0,42022937000.0,34565833000.0
2086.0,57224053000.0,59377400000.0,58428430000.0,41828356000.0,33912177000.0
2087.0,56236780000.0,62169092000.0,60339483000.0,40990454000.0,33336048000.0
2088.0,56101370000.0,60902940000.0,57869074000.0,40405434000.0,32578010000.0
2089.0,55554458000.0,60194730000.0,56849060000.0,39768125000.0,31794024000.0
2090.0,54686826000.0,59366867000.0,56441324000.0,39456340000.0,31014543000.0
2091.0,54385304000.0,60780830000.0,55841060000.0,38751547000.0,30362055000.0
2092.0,53732970000.0,58398843000.0,55486067000.0,38805010000.0,30412253000.0
2093.0,53810024000.0,60529510000.0,57313760000.0,40072544000.0,30071435000.0
2094.0,52525257000.0,58532320000.0,54683734000.0,37844832000.0,29019173000.0
2095.0,54143350000.0,58836830000.0,54325236000.0,37136130000.0,28507500000.0
2096.0,51771945000.0,56881607000.0,53658722000.0,37048566000.0,27942998000.0
2097.0,51114095000.0,60570907000.0,53078245000.0,36290798000.0,27544525000.0
2098.0,56592798000.0,56266895000.0,52575470000.0,35867066000.0,26760958000.0
2099.0,50924773000.0,55348855000.0,52377272000.0,35968640000.0,26289805000.0
2100.0,49558438000.0,55290790000.0,52123537000.0,35116077000.0,25671918000.0
