time,NORESM1-M,MPI-ESM-LR,CANESM2,CNRM-CM5,GFDL-CM3,CSIRO-MK3-6-0,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,GISS-E2-R
2053.0,31527492000.0,32036913000.0,32010267000.0,30345750000.0,31767007000.0,32707297000.0,32783310000.0,29288899000.0,32347312000.0,32834343000.0
2054.0,31307661000.0,31907234000.0,31844297000.0,30043136000.0,31642460000.0,32639484000.0,32674781000.0,28700070000.0,32198080000.0,32752390000.0
2055.0,31052446000.0,31801356000.0,31746355000.0,29647712000.0,31513510000.0,32551547000.0,32591757000.0,28245185000.0,32106998000.0,32676608000.0
2056.0,30882177000.0,31608248000.0,31616600000.0,29367210000.0,31391773000.0,32469828000.0,32515387000.0,27820567000.0,31942674000.0,32616237000.0
2057.0,30678723000.0,31427043000.0,31458839000.0,28958532000.0,31193696000.0,32341770000.0,32406129000.0,27199396000.0,31772140000.0,32521578000.0
2058.0,30520640000.0,31310205000.0,31323154000.0,28589117000.0,31026905000.0,32259322000.0,32269505000.0,26506070000.0,31606974000.0,32380246000.0
2059.0,30340379000.0,31173659000.0,31187771000.0,28088740000.0,30802540000.0,32195540000.0,32148541000.0,25806910000.0,31438057000.0,32236057000.0
2060.0,30105805000.0,31005770000.0,31024847000.0,27587758000.0,30552738000.0,32093676000.0,31978066000.0,25132351000.0,31206042000.0,32146135000.0
2061.0,29745658000.0,30844959000.0,30819705000.0,27111438000.0,30264416000.0,31989012000.0,31904313000.0,24462293000.0,31054338000.0,32036588000.0
2062.0,29621367000.0,30620647000.0,30659195000.0,26707884000.0,29970930000.0,31790338000.0,31795229000.0,23818435000.0,30800955000.0,31940518000.0
2063.0,29271060000.0,30484034000.0,30447784000.0,26242623000.0,29675092000.0,31691336000.0,31679504000.0,23125494000.0,30587318000.0,31807705000.0
2064.0,28963914000.0,30233620000.0,30206566000.0,25758675000.0,29348825000.0,31520313000.0,31536724000.0,22324578000.0,30328600000.0,31661113000.0
2065.0,28705960000.0,30063655000.0,29966290000.0,25197167000.0,29100950000.0,31340055000.0,31396575000.0,21713033000.0,30103910000.0,31531565000.0
2066.0,28411544000.0,29868276000.0,29689948000.0,24669491000.0,28853142000.0,31141540000.0,31235360000.0,21156477000.0,29900941000.0,31456741000.0
2067.0,28188455000.0,29693233000.0,29383315000.0,24133829000.0,28607580000.0,31006833000.0,31032197000.0,20532013000.0,29725403000.0,31357390000.0
2068.0,27940616000.0,29476856000.0,29068026000.0,23682173000.0,28339188000.0,30840780000.0,30855870000.0,19778670000.0,29517005000.0,31192890000.0
2069.0,27699837000.0,29249784000.0,28733518000.0,23204887000.0,28068764000.0,30547397000.0,30557923000.0,19152062000.0,29291512000.0,31036695000.0
2070.0,27427740000.0,28992650000.0,28455764000.0,22757485000.0,27794182000.0,30338454000.0,30274530000.0,18587025000.0,29061620000.0,30913956000.0
2071.0,27115532000.0,28816652000.0,28229706000.0,22298894000.0,27436956000.0,30126289000.0,30088280000.0,17762925000.0,28799113000.0,30730885000.0
2072.0,26838088000.0,28588067000.0,27974003000.0,21745020000.0,27133479000.0,29697320000.0,29928983000.0,17027665000.0,28609688000.0,30630156000.0
2073.0,26490919000.0,28398645000.0,27689794000.0,21154695000.0,26841063000.0,29408834000.0,29740345000.0,16517931000.0,28359400000.0,30459197000.0
2074.0,26113432000.0,28191609000.0,27307788000.0,20525887000.0,26569228000.0,28932852000.0,29500744000.0,15953486000.0,28045226000.0,30313230000.0
2075.0,25725626000.0,27912866000.0,27042961000.0,19940555000.0,26258297000.0,28608266000.0,29231299000.0,15433852000.0,27772324000.0,30170870000.0
2076.0,25409534000.0,27671080000.0,26677582000.0,19420504000.0,25944146000.0,28128565000.0,28941474000.0,14799547000.0,27578657000.0,29931810000.0
2077.0,24870588000.0,27455484000.0,26396228000.0,18682130000.0,25611352000.0,27777903000.0,28671697000.0,14319535000.0,27342952000.0,29725766000.0
2078.0,24366959000.0,27201257000.0,26058482000.0,17918003000.0,25354248000.0,27390757000.0,28378585000.0,13841775000.0,27041534000.0,29485660000.0
2079.0,23846380000.0,26946198000.0,25798083000.0,16902711000.0,25004403000.0,26956747000.0,27929027000.0,13379292000.0,26698488000.0,29288307000.0
2080.0,23456803000.0,26698027000.0,25459018000.0,15987752000.0,24658340000.0,26512775000.0,27427619000.0,12865993000.0,26502380000.0,29025352000.0
2081.0,23149126000.0,26456620000.0,25185060000.0,14986792000.0,24242153000.0,26029066000.0,27039842000.0,12284744000.0,26312130000.0,28790764000.0
2082.0,22651167000.0,26251004000.0,24935913000.0,14045614000.0,23798830000.0,25643740000.0,26544382000.0,11747305000.0,26016053000.0,28601983000.0
2083.0,22125312000.0,25995823000.0,24675258000.0,13021105000.0,23436192000.0,25158648000.0,26120077000.0,11305342000.0,25703313000.0,28421435000.0
2084.0,21610797000.0,25743180000.0,24256130000.0,12059955000.0,23045600000.0,24548890000.0,25670797000.0,10799633000.0,25288102000.0,28185890000.0
2085.0,21114348000.0,25428216000.0,23979960000.0,11369071000.0,22690867000.0,24114080000.0,25291422000.0,10296552000.0,24925637000.0,27804710000.0
2086.0,20729647000.0,25142483000.0,23648487000.0,10715805000.0,22353800000.0,23572607000.0,24969914000.0,9602865000.0,24645538000.0,27496180000.0
2087.0,20241810000.0,24863111000.0,23341976000.0,10036050000.0,22011167000.0,23034490000.0,24256354000.0,8976444000.0,24173806000.0,27268747000.0
2088.0,19852233000.0,24567118000.0,23031446000.0,9301933000.0,21582352000.0,22597421000.0,23628403000.0,8694090000.0,23716852000.0,27097311000.0
2089.0,19324455000.0,24316340000.0,22652707000.0,8706961000.0,21266285000.0,22185820000.0,23041980000.0,8472996400.0,23321870000.0,26887449000.0
2090.0,18895620000.0,24016386000.0,22332180000.0,8154351000.0,20875254000.0,21722917000.0,22485029000.0,8245087700.0,22807134000.0,26650634000.0
2091.0,18338853000.0,23784395000.0,22008252000.0,7714692600.0,20424456000.0,21228968000.0,21999466000.0,8037826000.0,22143375000.0,26484668000.0
2092.0,17792143000.0,23504652000.0,21668217000.0,7231801300.0,20068840000.0,20568363000.0,21445517000.0,7689350000.0,21702510000.0,26236783000.0
2093.0,17202729000.0,23207944000.0,21370049000.0,6707381000.0,19635956000.0,20032633000.0,20836452000.0,7373095400.0,21242649000.0,26013170000.0
2094.0,16713765000.0,22955250000.0,21052086000.0,6349369000.0,19174115000.0,19645560000.0,20305574000.0,6906326500.0,20859517000.0,25831547000.0
2095.0,16131512000.0,22654396000.0,20793297000.0,5966789600.0,18708765000.0,19125033000.0,19855286000.0,6433791500.0,20472127000.0,25624500000.0
2096.0,15655536000.0,22346297000.0,20426820000.0,5631600600.0,18221892000.0,18732669000.0,19260950000.0,5999401000.0,20103383000.0,25480206000.0
2097.0,15180628000.0,22100990000.0,20057688000.0,5268111400.0,17784048000.0,18256472000.0,18734820000.0,5636941300.0,19648866000.0,25285341000.0
2098.0,14702704000.0,21799586000.0,19705311000.0,4903777000.0,17343226000.0,17874074000.0,18247900000.0,5223939600.0,19066915000.0,25063856000.0
2099.0,14074821000.0,21491184000.0,19329876000.0,4381184500.0,16869574000.0,17441368000.0,17669032000.0,4948027400.0,18433997000.0,24845533000.0
2100.0,13459120000.0,21243646000.0,18997710000.0,3959464700.0,16324984000.0,16970644000.0,17001583000.0,4621877000.0,17946820000.0,24646025000.0
