time,NORESM1-M,CESM1-CAM5,GFDL-ESM2G,CCSM4,CSIRO-MK3-6-0,GISS-E2-R,GFDL-CM3,IPSL-CM5A-LR
2040.0,1687058200.0,1664044700.0,1966321700.0,1742601000.0,1854466700.0,1829082100.0,1388931600.0,1606197100.0
2041.0,1629902300.0,1625445900.0,1936979300.0,1708360300.0,1910656800.0,1822089700.0,1330818800.0,1566524200.0
2042.0,1591197800.0,1627064300.0,1977886800.0,1679893000.0,1826801500.0,1774426200.0,1269329500.0,1520317000.0
2043.0,1570842000.0,1572098800.0,1855225500.0,1703848300.0,1799061000.0,1753345200.0,1214841000.0,1474172700.0
2044.0,1519159700.0,1505879600.0,1860189300.0,1616260200.0,1753883300.0,1732679000.0,1170490500.0,1463470600.0
2045.0,1483418500.0,1452701400.0,1835219500.0,1575669900.0,1732036900.0,1728786700.0,1119744600.0,1398019800.0
2046.0,1445367600.0,1416334000.0,1787461600.0,1592678700.0,1698813400.0,1660590000.0,1070344260.0,1359529900.0
2047.0,1510234400.0,1382510100.0,1745437300.0,1525869300.0,1659962800.0,1634529800.0,1024970600.0,1296219000.0
2048.0,1418805400.0,1335623600.0,1729977200.0,1474866000.0,1637745700.0,1599952100.0,983023940.0,1256018000.0
2049.0,1355105000.0,1309037400.0,1707104800.0,1437091600.0,1595077200.0,1574701300.0,928576260.0,1196287700.0
2050.0,1360493400.0,1311045100.0,1662399500.0,1423807100.0,1550097900.0,1558675800.0,881243700.0,1159652700.0
2051.0,1294097500.0,1254511400.0,1622947800.0,1396425600.0,1535345800.0,1515965600.0,832785200.0,1112791200.0
2052.0,1253089200.0,1219059300.0,1593948200.0,1349498900.0,1487072400.0,1541066600.0,794685200.0,1064565440.0
2053.0,1223734800.0,1175852800.0,1577606100.0,1320538100.0,1462018600.0,1464289800.0,759009900.0,1019767360.0
2054.0,1217369100.0,1165214500.0,1544808400.0,1318124700.0,1435861000.0,1425046900.0,712548300.0,978880400.0
2055.0,1179092100.0,1118606600.0,1606266800.0,1285442300.0,1419681700.0,1427110700.0,669428200.0,948456300.0
2056.0,1127616000.0,1103982800.0,1546544100.0,1262848800.0,1404974600.0,1385876400.0,640303740.0,895774300.0
2057.0,1093926800.0,1123404900.0,1464960300.0,1249789600.0,1361914800.0,1375610400.0,605858400.0,858291260.0
2058.0,1076070400.0,1030993150.0,1439893900.0,1190947200.0,1306352800.0,1408126600.0,577936400.0,817589600.0
2059.0,1028960900.0,1003127000.0,1406014800.0,1154659200.0,1266297100.0,1311582600.0,546639740.0,792995000.0
2060.0,1017107900.0,960471100.0,1365435100.0,1111890300.0,1236820700.0,1247877100.0,523873120.0,758546560.0
2061.0,996066240.0,916390900.0,1346667900.0,1096058000.0,1234957400.0,1230908000.0,500399780.0,736550900.0
2062.0,952418370.0,937941800.0,1318584000.0,1080350000.0,1181555700.0,1196984700.0,482413200.0,705395460.0
2063.0,904452400.0,862903700.0,1271954800.0,1056830460.0,1170533000.0,1197817000.0,457711000.0,677953300.0
2064.0,876088600.0,836557900.0,1271279500.0,1019812860.0,1157426600.0,1155176800.0,437270140.0,684260740.0
2065.0,843915600.0,804005060.0,1265268200.0,990473300.0,1128011600.0,1157023200.0,422381060.0,627830300.0
2066.0,811248700.0,789395000.0,1227441300.0,957260100.0,1078768600.0,1122796400.0,407856860.0,615644160.0
2067.0,779175500.0,758045200.0,1189581600.0,947209300.0,1060481200.0,1098843000.0,391616670.0,583440000.0
2068.0,760407800.0,731339500.0,1154442800.0,918473800.0,1024758660.0,1089753700.0,375850560.0,555716200.0
2069.0,732957400.0,705571140.0,1129213200.0,880050400.0,1012107840.0,1041861700.0,350826460.0,527406980.0
2070.0,707496500.0,681437800.0,1095657900.0,861157440.0,991946560.0,1051208500.0,333690370.0,498633300.0
2071.0,688898940.0,655794600.0,1109169900.0,856337150.0,952948100.0,1013354800.0,317348600.0,475949300.0
2072.0,659301700.0,635710300.0,1040183230.0,823051650.0,935199900.0,991508000.0,301034000.0,456463780.0
2073.0,635871800.0,613826500.0,1010952700.0,819594000.0,929426200.0,987462900.0,279622460.0,447927900.0
2074.0,610382100.0,592936960.0,988058500.0,795845000.0,888049540.0,956474200.0,268355820.0,474302660.0
2075.0,585565760.0,582188540.0,962171200.0,759124200.0,879264830.0,994691500.0,255636660.0,421807520.0
2076.0,566244540.0,555406400.0,935496640.0,744211140.0,856767740.0,918989300.0,246127300.0,399765400.0
2077.0,551764500.0,533126200.0,932694300.0,714198400.0,831915100.0,902747650.0,230916880.0,397305150.0
2078.0,529003620.0,514604220.0,906904400.0,692154300.0,803473400.0,886989900.0,221634960.0,374477800.0
2079.0,518659000.0,493015740.0,881265200.0,673995200.0,788345700.0,869511740.0,209709170.0,361504540.0
2080.0,495842080.0,465699400.0,847172700.0,656216450.0,777228350.0,875461900.0,201650130.0,351491600.0
2081.0,519460740.0,443805060.0,845628400.0,632733630.0,755601540.0,832776640.0,192307200.0,344223420.0
2082.0,473137920.0,421970530.0,823123650.0,619977500.0,729272960.0,821560200.0,183330080.0,334342340.0
2083.0,452200260.0,409150370.0,794738940.0,606072900.0,718198900.0,809268200.0,176721700.0,322010340.0
2084.0,449757660.0,394417570.0,771253800.0,591401340.0,693552060.0,788334850.0,170771900.0,312726200.0
2085.0,428870400.0,371563000.0,777345600.0,570406460.0,674944900.0,774602750.0,162425820.0,302852640.0
2086.0,406523650.0,352764260.0,752880200.0,553657700.0,647990000.0,752832600.0,156008180.0,296338100.0
2087.0,379150370.0,343187900.0,710914240.0,549652860.0,634776000.0,762157300.0,147781540.0,287378900.0
2088.0,383076640.0,328417500.0,721513600.0,519474000.0,618410300.0,736469900.0,141763870.0,281407700.0
2089.0,358464580.0,317944260.0,695854340.0,508516350.0,614112600.0,710921150.0,138315090.0,272464100.0
2090.0,341980030.0,300804200.0,672542300.0,484037000.0,611556400.0,686986940.0,133017670.0,259346450.0
2091.0,330410850.0,284380740.0,683109500.0,468136420.0,570779000.0,682602300.0,127155340.0,251635700.0
2092.0,320126370.0,269975940.0,629087500.0,471231900.0,566046700.0,660585150.0,123830790.0,238659420.0
2093.0,309045340.0,256444930.0,635081300.0,446875520.0,537937900.0,647380100.0,119646580.0,231010200.0
2094.0,299232260.0,248167570.0,705948860.0,430661120.0,531812130.0,630016500.0,115420760.0,226222200.0
2095.0,284691070.0,232654900.0,620402400.0,418638560.0,506556700.0,622922100.0,111654730.0,219162530.0
2096.0,276194400.0,222407660.0,601610050.0,410059700.0,483273280.0,611889600.0,108536104.0,216107360.0
2097.0,268100290.0,214967760.0,598651100.0,395585920.0,465429000.0,600869060.0,107235380.0,205798800.0
2098.0,256602770.0,209235280.0,557111600.0,385880100.0,444955550.0,594103900.0,103681680.0,205969780.0
2099.0,248181420.0,201826930.0,582666100.0,374790800.0,449369200.0,593192960.0,101733624.0,194178780.0
2100.0,240012380.0,197077170.0,539968960.0,359718080.0,411414270.0,603886600.0,99278744.0,190383170.0
