time,MPI-ESM-LR,GISS-E2-R,GFDL-CM3,IPSL-CM5A-LR,CNRM-CM5,NORESM1-M,CESM1-CAM5,GFDL-ESM2G,CANESM2,CSIRO-MK3-6-0,CCSM4
2030.0,1990341500.0,2028251900.0,1864666500.0,1977053000.0,2061475000.0,1953959300.0,2137190400.0,2099550800.0,1995469300.0,2065742300.0,2078907900.0
2031.0,1983498900.0,2036695300.0,1822273500.0,1937422200.0,2034590600.0,1930448800.0,1992661500.0,2053252200.0,1995962200.0,2039128800.0,2030475900.0
2032.0,1992027400.0,1999666200.0,1764752400.0,1932734100.0,2002881400.0,1886958800.0,1954172500.0,2044356700.0,1941071100.0,2011302300.0,1990673300.0
2033.0,1978207900.0,1952387800.0,1715709200.0,1876235600.0,1950249100.0,1875358100.0,1893165300.0,1994986500.0,1926483700.0,1964197900.0,1959077800.0
2034.0,1906077300.0,1942174100.0,1650010100.0,1887422000.0,1925665800.0,1824333600.0,1950274700.0,1977344600.0,1878854300.0,1924736600.0,1946433200.0
2035.0,1858340400.0,1883717600.0,1607463800.0,1771438200.0,1915620500.0,1803363700.0,1858527400.0,1932430800.0,1839073200.0,1891936400.0,1925317800.0
2036.0,1846182300.0,1895196400.0,1586406500.0,1721340400.0,1858634800.0,1766107000.0,1804997000.0,1901157100.0,1811363000.0,1844177200.0,1901652200.0
2037.0,1774146300.0,1833123200.0,1516390400.0,1665282700.0,1824372600.0,1746449300.0,1763154700.0,1936181800.0,1764513700.0,1820600300.0,1887364500.0
2038.0,1717504100.0,1845747500.0,1448491500.0,1621256200.0,1799234600.0,1729249400.0,1716055900.0,1915624400.0,1719589800.0,1792800900.0,1826458000.0
2039.0,1685694600.0,1761256100.0,1390827500.0,1570459800.0,1757736000.0,1670072000.0,1676399900.0,1873174900.0,1687842200.0,1749144800.0,1809099800.0
2040.0,1729594400.0,1715647400.0,1328475100.0,1570243700.0,1738220500.0,1624066000.0,1645933700.0,1806261900.0,1659624800.0,1696699900.0,1742031700.0
2041.0,1672005000.0,1707272300.0,1260983700.0,1476726800.0,1710103000.0,1588892800.0,1589417100.0,1794822900.0,1623154400.0,1678439600.0,1738072600.0
2042.0,1629572600.0,1685362200.0,1199580300.0,1438383100.0,1679581800.0,1557339400.0,1540502300.0,1760603900.0,1626192300.0,1643342300.0,1698248000.0
2043.0,1576947300.0,1696545300.0,1121173400.0,1393923700.0,1636882400.0,1533325700.0,1527902200.0,1755173800.0,1558878100.0,1585278200.0,1642850300.0
2044.0,1522980100.0,1571689100.0,1057033700.0,1353097600.0,1591971600.0,1480990800.0,1468693100.0,1891910000.0,1502326400.0,1537097200.0,1607214600.0
2045.0,1476801900.0,1526852900.0,990935940.0,1304089700.0,1656528500.0,1448137500.0,1413668500.0,1781066200.0,1461728900.0,1500403600.0,1577619000.0
2046.0,1475768300.0,1482700900.0,932941950.0,1259747200.0,1579417100.0,1411206900.0,1382766200.0,1777686700.0,1415025500.0,1452706700.0,1583077200.0
2047.0,1418399900.0,1473331600.0,870473600.0,1213503400.0,1590845400.0,1393746300.0,1323707000.0,1685112000.0,1369174900.0,1414797800.0,1516467800.0
2048.0,1375470000.0,1401114200.0,810255740.0,1160163000.0,1533377700.0,1333750700.0,1284904000.0,1668308700.0,1318910500.0,1377062700.0,1467789700.0
2049.0,1390356600.0,1365618000.0,765190900.0,1114167800.0,1501400700.0,1289947000.0,1237784600.0,1612475500.0,1271164000.0,1391223900.0,1439481300.0
2050.0,1326849700.0,1382012500.0,717544700.0,1076584300.0,1487548800.0,1266586900.0,1199418400.0,1624223400.0,1230389500.0,1301649900.0,1383252200.0
2051.0,1281198300.0,1352366200.0,668688600.0,1018161900.0,1446152300.0,1222204800.0,1159138200.0,1566231400.0,1187540400.0,1253099400.0,1356815600.0
2052.0,1234480900.0,1320976600.0,617123000.0,974554750.0,1411548000.0,1184185600.0,1117025400.0,1524226600.0,1151644700.0,1198344400.0,1373605100.0
2053.0,1221651500.0,1256661600.0,567400260.0,935535900.0,1403120400.0,1160776400.0,1070418600.0,1545204900.0,1139629800.0,1168164100.0,1315474600.0
2054.0,1200289300.0,1230376400.0,526561760.0,901850430.0,1306854000.0,1113341400.0,1028939400.0,1489108500.0,1085718900.0,1129626500.0,1275338200.0
2055.0,1139082600.0,1216377200.0,492601820.0,862176700.0,1276155500.0,1069936260.0,992945340.0,1481800600.0,1060838140.0,1130189000.0,1248552600.0
2056.0,1144564200.0,1131090300.0,462012740.0,829029250.0,1237017100.0,1029684160.0,940442700.0,1434882600.0,1011759040.0,1063361000.0,1203492200.0
2057.0,1092715600.0,1118364700.0,435235620.0,867248300.0,1207881000.0,997856000.0,898164100.0,1375197800.0,988249300.0,1042063800.0,1172323700.0
2058.0,1074151600.0,1137647500.0,412004060.0,792941760.0,1182913800.0,949101440.0,859143500.0,1340983300.0,937758140.0,1003398660.0,1137903400.0
2059.0,1017009860.0,1069705700.0,390728450.0,766379100.0,1157525100.0,919854600.0,832455200.0,1336757500.0,907691260.0,966003400.0,1096633900.0
2060.0,983481200.0,1057151200.0,369098200.0,732325570.0,1085313800.0,899733950.0,790409800.0,1339030400.0,892995200.0,931284350.0,1076236900.0
2061.0,982112200.0,994556200.0,344680320.0,704319000.0,1065530200.0,874403400.0,756013600.0,1328987400.0,849041860.0,899320100.0,1069884160.0
2062.0,979129700.0,963719500.0,324476580.0,690028860.0,1014901440.0,839146240.0,721534700.0,1298213200.0,819183360.0,865007100.0,1043643460.0
2063.0,926505700.0,945665860.0,306150050.0,687295900.0,1046043260.0,807094660.0,692663040.0,1346351400.0,791324400.0,863662850.0,991837400.0
2064.0,909564100.0,1051302460.0,286296420.0,634725400.0,970543400.0,779823360.0,671044400.0,1224787000.0,758638700.0,809597760.0,957060350.0
2065.0,873019840.0,946017200.0,260561660.0,616402100.0,907724860.0,754102700.0,633868700.0,1198768800.0,749457200.0,773946240.0,959144260.0
2066.0,851768450.0,928291100.0,243619730.0,603011200.0,899828540.0,731162300.0,602918000.0,1165724200.0,721588500.0,770341060.0,993524300.0
2067.0,834119200.0,849337600.0,229133550.0,591383230.0,911523650.0,705081540.0,583301250.0,1127992400.0,692884100.0,727667700.0,883490800.0
2068.0,815336700.0,864025540.0,218182670.0,559824000.0,868782200.0,682301630.0,560666700.0,1110547000.0,666666100.0,707473300.0,883386430.0
2069.0,803726460.0,794071740.0,206893140.0,548961400.0,853856300.0,655804800.0,538175900.0,1106474100.0,645053300.0,697857700.0,819282400.0
2070.0,771741800.0,815922100.0,200973730.0,521021660.0,803261000.0,633257100.0,514636860.0,1085496200.0,626909060.0,659821250.0,840035650.0
2071.0,767141300.0,762947460.0,189894020.0,508291550.0,797669000.0,607182500.0,515909000.0,1052765250.0,610152500.0,643381600.0,788774460.0
2072.0,745754400.0,773205060.0,181415800.0,491550180.0,768583500.0,592233660.0,482877400.0,1024151700.0,594960960.0,626572160.0,762118700.0
2073.0,725177860.0,746627500.0,173392960.0,484769860.0,736968600.0,573103550.0,467330940.0,1020655300.0,575613700.0,621798300.0,743281900.0
2074.0,714757760.0,720090940.0,167976620.0,451767260.0,712887550.0,558810800.0,448718500.0,981061760.0,553891650.0,608647100.0,734492000.0
2075.0,699034600.0,739873500.0,161938940.0,428631420.0,698950800.0,541885400.0,436812540.0,981560900.0,534863400.0,578897900.0,710007300.0
2076.0,673478800.0,750236400.0,154269500.0,414570880.0,671991300.0,524039600.0,416432600.0,1006268700.0,516421300.0,573333760.0,707406800.0
2077.0,690348000.0,689335900.0,150617780.0,401422750.0,755477950.0,499517380.0,398020740.0,971982500.0,506598750.0,549610240.0,687884000.0
2078.0,661526900.0,684096100.0,147207410.0,397130530.0,643839400.0,479451300.0,378294940.0,917786700.0,486821730.0,533513120.0,665717760.0
2079.0,645677000.0,661752770.0,143246100.0,398845060.0,624595000.0,465659100.0,361007520.0,894017700.0,468498270.0,541705200.0,651224700.0
2080.0,767444350.0,639998800.0,139366430.0,392487300.0,611890050.0,452910080.0,348815230.0,949239100.0,458600100.0,503489950.0,645730900.0
2081.0,658948000.0,671885500.0,135396850.0,366651780.0,588814660.0,444276670.0,340059740.0,885282600.0,439587800.0,492976160.0,625859600.0
2082.0,642253100.0,607175100.0,134711600.0,355163000.0,570288800.0,420975600.0,334227140.0,926627650.0,433867520.0,477139330.0,604635650.0
2083.0,593373900.0,592541760.0,130222730.0,349481760.0,570699600.0,429336420.0,320704540.0,880015740.0,406389660.0,461126720.0,601764540.0
2084.0,601736100.0,588223200.0,128922620.0,338744830.0,541474000.0,399494140.0,311339420.0,841296200.0,400573630.0,472624670.0,578416830.0
2085.0,606415360.0,603371140.0,127515624.0,327353730.0,524092100.0,387031140.0,303387420.0,854405760.0,393565340.0,455659650.0,572300100.0
2086.0,597896060.0,654877100.0,124835060.0,319060830.0,511971070.0,376097800.0,299229400.0,807897900.0,385764160.0,467579170.0,587108800.0
2087.0,629453500.0,595640300.0,123543290.0,315418270.0,503818430.0,365247040.0,284295740.0,806017100.0,363086430.0,441946180.0,559385100.0
2088.0,610248200.0,591427260.0,122661460.0,305970750.0,487618900.0,352918370.0,274479740.0,821227460.0,359928350.0,423165060.0,589604700.0
2089.0,562412160.0,597766340.0,120277550.0,299222500.0,491841760.0,345267700.0,264993800.0,789782140.0,347226180.0,480130530.0,540367170.0
2090.0,563546240.0,552419300.0,117486480.0,288782800.0,471770720.0,341952160.0,259987140.0,761419300.0,345858500.0,468248030.0,511557660.0
2091.0,537619000.0,554547800.0,116635944.0,296109150.0,459491740.0,327890000.0,254437070.0,763859400.0,328760160.0,431025630.0,515492380.0
2092.0,508301150.0,530041660.0,114305620.0,281051780.0,453261250.0,319935300.0,260665600.0,759739650.0,322008900.0,564839500.0,492302430.0
2093.0,500828800.0,548591940.0,113569420.0,287358400.0,432477600.0,309366370.0,247127280.0,768453900.0,323818080.0,467212830.0,483778340.0
2094.0,516606600.0,524780380.0,113408264.0,270914720.0,430818940.0,302115520.0,246056880.0,790215000.0,313241100.0,414900740.0,475414460.0
2095.0,486056000.0,509981250.0,123492024.0,264598690.0,453607780.0,295462270.0,241784620.0,711895230.0,313071870.0,528682980.0,467733820.0
2096.0,476406000.0,496971200.0,112374190.0,262090940.0,436817730.0,283756770.0,234248540.0,765360600.0,302540300.0,428403200.0,458891780.0
2097.0,468662400.0,542661000.0,110272570.0,254882500.0,405029800.0,285109820.0,231609550.0,711809340.0,299943840.0,425842270.0,444434300.0
2098.0,458221980.0,521596740.0,109541120.0,248476980.0,453885920.0,268901220.0,243428690.0,733208960.0,299245540.0,381550000.0,457269380.0
2099.0,475300400.0,512296350.0,110616190.0,244591790.0,380129200.0,265751070.0,220946370.0,720388860.0,295183460.0,368607040.0,434467200.0
2100.0,453587070.0,496174300.0,108757290.0,236155140.0,384850080.0,255948400.0,218330270.0,709045100.0,286716580.0,378935140.0,431747940.0
