time,CESM2-WACCM,TAIESM1,NORESM2-MM,ACCESS-CM2,EC-EARTH3,INM-CM4-8,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,MPI-ESM1-2-HR,INM-CM5-0,IPSL-CM6A-LR,MRI-ESM2-0,CMCC-CM2-SR5,CAMS-CSM1-0,CANESM5,FGOALS-F3-L,GFDL-ESM4,EC-EARTH3-VEG
2020.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0
2021.0,40539226000.0,40436120000.0,40511520000.0,40488186000.0,40501080000.0,40505745000.0,40487060000.0,40526877000.0,40524325000.0,40530137000.0,40495930000.0,40608820000.0,40526852000.0,40676418000.0,40636506000.0,40461350000.0,40510520000.0,40510020000.0,40581083000.0
2022.0,40579502000.0,40400350000.0,40451592000.0,40397280000.0,40428720000.0,40428753000.0,40493880000.0,40519467000.0,40474490000.0,40823177000.0,40452567000.0,40433000000.0,40508563000.0,40501486000.0,40644940000.0,40399434000.0,40476533000.0,40417477000.0,40409700000.0
2023.0,40456417000.0,40327570000.0,40397197000.0,40351425000.0,40395837000.0,40468030000.0,40420620000.0,40412606000.0,40405623000.0,40598553000.0,40400593000.0,40397677000.0,40422027000.0,40444125000.0,40689603000.0,40338350000.0,40466800000.0,40386007000.0,40345680000.0
2024.0,40403160000.0,40256315000.0,40399606000.0,40407610000.0,40302002000.0,40420594000.0,40372187000.0,40386028000.0,40349860000.0,40449245000.0,40332630000.0,40444584000.0,40367743000.0,40377467000.0,40591450000.0,40277254000.0,40381780000.0,40315430000.0,40281223000.0
2025.0,40325513000.0,40193800000.0,40361566000.0,40336040000.0,40239796000.0,40304312000.0,40302653000.0,40409490000.0,40283107000.0,40370135000.0,40299210000.0,40322890000.0,40318366000.0,40318165000.0,40487720000.0,40180924000.0,40334488000.0,40296650000.0,40242106000.0
2026.0,40283963000.0,40151380000.0,40407314000.0,40351896000.0,40218116000.0,40234170000.0,40354894000.0,40289410000.0,40254992000.0,40311677000.0,40242147000.0,40237560000.0,40260338000.0,40295270000.0,40372277000.0,40192197000.0,40419238000.0,40230580000.0,40186634000.0
2027.0,40238293000.0,40054292000.0,40253060000.0,40227676000.0,40163045000.0,40182160000.0,40281770000.0,40383080000.0,40214670000.0,40291480000.0,40189166000.0,40198898000.0,40205370000.0,40222320000.0,40325870000.0,40109300000.0,40276480000.0,40174117000.0,40125140000.0
2028.0,40262943000.0,39972856000.0,40183374000.0,40167670000.0,40094530000.0,40144052000.0,40211270000.0,40271466000.0,40135340000.0,40235803000.0,40342483000.0,40153354000.0,40149643000.0,40169130000.0,40239084000.0,39998853000.0,40207910000.0,40152957000.0,40157725000.0
2029.0,40279175000.0,39887217000.0,40120115000.0,40103330000.0,40019722000.0,40083290000.0,40182473000.0,40142553000.0,40071102000.0,40290970000.0,40148287000.0,40079856000.0,40104340000.0,40105650000.0,40160840000.0,39906742000.0,40164688000.0,40092013000.0,40035210000.0
2030.0,40148700000.0,39786574000.0,40033976000.0,40052814000.0,39943094000.0,40019935000.0,40378958000.0,40081347000.0,39997770000.0,40232174000.0,40073820000.0,40027310000.0,40069650000.0,40072696000.0,40094280000.0,39838050000.0,40190130000.0,40100078000.0,39977910000.0
2031.0,40137060000.0,39659690000.0,39969120000.0,40049680000.0,39878197000.0,40007324000.0,40129987000.0,40051350000.0,39908803000.0,40149873000.0,39996416000.0,39987667000.0,40133636000.0,40043450000.0,40051810000.0,39751623000.0,40189260000.0,40001958000.0,39947325000.0
2032.0,40083180000.0,39524127000.0,39926874000.0,39934026000.0,39804195000.0,40006000000.0,40035185000.0,40100037000.0,39873802000.0,40067470000.0,39950254000.0,39894460000.0,40011526000.0,39946306000.0,40069915000.0,39735636000.0,40081134000.0,39936220000.0,39886100000.0
2033.0,39972643000.0,39414686000.0,39894643000.0,39849853000.0,39701720000.0,39876035000.0,39945204000.0,39953318000.0,39771630000.0,40015155000.0,39886180000.0,39939813000.0,39943995000.0,39868950000.0,39949922000.0,39548110000.0,39991280000.0,39957240000.0,39789800000.0
2034.0,39887335000.0,39222096000.0,39802413000.0,39773350000.0,39597912000.0,39867675000.0,39872893000.0,39949976000.0,39682064000.0,39957963000.0,39838327000.0,39786553000.0,39846453000.0,39800914000.0,39886107000.0,39434568000.0,39949083000.0,39838720000.0,39810187000.0
2035.0,39798055000.0,39039234000.0,39738870000.0,39683420000.0,39488690000.0,39745970000.0,39827014000.0,39826160000.0,39602400000.0,39906170000.0,39770984000.0,39731528000.0,39763866000.0,39715440000.0,39806194000.0,39346344000.0,39886480000.0,39779000000.0,39655930000.0
2036.0,39680815000.0,38863327000.0,39700040000.0,39575626000.0,39388390000.0,39697986000.0,39744377000.0,39828040000.0,39505543000.0,39883770000.0,39840180000.0,39637920000.0,39700537000.0,39616885000.0,39777470000.0,39189365000.0,39848850000.0,39709680000.0,39618420000.0
2037.0,39606194000.0,38617670000.0,39697760000.0,39484277000.0,39277437000.0,39595287000.0,39682576000.0,39796840000.0,39410033000.0,39787300000.0,39658918000.0,39626870000.0,39604482000.0,39526230000.0,39741960000.0,39066493000.0,39748460000.0,39696028000.0,39649290000.0
2038.0,39495620000.0,38348160000.0,39587897000.0,39389710000.0,39176050000.0,39520470000.0,39625930000.0,39703680000.0,39301763000.0,39714010000.0,39584637000.0,39474480000.0,39514223000.0,39399520000.0,39633793000.0,38898328000.0,39666680000.0,39651275000.0,39487263000.0
2039.0,39370510000.0,38154080000.0,39500660000.0,39335240000.0,39049216000.0,39426880000.0,39539016000.0,39588495000.0,39213797000.0,39650800000.0,39552844000.0,39473830000.0,39414223000.0,39303000000.0,39574400000.0,38756780000.0,39598936000.0,39570930000.0,39318030000.0
2040.0,39217816000.0,37888640000.0,39392436000.0,39243227000.0,38878454000.0,39342130000.0,39509380000.0,39541640000.0,39055880000.0,39588217000.0,39460385000.0,39338260000.0,39359676000.0,39172080000.0,39605375000.0,38627504000.0,39561520000.0,39460184000.0,39212552000.0
2041.0,39074620000.0,37532107000.0,39337804000.0,39157748000.0,38718870000.0,39242416000.0,39412710000.0,39472644000.0,38948917000.0,39501894000.0,39363920000.0,39212650000.0,39213370000.0,39086068000.0,39417537000.0,38464670000.0,39443610000.0,39386230000.0,39103513000.0
2042.0,38911594000.0,37167430000.0,39248160000.0,39009220000.0,38507934000.0,39163010000.0,39289400000.0,39355507000.0,38812000000.0,39454640000.0,39289510000.0,39095595000.0,39123560000.0,38956740000.0,39377883000.0,38299345000.0,39384244000.0,39292720000.0,38995920000.0
2043.0,38744113000.0,36862652000.0,39206580000.0,38881730000.0,38321906000.0,39036990000.0,39269370000.0,39244276000.0,38647720000.0,39394870000.0,39245345000.0,38957110000.0,38984032000.0,38900140000.0,39321813000.0,38084660000.0,39278130000.0,39245750000.0,38876780000.0
2044.0,38506013000.0,36511130000.0,39033020000.0,38746620000.0,38136710000.0,38916520000.0,39155315000.0,39206700000.0,38453973000.0,39375647000.0,39138968000.0,38825832000.0,38823990000.0,38683447000.0,39317193000.0,37821580000.0,39174760000.0,39139980000.0,38746040000.0
2045.0,38303973000.0,36088164000.0,38894862000.0,38614647000.0,37921866000.0,38774485000.0,39045386000.0,39100270000.0,38232150000.0,39319420000.0,39044510000.0,38656508000.0,38674526000.0,38513970000.0,39236456000.0,37589357000.0,39131587000.0,39026975000.0,38610153000.0
2046.0,38099096000.0,35644207000.0,38770508000.0,38474826000.0,37621654000.0,38675972000.0,38933783000.0,38987500000.0,38041915000.0,39183655000.0,38961533000.0,38488600000.0,38450938000.0,38328857000.0,39159720000.0,37369537000.0,38998962000.0,38912872000.0,38478450000.0
2047.0,37902880000.0,35114270000.0,38657372000.0,38312124000.0,37300660000.0,38514258000.0,38814917000.0,38852022000.0,37862277000.0,39168057000.0,38860320000.0,38317700000.0,38264943000.0,38144578000.0,39115407000.0,37096415000.0,38908424000.0,38804365000.0,38291534000.0
2048.0,37710897000.0,34632905000.0,38493684000.0,38152282000.0,36932840000.0,38373224000.0,38684100000.0,38734766000.0,37588670000.0,38998462000.0,38753560000.0,38104680000.0,38007583000.0,37937476000.0,38975144000.0,36784690000.0,38801730000.0,38646300000.0,38183030000.0
2049.0,37434510000.0,34140217000.0,38328857000.0,38015300000.0,36624300000.0,38204424000.0,38669693000.0,38629070000.0,37452900000.0,38973624000.0,38643892000.0,37870096000.0,37769605000.0,37680038000.0,38941940000.0,36435760000.0,38718690000.0,38551572000.0,37957255000.0
2050.0,37149344000.0,33469823000.0,38255743000.0,37817840000.0,36284340000.0,38009577000.0,38490477000.0,38498406000.0,37191795000.0,38816390000.0,38563004000.0,37593903000.0,37499773000.0,37413590000.0,38849036000.0,36063027000.0,38596686000.0,38426358000.0,37800677000.0
2051.0,36804895000.0,32965444000.0,38042964000.0,37594034000.0,35926500000.0,37831455000.0,38331590000.0,38341517000.0,36921630000.0,38729230000.0,38428033000.0,37333710000.0,37220920000.0,37223555000.0,38802540000.0,35702465000.0,38490575000.0,38393373000.0,37571400000.0
2052.0,36549427000.0,32365933000.0,37881192000.0,37392240000.0,35514536000.0,37622792000.0,38213810000.0,38194600000.0,36628580000.0,38740357000.0,38331986000.0,37109305000.0,36994966000.0,36946170000.0,38685380000.0,35262530000.0,38348222000.0,38167300000.0,37395500000.0
2053.0,36214260000.0,31697190000.0,37733770000.0,37172298000.0,35163070000.0,37417690000.0,38073684000.0,38014270000.0,36352193000.0,38566986000.0,38188730000.0,36790596000.0,36723212000.0,36709716000.0,38571676000.0,34888780000.0,38252970000.0,38013116000.0,37189825000.0
2054.0,35882484000.0,30982308000.0,37532725000.0,36963100000.0,34788696000.0,37210430000.0,37990466000.0,37893775000.0,36135550000.0,38412980000.0,38060823000.0,36476660000.0,36351740000.0,36364830000.0,38508600000.0,34481537000.0,38177018000.0,37842480000.0,36924727000.0
2055.0,35564225000.0,30255598000.0,37328065000.0,36782530000.0,34312514000.0,37005754000.0,37799330000.0,37706355000.0,35749250000.0,38339580000.0,37880280000.0,36133160000.0,35967914000.0,36021297000.0,38432825000.0,34140072000.0,38145233000.0,37675360000.0,36692804000.0
2056.0,35237626000.0,29548220000.0,37122867000.0,36524413000.0,33883075000.0,36778070000.0,37676995000.0,37686250000.0,35412890000.0,38274430000.0,37736907000.0,35709575000.0,35650620000.0,35719483000.0,38269133000.0,33704313000.0,37927550000.0,37497440000.0,36377883000.0
2057.0,34836935000.0,28861762000.0,36897840000.0,36269646000.0,33390205000.0,36579760000.0,37487610000.0,37442183000.0,34993123000.0,38150470000.0,37575856000.0,35297583000.0,35333566000.0,35390630000.0,38237143000.0,33278134000.0,37770030000.0,37328560000.0,36136940000.0
2058.0,34468060000.0,28308480000.0,36707217000.0,35999750000.0,32967250000.0,36335820000.0,37254857000.0,37255905000.0,34726470000.0,37991560000.0,37428896000.0,35031695000.0,35019375000.0,35010990000.0,38101623000.0,32794943000.0,37595083000.0,37171806000.0,35833130000.0
2059.0,34020290000.0,27652542000.0,36439757000.0,35656750000.0,32412928000.0,36060193000.0,37069080000.0,37076107000.0,34310662000.0,37848576000.0,37227220000.0,34607570000.0,34661474000.0,34631873000.0,37943040000.0,32362424000.0,37429494000.0,37043683000.0,35488240000.0
2060.0,33627437000.0,27095882000.0,36233826000.0,35373326000.0,31906000000.0,35811238000.0,36874010000.0,36911313000.0,33887541000.0,37838420000.0,37057520000.0,34212946000.0,34358979000.0,34267374000.0,37929062000.0,31930518000.0,37330076000.0,36893860000.0,35123438000.0
2061.0,33149377000.0,26554587000.0,35938200000.0,35096030000.0,31365317000.0,35560243000.0,36663710000.0,36680740000.0,33574425000.0,37601000000.0,36834240000.0,33767334000.0,33934617000.0,33877051000.0,37805140000.0,31440544000.0,37153940000.0,36750840000.0,34694697000.0
2062.0,32769229000.0,25878090000.0,35677410000.0,34853708000.0,30915398000.0,35284877000.0,36401275000.0,36460073000.0,33126349000.0,37454390000.0,36606640000.0,33171667000.0,33487475000.0,33456263000.0,37673153000.0,30893630000.0,37003735000.0,36547265000.0,34305956000.0
2063.0,32311304000.0,25341983000.0,35413844000.0,34526396000.0,30415840000.0,34992185000.0,36186090000.0,36313223000.0,32799867000.0,37325865000.0,36383810000.0,32583885000.0,33191990000.0,33014798000.0,37603246000.0,30320343000.0,36838670000.0,36348390000.0,33873740000.0
2064.0,31860888000.0,24779352000.0,35068750000.0,34201444000.0,29806640000.0,34691043000.0,36000030000.0,36104233000.0,32356594000.0,37169160000.0,36173775000.0,32051188000.0,32859746000.0,32495493000.0,37473055000.0,29809465000.0,36679890000.0,36176814000.0,33472616000.0
2065.0,31444414000.0,24213422000.0,34860720000.0,33809260000.0,29312653000.0,34354610000.0,35816178000.0,35872522000.0,31923106000.0,37006123000.0,35946664000.0,31492284000.0,32537510000.0,31929575000.0,37534540000.0,29333820000.0,36480630000.0,35917595000.0,33071650000.0
2066.0,30982087000.0,23640664000.0,34503200000.0,33493848000.0,28752273000.0,34103486000.0,35597720000.0,35565440000.0,31499717000.0,36848890000.0,35792056000.0,30804304000.0,32211720000.0,31390070000.0,37296878000.0,28800115000.0,36195490000.0,35667080000.0,32569290000.0
2067.0,30496678000.0,23218047000.0,34137194000.0,33128262000.0,28205287000.0,33816756000.0,35419726000.0,35366216000.0,30962577000.0,36640520000.0,35572662000.0,30169506000.0,31769784000.0,30845223000.0,37167170000.0,28320200000.0,35969364000.0,35419967000.0,32080826000.0
2068.0,30028052000.0,22698590000.0,33795725000.0,32738408000.0,27637470000.0,33467343000.0,35202724000.0,35140290000.0,30572956000.0,36442650000.0,35279750000.0,29556906000.0,31396557000.0,30231933000.0,37047575000.0,27786710000.0,35702580000.0,35189215000.0,31555324000.0
2069.0,29502927000.0,22136664000.0,33436172000.0,32331262000.0,27052909000.0,33179974000.0,34973670000.0,34963020000.0,29960442000.0,36234750000.0,35063837000.0,29020086000.0,30989462000.0,29586799000.0,37093410000.0,27234843000.0,35459138000.0,34964103000.0,30938655000.0
2070.0,29005790000.0,21594006000.0,33081184000.0,31927288000.0,26422258000.0,32869134000.0,34740535000.0,34762370000.0,29482890000.0,36085180000.0,34830800000.0,28422038000.0,30517991000.0,29004829000.0,36882166000.0,26825703000.0,35256120000.0,34710438000.0,30416157000.0
2071.0,28647518000.0,21090337000.0,32701608000.0,31595643000.0,25919453000.0,32532525000.0,34500387000.0,34392000000.0,29058593000.0,35896920000.0,34604170000.0,27769514000.0,30122428000.0,28533578000.0,36720690000.0,26398808000.0,35014988000.0,34420670000.0,29841463000.0
2072.0,28144077000.0,20450714000.0,32298099000.0,31145679000.0,25370284000.0,32189039000.0,34293338000.0,34154885000.0,28669852000.0,35681436000.0,34328783000.0,27010296000.0,29709263000.0,27976266000.0,36470300000.0,25862070000.0,34863124000.0,34171488000.0,29222617000.0
2073.0,27624660000.0,19891106000.0,31880718000.0,30770838000.0,24884453000.0,31824140000.0,33947701000.0,33906878000.0,28070530000.0,35466064000.0,34088317000.0,26305202000.0,29331749000.0,27345926000.0,36426250000.0,25285057000.0,34704482000.0,33898340000.0,28683727000.0
2074.0,27044303000.0,19255388000.0,31467133000.0,30435475000.0,24264665000.0,31477705000.0,33714096000.0,33412952000.0,27577967000.0,35390460000.0,33875750000.0,25583096000.0,28976181000.0,26773455000.0,36228470000.0,24660250000.0,34441548000.0,33617640000.0,28129423000.0
2075.0,26536581000.0,18503207000.0,31118293000.0,29986780000.0,23753021000.0,31045690000.0,33434892000.0,33047695000.0,27137952000.0,35128920000.0,33667066000.0,24917185000.0,28548317000.0,26231736000.0,36060300000.0,24156428000.0,34218666000.0,33250690000.0,27580195000.0
2076.0,25972586000.0,17841721000.0,30806288000.0,29583560000.0,23216706000.0,30710640000.0,33157976000.0,32833124000.0,26610784000.0,34890703000.0,33396740000.0,24169503000.0,28149496000.0,25677599000.0,35867677000.0,23506340000.0,33928718000.0,33005162000.0,26866676000.0
2077.0,25465848000.0,17120509000.0,30371297000.0,29139810000.0,22674110000.0,30366964000.0,32967504000.0,32543103000.0,26147523000.0,34684838000.0,33133930000.0,23471268000.0,27711689000.0,25128327000.0,35776307000.0,22896155000.0,33640643000.0,32674796000.0,26260046000.0
2078.0,24916677000.0,16338275000.0,30001312000.0,28579630000.0,22078325000.0,30035060000.0,32575486000.0,32188650000.0,25631191000.0,34530697000.0,32868436000.0,22593636000.0,27341580000.0,24549482000.0,35570060000.0,22435800000.0,33314273000.0,32387748000.0,25738789000.0
2079.0,24422468000.0,15617481000.0,29556986000.0,28182807000.0,21656801000.0,29697140000.0,32300186000.0,31774280000.0,25014907000.0,34279633000.0,32650512000.0,21853168000.0,26828984000.0,23985689000.0,35377164000.0,21779780000.0,33011114000.0,32081916000.0,25148641000.0
2080.0,23744037000.0,15054521000.0,29223913000.0,27738485000.0,21052834000.0,29308254000.0,32005370000.0,31429757000.0,24446327000.0,34164484000.0,32358998000.0,20957268000.0,26419330000.0,23337806000.0,35223550000.0,21307093000.0,32691462000.0,31761758000.0,24574874000.0
2081.0,23242107000.0,14509193000.0,28787587000.0,27302576000.0,20419180000.0,28951497000.0,31704076000.0,31083868000.0,23753240000.0,33920084000.0,32025838000.0,20208495000.0,25946108000.0,22773189000.0,35050775000.0,20700885000.0,32310150000.0,31456582000.0,23942290000.0
2082.0,22533360000.0,14062409000.0,28341160000.0,26845016000.0,19912808000.0,28660314000.0,31410844000.0,30701246000.0,23181179000.0,33713592000.0,31728517000.0,19244760000.0,25499494000.0,22185576000.0,34879540000.0,20054823000.0,31951225000.0,31150789000.0,23390994000.0
2083.0,21960331000.0,13614686000.0,27987956000.0,26378377000.0,19301196000.0,28248950000.0,31050875000.0,30286526000.0,22640011000.0,33481755000.0,31468442000.0,18527267000.0,25021276000.0,21618536000.0,34716070000.0,19511667000.0,31546010000.0,30866039000.0,22873380000.0
2084.0,21358555000.0,13110028000.0,27607546000.0,25948672000.0,18528436000.0,27833571000.0,30670768000.0,29801626000.0,22002186000.0,33378990000.0,31175064000.0,17708480000.0,24506735000.0,20949498000.0,34622587000.0,18945167000.0,31047123000.0,30468874000.0,22264560000.0
2085.0,20822403000.0,12735078000.0,27256529000.0,25586207000.0,17932597000.0,27499469000.0,30491357000.0,29424150000.0,21325474000.0,33139055000.0,30860278000.0,17106249000.0,24066214000.0,20482298000.0,34392390000.0,18493284000.0,30693528000.0,30170337000.0,21643178000.0
2086.0,20247974000.0,12253695000.0,26910759000.0,25090450000.0,17190705000.0,27178811000.0,30084395000.0,28986388000.0,20671600000.0,32915202000.0,30583753000.0,16260974000.0,23676610000.0,19914572000.0,34111998000.0,17906850000.0,30413554000.0,29841807000.0,21059030000.0
2087.0,19670297000.0,11846842000.0,26396748000.0,24618975000.0,16307493000.0,26809483000.0,29748271000.0,28624298000.0,19946795000.0,32794480000.0,30252920000.0,15368523000.0,23286510000.0,19323634000.0,33933613000.0,17345389000.0,30002594000.0,29497623000.0,20368673000.0
2088.0,18759289000.0,11296893000.0,25978087000.0,24114063000.0,15473523000.0,26492195000.0,29331670000.0,28111032000.0,19098784000.0,32489310000.0,29937322000.0,14725228000.0,22758450000.0,18422157000.0,33674076000.0,16678452000.0,29669818000.0,29085010000.0,19823917000.0
2089.0,18049606000.0,10901741000.0,25383754000.0,23579255000.0,14827474000.0,26187370000.0,28928326000.0,27533883000.0,18534152000.0,32243073000.0,29616732000.0,14028288000.0,22391605000.0,17715608000.0,33425644000.0,16223235000.0,29287956000.0,28760211000.0,19095943000.0
2090.0,17383477000.0,10499751000.0,24982280000.0,23015506000.0,14208563000.0,25872998000.0,28854140000.0,27073930000.0,17972134000.0,32061458000.0,29316592000.0,13376971000.0,22019006000.0,17031789000.0,33213575000.0,15640409000.0,28932643000.0,28377209000.0,18286434000.0
2091.0,16767558000.0,10082057000.0,24501342000.0,22492463000.0,13618607000.0,25479330000.0,28411058000.0,26700663000.0,17268804000.0,31818617000.0,28958738000.0,12660498000.0,21587055000.0,16445962000.0,32990904000.0,15177802000.0,28555119000.0,28027277000.0,17554655000.0
2092.0,16049285000.0,9662544000.0,24071082000.0,22008105000.0,13108222000.0,25149018000.0,27983225000.0,26243811000.0,16645913000.0,31494844000.0,28686422000.0,12057655000.0,20960535000.0,15788477000.0,32800528000.0,14648361000.0,28111591000.0,27666948000.0,16661692000.0
2093.0,15442640000.0,9276058000.0,23607357000.0,21462473000.0,12689593000.0,24795191000.0,27499766000.0,25797910000.0,16094338000.0,31196522000.0,28286638000.0,11406531000.0,20512588000.0,15248162000.0,32583209000.0,14218352000.0,27780411000.0,27333347000.0,16137022000.0
2094.0,14728274000.0,9011791000.0,23162575000.0,20733841000.0,12220594000.0,24433662000.0,27137618000.0,25511279000.0,15328069000.0,30977937000.0,27972758000.0,10870637000.0,20049072000.0,14571013000.0,32407486000.0,13698720000.0,27478604000.0,27035318000.0,15376750000.0
2095.0,14066228000.0,8573316000.0,22643608000.0,20118710000.0,11750957000.0,24070844000.0,26848457000.0,25165902000.0,14747653000.0,30653315000.0,27609356000.0,10309833000.0,19632802000.0,14066131000.0,32213619000.0,13260800000.0,27181150000.0,26613545000.0,14684672000.0
2096.0,13389550000.0,8187965000.0,22108654000.0,19563586000.0,11279574000.0,23718707000.0,26600178000.0,24789810000.0,14142490000.0,30383567000.0,27261454000.0,9729367000.0,19239969000.0,13471117000.0,32042070000.0,12755203000.0,26829281000.0,26248108000.0,14073101000.0
2097.0,12925858000.0,7790590500.0,21408723000.0,19069174000.0,10893839000.0,23397943000.0,26124540000.0,24360330000.0,13473540000.0,30147910000.0,26929680000.0,9151967000.0,18725284000.0,12964509000.0,31824170000.0,12221118000.0,26461230000.0,25847005000.0,13496504000.0
