time,CNRM-ESM2-1,MRI-ESM2-0,IPSL-CM6A-LR,UKESM1-0-LL,CANESM5
2088.0,333944480.0,265795070.0,170582260.0,42579390.0,162911200.0
2089.0,310093340.0,267600020.0,177426030.0,44246576.0,461007000.0
2090.0,404363700.0,337466240.0,164162110.0,59764540.0,263858960.0
2091.0,314255300.0,462119700.0,172337490.0,41965216.0,205794530.0
2092.0,306111650.0,331620640.0,160723040.0,41617890.0,183221310.0
2093.0,300040100.0,275973700.0,160125070.0,47134750.0,159399220.0
2094.0,326150600.0,268618800.0,166017340.0,54365172.0,224302320.0
2095.0,308111230.0,563704600.0,169129650.0,43936228.0,224021440.0
2096.0,306160640.0,354700400.0,250788160.0,48114948.0,490277700.0
2097.0,307874620.0,292520900.0,180002510.0,48971784.0,222843730.0
2098.0,293236200.0,429347040.0,173390290.0,51940710.0,236880600.0
2099.0,395628000.0,538935940.0,180908590.0,48141812.0,202530980.0
2100.0,320712320.0,499226750.0,174343380.0,87248260.0,179597760.0
