time,GFDL-ESM4,CNRM-CM6-1,MPI-ESM1-2-HR,CESM2-WACCM,EC-EARTH3,CANESM5,IPSL-CM6A-LR,UKESM1-0-LL,CNRM-ESM2-1,TAIESM1,MIROC6,MRI-ESM2-0,KACE-1-0-G
2058.0,771162600.0,941233300.0,805466940.0,567481100.0,317931520.0,430507300.0,491816100.0,238754160.0,848054900.0,469231520.0,793762370.0,594458750.0,163343400.0
2059.0,750514100.0,923699200.0,788608960.0,551142500.0,306624600.0,391243740.0,473395940.0,217684780.0,802751740.0,464759300.0,766701440.0,584456200.0,155683680.0
2060.0,733025800.0,894916700.0,773284800.0,522457400.0,290016300.0,368247170.0,449180960.0,196791020.0,763329660.0,436496830.0,772335800.0,555010050.0,146746340.0
2061.0,721021300.0,872422700.0,805102600.0,503724540.0,273696600.0,351101570.0,448317570.0,179552080.0,743432400.0,424559680.0,721968260.0,538587600.0,139112210.0
2062.0,697514600.0,864340500.0,736011900.0,476874240.0,273116200.0,333413100.0,427695070.0,172188600.0,729569100.0,399801000.0,686920400.0,515095400.0,188077890.0
2063.0,676887550.0,838149900.0,702049800.0,451774530.0,249641170.0,301897800.0,405371970.0,166627580.0,720349950.0,376765600.0,663738750.0,502779620.0,137544200.0
2064.0,655165800.0,811728640.0,666168700.0,429828320.0,239551620.0,279106800.0,381841280.0,144169180.0,704900860.0,354371650.0,642437300.0,488511780.0,135142480.0
2065.0,631071940.0,774524800.0,645520800.0,408682000.0,230853090.0,259965520.0,366743300.0,142049950.0,687748300.0,336871970.0,609816960.0,477849470.0,119054100.0
2066.0,624972000.0,755335900.0,663589100.0,401282530.0,241422510.0,238819600.0,342493800.0,129645940.0,676938560.0,313080260.0,584763840.0,465270400.0,106869770.0
2067.0,591666500.0,738455940.0,606154300.0,382631600.0,219931580.0,208977220.0,316130140.0,119476830.0,650921860.0,293608770.0,544868700.0,449615040.0,103846696.0
2068.0,565799700.0,705943100.0,585218600.0,360120830.0,210202740.0,200033020.0,317207260.0,103489970.0,634191360.0,267819820.0,516400830.0,441137470.0,100406050.0
2069.0,541903500.0,677564400.0,570034560.0,345696670.0,195118220.0,195478910.0,301010140.0,93743330.0,613046900.0,255883660.0,497528500.0,429936350.0,91037380.0
2070.0,512503330.0,665829800.0,552096830.0,329077250.0,180051280.0,174989260.0,288101440.0,91199470.0,592739200.0,248776240.0,484828540.0,417369570.0,90009150.0
2071.0,488492320.0,646161500.0,538839740.0,319025920.0,164305070.0,163870130.0,270444770.0,81334230.0,577073150.0,237150830.0,451786270.0,404924540.0,83844456.0
2072.0,500243260.0,613130500.0,518211780.0,308640800.0,155671000.0,150810260.0,251917000.0,76668440.0,557834500.0,231491980.0,420284450.0,396704260.0,78819240.0
2073.0,461502700.0,587180860.0,516301470.0,305406720.0,151467280.0,149849380.0,227610820.0,71338860.0,545813250.0,219399440.0,485207230.0,382507070.0,76788090.0
2074.0,440376860.0,557404000.0,475394700.0,293744260.0,143253900.0,139658670.0,212985840.0,64087140.0,526991500.0,208214510.0,417513400.0,381083000.0,72529470.0
2075.0,421118080.0,524637760.0,459659300.0,282113660.0,135945740.0,132797850.0,207936600.0,57222290.0,508786000.0,195726900.0,388746700.0,370851520.0,71593670.0
2076.0,407414340.0,506126660.0,437466100.0,268376980.0,130790120.0,123929630.0,195173040.0,59656364.0,494394850.0,182476830.0,358182370.0,358852380.0,63049650.0
2077.0,400854700.0,478600700.0,420203870.0,257078900.0,114656824.0,107444220.0,175477820.0,50054376.0,480796200.0,168093680.0,346441500.0,347853250.0,59292028.0
2078.0,387115680.0,467242500.0,407486140.0,249412930.0,111414380.0,97969140.0,166686740.0,44387948.0,464713120.0,155555260.0,325414600.0,334116000.0,56518880.0
2079.0,371646140.0,458763400.0,451785660.0,241358580.0,105354536.0,88092540.0,156348080.0,42529588.0,449977540.0,150407490.0,315538400.0,325282100.0,55666040.0
2080.0,352870980.0,425630270.0,386804640.0,228595760.0,98012980.0,85293640.0,139423090.0,39643900.0,428972320.0,146670880.0,309444740.0,321220060.0,52204656.0
2081.0,342084130.0,405972700.0,382658270.0,218469650.0,95925864.0,82044664.0,131839690.0,38210852.0,409894400.0,129641464.0,296489730.0,330545900.0,47554720.0
2082.0,332093500.0,387123700.0,373600260.0,204971470.0,85651450.0,81210730.0,124341864.0,34165630.0,397370700.0,132194960.0,284939300.0,320224060.0,42565776.0
2083.0,318654800.0,372991650.0,358768930.0,186582910.0,81246780.0,76195250.0,112172670.0,30425902.0,379283000.0,119413070.0,271831330.0,305121100.0,40745064.0
2084.0,310155230.0,343638430.0,345801380.0,179727140.0,84206370.0,73857656.0,102210870.0,28664876.0,358216200.0,115077096.0,278076500.0,292356130.0,37974348.0
2085.0,297720200.0,325660770.0,365221440.0,171946140.0,76576610.0,68096110.0,98301730.0,26550416.0,343420380.0,107786824.0,254651740.0,284016320.0,36664920.0
2086.0,286126460.0,311125660.0,320258800.0,165989400.0,70876070.0,61387444.0,89919390.0,22112004.0,343675100.0,104746120.0,248980910.0,279045000.0,35241310.0
2087.0,279568860.0,293039200.0,304056700.0,159497890.0,62860964.0,56602660.0,87438320.0,21271968.0,319572600.0,91523740.0,239808160.0,270138780.0,33351364.0
2088.0,273795780.0,280629820.0,291602180.0,141210560.0,56248790.0,55272910.0,80333420.0,19841710.0,311216320.0,89871830.0,229726370.0,251347310.0,31234694.0
2089.0,266995800.0,268085230.0,283402720.0,136298270.0,68241170.0,54170388.0,76957340.0,17682326.0,298653540.0,74580600.0,227524600.0,244099800.0,30873084.0
2090.0,255386600.0,253531400.0,277008350.0,133073830.0,55028024.0,48866856.0,74693550.0,17876586.0,288310460.0,73820856.0,210220880.0,228137760.0,35221636.0
2091.0,247197250.0,233834780.0,273566980.0,127900100.0,54132188.0,46672424.0,67506780.0,15761608.0,276691900.0,71101530.0,202227540.0,218892560.0,28998984.0
2092.0,239319040.0,221107070.0,267586640.0,118002420.0,53443530.0,44425010.0,60503988.0,15295579.0,262537070.0,68172616.0,194498820.0,207890100.0,28365138.0
2093.0,232881620.0,214585840.0,257276160.0,112808610.0,53460644.0,43355690.0,56936676.0,12973907.0,251550860.0,65574200.0,191272600.0,200257420.0,27594272.0
2094.0,223650100.0,192918400.0,240498610.0,101311576.0,49859676.0,41150492.0,53510396.0,12400542.0,241971380.0,58038012.0,187449950.0,256545310.0,26777710.0
2095.0,218044030.0,253930880.0,229430370.0,96540840.0,47422708.0,39645436.0,51123916.0,11962686.0,236931310.0,49259828.0,188143140.0,192358940.0,26260392.0
2096.0,209924590.0,184856200.0,223379120.0,84122984.0,40339324.0,37498060.0,45098620.0,11615781.0,229125700.0,47020584.0,183844590.0,185844460.0,22410708.0
2097.0,202845710.0,174079300.0,217509710.0,74411460.0,37728816.0,36646644.0,43502276.0,10950955.0,218068450.0,44828600.0,176200270.0,179935840.0,22323792.0
2098.0,192550160.0,164141490.0,224141070.0,69684080.0,34645284.0,36061350.0,39512780.0,9259167.0,205781760.0,38777880.0,172209740.0,176286940.0,22005086.0
2099.0,182527310.0,157404770.0,212035970.0,64754868.0,34379436.0,33871276.0,37763810.0,8873854.0,194152240.0,34128676.0,164743300.0,162964340.0,21408842.0
2100.0,178587740.0,147955710.0,200316000.0,57896824.0,33498670.0,32826710.0,35963132.0,8468789.0,180220180.0,32625254.0,161393660.0,156381440.0,20940574.0
