time,CANESM5,IPSL-CM6A-LR,ACCESS-ESM1-5,CESM2-WACCM,ACCESS-CM2,MRI-ESM2-0
2264.0,1873135700000.0,1405026300000.0,1148550600000.0,1692038200000.0,926994100000.0,2749233600000.0
2265.0,1878574200000.0,1408227300000.0,1149265800000.0,1691448200000.0,920281600000.0,2749113300000.0
2266.0,1893737800000.0,1408595400000.0,1149438100000.0,1697457600000.0,922816200000.0,2768792200000.0
2267.0,1889830000000.0,1409034500000.0,1151829800000.0,1691392300000.0,919586800000.0,2790365000000.0
2268.0,1879155500000.0,1409388500000.0,1145871000000.0,1685949300000.0,926789860000.0,2798242000000.0
2269.0,1888301500000.0,1412997800000.0,1142968500000.0,1689249400000.0,925459500000.0,2805078400000.0
2270.0,1882095400000.0,1418191700000.0,1144893900000.0,1699872000000.0,927003900000.0,2825703000000.0
2271.0,1919432400000.0,1429995000000.0,1151502000000.0,1711171700000.0,928287560000.0,2830777500000.0
2272.0,1926916000000.0,1437094800000.0,1155951000000.0,1712184900000.0,926861750000.0,2835838100000.0
2273.0,1944869100000.0,1441104300000.0,1148998900000.0,1709050800000.0,929987560000.0,2849979200000.0
2274.0,1935191700000.0,1444606900000.0,1151873800000.0,1705821900000.0,930162540000.0,2861656700000.0
2275.0,1944973900000.0,1446264700000.0,1149376300000.0,1698466200000.0,927406560000.0,2872632400000.0
2276.0,1953954700000.0,1448063800000.0,1150792800000.0,1696907300000.0,921451500000.0,2886716000000.0
2277.0,1937499500000.0,1454501100000.0,1141897200000.0,1693805400000.0,926144900000.0,2907267000000.0
2278.0,1949372100000.0,1452177000000.0,1144695800000.0,1697435700000.0,932820300000.0,2919705300000.0
2279.0,1942980700000.0,1453352400000.0,1145487000000.0,1700771900000.0,929766800000.0,2918790000000.0
2280.0,1959494500000.0,1455096200000.0,1145611700000.0,1700713600000.0,931089940000.0,2931124900000.0
2281.0,1959269600000.0,1452920500000.0,1143418900000.0,1708418900000.0,929103300000.0,2955390200000.0
2282.0,1971745500000.0,1457101200000.0,1144304600000.0,1709033400000.0,927977300000.0,2959794000000.0
2283.0,1965995700000.0,1463501000000.0,1144525400000.0,1708402800000.0,937403350000.0,2972181600000.0
2284.0,1958739600000.0,1469480400000.0,1146916700000.0,1724153500000.0,945146300000.0,2969898600000.0
2285.0,1953525500000.0,1474990400000.0,1147160400000.0,1724022700000.0,941026600000.0,2984565500000.0
2286.0,1962591300000.0,1476593300000.0,1147024400000.0,1711790100000.0,939004200000.0,2985469100000.0
2287.0,1952020800000.0,1476130100000.0,1151348100000.0,1712893100000.0,937195500000.0,2999512000000.0
2288.0,1959878200000.0,1476061000000.0,1158687500000.0,1708152000000.0,937976660000.0,3010810600000.0
2289.0,1977854900000.0,1481525800000.0,1165052700000.0,1698652900000.0,943433060000.0,3018359000000.0
2290.0,1983889100000.0,1483330800000.0,1159828700000.0,1715318000000.0,941082700000.0,3023903700000.0
2291.0,1973384000000.0,1483007900000.0,1163341000000.0,1712578900000.0,938070440000.0,3019794800000.0
2292.0,1968746300000.0,1475932700000.0,1165115700000.0,1713930900000.0,933548650000.0,3022523200000.0
2293.0,1980166600000.0,1480035800000.0,1169304200000.0,1718586200000.0,935579750000.0,3021073300000.0
2294.0,1985195900000.0,1481211600000.0,1176059200000.0,1729913700000.0,930740760000.0,3037659700000.0
2295.0,1971357000000.0,1482090000000.0,1179402100000.0,1729394400000.0,927270600000.0,3060812700000.0
2296.0,1967767400000.0,1487054800000.0,1181506700000.0,1717686900000.0,930180370000.0,3065474000000.0
2297.0,1972552900000.0,1481950500000.0,1183146700000.0,1721539100000.0,926791300000.0,3065636200000.0
2298.0,1984130400000.0,1483508200000.0,1181022800000.0,1732915200000.0,924523360000.0,3079557300000.0
2299.0,1965257700000.0,1480042200000.0,1182548500000.0,1729651500000.0,927198940000.0,3083551600000.0
2300.0,1996671500000.0,1477010000000.0,1184696000000.0,1722223300000.0,927009700000.0,3088078000000.0
