time,IPSL-CM5A-LR,CESM1-CAM5,CCSM4,CSIRO-MK3-6-0,GISS-E2-R,GFDL-ESM2G,NORESM1-M,GFDL-CM3
2077.0,21252540000.0,28351578000.0,29430147000.0,30828452000.0,31382557000.0,30477126000.0,29272797000.0,28686060000.0
2078.0,20835609000.0,28072247000.0,29269795000.0,30780684000.0,31317854000.0,30366638000.0,29069683000.0,28491440000.0
2079.0,20502757000.0,27742610000.0,29118726000.0,30663248000.0,31263283000.0,30248313000.0,28920949000.0,28253415000.0
2080.0,20070633000.0,27356488000.0,28798347000.0,30561522000.0,31155862000.0,30089196000.0,28745410000.0,27993426000.0
2081.0,19656524000.0,27000300000.0,28600744000.0,30427175000.0,31058772000.0,29953843000.0,28514775000.0,27787237000.0
2082.0,19257151000.0,26651718000.0,28364753000.0,30323590000.0,30931325000.0,29810640000.0,28302727000.0,27535290000.0
2083.0,18759985000.0,26210100000.0,28125063000.0,30128738000.0,30851365000.0,29651802000.0,28084090000.0,27238638000.0
2084.0,18335349000.0,25657522000.0,27898282000.0,30037993000.0,30761894000.0,29529694000.0,27810114000.0,26905694000.0
2085.0,17978108000.0,25172314000.0,27757273000.0,29884930000.0,30652540000.0,29408653000.0,27490198000.0,26504534000.0
2086.0,17649914000.0,24629109000.0,27521534000.0,29734656000.0,30535113000.0,29212467000.0,27264317000.0,26178447000.0
2087.0,17227694000.0,24114014000.0,27282921000.0,29573986000.0,30423781000.0,29051440000.0,27009513000.0,25920864000.0
2088.0,16964582000.0,23711860000.0,27039840000.0,29486182000.0,30236727000.0,28826792000.0,26677390000.0,25622092000.0
2089.0,16624839000.0,23333798000.0,26770570000.0,29296253000.0,30145497000.0,28698409000.0,26303869000.0,25345763000.0
2090.0,16307385000.0,22858594000.0,26500480000.0,29114423000.0,30049024000.0,28526547000.0,25939000000.0,25112540000.0
2091.0,16017184000.0,22388441000.0,26243072000.0,29006220000.0,29927604000.0,28314556000.0,25616474000.0,24840466000.0
2092.0,15728700000.0,21833585000.0,25993503000.0,29026642000.0,29872720000.0,28141375000.0,25317452000.0,24579158000.0
2093.0,15423642000.0,21386870000.0,25805847000.0,28826188000.0,29734502000.0,27964088000.0,25028786000.0,24284950000.0
2094.0,15058967000.0,20967227000.0,25589310000.0,28623598000.0,29606373000.0,27701783000.0,24655106000.0,24014957000.0
2095.0,14792032000.0,20529183000.0,25383936000.0,28412242000.0,29508233000.0,27465918000.0,24361738000.0,23779594000.0
2096.0,14430324000.0,20041488000.0,25039038000.0,28255947000.0,29421425000.0,27274180000.0,24052277000.0,23525835000.0
2097.0,14131275000.0,19590679000.0,24710834000.0,28015480000.0,29283766000.0,26988839000.0,23768210000.0,23300880000.0
2098.0,13749699000.0,19258761000.0,24406047000.0,27828904000.0,29185858000.0,26785358000.0,23430509000.0,23076782000.0
2099.0,13357004000.0,18832160000.0,24087749000.0,27590892000.0,28966935000.0,26560143000.0,23091886000.0,22787396000.0
2100.0,13081473000.0,18471913000.0,23795864000.0,27416973000.0,28884646000.0,26365188000.0,22708247000.0,22539895000.0
