time,MRI-ESM2-0,CESM2,IPSL-CM6A-LR,GFDL-ESM4,CESM2-WACCM,CAMS-CSM1-0,ACCESS-ESM1-5,EC-EARTH3-VEG,CANESM5,INM-CM4-8,INM-CM5-0,NORESM2-MM,EC-EARTH3,CMCC-CM2-SR5,TAIESM1,MPI-ESM1-2-HR,FGOALS-F3-L,BCC-CSM2-MR,ACCESS-CM2
2011.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0
2012.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0
2013.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0
2014.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0
2015.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0
2016.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0
2017.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0
2018.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0
2019.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0
2020.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0
2021.0,33697380000.0,33685471000.0,33697440000.0,33696004000.0,33712350000.0,33700508000.0,33702060000.0,33688195000.0,33686250000.0,33699078000.0,33704452000.0,33694718000.0,33694474000.0,33721172000.0,33700014000.0,33711712000.0,33705318000.0,33697219000.0,33717533000.0
2022.0,33689209000.0,33662780000.0,33697874000.0,33713832000.0,33696432000.0,33690698000.0,33693260000.0,33677400000.0,33665160000.0,33695826000.0,33694853000.0,33690760000.0,33683366000.0,33699410000.0,33671602000.0,33698701000.0,33699344000.0,33702994000.0,33713568000.0
2023.0,33667789000.0,33655677000.0,33697931000.0,33676665000.0,33692561000.0,33678680000.0,33690298000.0,33647120000.0,33626070000.0,33682227000.0,33683544000.0,33671598000.0,33664879000.0,33684140000.0,33658958000.0,33699754000.0,33687097000.0,33690423000.0,33694564000.0
2024.0,33638947000.0,33636481000.0,33682516000.0,33671508000.0,33677880000.0,33664740000.0,33692127000.0,33617637000.0,33578207000.0,33677326000.0,33667971000.0,33671258000.0,33645963000.0,33677156000.0,33635666000.0,33698730000.0,33673208000.0,33691146000.0,33677146000.0
2025.0,33616250000.0,33614990000.0,33683775000.0,33647850000.0,33666046000.0,33646422000.0,33663752000.0,33588010000.0,33520923000.0,33670164000.0,33644476000.0,33651124000.0,33598520000.0,33671707000.0,33609360000.0,33679645000.0,33691173000.0,33681342000.0,33671954000.0
2026.0,33583632000.0,33588713000.0,33681627000.0,33638035000.0,33661268000.0,33625207000.0,33644607000.0,33555913000.0,33451946000.0,33671033000.0,33623824000.0,33629528000.0,33563036000.0,33658132000.0,33579422000.0,33674200000.0,33644095000.0,33711135000.0,33648509000.0
2027.0,33564068000.0,33575084000.0,33650370000.0,33622012000.0,33651590000.0,33613566000.0,33625380000.0,33535183000.0,33358510000.0,33643573000.0,33593678000.0,33611626000.0,33530819000.0,33636837000.0,33564396000.0,33664240000.0,33626583000.0,33671467000.0,33622815000.0
2028.0,33516775000.0,33563945000.0,33636522000.0,33609183000.0,33660700000.0,33600500000.0,33625706000.0,33484628000.0,33253538000.0,33633120000.0,33563880000.0,33602028000.0,33498497000.0,33621432000.0,33522420000.0,33636130000.0,33607799000.0,33655618000.0,33603561000.0
2029.0,33485711000.0,33542994000.0,33626583000.0,33597075000.0,33633137000.0,33584030000.0,33658819000.0,33451130000.0,33112770000.0,33617465000.0,33543426000.0,33588259000.0,33440910000.0,33592517000.0,33468426000.0,33616853000.0,33583555000.0,33633796000.0,33582404000.0
2030.0,33447248000.0,33512727000.0,33585355000.0,33560662000.0,33613707000.0,33542033000.0,33611805000.0,33400945000.0,33010125000.0,33584695000.0,33491055000.0,33547290000.0,33390555000.0,33547108000.0,33429953000.0,33604500000.0,33564359000.0,33600842000.0,33552440000.0
2031.0,33406073000.0,33491864000.0,33567627000.0,33542064000.0,33590090000.0,33517990000.0,33582793000.0,33360234000.0,32789772000.0,33567627000.0,33449808000.0,33537170000.0,33327729000.0,33529416000.0,33397092000.0,33572770000.0,33546983000.0,33589455000.0,33538370000.0
2032.0,33367822000.0,33464652000.0,33550592000.0,33534718000.0,33573630000.0,33502874000.0,33572760000.0,33328282000.0,32651235000.0,33546390000.0,33433629000.0,33540866000.0,33239828000.0,33505522000.0,33347322000.0,33556340000.0,33521189000.0,33576073000.0,33520493000.0
2033.0,33319760000.0,33427380000.0,33530882000.0,33511810000.0,33558895000.0,33485597000.0,33575990000.0,33217300000.0,32487754000.0,33530466000.0,33382689000.0,33519010000.0,33098916000.0,33475550000.0,33277360000.0,33545986000.0,33488427000.0,33574386000.0,33500700000.0
2034.0,33266082000.0,33394274000.0,33518110000.0,33493996000.0,33541830000.0,33459417000.0,33553267000.0,33153184000.0,32250229000.0,33511113000.0,33303382000.0,33488441000.0,32998177000.0,33446230000.0,33201603000.0,33521932000.0,33476692000.0,33546881000.0,33467912000.0
2035.0,33175415000.0,33350027000.0,33498940000.0,33488105000.0,33536348000.0,33428384000.0,33540430000.0,33080127000.0,32006265000.0,33489512000.0,33259710000.0,33498175000.0,32817850000.0,33408936000.0,33109494000.0,33505171000.0,33430905000.0,33560928000.0,33444356000.0
2036.0,33090220000.0,33343205000.0,33471961000.0,33469108000.0,33513736000.0,33398380000.0,33522166000.0,32962200000.0,31713319000.0,33465274000.0,33199400000.0,33468457000.0,32622070000.0,33357040000.0,33035043000.0,33482027000.0,33375099000.0,33534964000.0,33413569000.0
2037.0,33020180000.0,33287404000.0,33445575000.0,33452366000.0,33491096000.0,33356532000.0,33514023000.0,32877406000.0,31417780000.0,33429790000.0,33143618000.0,33423315000.0,32464577000.0,33314494000.0,32919515000.0,33444434000.0,33310097000.0,33488200000.0,33349415000.0
2038.0,32920211000.0,33236847000.0,33417134000.0,33423321000.0,33455544000.0,33340109000.0,33517572000.0,32771195000.0,31022367000.0,33417433000.0,33025858000.0,33386060000.0,32243565000.0,33253413000.0,32793860000.0,33405202000.0,33279670000.0,33446830000.0,33292823000.0
2039.0,32777906000.0,33171276000.0,33376455000.0,33377870000.0,33428443000.0,33288548000.0,33491480000.0,32633506000.0,30584965000.0,33397436000.0,32977560000.0,33369442000.0,32035471000.0,33180697000.0,32634923000.0,33367065000.0,33218940000.0,33415725000.0,33248358000.0
2040.0,32568134000.0,33107487000.0,33297668000.0,33357548000.0,33405043000.0,33275668000.0,33465750000.0,32478890000.0,30170098000.0,33384188000.0,32923128000.0,33337660000.0,31773334000.0,33084862000.0,32460320000.0,33323640000.0,33186943000.0,33382285000.0,33200687000.0
2041.0,32406354000.0,33055295000.0,33282003000.0,33371187000.0,33373463000.0,33194002000.0,33442240000.0,32342768000.0,29783245000.0,33360290000.0,32846260000.0,33302923000.0,31524460000.0,33029847000.0,32272777000.0,33265775000.0,33165453000.0,33327270000.0,33172642000.0
2042.0,32159371000.0,32999014000.0,33189759000.0,33333721000.0,33326442000.0,33160808000.0,33418707000.0,32153373000.0,29287596000.0,33324513000.0,32775213000.0,33273920000.0,31203570000.0,32971674000.0,32098836000.0,33154335000.0,33122845000.0,33302518000.0,33141740000.0
2043.0,31987223000.0,32923110000.0,33082132000.0,33268010000.0,33282134000.0,33105279000.0,33401012000.0,32036753000.0,28763590000.0,33287840000.0,32622220000.0,33240193000.0,30846069000.0,32893030000.0,31925744000.0,33062089000.0,33012447000.0,33221730000.0,33039229000.0
2044.0,31786764000.0,32834316000.0,33018126000.0,33218157000.0,33244109000.0,33061888000.0,33357668000.0,31856380000.0,28149025000.0,33249337000.0,32519890000.0,33192055000.0,30554632000.0,32795513000.0,31664390000.0,33012742000.0,32940823000.0,33157749000.0,32976880000.0
2045.0,31545350000.0,32745957000.0,32944214000.0,33191746000.0,33185530000.0,33034387000.0,33317065000.0,31687186000.0,27616598000.0,33230768000.0,32421540000.0,33118468000.0,30171795000.0,32684526000.0,31410178000.0,32951340000.0,32872583000.0,33108795000.0,32923548000.0
2046.0,31253664000.0,32661803000.0,32850610000.0,33162756000.0,33147540000.0,32977433000.0,33259821000.0,31452244000.0,26978210000.0,33195178000.0,32317034000.0,33065290000.0,29709828000.0,32493960000.0,31161340000.0,32884361000.0,32776073000.0,33034445000.0,32821324000.0
2047.0,30980178000.0,32567116000.0,32683400000.0,33131205000.0,33054587000.0,32917428000.0,33209434000.0,31242120000.0,26303566000.0,33097744000.0,32182206000.0,33047273000.0,29209065000.0,32379087000.0,30899960000.0,32769450000.0,32641659000.0,32914745000.0,32737434000.0
2048.0,30673926000.0,32489935000.0,32575250000.0,33122038000.0,33005642000.0,32880683000.0,33169107000.0,30974994000.0,25640122000.0,33041783000.0,32059881000.0,32991404000.0,28797553000.0,32236478000.0,30513842000.0,32692660000.0,32533041000.0,32800082000.0,32672864000.0
2049.0,30381677000.0,32375106000.0,32461390000.0,33063156000.0,32918540000.0,32841456000.0,33117495000.0,30796409000.0,25086022000.0,32993632000.0,31906130000.0,32953561000.0,28326881000.0,32132153000.0,30122910000.0,32589950000.0,32425507000.0,32732402000.0,32502454000.0
2050.0,30017047000.0,32193049000.0,32302897000.0,32962468000.0,32887517000.0,32753684000.0,33064776000.0,30427132000.0,24584184000.0,32952682000.0,31760916000.0,32914120000.0,27823704000.0,32020894000.0,29779132000.0,32495165000.0,32201593000.0,32621765000.0,32412220000.0
2051.0,29763355000.0,32043895000.0,32162360000.0,32900473000.0,32777875000.0,32706433000.0,33009177000.0,30143250000.0,24071625000.0,32875160000.0,31565280000.0,32840790000.0,27319080000.0,31871599000.0,29357978000.0,32429654000.0,32112590000.0,32498290000.0,32234396000.0
2052.0,29421892000.0,31850025000.0,32023839000.0,32859453000.0,32667429000.0,32657359000.0,32892756000.0,29780447000.0,23513793000.0,32825215000.0,31402727000.0,32752214000.0,26883394000.0,31663608000.0,28978490000.0,32309180000.0,31963623000.0,32396227000.0,32111490000.0
2053.0,29029657000.0,31656028000.0,31839814000.0,32752882000.0,32610998000.0,32604707000.0,32778080000.0,29324935000.0,22959444000.0,32756392000.0,31231230000.0,32701848000.0,26485332000.0,31485997000.0,28639775000.0,32193898000.0,31776651000.0,32212804000.0,31968678000.0
2054.0,28751397000.0,31525870000.0,31693900000.0,32630626000.0,32465738000.0,32527862000.0,32714306000.0,28968300000.0,22393979000.0,32666737000.0,31093113000.0,32624294000.0,26024378000.0,31260461000.0,28259110000.0,32081304000.0,31637426000.0,32117238000.0,31699958000.0
2055.0,28390984000.0,31394734000.0,31499799000.0,32564130000.0,32324086000.0,32462397000.0,32614230000.0,28498151000.0,21841201000.0,32566286000.0,30906480000.0,32493190000.0,25516830000.0,31036025000.0,27759245000.0,31911719000.0,31455430000.0,32003721000.0,31457454000.0
2056.0,28015751000.0,31178519000.0,31281115000.0,32468326000.0,32225118000.0,32379476000.0,32505702000.0,28133579000.0,21261873000.0,32446353000.0,30778597000.0,32429994000.0,25034580000.0,30829703000.0,27374918000.0,31752444000.0,31257072000.0,31885914000.0,31301083000.0
2057.0,27739520000.0,31000672000.0,31070740000.0,32383244000.0,32127904000.0,32302700000.0,32431303000.0,27627983000.0,20668428000.0,32393810000.0,30603168000.0,32371229000.0,24554486000.0,30606785000.0,26956444000.0,31649616000.0,31053572000.0,31740877000.0,31057725000.0
2058.0,27409690000.0,30832860000.0,30822701000.0,32272950000.0,31979260000.0,32233419000.0,32320268000.0,27146306000.0,20028944000.0,32278936000.0,30424558000.0,32312158000.0,23994915000.0,30361774000.0,26501874000.0,31527135000.0,30829935000.0,31516072000.0,30865863000.0
2059.0,27196285000.0,30626103000.0,30548079000.0,32228252000.0,31842324000.0,32110977000.0,32236370000.0,26685495000.0,19563553000.0,32164776000.0,30244657000.0,32251780000.0,23544648000.0,30150756000.0,25985112000.0,31420477000.0,30630074000.0,31357820000.0,30680682000.0
2060.0,26786003000.0,30355100000.0,30345861000.0,32149062000.0,31648700000.0,32018586000.0,32156713000.0,26266614000.0,18904582000.0,32036817000.0,30015080000.0,32118925000.0,23014652000.0,29840550000.0,25440762000.0,31291770000.0,30378496000.0,31187718000.0,30449721000.0
2061.0,26415696000.0,30143330000.0,30081960000.0,32094155000.0,31430566000.0,31975727000.0,32058239000.0,25735730000.0,18269647000.0,31866770000.0,29738610000.0,32050573000.0,22535143000.0,29562601000.0,24842490000.0,31161057000.0,30133520000.0,30995266000.0,30170400000.0
2062.0,25997173000.0,29853745000.0,29768782000.0,31978650000.0,31256893000.0,31858346000.0,31959495000.0,25224432000.0,17676063000.0,31658830000.0,29557502000.0,31956212000.0,22035786000.0,29277252000.0,24396253000.0,31002067000.0,29900739000.0,30722122000.0,29869427000.0
2063.0,25607460000.0,29648687000.0,29426430000.0,31896496000.0,31095861000.0,31755117000.0,31879737000.0,24711289000.0,16972982000.0,31503170000.0,29301416000.0,31828554000.0,21693230000.0,28857080000.0,23939009000.0,30872281000.0,29571865000.0,30396137000.0,29545892000.0
2064.0,25254392000.0,29306840000.0,29161200000.0,31732910000.0,30881483000.0,31633672000.0,31758283000.0,24230887000.0,16323424000.0,31184540000.0,29087654000.0,31715285000.0,21264163000.0,28475978000.0,23395365000.0,30719900000.0,29288270000.0,30163096000.0,29270467000.0
2065.0,24834780000.0,29053575000.0,28880376000.0,31583437000.0,30658492000.0,31519324000.0,31626656000.0,23673977000.0,15631972000.0,30902673000.0,28892660000.0,31673539000.0,20789858000.0,28177040000.0,22916060000.0,30528182000.0,28994626000.0,29799250000.0,28961718000.0
2066.0,24493085000.0,28698761000.0,28599966000.0,31471393000.0,30437384000.0,31370666000.0,31502848000.0,23198577000.0,14962885000.0,30594896000.0,28673272000.0,31537693000.0,20282650000.0,27860562000.0,22401320000.0,30389518000.0,28734880000.0,29414228000.0,28564584000.0
2067.0,24095904000.0,28421163000.0,28183150000.0,31331426000.0,30180626000.0,31284732000.0,31273697000.0,22641834000.0,14341904000.0,30344632000.0,28459956000.0,31384801000.0,19820204000.0,27502098000.0,21951353000.0,30266382000.0,28440550000.0,29070107000.0,28059951000.0
2068.0,23720552000.0,28267895000.0,27795364000.0,31159642000.0,29948320000.0,31152296000.0,31146985000.0,22114558000.0,13686899000.0,30068270000.0,28297510000.0,31250729000.0,19133798000.0,27125980000.0,21413278000.0,30041770000.0,28186749000.0,28752814000.0,27552010000.0
2069.0,23376605000.0,28055912000.0,27437586000.0,31032216000.0,29697917000.0,31064840000.0,30968328000.0,21448507000.0,13018696000.0,29801654000.0,28038990000.0,31119403000.0,18574604000.0,26728331000.0,20842320000.0,29845959000.0,27958430000.0,28400607000.0,27046025000.0
2070.0,22986224000.0,27744276000.0,27076340000.0,30952436000.0,29469848000.0,30964939000.0,30797052000.0,20872475000.0,12252251000.0,29524427000.0,27828812000.0,30882922000.0,17922820000.0,26242382000.0,20142914000.0,29658612000.0,27634990000.0,28066198000.0,26470210000.0
2071.0,22547167000.0,27382200000.0,26705226000.0,30763655000.0,29220401000.0,30754245000.0,30574901000.0,20223894000.0,11535885000.0,29192480000.0,27595860000.0,30723498000.0,17350396000.0,25808509000.0,19428805000.0,29412620000.0,27335866000.0,27613580000.0,25731850000.0
2072.0,22116495000.0,27099010000.0,26283233000.0,30617727000.0,28863130000.0,30598715000.0,30314017000.0,19369806000.0,10858357000.0,28886200000.0,27369243000.0,30563891000.0,16621340000.0,25256997000.0,18778728000.0,29227227000.0,27041780000.0,27122872000.0,25126052000.0
2073.0,21765104000.0,26878771000.0,25855030000.0,30486663000.0,28608910000.0,30477302000.0,30103183000.0,18657462000.0,10301144000.0,28439249000.0,27119647000.0,30337866000.0,15854837000.0,24858460000.0,18079400000.0,29011770000.0,26714341000.0,26696417000.0,24526698000.0
2074.0,21410765000.0,26496424000.0,25551796000.0,30289404000.0,28270367000.0,30254264000.0,29886005000.0,18003042000.0,9681526000.0,28034597000.0,26865180000.0,30175207000.0,15114320000.0,24421585000.0,17299583000.0,28718377000.0,26253304000.0,26160521000.0,23869753000.0
2075.0,21005593000.0,26105200000.0,25123938000.0,30189988000.0,27972694000.0,30068216000.0,29654400000.0,17302573000.0,9198368000.0,27491178000.0,26649584000.0,29999215000.0,14275866000.0,23962692000.0,16580873000.0,28381377000.0,25823205000.0,25749244000.0,23158649000.0
2076.0,20664148000.0,25723970000.0,24652945000.0,30009610000.0,27614808000.0,29894310000.0,29381150000.0,16598176000.0,8702850000.0,27167187000.0,26365813000.0,29774242000.0,13382258000.0,23612901000.0,15866629000.0,28137048000.0,25271218000.0,25284766000.0,22512466000.0
2077.0,20259370000.0,25293912000.0,24276457000.0,29824094000.0,27191327000.0,29791420000.0,29048300000.0,15720389000.0,8162773000.0,26845075000.0,26049080000.0,29531191000.0,12706914000.0,23092679000.0,15234715000.0,27790696000.0,24798159000.0,24753134000.0,21797016000.0
2078.0,19893610000.0,24866850000.0,23943006000.0,29716030000.0,26762136000.0,29589217000.0,28745736000.0,14799407000.0,7659398000.0,26494288000.0,25754538000.0,29303378000.0,12095000000.0,22539980000.0,14535582000.0,27489405000.0,24360511000.0,24338299000.0,21249501000.0
2079.0,19475659000.0,24478420000.0,23514630000.0,29516590000.0,26302775000.0,29245796000.0,28410080000.0,13821028000.0,7136389600.0,26130270000.0,25467710000.0,29115048000.0,11455906000.0,21941107000.0,13860690000.0,27212100000.0,23910790000.0,23933315000.0,20634343000.0
2080.0,19113597000.0,24057156000.0,23164293000.0,29337983000.0,25900340000.0,28871262000.0,28032072000.0,13000021000.0,6686277000.0,25667060000.0,25201779000.0,28767130000.0,10725310000.0,21398276000.0,13188082000.0,26977630000.0,23375830000.0,23523373000.0,19968991000.0
2081.0,18652297000.0,23595520000.0,22642362000.0,29176980000.0,25404760000.0,28741587000.0,27650925000.0,12159235000.0,6152253400.0,25206436000.0,24878080000.0,28338977000.0,9996875000.0,20862020000.0,12411161000.0,26705015000.0,22803356000.0,22989457000.0,19304927000.0
2082.0,18181155000.0,23086025000.0,22087250000.0,28962693000.0,24883593000.0,28513397000.0,27228776000.0,11420524000.0,5723088400.0,24774850000.0,24541174000.0,28021504000.0,9242824000.0,20276520000.0,11617875000.0,26365886000.0,22217966000.0,22540556000.0,18554616000.0
2083.0,17749248000.0,22507313000.0,21537014000.0,28775913000.0,24345338000.0,28359686000.0,26818587000.0,10608933000.0,5412918000.0,24300909000.0,24238713000.0,27641336000.0,8228385000.0,19692866000.0,10963743000.0,26017110000.0,21611282000.0,22171185000.0,17802813000.0
2084.0,17377694000.0,21979793000.0,20950997000.0,28553818000.0,23736343000.0,28126579000.0,26478240000.0,9864390000.0,5009534000.0,24030585000.0,23913368000.0,27387716000.0,7325059600.0,19128812000.0,10324667000.0,25741623000.0,20951150000.0,21797792000.0,17160941000.0
2085.0,16942030000.0,21411707000.0,20332374000.0,28382697000.0,23068789000.0,27954256000.0,26050410000.0,9039953000.0,4565191000.0,23634480000.0,23605787000.0,26941448000.0,6800114700.0,18615685000.0,9740351000.0,25406796000.0,20290451000.0,21338036000.0,16155528000.0
2086.0,16481608000.0,20948030000.0,19738542000.0,28162327000.0,22503180000.0,27702725000.0,25640485000.0,7935869400.0,4214862600.0,23295535000.0,23327318000.0,26595380000.0,6261128700.0,18084534000.0,9188415000.0,25062134000.0,19776506000.0,20932393000.0,15031933000.0
2087.0,16068973000.0,20446070000.0,19017693000.0,27898954000.0,21988362000.0,27355963000.0,25133294000.0,6993092600.0,3892167700.0,22867464000.0,23039599000.0,26189195000.0,5492724000.0,17493410000.0,8542871000.0,24788734000.0,19285912000.0,20440803000.0,13953281000.0
2088.0,15529374000.0,20089836000.0,18406425000.0,27668420000.0,21433633000.0,27022623000.0,24615784000.0,6348200400.0,3717837800.0,22368795000.0,22732673000.0,25899751000.0,4850586600.0,16879618000.0,7843929600.0,24460300000.0,18679407000.0,19882056000.0,13126684000.0
2089.0,14855544000.0,19658975000.0,17726685000.0,27352281000.0,20964870000.0,26758439000.0,23961946000.0,5742516700.0,3465953500.0,21999739000.0,22345940000.0,25334417000.0,4385061000.0,16270733000.0,7302763500.0,24091034000.0,18091037000.0,19325820000.0,12228289000.0
2090.0,14379210000.0,19156009000.0,17077333000.0,27119960000.0,20462432000.0,26534922000.0,23409656000.0,5180377600.0,3309126700.0,21626034000.0,22036060000.0,24840020000.0,3923540700.0,15630780000.0,6893168600.0,23691893000.0,17655392000.0,18933107000.0,11102049000.0
2091.0,13875044000.0,18820637000.0,16429850000.0,26811865000.0,19995632000.0,26309214000.0,22885317000.0,4558827000.0,3141570600.0,21165384000.0,21778000000.0,24349282000.0,3425633300.0,15086695000.0,6326947000.0,23332708000.0,17208801000.0,18420855000.0,10050861000.0
2092.0,13461828000.0,18315905000.0,15878446000.0,26419175000.0,19431780000.0,26064069000.0,22435009000.0,4093564400.0,2954302200.0,20702683000.0,21451737000.0,23745970000.0,2985417000.0,14532284000.0,5776634400.0,23040016000.0,16580741000.0,17927997000.0,9051398000.0
2093.0,12983015000.0,17771655000.0,15205434000.0,25952002000.0,18740374000.0,25808966000.0,21812572000.0,3558494200.0,2794772500.0,20326558000.0,21120027000.0,23207657000.0,2618148400.0,13939273000.0,5356308000.0,22785917000.0,16049833000.0,17522706000.0,8430451700.0
2094.0,12466530000.0,17283596000.0,14652006000.0,25683829000.0,17964036000.0,25466765000.0,21247574000.0,2995356400.0,2651684900.0,19895900000.0,20804502000.0,22675065000.0,2402885400.0,13363167000.0,5035829000.0,22449795000.0,15481158000.0,16874762000.0,7654942000.0
2095.0,11987204000.0,16757262000.0,14071277000.0,25300427000.0,17403430000.0,25283178000.0,20737220000.0,2594455000.0,2488319700.0,19462779000.0,20498840000.0,22241593000.0,2167827200.0,12646880000.0,4694549500.0,22104746000.0,14950852000.0,16438378000.0,6930854000.0
2096.0,11581976000.0,16112586000.0,13534919000.0,24980310000.0,16662412000.0,25062367000.0,20223730000.0,2292511700.0,2321370600.0,19011635000.0,20123222000.0,21819218000.0,1923519900.0,12118210000.0,4401826300.0,21669843000.0,14423985000.0,15997610000.0,6244079600.0
2097.0,11241908000.0,15668781000.0,12993930000.0,24691196000.0,16094145000.0,24775375000.0,19597718000.0,2115945700.0,2128668500.0,18529280000.0,19734766000.0,21276006000.0,1515059200.0,11378974000.0,4062077200.0,21262380000.0,13930675000.0,15460778000.0,5434954000.0
