time,ACCESS-CM2,CESM2-WACCM,ACCESS-ESM1-5,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0
2034.0,33396103000.0,33567674000.0,33556875000.0,33395747000.0,32559837000.0,33416606000.0
2035.0,33355240000.0,33549177000.0,33530507000.0,33322734000.0,32340247000.0,33353193000.0
2036.0,33302213000.0,33533235000.0,33516904000.0,33251830000.0,32163787000.0,33296036000.0
2037.0,33228976000.0,33525050000.0,33531537000.0,33198230000.0,31921980000.0,33263122000.0
2038.0,33169304000.0,33492412000.0,33521099000.0,33141965000.0,31684096000.0,33216180000.0
2039.0,33059944000.0,33470724000.0,33493117000.0,33090372000.0,31377600000.0,33104574000.0
2040.0,32974730000.0,33426360000.0,33507840000.0,32995033000.0,31138318000.0,33038717000.0
2041.0,32886331000.0,33389808000.0,33474916000.0,32938265000.0,30773475000.0,32964254000.0
2042.0,32726514000.0,33371152000.0,33462888000.0,32864070000.0,30361926000.0,32896735000.0
2043.0,32614377000.0,33326535000.0,33432263000.0,32774543000.0,30001363000.0,32803006000.0
2044.0,32501015000.0,33279414000.0,33411056000.0,32659253000.0,29535306000.0,32704690000.0
2045.0,32367219000.0,33220235000.0,33391563000.0,32598921000.0,29085145000.0,32611664000.0
2046.0,32178848000.0,33181438000.0,33356680000.0,32504476000.0,28649708000.0,32492222000.0
2047.0,32085020000.0,33138047000.0,33327813000.0,32374393000.0,28193653000.0,32335626000.0
2048.0,31883340000.0,33042030000.0,33292374000.0,32257503000.0,27698600000.0,32190505000.0
2049.0,31693703000.0,32976615000.0,33249366000.0,32140065000.0,27279182000.0,32008948000.0
2050.0,31444756000.0,32929212000.0,33237641000.0,32133046000.0,26762222000.0,31863749000.0
2051.0,31304925000.0,32877988000.0,33196081000.0,31980857000.0,26177532000.0,31765756000.0
2052.0,31136348000.0,32805302000.0,33116522000.0,31853371000.0,25597678000.0,31579415000.0
2053.0,31035080000.0,32775062000.0,33067233000.0,31725488000.0,25123674000.0,31346235000.0
2054.0,30863102000.0,32724797000.0,33014362000.0,31591813000.0,24658002000.0,31173577000.0
2055.0,30716803000.0,32659610000.0,32959384000.0,31490472000.0,24256807000.0,31039943000.0
2056.0,30574023000.0,32579856000.0,32912232000.0,31502066000.0,23829813000.0,30855887000.0
2057.0,30434054000.0,32510450000.0,32859537000.0,31282485000.0,23411558000.0,30606199000.0
2058.0,30216931000.0,32457867000.0,32831457000.0,31080100000.0,22950556000.0,30402180000.0
2059.0,30052446000.0,32375898000.0,32785580000.0,30948480000.0,22457104000.0,30114415000.0
2060.0,29952948000.0,32299897000.0,32740547000.0,30791650000.0,22023125000.0,29853536000.0
2061.0,29767369000.0,32170020000.0,32704778000.0,30701654000.0,21520804000.0,29645101000.0
2062.0,29590129000.0,32069933000.0,32658727000.0,30590962000.0,21168822000.0,29410544000.0
2063.0,29356910000.0,32020283000.0,32584602000.0,30403766000.0,20702270000.0,29133390000.0
2064.0,29145401000.0,31963312000.0,32539214000.0,30289371000.0,20288471000.0,28840320000.0
2065.0,28941410000.0,31888890000.0,32484454000.0,30147428000.0,19972205000.0,28610021000.0
2066.0,28732135000.0,31804183000.0,32436615000.0,29960905000.0,19662555000.0,28263050000.0
2067.0,28485034000.0,31708293000.0,32338788000.0,29836812000.0,19318694000.0,27991080000.0
2068.0,28347017000.0,31638213000.0,32231795000.0,29640172000.0,18893226000.0,27742270000.0
2069.0,28094288000.0,31530758000.0,32140260000.0,29568926000.0,18461934000.0,27505388000.0
2070.0,27939500000.0,31445375000.0,32030820000.0,29349636000.0,18066977000.0,27180384000.0
2071.0,27670071000.0,31392016000.0,31920005000.0,29231778000.0,17642785000.0,26844373000.0
2072.0,27449477000.0,31298673000.0,31723155000.0,28965587000.0,17226072000.0,26577017000.0
2073.0,27198536000.0,31195380000.0,31592344000.0,28726300000.0,16810116000.0,26239025000.0
2074.0,27131208000.0,31100199000.0,31502932000.0,28624278000.0,16465512000.0,26010806000.0
2075.0,26844842000.0,30949542000.0,31355197000.0,28425530000.0,16115811000.0,25780908000.0
2076.0,26615783000.0,30848730000.0,31198255000.0,28242358000.0,15797486000.0,25508730000.0
2077.0,26404612000.0,30755176000.0,31087761000.0,28047080000.0,15423185000.0,25289679000.0
2078.0,26187934000.0,30628405000.0,30906239000.0,27876172000.0,15070777000.0,25110194000.0
2079.0,25942581000.0,30537011000.0,30795114000.0,27672977000.0,14743978000.0,24846995000.0
2080.0,25773540000.0,30449738000.0,30664083000.0,27448758000.0,14390841000.0,24596656000.0
2081.0,25536592000.0,30364164000.0,30518983000.0,27280724000.0,14032700000.0,24370432000.0
2082.0,25328996000.0,30282248000.0,30368140000.0,27046994000.0,13630176000.0,24148482000.0
2083.0,25114403000.0,30170388000.0,30248714000.0,26881436000.0,13319163000.0,23975985000.0
2084.0,24889647000.0,30101870000.0,30138511000.0,26686850000.0,12990703000.0,23767126000.0
2085.0,24678630000.0,29985505000.0,30018871000.0,26528762000.0,12692525000.0,23568103000.0
2086.0,24315950000.0,29868014000.0,29904443000.0,26374623000.0,12399346000.0,23388594000.0
2087.0,24035127000.0,29763370000.0,29823128000.0,26196260000.0,12039380000.0,23093320000.0
2088.0,23804502000.0,29631162000.0,29701923000.0,26025984000.0,11737132000.0,22917261000.0
2089.0,23601992000.0,29501506000.0,29599656000.0,25838370000.0,11476422000.0,22678905000.0
2090.0,23336993000.0,29442208000.0,29451856000.0,25676184000.0,11267322000.0,22571400000.0
2091.0,23054375000.0,29348714000.0,29377036000.0,25522060000.0,10982504000.0,22312876000.0
2092.0,22737482000.0,29125917000.0,29244631000.0,25347174000.0,10772213000.0,22271930000.0
2093.0,22381595000.0,29019255000.0,29143458000.0,25165847000.0,10449520000.0,22133250000.0
2094.0,21998356000.0,28853965000.0,28987875000.0,25003563000.0,10211949000.0,21826860000.0
2095.0,21586168000.0,28699978000.0,28846905000.0,24899189000.0,9948217000.0,21726104000.0
2096.0,21280776000.0,28498735000.0,28773740000.0,24725090000.0,9581671000.0,21487968000.0
2097.0,20991140000.0,28390255000.0,28634388000.0,24571881000.0,9310703000.0,21229027000.0
2098.0,20706767000.0,28251742000.0,28504156000.0,24448930000.0,8972550000.0,21182120000.0
2099.0,20452450000.0,28032874000.0,28300673000.0,24307358000.0,8627383000.0,20925380000.0
2100.0,20246220000.0,27823940000.0,28165626000.0,24147775000.0,8356584400.0,20749924000.0
2101.0,19885455000.0,27721654000.0,28046668000.0,23948409000.0,8034281500.0,20835496000.0
2102.0,19613670000.0,27611290000.0,27893680000.0,23813282000.0,7760997000.0,20810955000.0
2103.0,19309005000.0,27484834000.0,27786568000.0,23609500000.0,7514006500.0,20788842000.0
2104.0,19036013000.0,27317524000.0,27697248000.0,23526191000.0,7186324500.0,20326025000.0
2105.0,18743478000.0,27158073000.0,27496460000.0,23309490000.0,6841144000.0,20334640000.0
2106.0,18425879000.0,27008082000.0,27385004000.0,23140086000.0,6596204000.0,20603218000.0
2107.0,18141310000.0,26813792000.0,27291032000.0,22989890000.0,6348419600.0,20244850000.0
2108.0,17852748000.0,26642060000.0,27156044000.0,22788864000.0,6190734300.0,20142840000.0
2109.0,17659955000.0,26485844000.0,26977448000.0,22676419000.0,5998129000.0,19819751000.0
2110.0,17397560000.0,26309690000.0,26877028000.0,22562505000.0,5816047000.0,19599639000.0
2111.0,17228198000.0,26093947000.0,26746067000.0,22383423000.0,5648848000.0,19482585000.0
2112.0,17064465000.0,25985137000.0,26607510000.0,22181702000.0,5505119700.0,19293497000.0
2113.0,16854391000.0,25798052000.0,26438375000.0,22017739000.0,5360348000.0,19206246000.0
2114.0,16541791000.0,25709500000.0,26326518000.0,21835387000.0,5188753000.0,19252926000.0
2115.0,16267778000.0,25606801000.0,26191006000.0,21706201000.0,5081334300.0,19699580000.0
2116.0,16080197000.0,25412602000.0,26047793000.0,21553760000.0,4948897300.0,19116489000.0
2117.0,15716360000.0,25346077000.0,25847867000.0,21315164000.0,4815530500.0,18969778000.0
2118.0,15427583000.0,25396510000.0,25735596000.0,21176267000.0,4695196700.0,18795299000.0
2119.0,15151539000.0,25106516000.0,25543786000.0,20996348000.0,4603106000.0,18604214000.0
2120.0,14795579000.0,25011886000.0,25418027000.0,20697117000.0,4495083500.0,18401575000.0
2121.0,14554117000.0,24873398000.0,25167430000.0,20592886000.0,4416591400.0,18554421000.0
2122.0,14366420000.0,24717079000.0,25007688000.0,20415042000.0,4280803600.0,18198272000.0
2123.0,13974790000.0,24612640000.0,24821080000.0,20302475000.0,4181723000.0,18443290000.0
2124.0,13568696000.0,24467930000.0,24688364000.0,20103703000.0,4077010200.0,19347421000.0
2125.0,13179268000.0,24336898000.0,24526373000.0,19962495000.0,3993898000.0,18887301000.0
2126.0,12883160000.0,24151530000.0,24329488000.0,19815066000.0,3927047200.0,18828896000.0
2127.0,12578488000.0,23985285000.0,24128725000.0,19589646000.0,3793152800.0,19449696000.0
2128.0,12338610000.0,23810849000.0,23926774000.0,19378385000.0,3728246500.0,18995628000.0
2129.0,12121632000.0,23699931000.0,23781704000.0,19190503000.0,3695416800.0,19017978000.0
2130.0,11882051000.0,23549807000.0,23574903000.0,18966575000.0,3644529000.0,18456228000.0
2131.0,11668670000.0,23407866000.0,23355828000.0,18802180000.0,3587379500.0,19742878000.0
2132.0,11399960000.0,23509480000.0,23019100000.0,18737465000.0,3547906600.0,18448083000.0
2133.0,11233879000.0,23157752000.0,22855563000.0,18588322000.0,3496567600.0,18286539000.0
2134.0,11070750000.0,22968154000.0,22680652000.0,18430863000.0,3442503200.0,19458154000.0
2135.0,10965567000.0,22809543000.0,22461012000.0,19147356000.0,3384455000.0,19729320000.0
2136.0,10817467000.0,22725122000.0,22228880000.0,18553879000.0,3333755000.0,19646257000.0
2137.0,10643597000.0,22575235000.0,22082306000.0,18178075000.0,3317158400.0,18774559000.0
2138.0,10452010000.0,22460643000.0,21894904000.0,18043242000.0,3247854800.0,19412818000.0
2139.0,10266991000.0,22376049000.0,21691664000.0,17889250000.0,3198283000.0,20872215000.0
2140.0,10117294000.0,22153247000.0,21457875000.0,17738643000.0,3144296700.0,19181674000.0
2141.0,9991200000.0,22042820000.0,21263491000.0,17627394000.0,3127062500.0,19632128000.0
2142.0,9815755000.0,22174986000.0,21086515000.0,17580036000.0,3078063400.0,20312435000.0
2143.0,9691171000.0,21730138000.0,20923443000.0,17377208000.0,3055178000.0,20587210000.0
2144.0,9582035000.0,21683456000.0,20874676000.0,17301793000.0,3042436000.0,20123648000.0
2145.0,9467131000.0,21457844000.0,20820875000.0,17221214000.0,3011832600.0,19290814000.0
2146.0,9320275000.0,21342420000.0,20620190000.0,17057648000.0,3001829400.0,22018597000.0
2147.0,9182141000.0,21325928000.0,20474855000.0,16913138000.0,2974155000.0,19358120000.0
2148.0,9015537000.0,21337070000.0,20341623000.0,16791656000.0,2944524800.0,19208442000.0
2149.0,8867514000.0,21030496000.0,20251007000.0,16684355000.0,2913409800.0,19075693000.0
2150.0,8806355000.0,20946557000.0,20320772000.0,16607175000.0,2896298000.0,19258522000.0
2151.0,8703998000.0,20940659000.0,20914549000.0,16461030000.0,2852586800.0,18970243000.0
2152.0,8569094000.0,20787915000.0,20223445000.0,16360913000.0,2827116000.0,18835544000.0
2153.0,8507960000.0,20936307000.0,21187725000.0,16260377000.0,2816539600.0,19386247000.0
2154.0,8397253000.0,20617972000.0,20310729000.0,16134092000.0,2848282600.0,19501110000.0
2155.0,8307129000.0,20534852000.0,20080945000.0,16057417000.0,2793314800.0,19326884000.0
2156.0,8290984400.0,20390457000.0,20168567000.0,15927404000.0,2760293600.0,19484301000.0
2157.0,8407694000.0,20242252000.0,20452030000.0,16031398000.0,2754021000.0,19741145000.0
2158.0,8076175000.0,20197600000.0,20321649000.0,15894057000.0,2724933600.0,19166808000.0
2159.0,7935132000.0,20036979000.0,19972026000.0,15838182000.0,2708427000.0,19236868000.0
2160.0,7895683600.0,19900926000.0,19935465000.0,15783563000.0,2691721200.0,18719633000.0
2161.0,7809284000.0,20160246000.0,19736089000.0,15700312000.0,2676776700.0,19798256000.0
2162.0,7705653000.0,19920292000.0,19512881000.0,15576657000.0,2672156000.0,21232857000.0
2163.0,7598190000.0,20000487000.0,19403694000.0,15453785000.0,2686653400.0,20777132000.0
2164.0,7662407700.0,19545364000.0,19583447000.0,15481596000.0,2746698200.0,20376797000.0
2165.0,7523861500.0,19839564000.0,19331594000.0,15321497000.0,2680962600.0,19747035000.0
2166.0,7451129000.0,19453100000.0,19136305000.0,15954338000.0,2646165200.0,20450345000.0
2167.0,7401988600.0,19196200000.0,19009860000.0,15197928000.0,2649912600.0,20324140000.0
2168.0,7443778000.0,19106330000.0,18864767000.0,15218866000.0,2642634000.0,19616387000.0
2169.0,7506783700.0,18939754000.0,18752162000.0,15127050000.0,2632376600.0,19764810000.0
2170.0,7356711000.0,18886887000.0,18636680000.0,15055764000.0,2611665700.0,19566535000.0
2171.0,7202653700.0,18734092000.0,18546940000.0,14969423000.0,2812875500.0,19362746000.0
2172.0,7183378400.0,18567410000.0,18400780000.0,14917573000.0,2992878800.0,19322943000.0
2173.0,8198627000.0,18353383000.0,18347104000.0,14893127000.0,2818908000.0,19312090000.0
2174.0,7568389600.0,18224861000.0,18395664000.0,14763491000.0,2888443400.0,20922840000.0
2175.0,7339351600.0,18089247000.0,18063917000.0,14636134000.0,2719227600.0,19948208000.0
2176.0,7162572000.0,18387800000.0,17945766000.0,14519658000.0,2721332000.0,19896072000.0
2177.0,7067662300.0,17976324000.0,17977393000.0,14565019000.0,2662548200.0,19970441000.0
2178.0,7169861600.0,17963980000.0,17738471000.0,14550810000.0,2702181600.0,19385932000.0
2179.0,7016195600.0,17886566000.0,17629506000.0,14355303000.0,2771251200.0,21159176000.0
2180.0,6954125300.0,18213624000.0,17573917000.0,14261389000.0,2681796400.0,20354390000.0
2181.0,6910178300.0,18223485000.0,17414818000.0,14183742000.0,2663591000.0,19708545000.0
2182.0,6905760300.0,18113649000.0,17267556000.0,14037028000.0,2630838500.0,19258925000.0
2183.0,6928787000.0,17716963000.0,17111973000.0,14072547000.0,3192766700.0,19235561000.0
2184.0,6777084000.0,18175742000.0,17035705000.0,13991420000.0,2751234600.0,20693588000.0
2185.0,6752613000.0,17656107000.0,16908922000.0,13938747000.0,2588763100.0,21770676000.0
2186.0,6705257000.0,17449525000.0,16796093000.0,13838032000.0,2575686000.0,21027540000.0
2187.0,6647241700.0,17329453000.0,16614628000.0,13748270000.0,4068851200.0,20359985000.0
2188.0,6575579000.0,17201576000.0,16515449000.0,13666098000.0,2701790000.0,20186081000.0
2189.0,6546452000.0,17091334000.0,16344609000.0,13634621000.0,2537711400.0,21241119000.0
2190.0,6508843000.0,17086841000.0,16228047000.0,13513110000.0,2510988500.0,22390385000.0
2191.0,6460833000.0,16981262000.0,16110890000.0,13444183000.0,2490287900.0,21546224000.0
2192.0,6428252700.0,16872765000.0,15979470000.0,13380807000.0,2444925400.0,20791100000.0
2193.0,6676443600.0,16859776000.0,15868023000.0,13311658000.0,2437448700.0,20332358000.0
2194.0,6656620500.0,17492292000.0,15760455000.0,13216378000.0,2409591800.0,22534280000.0
2195.0,6316637700.0,16654858000.0,15804525000.0,13201831000.0,2380044300.0,21727476000.0
2196.0,6254527000.0,16580920000.0,15667112000.0,13227314000.0,2351555000.0,20573694000.0
2197.0,6170583000.0,17531675000.0,15571274000.0,13097322000.0,2335146500.0,21453860000.0
2198.0,6094282000.0,16814645000.0,15463812000.0,12995057000.0,2320615400.0,20509254000.0
2199.0,6082776600.0,16725208000.0,15365510000.0,12928102000.0,2279535400.0,20377080000.0
2200.0,6014980000.0,16685771000.0,15231475000.0,12987988000.0,2265755600.0,20561398000.0
2201.0,5958516700.0,16433766000.0,15158981000.0,12949661000.0,2238056400.0,20991273000.0
2202.0,5923691000.0,16325268000.0,15088637000.0,12907255000.0,2202295000.0,20153915000.0
2203.0,5924663000.0,16453829000.0,14967073000.0,12966215000.0,2175513000.0,19991240000.0
2204.0,5842919000.0,16334165000.0,14912259000.0,12790456000.0,2151587600.0,19917685000.0
2205.0,5828680000.0,16131634000.0,14782180000.0,12710808000.0,2120671200.0,19791983000.0
2206.0,5788248600.0,16100927000.0,14749232000.0,12584845000.0,2098855800.0,19955350000.0
2207.0,5772184000.0,16296061000.0,14661059000.0,12522431000.0,2098062100.0,19694797000.0
2208.0,5744101400.0,15996192000.0,14544173000.0,12465550000.0,2072229900.0,19548307000.0
2209.0,5756610000.0,15933684000.0,14439513000.0,12450380000.0,2021409700.0,19591344000.0
2210.0,5826809300.0,15814843000.0,14367190000.0,12388016000.0,2012377700.0,19564227000.0
2211.0,5751325700.0,15809999000.0,14284228000.0,12299248000.0,1999380600.0,19393575000.0
2212.0,5718587400.0,15661252000.0,14199399000.0,12241712000.0,1959172000.0,20385747000.0
2213.0,5669664300.0,15596168000.0,14103699000.0,12334811000.0,1949269800.0,19217324000.0
2214.0,5666150400.0,16184482000.0,14053869000.0,12175684000.0,1946678900.0,19156093000.0
2215.0,5619983400.0,15790438000.0,13914922000.0,12160442000.0,1935558500.0,19169740000.0
2216.0,5946343400.0,15584721000.0,13852862000.0,12037695000.0,1907325300.0,19110269000.0
2217.0,5676942000.0,15429580000.0,13826156000.0,12073166000.0,1893487000.0,19081507000.0
2218.0,5601631700.0,15292474000.0,13720255000.0,12197039000.0,1897068800.0,19030962000.0
2219.0,5554434000.0,15295052000.0,13581527000.0,12077353000.0,1870218000.0,19291090000.0
2220.0,5593373000.0,15558611000.0,13620550000.0,12013036000.0,1862283100.0,19098139000.0
2221.0,5538187300.0,15278519000.0,13487507000.0,12030139000.0,1850891300.0,18962481000.0
2222.0,5541742000.0,15001010000.0,13380756000.0,11884012000.0,1813881900.0,20389550000.0
2223.0,5472954400.0,15266518000.0,13328392000.0,11910582000.0,1816179200.0,19834409000.0
2224.0,5525294600.0,15019224000.0,13486761000.0,11768328000.0,1806416500.0,19168793000.0
2225.0,5465351000.0,15275073000.0,13258736000.0,11728232000.0,1800236000.0,19124605000.0
2226.0,5521808000.0,14945300000.0,13138625000.0,11732936000.0,1796426100.0,19267316000.0
2227.0,5553076700.0,14865524000.0,13044549000.0,11628536000.0,1777237200.0,20294246000.0
2228.0,5408044000.0,15032042000.0,12984217000.0,11831452000.0,1758457200.0,19469418000.0
2229.0,5395189000.0,14781751000.0,12964242000.0,11603908000.0,1753913900.0,18876557000.0
2230.0,5388368400.0,14577993000.0,13938771000.0,11482108000.0,1749578800.0,18956910000.0
2231.0,5356596000.0,14408663000.0,13346360000.0,11441355000.0,1746255900.0,23730625000.0
2232.0,5383574500.0,14985644000.0,13154505000.0,11767778000.0,1730491800.0,19589500000.0
2233.0,5316636000.0,14747974000.0,13084334000.0,11589528000.0,2061162400.0,19192793000.0
2234.0,5245982700.0,14678858000.0,14144037000.0,11461603000.0,1761122600.0,19575919000.0
2235.0,5333589000.0,14929417000.0,13457686000.0,11363811000.0,1719250300.0,20295270000.0
2236.0,5225789000.0,14728977000.0,13465285000.0,11268404000.0,1693026400.0,19948245000.0
2237.0,5206900700.0,14360056000.0,14025167000.0,11261569000.0,1694120100.0,19816112000.0
2238.0,5277522400.0,14304588000.0,13325807000.0,11240129000.0,1697851600.0,19925096000.0
2239.0,5197291500.0,14124062000.0,12898442000.0,11301677000.0,1771548900.0,21556713000.0
2240.0,5168380000.0,14153976000.0,12796995000.0,11143411000.0,1748042800.0,20953590000.0
2241.0,5202598400.0,14195107000.0,13189005000.0,11184114000.0,1719680400.0,20133550000.0
2242.0,5241610000.0,13952152000.0,12596249000.0,11770265000.0,1821565000.0,20042684000.0
2243.0,5162180600.0,13944116000.0,12509105000.0,11257895000.0,1798444000.0,20237950000.0
2244.0,5172545000.0,14106689000.0,12435917000.0,11083491000.0,1699505000.0,19872653000.0
2245.0,5404805000.0,13885075000.0,12384472000.0,11017995000.0,1707151500.0,20193602000.0
2246.0,5218090000.0,13806473000.0,12277045000.0,11153621000.0,1852811000.0,19723800000.0
2247.0,5295684000.0,13768833000.0,12241195000.0,11167430000.0,1689342800.0,22122154000.0
2248.0,5280495600.0,13734796000.0,12100915000.0,11322920000.0,2397074400.0,20689918000.0
2249.0,5246485500.0,13706173000.0,11987529000.0,11047711000.0,2136077700.0,19897025000.0
2250.0,5201963000.0,15003235000.0,11921281000.0,10891897000.0,2079529200.0,20469006000.0
2251.0,5161685000.0,14449098000.0,11873174000.0,11281874000.0,2124157000.0,19723053000.0
2252.0,5345718000.0,15552872000.0,11793055000.0,11614438000.0,1939498000.0,20703160000.0
2253.0,5130865000.0,14131209000.0,11731720000.0,11037132000.0,1946785700.0,21119005000.0
2254.0,5108133400.0,13820552000.0,11793699000.0,10808342000.0,1792513900.0,21227715000.0
2255.0,5177420000.0,14211969000.0,11832531000.0,10791359000.0,1740111100.0,21154214000.0
2256.0,5127047700.0,13971131000.0,12548628000.0,10740990000.0,1697570000.0,19904825000.0
2257.0,5085034500.0,13570575000.0,11855399000.0,11121772000.0,1678352300.0,21350846000.0
2258.0,5060020000.0,13429832000.0,11634050000.0,11688860000.0,1656425500.0,21024332000.0
2259.0,5036428300.0,13454194000.0,11581541000.0,11160770000.0,1652204300.0,21444807000.0
2260.0,5054070300.0,13345887000.0,11529459000.0,10978579000.0,1653657700.0,21129785000.0
2261.0,5029742000.0,13284731000.0,11485018000.0,10844727000.0,1626267800.0,20029560000.0
2262.0,4972461000.0,13381263000.0,11567199000.0,11415549000.0,1732221400.0,19961930000.0
2263.0,4956987000.0,13169640000.0,11711282000.0,10732846000.0,1601862100.0,19861307000.0
2264.0,4940491000.0,13263413000.0,11572308000.0,10754441000.0,1599639600.0,19813657000.0
2265.0,4932740000.0,13162578000.0,11932197000.0,10650510000.0,1589403300.0,19924828000.0
2266.0,4931768000.0,13016208000.0,11412124000.0,10548423000.0,1582434600.0,19820386000.0
2267.0,4869952500.0,13002616000.0,11360197000.0,10593077000.0,1579025400.0,19770556000.0
2268.0,4850666000.0,13022249000.0,11327088000.0,10978247000.0,1573446100.0,19878085000.0
2269.0,4821948000.0,13771119000.0,11518570000.0,10529876000.0,1569921700.0,19675589000.0
2270.0,4813744600.0,13992815000.0,11432940000.0,10578277000.0,1567731700.0,19580658000.0
2271.0,4821641000.0,13234540000.0,11296408000.0,10501126000.0,1545366400.0,19542768000.0
2272.0,4866143700.0,13128230000.0,11357911000.0,10784156000.0,1543466900.0,19494056000.0
2273.0,4762552300.0,12966632000.0,11221426000.0,10844793000.0,1529874200.0,19659571000.0
2274.0,5016501000.0,12812953000.0,11580716000.0,10441430000.0,1529326200.0,19481735000.0
2275.0,4868400000.0,12909043000.0,11210139000.0,10536858000.0,1519670000.0,19930538000.0
2276.0,4775255600.0,12983703000.0,11139015000.0,10539892000.0,1594302000.0,19526881000.0
2277.0,4754979300.0,13023601000.0,11066486000.0,10384653000.0,1525547900.0,19922688000.0
2278.0,4867082000.0,12733373000.0,11046152000.0,10362079000.0,1505083400.0,19686605000.0
2279.0,4738148400.0,12704937000.0,11019312000.0,10361083000.0,1500969600.0,19590830000.0
2280.0,4727002000.0,12663716000.0,10922188000.0,10308911000.0,1502455800.0,21431476000.0
2281.0,4717353000.0,12624329000.0,10979414000.0,10249790000.0,1482381600.0,19561103000.0
2282.0,4708437000.0,12548034000.0,11214148000.0,10430086000.0,1482178600.0,19607060000.0
2283.0,4760582700.0,12505688000.0,11052125000.0,10741535000.0,1469693200.0,19608726000.0
2284.0,4755334700.0,12815149000.0,11059258000.0,10221050000.0,1466926100.0,19548416000.0
2285.0,4757555000.0,12657067000.0,10883538000.0,10469117000.0,1446369200.0,20752218000.0
2286.0,4710951000.0,12424509000.0,10895151000.0,10424378000.0,1477599400.0,20458381000.0
2287.0,4726714400.0,12388761000.0,10831616000.0,10245058000.0,1443187800.0,20049668000.0
2288.0,4713964000.0,12364524000.0,10959356000.0,10269965000.0,1449063800.0,20118610000.0
2289.0,4647090700.0,12438099000.0,11163720000.0,10253707000.0,1439070800.0,20147892000.0
2290.0,4633717000.0,12423771000.0,10786308000.0,10163255000.0,1434543600.0,19967926000.0
2291.0,4627199000.0,12259806000.0,10661877000.0,10149812000.0,1430491800.0,19949818000.0
2292.0,4809987600.0,12245336000.0,10638582000.0,10366051000.0,1424406400.0,19872799000.0
2293.0,4763696000.0,12447020000.0,10850462000.0,10042503000.0,1416858400.0,20276965000.0
2294.0,4614288000.0,12315177000.0,10718890000.0,10032384000.0,1411632800.0,21083376000.0
