,cmip,gcm_original,gcm,scenario,rgi_reg,end_year,bias_correction,perc_area_missing,fpath,exp,historical_future_option,oggm_version
CMIP6:2100:CESM2-WACCM:ssp126:RGI04,CMIP6,CESM2-WACCM,CESM2-WACCM,ssp126,RGI04,2101,2000-2019,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_CESM2-WACCM_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CESM2-WACCM:ssp534-over:RGI04,CMIP6,CESM2-WACCM,CESM2-WACCM,ssp534-over,RGI04,2101,2000-2019,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_CESM2-WACCM_ssp534-over_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:IPSL-CM6A-LR:ssp585:RGI04,CMIP6,IPSL-CM6A-LR,IPSL-CM6A-LR,ssp585,RGI04,2101,2000-2019,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_IPSL-CM6A-LR_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI04,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI04,2101,2000-2019,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:EC-EARTH3:ssp245:RGI04,CMIP6,EC-Earth3,EC-EARTH3,ssp245,RGI04,2101,2000-2019,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_EC-Earth3_ssp245_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:NORESM2-MM:ssp126:RGI04,CMIP6,NorESM2-MM,NORESM2-MM,ssp126,RGI04,2101,2000-2019,9.44770705152593e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_NorESM2-MM_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CMCC-CM2-SR5:ssp585:RGI04,CMIP6,CMCC-CM2-SR5,CMCC-CM2-SR5,ssp585,RGI04,2101,2000-2019,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_CMCC-CM2-SR5_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CAMS-CSM1-0:ssp585:RGI04,CMIP6,CAMS-CSM1-0,CAMS-CSM1-0,ssp585,RGI04,2100,2000-2019,0.00010267013772276947,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_CAMS-CSM1-0_ssp585_bc_2000_2019_endyr2100_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CANESM5:ssp585:RGI04,CMIP6,CanESM5,CANESM5,ssp585,RGI04,2101,2000-2019,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_CanESM5_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:INM-CM4-8:ssp126:RGI04,CMIP6,INM-CM4-8,INM-CM4-8,ssp126,RGI04,2101,2000-2019,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_INM-CM4-8_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp434:RGI04,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp434,RGI04,2101,2000-2019,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp434_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:EC-EARTH3:ssp370:RGI04,CMIP6,EC-Earth3,EC-EARTH3,ssp370,RGI04,2101,2000-2019,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_EC-Earth3_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:ACCESS-ESM1-5:ssp126:RGI04,CMIP6,ACCESS-ESM1-5,ACCESS-ESM1-5,ssp126,RGI04,2101,2000-2019,0.00010066467052570729,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ACCESS-ESM1-5_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:FGOALS-F3-L:ssp585:RGI04,CMIP6,FGOALS-f3-L,FGOALS-F3-L,ssp585,RGI04,2101,2000-2019,9.44770705152593e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_FGOALS-f3-L_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:INM-CM4-8:ssp370:RGI04,CMIP6,INM-CM4-8,INM-CM4-8,ssp370,RGI04,2101,2000-2019,0.00010863762547988141,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_INM-CM4-8_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CESM2-WACCM:ssp245:RGI04,CMIP6,CESM2-WACCM,CESM2-WACCM,ssp245,RGI04,2101,2000-2019,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_CESM2-WACCM_ssp245_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:GFDL-ESM4:ssp585:RGI04,CMIP6,GFDL-ESM4,GFDL-ESM4,ssp585,RGI04,2101,2000-2019,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_GFDL-ESM4_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:EC-EARTH3:ssp126:RGI04,CMIP6,EC-Earth3,EC-EARTH3,ssp126,RGI04,2101,2000-2019,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_EC-Earth3_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:EC-EARTH3-VEG:ssp585:RGI04,CMIP6,EC-Earth3-Veg,EC-EARTH3-VEG,ssp585,RGI04,2101,2000-2019,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:NORESM2-MM:ssp245:RGI04,CMIP6,NorESM2-MM,NORESM2-MM,ssp245,RGI04,2101,2000-2019,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_NorESM2-MM_ssp245_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CAMS-CSM1-0:ssp585:RGI17,CMIP6,CAMS-CSM1-0,CAMS-CSM1-0,ssp585,RGI17,2100,2000-2019,0.0013916507073955422,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_CAMS-CSM1-0_ssp585_bc_2000_2019_endyr2100_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CESM2:ssp370:RGI17,CMIP6,CESM2,CESM2,ssp370,RGI17,2101,2000-2019,0.0013805732289286655,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_CESM2_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:EC-EARTH3-VEG:ssp126:RGI17,CMIP6,EC-Earth3-Veg,EC-EARTH3-VEG,ssp126,RGI17,2101,2000-2019,0.0013916507073955422,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CESM2-WACCM:ssp126:RGI17,CMIP6,CESM2-WACCM,CESM2-WACCM,ssp126,RGI17,2101,2000-2019,0.0013906652875319242,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_CESM2-WACCM_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:INM-CM5-0:ssp370:RGI17,CMIP6,INM-CM5-0,INM-CM5-0,ssp370,RGI17,2101,2000-2019,0.0013988544663985415,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_INM-CM5-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp434:RGI17,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp434,RGI17,2101,2000-2019,0.0014016748060082065,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp434_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:NORESM2-MM:ssp245:RGI17,CMIP6,NorESM2-MM,NORESM2-MM,ssp245,RGI17,2101,2000-2019,0.0014011990860740462,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_NorESM2-MM_ssp245_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CMCC-CM2-SR5:ssp245:RGI17,CMIP6,CMCC-CM2-SR5,CMCC-CM2-SR5,ssp245,RGI17,2101,2000-2019,0.0014073834452181311,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_CMCC-CM2-SR5_ssp245_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CESM2:ssp126:RGI17,CMIP6,CESM2,CESM2,ssp126,RGI17,2101,2000-2019,0.0013906652875319242,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_CESM2_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:GFDL-ESM4:ssp119:RGI17,CMIP6,GFDL-ESM4,GFDL-ESM4,ssp119,RGI17,2101,2000-2019,0.0014855714143969163,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_GFDL-ESM4_ssp119_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:ACCESS-ESM1-5:ssp585:RGI17,CMIP6,ACCESS-ESM1-5,ACCESS-ESM1-5,ssp585,RGI17,2101,2000-2019,0.0013992282463468108,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_ACCESS-ESM1-5_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MPI-ESM1-2-HR:ssp245:RGI17,CMIP6,MPI-ESM1-2-HR,MPI-ESM1-2-HR,ssp245,RGI17,2101,2000-2019,0.0014022184859329612,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_MPI-ESM1-2-HR_ssp245_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:BCC-CSM2-MR:ssp585:RGI17,CMIP6,BCC-CSM2-MR,BCC-CSM2-MR,ssp585,RGI17,2101,2000-2019,0.0013791800491214812,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_BCC-CSM2-MR_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:GFDL-ESM4:ssp245:RGI17,CMIP6,GFDL-ESM4,GFDL-ESM4,ssp245,RGI17,2101,2000-2019,0.0014031699258012821,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_GFDL-ESM4_ssp245_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:EC-EARTH3-VEG:ssp370:RGI17,CMIP6,EC-Earth3-Veg,EC-EARTH3-VEG,ssp370,RGI17,2101,2000-2019,0.0013906652875319242,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:INM-CM5-0:ssp126:RGI17,CMIP6,INM-CM5-0,INM-CM5-0,ssp126,RGI17,2101,2000-2019,0.001450673959226724,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_INM-CM5-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CESM2-WACCM:ssp370:RGI17,CMIP6,CESM2-WACCM,CESM2-WACCM,ssp370,RGI17,2101,2000-2019,0.0013791800491214812,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_CESM2-WACCM_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:NORESM2-MM:ssp370:RGI17,CMIP6,NorESM2-MM,NORESM2-MM,ssp370,RGI17,2101,2000-2019,0.0014059902654109469,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_NorESM2-MM_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:ACCESS-CM2:ssp126:RGI17,CMIP6,ACCESS-CM2,ACCESS-CM2,ssp126,RGI17,2101,2000-2019,0.0013906652875319242,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_ACCESS-CM2_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:EC-EARTH3-VEG:ssp245:RGI17,CMIP6,EC-Earth3-Veg,EC-EARTH3-VEG,ssp245,RGI17,2101,2000-2019,0.0013906652875319242,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp245_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:GFDL-ESM4:ssp370:RGI17,CMIP6,GFDL-ESM4,GFDL-ESM4,ssp370,RGI17,2101,2000-2019,0.0013916507073955422,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_GFDL-ESM4_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CESM2-WACCM:ssp245:RGI17,CMIP6,CESM2-WACCM,CESM2-WACCM,ssp245,RGI17,2101,2000-2019,0.0013834955085242219,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_CESM2-WACCM_ssp245_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp460:RGI17,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp460,RGI17,2101,2000-2019,0.0013916507073955422,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp460_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MPI-ESM1-2-HR:ssp370:RGI17,CMIP6,MPI-ESM1-2-HR,MPI-ESM1-2-HR,ssp370,RGI17,2101,2000-2019,0.0014002476462057253,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_MPI-ESM1-2-HR_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:INM-CM4-8:ssp585:RGI17,CMIP6,INM-CM4-8,INM-CM4-8,ssp585,RGI17,2101,2000-2019,0.0013988544663985415,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_INM-CM4-8_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:EC-EARTH3-VEG:ssp119:RGI17,CMIP6,EC-Earth3-Veg,EC-EARTH3-VEG,ssp119,RGI17,2101,2000-2019,0.0013995000863091876,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp119_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:FGOALS-F3-L:ssp585:RGI17,CMIP6,FGOALS-f3-L,FGOALS-F3-L,ssp585,RGI17,2101,2000-2019,0.001384888688331406,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_FGOALS-f3-L_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:EC-EARTH3:ssp585:RGI17,CMIP6,EC-Earth3,EC-EARTH3,ssp585,RGI17,2101,2000-2019,0.0013791800491214812,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_EC-Earth3_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:TAIESM1:ssp585:RGI17,CMIP6,TaiESM1,TAIESM1,ssp585,RGI17,2101,2000-2019,0.0013699035104053543,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_TaiESM1_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CANESM5:ssp126:RGI17,CMIP6,CanESM5,CANESM5,ssp126,RGI17,2101,2000-2019,0.001422504543125371,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_CanESM5_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:NORESM2-MM:ssp126:RGI17,CMIP6,NorESM2-MM,NORESM2-MM,ssp126,RGI17,2101,2000-2019,0.0014011990860740462,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_NorESM2-MM_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:CANESM5:ssp534-over:RGI17,CMIP6,CanESM5,CANESM5,ssp534-over,RGI17,2101,2000-2019,0.0013906652875319242,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_CanESM5_ssp534-over_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MPI-ESM1-2-HR:ssp126:RGI17,CMIP6,MPI-ESM1-2-HR,MPI-ESM1-2-HR,ssp126,RGI17,2101,2000-2019,0.0014030679858153903,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_MPI-ESM1-2-HR_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:IPSL-CM6A-LR:ssp534-over:RGI17,CMIP6,IPSL-CM6A-LR,IPSL-CM6A-LR,ssp534-over,RGI17,2101,2000-2019,0.0013916507073955422,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_IPSL-CM6A-LR_ssp534-over_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:IPSL-CM6A-LR:ssp126:RGI17,CMIP6,IPSL-CM6A-LR,IPSL-CM6A-LR,ssp126,RGI17,2101,2000-2019,0.0013983787464643812,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_IPSL-CM6A-LR_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:GFDL-ESM4:ssp126:RGI17,CMIP6,GFDL-ESM4,GFDL-ESM4,ssp126,RGI17,2101,2000-2019,0.0014016748060082065,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_GFDL-ESM4_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI17,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI17,2101,2000-2019,0.0013921264273297023,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:INM-CM5-0:ssp245:RGI17,CMIP6,INM-CM5-0,INM-CM5-0,ssp245,RGI17,2101,2000-2019,0.0013988544663985415,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_w5e5_gcm_merged_INM-CM5-0_ssp245_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
