time,IPSL-CM5A-LR,NORESM1-M,GFDL-ESM2G,CANESM2,CSIRO-MK3-6-0,CESM1-CAM5,GISS-E2-R,CNRM-CM5,GFDL-CM3,CCSM4,MPI-ESM-LR
2019.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0
2020.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0
2021.0,48602630000.0,49044770000.0,48835953000.0,48927056000.0,48460562000.0,48708284000.0,48595427000.0,48737186000.0,48597630000.0,48637550000.0,48785736000.0
2022.0,48487035000.0,48509145000.0,48748646000.0,48706822000.0,48871145000.0,48577150000.0,48428085000.0,48574320000.0,48331735000.0,48443724000.0,48640080000.0
2023.0,48325714000.0,48411680000.0,49271513000.0,48338493000.0,49851515000.0,48227500000.0,48439886000.0,48349280000.0,48077935000.0,48268235000.0,48259290000.0
2024.0,48078696000.0,48282698000.0,48657265000.0,48207490000.0,48786997000.0,47928013000.0,48077804000.0,48372478000.0,47803830000.0,48183538000.0,48347652000.0
2025.0,47896020000.0,48084877000.0,48503180000.0,47915835000.0,48297005000.0,48084595000.0,47882818000.0,48136790000.0,47538290000.0,47877770000.0,47983096000.0
2026.0,47954125000.0,47891927000.0,48888770000.0,48401750000.0,47951598000.0,48170762000.0,47697514000.0,48014640000.0,47234620000.0,47581774000.0,47718207000.0
2027.0,47541137000.0,47730020000.0,48282173000.0,47616877000.0,47851168000.0,47388287000.0,47528997000.0,47732077000.0,46902292000.0,47338140000.0,47516050000.0
2028.0,47241417000.0,47418184000.0,48007012000.0,47387402000.0,47978074000.0,47038333000.0,47345082000.0,47557796000.0,46490710000.0,47094910000.0,47491666000.0
2029.0,46986203000.0,47226960000.0,48312865000.0,47032000000.0,47425913000.0,46808146000.0,47065950000.0,47297937000.0,46151352000.0,46904734000.0,47046287000.0
2030.0,46734365000.0,46979957000.0,48348815000.0,48415200000.0,47111420000.0,46622495000.0,46909430000.0,47146140000.0,45814678000.0,46981726000.0,46797783000.0
2031.0,46967095000.0,46685123000.0,48623845000.0,46687867000.0,47096955000.0,46267490000.0,46678020000.0,46982615000.0,45295600000.0,46724410000.0,46622010000.0
2032.0,46542758000.0,46338015000.0,47982200000.0,46286365000.0,46683410000.0,45905900000.0,46746670000.0,46686245000.0,44702646000.0,46131708000.0,46329156000.0
2033.0,46278853000.0,45979850000.0,47339774000.0,45905840000.0,46444274000.0,45751540000.0,46274154000.0,46446432000.0,43880190000.0,45883277000.0,45937865000.0
2034.0,45813314000.0,45761800000.0,47281205000.0,46048790000.0,46122860000.0,45266137000.0,46137844000.0,46203728000.0,43234110000.0,45538060000.0,45731510000.0
2035.0,45491954000.0,45419350000.0,48388256000.0,45549535000.0,45615727000.0,44906780000.0,45898297000.0,46459572000.0,42458220000.0,45292057000.0,45742700000.0
2036.0,45137613000.0,45102723000.0,47564920000.0,45475213000.0,45368880000.0,44615650000.0,45710426000.0,45761560000.0,42028630000.0,44908954000.0,45440120000.0
2037.0,44745298000.0,44758962000.0,46876983000.0,44878380000.0,44978323000.0,44237353000.0,45748232000.0,45615830000.0,41401074000.0,44690723000.0,46193700000.0
2038.0,44472717000.0,44402390000.0,46296957000.0,44535075000.0,44765594000.0,44312875000.0,45322160000.0,45239513000.0,40571110000.0,44384686000.0,45140177000.0
2039.0,44277370000.0,44061233000.0,45852900000.0,44174690000.0,44353438000.0,43882390000.0,45176340000.0,44843807000.0,39855990000.0,44019400000.0,44810043000.0
2040.0,43935113000.0,43733398000.0,46142980000.0,43834544000.0,45251973000.0,43521864000.0,44850580000.0,44475535000.0,39004774000.0,44107276000.0,44436468000.0
2041.0,43641643000.0,43454534000.0,45530430000.0,43368900000.0,44025557000.0,43082200000.0,44619390000.0,44249584000.0,38100603000.0,43791010000.0,44096640000.0
2042.0,43215266000.0,43201410000.0,45200196000.0,42913587000.0,43713590000.0,42507660000.0,44258316000.0,43889750000.0,37231820000.0,43186766000.0,43818762000.0
2043.0,42847860000.0,42656160000.0,44733930000.0,42413756000.0,43249545000.0,41881750000.0,43903320000.0,43448607000.0,36318390000.0,42828894000.0,44095345000.0
2044.0,42465720000.0,42670203000.0,44381983000.0,42173546000.0,43148950000.0,41657090000.0,43597332000.0,43171647000.0,35207913000.0,42403500000.0,43718220000.0
2045.0,42092920000.0,42206020000.0,45188270000.0,41821500000.0,42577040000.0,41269297000.0,43457760000.0,42865807000.0,34332987000.0,42076115000.0,43331840000.0
2046.0,41651140000.0,41754132000.0,44287807000.0,41242755000.0,42525594000.0,40674755000.0,43177610000.0,42564596000.0,33427134000.0,41839810000.0,42742436000.0
2047.0,41815820000.0,41315700000.0,45179744000.0,41109336000.0,41911970000.0,40218608000.0,43298992000.0,42319868000.0,32317997000.0,41500060000.0,42724393000.0
2048.0,41008940000.0,40939418000.0,44022817000.0,40466993000.0,41340250000.0,41297555000.0,43001418000.0,42048106000.0,31382235000.0,41199520000.0,44576748000.0
2049.0,40723198000.0,40703607000.0,43400188000.0,40025276000.0,40940413000.0,40894435000.0,42420990000.0,41784844000.0,30099735000.0,40825786000.0,41920180000.0
2050.0,40398070000.0,40276316000.0,43383357000.0,39778370000.0,40544006000.0,39470907000.0,42038403000.0,41442230000.0,29013900000.0,40688034000.0,41632540000.0
2051.0,39867020000.0,40262700000.0,43072850000.0,40517526000.0,40116990000.0,39386760000.0,41804337000.0,41062310000.0,28014670000.0,40416387000.0,41335816000.0
2052.0,39587762000.0,39651287000.0,42768780000.0,39101334000.0,39653716000.0,39151890000.0,41575940000.0,40717520000.0,27081800000.0,40083640000.0,41034478000.0
2053.0,39233556000.0,39432030000.0,42431447000.0,38514086000.0,39490360000.0,38600925000.0,41651565000.0,40420730000.0,26225764000.0,39765720000.0,40618553000.0
2054.0,38937444000.0,38863573000.0,42590523000.0,38082270000.0,38959020000.0,38075060000.0,41160200000.0,40401785000.0,25058533000.0,39399223000.0,40265703000.0
2055.0,38725386000.0,38488015000.0,42573630000.0,37682045000.0,38594843000.0,37582610000.0,41206993000.0,39842898000.0,24094083000.0,39084940000.0,39816550000.0
2056.0,38255580000.0,38198764000.0,42009210000.0,37318800000.0,38223843000.0,37187015000.0,40868577000.0,39634293000.0,23048745000.0,38987112000.0,39630680000.0
2057.0,38187130000.0,38150930000.0,42335994000.0,36855747000.0,37693034000.0,37889954000.0,40532357000.0,39846007000.0,22334444000.0,39279600000.0,39463846000.0
2058.0,37675123000.0,37686428000.0,42643284000.0,36698448000.0,38161514000.0,36545753000.0,40975802000.0,38986543000.0,21738197000.0,39278146000.0,39460655000.0
2059.0,37290080000.0,37260560000.0,42207752000.0,36425190000.0,37019984000.0,36061434000.0,40393700000.0,38719173000.0,21037165000.0,38263580000.0,38780715000.0
2060.0,36861660000.0,37110590000.0,42295250000.0,36165243000.0,36621783000.0,35876340000.0,40052965000.0,38385440000.0,20403155000.0,38137496000.0,38841905000.0
2061.0,36913360000.0,36696670000.0,41801826000.0,35315515000.0,36266717000.0,35430180000.0,40040206000.0,38034950000.0,19836300000.0,37795865000.0,38318740000.0
2062.0,36568367000.0,36257067000.0,41518547000.0,35010850000.0,35939525000.0,35004576000.0,39666254000.0,37769650000.0,19249811000.0,37774934000.0,39235097000.0
2063.0,35982217000.0,36013236000.0,41657330000.0,34350860000.0,35870970000.0,34730877000.0,39604867000.0,37489967000.0,18815359000.0,37370320000.0,39213974000.0
2064.0,35636540000.0,35846660000.0,42165840000.0,33865984000.0,37386200000.0,34250439000.0,39740470000.0,37248820000.0,18254744000.0,37284790000.0,38558710000.0
2065.0,35911830000.0,35478870000.0,41450033000.0,33675903000.0,35637862000.0,33977710000.0,39202255000.0,36936420000.0,17708874000.0,37362987000.0,38218690000.0
2066.0,35244667000.0,35144094000.0,41430114000.0,33195784000.0,34943672000.0,33536104000.0,39108256000.0,36724728000.0,17256829000.0,37562650000.0,39265067000.0
2067.0,34879620000.0,34840297000.0,42836378000.0,32863072000.0,34641150000.0,33618850000.0,38837320000.0,36390076000.0,16899629000.0,36849270000.0,38283570000.0
2068.0,34592410000.0,34582307000.0,41337627000.0,34047450000.0,34210638000.0,33082026000.0,38496756000.0,36029186000.0,16502012000.0,36587740000.0,38093144000.0
2069.0,34288636000.0,34718270000.0,41337967000.0,32360700000.0,33881426000.0,32729995000.0,38344647000.0,35690107000.0,15979171000.0,36255715000.0,39616487000.0
2070.0,34109188000.0,34255538000.0,41078610000.0,31939955000.0,33581435000.0,32385770000.0,38026736000.0,35656122000.0,15528913000.0,37007230000.0,37601650000.0
2071.0,33697837000.0,33892647000.0,41686393000.0,31780570000.0,33635074000.0,32016880000.0,38383690000.0,35091970000.0,15167880000.0,35983286000.0,37613340000.0
2072.0,33895141000.0,33712984000.0,40913710000.0,31383728000.0,32903004000.0,31828972000.0,37984956000.0,35321840000.0,14806346000.0,35644228000.0,38077604000.0
2073.0,33995536000.0,33753350000.0,42613790000.0,31116368000.0,32691501000.0,31427142000.0,38507090000.0,36714610000.0,14523744000.0,35460723000.0,40734925000.0
2074.0,33606023000.0,33258568000.0,42902610000.0,31844565000.0,32360780000.0,31083360000.0,38150357000.0,36785185000.0,14178766000.0,35732083000.0,40602153000.0
2075.0,33403320000.0,33231428000.0,41968992000.0,30685741000.0,32455700000.0,30913526000.0,37462340000.0,35965702000.0,13883394000.0,35584496000.0,40579130000.0
2076.0,32837026000.0,32743326000.0,40988570000.0,30916252000.0,31701450000.0,32643674000.0,37949964000.0,34446610000.0,13612646000.0,35491512000.0,38655746000.0
2077.0,32811090000.0,32489554000.0,40559747000.0,30466173000.0,32409432000.0,31205440000.0,37237076000.0,34063112000.0,13318699000.0,34863860000.0,38141215000.0
2078.0,32852226000.0,32157010000.0,40734820000.0,30081475000.0,32284436000.0,30485307000.0,39944413000.0,33965167000.0,13092019000.0,34945225000.0,38165217000.0
2079.0,32209981000.0,32004470000.0,40948390000.0,30237112000.0,31214051000.0,30694844000.0,40378626000.0,33736008000.0,12896889000.0,34536680000.0,37817370000.0
2080.0,31839926000.0,31604036000.0,40400680000.0,29830210000.0,31037706000.0,31746320000.0,38671483000.0,33389640000.0,12692377000.0,34218140000.0,37429445000.0
2081.0,31589920000.0,31428729000.0,40152580000.0,29923545000.0,30781532000.0,30387409000.0,37491860000.0,33188559000.0,12436174000.0,34076365000.0,38091990000.0
2082.0,31604920000.0,31367447000.0,40616178000.0,29477104000.0,31179553000.0,29645914000.0,37770056000.0,33695207000.0,12238302000.0,34183778000.0,40404394000.0
2083.0,31246836000.0,31384717000.0,40541980000.0,29130144000.0,31320590000.0,29404610000.0,38628884000.0,32911706000.0,12083843000.0,34382705000.0,37835900000.0
2084.0,31812405000.0,30914703000.0,40739190000.0,28997356000.0,30851529000.0,29013810000.0,37825343000.0,33054734000.0,11880570000.0,33789729000.0,37146632000.0
2085.0,31324234000.0,30590410000.0,40166924000.0,30215938000.0,30064536000.0,28597297000.0,37467423000.0,32472211000.0,11711527000.0,33622479000.0,36872730000.0
2086.0,31177918000.0,30420260000.0,40187970000.0,29079906000.0,29553756000.0,28358824000.0,37093430000.0,32298543000.0,11735617000.0,34502746000.0,37690820000.0
2087.0,30625577000.0,30200543000.0,40324534000.0,28291838000.0,29365969000.0,28865740000.0,36751360000.0,32170295000.0,11411693000.0,34362770000.0,38954103000.0
2088.0,31423185000.0,29911850000.0,39895454000.0,28327924000.0,30893110000.0,28885715000.0,37706813000.0,32098744000.0,11231551000.0,34551650000.0,39169180000.0
2089.0,33368605000.0,29817130000.0,39784700000.0,29520777000.0,29343078000.0,28160550000.0,37563760000.0,31835855000.0,11107614000.0,36194914000.0,41636872000.0
2090.0,31574209000.0,29541188000.0,39694260000.0,27863220000.0,28837556000.0,29011094000.0,37124550000.0,31705831000.0,10978606000.0,34105272000.0,38619850000.0
2091.0,30840400000.0,29560869000.0,39865740000.0,28919443000.0,28551643000.0,30173585000.0,37356233000.0,31451791000.0,10801404000.0,33364568000.0,37366723000.0
2092.0,31020356000.0,29180948000.0,40682557000.0,27779350000.0,28348756000.0,30369660000.0,37865580000.0,32100717000.0,10694015000.0,33237221000.0,37166800000.0
2093.0,30328381000.0,28958419000.0,40891195000.0,28089506000.0,28216009000.0,27946920000.0,36729815000.0,31333740000.0,10700517000.0,33366796000.0,39890924000.0
2094.0,30116334000.0,28778815000.0,39956560000.0,27947375000.0,28292190000.0,27448450000.0,37934180000.0,31348150000.0,10534442000.0,33444964000.0,37246630000.0
2095.0,29809762000.0,28803987000.0,39869034000.0,27580834000.0,27931034000.0,29326390000.0,37967220000.0,31120105000.0,10418110000.0,33472326000.0,36977127000.0
2096.0,29866050000.0,28516340000.0,40105600000.0,36556886000.0,28722348000.0,28548164000.0,37938850000.0,31054182000.0,10307355000.0,33039055000.0,37012873000.0
2097.0,29382437000.0,28400902000.0,41028997000.0,31426736000.0,27526040000.0,27301669000.0,37305930000.0,30924650000.0,10193707000.0,33124938000.0,38116377000.0
2098.0,31760780000.0,28282880000.0,40624570000.0,30671206000.0,28615268000.0,27149152000.0,36975235000.0,31368927000.0,10104082000.0,33372885000.0,37381636000.0
2099.0,30124069000.0,28159551000.0,40910787000.0,28705878000.0,27506900000.0,27206365000.0,37473083000.0,31983538000.0,10002765000.0,32921590000.0,38985433000.0
2100.0,29676968000.0,28641962000.0,39864218000.0,28789946000.0,28004960000.0,26674448000.0,37410690000.0,31975027000.0,9942129000.0,32443003000.0,37085643000.0
