time,CNRM-ESM2-1,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,UKESM1-0-LL
2041.0,12736018000000.0,12893065000000.0,12993498000000.0,11878678000000.0,11560515000000.0
2042.0,12589331000000.0,12774961000000.0,12908612000000.0,11680501000000.0,11345751000000.0
2043.0,12473833000000.0,12616485000000.0,12785173000000.0,11491988000000.0,11189018000000.0
2044.0,12373114000000.0,12503869000000.0,12694190000000.0,11339883000000.0,10968517000000.0
2045.0,12220041000000.0,12333353000000.0,12593448000000.0,11206204000000.0,10813873000000.0
2046.0,12078573000000.0,12232170000000.0,12484001000000.0,11065407000000.0,10629679000000.0
2047.0,11975886000000.0,12069887000000.0,12399246000000.0,10921403000000.0,10445170000000.0
2048.0,11868535000000.0,11886055000000.0,12260335000000.0,10774317000000.0,10225669000000.0
2049.0,11705970000000.0,11809804000000.0,12118980000000.0,10620137000000.0,10078501000000.0
2050.0,11624645000000.0,11721453000000.0,12049242000000.0,10482654000000.0,9909498000000.0
2051.0,11467905000000.0,11567544000000.0,11942798000000.0,10332307000000.0,9752084000000.0
2052.0,11364909000000.0,11418095000000.0,11869679000000.0,10142680000000.0,9548103000000.0
2053.0,11249917000000.0,11233446000000.0,11749475000000.0,9987693000000.0,9353848000000.0
2054.0,11191618000000.0,11066705000000.0,11652191000000.0,9836770000000.0,9161044000000.0
2055.0,11065858000000.0,10998935000000.0,11540125000000.0,9609608000000.0,8969183000000.0
2056.0,10963933000000.0,10848262000000.0,11476371000000.0,9499409000000.0,8775317600000.0
2057.0,10887424000000.0,10770133000000.0,11389076000000.0,9363038000000.0,8593089000000.0
2058.0,10742774000000.0,10623725000000.0,11285596000000.0,9188104000000.0,8387576000000.0
2059.0,10621844000000.0,10471007000000.0,11188620000000.0,9055785000000.0,8239331000000.0
2060.0,10511561000000.0,10371154000000.0,11076845000000.0,8895275000000.0,8086100000000.0
2061.0,10432738000000.0,10224304000000.0,10931762000000.0,8784451000000.0,7910681000000.0
2062.0,10389078000000.0,10148669000000.0,10797349000000.0,8630991000000.0,7699557000000.0
2063.0,10230660000000.0,10075857000000.0,10637752000000.0,8485362700000.0,7526015300000.0
2064.0,10118669000000.0,9942204000000.0,10533424000000.0,8373855600000.0,7381508400000.0
2065.0,9942778000000.0,9862072000000.0,10456618000000.0,8230300300000.0,7222180400000.0
2066.0,9874028000000.0,9791756000000.0,10361823000000.0,8116974000000.0,7036132700000.0
2067.0,9755378000000.0,9727932000000.0,10300089000000.0,7955481600000.0,6835944000000.0
2068.0,9622777000000.0,9663478000000.0,10169223000000.0,7854527000000.0,6676662000000.0
2069.0,9547955000000.0,9644149000000.0,10012093000000.0,7726078000000.0,6510820000000.0
2070.0,9403726000000.0,9608899000000.0,9871566000000.0,7608388300000.0,6352305000000.0
2071.0,9328532000000.0,9540476000000.0,9759616000000.0,7510524000000.0,6222136700000.0
2072.0,9207089000000.0,9426559000000.0,9651855000000.0,7418096000000.0,6089756000000.0
2073.0,9045758000000.0,9311694000000.0,9553566000000.0,7255842000000.0,5941788000000.0
2074.0,8907515000000.0,9229184000000.0,9442743000000.0,7196019000000.0,5801082600000.0
2075.0,8793400300000.0,9161298000000.0,9347370000000.0,7063526700000.0,5680670000000.0
2076.0,8646891000000.0,9064595000000.0,9230353000000.0,6948864000000.0,5567089700000.0
2077.0,8550600000000.0,8906289000000.0,9167358000000.0,6831153300000.0,5412404300000.0
2078.0,8429855000000.0,8883372000000.0,9095381000000.0,6736108300000.0,5289508600000.0
2079.0,8284132600000.0,8813606000000.0,9046513000000.0,6635053000000.0,5178605400000.0
2080.0,8161668400000.0,8711249000000.0,8952983000000.0,6560721400000.0,5098906300000.0
2081.0,8007670000000.0,8572071000000.0,8891444000000.0,6453362000000.0,4975415500000.0
2082.0,7891270000000.0,8508398000000.0,8795330000000.0,6356969500000.0,4859434600000.0
2083.0,7840734400000.0,8377134000000.0,8694764400000.0,6288183400000.0,4760142000000.0
2084.0,7718825000000.0,8296788000000.0,8602524000000.0,6205915300000.0,4644393700000.0
2085.0,7645687000000.0,8245956000000.0,8522221000000.0,6124636500000.0,4520642300000.0
2086.0,7558205500000.0,8181289000000.0,8446311000000.0,6076342700000.0,4420848000000.0
2087.0,7451811000000.0,8183929600000.0,8399766000000.0,5995462400000.0,4313142300000.0
2088.0,7385735000000.0,8168023000000.0,8316715000000.0,5941259400000.0,4210191800000.0
2089.0,7290734000000.0,8154690600000.0,8233765300000.0,5852202000000.0,4079283000000.0
2090.0,7190575300000.0,8103335000000.0,8158577700000.0,5790735000000.0,3974480800000.0
2091.0,7086616300000.0,8078462300000.0,8089426000000.0,5710046000000.0,3871555000000.0
2092.0,7001524400000.0,8045078000000.0,8029928400000.0,5665297300000.0,3817868400000.0
2093.0,6899948300000.0,8016276500000.0,7995086300000.0,5642042000000.0,3738262300000.0
2094.0,6797631000000.0,7947966500000.0,7916264000000.0,5571029000000.0,3651556900000.0
2095.0,6737062500000.0,7924747000000.0,7840359000000.0,5479019000000.0,3570904000000.0
2096.0,6652723000000.0,7877657000000.0,7779070000000.0,5421486600000.0,3488492800000.0
2097.0,6551852500000.0,7871623000000.0,7710185000000.0,5355044600000.0,3412978300000.0
2098.0,6511034000000.0,7791151000000.0,7656534700000.0,5300195000000.0,3322889600000.0
2099.0,6420297000000.0,7734811000000.0,7616919500000.0,5275767500000.0,3257666400000.0
2100.0,6311539000000.0,7681078700000.0,7559139300000.0,5192152500000.0,3166731200000.0
