time,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,CESM2-WACCM,ACCESS-CM2,ACCESS-ESM1-5
2069.0,25347736000.0,22632909000.0,25664780000.0,26095743000.0,23710484000.0,25591871000.0
2070.0,24879163000.0,22632747000.0,25629934000.0,25908620000.0,23438785000.0,25340210000.0
2071.0,24694585000.0,23791784000.0,25409602000.0,25615870000.0,23235135000.0,25132830000.0
2072.0,24699870000.0,22369923000.0,25213065000.0,25401694000.0,23043965000.0,24868950000.0
2073.0,24470796000.0,22118010000.0,25044080000.0,25775694000.0,22687103000.0,24678937000.0
2074.0,24367729000.0,22120227000.0,24886634000.0,25088809000.0,22465272000.0,24468773000.0
2075.0,24132571000.0,23772660000.0,24715452000.0,24876720000.0,22576820000.0,24334430000.0
2076.0,23899242000.0,22144092000.0,24516750000.0,24695240000.0,22171445000.0,24106195000.0
2077.0,23751315000.0,21840998000.0,24385245000.0,24539462000.0,22059086000.0,23910152000.0
2078.0,23576087000.0,21276535000.0,24194087000.0,24456735000.0,21738902000.0,23736093000.0
2079.0,23594994000.0,21038993000.0,24040560000.0,24194972000.0,21546010000.0,23569064000.0
2080.0,23330347000.0,20871954000.0,23946940000.0,24174731000.0,21419536000.0,23381228000.0
2081.0,23335115000.0,20732720000.0,23785935000.0,23893015000.0,21167393000.0,23280610000.0
2082.0,23021914000.0,20915325000.0,23607419000.0,23672228000.0,20923044000.0,23117883000.0
2083.0,22846343000.0,20502910000.0,23455805000.0,23470901000.0,20735414000.0,23009636000.0
2084.0,22774387000.0,20273302000.0,23549985000.0,23869817000.0,20555470000.0,22845805000.0
2085.0,22967431000.0,21617258000.0,23231654000.0,23570305000.0,20321597000.0,22716890000.0
2086.0,22787758000.0,21993978000.0,23076114000.0,23366732000.0,20058730000.0,22779450000.0
2087.0,22579014000.0,23310815000.0,22898004000.0,23172297000.0,19839744000.0,22481270000.0
2088.0,22369845000.0,20838450000.0,22800722000.0,22998882000.0,19654253000.0,22298750000.0
2089.0,22253902000.0,20474220000.0,22699629000.0,22778570000.0,19528718000.0,22067567000.0
2090.0,22823330000.0,20379482000.0,22569773000.0,23242607000.0,19392637000.0,21891318000.0
2091.0,22481623000.0,19993426000.0,22658679000.0,22525604000.0,19105767000.0,21726500000.0
2092.0,22650872000.0,19793187000.0,22287237000.0,22759344000.0,18944852000.0,21595324000.0
2093.0,22013508000.0,19584426000.0,22167906000.0,22519937000.0,18811556000.0,21436068000.0
2094.0,22074454000.0,20379408000.0,22216063000.0,22243336000.0,19017191000.0,21262980000.0
2095.0,21821920000.0,19598123000.0,22019860000.0,22882218000.0,18567762000.0,21117846000.0
2096.0,22069901000.0,20120450000.0,21848779000.0,21992016000.0,18513408000.0,21882140000.0
2097.0,22288136000.0,21775213000.0,21714102000.0,21810448000.0,18303756000.0,21168273000.0
2098.0,21975292000.0,19727694000.0,21921147000.0,22750513000.0,18946660000.0,20819956000.0
2099.0,21691484000.0,19344462000.0,22011922000.0,21576954000.0,18641562000.0,20622273000.0
2100.0,23568079000.0,20254392000.0,21598920000.0,21499544000.0,17927506000.0,20625711000.0
2101.0,21610060000.0,22586702000.0,21497168000.0,21605410000.0,17859877000.0,20518291000.0
2102.0,21402042000.0,20191769000.0,21343609000.0,21255266000.0,17590415000.0,20330303000.0
2103.0,21788040000.0,19241855000.0,23515126000.0,21440418000.0,17681668000.0,20268866000.0
2104.0,21562065000.0,18934921000.0,21764424000.0,21636310000.0,17377395000.0,20117340000.0
2105.0,21504590000.0,18737852000.0,21471228000.0,21102854000.0,17137991000.0,19977804000.0
2106.0,21280170000.0,22114509000.0,21110358000.0,20874730000.0,16994835000.0,19839994000.0
2107.0,21269266000.0,20996060000.0,21631164000.0,21171681000.0,16932857000.0,19740930000.0
2108.0,21197224000.0,19377396000.0,21084353000.0,20967586000.0,16865701000.0,19587842000.0
2109.0,21075730000.0,19156498000.0,20971295000.0,20692406000.0,16657302000.0,19506235000.0
2110.0,21051360000.0,20934834000.0,20842484000.0,20758716000.0,16643046000.0,19386513000.0
2111.0,21055690000.0,20066963000.0,20712190000.0,20624181000.0,17333332000.0,19330327000.0
2112.0,20993747000.0,18912618000.0,20871356000.0,20464175000.0,17358570000.0,19197760000.0
2113.0,21994117000.0,19220486000.0,21390207000.0,20436642000.0,16462209000.0,19090526000.0
2114.0,21044191000.0,19081898000.0,20490009000.0,20317944000.0,16290854000.0,18991983000.0
2115.0,21326040000.0,20012743000.0,20449782000.0,20222355000.0,16186410000.0,18902580000.0
2116.0,20972444000.0,19499387000.0,20882905000.0,20340419000.0,16433920000.0,18780854000.0
2117.0,20877642000.0,19505213000.0,20406794000.0,20292717000.0,16011706000.0,18684279000.0
2118.0,20810457000.0,19580461000.0,20355437000.0,20278442000.0,15917100000.0,18619732000.0
2119.0,21416897000.0,21834190000.0,20430658000.0,20042238000.0,15828784000.0,18481381000.0
2120.0,20719716000.0,19595770000.0,20283531000.0,19920160000.0,15710207000.0,18414830000.0
2121.0,20851620000.0,19027032000.0,20753279000.0,22085657000.0,15653067000.0,18309108000.0
2122.0,20989106000.0,19787741000.0,20092869000.0,20493466000.0,15556301000.0,18719910000.0
2123.0,21154238000.0,21514447000.0,20065722000.0,19914529000.0,15434502000.0,18264574000.0
2124.0,21205350000.0,21030322000.0,20015220000.0,19682410000.0,15604463000.0,18168500000.0
2125.0,20766167000.0,20378300000.0,19884093000.0,20699306000.0,15255031000.0,18045110000.0
2126.0,21273290000.0,19675812000.0,19887690000.0,19799054000.0,15192446000.0,17970866000.0
2127.0,23428819000.0,21835293000.0,20027718000.0,19716993000.0,15120964000.0,17999282000.0
2128.0,22111324000.0,19201063000.0,19764520000.0,19562160000.0,15197016000.0,18034809000.0
2129.0,21721710000.0,19178068000.0,19902288000.0,19428841000.0,14943266000.0,17990494000.0
2130.0,21602445000.0,19273112000.0,19766616000.0,19442536000.0,14971808000.0,18103267000.0
2131.0,23915205000.0,21275420000.0,19697662000.0,19492120000.0,14792600000.0,18021542000.0
2132.0,22341804000.0,19696587000.0,19767000000.0,20151630000.0,14715847000.0,17702670000.0
2133.0,22515243000.0,19251390000.0,19776040000.0,19745057000.0,14730239000.0,17631780000.0
2134.0,22099812000.0,18841588000.0,19690146000.0,19474514000.0,14595175000.0,17552673000.0
2135.0,23720112000.0,19937008000.0,19669017000.0,19583490000.0,14511816000.0,17439447000.0
2136.0,24749281000.0,21160342000.0,19979665000.0,19748930000.0,14470640000.0,17456327000.0
2137.0,23664374000.0,20571597000.0,19808670000.0,19324664000.0,14512231000.0,17450078000.0
2138.0,22871700000.0,19531946000.0,19573880000.0,19515736000.0,14456690000.0,17347807000.0
2139.0,24972640000.0,22023774000.0,19467231000.0,19851428000.0,14291114000.0,17565590000.0
2140.0,23503215000.0,19617278000.0,19408724000.0,20151306000.0,14541697000.0,17231657000.0
2141.0,24497152000.0,19300762000.0,19565365000.0,19454100000.0,14274312000.0,17246200000.0
2142.0,24830712000.0,18838049000.0,19363975000.0,20459172000.0,14147003000.0,17920460000.0
2143.0,23648260000.0,18988745000.0,19301683000.0,20735468000.0,14827032000.0,17426700000.0
2144.0,23173265000.0,18970276000.0,19342098000.0,19664624000.0,14493477000.0,17244385000.0
2145.0,24150544000.0,18827657000.0,19269091000.0,19400978000.0,14411286000.0,17264450000.0
2146.0,25279988000.0,20375003000.0,19601180000.0,19286456000.0,14040905000.0,17203313000.0
2147.0,23610919000.0,19605307000.0,19195963000.0,19172198000.0,14340680000.0,17071933000.0
2148.0,24380600000.0,18708492000.0,19918653000.0,19482390000.0,13937142000.0,16956420000.0
2149.0,25117194000.0,18640339000.0,19526302000.0,20483750000.0,14015193000.0,17573237000.0
2150.0,24007737000.0,18984820000.0,19525374000.0,19465738000.0,13853854000.0,16979956000.0
2151.0,23884520000.0,21180717000.0,19320242000.0,19302625000.0,14084895000.0,16855538000.0
2152.0,25744070000.0,19057007000.0,19221686000.0,19697514000.0,14629521000.0,17112561000.0
2153.0,25318720000.0,19901125000.0,19127941000.0,22273006000.0,14504929000.0,16795912000.0
2154.0,24784865000.0,18814280000.0,18996670000.0,20983267000.0,14421003000.0,16826331000.0
2155.0,25577810000.0,21553314000.0,19009954000.0,19704084000.0,14467665000.0,17261658000.0
2156.0,26687693000.0,19851043000.0,19006253000.0,19871713000.0,14148174000.0,16843098000.0
2157.0,25763815000.0,19120243000.0,19528980000.0,20037057000.0,14065473000.0,16965230000.0
2158.0,25205041000.0,23131494000.0,19270828000.0,19888894000.0,13878938000.0,17141996000.0
2159.0,24597289000.0,20234609000.0,19478536000.0,19662660000.0,13825375000.0,17524797000.0
2160.0,24510304000.0,18966299000.0,19216048000.0,20639377000.0,13690335000.0,16960101000.0
2161.0,24557120000.0,19119448000.0,19023905000.0,20078160000.0,17946116000.0,16965577000.0
2162.0,24426863000.0,18785972000.0,18905227000.0,19545567000.0,14620136000.0,16772657000.0
2163.0,24373432000.0,20380254000.0,18930754000.0,20015628000.0,14550774000.0,16836306000.0
2164.0,25083050000.0,24517330000.0,19029460000.0,20200028000.0,14495593000.0,16701346000.0
2165.0,25056446000.0,21960057000.0,19031192000.0,19911352000.0,14166730000.0,16619756000.0
2166.0,24962351000.0,22322563000.0,19207102000.0,20436503000.0,14394584000.0,17095721000.0
2167.0,25045551000.0,20348572000.0,18877366000.0,19986004000.0,13869796000.0,16658715000.0
2168.0,24861428000.0,21834922000.0,18791400000.0,20382600000.0,13752227000.0,16622243000.0
2169.0,24715246000.0,19742079000.0,18791178000.0,19799340000.0,14711455000.0,19293227000.0
2170.0,24628939000.0,19554214000.0,18754867000.0,19736812000.0,13908069000.0,17473241000.0
2171.0,29261515000.0,19224355000.0,19106090000.0,20510333000.0,13962633000.0,16895227000.0
2172.0,26321394000.0,19050180000.0,18887358000.0,19709948000.0,13997503000.0,16778143000.0
2173.0,26869838000.0,19163834000.0,18834422000.0,19586593000.0,14179557000.0,16682309000.0
2174.0,27475340000.0,20648598000.0,19102759000.0,19539130000.0,15872648000.0,16978180000.0
2175.0,26629468000.0,27373312000.0,18952389000.0,20967016000.0,15063031000.0,16741359000.0
2176.0,25940496000.0,24178590000.0,19162044000.0,21591046000.0,14592170000.0,16816033000.0
2177.0,26068077000.0,22000930000.0,18798488000.0,19991523000.0,15020521000.0,16638832000.0
2178.0,27707370000.0,21435333000.0,18899677000.0,22790334000.0,15106105000.0,16716621000.0
2179.0,26669089000.0,22799194000.0,18659633000.0,20285778000.0,14129485000.0,16574094000.0
2180.0,25941578000.0,22279395000.0,18837475000.0,22428348000.0,14111532000.0,16590254000.0
2181.0,25991877000.0,21573591000.0,19055112000.0,20195445000.0,13964794000.0,16547690000.0
2182.0,26134833000.0,21932677000.0,19952925000.0,20232163000.0,14251921000.0,16615667000.0
2183.0,27544855000.0,21442546000.0,19360014000.0,19923454000.0,14767636000.0,17799817000.0
2184.0,26424476000.0,20831435000.0,19144770000.0,21961767000.0,14218093000.0,16995752000.0
2185.0,26361910000.0,26783904000.0,20521490000.0,21007770000.0,14812094000.0,16856044000.0
2186.0,28039500000.0,23145845000.0,19109851000.0,20154053000.0,14230232000.0,16714414000.0
2187.0,27337191000.0,22900780000.0,21543400000.0,20128650000.0,14081585000.0,16604192000.0
2188.0,28232098000.0,22016834000.0,19554128000.0,20676740000.0,14118712000.0,16549252000.0
2189.0,26792493000.0,22004302000.0,19289803000.0,20033346000.0,14303759000.0,16463310000.0
2190.0,26508114000.0,22146040000.0,18986291000.0,24493674000.0,15050335000.0,16531658000.0
2191.0,27718074000.0,27129520000.0,18930282000.0,22616490000.0,14707372000.0,17556933000.0
2192.0,27693881000.0,24968286000.0,18918355000.0,20762415000.0,14562105000.0,16775329000.0
2193.0,26907558000.0,23365116000.0,18933359000.0,20545511000.0,14264971000.0,16490914000.0
2194.0,27469122000.0,23382022000.0,18832159000.0,20576205000.0,14027829000.0,16708426000.0
2195.0,28654045000.0,24278428000.0,19028445000.0,21722907000.0,14023214000.0,17091427000.0
2196.0,29257015000.0,25570642000.0,19936995000.0,22804593000.0,14170854000.0,16477010000.0
2197.0,28114762000.0,23340816000.0,20306942000.0,20983876000.0,14571624000.0,16371934000.0
2198.0,29605743000.0,23630477000.0,19810922000.0,21689324000.0,14345594000.0,16820466000.0
2199.0,27954016000.0,23042585000.0,18961684000.0,21069048000.0,14340793000.0,16520977000.0
2200.0,28000922000.0,23108706000.0,18824038000.0,21384438000.0,14140954000.0,16418842000.0
2201.0,30769226000.0,26872963000.0,19450094000.0,22904846000.0,14102664000.0,16303419000.0
2202.0,29800546000.0,25683233000.0,19883274000.0,21155490000.0,13962331000.0,16296841000.0
2203.0,30169210000.0,25775874000.0,19513800000.0,20837564000.0,14254169000.0,16284197000.0
2204.0,30777831000.0,26332318000.0,19290733000.0,21397793000.0,14127479000.0,16806068000.0
2205.0,31379548000.0,23898395000.0,19062004000.0,20653083000.0,14010375000.0,16468411000.0
2206.0,30580853000.0,23228002000.0,18850695000.0,22686302000.0,14337528000.0,16304032000.0
2207.0,30272990000.0,23964670000.0,18920690000.0,25797929000.0,14428551000.0,16296038000.0
2208.0,30643337000.0,23917255000.0,19012932000.0,22980665000.0,14245833000.0,16396247000.0
2209.0,30373773000.0,25280705000.0,18867145000.0,22793175000.0,14282587000.0,16509543000.0
2210.0,29854175000.0,26430908000.0,18752967000.0,22022860000.0,14393272000.0,16329088000.0
2211.0,30005074000.0,24879442000.0,19201925000.0,21461650000.0,14105057000.0,16337245000.0
2212.0,29983578000.0,24050727000.0,18825077000.0,21508758000.0,14562756000.0,16753182000.0
2213.0,30318023000.0,23799493000.0,18778300000.0,21092004000.0,16304892000.0,16980048000.0
2214.0,29603870000.0,25590032000.0,19780545000.0,21805270000.0,14818195000.0,16278735000.0
2215.0,30215555000.0,25620960000.0,20638353000.0,21078733000.0,14968478000.0,16222419000.0
2216.0,30138245000.0,23929154000.0,18914767000.0,21250950000.0,14797066000.0,16677584000.0
2217.0,30186115000.0,23552723000.0,18821014000.0,21243275000.0,14742263000.0,17523085000.0
2218.0,30059741000.0,25336058000.0,18770880000.0,21104340000.0,14609262000.0,16787384000.0
2219.0,29991650000.0,24413356000.0,19169880000.0,22916559000.0,14482214000.0,16477085000.0
2220.0,29943341000.0,24140177000.0,19646360000.0,22147710000.0,14742713000.0,16296642000.0
2221.0,29927410000.0,23789564000.0,18865590000.0,21311418000.0,14360275000.0,16237636000.0
2222.0,31452207000.0,24973726000.0,18878353000.0,21080404000.0,15033360000.0,16456966000.0
2223.0,30537298000.0,23617196000.0,18861603000.0,21010768000.0,14446014000.0,16292573000.0
2224.0,30182693000.0,23487052000.0,18871052000.0,21001693000.0,14549284000.0,16586226000.0
2225.0,31778531000.0,23379272000.0,18897838000.0,21034160000.0,15309442000.0,16416225000.0
2226.0,30627527000.0,23347393000.0,18811890000.0,21480186000.0,15105794000.0,16324860000.0
2227.0,30335715000.0,23354442000.0,18722767000.0,20982070000.0,14527942000.0,16280134000.0
2228.0,30484072000.0,23367973000.0,19147772000.0,21055998000.0,15050359000.0,16242226000.0
2229.0,30473239000.0,23500028000.0,18900498000.0,21693616000.0,14393118000.0,16239346000.0
2230.0,30423806000.0,23780563000.0,18898422000.0,21165700000.0,14407982000.0,16478236000.0
2231.0,30909057000.0,25193632000.0,18920835000.0,21527443000.0,14617700000.0,16376610000.0
2232.0,30726450000.0,23768152000.0,19817253000.0,21293617000.0,16869032000.0,16372577000.0
2233.0,32170455000.0,23861225000.0,20203559000.0,21293048000.0,14946773000.0,16314548000.0
2234.0,33105854000.0,23259458000.0,19589308000.0,21908326000.0,14762307000.0,16856101000.0
2235.0,32502960000.0,23237493000.0,19983006000.0,21454148000.0,14505636000.0,16412901000.0
2236.0,31852677000.0,24443296000.0,19560993000.0,21911388000.0,15553611000.0,17022294000.0
2237.0,31492910000.0,24493312000.0,19594596000.0,21384952000.0,14992501000.0,16737085000.0
2238.0,31250532000.0,23906793000.0,19017118000.0,21134604000.0,15531533000.0,16535933000.0
2239.0,32353501000.0,23726004000.0,19847172000.0,23227080000.0,14619664000.0,16996358000.0
2240.0,32040415000.0,23200586000.0,19185672000.0,22030436000.0,14853573000.0,17259813000.0
2241.0,32314608000.0,24136393000.0,19744980000.0,21854048000.0,15323893000.0,16633389000.0
2242.0,32599490000.0,23408400000.0,19392047000.0,21401320000.0,15989648000.0,16485346000.0
2243.0,31796015000.0,23245468000.0,19445354000.0,21450699000.0,14758196000.0,16475583000.0
2244.0,32028848000.0,24349635000.0,19502633000.0,21453906000.0,14695942000.0,17490686000.0
2245.0,31903672000.0,25263976000.0,20489566000.0,21409632000.0,15285515000.0,17010455000.0
2246.0,31742980000.0,23596070000.0,20371583000.0,21644216000.0,14683483000.0,16622224000.0
2247.0,32461175000.0,25522827000.0,20762220000.0,21278106000.0,14635078000.0,16422367000.0
2248.0,31825449000.0,25973426000.0,19813272000.0,21551915000.0,14496029000.0,16392673000.0
2249.0,31777364000.0,26478025000.0,19551472000.0,22437251000.0,15162438000.0,16386180000.0
2250.0,32127201000.0,24828215000.0,20206518000.0,21305072000.0,14479243000.0,17392065000.0
2251.0,31786697000.0,24537600000.0,19297694000.0,21385080000.0,15338104000.0,16835340000.0
2252.0,33736886000.0,24595330000.0,19350974000.0,24884865000.0,14671557000.0,16898410000.0
2253.0,32493322000.0,23745990000.0,19635585000.0,21475596000.0,14582078000.0,16508022000.0
2254.0,32143952000.0,24924893000.0,19249000000.0,22289404000.0,15757604000.0,16566049000.0
2255.0,32142426000.0,24076304000.0,19406797000.0,24118376000.0,16088103000.0,16574567000.0
2256.0,32586449000.0,23524510000.0,19947990000.0,24421818000.0,14628656000.0,16908842000.0
2257.0,32011694000.0,24652610000.0,19534496000.0,22753726000.0,14955818000.0,16532106000.0
2258.0,32485173000.0,24499165000.0,19941771000.0,22126390000.0,14621268000.0,16497171000.0
2259.0,33108175000.0,26598365000.0,19351250000.0,23035298000.0,15301405000.0,16875011000.0
2260.0,35900125000.0,24557070000.0,19367184000.0,21704767000.0,14801430000.0,16883137000.0
2261.0,34002747000.0,23676721000.0,19956515000.0,28989833000.0,15522880000.0,16590957000.0
2262.0,33589420000.0,24381350000.0,19371303000.0,25300806000.0,14765193000.0,16649803000.0
2263.0,32992317000.0,24375185000.0,19382196000.0,22788633000.0,14460812000.0,16716426000.0
2264.0,33265971000.0,27786496000.0,20316710000.0,22782466000.0,14406179000.0,16511333000.0
2265.0,32769468000.0,25954187000.0,20206640000.0,22190965000.0,14382900000.0,16550348000.0
2266.0,34306036000.0,26060562000.0,19779242000.0,22550684000.0,14845961000.0,16689729000.0
2267.0,35308278000.0,24851575000.0,19583359000.0,21976537000.0,14638346000.0,16939467000.0
2268.0,34046067000.0,24249752000.0,19540025000.0,21852475000.0,15293893000.0,16479480000.0
2269.0,33642516000.0,24803287000.0,19881839000.0,22093765000.0,14606454000.0,16452598000.0
2270.0,34924925000.0,24125753000.0,20369183000.0,23463086000.0,14752173000.0,16640587000.0
2271.0,33804030000.0,29893534000.0,22284956000.0,23447478000.0,15126065000.0,18010364000.0
2272.0,33550336000.0,27873194000.0,21612538000.0,22544876000.0,14635763000.0,18116565000.0
2273.0,33926636000.0,27278017000.0,21065077000.0,22169070000.0,14728179000.0,16780406000.0
2274.0,33990748000.0,25774000000.0,21056199000.0,22031036000.0,14759921000.0,16893175000.0
2275.0,33898385000.0,26635616000.0,20531330000.0,21943691000.0,14507548000.0,16635813000.0
2276.0,34229334000.0,25538447000.0,20383324000.0,21939046000.0,14364265000.0,16755040000.0
2277.0,35408780000.0,24665383000.0,21336627000.0,21966215000.0,15425325000.0,16497516000.0
2278.0,34689430000.0,26996000000.0,20216162000.0,22391680000.0,15545210000.0,16797986000.0
2279.0,34091060000.0,25381652000.0,20225319000.0,22375246000.0,14549224000.0,16780080000.0
2280.0,34500452000.0,28289161000.0,20253639000.0,22210222000.0,14763427000.0,16619335000.0
2281.0,36648444000.0,26174493000.0,20126351000.0,22895163000.0,14557434000.0,16541268000.0
2282.0,34966016000.0,26572704000.0,20282270000.0,22354018000.0,14427631000.0,16649322000.0
2283.0,34818937000.0,25449066000.0,21184553000.0,22169727000.0,15646880000.0,16642765000.0
2284.0,34532524000.0,25083486000.0,21134709000.0,25843239000.0,16185637000.0,17129088000.0
2285.0,35126970000.0,24853322000.0,21113050000.0,23466310000.0,14729419000.0,16747094000.0
2286.0,34536630000.0,25733872000.0,20693950000.0,22231228000.0,14538776000.0,16686902000.0
2287.0,35695727000.0,24781677000.0,20395991000.0,22204840000.0,14814333000.0,17673355000.0
2288.0,35387640000.0,25508483000.0,20394613000.0,22086396000.0,14574818000.0,18378945000.0
2289.0,35092360000.0,26192736000.0,21015927000.0,22029765000.0,15268511000.0,17997690000.0
2290.0,35018215000.0,26491408000.0,20612370000.0,25677679000.0,14533906000.0,17038253000.0
2291.0,34825826000.0,25000833000.0,20420487000.0,23075985000.0,14537084000.0,17090931000.0
2292.0,34819305000.0,25193667000.0,20301190000.0,22597007000.0,14377645000.0,17159826000.0
2293.0,34768380000.0,26172584000.0,20733037000.0,22794318000.0,14533948000.0,17265922000.0
2294.0,36150270000.0,25227796000.0,20617415000.0,23710149000.0,14358819000.0,18036044000.0
