time,BCC-CSM2-MR,EC-EARTH3-VEG,MRI-ESM2-0,INM-CM5-0,CAMS-CSM1-0,GFDL-ESM4,FGOALS-F3-L,MPI-ESM1-2-HR,NORESM2-MM,CESM2-WACCM,EC-EARTH3,CESM2,INM-CM4-8
2047.0,128475130000.0,131273580000.0,131782690000.0,132115096000.0,133112930000.0,131935260000.0,129255825000.0,131623510000.0,131935460000.0,131433890000.0,131334450000.0,131176710000.0,131086795000.0
2048.0,128087150000.0,130862140000.0,131411200000.0,132014604000.0,132992970000.0,131576136000.0,129097280000.0,131525480000.0,131917090000.0,130822940000.0,131082850000.0,130843930000.0,131089960000.0
2049.0,127852710000.0,130488360000.0,131347956000.0,131891820000.0,132469980000.0,131829630000.0,128955990000.0,131289915000.0,131771040000.0,130509900000.0,130827520000.0,130736690000.0,130902270000.0
2050.0,127479950000.0,130224310000.0,131235510000.0,131969410000.0,132433080000.0,131502250000.0,128920175000.0,131384100000.0,131581700000.0,130414730000.0,130741510000.0,130446790000.0,131100320000.0
2051.0,127048080000.0,130108105000.0,131022620000.0,132457990000.0,132126966000.0,131300614000.0,128818400000.0,130917564000.0,131649815000.0,130081240000.0,130535820000.0,130107064000.0,130382160000.0
2052.0,126677570000.0,129823105000.0,130874480000.0,132186360000.0,132199055000.0,131023470000.0,128160030000.0,130812320000.0,131497680000.0,129816486000.0,130320530000.0,129925560000.0,129996866000.0
2053.0,126296650000.0,129959215000.0,130633520000.0,131966190000.0,131882370000.0,130756390000.0,127779095000.0,130283580000.0,131301400000.0,129425510000.0,130051140000.0,129595240000.0,129936695000.0
2054.0,125849690000.0,129486496000.0,130515340000.0,132023230000.0,131922640000.0,130663590000.0,127419064000.0,130271860000.0,131179690000.0,129152150000.0,130117080000.0,129410690000.0,129791934000.0
2055.0,125634700000.0,129150150000.0,129975210000.0,131552100000.0,132001460000.0,130448966000.0,127232510000.0,130000950000.0,131120060000.0,128873734000.0,129573010000.0,129253380000.0,129906150000.0
2056.0,125316280000.0,128940240000.0,129785100000.0,131804406000.0,131953410000.0,130264790000.0,126939080000.0,129938530000.0,131056990000.0,128371140000.0,129443340000.0,128979890000.0,129526080000.0
2057.0,124657560000.0,128563770000.0,129599726000.0,131215260000.0,131522570000.0,130114400000.0,126393700000.0,129785950000.0,130770440000.0,128129710000.0,129488720000.0,128654050000.0,129263030000.0
2058.0,124101350000.0,128236490000.0,129428280000.0,131032070000.0,131476950000.0,130067130000.0,125870380000.0,129811800000.0,130547540000.0,127587410000.0,129278060000.0,128406980000.0,129103820000.0
2059.0,123677470000.0,128033570000.0,129117490000.0,130865600000.0,131167764000.0,129796690000.0,125248080000.0,129356670000.0,130414790000.0,127142750000.0,128630580000.0,128133640000.0,128860180000.0
2060.0,122903540000.0,127822270000.0,128856630000.0,130638780000.0,131014330000.0,129602765000.0,124830940000.0,128981510000.0,130497920000.0,126744960000.0,128394140000.0,127862686000.0,128708300000.0
2061.0,122222260000.0,127601210000.0,128389620000.0,130540390000.0,130622640000.0,129442750000.0,124378130000.0,128801410000.0,130195500000.0,126216454000.0,128142620000.0,127624040000.0,128721250000.0
2062.0,121779270000.0,127013060000.0,128272320000.0,130503270000.0,130830580000.0,129350040000.0,123640140000.0,128826560000.0,129990700000.0,125877180000.0,128159570000.0,126896660000.0,128418590000.0
2063.0,120869180000.0,126558904000.0,128076610000.0,130449090000.0,130503910000.0,129180190000.0,123268010000.0,128360290000.0,129815626000.0,125396530000.0,127716290000.0,126468825000.0,128263090000.0
2064.0,120275900000.0,126262075000.0,127690920000.0,130535965000.0,130380055000.0,128789860000.0,122801990000.0,128120955000.0,129528320000.0,124967320000.0,127285084000.0,126173470000.0,128390460000.0
2065.0,119835550000.0,125895830000.0,127327390000.0,130151270000.0,130305910000.0,128646685000.0,122598550000.0,127855250000.0,129378070000.0,124369584000.0,126918705000.0,125738590000.0,127712666000.0
2066.0,119343410000.0,125631760000.0,126963876000.0,130222580000.0,130930860000.0,128374420000.0,122069980000.0,127523365000.0,129112490000.0,123887485000.0,126540280000.0,125131570000.0,127459960000.0
2067.0,118765630000.0,125256640000.0,126573300000.0,130213670000.0,130293510000.0,127964190000.0,121666250000.0,127139230000.0,128979310000.0,123515670000.0,126428770000.0,124662250000.0,127169910000.0
2068.0,118262850000.0,124649054000.0,126297340000.0,129787830000.0,129790700000.0,127853870000.0,121275590000.0,126765744000.0,128998220000.0,122810860000.0,126057860000.0,124248290000.0,126989770000.0
2069.0,117919195000.0,124173100000.0,125609000000.0,129855150000.0,129627360000.0,127738500000.0,120712150000.0,126540550000.0,128613490000.0,122241150000.0,125766980000.0,123756830000.0,126714760000.0
2070.0,117573790000.0,123823030000.0,125289595000.0,129903150000.0,129596695000.0,127513860000.0,120052920000.0,126199366000.0,128467050000.0,121604300000.0,125335230000.0,123414140000.0,126418590000.0
2071.0,116857520000.0,123210810000.0,124835630000.0,130931240000.0,129798046000.0,127275090000.0,119698330000.0,125702414000.0,128251680000.0,120910045000.0,125148500000.0,122797680000.0,126056660000.0
2072.0,117258570000.0,122770014000.0,124165790000.0,130156904000.0,129341776000.0,126807020000.0,118863280000.0,125260505000.0,127826330000.0,120144520000.0,124933670000.0,122287650000.0,125893850000.0
2073.0,115627080000.0,122332120000.0,123765555000.0,129586676000.0,128800645000.0,126476526000.0,118337315000.0,125020830000.0,127532450000.0,119619764000.0,124114450000.0,121610260000.0,125708860000.0
2074.0,114748420000.0,121827980000.0,123124400000.0,129286270000.0,128874140000.0,126121830000.0,117351416000.0,124673460000.0,127274100000.0,118773300000.0,123619340000.0,121065800000.0,125414736000.0
2075.0,114231120000.0,121223315000.0,122431850000.0,129344200000.0,128447310000.0,125819960000.0,116766300000.0,124492770000.0,127292910000.0,118327670000.0,123276280000.0,120471050000.0,125235270000.0
2076.0,113405860000.0,120439470000.0,121835110000.0,128902340000.0,128321270000.0,125589880000.0,116321170000.0,124225640000.0,126611710000.0,117460870000.0,122937790000.0,119872980000.0,124869880000.0
2077.0,113041514000.0,119906910000.0,121347530000.0,128529080000.0,128007100000.0,125249060000.0,115385050000.0,123636840000.0,126382645000.0,116936660000.0,122290700000.0,118955010000.0,124434960000.0
2078.0,112743590000.0,119296580000.0,120712266000.0,128506190000.0,127842280000.0,124797210000.0,114493874000.0,123473535000.0,126139410000.0,115732970000.0,121706930000.0,118443430000.0,124122096000.0
2079.0,112281660000.0,118538770000.0,120113620000.0,128386590000.0,127575100000.0,124464060000.0,113948750000.0,123173450000.0,125869744000.0,114896240000.0,121110690000.0,117482400000.0,124043060000.0
2080.0,111647930000.0,117856590000.0,119496696000.0,128247750000.0,127187214000.0,124162590000.0,113437430000.0,122826020000.0,125644775000.0,113897520000.0,120443910000.0,116617626000.0,123747540000.0
2081.0,110712900000.0,116918200000.0,119101420000.0,127958150000.0,127040370000.0,123641690000.0,112758470000.0,122498760000.0,125607870000.0,113115005000.0,119572816000.0,115951290000.0,123411600000.0
2082.0,110093110000.0,116081760000.0,118255340000.0,127814700000.0,127718440000.0,123188980000.0,111809315000.0,121823770000.0,125111440000.0,112445310000.0,118855975000.0,115021490000.0,123296375000.0
2083.0,109603740000.0,115324980000.0,117554455000.0,127564090000.0,127399125000.0,122938070000.0,111086990000.0,121409050000.0,124955110000.0,111473960000.0,118277500000.0,114006310000.0,122754105000.0
2084.0,108911665000.0,114762660000.0,116997870000.0,127526355000.0,126465425000.0,122702720000.0,110412866000.0,121040220000.0,124621340000.0,110478880000.0,117807840000.0,113010260000.0,122581930000.0
2085.0,108344140000.0,113713620000.0,116406620000.0,127295910000.0,126351320000.0,122143290000.0,109727450000.0,120703510000.0,124216254000.0,109652870000.0,117018370000.0,112281890000.0,122344570000.0
2086.0,107774480000.0,112589140000.0,115668790000.0,127175975000.0,126006800000.0,121568090000.0,108752820000.0,120035230000.0,123817796000.0,108663060000.0,116513210000.0,111207880000.0,122084246000.0
2087.0,107081376000.0,111806570000.0,114723365000.0,126873450000.0,125614160000.0,121226990000.0,108213486000.0,119650880000.0,123572290000.0,107716900000.0,116037340000.0,110491386000.0,121757020000.0
2088.0,106403760000.0,111229280000.0,113883010000.0,126771970000.0,125779110000.0,120932614000.0,107624290000.0,119198425000.0,123208260000.0,106622890000.0,115324050000.0,109578020000.0,121474590000.0
2089.0,105565460000.0,110130280000.0,113254240000.0,126773250000.0,125255660000.0,120440226000.0,106808950000.0,118756065000.0,123002930000.0,105593570000.0,114455765000.0,108445650000.0,121243880000.0
2090.0,104944010000.0,109377490000.0,112597790000.0,126245880000.0,125217030000.0,119841250000.0,106357965000.0,118268130000.0,122396836000.0,104162670000.0,113838930000.0,107880560000.0,121079550000.0
2091.0,104127710000.0,108251220000.0,111964996000.0,126063930000.0,125069420000.0,119702570000.0,105198250000.0,117956260000.0,122060020000.0,102797290000.0,112807000000.0,106700050000.0,120518500000.0
2092.0,103366710000.0,107252875000.0,111031665000.0,125840155000.0,124704360000.0,119296640000.0,104668110000.0,117528860000.0,121812870000.0,101631940000.0,111597070000.0,105556740000.0,120189170000.0
2093.0,102559380000.0,106327400000.0,109992470000.0,125774680000.0,124209780000.0,118749380000.0,103872676000.0,116880020000.0,121397110000.0,99989400000.0,110510735000.0,104431714000.0,119933330000.0
2094.0,101712134000.0,104957400000.0,109351230000.0,125377900000.0,123796865000.0,118481770000.0,103119250000.0,116299825000.0,121017120000.0,98891640000.0,109487825000.0,103266230000.0,119303300000.0
2095.0,100824530000.0,103932666000.0,108635275000.0,125116490000.0,123602420000.0,117846710000.0,102465190000.0,115904160000.0,120531680000.0,97252810000.0,108719550000.0,102177770000.0,119175790000.0
2096.0,99981025000.0,102959520000.0,107599320000.0,124631745000.0,124564400000.0,117394380000.0,101452060000.0,115110680000.0,120124030000.0,95849110000.0,107709140000.0,101145570000.0,118848220000.0
2097.0,99193380000.0,102119070000.0,106929890000.0,124754485000.0,123316670000.0,116798430000.0,100916780000.0,114638590000.0,119899636000.0,94439120000.0,106708840000.0,99879035000.0,118519325000.0
2098.0,98251260000.0,100492640000.0,106153060000.0,124277820000.0,122974585000.0,116339250000.0,99786590000.0,114039510000.0,119644730000.0,93217840000.0,105629850000.0,98620230000.0,118158340000.0
2099.0,97518820000.0,99451420000.0,105600040000.0,123884446000.0,122840850000.0,115844950000.0,99022860000.0,113558520000.0,119349280000.0,91653554000.0,104608830000.0,96966820000.0,117739010000.0
2100.0,96911950000.0,98067310000.0,104831600000.0,123608630000.0,122816780000.0,115285820000.0,98099580000.0,112902810000.0,118784190000.0,90130310000.0,103326590000.0,95334080000.0,117586035000.0
