time,CSIRO-MK3-6-0,CESM1-CAM5,GFDL-ESM2G,IPSL-CM5A-LR,NORESM1-M,CCSM4,GFDL-CM3,GISS-E2-R
2021.0,26698035000000.0,26644085000000.0,26734414000000.0,26698492000000.0,26695283000000.0,26728498000000.0,26693052000000.0,26786138000000.0
2022.0,26678940000000.0,26510207000000.0,26732166000000.0,26675184000000.0,26689667000000.0,26703544000000.0,26660921000000.0,26773308000000.0
2023.0,26624920000000.0,26414135000000.0,26656125000000.0,26574435000000.0,26574118000000.0,26719740000000.0,26578493000000.0,26707682000000.0
2024.0,26626794000000.0,26258344000000.0,26595566000000.0,26536783000000.0,26549644000000.0,26623680000000.0,26545974000000.0,26656064000000.0
2025.0,26561036000000.0,26077548000000.0,26483372000000.0,26460035000000.0,26487504000000.0,26585848000000.0,26502767000000.0,26621573000000.0
2026.0,26521606000000.0,25920216000000.0,26455516000000.0,26477911000000.0,26430630000000.0,26427005000000.0,26405186000000.0,26639205000000.0
2027.0,26450567000000.0,25847424000000.0,26382510000000.0,26483477000000.0,26387193000000.0,26408265000000.0,26292760000000.0,26605972000000.0
2028.0,26374685000000.0,25707204000000.0,26346661000000.0,26488910000000.0,26275077000000.0,26363075000000.0,26177790000000.0,26589423000000.0
2029.0,26396571000000.0,25565310000000.0,26316645000000.0,26480200000000.0,26200292000000.0,26270434000000.0,26120072000000.0,26518118000000.0
2030.0,26400870000000.0,25435415000000.0,26331280000000.0,26416580000000.0,26110773000000.0,26221967000000.0,26047343000000.0,26539160000000.0
2031.0,26356845000000.0,25272689000000.0,26308124000000.0,26436384000000.0,26106892000000.0,26228715000000.0,25981444000000.0,26483210000000.0
2032.0,26356977000000.0,25190036000000.0,26208408000000.0,26401569000000.0,26090624000000.0,26185558000000.0,25908440000000.0,26452276000000.0
2033.0,26278246000000.0,25088740000000.0,26191344000000.0,26285030000000.0,26044310000000.0,26124602000000.0,25833232000000.0,26399940000000.0
2034.0,26197220000000.0,24989403000000.0,26167009000000.0,26251455000000.0,26034846000000.0,26113875000000.0,25699818000000.0,26371565000000.0
2035.0,26137988000000.0,24860779000000.0,26135310000000.0,26096043000000.0,25964749000000.0,26042081000000.0,25618182000000.0,26357110000000.0
2036.0,26132206000000.0,24786525000000.0,26072125000000.0,26041790000000.0,25902760000000.0,25994686000000.0,25494806000000.0,26319900000000.0
2037.0,26101596000000.0,24605809000000.0,26019078000000.0,25963344000000.0,25789637000000.0,25902893000000.0,25378610000000.0,26265545000000.0
2038.0,26047953000000.0,24497587000000.0,25971793000000.0,25976709000000.0,25689198000000.0,25886808000000.0,25329448000000.0,26232337000000.0
2039.0,25947944000000.0,24338015000000.0,25927063000000.0,25895539000000.0,25688200000000.0,25771177000000.0,25161946000000.0,26204625000000.0
2040.0,25847224000000.0,24173831000000.0,25930722000000.0,25842086000000.0,25651208000000.0,25700591000000.0,25100074000000.0,26112841000000.0
2041.0,25811487000000.0,24057571000000.0,25866887000000.0,25827110000000.0,25530300000000.0,25678425000000.0,25015510000000.0,26090450000000.0
2042.0,25772780000000.0,23905440000000.0,25804717000000.0,25807815000000.0,25458911000000.0,25567257000000.0,24968555000000.0,26096567000000.0
2043.0,25766102000000.0,23716468000000.0,25782440000000.0,25777030000000.0,25372213000000.0,25530984000000.0,24902803000000.0,26124082000000.0
2044.0,25650472000000.0,23659922000000.0,25739385000000.0,25752802000000.0,25294237000000.0,25454990000000.0,24829464000000.0,26126953000000.0
2045.0,25587188000000.0,23559370000000.0,25639155000000.0,25694988000000.0,25281457000000.0,25329366000000.0,24798265000000.0,26121704000000.0
2046.0,25496350000000.0,23387362000000.0,25671925000000.0,25640806000000.0,25170287000000.0,25248995000000.0,24693057000000.0,26093044000000.0
2047.0,25447570000000.0,23178024000000.0,25670971000000.0,25550990000000.0,25095263000000.0,25238977000000.0,24650933000000.0,26078133000000.0
2048.0,25413400000000.0,22935184000000.0,25615133000000.0,25455063000000.0,24937048000000.0,25222386000000.0,24580253000000.0,26047102000000.0
2049.0,25395768000000.0,22863004000000.0,25569600000000.0,25385150000000.0,24950484000000.0,25145505000000.0,24475012000000.0,25921890000000.0
2050.0,25324920000000.0,22713618000000.0,25550905000000.0,25304190000000.0,24920352000000.0,25092201000000.0,24408366000000.0,25892754000000.0
2051.0,25338445000000.0,22474528000000.0,25461357000000.0,25280041000000.0,24919975000000.0,25017860000000.0,24334427000000.0,25863398000000.0
2052.0,25262643000000.0,22255826000000.0,25422680000000.0,25252370000000.0,24839425000000.0,24938900000000.0,24260578000000.0,25844636000000.0
2053.0,25181131000000.0,22036464000000.0,25358496000000.0,25192080000000.0,24779092000000.0,24801928000000.0,24134814000000.0,25871071000000.0
2054.0,25118737000000.0,21929980000000.0,25323115000000.0,25094494000000.0,24751934000000.0,24679220000000.0,24051968000000.0,25853528000000.0
2055.0,24981793000000.0,21771705000000.0,25242870000000.0,25038795000000.0,24694330000000.0,24598005000000.0,23941272000000.0,25864096000000.0
2056.0,24943276000000.0,21569389000000.0,25179307000000.0,24973305000000.0,24632134000000.0,24507316000000.0,23850813000000.0,25859750000000.0
2057.0,24923423000000.0,21352558000000.0,25147088000000.0,24977047000000.0,24461345000000.0,24496070000000.0,23733438000000.0,25853147000000.0
2058.0,24884323000000.0,21312863000000.0,25018625000000.0,24944358000000.0,24401430000000.0,24419043000000.0,23646947000000.0,25831684000000.0
2059.0,24813077000000.0,21119136000000.0,24936796000000.0,24828285000000.0,24294927000000.0,24308653000000.0,23482574000000.0,25806072000000.0
2060.0,24808513000000.0,20908490000000.0,24897848000000.0,24704834000000.0,24168710000000.0,24223320000000.0,23356552000000.0,25761950000000.0
2061.0,24755017000000.0,20671845000000.0,24830722000000.0,24656157000000.0,24115073000000.0,24124255000000.0,23283014000000.0,25736358000000.0
2062.0,24718973000000.0,20446390000000.0,24708880000000.0,24662822000000.0,24064289000000.0,23980843000000.0,23151847000000.0,25646797000000.0
2063.0,24671718000000.0,20246824000000.0,24582887000000.0,24558684000000.0,23893178000000.0,23919862000000.0,23035357000000.0,25531897000000.0
2064.0,24623773000000.0,19969597000000.0,24571474000000.0,24369970000000.0,23771933000000.0,23799458000000.0,22898996000000.0,25521056000000.0
2065.0,24587677000000.0,19740517000000.0,24482272000000.0,24272104000000.0,23651360000000.0,23658536000000.0,22701683000000.0,25513690000000.0
2066.0,24460355000000.0,19463376000000.0,24392879000000.0,24180276000000.0,23539540000000.0,23530110000000.0,22639780000000.0,25528954000000.0
2067.0,24339362000000.0,19191761000000.0,24364423000000.0,24015138000000.0,23390251000000.0,23463549000000.0,22530069000000.0,25532085000000.0
2068.0,24323476000000.0,18922340000000.0,24340635000000.0,23958231000000.0,23255677000000.0,23370213000000.0,22379156000000.0,25489920000000.0
2069.0,24310972000000.0,18665043000000.0,24233428000000.0,23804372000000.0,23188755000000.0,23268330000000.0,22288265000000.0,25378612000000.0
2070.0,24243203000000.0,18382536000000.0,24162567000000.0,23727245000000.0,23187640000000.0,23183992000000.0,22200573000000.0,25249320000000.0
2071.0,24207803000000.0,18157340000000.0,24044401000000.0,23743030000000.0,22975265000000.0,23113440000000.0,22088933000000.0,25169135000000.0
2072.0,24165673000000.0,17938696000000.0,23990823000000.0,23602500000000.0,22887816000000.0,23039130000000.0,21956315000000.0,25219880000000.0
2073.0,24100255000000.0,17835328000000.0,23888468000000.0,23431780000000.0,22889516000000.0,22962750000000.0,21800256000000.0,25192225000000.0
2074.0,24083385000000.0,17636627000000.0,23762911000000.0,23367050000000.0,22773473000000.0,22901384000000.0,21604067000000.0,25156865000000.0
2075.0,23967356000000.0,17374413000000.0,23668055000000.0,23255604000000.0,22690954000000.0,22774339000000.0,21445870000000.0,25058509000000.0
2076.0,23901136000000.0,17175959000000.0,23558231000000.0,23185769000000.0,22544128000000.0,22726044000000.0,21351507000000.0,25021865000000.0
2077.0,23894850000000.0,17012049000000.0,23546380000000.0,23145763000000.0,22434464000000.0,22542243000000.0,21212550000000.0,24889908000000.0
2078.0,23777616000000.0,16788316000000.0,23531662000000.0,23093687000000.0,22268296000000.0,22385225000000.0,21059190000000.0,24765826000000.0
2079.0,23670538000000.0,16535789000000.0,23484191000000.0,22914355000000.0,22270762000000.0,22273298000000.0,20907232000000.0,24688124000000.0
2080.0,23646800000000.0,16278174000000.0,23478957000000.0,22800658000000.0,22084625000000.0,22165794000000.0,20857584000000.0,24668145000000.0
2081.0,23531680000000.0,16116783000000.0,23453657000000.0,22797078000000.0,21905317000000.0,22103917000000.0,20710729000000.0,24632927000000.0
2082.0,23430542000000.0,16000200000000.0,23403919000000.0,22675146000000.0,21708644000000.0,21964784000000.0,20566308000000.0,24506691000000.0
2083.0,23374390000000.0,15792316000000.0,23366793000000.0,22599965000000.0,21524449000000.0,21848240000000.0,20415536000000.0,24518345000000.0
2084.0,23335902000000.0,15545340000000.0,23337739000000.0,22518035000000.0,21347705000000.0,21714023000000.0,20231458000000.0,24469978000000.0
2085.0,23269418000000.0,15323345000000.0,23215108000000.0,22423848000000.0,21238960000000.0,21510645000000.0,20020971000000.0,24460931000000.0
2086.0,23198960000000.0,15066533000000.0,23180635000000.0,22292774000000.0,21101940000000.0,21436492000000.0,19890421000000.0,24400282000000.0
2087.0,23137293000000.0,14802063000000.0,23090908000000.0,22187895000000.0,21070355000000.0,21365424000000.0,19741102000000.0,24372020000000.0
2088.0,23100998000000.0,14571781000000.0,23050368000000.0,22101560000000.0,21010397000000.0,21312859000000.0,19634974000000.0,24274081000000.0
2089.0,22997010000000.0,14315670000000.0,22996691000000.0,22067087000000.0,20890838000000.0,21230841000000.0,19459046000000.0,24279752000000.0
2090.0,22894870000000.0,14141729000000.0,22957525000000.0,21985166000000.0,20793528000000.0,21130973000000.0,19349030000000.0,24205855000000.0
2091.0,22787123000000.0,13878307000000.0,22877464000000.0,21932130000000.0,20662404000000.0,21032799000000.0,19184890000000.0,24086984000000.0
2092.0,22708335000000.0,13679981000000.0,22789508000000.0,21875357000000.0,20523593000000.0,20932207000000.0,19011954000000.0,23957365000000.0
2093.0,22623898000000.0,13551743000000.0,22733555000000.0,21833754000000.0,20446292000000.0,20794700000000.0,18870566000000.0,23891079000000.0
2094.0,22508672000000.0,13346486000000.0,22682897000000.0,21681903000000.0,20334424000000.0,20663316000000.0,18710457000000.0,23776333000000.0
2095.0,22478777000000.0,13152946000000.0,22636434000000.0,21672774000000.0,20241665000000.0,20539290000000.0,18616735000000.0,23719852000000.0
2096.0,22396772000000.0,12971351000000.0,22594388000000.0,21604875000000.0,20080190000000.0,20426896000000.0,18506570000000.0,23682060000000.0
2097.0,22277756000000.0,12743751000000.0,22538422000000.0,21617862000000.0,19876624000000.0,20304017000000.0,18357953000000.0,23682280000000.0
2098.0,22092957000000.0,12527659000000.0,22454141000000.0,21495890000000.0,19698253000000.0,20239914000000.0,18210487000000.0,23620072000000.0
2099.0,22039402000000.0,12313588000000.0,22342900000000.0,21404848000000.0,19604726000000.0,20142182000000.0,18087986000000.0,23584532000000.0
2100.0,21940121000000.0,12057969000000.0,22281122000000.0,21352920000000.0,19502717000000.0,20047710000000.0,17960926000000.0,23539743000000.0
