time,CSIRO-MK3-6-0,CESM1-CAM5,MPI-ESM-LR,NORESM1-M
2131.0,491410000000.0,783948200000.0,879777550000.0,584621000000.0
2132.0,485139580000.0,780196600000.0,864872600000.0,581347100000.0
2133.0,478545870000.0,776366000000.0,862022400000.0,571016800000.0
2134.0,474033700000.0,770066350000.0,857037500000.0,563432200000.0
2135.0,469124380000.0,775380100000.0,863858460000.0,555304700000.0
2136.0,462717320000.0,770858200000.0,862032950000.0,551180600000.0
2137.0,457910400000.0,763400900000.0,856522700000.0,548276800000.0
2138.0,448538640000.0,753248960000.0,838065650000.0,544126930000.0
2139.0,440305320000.0,745219900000.0,827271900000.0,538002330000.0
2140.0,438299200000.0,736873740000.0,821545660000.0,534522460000.0
2141.0,435006800000.0,731507700000.0,819666900000.0,532171300000.0
2142.0,432398170000.0,720420500000.0,810654500000.0,527182950000.0
2143.0,425893630000.0,712937050000.0,807285750000.0,520810230000.0
2144.0,425026980000.0,708152500000.0,807293100000.0,515455800000.0
2145.0,419333300000.0,708916000000.0,801548400000.0,508971200000.0
2146.0,414074140000.0,703423250000.0,797887100000.0,502687760000.0
2147.0,408459970000.0,698325470000.0,796263060000.0,499349550000.0
2148.0,403932740000.0,691597150000.0,786167230000.0,498390630000.0
2149.0,399941730000.0,681742000000.0,778539240000.0,493541920000.0
2150.0,393553580000.0,670340550000.0,765837200000.0,493311230000.0
2151.0,389575900000.0,666562700000.0,755944650000.0,489850370000.0
2152.0,385644130000.0,660066660000.0,745627840000.0,487958840000.0
2153.0,381628060000.0,656079600000.0,748301300000.0,485891900000.0
2154.0,383280350000.0,652043160000.0,741694800000.0,482086520000.0
2155.0,382166140000.0,646420760000.0,734666750000.0,479631600000.0
2156.0,378367870000.0,632336500000.0,724239400000.0,474579400000.0
2157.0,371219270000.0,632321000000.0,722050500000.0,470351150000.0
2158.0,367095550000.0,624453000000.0,725253950000.0,465723750000.0
2159.0,365782760000.0,616834140000.0,711495500000.0,464135200000.0
2160.0,365374080000.0,613806240000.0,709996250000.0,462557000000.0
2161.0,360553870000.0,610501500000.0,705746440000.0,459148660000.0
2162.0,360219670000.0,603158150000.0,703384800000.0,458322700000.0
2163.0,357599770000.0,595248900000.0,695002200000.0,455875460000.0
2164.0,355446000000.0,586160700000.0,692294600000.0,447976050000.0
2165.0,352672680000.0,581047750000.0,690547500000.0,443679150000.0
2166.0,351164270000.0,582774950000.0,686141200000.0,441596200000.0
2167.0,349931040000.0,579222800000.0,677007100000.0,438933450000.0
2168.0,345076370000.0,577054440000.0,672084700000.0,434541360000.0
2169.0,340256950000.0,574481560000.0,680108360000.0,431306870000.0
2170.0,335413870000.0,570189500000.0,676307140000.0,430787330000.0
2171.0,330082880000.0,570445270000.0,674575000000.0,430424030000.0
2172.0,328694330000.0,566008100000.0,675292300000.0,428922860000.0
2173.0,326499470000.0,566500200000.0,671509200000.0,422805800000.0
2174.0,324739920000.0,566985300000.0,661983900000.0,419639600000.0
2175.0,323473970000.0,558361500000.0,658917500000.0,413061050000.0
2176.0,319059030000.0,556368500000.0,645943850000.0,411283700000.0
2177.0,315625340000.0,548843600000.0,641864200000.0,410992150000.0
2178.0,312619760000.0,543992680000.0,634078200000.0,410143030000.0
2179.0,309682930000.0,541778740000.0,625366800000.0,405460650000.0
2180.0,306928320000.0,540138900000.0,619022700000.0,406691480000.0
2181.0,302789600000.0,531491000000.0,627848500000.0,405810250000.0
2182.0,302907230000.0,530709680000.0,625199000000.0,404748080000.0
2183.0,299025660000.0,531808030000.0,621919300000.0,399405420000.0
2184.0,296051700000.0,524982750000.0,615969000000.0,398223770000.0
2185.0,292483100000.0,519258200000.0,609050760000.0,393439970000.0
2186.0,292474030000.0,516979000000.0,622862470000.0,391664630000.0
2187.0,288364600000.0,514761620000.0,613406000000.0,396891060000.0
2188.0,285821340000.0,514646340000.0,612523970000.0,396446530000.0
2189.0,285145530000.0,513696430000.0,613170940000.0,395027350000.0
2190.0,282891580000.0,513034320000.0,615823050000.0,391496700000.0
2191.0,282317520000.0,510564040000.0,609814450000.0,390123450000.0
2192.0,280343280000.0,506179030000.0,605994400000.0,391105220000.0
2193.0,279254530000.0,504088360000.0,599288050000.0,391644220000.0
2194.0,274398050000.0,502753070000.0,598864700000.0,390976000000.0
2195.0,274577390000.0,495991420000.0,603701600000.0,389622700000.0
2196.0,272814150000.0,492731530000.0,603187050000.0,387385330000.0
2197.0,271374430000.0,489128170000.0,591820800000.0,390590430000.0
2198.0,269293420000.0,485429150000.0,586559650000.0,388596700000.0
2199.0,270863750000.0,484567220000.0,576326800000.0,388248830000.0
2200.0,267773740000.0,476457860000.0,583501200000.0,385954700000.0
2201.0,266025450000.0,475040400000.0,585801330000.0,387121100000.0
2202.0,264899260000.0,473940660000.0,582453400000.0,385600230000.0
2203.0,264740030000.0,470189670000.0,586018100000.0,384948100000.0
2204.0,260982180000.0,466897930000.0,583968160000.0,384823820000.0
2205.0,258474540000.0,460606770000.0,584108600000.0,386978350000.0
2206.0,257608880000.0,460552900000.0,579185700000.0,383012700000.0
2207.0,257213560000.0,460529600000.0,577824900000.0,378794970000.0
2208.0,255013450000.0,457804050000.0,576305230000.0,376584400000.0
2209.0,252348800000.0,456362360000.0,577301900000.0,375536680000.0
2210.0,246000190000.0,453374200000.0,573493900000.0,378583840000.0
2211.0,244880060000.0,449242700000.0,572783900000.0,378150060000.0
2212.0,245770200000.0,444136980000.0,568647940000.0,378945180000.0
2213.0,244955800000.0,441920700000.0,562288400000.0,378822330000.0
2214.0,246720330000.0,439535530000.0,556882700000.0,376511900000.0
2215.0,250382570000.0,437338080000.0,560383400000.0,376342220000.0
2216.0,249963540000.0,432026700000.0,558448000000.0,376673370000.0
2217.0,248984290000.0,430893430000.0,557626400000.0,376496900000.0
2218.0,245908360000.0,432598940000.0,555252300000.0,374047240000.0
2219.0,243500430000.0,428494620000.0,557398750000.0,369400220000.0
2220.0,242926260000.0,424157480000.0,554243400000.0,367983920000.0
2221.0,243001570000.0,420811740000.0,546201500000.0,370003350000.0
2222.0,242677560000.0,416870660000.0,541272770000.0,370909050000.0
2223.0,242953100000.0,413082650000.0,533718270000.0,370612440000.0
2224.0,242779390000.0,409803950000.0,530196200000.0,368460560000.0
2225.0,242488980000.0,406518800000.0,536884380000.0,365671060000.0
2226.0,242751390000.0,397363100000.0,538492270000.0,365221680000.0
2227.0,238566830000.0,395928670000.0,533702900000.0,365034700000.0
2228.0,237004670000.0,397174440000.0,528406350000.0,367804580000.0
2229.0,232604530000.0,394138350000.0,526118200000.0,366113980000.0
2230.0,232001770000.0,393987650000.0,521180100000.0,368298260000.0
2231.0,231518800000.0,388998730000.0,520039900000.0,370093620000.0
2232.0,228310320000.0,394161160000.0,529762350000.0,368292860000.0
2233.0,228596370000.0,394941270000.0,529691970000.0,368927640000.0
2234.0,229688700000.0,391015530000.0,521860940000.0,367833840000.0
2235.0,227821980000.0,391847940000.0,520800700000.0,368720280000.0
2236.0,226823680000.0,393021000000.0,532301300000.0,369298080000.0
2237.0,225206480000.0,389552600000.0,524123570000.0,366321960000.0
2238.0,221048230000.0,389131200000.0,523162500000.0,364350640000.0
2239.0,217805600000.0,389976130000.0,528888800000.0,368582660000.0
2240.0,216601870000.0,389743300000.0,531736070000.0,369325180000.0
2241.0,214127690000.0,387410600000.0,541473440000.0,367883400000.0
2242.0,214436020000.0,385978270000.0,536448930000.0,365068940000.0
2243.0,213034340000.0,383970380000.0,529092840000.0,365568330000.0
2244.0,211967440000.0,383895700000.0,526614530000.0,366208160000.0
2245.0,210569690000.0,382839780000.0,528550560000.0,369956060000.0
2246.0,209259660000.0,381121800000.0,533844200000.0,372746800000.0
2247.0,209212280000.0,382537500000.0,531467440000.0,372836270000.0
2248.0,208120090000.0,384831200000.0,529986500000.0,372058230000.0
2249.0,207818460000.0,383087870000.0,527320060000.0,371449900000.0
2250.0,206068070000.0,381984570000.0,524331160000.0,371926270000.0
2251.0,205602620000.0,380670740000.0,529916660000.0,371720100000.0
2252.0,206915630000.0,383632050000.0,523289620000.0,375575400000.0
2253.0,207358750000.0,383435830000.0,521231860000.0,374358340000.0
2254.0,207803550000.0,383209770000.0,517187100000.0,377948770000.0
2255.0,206662120000.0,381054260000.0,519997420000.0,378533300000.0
2256.0,207358510000.0,381449540000.0,524496730000.0,375510800000.0
2257.0,204574640000.0,378953270000.0,511681500000.0,376836360000.0
2258.0,204991230000.0,379165280000.0,499161200000.0,377236550000.0
2259.0,203986850000.0,379859800000.0,493473000000.0,375758300000.0
2260.0,201738750000.0,379091580000.0,493679500000.0,375913380000.0
2261.0,198937970000.0,380358950000.0,487175900000.0,375924420000.0
2262.0,200675180000.0,377326730000.0,487892320000.0,378472200000.0
2263.0,203065880000.0,372087850000.0,488558360000.0,380249340000.0
2264.0,200143630000.0,372126740000.0,483506160000.0,378612700000.0
2265.0,197547260000.0,372410060000.0,486019330000.0,374993030000.0
2266.0,196873450000.0,367722530000.0,484124100000.0,372526320000.0
2267.0,194131890000.0,365693040000.0,487602720000.0,372700700000.0
2268.0,187906900000.0,367462150000.0,481893250000.0,370964230000.0
2269.0,185226840000.0,370248740000.0,477248450000.0,371248330000.0
2270.0,182921230000.0,373839500000.0,475725820000.0,373159360000.0
2271.0,181434420000.0,372409830000.0,475491600000.0,371111800000.0
2272.0,181856470000.0,373277160000.0,465708450000.0,369576940000.0
2273.0,183287510000.0,374522120000.0,467220400000.0,368254580000.0
2274.0,182328620000.0,374850550000.0,463726600000.0,364479970000.0
2275.0,182772500000.0,380385620000.0,475961500000.0,362376920000.0
2276.0,183550640000.0,379708500000.0,481778530000.0,361773630000.0
2277.0,183007180000.0,380631250000.0,477927960000.0,362660700000.0
2278.0,182871900000.0,380905000000.0,480043800000.0,361351450000.0
2279.0,185368660000.0,382548340000.0,477767530000.0,358113350000.0
2280.0,186450600000.0,384289600000.0,482674440000.0,354219980000.0
2281.0,188944910000.0,386678400000.0,484041650000.0,353332660000.0
2282.0,187478330000.0,391258470000.0,477603270000.0,352468930000.0
2283.0,186177220000.0,390878130000.0,481850230000.0,351448630000.0
2284.0,185205230000.0,390887370000.0,481851540000.0,352571800000.0
2285.0,190831530000.0,389218800000.0,474844700000.0,350558620000.0
2286.0,190635300000.0,391114900000.0,470727130000.0,350385340000.0
2287.0,192717590000.0,388954500000.0,472106430000.0,351082280000.0
2288.0,193709590000.0,390079400000.0,467190800000.0,351172200000.0
2289.0,194219250000.0,386184020000.0,461672380000.0,350384360000.0
2290.0,195340100000.0,387698030000.0,459332650000.0,350161900000.0
2291.0,196388490000.0,389091980000.0,461852640000.0,346878380000.0
2292.0,195598500000.0,393212400000.0,460834370000.0,347035000000.0
2293.0,195002730000.0,390905270000.0,459115760000.0,343756140000.0
2294.0,196902940000.0,394838670000.0,460669000000.0,341591800000.0
2295.0,199011900000.0,395189160000.0,463288430000.0,341921270000.0
2296.0,196451070000.0,395947670000.0,454238080000.0,341384660000.0
2297.0,195761300000.0,394890740000.0,452340580000.0,343067530000.0
2298.0,195814720000.0,395133000000.0,450424600000.0,342527400000.0
2299.0,200612610000.0,395660230000.0,456340200000.0,340843270000.0
2300.0,200791700000.0,392526500000.0,460123960000.0,338944260000.0
