time,IPSL-CM6A-LR,MPI-ESM1-2-HR,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0
2021.0,149324288384000.0,149676331625000.0,149605684473000.0,149635477163000.0,149545829543000.0
2022.0,148975973443000.0,149447745921000.0,148893088792000.0,149234566300000.0,149040874860000.0
2023.0,148755882326000.0,149107394984000.0,148108443704000.0,148829329544000.0,148408453371000.0
2024.0,148477055448000.0,148636216482000.0,147240979510000.0,148477276874000.0,147972873248000.0
2025.0,147891285697000.0,148205887179000.0,146356049942000.0,148035646245000.0,147501515339000.0
2026.0,147449269545000.0,147841087595000.0,145604969119000.0,147639871193000.0,146967324166000.0
2027.0,146815750584000.0,147482549444000.0,144824492543000.0,147141669053000.0,146265904074000.0
2028.0,146296646187000.0,147002055554000.0,143964305227000.0,146687175789000.0,145603682167000.0
2029.0,145675184902000.0,146570423370000.0,142976141735000.0,146379682724000.0,144999601716000.0
2030.0,145086944162000.0,146347142317000.0,141950010808000.0,145933531799000.0,144371363153000.0
2031.0,144510784393000.0,145975319153000.0,140936226772000.0,145394348460000.0,143593413465000.0
2032.0,144132048352000.0,145599554282000.0,139702795198000.0,144989105805000.0,142974945666000.0
2033.0,143495015685000.0,145208606374000.0,138600852307000.0,144522576461000.0,142582022524000.0
2034.0,142736899920000.0,144723041939000.0,137464731528000.0,144155041545000.0,141897971511000.0
2035.0,142250857748000.0,144453136000000.0,136433390819000.0,143863738072000.0,141219876909000.0
2036.0,141431976064000.0,144051071338000.0,135031888419000.0,143349985390000.0,140656323541000.0
2037.0,140720813662000.0,143611810513000.0,133710756770000.0,143077930742000.0,139735626451000.0
2038.0,139920530222000.0,143112132356000.0,132562451983000.0,142549560497000.0,139062350669000.0
2039.0,139076990786000.0,142730885550000.0,131338348834000.0,141961240635000.0,138524996560000.0
2040.0,138275308093000.0,142415224565000.0,130168749271000.0,141436159320000.0,137848376659000.0
2041.0,137298129047000.0,141820806100000.0,129145765495000.0,140884505641000.0,137100205264000.0
2042.0,136536751695000.0,141324021536000.0,127841868446000.0,140361274461000.0,136535265259000.0
2043.0,135820245239000.0,140675170798000.0,126568462488000.0,139831157189000.0,135695925201000.0
2044.0,135005834315000.0,140180034429000.0,125353579207000.0,139366389279000.0,134856030403000.0
2045.0,134057922853000.0,139732415038000.0,124054779240000.0,138903003979000.0,134286213454000.0
2046.0,133165607665000.0,139286555957000.0,122869264419000.0,138174239637000.0,133738431392000.0
2047.0,131914009353000.0,138703658236000.0,121349419857000.0,137629430335000.0,132989949926000.0
2048.0,130775460045000.0,138133576544000.0,119915593246000.0,137028471077000.0,131913939383000.0
2049.0,129714643217000.0,137400845198000.0,118482600022700.0,136589936610000.0,131139280354000.0
2050.0,128712161985000.0,136737936928000.0,117072036463300.0,135997876094000.0,130567294908000.0
2051.0,127827545224000.0,136182625482000.0,115604948428300.0,135474022618000.0,129700185900000.0
2052.0,126871383060000.0,135674228265000.0,114194172904500.0,134836670790000.0,128792558431000.0
2053.0,125806651799000.0,135006680668000.0,112539823508400.0,134185763398000.0,127631325180000.0
2054.0,124719147675000.0,134361638797000.0,111011013688900.0,133438685948000.0,126801295289000.0
2055.0,123604630214000.0,133691214004000.0,109370151337600.0,132752440774000.0,125721422292000.0
2056.0,122619255545000.0,133020696685000.0,107667214592000.0,132364923681000.0,124705748466000.0
2057.0,121931906816000.0,132302268486000.0,105989908446400.0,131948414433000.0,123697328744000.0
2058.0,120988818230000.0,131583045597000.0,104340476106000.0,131299339239000.0,122689995355000.0
2059.0,120028650565000.0,130859869479000.0,102483641370500.0,130635231276000.0,121580166193000.0
2060.0,118889796309000.0,130067249036000.0,100934020243000.0,130143833074000.0,120897400965000.0
2061.0,117852767687000.0,129313395273000.0,99344878957200.0,129340122886000.0,119881082765000.0
2062.0,116866484679000.0,128816797940000.0,97699131735400.0,128679933854000.0,119115129975000.0
2063.0,115653581152000.0,128334305709000.0,96192604630100.0,127891554281000.0,118103822105000.0
2064.0,114294677610000.0,127842057151000.0,94881990842600.0,127279683986000.0,117265424693000.0
2065.0,113070903297000.0,127192949414000.0,93551008249300.0,126719751702000.0,116276817809000.0
2066.0,111993884534000.0,126539368218000.0,92003795464100.0,125986996343000.0,115432430742000.0
2067.0,110931644313700.0,125991973193000.0,90305614138700.0,125280173156000.0,114498365505000.0
2068.0,109907542310000.0,125420509812000.0,88565220417100.0,124686202081000.0,113291375751000.0
2069.0,108734295660700.0,124751120673000.0,86837825417400.0,123908011267000.0,112410578425000.0
2070.0,107564375015000.0,124022287626000.0,85274139265300.0,123219938702000.0,111254997170000.0
2071.0,106470567858600.0,123212501561000.0,83532896773200.0,122496326834000.0,109961165844500.0
2072.0,105215673813900.0,122354971356000.0,81667683339500.0,121765896953000.0,108760538805300.0
2073.0,104215082588600.0,121656051207000.0,80127868889900.0,121057917980000.0,107863132987600.0
2074.0,102965774489300.0,120973298558000.0,78537751597100.0,120069214564400.0,106758259360000.0
2075.0,101791172312400.0,120317858951000.0,76971520678800.0,119209844254500.0,105686284610500.0
2076.0,100446811172700.0,119578138213000.0,75422859956700.0,118485988794700.0,104502001115000.0
2077.0,99205865271400.0,118868119863000.0,73852842264800.0,117581407378500.0,103427163420400.0
2078.0,97918299735500.0,118183327269000.0,72354333255800.0,116879942606300.0,102220436232700.0
2079.0,96869838300500.0,117301325415000.0,70940233409000.0,116244586326400.0,101117824379000.0
2080.0,95634758478300.0,116648718799600.0,69534043937500.0,115454935238100.0,100031289002800.0
2081.0,94245509166500.0,116092207748000.0,68042203669950.0,114661119360400.0,98915790127600.0
2082.0,93002826574700.0,115566944334500.0,66482023746960.0,113829538122000.0,97903945119400.0
2083.0,91755862932000.0,114924891651000.0,64935879057360.0,113109219883000.0,96758443253000.0
2084.0,90469198739200.0,114323333096000.0,63491335868800.0,112332428571400.0,95862480881600.0
2085.0,89294938824600.0,113734928380500.0,61968224490900.0,111522086095700.0,94780065217400.0
2086.0,87869172439000.0,113166531971700.0,60571491285560.0,110778187030400.0,93641867798900.0
2087.0,86540699549700.0,112387921949000.0,59032085779550.0,109933091181300.0,92536296016200.0
2088.0,85218949239400.0,111767126406600.0,57512969758480.0,109086735276800.0,91573486442000.0
2089.0,83899764249500.0,111023910937700.0,56135422535430.0,108375513071300.0,90698278862600.0
2090.0,82668159565300.0,110348217864700.0,54694297852290.0,107745247161800.0,89683334797400.0
2091.0,81388606526000.0,109788835887000.0,53364595232800.0,106995076068700.0,88748945422300.0
2092.0,80140367339900.0,109040887548600.0,52003560045070.0,106196243745400.0,87708861710000.0
2093.0,78848163419500.0,108292499063200.0,50731317864730.0,105373111464200.0,86281854433900.0
2094.0,77445190899300.0,107532840387700.0,49354213121050.0,104600879992600.0,85191217387200.0
2095.0,75964035380600.0,106877922533600.0,47833755617180.0,103647939694600.0,84221375394800.0
2096.0,74601157138040.0,106167578567100.0,46501110747270.0,102938877588800.0,83141075767300.0
2097.0,73328592318140.0,105490652362200.0,45245802266780.0,102226578792900.0,82102923637200.0
2098.0,71863235170300.0,104718496715400.0,43941046691540.0,101509339204000.0,81109406167700.0
2099.0,70542167381260.0,103963515759500.0,42580702330328.0,100718251232800.0,80343923001800.0
2100.0,69376890392760.0,103088706184000.0,41260909597356.0,99920480946900.0,79658845811000.0
