time,CANESM5,MRI-ESM2-0,UKESM1-0-LL,CNRM-ESM2-1,IPSL-CM6A-LR
2045.0,3835244800000.0,4021240700000.0,3579128600000.0,3978018200000.0,3852531000000.0
2046.0,3784456800000.0,3997317000000.0,3527882800000.0,3957745000000.0,3807118000000.0
2047.0,3745710000000.0,3954624400000.0,3452608000000.0,3948497300000.0,3769881600000.0
2048.0,3708406200000.0,3930034300000.0,3408085400000.0,3930656900000.0,3721796000000.0
2049.0,3673751800000.0,3898617600000.0,3363720000000.0,3928210800000.0,3686517000000.0
2050.0,3647433300000.0,3868095000000.0,3329205700000.0,3896305300000.0,3657607200000.0
2051.0,3617153000000.0,3851316000000.0,3275071700000.0,3859366300000.0,3637966500000.0
2052.0,3560583500000.0,3823917000000.0,3192973200000.0,3807896400000.0,3616812000000.0
2053.0,3522461700000.0,3810865700000.0,3143530000000.0,3770916500000.0,3585529600000.0
2054.0,3488020700000.0,3789280000000.0,3093441500000.0,3749275200000.0,3548559400000.0
2055.0,3458878000000.0,3765884200000.0,3045020100000.0,3718016000000.0,3501917000000.0
2056.0,3431581000000.0,3752017300000.0,2996834000000.0,3685085300000.0,3477993700000.0
2057.0,3385965200000.0,3735761700000.0,2951354500000.0,3654036800000.0,3439963700000.0
2058.0,3344246500000.0,3728309200000.0,2917658000000.0,3607953100000.0,3393387200000.0
2059.0,3323553400000.0,3694500000000.0,2890339200000.0,3567458200000.0,3362188700000.0
2060.0,3298449700000.0,3666324500000.0,2836756700000.0,3537157800000.0,3346932700000.0
2061.0,3266517700000.0,3662634500000.0,2786976900000.0,3509887400000.0,3300527700000.0
2062.0,3221802500000.0,3638567600000.0,2722138400000.0,3472830200000.0,3275859200000.0
2063.0,3185021300000.0,3612381000000.0,2656227800000.0,3434103400000.0,3252067000000.0
2064.0,3150100300000.0,3577276800000.0,2620604800000.0,3422638000000.0,3228916300000.0
2065.0,3110313000000.0,3554846200000.0,2597465000000.0,3411365900000.0,3189824000000.0
2066.0,3069937700000.0,3541997700000.0,2556206800000.0,3360098000000.0,3166672300000.0
2067.0,3042755700000.0,3530623800000.0,2515390700000.0,3325418500000.0,3126956700000.0
2068.0,3010402200000.0,3502860700000.0,2480490700000.0,3287014000000.0,3088804500000.0
2069.0,2968897500000.0,3476849000000.0,2448537400000.0,3260474000000.0,3047177800000.0
2070.0,2945814400000.0,3469158000000.0,2404332900000.0,3235298100000.0,3008382000000.0
2071.0,2916784500000.0,3447533000000.0,2361111000000.0,3180602600000.0,2991693500000.0
2072.0,2881198500000.0,3424231400000.0,2329764200000.0,3155308300000.0,2965366000000.0
2073.0,2846075700000.0,3398183200000.0,2291129400000.0,3118035000000.0,2944271000000.0
2074.0,2824164000000.0,3377025000000.0,2258174000000.0,3094418800000.0,2931495500000.0
2075.0,2798910000000.0,3363521700000.0,2244449700000.0,3069424000000.0,2898630300000.0
2076.0,2766034000000.0,3343675800000.0,2234713400000.0,3028780600000.0,2885720700000.0
2077.0,2747618800000.0,3338653400000.0,2209841700000.0,3008969600000.0,2870536300000.0
2078.0,2725131800000.0,3299845000000.0,2182603000000.0,2981374500000.0,2843960000000.0
2079.0,2709267400000.0,3264532000000.0,2149036600000.0,2946104600000.0,2828351300000.0
2080.0,2694593400000.0,3254093300000.0,2129444200000.0,2910574000000.0,2820839000000.0
2081.0,2679955300000.0,3242354000000.0,2116714200000.0,2890011000000.0,2802785700000.0
2082.0,2664555600000.0,3224464300000.0,2106064100000.0,2853388000000.0,2782402200000.0
2083.0,2630658600000.0,3204334500000.0,2090284600000.0,2827717000000.0,2760972200000.0
2084.0,2583063700000.0,3192449100000.0,2076021400000.0,2809504200000.0,2738496700000.0
2085.0,2574320100000.0,3160270400000.0,2064042800000.0,2783142700000.0,2709548700000.0
2086.0,2566506700000.0,3145920000000.0,2045690400000.0,2779169700000.0,2686042200000.0
2087.0,2545591800000.0,3150820000000.0,2030067400000.0,2777894600000.0,2662805000000.0
2088.0,2507852700000.0,3135960800000.0,1999183500000.0,2771705700000.0,2653172500000.0
2089.0,2494890200000.0,3125589800000.0,1985882200000.0,2759662000000.0,2643502000000.0
2090.0,2483073600000.0,3125507500000.0,1972771400000.0,2752785400000.0,2623128700000.0
2091.0,2461924900000.0,3111689400000.0,1952115600000.0,2729408500000.0,2608367000000.0
2092.0,2443438700000.0,3100281700000.0,1934052000000.0,2708878400000.0,2604860700000.0
2093.0,2425734800000.0,3093579200000.0,1920418700000.0,2693041200000.0,2597674000000.0
2094.0,2411962000000.0,3086174700000.0,1907363300000.0,2672074000000.0,2588948300000.0
2095.0,2390208300000.0,3065650600000.0,1886078500000.0,2650308600000.0,2577904700000.0
2096.0,2370510300000.0,3041840300000.0,1871326100000.0,2628846400000.0,2571117800000.0
2097.0,2354859500000.0,3026402000000.0,1851295800000.0,2610685000000.0,2564299000000.0
2098.0,2332192100000.0,3021478600000.0,1822166400000.0,2597406400000.0,2542654200000.0
2099.0,2314975300000.0,3009507200000.0,1809110000000.0,2570778800000.0,2528615300000.0
2100.0,2299793500000.0,2987205000000.0,1799346600000.0,2557845000000.0,2517579000000.0
