time,CANESM5,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0
2057.0,20354304000.0,26039804000.0,26201817000.0,24054184000.0
2058.0,20001702000.0,25766330000.0,25891006000.0,23774554000.0
2059.0,19605598000.0,25691187000.0,25564211000.0,23397992000.0
2060.0,19260916000.0,25200916000.0,25209192000.0,23063484000.0
2061.0,18917816000.0,24882300000.0,24908177000.0,22658523000.0
2062.0,18600854000.0,24570660000.0,24563761000.0,22494886000.0
2063.0,18258708000.0,24477921000.0,24264032000.0,22278580000.0
2064.0,18044643000.0,24167790000.0,24035115000.0,22149350000.0
2065.0,17639537000.0,23829737000.0,23822879000.0,21797734000.0
2066.0,17859973000.0,23511871000.0,23583277000.0,21613623000.0
2067.0,17340768000.0,23212560000.0,23314444000.0,21409366000.0
2068.0,16845159000.0,22976070000.0,23196326000.0,21187990000.0
2069.0,16467513000.0,22735946000.0,22952170000.0,20999715000.0
2070.0,16179270000.0,22487260000.0,22754396000.0,20793733000.0
2071.0,16534586000.0,22292824000.0,22497708000.0,20604370000.0
2072.0,16391925000.0,21964325000.0,22257605000.0,20474024000.0
2073.0,15748333000.0,21796018000.0,22095628000.0,20258218000.0
2074.0,15410122000.0,21633704000.0,21846983000.0,20141775000.0
2075.0,15086387000.0,22356961000.0,21740812000.0,19935052000.0
2076.0,15155249000.0,21338501000.0,21474583000.0,19765062000.0
2077.0,14790437000.0,21051587000.0,21302202000.0,19818074000.0
2078.0,15406296000.0,20911946000.0,21120039000.0,19543845000.0
2079.0,14464749000.0,20743547000.0,20955748000.0,19441689000.0
2080.0,14526430000.0,20541428000.0,20910030000.0,19264743000.0
2081.0,14102100000.0,20767197000.0,20603490000.0,19090653000.0
2082.0,13951635000.0,20909998000.0,20460343000.0,18961906000.0
2083.0,14379510000.0,20415726000.0,20217457000.0,18848074000.0
2084.0,16892947000.0,20085225000.0,20062940000.0,18670672000.0
2085.0,15356036000.0,20001024000.0,19869710000.0,18616160000.0
2086.0,14796056000.0,19836465000.0,19800803000.0,18553000000.0
2087.0,14404207000.0,20245645000.0,19701506000.0,18332848000.0
2088.0,18258661000.0,19931537000.0,19474022000.0,19290352000.0
2089.0,15542993000.0,19549317000.0,19354997000.0,18497868000.0
2090.0,14174164000.0,19544203000.0,19414692000.0,18260603000.0
2091.0,13799223000.0,19354649000.0,19602530000.0,18357918000.0
2092.0,13696807000.0,19250784000.0,19150576000.0,18581774000.0
2093.0,13637612000.0,19163904000.0,18930199000.0,18102106000.0
2094.0,13420677000.0,19126286000.0,18791686000.0,18047142000.0
2095.0,13296612000.0,19052999000.0,18685477000.0,18162694000.0
2096.0,13691976000.0,19072705000.0,18564813000.0,18229416000.0
2097.0,13215599000.0,18914992000.0,18436172000.0,17728815000.0
2098.0,13263335000.0,18677242000.0,18498892000.0,17730250000.0
2099.0,13100852000.0,18597180000.0,18443397000.0,18002850000.0
2100.0,13232729000.0,18552904000.0,18319108000.0,18342867000.0
