time,MPI-ESM-LR,GISS-E2-R,CCSM4,CANESM2,IPSL-CM5A-LR,CNRM-CM5,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,NORESM1-M
2012.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0
2013.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0
2014.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0
2015.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0
2016.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0
2017.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0
2018.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0
2019.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0
2020.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0
2021.0,88048370000.0,86687195000.0,82085200000.0,85147260000.0,86265250000.0,87440630000.0,83349650000.0,85330070000.0,89212100000.0,86466710000.0
2022.0,85565940000.0,80883720000.0,78447610000.0,81884185000.0,82597580000.0,85964910000.0,77584360000.0,86464980000.0,83726520000.0,84503580000.0
2023.0,83264864000.0,76709080000.0,73067910000.0,79328780000.0,81448460000.0,84436050000.0,75645895000.0,82218250000.0,85143890000.0,82856450000.0
2024.0,83762020000.0,72374420000.0,71702610000.0,72000635000.0,79886020000.0,79421250000.0,71962804000.0,81344790000.0,82691740000.0,80373880000.0
2025.0,84784900000.0,72997890000.0,68300010000.0,69785700000.0,79341530000.0,76621020000.0,70945530000.0,80762610000.0,78505860000.0,75996060000.0
2026.0,84611190000.0,68625860000.0,66770387000.0,67638290000.0,76625680000.0,72058270000.0,67588180000.0,78057570000.0,74493160000.0,71180780000.0
2027.0,83502000000.0,66724960000.0,65213006000.0,65088434000.0,75754350000.0,68908040000.0,64890425000.0,77983680000.0,73289110000.0,69203500000.0
2028.0,82102890000.0,67259150000.0,65831670000.0,63920927000.0,74641375000.0,66801443000.0,64096740000.0,75916796000.0,71914980000.0,66035126000.0
2029.0,78702180000.0,65028485000.0,60571740000.0,63487672000.0,70577670000.0,61673992000.0,62178070000.0,73025490000.0,69851200000.0,62848330000.0
2030.0,76548284000.0,62951540000.0,59684810000.0,61072364000.0,67304292000.0,58572170000.0,60290945000.0,71977300000.0,66308310000.0,58728554000.0
2031.0,75010950000.0,61851830000.0,55975313000.0,60688085000.0,63660536000.0,59940164000.0,54669080000.0,69869050000.0,66050510000.0,58381180000.0
2032.0,69173650000.0,60788390000.0,54172324000.0,57217618000.0,61355990000.0,58265150000.0,53530270000.0,68091180000.0,64758290000.0,57783755000.0
2033.0,65937433000.0,58739540000.0,52898000000.0,55268094000.0,59370730000.0,57007260000.0,48524500000.0,64211788000.0,63861457000.0,53863050000.0
2034.0,63635575000.0,54760854000.0,50844266000.0,54000783000.0,55993287000.0,53466870000.0,47077417000.0,61547024000.0,64129260000.0,50953850000.0
2035.0,59802820000.0,53577875000.0,51110294000.0,49888506000.0,54004494000.0,53360080000.0,45318890000.0,59824554000.0,61980844000.0,48957227000.0
2036.0,56718078000.0,52830618000.0,49112470000.0,47622110000.0,50775974000.0,51431150000.0,42218594000.0,58272874000.0,60531003000.0,45573906000.0
2037.0,52749050000.0,51717485000.0,47038390000.0,46185685000.0,49852290000.0,50167374000.0,41503576000.0,55008084000.0,58024890000.0,44480623000.0
2038.0,52119990000.0,50290110000.0,46849573000.0,44319257000.0,46452200000.0,48613980000.0,39627125000.0,51527692000.0,56713690000.0,42386973000.0
2039.0,47896867000.0,47920517000.0,46205570000.0,42268820000.0,43275060000.0,47751356000.0,37086564000.0,48986595000.0,54169670000.0,40932170000.0
2040.0,47221133000.0,48125088000.0,42396213000.0,41175410000.0,43658895000.0,44877255000.0,35415446000.0,47169565000.0,54640595000.0,38885830000.0
2041.0,46230098000.0,46276276000.0,41632610000.0,37642654000.0,41302577000.0,41873240000.0,35481575000.0,44525070000.0,51304240000.0,37684880000.0
2042.0,45095584000.0,44486330000.0,39619150000.0,34860650000.0,37557404000.0,41767830000.0,32647960000.0,42764060000.0,51227130000.0,35619127000.0
2043.0,42831647000.0,43601367000.0,37543105000.0,32783827000.0,36978250000.0,40587145000.0,30024100000.0,41362596000.0,51032506000.0,34169655000.0
2044.0,41334730000.0,41581560000.0,37056210000.0,29377812000.0,35589685000.0,38720635000.0,27570264000.0,38475882000.0,49361930000.0,31870525000.0
2045.0,37677720000.0,39962763000.0,35702022000.0,26012060000.0,33086964000.0,37815697000.0,24907004000.0,37746460000.0,44890740000.0,31200006000.0
2046.0,37009840000.0,37364367000.0,34661350000.0,24940005000.0,30951694000.0,37897160000.0,22766135000.0,35077853000.0,42991020000.0,29076898000.0
2047.0,34993120000.0,35597935000.0,33552650000.0,23219767000.0,29986190000.0,36400968000.0,21409014000.0,32748636000.0,41190010000.0,28652790000.0
2048.0,34280830000.0,34008525000.0,31988530000.0,22181374000.0,28060150000.0,35990610000.0,20371048000.0,30426712000.0,39441875000.0,27719563000.0
2049.0,33070550000.0,35235734000.0,31008463000.0,19919800000.0,26588588000.0,34860890000.0,19082553000.0,29244635000.0,36965390000.0,25535818000.0
2050.0,31168266000.0,34698270000.0,30437034000.0,18456365000.0,25500723000.0,34124310000.0,18154721000.0,27802860000.0,34961230000.0,23764328000.0
2051.0,30270171000.0,32859458000.0,29344799000.0,16866702000.0,23598756000.0,32061352000.0,16723764000.0,25903480000.0,34853143000.0,22815373000.0
2052.0,28533870000.0,32057434000.0,28246145000.0,15412686000.0,22915064000.0,30260118000.0,14819135000.0,24593668000.0,33159903000.0,22589725000.0
2053.0,28523747000.0,31139010000.0,26916910000.0,14288722000.0,21483506000.0,28547678000.0,13264792000.0,23493448000.0,32162198000.0,21728070000.0
2054.0,26324343000.0,29275167000.0,25356360000.0,12533683000.0,19885267000.0,27329071000.0,11379110000.0,20819749000.0,32100522000.0,21179636000.0
2055.0,23771300000.0,29259317000.0,24219906000.0,11536567000.0,19305335000.0,26265266000.0,9803315000.0,18784438000.0,31024169000.0,20255384000.0
2056.0,22400740000.0,29448575000.0,22775667000.0,11299998000.0,18426745000.0,25666390000.0,7829482000.0,17257644000.0,29542777000.0,19189363000.0
2057.0,21223844000.0,27281720000.0,21207622000.0,11277827000.0,16955189000.0,25014577000.0,7430588400.0,15197650000.0,28958560000.0,18032937000.0
2058.0,19304560000.0,26763414000.0,21200505000.0,10299049000.0,16041220000.0,25466345000.0,6644507000.0,13652528000.0,28262801000.0,16681293000.0
2059.0,18809444000.0,24747220000.0,19563882000.0,8920832000.0,15532932000.0,24928487000.0,6139938300.0,11517935000.0,27517411000.0,15531341000.0
2060.0,16854655000.0,23441275000.0,18232513000.0,8561622500.0,15476485000.0,24099736000.0,5887564300.0,9993096000.0,26882857000.0,14439838000.0
2061.0,15310704000.0,22752696000.0,16864819000.0,8345870300.0,14761526000.0,23067806000.0,5583369700.0,8913750000.0,25599950000.0,14247096000.0
2062.0,15283946000.0,21368095000.0,16065147000.0,8102829600.0,13827045000.0,23051000000.0,4985566700.0,7753860000.0,24807280000.0,13578510000.0
2063.0,15535140000.0,20367100000.0,15370149000.0,7413626000.0,13203800000.0,22301972000.0,4499107300.0,6425976300.0,23204129000.0,12857929000.0
2064.0,14514604000.0,20394240000.0,15082827000.0,6712352000.0,12553556000.0,21464550000.0,4019529700.0,5417351000.0,22830090000.0,12025272000.0
2065.0,13649394000.0,18495492000.0,14748963000.0,5708209700.0,11411551000.0,20248058000.0,3703655200.0,4466219500.0,21020705000.0,11357898000.0
2066.0,12422905000.0,17520716000.0,13002156000.0,5255838700.0,10682824000.0,18226696000.0,2998684700.0,4111468500.0,19825705000.0,10230337000.0
2067.0,11547631000.0,17294092000.0,12227239000.0,4746557400.0,9930157000.0,17821737000.0,2722877200.0,3572335600.0,19280267000.0,9614090000.0
2068.0,11158500000.0,16613304000.0,11124983000.0,4399227400.0,9411646000.0,17226662000.0,2386934300.0,2837482500.0,18805555000.0,9123589000.0
2069.0,10814671000.0,16045806000.0,10776818000.0,4199643100.0,8792854000.0,16118361000.0,2112186400.0,2411248400.0,17728213000.0,9045369000.0
2070.0,10270283000.0,15414462000.0,10266011000.0,3906442000.0,7946610700.0,14863155000.0,1847166300.0,2101198300.0,17256686000.0,9110798000.0
2071.0,9573372000.0,15124588000.0,9751849000.0,3448287200.0,7396285000.0,14211748000.0,1634713100.0,1965801300.0,16072856000.0,8703041000.0
2072.0,8933651000.0,14132030000.0,9722137000.0,3028448500.0,6854222000.0,13774838000.0,1390453100.0,1678774800.0,15331247000.0,8282001000.0
2073.0,7997284400.0,13732777000.0,9158463000.0,2658867500.0,6195970000.0,12896003000.0,1167777700.0,1553003100.0,15330483000.0,8150067700.0
2074.0,7587305000.0,13478459000.0,8842410000.0,2477755400.0,5702789000.0,12854440000.0,992813250.0,1333158500.0,14195929000.0,7533589500.0
2075.0,7929172000.0,13207699000.0,7939420000.0,2269387300.0,5063588000.0,12452950000.0,934089860.0,1223981400.0,14416462000.0,7133594600.0
2076.0,7512975400.0,12441905000.0,7455380500.0,2109486500.0,4743324700.0,11017983000.0,877240700.0,1073704600.0,14130215000.0,6587251700.0
2077.0,7022000000.0,12508258000.0,6988034000.0,1920881000.0,4529577000.0,10303034000.0,809418300.0,1027268740.0,14314064000.0,6271181000.0
2078.0,6984730600.0,12069815000.0,6778357000.0,1895007700.0,4087431400.0,10047166000.0,825029950.0,908070600.0,13618010000.0,5941777400.0
2079.0,6849825000.0,11975322000.0,6680776700.0,1742700200.0,3197327600.0,9322042000.0,719563700.0,900205200.0,12423360000.0,5685606400.0
2080.0,6600355300.0,11329844000.0,6486266400.0,1694625800.0,2800639700.0,8767294000.0,688511400.0,898118300.0,11693572000.0,5616353000.0
2081.0,6411130400.0,11348691000.0,6026230300.0,1524746200.0,2382681900.0,8007473700.0,597974460.0,775235900.0,11727323000.0,5220977700.0
2082.0,6142939600.0,10884209000.0,5759481300.0,1309024400.0,2146014000.0,7548791000.0,529887680.0,763160400.0,11172972000.0,4885095000.0
2083.0,5535998500.0,10735900000.0,5625646600.0,1186559000.0,1794523000.0,7319466500.0,467170270.0,732179900.0,10559896000.0,4696411600.0
2084.0,5195471400.0,10252314000.0,5461820400.0,1146793100.0,1507892600.0,6481283000.0,412505820.0,742268860.0,10038818000.0,4367043600.0
2085.0,4917601300.0,9966830000.0,4742421500.0,1033817860.0,1363934100.0,6281787000.0,372932130.0,675587700.0,9087101000.0,3959238000.0
2086.0,4253344300.0,10091651000.0,4308526600.0,1007926300.0,1385894100.0,5924366000.0,351209700.0,621744960.0,8973998000.0,3580305200.0
2087.0,3571150600.0,9850463000.0,4194699000.0,876427840.0,1315338900.0,5747100000.0,344826140.0,593279800.0,8549518300.0,3481939200.0
2088.0,3177024300.0,8820696000.0,3946409200.0,754087200.0,1291523200.0,5614885000.0,306442700.0,542020100.0,7624293400.0,3167628300.0
2089.0,2721941500.0,8295212000.0,3590237200.0,698516160.0,1235320700.0,5148487000.0,284617800.0,505126560.0,6843222500.0,3015798500.0
2090.0,2552265500.0,7838120400.0,3328460800.0,651127940.0,1134999900.0,5087063000.0,274970370.0,487878140.0,6277493000.0,2637941800.0
2091.0,2190277600.0,7581422600.0,3198641400.0,597660100.0,1098534700.0,4764036600.0,244488210.0,467775170.0,5967380500.0,2520416000.0
2092.0,2126597100.0,7178576400.0,2894140000.0,550639900.0,1008704200.0,4448726500.0,243242450.0,436970500.0,5420591600.0,2258909700.0
2093.0,1872680100.0,6599492600.0,2697106000.0,502871300.0,979452700.0,4073216000.0,200091730.0,409368860.0,5305210000.0,2096220900.0
2094.0,1783186300.0,6103343600.0,2326743600.0,404437760.0,927289700.0,3750325200.0,201057140.0,396986200.0,4730664400.0,1876399400.0
2095.0,1690803500.0,5940859000.0,2130023000.0,341209200.0,921473900.0,3686030000.0,180325360.0,350070200.0,4280322000.0,1778058200.0
2096.0,1667941200.0,5826095000.0,2037383800.0,320684450.0,824721600.0,3460112100.0,173572600.0,322190940.0,3912100400.0,1666625900.0
2097.0,1584547100.0,5991773700.0,1895121300.0,292620450.0,750821250.0,3297343700.0,168933310.0,306620640.0,3475113500.0,1633106200.0
2098.0,1462834800.0,5825795000.0,1810894500.0,261939180.0,731739260.0,3219001600.0,163254720.0,266921950.0,3098413300.0,1570026500.0
2099.0,1308755500.0,5850151000.0,1820953600.0,220935230.0,702951700.0,3036949200.0,157033950.0,227510750.0,2776714800.0,1444450800.0
2100.0,1296142100.0,5405186000.0,1790006500.0,209588980.0,668078800.0,2790005500.0,143081730.0,205209980.0,2476678100.0,1411849600.0
